energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up
-5.35767884,4.42455896,0.19238153,0.25564010,1.51865772,0.83851721,1.19245506,0.00000000,0.17463870,1.85483052
-5.35167584,4.44699473,0.19888429,0.25323721,1.53360028,0.84254588,1.20375954,0.00000000,0.17165307,1.87060953
-5.34567284,4.45059299,0.20466714,0.24949331,1.54032641,0.84344041,1.20833775,0.00000000,0.16870160,1.87767089
-5.33966983,4.43600225,0.20970354,0.24450543,1.53906935,0.84133651,1.20637173,0.00000000,0.16578546,1.87619915
-5.33366683,4.40433095,0.21398277,0.23840280,1.53024661,0.83644985,1.19820003,0.00000000,0.16290770,1.86658553
-5.32766383,4.35712087,0.21750921,0.23134366,1.51444456,0.82907185,1.18430547,0.00000000,0.16007550,1.84941688
-5.32166083,4.29630377,0.22030120,0.22351090,1.49239691,0.81956272,1.16529771,0.00000000,0.15730190,1.82545732
-5.31565783,4.22414319,0.22238920,0.21510688,1.46495806,0.80834179,1.14189119,0.00000000,0.15460724,1.79562317
-5.30965483,4.14316392,0.22381368,0.20634753,1.43307283,0.79587573,1.11487977,0.00000000,0.15201993,1.76095272
-5.30365183,4.05607249,0.22462264,0.19745595,1.39774380,0.78266496,1.08510914,0.00000000,0.14957672,1.72257192
-5.29764882,3.96567218,0.22486910,0.18865594,1.35999784,0.76922901,1.05344844,0.00000000,0.14732238,1.68165797
-5.29164582,3.87477639,0.22460852,0.18016542,1.32085346,0.75609116,1.02076241,0.00000000,0.14530872,1.63940231
-5.28564282,3.78612391,0.22389650,0.17219036,1.28129023,0.74376326,0.98788526,0.00000000,0.14359321,1.59697462
-5.27963982,3.70229972,0.22278666,0.16491904,1.24222157,0.73273103,0.95559741,0.00000000,0.14223707,1.55548945
-5.27363682,3.62566417,0.22132904,0.15851718,1.20447194,0.72344049,0.92460601,0.00000000,0.14130300,1.51597675
-5.26763382,3.55829311,0.21956894,0.15312384,1.16875906,0.71628601,0.89552980,0.00000000,0.14085266,1.47935728
-5.26163082,3.50193078,0.21754630,0.14884836,1.13568165,0.71160021,0.86888871,0.00000000,0.14094406,1.44642356
-5.25562781,3.45795650,0.21529561,0.14576835,1.10571278,0.70964614,0.84509823,0.00000000,0.14162886,1.41782691
-5.24962481,3.42736579,0.21284636,0.14392871,1.07919853,0.71061185,0.82446838,0.00000000,0.14294988,1.39407040
-5.24362181,3.41076550,0.21022393,0.14334177,1.05636167,0.71460740,0.80720680,0.00000000,0.14493882,1.37550762
-5.23761881,3.40838228,0.20745084,0.14398840,1.03730960,0.72166451,0.79342525,0.00000000,0.14761431,1.36234669
-5.23161581,3.42008302,0.20454821,0.14582008,1.02204568,0.73173841,0.78314890,0.00000000,0.15098051,1.35465875
-5.22561281,3.44540565,0.20153740,0.14876177,1.01048320,0.74471218,0.77632741,0.00000000,0.15502621,1.35239024
-5.21960980,3.48359811,0.19844159,0.15271542,1.00246079,0.76040292,0.77284694,0.00000000,0.15972451,1.35537769
-5.21360680,3.53366353,0.19528721,0.15756408,0.99775858,0.77856973,0.77254240,0.00000000,0.16503320,1.36336449
-5.20760380,3.59440916,0.19210509,0.16317632,0.99611402,0.79892312,0.77520901,0.00000000,0.17089575,1.37601821
-5.20160080,3.66449702,0.18893122,0.16941083,0.99723673,0.82113528,0.78061281,0.00000000,0.17724284,1.39294807
-5.19559780,3.74249388,0.18580711,0.17612108,1.00082169,0.84485109,0.78849946,0.00000000,0.18399455,1.41372142
-5.18959480,3.82691880,0.18277948,0.18315977,1.00656040,0.86969914,0.79860123,0.00000000,0.19106286,1.43787881
-5.18359180,3.91628631,0.17989960,0.19038299,1.01414951,0.89530253,0.81064209,0.00000000,0.19835452,1.46494715
-5.17758879,4.00914396,0.17722194,0.19765394,1.02329703,0.92128896,0.82434087,0.00000000,0.20577409,1.49445049
-5.17158579,4.10410282,0.17480241,0.20484602,1.03372595,0.94729973,0.83941281,0.00000000,0.21322698,1.52591839
-5.16558279,4.19986041,0.17269618,0.21184529,1.04517550,0.97299726,0.85556980,0.00000000,0.22062229,1.55889174
-5.15957979,4.29521545,0.17095520,0.21855216,1.05740037,0.99807100,0.87251959,0.00000000,0.22787549,1.59292615
-5.15357679,4.38907453,0.16962549,0.22488232,1.07016811,1.02224140,0.88996460,0.00000000,0.23491043,1.62759299
-5.14757379,4.48045099,0.16874445,0.23076691,1.08325534,1.04526196,0.90760054,0.00000000,0.24166103,1.66247850
-5.14157079,4.56845678,0.16833821,0.23615197,1.09644306,1.06691931,0.92511534,0.00000000,0.24807213,1.69718133
-5.13556778,4.65228855,0.16841927,0.24099728,1.10951168,1.08703150,0.94218879,0.00000000,0.25409978,1.73130875
-5.12956478,4.73120916,0.16898454,0.24527463,1.12223620,1.10544473,0.95849302,0.00000000,0.25971082,1.76447231
-5.12356178,4.80452648,0.17001387,0.24896574,1.13438204,1.12202879,0.97369407,0.00000000,0.26488178,1.79628319
-5.11755878,4.87157126,0.17146926,0.25205997,1.14570186,1.13667167,0.98745466,0.00000000,0.26959729,1.82634794
-5.11155578,4.93167594,0.17329475,0.25455190,1.15593374,1.14927378,0.99943819,0.00000000,0.27384805,1.85426505
-5.10555278,4.98415628,0.17541708,0.25643903,1.16480104,1.15974224,1.00931376,0.00000000,0.27762849,1.87962277
-5.09954977,5.02829751,0.17774716,0.25771981,1.17201403,1.16798572,1.01676223,0.00000000,0.28093440,1.90199872
-5.09354677,5.06334647,0.18018223,0.25839188,1.17727332,1.17391023,1.02148293,0.00000000,0.28376054,1.92096140
-5.08754377,5.08851069,0.18260875,0.25845097,1.18027513,1.17741630,1.02320089,0.00000000,0.28609863,1.93607405
-5.08154077,5.10296514,0.18490588,0.25789017,1.18071817,1.17839773,1.02167425,0.00000000,0.28793560,1.94690061
-5.07553777,5.10586668,0.18694930,0.25669993,1.17831186,1.17674210,1.01670142,0.00000000,0.28925250,1.95301406
-5.06953477,5.09637574,0.18861550,0.25486848,1.17278555,1.17233306,1.00812786,0.00000000,0.29002397,1.95400653
-5.06353177,5.07368439,0.18978598,0.25238282,1.16389833,1.16505435,0.99585194,0.00000000,0.29021835,1.94950111
-5.05752876,5.03704921,0.19035151,0.24923014,1.15144880,1.15479522,0.97982979,0.00000000,0.28979859,1.93916469
-5.05152576,4.98582735,0.19021603,0.24539949,1.13528448,1.14145698,0.96007871,0.00000000,0.28872364,1.92272116
-5.04552276,4.91951347,0.18930010,0.24088366,1.11531018,1.12496033,0.93667901,0.00000000,0.28695051,1.89996442
-5.03951976,4.83777553,0.18754381,0.23568106,1.09149489,1.10525282,0.90977421,0.00000000,0.28443667,1.87077040
-5.03351676,4.74048700,0.18490887,0.22979753,1.06387682,1.08231614,0.87956926,0.00000000,0.28114277,1.83510735
-5.02751376,4.62775366,0.18137991,0.22324786,1.03256612,1.05617257,0.84632708,0.00000000,0.27703543,1.79304373
-5.02151076,4.49993292,0.17696488,0.21605696,0.99774524,1.02689030,0.81036331,0.00000000,0.27209003,1.74475331
-5.01550775,4.35764451,0.17169456,0.20826061,0.95966669,0.99458712,0.77203940,0.00000000,0.26629315,1.69051678
-5.00950475,4.20177149,0.16562129,0.19990574,0.91864824,0.95943229,0.73175440,0.00000000,0.25964469,1.63071994
-5.00350175,4.03345129,0.15881682,0.19105007,0.87506581,0.92164634,0.68993556,0.00000000,0.25215951,1.56584813
-4.99749875,3.85405697,0.15136961,0.18176143,0.82934432,0.88149885,0.64702821,0.00000000,0.24386833,1.49647724
-4.99149575,3.66516943,0.14338159,0.17211642,0.78194686,0.83930416,0.60348527,0.00000000,0.23481807,1.42326154
-4.98549275,3.46854184,0.13496451,0.16219883,0.73336262,0.79541531,0.55975665,0.00000000,0.22507145,1.34691873
-4.97948974,3.26605784,0.12623627,0.15209765,0.68409429,0.75021642,0.51627913,0.00000000,0.21470593,1.26821302
-4.97348674,3.05968557,0.11731709,0.14190497,0.63464523,0.70411387,0.47346692,0.00000000,0.20381201,1.18793678
-4.96748374,2.85142939,0.10832593,0.13171369,0.58550722,0.65752676,0.43170329,0.00000000,0.19249103,1.10689156
-4.96148074,2.64328167,0.09937725,0.12161533,0.53714902,0.61087701,0.39133360,0.00000000,0.18085258,1.02586941
-4.95547774,2.43717650,0.09057811,0.11169797,0.49000646,0.56457956,0.35265979,0.00000000,0.16901158,0.94563504
-4.94947474,2.23494729,0.08202584,0.10204437,0.44447411,0.51903314,0.31593661,0.00000000,0.15708524,0.86690963
-4.94347174,2.03828988,0.07380633,0.09273044,0.40089913,0.47461195,0.28136952,0.00000000,0.14519008,0.79035682
-4.93746873,1.84873224,0.06599284,0.08382403,0.35957705,0.43165850,0.24911440,0.00000000,0.13343896,0.71657140
-4.93146573,1.66761186,0.05864548,0.07538413,0.32074993,0.39047793,0.21927874,0.00000000,0.12193853,0.64607084
-4.92546273,1.49606111,0.05181124,0.06746049,0.28460646,0.35133398,0.19192433,0.00000000,0.11078688,0.57929003
-4.91945973,1.33500064,0.04552454,0.06009363,0.25128411,0.31444657,0.16707124,0.00000000,0.10007174,0.51657905
-4.91345673,1.18514073,0.03980818,0.05331525,0.22087302,0.27999103,0.14470271,0.00000000,0.08986916,0.45820395
-4.90745373,1.04698959,0.03467473,0.04714889,0.19342130,0.24809898,0.12477082,0.00000000,0.08024259,0.40435037
-4.90145073,0.92086816,0.03012812,0.04161102,0.16894143,0.21886057,0.10720260,0.00000000,0.07124267,0.35512938
-4.89544772,0.80692989,0.02616539,0.03671218,0.14741749,0.19232789,0.09190631,0.00000000,0.06290733,0.31058553
-4.88944472,0.70518463,0.02277852,0.03245838,0.12881276,0.16851946,0.07877767,0.00000000,0.05526245,0.27070627
-4.88344172,0.61552504,0.01995629,0.02885253,0.11307739,0.14742531,0.06770577,0.00000000,0.04832289,0.23543250
-4.87743872,0.53775444,0.01768595,0.02589583,0.10015579,0.12901251,0.05857851,0.00000000,0.04209383,0.20466967
-4.87143572,0.47161458,0.01595480,0.02358913,0.08999349,0.11323084,0.05128734,0.00000000,0.03657232,0.17829894
-4.86543272,0.41681237,0.01475154,0.02193413,0.08254310,0.10001827,0.04573124,0.00000000,0.03174906,0.15618800
-4.85942971,0.37304420,0.01406728,0.02093434,0.07776928,0.08930611,0.04181984,0.00000000,0.02761014,0.13820109
-4.85342671,0.34001724,0.01389631,0.02059579,0.07565241,0.08102347,0.03947554,0.00000000,0.02413886,0.12420791
-4.84742371,0.31746653,0.01423655,0.02092748,0.07619085,0.07510099,0.03863476,0.00000000,0.02131743,0.11409106
-4.84142071,0.30516761,0.01508959,0.02194137,0.07940170,0.07147357,0.03924817,0.00000000,0.01912841,0.10775186
-4.83541771,0.30294402,0.01646049,0.02365217,0.08532008,0.07008211,0.04127999,0.00000000,0.01755609,0.10511420
-4.82941471,0.31066944,0.01835715,0.02607659,0.09399669,0.07087414,0.04470649,0.00000000,0.01658744,0.10612652
-4.82341171,0.32826448,0.02078943,0.02923235,0.10549401,0.07380334,0.04951361,0.00000000,0.01621279,0.11076155
-4.81740870,0.35568818,0.02376798,0.03313679,0.11988091,0.07882800,0.05569395,0.00000000,0.01642622,0.11901415
-4.81140570,0.39292454,0.02730286,0.03780519,0.13722605,0.08590852,0.06324318,0.00000000,0.01722543,0.13089700
-4.80540270,0.43996464,0.03140186,0.04324888,0.15759018,0.09500410,0.07215594,0.00000000,0.01861142,0.14643447
-4.79939970,0.49678489,0.03606886,0.04947308,0.18101756,0.10606871,0.08242157,0.00000000,0.02058765,0.16565473
-4.79339670,0.56332247,0.04130197,0.05647477,0.20752684,0.11904665,0.09401963,0.00000000,0.02315895,0.18858043
-4.78739370,0.63944889,0.04709182,0.06424048,0.23710181,0.13386781,0.10691554,0.00000000,0.02633009,0.21521835
-4.78139070,0.72494286,0.05341983,0.07274425,0.26968237,0.15044307,0.12105649,0.00000000,0.03010414,0.24554814
-4.77538769,0.81946376,0.06025678,0.08194579,0.30515610,0.16865988,0.13636778,0.00000000,0.03448057,0.27951104
-4.76938469,0.92252718,0.06756155,0.09178902,0.34335100,0.18837853,0.15274985,0.00000000,0.03945333,0.31699866
-4.76338169,1.03348376,0.07528027,0.10220105,0.38402984,0.20942914,0.17007611,0.00000000,0.04500885,0.35784269
-4.75737869,1.15150289,0.08334591,0.11309174,0.42688643,0.23160982,0.18819185,0.00000000,0.05112419,0.40180592
-4.75137569,1.27556250,0.09167827,0.12435390,0.47154436,0.25468609,0.20691417,0.00000000,0.05776534,0.44857529
-4.74537269,1.40444597,0.10018466,0.13586422,0.51755841,0.27839164,0.22603328,0.00000000,0.06488584,0.49775739
-4.73936968,1.53674727,0.10876093,0.14748493,0.56441904,0.30243082,0.24531498,0.00000000,0.07242579,0.54887692
-4.73336668,1.67088472,0.11729328,0.15906626,0.61155980,0.32648251,0.26450444,0.00000000,0.08031141,0.60137862
-4.72736368,1.80512386,0.12566042,0.17044960,0.65836801,0.35020567,0.28333130,0.00000000,0.08845511,0.65463276
-4.72136068,1.93760907,0.13373635,0.18147134,0.70419830,0.37324628,0.30151574,0.00000000,0.09675628,0.70794449
-4.71535768,2.06640364,0.14139346,0.19196732,0.74838884,0.39524548,0.31877559,0.00000000,0.10510265,0.76056690
-4.70935468,2.18953705,0.14850601,0.20177765,0.79027989,0.41584879,0.33483406,0.00000000,0.11337243,0.81171762
-4.70335168,2.30505831,0.15495374,0.21075189,0.82923392,0.43471591,0.34942804,0.00000000,0.12143701,0.86059856
-4.69734867,2.41109348,0.16062561,0.21875427,0.86465692,0.45153092,0.36231636,0.00000000,0.12916423,0.90641818
-4.69134567,2.50590528,0.16542338,0.22566887,0.89601980,0.46601231,0.37328799,0.00000000,0.13642213,0.94841552
-4.68534267,2.58795257,0.16926503,0.23140447,0.92287940,0.47792262,0.38216967,0.00000000,0.14308307,0.98588518
-4.67933967,2.65594727,0.17208776,0.23589887,0.94489795,0.48707711,0.38883267,0.00000000,0.14902793,1.01820216
-4.67333667,2.70890622,0.17385054,0.23912258,0.96186031,0.49335118,0.39319844,0.00000000,0.15415038,1.04484556
-4.66733367,2.74619579,0.17453600,0.24108163,0.97368826,0.49668621,0.39524286,0.00000000,0.15836096,1.06542016
-4.66133067,2.76756697,0.17415169,0.24181928,0.98045088,0.49709345,0.39499887,0.00000000,0.16159073,1.07967470
-4.65532766,2.77317929,0.17273057,0.24141677,0.98237071,0.49465593,0.39255735,0.00000000,0.16379445,1.08751620
-4.64932466,2.76361213,0.17033071,0.23999268,0.97982505,0.48952807,0.38806618,0.00000000,0.16495301,1.08901934
-4.64332166,2.73986260,0.16703425,0.23770119,0.97334220,0.48193306,0.38172748,0.00000000,0.16507504,1.08443051
