energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.63381691,1.88480060,0.01351652,0.15766789,1.40517760,0.00000000,1.18888323,0.00000000,0.56457990,0.40673269
-5.62781391,1.84507105,0.01253008,0.15804832,1.37266825,0.00000000,1.15818477,0.00000000,0.54668595,0.40301173
-5.62181091,1.79817288,0.01157793,0.15731267,1.33558224,0.00000000,1.12367784,0.00000000,0.52751155,0.39708543
-5.61580790,1.74446403,0.01066494,0.15547644,1.29413476,0.00000000,1.08561884,0.00000000,0.50715782,0.38901199
-5.60980490,1.68440338,0.00979470,0.15257834,1.24860020,0.00000000,1.04430739,0.00000000,0.48573828,0.37888986
-5.60380190,1.61855033,0.00896965,0.14867897,1.19931565,0.00000000,1.00008752,0.00000000,0.46338115,0.36685610
-5.59779890,1.54756087,0.00819123,0.14385873,1.14668204,0.00000000,0.95334735,0.00000000,0.44023087,0.35308342
-5.59179590,1.47218003,0.00746011,0.13821514,1.09116253,0.00000000,0.90451699,0.00000000,0.41644865,0.33777603
-5.58579290,1.39323096,0.00677632,0.13185959,1.03327817,0.00000000,0.85406468,0.00000000,0.39221213,0.32116453
-5.57978989,1.31160098,0.00613942,0.12491382,0.97360093,0.00000000,0.80249115,0.00000000,0.36771401,0.30349994
-5.57378689,1.22822517,0.00554867,0.11750612,0.91274442,0.00000000,0.75032260,0.00000000,0.34315984,0.28504732
-5.56778389,1.14406841,0.00500316,0.10976759,0.85135277,0.00000000,0.69810259,0.00000000,0.31876511,0.26607903
-5.56178089,1.06010665,0.00450193,0.10182847,0.79008832,0.00000000,0.64638316,0.00000000,0.29475178,0.24686822
-5.55577789,0.97730835,0.00404403,0.09381481,0.72961877,0.00000000,0.59571587,0.00000000,0.27134465,0.22768250
-5.54977489,0.89661702,0.00362862,0.08584552,0.67060437,0.00000000,0.54664313,0.00000000,0.24876763,0.20877840
-5.54377189,0.81893562,0.00325504,0.07802987,0.61368600,0.00000000,0.49969023,0.00000000,0.22724023,0.19039643
-5.53776888,0.74511343,0.00292283,0.07046566,0.55947447,0.00000000,0.45535857,0.00000000,0.20697456,0.17275727
-5.53176588,0.67593596,0.00263175,0.06323789,0.50854160,0.00000000,0.41412026,0.00000000,0.18817278,0.15605888
-5.52576288,0.61211793,0.00238182,0.05641805,0.46141327,0.00000000,0.37641428,0.00000000,0.17102527,0.14047478
-5.51975988,0.55429952,0.00217335,0.05006404,0.41856461,0.00000000,0.34264416,0.00000000,0.15570946,0.12615329
-5.51375688,0.50304545,0.00200689,0.04422048,0.38041718,0.00000000,0.31317712,0.00000000,0.14238935,0.11321778
-5.50775388,0.45884663,0.00188327,0.03891964,0.34733790,0.00000000,0.28834437,0.00000000,0.13121547,0.10176770
-5.50175088,0.42212366,0.00180360,0.03418260,0.31963954,0.00000000,0.26844223,0.00000000,0.12232533,0.09188029
-5.49574787,0.39323154,0.00176923,0.03002076,0.29758201,0.00000000,0.25373364,0.00000000,0.11584400,0.08361276
-5.48974487,0.37246477,0.00178178,0.02643752,0.28137431,0.00000000,0.24444960,0.00000000,0.11188468,0.07700471
-5.48374187,0.36006220,0.00184306,0.02343011,0.27117627,0.00000000,0.24079005,0.00000000,0.11054905,0.07208064
-5.47773887,0.35621070,0.00195507,0.02099136,0.26709985,0.00000000,0.24292384,0.00000000,0.11192714,0.06885243
-5.47173587,0.36104734,0.00211997,0.01911156,0.26920948,0.00000000,0.25098732,0.00000000,0.11609662,0.06732153
-5.46573287,0.37465944,0.00233997,0.01778011,0.27752122,0.00000000,0.26508147,0.00000000,0.12312133,0.06748085
-5.45972986,0.39708235,0.00261732,0.01698711,0.29200044,0.00000000,0.28526725,0.00000000,0.13304901,0.06931620
-5.45372686,0.42829495,0.00295420,0.01672478,0.31255822,0.00000000,0.31155942,0.00000000,0.14590820,0.07280737
-5.44772386,0.46821302,0.00335262,0.01698866,0.33904652,0.00000000,0.34391890,0.00000000,0.16170450,0.07792876
-5.44172086,0.51668096,0.00381436,0.01777867,0.37125245,0.00000000,0.38224401,0.00000000,0.18041611,0.08464961
-5.43571786,0.57346238,0.00434078,0.01909996,0.40889215,0.00000000,0.42636126,0.00000000,0.20198918,0.09293401
-5.42971486,0.63823045,0.00493280,0.02096353,0.45160480,0.00000000,0.47601600,0.00000000,0.22633294,0.10274066
-5.42371186,0.71055877,0.00559069,0.02338673,0.49894747,0.00000000,0.53086392,0.00000000,0.25331515,0.11402257
-5.41770885,0.78991368,0.00631401,0.02639350,0.55039149,0.00000000,0.59046396,0.00000000,0.28275814,0.12672677
-5.41170585,0.87564906,0.00710147,0.03001440,0.60532090,0.00000000,0.65427344,0.00000000,0.31443575,0.14079417
-5.40570285,0.96700422,0.00795083,0.03428648,0.66303379,0.00000000,0.72164612,0.00000000,0.34807162,0.15615960
-5.39969985,1.06310582,0.00885878,0.03925280,0.72274682,0.00000000,0.79183365,0.00000000,0.38333901,0.17275206
-5.39369685,1.16297416,0.00982091,0.04496180,0.78360337,0.00000000,0.86399111,0.00000000,0.41986250,0.19049530
-5.38769385,1.26553411,0.01083162,0.05146630,0.84468543,0.00000000,0.93718658,0.00000000,0.45722158,0.20930858
-5.38169085,1.36963076,0.01188409,0.05882213,0.90502917,0.00000000,1.01041509,0.00000000,0.49495635,0.22910766
-5.37568784,1.47404940,0.01297028,0.06708654,0.96364396,0.00000000,1.08261656,0.00000000,0.53257519,0.24980581
-5.36968484,1.57753933,0.01408096,0.07631611,1.01953414,0.00000000,1.15269744,0.00000000,0.56956424,0.27131488
-5.36368184,1.67884054,0.01520575,0.08656433,1.07172315,0.00000000,1.21955525,0.00000000,0.60539841,0.29354618
-5.35767884,1.77671233,0.01633324,0.09787890,1.11927876,0.00000000,1.28210534,0.00000000,0.63955362,0.31641105
-5.35167584,1.86996261,0.01745110,0.11029857,1.16133870,0.00000000,1.33930875,0.00000000,0.67151971,0.33982109
-5.34567284,1.95747654,0.01854624,0.12384989,1.19713539,0.00000000,1.39020004,0.00000000,0.70081361,0.36368787
-5.33966983,2.03824325,0.01960502,0.13854374,1.22601883,0.00000000,1.43391393,0.00000000,0.72699214,0.38792212
-5.33366683,2.11137942,0.02061348,0.15437189,1.24747643,0.00000000,1.46970965,0.00000000,0.74966393,0.41243232
-5.32766383,2.17614853,0.02155760,0.17130363,1.26114896,0.00000000,1.49699173,0.00000000,0.76849993,0.43712286
-5.32166083,2.23197510,0.02242356,0.18928285,1.26684178,0.00000000,1.51532655,0.00000000,0.78324202,0.46189180
-5.31565783,2.27845319,0.02319808,0.20822549,1.26453074,0.00000000,1.52445365,0.00000000,0.79370944,0.48662833
-5.30965483,2.31534889,0.02386870,0.22801783,1.25436256,0.00000000,1.52429152,0.00000000,0.79980262,0.51121035
-5.30365183,2.34259700,0.02442413,0.24851549,1.23664939,0.00000000,1.51493742,0.00000000,0.80150438,0.53550211
-5.29764882,2.36029210,0.02485449,0.26954366,1.21185796,0.00000000,1.49666158,0.00000000,0.79887846,0.55935244
-5.29164582,2.36867469,0.02515166,0.29089832,1.18059369,0.00000000,1.46989575,0.00000000,0.79206544,0.58259364
-5.28564282,2.36811335,0.02530950,0.31234879,1.14358041,0.00000000,1.43521701,0.00000000,0.78127638,0.60504127
-5.27963982,2.35908394,0.02532405,0.33364149,1.10163653,0.00000000,1.39332747,0.00000000,0.76678442,0.62649513
-5.27363682,2.34214697,0.02519372,0.35450483,1.05564888,0.00000000,1.34503081,0.00000000,0.74891482,0.64674136
-5.26763382,2.31792424,0.02491934,0.37465530,1.00654492,0.00000000,1.29120684,0.00000000,0.72803385,0.66555580
-5.26163082,2.28707601,0.02450425,0.39380426,0.95526486,0.00000000,1.23278511,0.00000000,0.70453718,0.68270853
-5.25562781,2.25027958,0.02395420,0.41166553,0.90273446,0.00000000,1.17071865,0.00000000,0.67883803,0.69796941
-5.24962481,2.20821008,0.02327727,0.42796318,0.84983965,0.00000000,1.10595892,0.00000000,0.65135577,0.71111444
-5.24362181,2.16152415,0.02248366,0.44243942,0.79740387,0.00000000,1.03943284,0.00000000,0.62250527,0.72193259
-5.23761881,2.11084687,0.02158548,0.45486210,0.74616876,0.00000000,0.97202252,0.00000000,0.59268734,0.73023283
-5.23161581,2.05676209,0.02059639,0.46503158,0.69677885,0.00000000,0.90454841,0.00000000,0.56228057,0.73585092
-5.22561281,1.99980611,0.01953129,0.47278663,0.64977044,0.00000000,0.83775602,0.00000000,0.53163475,0.73865565
-5.21960980,1.94046458,0.01840591,0.47800904,0.60556499,0.00000000,0.77230644,0.00000000,0.50106584,0.73855420
-5.21360680,1.87917212,0.01723643,0.48062689,0.56446689,0.00000000,0.70877055,0.00000000,0.47085270,0.73549632
-5.20760380,1.81631436,0.01603905,0.48061618,0.52666528,0.00000000,0.64762674,0.00000000,0.44123525,0.72947707
-5.20160080,1.75223185,0.01482961,0.47800091,0.49223984,0.00000000,0.58926180,0.00000000,0.41241412,0.72053813
-5.19559780,1.68722528,0.01362323,0.47285159,0.46116971,0.00000000,0.53397440,0.00000000,0.38455160,0.70876745
-5.18959480,1.62156165,0.01243398,0.46528230,0.43334524,0.00000000,0.48198084,0.00000000,0.35777354,0.69429749
-5.18359180,1.55548087,0.01127459,0.45544650,0.40858175,0.00000000,0.43342243,0.00000000,0.33217212,0.67730203
-5.17758879,1.48920238,0.01015629,0.44353181,0.38663475,0.00000000,0.38837394,0.00000000,0.30780922,0.65799185
-5.17158579,1.42293164,0.00908857,0.42975406,0.36721578,0.00000000,0.34685271,0.00000000,0.28472015,0.63660943
-5.16558279,1.35686605,0.00807918,0.41435084,0.35000845,0.00000000,0.30882794,0.00000000,0.26291763,0.61342308
-5.15957979,1.29120030,0.00713404,0.39757497,0.33468384,0.00000000,0.27422973,0.00000000,0.24239573,0.58872072
-5.15357679,1.22613091,0.00625730,0.37968800,0.32091487,0.00000000,0.24295771,0.00000000,0.22313370,0.56280348
-5.14757379,1.16185987,0.00545142,0.36095409,0.30838915,0.00000000,0.21488884,0.00000000,0.20509963,0.53597963
-5.14157079,1.09859736,0.00471728,0.34163444,0.29681997,0.00000000,0.18988442,0.00000000,0.18825373,0.50855876
-5.13556778,1.03656349,0.00405438,0.32198238,0.28595511,0.00000000,0.16779605,0.00000000,0.17255128,0.48084653
-5.12956478,0.97598899,0.00346098,0.30223928,0.27558341,0.00000000,0.14847064,0.00000000,0.15794516,0.45314000
-5.12356178,0.91711489,0.00293436,0.28263124,0.26553890,0.00000000,0.13175436,0.00000000,0.14438799,0.42572368
-5.11755878,0.86019117,0.00247095,0.26336660,0.25570275,0.00000000,0.11749570,0.00000000,0.13183384,0.39886620
-5.11155578,0.80547442,0.00206660,0.24463422,0.24600295,0.00000000,0.10554758,0.00000000,0.12023955,0.37281756
-5.10555278,0.75322458,0.00171674,0.22660237,0.23641204,0.00000000,0.09576874,0.00000000,0.10956570,0.34780702
-5.09954977,0.70370086,0.00141658,0.20941837,0.22694319,0.00000000,0.08802436,0.00000000,0.09977722,0.32404141
-5.09354677,0.65715699,0.00116123,0.19320852,0.21764490,0.00000000,0.08218613,0.00000000,0.09084378,0.30170383
-5.08754377,0.61383591,0.00094591,0.17807854,0.20859460,0.00000000,0.07813189,0.00000000,0.08273986,0.28095274
-5.08154077,0.57396429,0.00076598,0.16411427,0.19989176,0.00000000,0.07574486,0.00000000,0.07544468,0.26192131
-5.07553777,0.53774686,0.00061708,0.15138250,0.19165051,0.00000000,0.07491260,0.00000000,0.06894194,0.24471696
-5.06953477,0.50536103,0.00049522,0.13993209,0.18399253,0.00000000,0.07552591,0.00000000,0.06321949,0.22942123
-5.06353177,0.47695193,0.00039678,0.12979500,0.17704012,0.00000000,0.07747763,0.00000000,0.05826885,0.21608983
-5.05752876,0.45262818,0.00031858,0.12098748,0.17091003,0.00000000,0.08066150,0.00000000,0.05408483,0.20475296
-5.05152576,0.43245851,0.00025790,0.11351133,0.16570808,0.00000000,0.08497124,0.00000000,0.05066496,0.19541593
-5.04552276,0.41646955,0.00021249,0.10735506,0.16152485,0.00000000,0.09029978,0.00000000,0.04800908,0.18806011
-5.03951976,0.40464473,0.00018055,0.10249519,0.15843239,0.00000000,0.09653882,0.00000000,0.04611888,0.18264416
-5.03351676,0.39692452,0.00016078,0.09889757,0.15648214,0.00000000,0.10357873,0.00000000,0.04499754,0.17910577
-5.02751376,0.39320794,0.00015232,0.09651865,0.15570396,0.00000000,0.11130884,0.00000000,0.04464932,0.17736361
-5.02151076,0.39335528,0.00015480,0.09530690,0.15610617,0.00000000,0.11961810,0.00000000,0.04507931,0.17731978
-5.01550775,0.39719198,0.00016828,0.09520418,0.15767660,0.00000000,0.12839611,0.00000000,0.04629316,0.17886251
-5.00950475,0.40451342,0.00019331,0.09614720,0.16038439,0.00000000,0.13753452,0.00000000,0.04829688,0.18186916
-5.00350175,0.41509060,0.00023087,0.09806897,0.16418245,0.00000000,0.14692870,0.00000000,0.05109664,0.18620948
-4.99749875,0.42867631,0.00028237,0.10090027,0.16901036,0.00000000,0.15647968,0.00000000,0.05469867,0.19174902
-4.99149575,0.44501178,0.00034969,0.10457111,0.17479760,0.00000000,0.16609620,0.00000000,0.05910915,0.19835256
-4.98549275,0.46383342,0.00043511,0.10901223,0.18146681,0.00000000,0.17569684,0.00000000,0.06433408,0.20588758
-4.97948974,0.48487949,0.00054132,0.11415642,0.18893710,0.00000000,0.18521208,0.00000000,0.07037919,0.21422761
-4.97348674,0.50789662,0.00067140,0.11993997,0.19712711,0.00000000,0.19458623,0.00000000,0.07724982,0.22325538
-4.96748374,0.53264577,0.00082875,0.12630384,0.20595773,0.00000000,0.20377913,0.00000000,0.08495078,0.23286569
-4.96148074,0.55890765,0.00101702,0.13319485,0.21535446,0.00000000,0.21276746,0.00000000,0.09348613,0.24296794
-4.95547774,0.58648733,0.00124009,0.14056665,0.22524923,0.00000000,0.22154563,0.00000000,0.10285884,0.25348817
-4.94947474,0.61521793,0.00150193,0.14838052,0.23558171,0.00000000,0.23012616,0.00000000,0.11307038,0.26437067
-4.94347174,0.64496325,0.00180646,0.15660597,0.24629998,0.00000000,0.23853949,0.00000000,0.12412014,0.27557891
-4.93746873,0.67561912,0.00215746,0.16522096,0.25736065,0.00000000,0.24683312,0.00000000,0.13600459,0.28709592
-4.93146573,0.70711348,0.00255839,0.17421193,0.26872831,0.00000000,0.25507012,0.00000000,0.14871632,0.29892381
-4.92546273,0.73940491,0.00301219,0.18357338,0.28037447,0.00000000,0.26332695,0.00000000,0.16224278,0.31108273
-4.91945973,0.77247968,0.00352112,0.19330696,0.29227589,0.00000000,0.27169061,0.00000000,0.17656472,0.32360879
-4.91345673,0.80634709,0.00408655,0.20342029,0.30441245,0.00000000,0.28025517,0.00000000,0.19165453,0.33655138
-4.90745373,0.84103327,0.00470876,0.21392510,0.31676462,0.00000000,0.28911771,0.00000000,0.20747419,0.34996948
-4.90145073,0.87657337,0.00538678,0.22483502,0.32931058,0.00000000,0.29837372,0.00000000,0.22397327,0.36392728
-4.89544772,0.91300230,0.00611819,0.23616290,0.34202317,0.00000000,0.30811223,0.00000000,0.24108672,0.37848907
-4.88944472,0.95034437,0.00689903,0.24791769,0.35486677,0.00000000,0.31841059,0.00000000,0.25873280,0.39371352
-4.88344172,0.98860198,0.00772366,0.26010111,0.36779423,0.00000000,0.32932927,0.00000000,0.27681117,0.40964751
-4.87743872,1.02774406,0.00858477,0.27270407,0.38074418,0.00000000,0.34090674,0.00000000,0.29520138,0.42631976
-4.87143572,1.06769446,0.00947337,0.28570315,0.39363861,0.00000000,0.35315472,0.00000000,0.31376182,0.44373453
-4.86543272,1.10832129,0.01037887,0.29905718,0.40638123,0.00000000,0.36605404,0.00000000,0.33232937,0.46186565
-4.85942971,1.14942758,0.01128927,0.31270434,0.41885645,0.00000000,0.37955130,0.00000000,0.35071995,0.48065115
-4.85342671,1.19074402,0.01219134,0.32655968,0.43092943,0.00000000,0.39355659,0.00000000,0.36872993,0.49998906
-4.84742371,1.23192454,0.01307095,0.34051361,0.44244705,0.00000000,0.40794244,0.00000000,0.38613861,0.51973437
-4.84142071,1.27254515,0.01391339,0.35443133,0.45324001,0.00000000,0.42254425,0.00000000,0.40271183,0.53969777
-4.83541771,1.31210653,0.01470376,0.36815335,0.46312603,0.00000000,0.43716222,0.00000000,0.41820654,0.55964617
-4.82941471,1.35004075,0.01542745,0.38149738,0.47191413,0.00000000,0.45156488,0.00000000,0.43237641,0.57930536
-4.82341171,1.38572204,0.01607051,0.39426142,0.47940985,0.00000000,0.46549425,0.00000000,0.44497819,0.59836469
-4.81740870,1.41848163,0.01662015,0.40622816,0.48542119,0.00000000,0.47867247,0.00000000,0.45577867,0.61648394
-4.81140570,1.44762610,0.01706516,0.41717052,0.48976519,0.00000000,0.49080972,0.00000000,0.46456198,0.63330204
-4.80540270,1.47245882,0.01739626,0.42685824,0.49227473,0.00000000,0.50161323,0.00000000,0.47113696,0.64844755
-4.79939970,1.49230355,0.01760642,0.43506514,0.49280527,0.00000000,0.51079704,0.00000000,0.47534410,0.66155039
-4.79339670,1.50652917,0.01769117,0.44157687,0.49124136,0.00000000,0.51809213,0.00000000,0.47706200,0.67225440
-4.78739370,1.51457460,0.01764866,0.44619877,0.48750232,0.00000000,0.52325645,0.00000000,0.47621282,0.68023022
-4.78139070,1.51597260,0.01747982,0.44876346,0.48154714,0.00000000,0.52608460,0.00000000,0.47276650,0.68518786
-4.77538769,1.51037134,0.01718827,0.44913781,0.47337805,0.00000000,0.52641645,0.00000000,0.46674363,0.68688842
-4.76938469,1.49755276,0.01678020,0.44722897,0.46304274,0.00000000,0.52414467,0.00000000,0.45821670,0.68515437
-4.76338169,1.47744672,0.01626418,0.44298905,0.45063514,0.00000000,0.51922054,0.00000000,0.44730968,0.67987789
-4.75737869,1.45014021,0.01565083,0.43641843,0.43629454,0.00000000,0.51165795,0.00000000,0.43419604,0.67102688
-4.75137569,1.41588127,0.01495246,0.42756721,0.42020329,0.00000000,0.50153538,0.00000000,0.41909515,0.65864827
-4.74537269,1.37507732,0.01418266,0.41653508,0.40258305,0.00000000,0.48899580,0.00000000,0.40226732,0.64286860
-4.73936968,1.32828804,0.01335590,0.40346928,0.38368985,0.00000000,0.47424446,0.00000000,0.38400773,0.62389168
-4.73336668,1.27621315,0.01248702,0.38856099,0.36380824,0.00000000,0.45754482,0.00000000,0.36463943,0.60199364
-4.72736368,1.21967564,0.01159083,0.37204019,0.34324460,0.00000000,0.43921276,0.00000000,0.34450573,0.57751540
-4.72136068,1.15960136,0.01068173,0.35416931,0.32232026,0.00000000,0.41960927,0.00000000,0.32396241,0.55085312
-4.71535768,1.09699580,0.00977327,0.33523588,0.30136432,0.00000000,0.39913211,0.00000000,0.30336982,0.52244697
-4.70935468,1.03291914,0.00887790,0.31554461,0.28070684,0.00000000,0.37820673,0.00000000,0.28308540,0.49276879
-4.70335168,0.96846060,0.00800671,0.29540919,0.26067239,0.00000000,0.35727676,0.00000000,0.26345667,0.46230916
-4.69734867,0.90471312,0.00716926,0.27514411,0.24157420,0.00000000,0.33679447,0.00000000,0.24481491,0.43156439
-4.69134567,0.84274920,0.00637345,0.25505693,0.22370926,0.00000000,0.31721158,0.00000000,0.22746966,0.40102403
-4.68534267,0.78359878,0.00562550,0.23544112,0.20735418,0.00000000,0.29897049,0.00000000,0.21170419,0.37115930
-4.67933967,0.72822968,0.00492997,0.21656982,0.19276201,0.00000000,0.28249635,0.00000000,0.19777178,0.34241269
-4.67333667,0.67753096,0.00428985,0.19869065,0.18016006,0.00000000,0.26818996,0.00000000,0.18589292,0.31518932
-4.66733367,0.63229957,0.00370667,0.18202155,0.16974842,0.00000000,0.25642159,0.00000000,0.17625327,0.28984982
-4.66133067,0.59323018,0.00318066,0.16674790,0.16169929,0.00000000,0.24752580,0.00000000,0.16900232,0.26670526
-4.65532766,0.56090812,0.00271093,0.15302068,0.15615697,0.00000000,0.24179710,0.00000000,0.16425265,0.24601366
-4.64932466,0.53580527,0.00229572,0.14095577,0.15323823,0.00000000,0.23948653,0.00000000,0.16207964,0.22797841
-4.64332166,0.51827847,0.00193255,0.13063419,0.15303310,0.00000000,0.24079890,0.00000000,0.16252158,0.21274816
