energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,2.07079758,0.00801873,0.22947520,0.01484691,0.00000000,0.58738964,0.88531319,0.97355194,0.00000000
-5.99399700,1.96298100,0.00819905,0.21566262,0.01420457,0.00000000,0.56627554,0.83208840,0.92726229,0.00000000
-5.98799400,1.85452237,0.00842432,0.20217508,0.01353274,0.00000000,0.54350868,0.77949458,0.88006517,0.00000000
-5.98199100,1.74699115,0.00870176,0.18920587,0.01284175,0.00000000,0.51944752,0.72824099,0.83266272,0.00000000
-5.97598799,1.64188968,0.00903766,0.17693330,0.01214212,0.00000000,0.49446800,0.67898565,0.78574002,0.00000000
-5.96998499,1.54063260,0.00943705,0.16551899,0.01144432,0.00000000,0.46895557,0.63232852,0.73995436,0.00000000
-5.96398199,1.44452827,0.00990349,0.15510634,0.01075863,0.00000000,0.44329690,0.58880610,0.69592518,0.00000000
-5.95797899,1.35476201,0.01043876,0.14581941,0.01009497,0.00000000,0.41787125,0.54888700,0.65422471,0.00000000
-5.95197599,1.27238140,0.01104272,0.13776183,0.00946270,0.00000000,0.39304198,0.51296861,0.61536934,0.00000000
-5.94597299,1.19828327,0.01171317,0.13101591,0.00887051,0.00000000,0.36914838,0.48137450,0.57981198,0.00000000
-5.93996998,1.13320278,0.01244571,0.12564186,0.00832625,0.00000000,0.34649804,0.45435235,0.54793535,0.00000000
-5.93396698,1.07770444,0.01323384,0.12167706,0.00783677,0.00000000,0.32536010,0.43207255,0.52004650,0.00000000
-5.92796398,1.03217532,0.01406892,0.11913551,0.00740787,0.00000000,0.30595958,0.41462731,0.49637258,0.00000000
-5.92196098,0.99682070,0.01494037,0.11800734,0.00704417,0.00000000,0.28847299,0.40203028,0.47705801,0.00000000
-5.91595798,0.97166236,0.01583591,0.11825865,0.00674904,0.00000000,0.27302528,0.39421694,0.46216315,0.00000000
-5.90995498,0.95653973,0.01674179,0.11983150,0.00652458,0.00000000,0.25968845,0.39104576,0.45166463,0.00000000
-5.90395198,0.95111421,0.01764317,0.12264441,0.00637160,0.00000000,0.24848159,0.39230034,0.44545728,0.00000000
-5.89794897,0.95487680,0.01852452,0.12659320,0.00628960,0.00000000,0.23937249,0.39769275,0.44335777,0.00000000
-5.89194597,0.96715924,0.01937006,0.13155236,0.00627685,0.00000000,0.23228081,0.40686814,0.44510998,0.00000000
-5.88594297,0.98714862,0.02016417,0.13737708,0.00633043,0.00000000,0.22708252,0.41941085,0.45039190,0.00000000
-5.87993997,1.01390556,0.02089191,0.14390575,0.00644633,0.00000000,0.22361556,0.43485203,0.45882412,0.00000000
-5.87393697,1.04638553,0.02153941,0.15096322,0.00661955,0.00000000,0.22168656,0.45267882,0.46997967,0.00000000
-5.86793397,1.08346333,0.02209427,0.15836448,0.00684426,0.00000000,0.22107827,0.47234505,0.48339504,0.00000000
-5.86193097,1.12395992,0.02254596,0.16591898,0.00711393,0.00000000,0.22155759,0.49328325,0.49858210,0.00000000
-5.85592796,1.16667133,0.02288605,0.17343531,0.00742152,0.00000000,0.22288377,0.51491778,0.51504072,0.00000000
-5.84992496,1.21039870,0.02310849,0.18072612,0.00775963,0.00000000,0.22481669,0.53667879,0.53227172,0.00000000
-5.84392196,1.25397878,0.02320967,0.18761320,0.00812073,0.00000000,0.22712487,0.55801658,0.54978981,0.00000000
-5.83791896,1.29631400,0.02318854,0.19393243,0.00849736,0.00000000,0.22959292,0.57841592,0.56713617,0.00000000
-5.83191596,1.33640101,0.02304654,0.19953853,0.00888226,0.00000000,0.23202829,0.59740985,0.58389039,0.00000000
-5.82591296,1.37335704,0.02278748,0.20430928,0.00926862,0.00000000,0.23426706,0.61459248,0.59968122,0.00000000
-5.81990995,1.40644288,0.02241739,0.20814910,0.00965022,0.00000000,0.23617862,0.62963031,0.61419605,0.00000000
-5.81390695,1.43508188,0.02194424,0.21099184,0.01002159,0.00000000,0.23766914,0.64227159,0.62718859,0.00000000
-5.80790395,1.45887414,0.02137767,0.21280260,0.01037813,0.00000000,0.23868365,0.65235335,0.63848464,0.00000000
-5.80190095,1.47760540,0.02072864,0.21357848,0.01071625,0.00000000,0.23920683,0.65980580,0.64798568,0.00000000
-5.79589795,1.49125020,0.02000913,0.21334829,0.01103337,0.00000000,0.23926237,0.66465390,0.65567016,0.00000000
-5.78989495,1.49996926,0.01923173,0.21217114,0.01132801,0.00000000,0.23891113,0.66701599,0.66159243,0.00000000
-5.78389195,1.50410094,0.01840936,0.21013397,0.01159976,0.00000000,0.23824796,0.66709952,0.66587933,0.00000000
-5.77788894,1.50414730,0.01755489,0.20734816,0.01184926,0.00000000,0.23739757,0.66519401,0.66872450,0.00000000
-5.77188594,1.50075494,0.01668086,0.20394534,0.01207807,0.00000000,0.23650940,0.66166150,0.67038070,0.00000000
-5.76588294,1.49469162,0.01579925,0.20007248,0.01228863,0.00000000,0.23575184,0.65692476,0.67115025,0.00000000
-5.75987994,1.48681911,0.01492123,0.19588667,0.01248404,0.00000000,0.23530586,0.65145382,0.67137393,0.00000000
-5.75387694,1.47806361,0.01405699,0.19154957,0.01266794,0.00000000,0.23535839,0.64575109,0.67141890,0.00000000
-5.74787394,1.46938440,0.01321559,0.18722187,0.01284433,0.00000000,0.23609560,0.64033582,0.67166571,0.00000000
-5.74187094,1.46174202,0.01240491,0.18305796,0.01301732,0.00000000,0.23769624,0.63572812,0.67249517,0.00000000
-5.73586793,1.45606706,0.01163157,0.17920094,0.01319097,0.00000000,0.24032532,0.63243334,0.67427531,0.00000000
-5.72986493,1.45323035,0.01090091,0.17577826,0.01336911,0.00000000,0.24412824,0.63092708,0.67734890,0.00000000
-5.72386193,1.45401578,0.01021703,0.17289793,0.01355511,0.00000000,0.24922550,0.63164133,0.68202205,0.00000000
-5.71785893,1.45909635,0.00958285,0.17064563,0.01375178,0.00000000,0.25570815,0.63495213,0.68855407,0.00000000
-5.71185593,1.46901425,0.00900014,0.16908259,0.01396120,0.00000000,0.26363408,0.64116900,0.69714902,0.00000000
-5.70585293,1.48416548,0.00846967,0.16824436,0.01418464,0.00000000,0.27302514,0.65052652,0.70794928,0.00000000
-5.69984992,1.50478933,0.00799127,0.16814050,0.01442252,0.00000000,0.28386531,0.66317802,0.72103103,0.00000000
-5.69384692,1.53096299,0.00756400,0.16875504,0.01467435,0.00000000,0.29609973,0.67919171,0.73640210,0.00000000
-5.68784392,1.56260121,0.00718625,0.17004773,0.01493879,0.00000000,0.30963482,0.69854917,0.75400198,0.00000000
-5.68184092,1.59946102,0.00685589,0.17195601,0.01521371,0.00000000,0.32433935,0.72114617,0.77370396,0.00000000
-5.67583792,1.64115103,0.00657041,0.17439753,0.01549623,0.00000000,0.34004651,0.74679595,0.79531945,0.00000000
-5.66983492,1.68714509,0.00632706,0.17727316,0.01578291,0.00000000,0.35655694,0.77523452,0.81860408,0.00000000
-5.66383192,1.73679967,0.00612295,0.18047035,0.01606984,0.00000000,0.37364269,0.80612811,0.84326545,0.00000000
-5.65782891,1.78937427,0.00595520,0.18386682,0.01635284,0.00000000,0.39105199,0.83908241,0.86897225,0.00000000
-5.65182591,1.84405420,0.00582100,0.18733422,0.01662758,0.00000000,0.40851480,0.87365334,0.89536431,0.00000000
-5.64582291,1.89997500,0.00571775,0.19074203,0.01688979,0.00000000,0.42574902,0.90935902,0.92206330,0.00000000
-5.63981991,1.95624743,0.00564308,0.19396118,0.01713537,0.00000000,0.44246720,0.94569269,0.94868371,0.00000000
-5.63381691,2.01198242,0.00559492,0.19686764,0.01736059,0.00000000,0.45838352,0.98213602,0.97484350,0.00000000
-5.62781391,2.06631500,0.00557149,0.19934568,0.01756214,0.00000000,0.47322105,1.01817251,1.00017441,0.00000000
-5.62181091,2.11842633,0.00557136,0.20129078,0.01773727,0.00000000,0.48671875,1.05330047,1.02433112,0.00000000
-5.61580790,2.16756320,0.00559337,0.20261220,0.01788384,0.00000000,0.49863833,1.08704514,1.04699926,0.00000000
-5.60980490,2.21305427,0.00563662,0.20323500,0.01800034,0.00000000,0.50877041,1.11896949,1.06790191,0.00000000
-5.60380190,2.25432254,0.00570045,0.20310157,0.01808589,0.00000000,0.51694000,1.14868343,1.08680416,0.00000000
-5.59779890,2.29089368,0.00578432,0.20217266,0.01814023,0.00000000,0.52301091,1.17585087,1.10351603,0.00000000
-5.59179590,2.32240002,0.00588780,0.20042778,0.01816360,0.00000000,0.52688904,1.20019466,1.11789326,0.00000000
-5.58579290,2.34858037,0.00601051,0.19786509,0.01815670,0.00000000,0.52852425,1.22149908,1.12983631,0.00000000
-5.57978989,2.36927578,0.00615205,0.19450071,0.01812060,0.00000000,0.52791099,1.23960985,1.13928773,0.00000000
-5.57378689,2.38442172,0.00631201,0.19036756,0.01805659,0.00000000,0.52508736,1.25443199,1.14622792,0.00000000
-5.56778389,2.39403751,0.00648989,0.18551373,0.01796606,0.00000000,0.52013296,1.26592552,1.15066998,0.00000000
-5.56178089,2.39821356,0.00668522,0.18000047,0.01785045,0.00000000,0.51316541,1.27409943,1.15265365,0.00000000
-5.55577789,2.39709756,0.00689750,0.17389986,0.01771111,0.00000000,0.50433587,1.27900446,1.15223917,0.00000000
-5.54977489,2.39088049,0.00712636,0.16729236,0.01754924,0.00000000,0.49382378,1.28072507,1.14950119,0.00000000
-5.54377189,2.37978346,0.00737159,0.16026415,0.01736586,0.00000000,0.48183099,1.27937126,1.14452341,0.00000000
-5.53776888,2.36404616,0.00763330,0.15290454,0.01716176,0.00000000,0.46857577,1.27507065,1.13739415,0.00000000
-5.53176588,2.34391778,0.00791207,0.14530348,0.01693755,0.00000000,0.45428673,1.26796145,1.12820326,0.00000000
-5.52576288,2.31965081,0.00820903,0.13754926,0.01669372,0.00000000,0.43919717,1.25818666,1.11704053,0.00000000
-5.51975988,2.29149797,0.00852609,0.12972639,0.01643066,0.00000000,0.42353995,1.24588980,1.10399566,0.00000000
-5.51375688,2.25971238,0.00886598,0.12191399,0.01614882,0.00000000,0.40754305,1.23121235,1.08915968,0.00000000
-5.50775388,2.22455050,0.00923242,0.11418432,0.01584880,0.00000000,0.39142600,1.21429292,1.07262773,0.00000000
-5.50175088,2.18627744,0.00963010,0.10660187,0.01553147,0.00000000,0.37539720,1.19526799,1.05450275,0.00000000
-5.49574787,2.14517378,0.01006476,0.09922278,0.01519808,0.00000000,0.35965209,1.17427403,1.03489977,0.00000000
-5.48974487,2.10154302,0.01054307,0.09209453,0.01485041,0.00000000,0.34437205,1.15145050,1.01395029,0.00000000
-5.48374187,2.05571864,0.01107254,0.08525611,0.01449079,0.00000000,0.32972395,1.12694344,0.99180615,0.00000000
-5.47773887,2.00806975,0.01166128,0.07873831,0.01412221,0.00000000,0.31586011,1.10090904,0.96864251,0.00000000
-5.47173587,1.95900445,0.01231776,0.07256434,0.01374829,0.00000000,0.30291850,1.07351674,0.94465955,0.00000000
-5.46573287,1.90897017,0.01305044,0.06675050,0.01337327,0.00000000,0.29102298,1.04495147,0.92008226,0.00000000
-5.45972986,1.85845031,0.01386737,0.06130699,0.01300192,0.00000000,0.28028332,1.01541460,0.89515845,0.00000000
-5.45372686,1.80795726,0.01477577,0.05623876,0.01263945,0.00000000,0.27079500,0.98512339,0.87015462,0.00000000
-5.44772386,1.75802144,0.01578148,0.05154628,0.01229130,0.00000000,0.26263850,0.95430884,0.84534991,0.00000000
-5.44172086,1.70917720,0.01688859,0.04722626,0.01196299,0.00000000,0.25587821,0.92321193,0.82102831,0.00000000
-5.43571786,1.66194587,0.01809886,0.04327239,0.01165989,0.00000000,0.25056092,0.89207847,0.79746944,0.00000000
-5.42971486,1.61681712,0.01941144,0.03967577,0.01138699,0.00000000,0.24671391,0.86115277,0.77493856,0.00000000
-5.42371186,1.57422967,0.02082240,0.03642546,0.01114866,0.00000000,0.24434286,0.83067060,0.75367613,0.00000000
-5.41770885,1.53455251,0.02232459,0.03350876,0.01094845,0.00000000,0.24342985,0.80085183,0.73388783,0.00000000
-5.41170585,1.49806800,0.02390748,0.03091154,0.01078889,0.00000000,0.24393141,0.77189336,0.71573538,0.00000000
-5.40570285,1.46495794,0.02555714,0.02861842,0.01067135,0.00000000,0.24577721,0.74396270,0.69932904,0.00000000
-5.39969985,1.43529376,0.02725646,0.02661303,0.01059592,0.00000000,0.24886937,0.71719279,0.68472216,0.00000000
-5.39369685,1.40903156,0.02898540,0.02487816,0.01056133,0.00000000,0.25308261,0.69167839,0.67190813,0.00000000
-5.38769385,1.38601269,0.03072147,0.02339599,0.01056501,0.00000000,0.25826565,0.66747439,0.66082028,0.00000000
-5.38169085,1.36597012,0.03244031,0.02214847,0.01060312,0.00000000,0.26424372,0.64459618,0.65133456,0.00000000
-5.37568784,1.34854054,0.03411637,0.02111755,0.01067066,0.00000000,0.27082232,0.62302221,0.64327519,0.00000000
-5.36968484,1.33328178,0.03572374,0.02028572,0.01076167,0.00000000,0.27779229,0.60269869,0.63642304,0.00000000
-5.36368184,1.31969502,0.03723697,0.01963649,0.01086945,0.00000000,0.28493600,0.58354608,0.63052626,0.00000000
-5.35767884,1.30725064,0.03863197,0.01915494,0.01098678,0.00000000,0.29203446,0.56546737,0.62531300,0.00000000
-5.35167584,1.29541682,0.03988687,0.01882843,0.01110625,0.00000000,0.29887528,0.54835751,0.62050539,0.00000000
-5.34567284,1.28368933,0.04098283,0.01864728,0.01122053,0.00000000,0.30526091,0.53211362,0.61583418,0.00000000
-5.33966983,1.27162133,0.04190483,0.01860543,0.01132266,0.00000000,0.31101708,0.51664551,0.61105357,0.00000000
-5.33366683,1.25885167,0.04264224,0.01870114,0.01140638,0.00000000,0.31600089,0.50188591,0.60595526,0.00000000
-5.32766383,1.24513041,0.04318934,0.01893765,0.01146631,0.00000000,0.32010824,0.48780001,0.60038127,0.00000000
-5.32166083,1.23034023,0.04354562,0.01932364,0.01149825,0.00000000,0.32328024,0.47439363,0.59423487,0.00000000
-5.31565783,1.21451280,0.04371597,0.01987370,0.01149933,0.00000000,0.32550821,0.46171973,0.58748907,0.00000000
-5.30965483,1.19783919,0.04371056,0.02060854,0.01146813,0.00000000,0.32683705,0.44988292,0.58019232,0.00000000
-5.30365183,1.18067369,0.04354468,0.02155500,0.01140476,0.00000000,0.32736670,0.43904146,0.57247109,0.00000000
-5.29764882,1.16353077,0.04323830,0.02274588,0.01131088,0.00000000,0.32725151,0.42940684,0.56452920,0.00000000
-5.29164582,1.14707509,0.04281549,0.02421947,0.01118966,0.00000000,0.32669752,0.42124058,0.55664380,0.00000000
-5.28564282,1.13210463,0.04230369,0.02601881,0.01104565,0.00000000,0.32595763,0.41484853,0.54915813,0.00000000
-5.27963982,1.11952767,0.04173287,0.02819069,0.01088469,0.00000000,0.32532471,0.41057247,0.54247136,0.00000000
-5.27363682,1.11033403,0.04113456,0.03078433,0.01071361,0.00000000,0.32512290,0.40877953,0.53702560,0.00000000
-5.26763382,1.10556161,0.04054089,0.03384985,0.01054009,0.00000000,0.32569731,0.40984952,0.53329081,0.00000000
-5.26163082,1.10625941,0.03998347,0.03743643,0.01037233,0.00000000,0.32740248,0.41416067,0.53174789,0.00000000
-5.25562781,1.11344803,0.03949241,0.04159030,0.01021878,0.00000000,0.33058993,0.42207420,0.53287058,0.00000000
-5.24962481,1.12807927,0.03909530,0.04635265,0.01008783,0.00000000,0.33559529,0.43391832,0.53710688,0.00000000
-5.24362181,1.15099606,0.03881629,0.05175730,0.00998752,0.00000000,0.34272539,0.44997216,0.54486060,0.00000000
-5.23761881,1.18289429,0.03867523,0.05782857,0.00992525,0.00000000,0.35224583,0.47045027,0.55647362,0.00000000
-5.23161581,1.22428799,0.03868706,0.06457906,0.00990747,0.00000000,0.36436951,0.49548843,0.57220971,0.00000000
-5.22561281,1.27547918,0.03886122,0.07200773,0.00993952,0.00000000,0.37924646,0.52513116,0.59224040,0.00000000
