energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93996998,2.41676905,-2.41676905,0.44439448,-0.44439448,1.53995118,-1.53995117,0.00416372,-0.00416372,0.05851102,-0.05851102,0.15844653,-0.15844653,0.38462035,-0.38462035,0.00386749,-0.00386749,0.48793912,-0.48793912
-5.93396698,2.39875271,-2.39875271,0.44047156,-0.44047156,1.52266591,-1.52266591,0.00395002,-0.00395002,0.06018232,-0.06018232,0.15544985,-0.15544985,0.38607702,-0.38607703,0.00420291,-0.00420291,0.48439196,-0.48439196
-5.92796398,2.38491876,-2.38491876,0.43683651,-0.43683651,1.50787812,-1.50787812,0.00374019,-0.00374019,0.06210053,-0.06210053,0.15291957,-0.15291957,0.38868896,-0.38868896,0.00458395,-0.00458395,0.48127175,-0.48127175
-5.92196098,2.37485675,-2.37485675,0.43344915,-0.43344915,1.49527925,-1.49527925,0.00353493,-0.00353493,0.06426745,-0.06426745,0.15083738,-0.15083738,0.39241364,-0.39241364,0.00501229,-0.00501229,0.47848935,-0.47848935
-5.91595798,2.36817115,-2.36817115,0.43027950,-0.43027950,1.48460144,-1.48460144,0.00333496,-0.00333496,0.06668286,-0.06668286,0.14918339,-0.14918338,0.39718400,-0.39718400,0.00548944,-0.00548944,0.47594512,-0.47594512
-5.90995498,2.36449214,-2.36449213,0.42731225,-0.42731225,1.47562225,-1.47562225,0.00314100,-0.00314100,0.06934444,-0.06934444,0.14793851,-0.14793851,0.40290963,-0.40290963,0.00601669,-0.00601669,0.47353294,-0.47353294
-5.90395198,2.36348431,-2.36348431,0.42455072,-0.42455072,1.46816735,-1.46816734,0.00295382,-0.00295382,0.07224775,-0.07224775,0.14708680,-0.14708680,0.40947847,-0.40947847,0.00659510,-0.00659510,0.47114403,-0.47114402
-5.89794897,2.36485344,-2.36485343,0.42201999,-0.42201999,1.46211113,-1.46211112,0.00277417,-0.00277417,0.07538623,-0.07538623,0.14661749,-0.14661749,0.41675894,-0.41675894,0.00722546,-0.00722546,0.46867060,-0.46867060
-5.89194597,2.36835099,-2.36835099,0.41976920,-0.41976920,1.45737555,-1.45737554,0.00260282,-0.00260282,0.07875131,-0.07875131,0.14652667,-0.14652667,0.42460265,-0.42460265,0.00790826,-0.00790826,0.46600927,-0.46600927
-5.88594297,2.37377683,-2.37377683,0.41787273,-0.41787273,1.45392730,-1.45392730,0.00244050,-0.00244050,0.08233247,-0.08233247,0.14681859,-0.14681859,0.43284752,-0.43284752,0.00864372,-0.00864372,0.46306397,-0.46306397
-5.87993997,2.38097994,-2.38097994,0.41643038,-0.41643038,1.45177364,-1.45177364,0.00228792,-0.00228792,0.08611752,-0.08611752,0.14750646,-0.14750646,0.44132141,-0.44132141,0.00943174,-0.00943174,0.45974854,-0.45974854
-5.87393697,2.38985758,-2.38985757,0.41556621,-0.41556621,1.45095710,-1.45095710,0.00214573,-0.00214573,0.09009284,-0.09009284,0.14861274,-0.14861274,0.44984621,-0.44984621,0.01027200,-0.01027200,0.45598889,-0.45598889
-5.86793397,2.40035292,-2.40035291,0.41542627,-0.41542627,1.45154927,-1.45154926,0.00201450,-0.00201450,0.09424371,-0.09424371,0.15016892,-0.15016892,0.45824226,-0.45824226,0.01116391,-0.01116391,0.45172467,-0.45172467
-5.86193097,2.41245138,-2.41245137,0.41617509,-0.41617509,1.45364400,-1.45364400,0.00189474,-0.00189474,0.09855474,-0.09855474,0.15221471,-0.15221471,0.46633306,-0.46633306,0.01210671,-0.01210671,0.44691056,-0.44691056
-5.85592796,2.42617569,-2.42617569,0.41799109,-0.41799109,1.45735013,-1.45735012,0.00178686,-0.00178686,0.10301024,-0.10301024,0.15479681,-0.15479681,0.47395018,-0.47395019,0.01309950,-0.01309950,0.44151713,-0.44151713
-5.84992496,2.44157987,-2.44157987,0.42106092,-0.42106091,1.46278380,-1.46278380,0.00169116,-0.00169116,0.10759471,-0.10759471,0.15796715,-0.15796715,0.48093809,-0.48093809,0.01414127,-0.01414127,0.43553131,-0.43553130
-5.84392196,2.45874202,-2.45874201,0.42557294,-0.42557294,1.47006074,-1.47006073,0.00160787,-0.00160787,0.11229317,-0.11229317,0.16178070,-0.16178070,0.48715881,-0.48715881,0.01523098,-0.01523098,0.42895637,-0.42895637
-5.83791896,2.47775612,-2.47775612,0.43171012,-0.43171012,1.47928830,-1.47928830,0.00153707,-0.00153707,0.11709154,-0.11709154,0.16629298,-0.16629298,0.49249622,-0.49249622,0.01636756,-0.01636756,0.42181165,-0.42181165
-5.83191596,2.49872286,-2.49872285,0.43964234,-0.43964234,1.49055767,-1.49055767,0.00147876,-0.00147876,0.12197686,-0.12197686,0.17155729,-0.17155729,0.49685976,-0.49685976,0.01754994,-0.01754994,0.41413173,-0.41413173
-5.82591296,2.52173952,-2.52173951,0.44951867,-0.44951867,1.50393616,-1.50393615,0.00143283,-0.00143283,0.12693745,-0.12693745,0.17762172,-0.17762172,0.50018732,-0.50018732,0.01877705,-0.01877705,0.40596535,-0.40596535
-5.81990995,2.54688927,-2.54688926,0.46145971,-0.46145970,1.51945981,-1.51945981,0.00139909,-0.00139909,0.13196285,-0.13196285,0.18452621,-0.18452621,0.50244731,-0.50244731,0.02004782,-0.02004782,0.39737388,-0.39737388
-5.81390695,2.57423008,-2.57423008,0.47555041,-0.47555041,1.53712660,-1.53712660,0.00137724,-0.00137724,0.13704370,-0.13704370,0.19229957,-0.19229957,0.50363960,-0.50363959,0.02136105,-0.02136105,0.38842947,-0.38842946
-5.80790395,2.60378372,-2.60378372,0.49183370,-0.49183370,1.55689034,-1.55689034,0.00136693,-0.00136693,0.14217145,-0.14217145,0.20095676,-0.20095676,0.50379543,-0.50379543,0.02271540,-0.02271540,0.37921292,-0.37921292
-5.80190095,2.63552528,-2.63552527,0.51030517,-0.51030517,1.57865569,-1.57865569,0.00136774,-0.00136774,0.14733793,-0.14733793,0.21049643,-0.21049643,0.50297622,-0.50297622,0.02410923,-0.02410923,0.36981133,-0.36981133
-5.79589795,2.66937390,-2.66937389,0.53090921,-0.53090921,1.60227455,-1.60227455,0.00137922,-0.00137922,0.15253487,-0.15253487,0.22089897,-0.22089897,0.50127129,-0.50127129,0.02554048,-0.02554048,0.36031549,-0.36031549
-5.78989495,2.70518540,-2.70518539,0.55353686,-0.55353686,1.62754418,-1.62754417,0.00140088,-0.00140088,0.15775334,-0.15775334,0.23212505,-0.23212505,0.49879470,-0.49879470,0.02700652,-0.02700652,0.35081732,-0.35081732
-5.78389195,2.74274729,-2.74274729,0.57802541,-0.57802541,1.65420733,-1.65420732,0.00143222,-0.00143222,0.16298323,-0.16298323,0.24411482,-0.24411482,0.49568131,-0.49568131,0.02850396,-0.02850396,0.34140725,-0.34140725
-5.77788894,2.78177694,-2.78177693,0.60416017,-0.60416017,1.68195472,-1.68195471,0.00147276,-0.00147276,0.16821277,-0.16821277,0.25678789,-0.25678789,0.49208225,-0.49208225,0.03002850,-0.03002850,0.33217177,-0.33217177
-5.77188594,2.82192324,-2.82192323,0.63167815,-0.63167815,1.71042991,-1.71042990,0.00152204,-0.00152204,0.17342817,-0.17342817,0.27004399,-0.27004399,0.48816006,-0.48816006,0.03157475,-0.03157475,0.32319121,-0.32319121
-5.76588294,2.86277220,-2.86277220,0.66027378,-0.66027378,1.73923676,-1.73923676,0.00157962,-0.00157962,0.17861340,-0.17861340,0.28376453,-0.28376453,0.48408372,-0.48408372,0.03313611,-0.03313611,0.31453783,-0.31453783
-5.75987994,2.90385649,-2.90385648,0.68960651,-0.68960651,1.76794931,-1.76794930,0.00164516,-0.00164516,0.18375019,-0.18375019,0.29781485,-0.29781485,0.48002381,-0.48002381,0.03470463,-0.03470463,0.30627434,-0.30627434
-5.75387694,2.94466869,-2.94466869,0.71930991,-0.71930991,1.79612383,-1.79612383,0.00171835,-0.00171835,0.18881822,-0.18881822,0.31204720,-0.31204720,0.47614792,-0.47614792,0.03627098,-0.03627098,0.29845288,-0.29845288
-5.74787394,2.98467805,-2.98467805,0.74900209,-0.74900208,1.82331282,-1.82331281,0.00179898,-0.00179898,0.19379556,-0.19379556,0.32630438,-0.32630438,0.47261660,-0.47261660,0.03782437,-0.03782437,0.29111449,-0.29111449
-5.74187094,3.02334981,-3.02334980,0.77829686,-0.77829686,1.84908013,-1.84908012,0.00188689,-0.00188689,0.19865927,-0.19865927,0.34042381,-0.34042381,0.46957990,-0.46957990,0.03935267,-0.03935267,0.28428909,-0.28428909
-5.73586793,3.06016634,-3.06016634,0.80681537,-0.80681537,1.87301687,-1.87301687,0.00198204,-0.00198204,0.20338621,-0.20338621,0.35424200,-0.35424200,0.46717457,-0.46717457,0.04084243,-0.04084243,0.27799593,-0.27799593
-5.72986493,3.09464910,-3.09464909,0.83419748,-0.83419748,1.89475715,-1.89475714,0.00208443,-0.00208443,0.20795394,-0.20795394,0.36759914,-0.36759914,0.46552194,-0.46552194,0.04227915,-0.04227915,0.27224448,-0.27224448
-5.72386193,3.12637995,-3.12637995,0.86011255,-0.86011255,1.91399290,-1.91399290,0.00219416,-0.00219416,0.21234174,-0.21234174,0.38034366,-0.38034366,0.46472658,-0.46472658,0.04364742,-0.04364742,0.26703564,-0.26703564
-5.71785893,3.15502102,-3.15502102,0.88426918,-0.88426918,1.93048716,-1.93048716,0.00231136,-0.00231136,0.21653155,-0.21653154,0.39233663,-0.39233662,0.46487542,-0.46487542,0.04493132,-0.04493132,0.26236323,-0.26236323
-5.71185593,3.18033162,-3.18033162,0.90642333,-0.90642333,1.94408486,-1.94408486,0.00243621,-0.00243621,0.22050886,-0.22050886,0.40345564,-0.40345564,0.46603762,-0.46603762,0.04611474,-0.04611474,0.25821567,-0.25821567
-5.70585293,3.20218155,-3.20218155,0.92638465,-0.92638465,1.95472073,-1.95472073,0.00256888,-0.00256888,0.22426354,-0.22426354,0.41359826,-0.41359826,0.46826469,-0.46826469,0.04718181,-0.04718181,0.25457765,-0.25457765
-5.69984992,3.22055975,-3.22055975,0.94402074,-0.94402074,1.96242378,-1.96242378,0.00270954,-0.00270954,0.22779033,-0.22779033,0.42268468,-0.42268468,0.47159112,-0.47159112,0.04811734,-0.04811734,0.25143186,-0.25143186
-5.69384692,3.23557796,-3.23557796,0.95925917,-0.95925917,1.96731813,-1.96731813,0.00285833,-0.00285833,0.23108925,-0.23108925,0.43065958,-0.43065958,0.47603512,-0.47603512,0.04890734,-0.04890734,0.24876050,-0.24876050
-5.68784392,3.24746920,-3.24746920,0.97208728,-0.97208728,1.96962002,-1.96962002,0.00301530,-0.00301530,0.23416558,-0.23416558,0.43749313,-0.43749313,0.48159968,-0.48159968,0.04953946,-0.04953946,0.24654670,-0.24654670
-5.68184092,3.25658102,-3.25658102,0.98254989,-0.98254989,1.96963138,-1.96963138,0.00318040,-0.00318040,0.23702975,-0.23702975,0.44318107,-0.44318107,0.48827358,-0.48827358,0.05000348,-0.05000348,0.24477561,-0.24477561
-5.67583792,3.26336410,-3.26336410,0.99074511,-0.99074511,1.96772997,-1.96772998,0.00335347,-0.00335347,0.23969679,-0.23969679,0.44774398,-0.44774398,0.49603256,-0.49603256,0.05029175,-0.05029175,0.24343526,-0.24343526
-5.66983492,3.26835675,-3.26835675,0.99681849,-0.99681849,1.96435695,-1.96435695,0.00353416,-0.00353416,0.24218575,-0.24218575,0.45122564,-0.45122564,0.50484051,-0.50484051,0.05039957,-0.05039957,0.24251718,-0.24251718
-5.66383192,3.27216624,-3.27216624,1.00095589,-1.00095590,1.96000218,-1.96000219,0.00372199,-0.00372199,0.24451873,-0.24451873,0.45369078,-0.45369078,0.51465066,-0.51465066,0.05032549,-0.05032549,0.24201665,-0.24201665
-5.65782891,3.27544791,-3.27544791,1.00337555,-1.00337556,1.95518824,-1.95518824,0.00391626,-0.00391626,0.24671997,-0.24671997,0.45522215,-0.45522215,0.52540683,-0.52540683,0.05007153,-0.05007153,0.24193276,-0.24193276
-5.65182591,3.27888313,-3.27888314,1.00431952,-1.00431952,1.95045371,-1.95045371,0.00411610,-0.00411610,0.24881475,-0.24881475,0.45591722,-0.45591722,0.53704462,-0.53704462,0.04964333,-0.04964333,0.24226822,-0.24226822
-5.64582291,3.28315714,-3.28315714,1.00404508,-1.00404508,1.94633661,-1.94633661,0.00432045,-0.00432045,0.25082837,-0.25082837,0.45588459,-0.45588459,0.54949276,-0.54949276,0.04905012,-0.04905012,0.24302897,-0.24302897
-5.63981991,3.28893768,-3.28893769,1.00281634,-1.00281634,1.94335855,-1.94335855,0.00452802,-0.00452802,0.25278510,-0.25278510,0.45524025,-0.45524025,0.56267429,-0.56267429,0.04830458,-0.04830458,0.24422361,-0.24422361
-5.63381691,3.29685527,-3.29685527,1.00089636,-1.00089636,1.94201024,-1.94201024,0.00473741,-0.00473741,0.25470734,-0.25470734,0.45410386,-0.45410386,0.57650782,-0.57650782,0.04742264,-0.04742264,0.24586272,-0.24586272
-5.62781391,3.30748563,-3.30748564,0.99854000,-0.99854001,1.94273872,-1.94273872,0.00494703,-0.00494703,0.25661477,-0.25661477,0.45259528,-0.45259528,0.59090870,-0.59090870,0.04642311,-0.04642311,0.24795806,-0.24795806
-5.62181091,3.32133479,-3.32133479,0.99598766,-0.99598767,1.94593676,-1.94593676,0.00515521,-0.00515521,0.25852380,-0.25852380,0.45083125,-0.45083125,0.60578995,-0.60578995,0.04532715,-0.04532715,0.25052169,-0.25052169
-5.61580790,3.33882691,-3.33882692,0.99345996,-0.99345997,1.95193440,-1.95193441,0.00536018,-0.00536018,0.26044708,-0.26044708,0.44892256,-0.44892256,0.62106316,-0.62106316,0.04415776,-0.04415776,0.25356501,-0.25356501
-5.60980490,3.36029503,-3.36029504,0.99115344,-0.99115344,1.96099283,-1.96099283,0.00556017,-0.00556017,0.26239317,-0.26239317,0.44697160,-0.44697160,0.63663896,-0.63663896,0.04293911,-0.04293911,0.25709776,-0.25709777
-5.60380190,3.38597440,-3.38597441,0.98923720,-0.98923720,1.97330039,-1.97330039,0.00575342,-0.00575342,0.26436638,-0.26436638,0.44507029,-0.44507029,0.65242726,-0.65242726,0.04169580,-0.04169580,0.26112704,-0.26112704
-5.59779890,3.41599838,-3.41599839,0.98785046,-0.98785046,1.98897063,-1.98897063,0.00593827,-0.00593827,0.26636664,-0.26636664,0.44329865,-0.44329865,0.66833716,-0.66833716,0.04045218,-0.04045218,0.26565618,-0.26565618
-5.59179590,3.45039647,-3.45039647,0.98710088,-0.98710088,2.00804213,-2.00804213,0.00611320,-0.00611320,0.26838953,-0.26838953,0.44172365,-0.44172365,0.68427647,-0.68427647,0.03923157,-0.03923157,0.27068379,-0.27068380
-5.58579290,3.48909432,-3.48909432,0.98706368,-0.98706368,2.03047991,-2.03047991,0.00627690,-0.00627690,0.27042625,-0.27042625,0.44039857,-0.44039857,0.70015094,-0.70015094,0.03805560,-0.03805560,0.27620272,-0.27620272
-5.57978989,3.53191548,-3.53191548,0.98778131,-0.98778131,2.05617816,-2.05617817,0.00642832,-0.00642832,0.27246369,-0.27246369,0.43936275,-0.43936275,0.71586328,-0.71586328,0.03694354,-0.03694354,0.28219914,-0.28219914
-5.57378689,3.57858476,-3.57858477,0.98926384,-0.98926384,2.08496417,-2.08496417,0.00656676,-0.00656676,0.27448447,-0.27448447,0.43864162,-0.43864162,0.73131208,-0.73131208,0.03591177,-0.03591177,0.28865177,-0.28865177
-5.56778389,3.62873325,-3.62873326,0.99148981,-0.99148981,2.11660327,-2.11660327,0.00669189,-0.00669189,0.27646700,-0.27646700,0.43824708,-0.43824708,0.74639076,-0.74639076,0.03497332,-0.03497332,0.29553127,-0.29553127
-5.56178089,3.68190495,-3.68190496,0.99440767,-0.99440767,2.15080478,-2.15080478,0.00680383,-0.00680383,0.27838558,-0.27838558,0.43817816,-0.43817816,0.76098673,-0.76098673,0.03413755,-0.03413755,0.30279987,-0.30279987
-5.55577789,3.73756536,-3.73756536,0.99793787,-0.99793788,2.18722895,-2.18722895,0.00690318,-0.00690318,0.28021055,-0.28021054,0.43842184,-0.43842184,0.77498105,-0.77498105,0.03341001,-0.03341001,0.31041125,-0.31041125
-5.54977489,3.79511210,-3.79511210,1.00197550,-1.00197551,2.22549486,-2.22549486,0.00699106,-0.00699106,0.28190849,-0.28190849,0.43895417,-0.43895418,0.78824861,-0.78824861,0.03279239,-0.03279239,0.31831086,-0.31831086
-5.54377189,3.85388779,-3.85388780,1.00639360,-1.00639360,2.26518936,-2.26518937,0.00706914,-0.00706914,0.28344266,-0.28344266,0.43974160,-0.43974160,0.80065917,-0.80065917,0.03228266,-0.03228266,0.32643648,-0.32643648
-5.53776888,3.91319539,-3.91319540,1.01104717,-1.01104717,2.30587715,-2.30587715,0.00713964,-0.00713964,0.28477353,-0.28477353,0.44074243,-0.44074243,0.81207925,-0.81207925,0.03187533,-0.03187533,0.33471936,-0.33471936
-5.53176588,3.97231588,-3.97231588,1.01577785,-1.01577785,2.34711172,-2.34711172,0.00720533,-0.00720533,0.28585953,-0.28585953,0.44190855,-0.44190855,0.82237502,-0.82237502,0.03156188,-0.03156188,0.34308555,-0.34308555
-5.52576288,4.03052825,-4.03052825,1.02041925,-1.02041925,2.38844735,-2.38844735,0.00726952,-0.00726952,0.28665814,-0.28665814,0.44318737,-0.44318737,0.83141616,-0.83141616,0.03133120,-0.03133120,0.35145782,-0.35145782
-5.51975988,4.08713137,-4.08713137,1.02480280,-1.02480280,2.42945176,-2.42945176,0.00733601,-0.00733601,0.28712712,-0.28712712,0.44452382,-0.44452382,0.83908063,-0.83908063,0.03117025,-0.03117025,0.35975773,-0.35975773
-5.51375688,4.14146716,-4.14146716,1.02876398,-1.02876398,2.46971909,-2.46971909,0.00740901,-0.00740901,0.28722610,-0.28722610,0.44586266,-0.44586266,0.84526012,-0.84526012,0.03106465,-0.03106465,0.36790804,-0.36790804
-5.50775388,4.19294422,-4.19294422,1.03214884,-1.03214884,2.50888290,-2.50888290,0.00749308,-0.00749308,0.28691829,-0.28691829,0.44715070,-0.44715070,0.84986608,-0.84986608,0.03099938,-0.03099938,0.37583527,-0.37583527
-5.50175088,4.24106094,-4.24106094,1.03482032,-1.03482032,2.54662851,-2.54662851,0.00759303,-0.00759303,0.28617244,-0.28617243,0.44833920,-0.44833920,0.85283587,-0.85283587,0.03095942,-0.03095942,0.38347224,-0.38347224
-5.49574787,4.28542693,-4.28542693,1.03666440,-1.03666440,2.58270421,-2.58270421,0.00771377,-0.00771377,0.28496480,-0.28496480,0.44938611,-0.44938611,0.85413880,-0.85413880,0.03093038,-0.03093038,0.39076052,-0.39076052
-5.48974487,4.32578156,-4.32578156,1.03759547,-1.03759547,2.61693055,-2.61693055,0.00786016,-0.00786016,0.28328118,-0.28328118,0.45025824,-0.45025824,0.85378159,-0.85378159,0.03089905,-0.03089905,0.39765267,-0.39765267
-5.48374187,4.36200832,-4.36200832,1.03756084,-1.03756084,2.64920721,-2.64920721,0.00803689,-0.00803689,0.28111872,-0.28111872,0.45093311,-0.45093311,0.85181294,-0.85181294,0.03085384,-0.03085384,0.40411407,-0.40411408
-5.47773887,4.39414403,-4.39414403,1.03654396,-1.03654397,2.67951687,-2.67951687,0.00824826,-0.00824826,0.27848759,-0.27848759,0.45140050,-0.45140050,0.84832677,-0.84832677,0.03078518,-0.03078518,0.41012426,-0.41012426
-5.47173587,4.42238179,-4.42238179,1.03456626,-1.03456626,2.70792548,-2.70792548,0.00849802,-0.00849802,0.27541224,-0.27541223,0.45166347,-0.45166347,0.84346394,-0.84346394,0.03068571,-0.03068571,0.41567768,-0.41567768
-5.46573287,4.44706720,-4.44706720,1.03168720,-1.03168720,2.73457883,-2.73457883,0.00878919,-0.00878919,0.27193216,-0.27193216,0.45173892,-0.45173892,0.83741200,-0.83741200,0.03055041,-0.03055041,0.42078378,-0.42078378
-5.45972986,4.46868736,-4.46868736,1.02800266,-1.02800266,2.75969517,-2.75969517,0.00912386,-0.00912386,0.26810221,-0.26810221,0.45165743,-0.45165743,0.83040302,-0.83040302,0.03037654,-0.03037654,0.42546638,-0.42546638
-5.45372686,4.48785294,-4.48785294,1.02364158,-1.02364158,2.78355404,-2.78355404,0.00950308,-0.00950308,0.26399216,-0.26399216,0.45146256,-0.45146256,0.82270934,-0.82270934,0.03016357,-0.03016357,0.42976237,-0.42976237
-5.44772386,4.50527348,-4.50527348,1.01876081,-1.01876081,2.80648163,-2.80648163,0.00992669,-0.00992669,0.25968572,-0.25968572,0.45120939,-0.45120939,0.81463729,-0.81463729,0.02991287,-0.02991287,0.43371974,-0.43371974
-5.44172086,4.52172702,-4.52172702,1.01353855,-1.01353855,2.82883320,-2.82883320,0.01039320,-0.01039320,0.25527882,-0.25527882,0.45096248,-0.45096248,0.80651904,-0.80651904,0.02962744,-0.02962744,0.43739498,-0.43739499
-5.43571786,4.53802514,-4.53802514,1.00816650,-1.00816650,2.85097326,-2.85097326,0.01089979,-0.01089979,0.25087729,-0.25087729,0.45079321,-0.45079321,0.79870292,-0.79870292,0.02931150,-0.02931150,0.44085010,-0.44085010
-5.42971486,4.55497486,-4.55497487,1.00284108,-1.00284108,2.87325451,-2.87325451,0.01144222,-0.01144222,0.24659398,-0.24659398,0.45077672,-0.45077672,0.79154241,-0.79154241,0.02897006,-0.02897006,0.44414918,-0.44414918
-5.42371186,4.57333916,-4.57333916,0.99775410,-0.99775410,2.89599633,-2.89599633,0.01201492,-0.01201492,0.24254535,-0.24254535,0.45098839,-0.45098839,0.78538431,-0.78538431,0.02860855,-0.02860855,0.44735482,-0.44735482
-5.41770885,4.59379778,-4.59379778,0.99308339,-0.99308340,2.91946404,-2.91946404,0.01261104,-0.01261104,0.23884776,-0.23884776,0.45150023,-0.45150022,0.78055658,-0.78055658,0.02823237,-0.02823237,0.45052455,-0.45052455
-5.41170585,4.61691026,-4.61691026,0.98898368,-0.98898368,2.94384976,-2.94384977,0.01322261,-0.01322261,0.23561354,-0.23561354,0.45237709,-0.45237709,0.77735621,-0.77735621,0.02784654,-0.02784654,0.45370731,-0.45370731
-5.40570285,4.64308286,-4.64308286,0.98557818,-0.98557819,2.96925605,-2.96925605,0.01384072,-0.01384072,0.23294698,-0.23294697,0.45367315,-0.45367315,0.77603778,-0.77603778,0.02745542,-0.02745542,0.45694031,-0.45694031
-5.39969985,4.67254089,-4.67254089,0.98295141,-0.98295141,2.99568284,-2.99568284,0.01445575,-0.01445575,0.23094043,-0.23094043,0.45542861,-0.45542861,0.77680302,-0.77680303,0.02706245,-0.02706245,0.46024629,-0.46024630
-5.39369685,4.70530780,-4.70530781,0.98114334,-0.98114334,3.02301865,-3.02301865,0.01505766,-0.01505766,0.22967076,-0.22967075,0.45766682,-0.45766682,0.77979195,-0.77979195,0.02667003,-0.02667003,0.46363137,-0.46363137
-5.38769385,4.74119212,-4.74119212,0.98014534,-0.98014535,3.05103635,-3.05103635,0.01563626,-0.01563626,0.22919608,-0.22919608,0.46039214,-0.46039214,0.78507583,-0.78507583,0.02627950,-0.02627950,0.46708353,-0.46708353
-5.38169085,4.77978270,-4.77978270,0.97989806,-0.97989806,3.07939374,-3.07939375,0.01618155,-0.01618155,0.22955326,-0.22955326,0.46358836,-0.46358835,0.79265241,-0.79265241,0.02589111,-0.02589111,0.47057190,-0.47057190
-5.37568784,4.82045285,-4.82045286,0.98029128,-0.98029128,3.10763916,-3.10763916,0.01668401,-0.01668401,0.23075597,-0.23075597,0.46721806,-0.46721806,0.80244354,-0.80244354,0.02550419,-0.02550419,0.47404678,-0.47404678
-5.36968484,4.86237309,-4.86237309,0.98116586,-0.98116586,3.13522166,-3.13522166,0.01713491,-0.01713491,0.23279362,-0.23279362,0.47122282,-0.47122282,0.81429539,-0.81429539,0.02511735,-0.02511735,0.47744050,-0.47744050
-5.36368184,4.90453217,-4.90453218,0.98231775,-0.98231775,3.16150569,-3.16150569,0.01752657,-0.01752657,0.23563112,-0.23563112,0.47552423,-0.47552423,0.82798123,-0.82798124,0.02472863,-0.02472863,0.48066905,-0.48066905
-5.35767884,4.94576576,-4.94576576,0.98350375,-0.98350375,3.18578951,-3.18578951,0.01785263,-0.01785263,0.23920957,-0.23920957,0.48002589,-0.48002589,0.84320693,-0.84320693,0.02433589,-0.02433589,0.48363440,-0.48363440
-5.35167584,4.98479156,-4.98479156,0.98444907,-0.98444907,3.20732672,-3.20732672,0.01810816,-0.01810816,0.24344786,-0.24344786,0.48461616,-0.48461616,0.85961872,-0.85961873,0.02393699,-0.02393699,0.48622755,-0.48622755
-5.34567284,5.02024978,-5.02024978,0.98485618,-0.98485618,3.22535012,-3.22535013,0.01828987,-0.01828987,0.24824505,-0.24824505,0.48917167,-0.48917167,0.87681334,-0.87681334,0.02353016,-0.02353016,0.48833202,-0.48833202
