energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,0.11201425,0.00791322,0.00000000,0.00240576,0.01668484,0.03583812,0.01509685
-5.99399700,0.09391053,0.00662391,0.00000000,0.00201471,0.01412487,0.03003886,0.01272804
-5.98799400,0.07830545,0.00550874,0.00000000,0.00167679,0.01196833,0.02503729,0.01071212
-5.98199100,0.06501599,0.00455383,0.00000000,0.00138786,0.01020066,0.02077412,0.00903094
-5.97598799,0.05385724,0.00374487,0.00000000,0.00114366,0.00881064,0.01718925,0.00766798
-5.96998499,0.04465098,0.00306770,0.00000000,0.00094000,0.00779256,0.01422444,0.00660988
-5.96398199,0.03723338,0.00250875,0.00000000,0.00077289,0.00714832,0.01182571,0.00584800
-5.95797899,0.03146170,0.00205543,0.00000000,0.00063869,0.00688964,0.00994541,0.00537995
-5.95197599,0.02722017,0.00169648,0.00000000,0.00053416,0.00704030,0.00854401,0.00521103
-5.94597299,0.02442504,0.00142214,0.00000000,0.00045660,0.00763833,0.00759160,0.00535562
-5.93996998,0.02302893,0.00122441,0.00000000,0.00040388,0.00873834,0.00706919,0.00583865
-5.93396698,0.02302458,0.00109712,0.00000000,0.00037446,0.01041378,0.00696976,0.00669693
-5.92796398,0.02444804,0.00103608,0.00000000,0.00036749,0.01275927,0.00729918,0.00798047
-5.92196098,0.02738127,0.00103907,0.00000000,0.00038275,0.01589272,0.00807688,0.00975372
-5.91595798,0.03195436,0.00110590,0.00000000,0.00042073,0.01995744,0.00933644,0.01209672
-5.90995498,0.03834698,0.00123838,0.00000000,0.00048258,0.02512380,0.01112593,0.01510605
-5.90395198,0.04678918,0.00144030,0.00000000,0.00057014,0.03159063,0.01350811,0.01889548
-5.89794897,0.05756141,0.00171736,0.00000000,0.00068589,0.03958589,0.01656029,0.02359638
-5.89194597,0.07099325,0.00207705,0.00000000,0.00083293,0.04936670,0.02037399,0.02935758
-5.88594297,0.08746100,0.00252855,0.00000000,0.00101493,0.06121829,0.02505413,0.03634474
-5.87993997,0.10738360,0.00308255,0.00000000,0.00123611,0.07545184,0.03071788,0.04473901
-5.87393697,0.13121667,0.00375099,0.00000000,0.00150109,0.09240095,0.03749291,0.05473492
-5.86793397,0.15944458,0.00454682,0.00000000,0.00181488,0.11241658,0.04551519,0.06653745
-5.86193097,0.19257018,0.00548364,0.00000000,0.00218269,0.13586028,0.05492602,0.08035806
-5.85592796,0.23110222,0.00657529,0.00000000,0.00260986,0.16309581,0.06586858,0.09640985
-5.84992496,0.27554040,0.00783539,0.00000000,0.00310166,0.19447894,0.07848375,0.11490161
-5.84392196,0.32635820,0.00927682,0.00000000,0.00366312,0.23034562,0.09290530,0.13603113
-5.83791896,0.38398376,0.01091114,0.00000000,0.00429887,0.27099880,0.10925464,0.15997751
-5.83191596,0.44877917,0.01274794,0.00000000,0.00501291,0.31669406,0.12763507,0.18689295
-5.82591296,0.52101891,0.01479426,0.00000000,0.00580838,0.36762456,0.14812579,0.21689410
-5.81990995,0.60086800,0.01705390,0.00000000,0.00668740,0.42390579,0.17077587,0.25005334
-5.81390695,0.68836091,0.01952687,0.00000000,0.00765080,0.48556081,0.19559838,0.28639021
-5.80790395,0.78338214,0.02220878,0.00000000,0.00869797,0.55250658,0.22256498,0.32586362
-5.80190095,0.88564953,0.02509045,0.00000000,0.00982668,0.62454223,0.25160121,0.36836497
-5.79589795,0.99470153,0.02815755,0.00000000,0.01103292,0.70134000,0.28258281,0.41371292
-5.78989495,1.10988937,0.03139043,0.00000000,0.01231084,0.78243955,0.31533341,0.46164991
-5.78389195,1.23037516,0.03476418,0.00000000,0.01365265,0.86724644,0.34962373,0.51184112
-5.77788894,1.35513687,0.03824883,0.00000000,0.01504869,0.95503519,0.38517258,0.56387598
-5.77188594,1.48298061,0.04180983,0.00000000,0.01648745,1.04495753,0.42164987,0.61727255
-5.76588294,1.61256073,0.04540880,0.00000000,0.01795573,1.13605586,0.45868168,0.67148499
-5.75987994,1.74240783,0.04900445,0.00000000,0.01943884,1.22728215,0.49585738,0.72591400
-5.75387694,1.87096414,0.05255378,0.00000000,0.02092086,1.31752194,0.53273878,0.77992022
-5.74787394,1.99662591,0.05601352,0.00000000,0.02238497,1.40562294,0.56887118,0.83284037
-5.74187094,2.11779162,0.05934167,0.00000000,0.02381385,1.49042760,0.60379595,0.88400568
-5.73586793,2.23291473,0.06249926,0.00000000,0.02519013,1.57080870,0.63706441,0.93276215
-5.72986493,2.34055933,0.06545212,0.00000000,0.02649682,1.64570672,0.66825254,0.97849205
-5.72386193,2.43945676,0.06817272,0.00000000,0.02771785,1.71416781,0.69697603,1.02063585
-5.71785893,2.52856123,0.07064197,0.00000000,0.02883859,1.77538086,0.72290520,1.05871392
-5.71185593,2.60710220,0.07285083,0.00000000,0.02984631,1.82871226,0.74577913,1.09234712
-5.70585293,2.67463138,0.07480185,0.00000000,0.03073071,1.87373685,0.76541855,1.12127537
-5.69984992,2.73106222,0.07651036,0.00000000,0.03148436,1.91026367,0.78173692,1.14537358
-5.69384692,2.77670004,0.07800536,0.00000000,0.03210309,1.93835533,0.79474910,1.16466396
-5.68784392,2.81226095,0.07933009,0.00000000,0.03258629,1.95833975,0.80457732,1.17932422
-5.68184092,2.83887828,0.08054206,0.00000000,0.03293722,1.97081366,0.81145399,1.18969102
-5.67583792,2.85809534,0.08171273,0.00000000,0.03316305,1.97663704,0.81572109,1.19625820
-5.66983492,2.87184408,0.08292660,0.00000000,0.03327499,1.97691838,0.81782599,1.19966970
-5.66383192,2.88240927,0.08427980,0.00000000,0.03328813,1.97299077,0.81831366,1.20070691
-5.65782891,2.89237862,0.08587827,0.00000000,0.03322129,1.96637919,0.81781536,1.20027065
-5.65182591,2.90457966,0.08783525,0.00000000,0.03309665,1.95875968,0.81703398,1.19935806
-5.64582291,2.92200451,0.09026852,0.00000000,0.03293936,1.95191145,0.81672637,1.19903493
-5.63981991,2.94772451,0.09329709,0.00000000,0.03277695,1.94766324,0.81768312,1.20040407
-5.63381691,2.98479669,0.09703757,0.00000000,0.03263867,1.94783542,0.82070636,1.20457071
-5.62781391,3.03616484,0.10160035,0.00000000,0.03255483,1.95417982,0.82658611,1.21260582
-5.62181091,3.10455804,0.10708553,0.00000000,0.03255595,1.96831902,0.83607614,1.22550862
-5.61580790,3.19238989,0.11357888,0.00000000,0.03267193,1.99168732,0.84986977,1.24416945
-5.60980490,3.30166185,0.12114789,0.00000000,0.03293127,2.02547547,0.86857680,1.26933442
-5.60380190,3.43387418,0.12983799,0.00000000,0.03336016,2.07058127,0.89270206,1.30157311
-5.59779890,3.58994788,0.13966924,0.00000000,0.03398174,2.12756790,0.92262654,1.34125059
-5.59179590,3.77016093,0.15063344,0.00000000,0.03481536,2.19663198,0.95859172,1.38850515
-5.58579290,3.97410181,0.16269202,0.00000000,0.03587592,2.27758260,1.00068779,1.44323260
-5.57978989,4.20064281,0.17577462,0.00000000,0.03717336,2.36983274,1.04884629,1.50507824
-5.57378689,4.44793500,0.18977862,0.00000000,0.03871225,2.47240370,1.10283748,1.57343695
-5.56778389,4.71342626,0.20456965,0.00000000,0.04049154,2.58394282,1.16227263,1.64746191
-5.56178089,4.99390265,0.21998318,0.00000000,0.04250444,2.70275441,1.22661140,1.72608189
-5.55577789,5.28555285,0.23582706,0.00000000,0.04473849,2.82684296,1.29517402,1.80802676
-5.54977489,5.58405419,0.25188519,0.00000000,0.04717578,2.95396755,1.36715799,1.89186076
-5.54377189,5.88467827,0.26792216,0.00000000,0.04979330,3.08170574,1.44165883,1.97602224
-5.53776888,6.18241282,0.28368862,0.00000000,0.05256349,3.20752460,1.51769414,2.05886886
