energy_ev,total_up,B_p_up,B_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.60380190,7.46138127,1.01918424,0.00000000,2.11228868,3.98005596,0.09984928,2.52797901
-5.59779890,7.51329417,1.02768683,0.00000000,2.09274490,4.01032732,0.10252899,2.54090614
-5.59179590,7.55454403,1.03399245,0.00000000,2.07119290,4.03448900,0.10496848,2.55095529
-5.58579290,7.58416768,1.03803323,0.00000000,2.04757319,4.05200153,0.10714055,2.55765206
-5.57978989,7.60147359,1.03977425,0.00000000,2.02190122,4.06246584,0.10902437,2.56062818
-5.57378689,7.60605041,1.03921365,0.00000000,1.99426609,4.06563043,0.11060587,2.55962616
-5.56778389,7.59776844,1.03638226,0.00000000,1.96482649,4.06139496,0.11187791,2.55450065
-5.56178089,7.57677478,1.03134323,0.00000000,1.93380408,4.04981065,0.11284026,2.54521653
-5.55577789,7.54348270,1.02419122,0.00000000,1.90147508,4.03107747,0.11349945,2.53184447
-5.54977489,7.49855640,1.01505149,0.00000000,1.86816042,4.00553847,0.11386840,2.51455418
-5.54377189,7.44289162,1.00407860,0.00000000,1.83421504,3.97367139,0.11396596,2.49360598
-5.53776888,7.37759293,0.99145484,0.00000000,1.80001695,3.93607781,0.11381628,2.46934116
-5.53176588,7.30394832,0.97738806,0.00000000,1.76595649,3.89346998,0.11344812,2.44217154
-5.52576288,7.22340139,0.96210916,0.00000000,1.73242613,3.84665567,0.11289407,2.41256848
-5.51975988,7.13752167,0.94586881,0.00000000,1.69981125,3.79652095,0.11218972,2.38105171
-5.51375688,7.04797301,0.92893373,0.00000000,1.66848195,3.74401151,0.11137277,2.34817808
-5.50775388,6.95648054,0.91158215,0.00000000,1.63878612,3.69011235,0.11048216,2.31453017
-5.50175088,6.86479618,0.89409887,0.00000000,1.61104381,3.63582650,0.10955713,2.28070507
-5.49574787,6.77466303,0.87676966,0.00000000,1.58554276,3.58215283,0.10863629,2.24730289
-5.48974487,6.68777894,0.85987542,0.00000000,1.56253509,3.53006360,0.10775677,2.21491536
-5.48374187,6.60575985,0.84368603,0.00000000,1.54223505,3.48048210,0.10695324,2.18411423
-5.47773887,6.53010348,0.82845429,0.00000000,1.52481757,3.43426091,0.10625713,2.15543962
-5.47173587,6.46215418,0.81441003,0.00000000,1.51041768,3.39216158,0.10569574,2.12938846
-5.46573287,6.40306997,0.80175461,0.00000000,1.49913052,3.35483604,0.10529151,2.10640316
-5.45972986,6.35379288,0.79065617,0.00000000,1.49101189,3.32281059,0.10506134,2.08686075
-5.45372686,6.31502354,0.78124565,0.00000000,1.48607937,3.29647296,0.10501597,2.07106295
-5.44772386,6.28720139,0.77361384,0.00000000,1.48431380,3.27606297,0.10515958,2.05922750
-5.44172086,6.27049130,0.76780956,0.00000000,1.48566128,3.26166708,0.10548944,2.05148112
-5.43571786,6.26477757,0.76383905,0.00000000,1.49003549,3.25321729,0.10599584,2.04785471
-5.42971486,6.26966583,0.76166656,0.00000000,1.49732046,3.25049435,0.10666211,2.04828089
-5.42371186,6.28449319,0.76121615,0.00000000,1.50737361,3.25313531,0.10746496,2.05259443
-5.41770885,6.30834643,0.76237456,0.00000000,1.52002920,3.26064508,0.10837496,2.06053549
-5.41170585,6.34008792,0.76499512,0.00000000,1.53510188,3.27241174,0.10935726,2.07175594
-5.40570285,6.37838823,0.76890240,0.00000000,1.55239044,3.28772489,0.11037260,2.08582845
-5.39969985,6.42176443,0.77389756,0.00000000,1.57168156,3.30579637,0.11137833,2.10225809
-5.39369685,6.46862237,0.77976406,0.00000000,1.59275329,3.32578264,0.11232980,2.12049614
-5.38769385,6.51730147,0.78627356,0.00000000,1.61537842,3.34680775,0.11318164,2.13995535
-5.38169085,6.56611986,0.79319193,0.00000000,1.63932721,3.36798629,0.11388929,2.16002620
-5.37568784,6.61341840,0.80028484,0.00000000,1.66436972,3.38844516,0.11441039,2.18009323
-5.36968484,6.65760154,0.80732320,0.00000000,1.69027739,3.40734368,0.11470619,2.19955101
-5.36368184,6.69717366,0.81408792,0.00000000,1.71682398,3.42389116,0.11474284,2.21781885
-5.35767884,6.73076960,0.82037408,0.00000000,1.74378581,3.43736163,0.11449242,2.23435380
-5.35167584,6.75717866,0.82599447,0.00000000,1.77094149,3.44710533,0.11393392,2.24866148
-5.34567284,6.77536159,0.83078236,0.00000000,1.79807111,3.45255694,0.11305380,2.26030450
-5.33966983,6.78446071,0.83459356,0.00000000,1.82495530,3.45324065,0.11184639,2.26890823
-5.33366683,6.78380362,0.83730788,0.00000000,1.85137423,3.44877239,0.11031393,2.27416417
-5.32766383,6.77290146,0.83882999,0.00000000,1.87710694,3.43885971,0.10846643,2.27583095
-5.32166083,6.75144294,0.83908987,0.00000000,1.90193123,3.42329992,0.10632116,2.27373356
-5.31565783,6.71928544,0.83804288,0.00000000,1.92562441,3.40197714,0.10390197,2.26776095
-5.30965483,6.67644476,0.83566966,0.00000000,1.94796504,3.37485899,0.10123848,2.25786291
-5.30365183,6.62308495,0.83197591,0.00000000,1.96873605,3.34199348,0.09836501,2.24404635
-5.29764882,6.55950940,0.82699218,0.00000000,1.98772899,3.30350673,0.09531955,2.22637181
-5.29164582,6.48615417,0.82077379,0.00000000,2.00474977,3.25960181,0.09214261,2.20495031
-5.28564282,6.40358419,0.81340078,0.00000000,2.01962539,3.21055893,0.08887618,2.17994108
-5.27963982,6.31249245,0.80497804,0.00000000,2.03221178,3.15673691,0.08556267,2.15155000
-5.27363682,6.21370179,0.79563547,0.00000000,2.04240223,3.09857562,0.08224400,2.12002901
-5.26763382,6.10816865,0.78552815,0.00000000,2.05013591,3.03659905,0.07896079,2.08567613
-5.26163082,5.99698760,0.77483634,0.00000000,2.05540634,2.97141812,0.07575171,2.04883581
-5.25562781,5.88139517,0.76376515,0.00000000,2.05826881,2.90373270,0.07265297,2.00989925
-5.24962481,5.76277154,0.75254380,0.00000000,2.05884671,2.83433170,0.06969793,1.96930413
-5.24362181,5.64263825,0.74142413,0.00000000,2.05733580,2.76409063,0.06691682,1.92753333
-5.23761881,5.52265053,0.73067830,0.00000000,2.05400629,2.69396565,0.06433660,1.88511211
-5.23161581,5.40458303,0.72059553,0.00000000,2.04920221,2.62498360,0.06198089,1.84260342
-5.22561281,5.29030782,0.71147770,0.00000000,2.04333780,2.55822749,0.05986988,1.80060098
-5.21960980,5.18176455,0.70363380,0.00000000,2.03689090,2.49481746,0.05802041,1.75972012
-5.21360680,5.08092267,0.69737321,0.00000000,2.03039323,2.43588719,0.05644589,1.72058642
-5.20760380,4.98973650,0.69299802,0.00000000,2.02441794,2.38255646,0.05515637,1.68382233
-5.20160080,4.91009464,0.69079435,0.00000000,2.01956464,2.33590047,0.05415852,1.65003223
-5.19559780,4.84376522,0.69102312,0.00000000,2.01644248,2.29691722,0.05345561,1.61978657
-5.18959480,4.79233964,0.69391052,0.00000000,2.01565194,2.26649411,0.05304748,1.59360563
-5.18359180,4.75717719,0.69963848,0.00000000,2.01776598,2.24537542,0.05293060,1.57194389
-5.17758879,4.73935330,0.70833582,0.00000000,2.02331149,2.23413220,0.05309805,1.55517562
-5.17158579,4.73961435,0.72007023,0.00000000,2.03275164,2.23313622,0.05353961,1.54358257
-5.16558279,4.75834140,0.73484184,0.00000000,2.04647002,2.24253932,0.05424192,1.53734444
-5.15957979,4.79552526,0.75257859,0.00000000,2.06475728,2.26225971,0.05518868,1.53653268
-5.15357679,4.85075438,0.77313385,0.00000000,2.08780070,2.29197599,0.05636101,1.54110807
-5.14757379,4.92321687,0.79628670,0.00000000,2.11567726,2.33112960,0.05773781,1.55092208
-5.14157079,5.01171685,0.82174489,0.00000000,2.14835021,2.37893610,0.05929629,1.56572224
-5.13556778,5.11470481,0.84915060,0.00000000,2.18566946,2.43440479,0.06101252,1.58516104
-5.12956478,5.23032085,0.87808904,0.00000000,2.22737537,2.49636637,0.06286211,1.60880798
-5.12356178,5.35644893,0.90809954,0.00000000,2.27310574,2.56350738,0.06482083,1.63616408
-5.11755878,5.49077978,0.93868890,0.00000000,2.32240550,2.63441012,0.06686526,1.66667815
-5.11155578,5.63087964,0.96934645,0.00000000,2.37473849,2.70759642,0.06897344,1.69976379
-5.10555278,5.77426166,0.99956038,0.00000000,2.42950073,2.78157329,0.07112537,1.73481638
-5.09954977,5.91845681,1.02883458,0.00000000,2.48603446,2.85487869,0.07330346,1.77122910
-5.09354677,6.06108125,1.05670538,0.00000000,2.54364238,2.92612522,0.07549280,1.80840724
-5.08754377,6.19989730,1.08275746,0.00000000,2.60160154,2.99404021,0.07768128,1.84578024
-5.08154077,6.33286566,1.10663830,0.00000000,2.65917643,3.05750049,0.07985955,1.88281086
-5.07553777,6.45818719,1.12807050,0.00000000,2.71563098,3.11556046,0.08202079,1.91900146
-5.06953477,6.57433292,1.14686150,0.00000000,2.77023931,3.16747276,0.08416032,1.95389724
-5.06353177,6.68006201,1.16291024,0.00000000,2.82229523,3.21270073,0.08627506,1.98708667
-5.05752876,6.77442768,1.17621042,0.00000000,2.87112048,3.25092274,0.08836292,2.01819951
-5.05152576,6.85677197,1.18685031,0.00000000,2.91607205,3.28202848,0.09042208,2.04690302
-5.04552276,6.92671067,1.19500903,0.00000000,2.95654859,3.30610782,0.09245026,2.07289692
-5.03951976,6.98410989,1.20094937,0.00000000,2.99199632,3.32343312,0.09444401,2.09590786
-5.03351676,7.02905649,1.20500751,0.00000000,3.02191453,3.33443612,0.09639810,2.11568407
-5.02751376,7.06182418,1.20757988,0.00000000,3.04586082,3.33968056,0.09830503,2.13199084
-5.02151076,7.08283741,1.20910778,0.00000000,3.06345627,3.33983195,0.10015460,2.14460747
-5.01550775,7.09263492,1.21006010,0.00000000,3.07439034,3.33562575,0.10193385,2.15332587
-5.00950475,7.09183471,1.21091493,0.00000000,3.07842554,3.32783524,0.10362705,2.15795135
-5.00350175,7.08110168,1.21214058,0.00000000,3.07540166,3.31724035,0.10521597,2.15830543
-4.99749875,7.06111920,1.21417677,0.00000000,3.06523933,3.30459838,0.10668040,2.15423074
-4.99149575,7.03256532,1.21741656,0.00000000,3.04794261,3.29061760,0.10799880,2.14559767
-4.98549275,6.99609407,1.22218971,0.00000000,3.02360059,3.27593452,0.10914923,2.13231244
-4.97948974,6.95232226,1.22874815,0.00000000,2.99238747,3.26109523,0.11011031,2.11432616
-4.97348674,6.90182159,1.23725400,0.00000000,2.95456134,3.24654149,0.11086240,2.09164426
-4.96748374,6.84511616,1.24777073,0.00000000,2.91046138,3.23260176,0.11138878,2.06433577
-4.96148074,6.78268486,1.26025785,0.00000000,2.86050358,3.21948721,0.11167689,2.03254193
-4.95547774,6.71496845,1.27456936,0.00000000,2.80517519,3.20729300,0.11171946,1.99648358
-4.94947474,6.64238073,1.29045625,0.00000000,2.74502794,3.19600447,0.11151568,1.95646684
-4.94347174,6.56532324,1.30757292,0.00000000,2.68067045,3.18550806,0.11107209,1.91288682
-4.93746873,6.48420278,1.32548760,0.00000000,2.61275995,3.17560667,0.11040344,1.86622892
-4.93146573,6.39945099,1.34369628,0.00000000,2.54199371,3.16603869,0.10953323,1.81706763
-4.92546273,6.31154499,1.36163988,0.00000000,2.46910034,3.15650013,0.10849407,1.76606268
-4.91945973,6.22102802,1.37872401,0.00000000,2.39483117,3.14666892,0.10732770,1.71395246
-4.91345673,6.12852893,1.39434044,0.00000000,2.31995184,3.13623027,0.10608476,1.66154489
-4.90745373,6.03477919,1.40788975,0.00000000,2.24523415,3.12490211,0.10482427,1.60970568
-4.90145073,5.94062602,1.41880395,0.00000000,2.17144812,3.11245918,0.10361272,1.55934431
-4.89544772,5.84704044,1.42656820,0.00000000,2.09935419,3.09875464,0.10252291,1.51139788
-4.88944472,5.75511883,1.43074079,0.00000000,2.02969541,3.08373792,0.10163251,1.46681313
-4.88344172,5.66607712,1.43097030,0.00000000,1.96318945,3.06746768,0.10102225,1.42652695
-4.87743872,5.58123668,1.42700932,0.00000000,1.90052041,3.05011904,0.10077401,1.39144580
-4.87143572,5.50200156,1.41872397,0.00000000,1.84233013,3.03198418,0.10096858,1.36242445
-4.86543272,5.42982716,1.40609893,0.00000000,1.78920912,3.01346615,0.10168338,1.34024452
-4.85942971,5.36618075,1.38923754,0.00000000,1.74168712,2.99506577,0.10298999,1.32559331
-4.85342671,5.31249509,1.36835731,0.00000000,1.70022336,2.97736199,0.10495178,1.31904352
-4.84742371,5.27011646,1.34378065,0.00000000,1.66519682,2.96098641,0.10762148,1.32103448
-4.84142071,5.24024935,1.31592179,0.00000000,1.63689678,2.94659322,0.11103900,1.33185545
-4.83541771,5.22390015,1.28527010,0.00000000,1.61551402,2.93482581,0.11522935,1.35163153
-4.82941471,5.22182244,1.25237095,0.00000000,1.60113310,2.92628177,0.12020100,1.38031293
-4.82341171,5.23446680,1.21780491,0.00000000,1.59372622,2.92147819,0.12594444,1.41766795
-4.81740870,5.26193781,1.18216628,0.00000000,1.59314889,2.92081886,0.13243136,1.46328030
-4.81140570,5.30396073,1.14604193,0.00000000,1.59913812,2.92456546,0.13961422,1.51655085
-4.80540270,5.35986020,1.10999145,0.00000000,1.61131301,2.93281403,0.14742636,1.57670437
-4.79939970,5.42855255,1.07452932,0.00000000,1.62917828,2.94547835,0.15578277,1.64280100
-4.79339670,5.50855271,1.04010987,0.00000000,1.65213064,2.96228095,0.16458133,1.71375257
-4.78739370,5.59799631,1.00711545,0.00000000,1.67946800,2.98275254,0.17370470,1.78834343
-4.78139070,5.69467636,0.97584822,0.00000000,1.71040133,3.00623981,0.18302267,1.86525536
-4.77538769,5.79609373,0.94652553,0.00000000,1.74406897,3.03192146,0.19239502,1.94309586
-4.76938469,5.89951949,0.91927895,0.00000000,1.77955290,3.05883161,0.20167478,2.02042927
-4.76338169,6.00206693,0.89415670,0.00000000,1.81589667,3.08588960,0.21071171,2.09580966
-4.75737869,6.10077055,0.87112890,0.00000000,1.85212434,3.11193470,0.21935612,2.16781457
-4.75137569,6.19266897,0.85009553,0.00000000,1.88726002,3.13576424,0.22746258,2.23507868
-4.74537269,6.27488868,0.83089612,0.00000000,1.92034754,3.15617346,0.23489375,2.29632633
-4.73936968,6.34472536,0.81332100,0.00000000,1.95046961,3.17199524,0.24152391,2.35040189
-4.73336668,6.39972012,0.79712317,0.00000000,1.97676613,3.18213829,0.24724228,2.39629713
-4.72736368,6.43772771,0.78203054,0.00000000,1.99845130,3.18562219,0.25195592,2.43317482
-4.72136068,6.45697481,0.76775788,0.00000000,2.01482906,3.18160802,0.25559212,2.46038773
-4.71535768,6.45610648,0.75401815,0.00000000,2.02530668,3.16942375,0.25810031,2.47749288
-4.70935468,6.43421974,0.74053289,0.00000000,2.02940628,3.14858353,0.25945325,2.48426027
-4.70335168,6.39088353,0.72704135,0.00000000,2.02677397,3.11880059,0.25964765,2.48067631
-4.69734867,6.32614512,0.71330833,0.00000000,2.01718671,3.07999368,0.25870413,2.46694175
-4.69134567,6.24052309,0.69913051,0.00000000,2.00055650,3.03228710,0.25666649,2.44346437
-4.68534267,6.13498787,0.68434139,0.00000000,1.97693209,2.97600475,0.25360041,2.41084660
-4.67933967,6.01093078,0.66881465,0.00000000,1.94649791,2.91165875,0.24959157,2.36986873
-4.67333667,5.87012294,0.65246628,0.00000000,1.90957036,2.83993326,0.24474326,2.32146790
-4.66733367,5.71466561,0.63525522,0.00000000,1.86659143,2.76166424,0.23917353,2.26671380
-4.66133067,5.54693354,0.61718291,0.00000000,1.81811961,2.67781596,0.23301208,2.20678138
-4.65532766,5.36951295,0.59829165,0.00000000,1.76481829,2.58945499,0.22639677,2.14292160
-4.64932466,5.18513599,0.57866197,0.00000000,1.70744173,2.49772252,0.21947009,2.07643066
-4.64332166,4.99661315,0.55840909,0.00000000,1.64681888,2.40380569,0.21237546,2.00861857
-4.63731866,4.80676544,0.53767861,0.00000000,1.58383530,2.30890866,0.20525364,1.94077783
-4.63131566,4.61835782,0.51664150,0.00000000,1.51941366,2.21422412,0.19823921,1.87415288
-4.62531266,4.43403563,0.49548864,0.00000000,1.45449318,2.12090590,0.19145732,1.80991117
-4.61930965,4.25626525,0.47442491,0.00000000,1.39000863,2.03004324,0.18502070,1.74911651
-4.61330665,4.08728075,0.45366309,0.00000000,1.32686948,1.94263734,0.17902715,1.69270543
-4.60730365,3.92903768,0.43341770,0.00000000,1.26593981,1.85958081,0.17355735,1.64146728
-4.60130065,3.78317528,0.41389897,0.00000000,1.20801956,1.78164040,0.16867338,1.59602851
-4.59529765,3.65098823,0.39530709,0.00000000,1.15382787,1.70944363,0.16441768,1.55684186
-4.58929465,3.53340872,0.37782695,0.00000000,1.10398895,1.64346951,0.16081272,1.52418065
-4.58329165,3.43099952,0.36162350,0.00000000,1.05902102,1.58404391,0.15786122,1.49813857
-4.57728864,3.34395820,0.34683794,0.00000000,1.01932863,1.53133937,0.15554712,1.47863490
-4.57128564,3.27213246,0.33358473,0.00000000,0.98519870,1.48537975,0.15383700,1.46542520
-4.56528264,3.21504614,0.32194967,0.00000000,0.95680026,1.44604929,0.15268217,1.45811705
-4.55927964,3.17193489,0.31198898,0.00000000,0.93418791,1.41310592,0.15202123,1.45619030
-4.55327664,3.14179028,0.30372944,0.00000000,0.91730875,1.38619832,0.15178291,1.45902126
-4.54727364,3.12341071,0.29716947,0.00000000,0.90601248,1.36488599,0.15188934,1.46590971
-4.54127064,3.11545700,0.29228130,0.00000000,0.90006411,1.34866163,0.15225931,1.47610785
-4.53526763,3.11651066,0.28901376,0.00000000,0.89915878,1.33697498,0.15281169,1.48884997
-4.52926463,3.12513226,0.28729591,0.00000000,0.90293800,1.32925694,0.15346858,1.50338163
-4.52326163,3.13991768,0.28704108,0.00000000,0.91100660,1.32494324,0.15415827,1.51898722
-4.51725863,3.15954993,0.28815120,0.00000000,0.92294975,1.32349644,0.15481783,1.53501462
-4.51125563,3.18284434,0.29052131,0.00000000,0.93834922,1.32442555,0.15539514,1.55089614
-4.50525263,3.20878550,0.29404393,0.00000000,0.95679844,1.32730233,0.15585037,1.56616477
-4.49924962,3.23655444,0.29861311,0.00000000,0.97791558,1.33177383,0.15615684,1.58046517
-4.49324662,3.26554527,0.30412811,0.00000000,1.00135439,1.33757053,0.15630119,1.59355914
-4.48724362,3.29537078,0.31049635,0.00000000,1.02681226,1.34451002,0.15628289,1.60532531
-4.48124062,3.32585725,0.31763574,0.00000000,1.05403546,1.35249626,0.15611319,1.61575352
-4.47523762,3.35702909,0.32547618,0.00000000,1.08282131,1.36151440,0.15581347,1.62493404
-4.46923462,3.38908437,0.33396013,0.00000000,1.11301746,1.37162195,0.15541316,1.63304267
-4.46323162,3.42236296,0.34304240,0.00000000,1.14451831,1.38293658,0.15494735,1.64032239
-4.45722861,3.45730891,0.35268914,0.00000000,1.17725895,1.39562148,0.15445420,1.64706270
-4.45122561,3.49442931,0.36287607,0.00000000,1.21120703,1.40986900,0.15397228,1.65357771
-4.44522261,3.53425168,0.37358606,0.00000000,1.24635287,1.42588355,0.15353802,1.66018431
-4.43921961,3.57728202,0.38480632,0.00000000,1.28269854,1.44386455,0.15318334,1.66718127
-4.43321661,3.62396566,0.39652528,0.00000000,1.32024625,1.46399027,0.15293362,1.67483051
-4.42721361,3.67465246,0.40872927,0.00000000,1.35898688,1.48640340,0.15280613,1.68334125
-4.42121061,3.72956811,0.42139943,0.00000000,1.39888893,1.51119886,0.15280891,1.69285777
-4.41520760,3.78879253,0.43450881,0.00000000,1.43988871,1.53841439,0.15294019,1.70345125
-4.40920460,3.85224602,0.44801995,0.00000000,1.48188194,1.56802424,0.15318837,1.71511586
-4.40320160,3.91968371,0.46188313,0.00000000,1.52471747,1.59993621,0.15353253,1.72776917
-4.39719860,3.99069807,0.47603529,0.00000000,1.56819315,1.63399185,0.15394347,1.74125657
-4.39119560,4.06472911,0.49039987,0.00000000,1.61205424,1.66996993,0.15438506,1.75535933
-4.38519260,4.14108160,0.50488754,0.00000000,1.65599441,1.70759271,0.15481607,1.76980578
-4.37918959,4.21894810,0.51939783,0.00000000,1.69965928,1.74653477,0.15519215,1.78428482
-4.37318659,4.29743699,0.53382162,0.00000000,1.74265244,1.78643391,0.15546799,1.79846113
-4.36718359,4.37560373,0.54804442,0.00000000,1.78454371,1.82690357,0.15559949,1.81199111
-4.36118059,4.45248448,0.56195034,0.00000000,1.82487939,1.86754634,0.15554584,1.82453909
-4.35517759,4.52713032,0.57542655,0.00000000,1.86319408,1.90796793,0.15527151,1.83579271
-4.34917459,4.59864112,0.58836798,0.00000000,1.89902364,1.94779121,0.15474789,1.84547723
-4.34317159,4.66619764,0.60068223,0.00000000,1.93191889,1.98666963,0.15395467,1.85336788
-4.33716858,4.72909103,0.61229429,0.00000000,1.96145950,2.02429984,0.15288086,1.85930020
-4.33116558,4.78674863,0.62315086,0.00000000,1.98726763,2.06043284,0.15152539,1.86317776
-4.32516258,4.83875546,0.63322424,0.00000000,2.00902078,2.09488348,0.14989735,1.86497734
-4.31915958,4.88487074,0.64251533,0.00000000,2.02646349,2.12753796,0.14801575,1.86475136
-4.31315658,4.92503894,0.65105574,0.00000000,2.03941739,2.15835905,0.14590901,1.86262764
-4.30715358,4.95939516,0.65890886,0.00000000,2.04778932,2.18738883,0.14361403,1.85880667
