energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.69984992,2.80370944,1.61637022,1.76179914,0.01384153,0.01612409,0.06247362,0.61967623,0.36315264,0.16876878
-5.69384692,2.75903099,1.59888248,1.73036826,0.01387458,0.01561930,0.06124804,0.61316477,0.35966547,0.16575658
-5.68784392,2.71147951,1.57823751,1.69751232,0.01392729,0.01516265,0.05995136,0.60559567,0.35569741,0.16256916
-5.68184092,2.66110689,1.55456279,1.66327036,0.01399016,0.01475531,0.05858245,0.59696069,0.35121573,0.15921579
-5.67583792,2.60801777,1.52799000,1.62772819,0.01405373,0.01439776,0.05714102,0.58725817,0.34618856,0.15570648
-5.66983492,2.55237332,1.49865903,1.59101906,0.01410872,0.01408998,0.05562759,0.57649479,0.34058597,0.15205248
-5.66383192,2.49439445,1.46672264,1.55332342,0.01414622,0.01383153,0.05404356,0.56468755,0.33438139,0.14826696
-5.65782891,2.43436405,1.43235158,1.51486788,0.01415784,0.01362176,0.05239123,0.55186565,0.32755325,0.14436531
-5.65182591,2.37262779,1.39573944,1.47592312,0.01413590,0.01345979,0.05067383,0.53807225,0.32008678,0.14036556
-5.64582291,2.30959322,1.35710696,1.43680055,0.01407364,0.01334463,0.04889557,0.52336584,0.31197583,0.13628839
-5.63981991,2.24572662,1.31670510,1.39784773,0.01396540,0.01327515,0.04706171,0.50782115,0.30322458,0.13215714
-5.63381691,2.18154747,1.27481676,1.35944229,0.01380680,0.01325009,0.04517853,0.49152956,0.29384899,0.12799750
-5.62781391,2.11762022,1.23175659,1.32198437,0.01359487,0.01326797,0.04325337,0.47459868,0.28387787,0.12383714
-5.62181091,2.05454351,1.18786888,1.28588764,0.01332817,0.01332706,0.04129459,0.45715135,0.27335355,0.11970505
-5.61580790,1.99293669,1.14352335,1.25156886,0.01300683,0.01342524,0.03931146,0.43932385,0.26233192,0.11563087
-5.60980490,1.93342409,1.09910894,1.21943631,0.01263259,0.01355993,0.03731415,0.42126337,0.25088196,0.11164403
-5.60380190,1.87661746,1.05502583,1.18987724,0.01220874,0.01372801,0.03531347,0.40312489,0.23908465,0.10777291
-5.59779890,1.82309703,1.01167584,1.16324481,0.01174005,0.01392571,0.03332081,0.38506759,0.22703136,0.10404393
-5.59179590,1.77339215,0.96945187,1.13984492,0.01123260,0.01414859,0.03134785,0.36725082,0.21482175,0.10048072
-5.58579290,1.72796208,0.92872666,1.11992346,0.01069366,0.01439154,0.02940641,0.34982990,0.20256132,0.09710342
-5.57978989,1.68717810,0.88984155,1.10365459,0.01013142,0.01464878,0.02750817,0.33295201,0.19035862,0.09392799
-5.57378689,1.65130757,0.85309571,1.09113055,0.00955481,0.01491396,0.02566449,0.31675219,0.17832247,0.09096587
-5.56778389,1.62050111,0.81873655,1.08235367,0.00897326,0.01518030,0.02388617,0.30134975,0.16655907,0.08822368
-5.56178089,1.59478343,0.78695165,1.07723105,0.00839640,0.01544075,0.02218329,0.28684532,0.15516937,0.08570329
-5.55577789,1.57404865,0.75786284,1.07557235,0.00783391,0.01568821,0.02056501,0.27331859,0.14424664,0.08340198
-5.54977489,1.55806050,0.73152267,1.07709103,0.00729522,0.01591583,0.01903951,0.26082681,0.13387447,0.08131301
-5.54377189,1.54645770,0.70791353,1.08140924,0.00678940,0.01611721,0.01761384,0.24940433,0.12412526,0.07942619
-5.53776888,1.53876443,0.68694959,1.08806640,0.00632488,0.01628677,0.01629395,0.23906294,0.11505915,0.07772882
-5.53176588,1.53440589,0.66848143,1.09653136,0.00590941,0.01641999,0.01508463,0.22979319,0.10672356,0.07620667
-5.52576288,1.53272815,0.65230329,1.10621773,0.00554986,0.01651371,0.01398955,0.22156646,0.09915322,0.07484507
-5.51975988,1.53302193,0.63816259,1.11650208,0.00525221,0.01656637,0.01301133,0.21433782,0.09237065,0.07363006
-5.51375688,1.53454911,0.62577132,1.12674430,0.00502140,0.01657816,0.01215160,0.20804933,0.08638710,0.07254949
-5.50775388,1.53657104,0.61481884,1.13630935,0.00486134,0.01655122,0.01141105,0.20263383,0.08120372,0.07159406
-5.50175088,1.53837749,0.60498545,1.14458969,0.00477488,0.01648966,0.01078955,0.19801880,0.07681306,0.07075818
-5.49574787,1.53931490,0.59595629,1.15102737,0.00476375,0.01639957,0.01028616,0.19413028,0.07320056,0.07004072
-5.48974487,1.53881283,0.58743468,1.15513501,0.00482861,0.01628895,0.00989923,0.19089649,0.07034611,0.06944543
-5.48374187,1.53640735,0.57915467,1.15651469,0.00496900,0.01616753,0.00962638,0.18825106,0.06822547,0.06898115
-5.47773887,1.53176041,0.57089194,1.15487401,0.00518335,0.01604653,0.00946456,0.18613574,0.06681154,0.06866171
-5.47173587,1.52467424,0.56247279,1.15003860,0.00546904,0.01593839,0.00940999,0.18450234,0.06607528,0.06850558
-5.46573287,1.51510023,0.55378080,1.14196054,0.00582231,0.01585638,0.00945814,0.18331399,0.06598645,0.06853517
-5.45972986,1.50314184,0.54476084,1.13072224,0.00623837,0.01581422,0.00960369,0.18254549,0.06651393,0.06877594
-5.45372686,1.48905136,0.53542038,1.11653571,0.00671141,0.01582566,0.00984050,0.18218296,0.06762576,0.06925525
-5.44772386,1.47322069,0.52582809,1.09973696,0.00723460,0.01590402,0.01016151,0.18222269,0.06928886,0.07000101
-5.44172086,1.45616655,0.51610969,1.08077599,0.00780019,0.01606175,0.01055875,0.18266933,0.07146857,0.07104030
-5.43571786,1.43851059,0.50644150,1.06020245,0.00839959,0.01631002,0.01102332,0.18353355,0.07412795,0.07239785
-5.42971486,1.42095545,0.49704179,1.03864770,0.00902342,0.01665835,0.01154537,0.18482941,0.07722702,0.07409453
-5.42371186,1.40425747,0.48816051,1.01680379,0.00966173,0.01711422,0.01211418,0.18657141,0.08072199,0.07614602
-5.41770885,1.38919740,0.48006763,0.99540018,0.01030407,0.01768286,0.01271822,0.18877161,0.08456462,0.07856150
-5.41170585,1.37655010,0.47304092,0.97517906,0.01093968,0.01836694,0.01334530,0.19143688,0.08870164,0.08134260
-5.40570285,1.36705444,0.46735327,0.95687008,0.01155772,0.01916652,0.01398274,0.19456650,0.09307461,0.08448258
-5.39969985,1.36138462,0.46326048,0.94116548,0.01214745,0.02007890,0.01461755,0.19815019,0.09761988,0.08796584
-5.39369685,1.36012385,0.46098963,0.92869645,0.01269848,0.02109867,0.01523671,0.20216680,0.10226907,0.09176767
-5.38769385,1.36374144,0.46072874,0.92001153,0.01320095,0.02221779,0.01582741,0.20658360,0.10694984,0.09585433
-5.38169085,1.37257407,0.46261797,0.91555781,0.01364580,0.02342569,0.01637737,0.21135630,0.11158703,0.10018351
-5.37568784,1.38681183,0.46674267,0.91566563,0.01402496,0.02470950,0.01687508,0.21642979,0.11610413,0.10470498
-5.36968484,1.40648962,0.47312860,0.92053717,0.01433156,0.02605432,0.01731017,0.22173953,0.12042505,0.10936161
-5.36368184,1.43148410,0.48173940,0.93023951,0.01456005,0.02744349,0.01767358,0.22721360,0.12447611,0.11409054
-5.35767884,1.46151619,0.49247636,0.94470228,0.01470637,0.02885893,0.01795789,0.23277510,0.12818809,0.11882458
-5.35167584,1.49615918,0.50518065,0.96372001,0.01476803,0.03028152,0.01815748,0.23834508,0.13149832,0.12349372
-5.34567284,1.53485206,0.51963761,0.98695925,0.01474413,0.03169142,0.01826866,0.24384553,0.13435274,0.12802669
-5.33966983,1.57691754,0.53558327,1.01397001,0.01463540,0.03306852,0.01828983,0.24920257,0.13670773,0.13235265
-5.33366683,1.62158425,0.55271258,1.04420133,0.01444409,0.03439273,0.01822146,0.25434940,0.13853161,0.13640270
-5.32766383,1.66801213,0.57068921,1.07702035,0.01417394,0.03564445,0.01806607,0.25922912,0.13980591,0.14011147
-5.32166083,1.71532030,0.58915639,1.11173413,0.01383001,0.03680485,0.01782816,0.26379708,0.14052606,0.14341853
-5.31565783,1.76261618,0.60774856,1.14761351,0.01341854,0.03785627,0.01751405,0.26802273,0.14070175,0.14626964
-5.30965483,1.80902475,0.62610317,1.18391794,0.01294670,0.03878249,0.01713167,0.27189091,0.14035668,0.14861792
-5.30365183,1.85371692,0.64387232,1.21992034,0.01242245,0.03956910,0.01669030,0.27540237,0.13952790,0.15042474
-5.29764882,1.89593556,0.66073361,1.25493089,0.01185426,0.04020371,0.01620030,0.27857366,0.13826462,0.15166048
-5.29164582,1.93501836,0.67639988,1.28831879,0.01125087,0.04067621,0.01567278,0.28143617,0.13662656,0.15230500
-5.28564282,1.97041620,0.69062730,1.31953085,0.01062113,0.04097895,0.01511929,0.28403455,0.13468204,0.15234802
-5.27963982,2.00170635,0.70322149,1.34810621,0.00997374,0.04110693,0.01455144,0.28642434,0.13250563,0.15178912
-5.27363682,2.02859981,0.71404143,1.37368643,0.00931706,0.04105783,0.01398060,0.28866910,0.13017566,0.15063760
-5.26763382,2.05094229,0.72300094,1.39602043,0.00865896,0.04083213,0.01341760,0.29083694,0.12777157,0.14891216
-5.26163082,2.06870892,0.73006770,1.41496425,0.00800668,0.04043301,0.01287241,0.29299680,0.12537129,0.14664026
-5.25562781,2.08199287,0.73525984,1.43047540,0.00736675,0.03986634,0.01235391,0.29521445,0.12304859,0.14385737
-5.24962481,2.09098844,0.73864046,1.44260254,0.00674486,0.03914047,0.01186967,0.29754853,0.12087071,0.14060603
-5.24362181,2.09596968,0.74031018,1.45147078,0.00614589,0.03826607,0.01142580,0.30004668,0.11889620,0.13693472
-5.23761881,2.09726566,0.74039844,1.45726386,0.00557385,0.03725584,0.01102681,0.30274219,0.11717305,0.13289662
-5.23161581,2.09523396,0.73905388,1.46020402,0.00503193,0.03612418,0.01067560,0.30565114,0.11573738,0.12854838
-5.22561281,2.09023384,0.73643454,1.46053102,0.00452252,0.03488684,0.01037340,0.30877035,0.11461251,0.12394869
-5.21960980,2.08260101,0.73269845,1.45848159,0.00404729,0.03356057,0.01011985,0.31207632,0.11380858,0.11915707
-5.21360680,2.07262538,0.72799532,1.45427057,0.00360725,0.03216267,0.00991309,0.31552520,0.11332278,0.11423253
-5.20760380,2.06053340,0.72245971,1.44807500,0.00320286,0.03071062,0.00974990,0.31905406,0.11314017,0.10923254
-5.20160080,2.04647619,0.71620640,1.44002218,0.00283411,0.02922174,0.00962589,0.32258329,0.11323500,0.10421203
-5.19559780,2.03052434,0.70932816,1.43018239,0.00250060,0.02771280,0.00953572,0.32602032,0.11357268,0.09922268
-5.18959480,2.01266973,0.70189605,1.41856684,0.00220169,0.02619975,0.00947337,0.32926438,0.11411219,0.09431240
-5.18359180,1.99283455,0.69396249,1.40513082,0.00193652,0.02469752,0.00943239,0.33221237,0.11480895,0.08952515
-5.17758879,1.97088685,0.68556676,1.38978198,0.00170418,0.02321980,0.00940617,0.33476542,0.11561800,0.08490092
-5.17158579,1.94666189,0.67674260,1.37239297,0.00150373,0.02177899,0.00938830,0.33683598,0.11649736,0.08047606
-5.16558279,1.91998784,0.66752761,1.35281770,0.00133429,0.02038612,0.00937276,0.33835508,0.11741161,0.07628376
-5.15957979,1.89071431,0.65797361,1.33091012,0.00119511,0.01905092,0.00935423,0.33927946,0.11833523,0.07235473
-5.15357679,1.85874180,0.64815736,1.30654411,0.00108561,0.01778185,0.00932832,0.33959812,0.11925581,0.06871804
-5.14757379,1.82405018,0.63819087,1.27963334,0.00100543,0.01658626,0.00929176,0.33933790,0.12017691,0.06540199
-5.14157079,1.78672422,0.62823058,1.25014948,0.00095443,0.01547050,0.00924256,0.33856789,0.12112033,0.06243495
-5.13556778,1.74697445,0.61848450,1.21813787,0.00093274,0.01444006,0.00918010,0.33740213,0.12212772,0.05984610
-5.12956478,1.70515183,0.60921681,1.18372925,0.00094070,0.01349978,0.00910517,0.33600050,0.12326141,0.05766611
-5.12356178,1.66175489,0.60074939,1.14714694,0.00097891,0.01265389,0.00901998,0.33456755,0.12460428,0.05592745
-5.11755878,1.61742876,0.59345975,1.10870889,0.00104813,0.01190618,0.00892805,0.33334914,0.12625876,0.05466452
-5.11155578,1.57295560,0.58777526,1.06882431,0.00114927,0.01126004,0.00883409,0.33262689,0.12834466,0.05391338
-5.10555278,1.52923660,0.58416360,1.02798504,0.00128333,0.01071845,0.00874380,0.33271058,0.13099615,0.05371123
-5.09954977,1.48726623,0.58311967,0.98675202,0.00145129,0.01028398,0.00866366,0.33392855,0.13435766,0.05409542
-5.09354677,1.44809963,0.58514920,0.94573760,0.00165403,0.00995868,0.00860061,0.33661643,0.13857894,0.05510221
-5.08754377,1.41281454,0.59074977,0.90558440,0.00189225,0.00974400,0.00856174,0.34110466,0.14380937,0.05676518
-5.08154077,1.38246967,0.60038974,0.86694210,0.00216635,0.00964062,0.00855403,0.34770507,0.15019173,0.05911345
-5.07553777,1.35806099,0.61448618,0.83044290,0.00247629,0.00964827,0.00858392,0.35669710,0.15785556,0.06216970
-5.06953477,1.34047838,0.63338255,0.79667730,0.00282154,0.00976555,0.00865708,0.36831423,0.16691046,0.06594810
-5.06353177,1.33046433,0.65732719,0.76617098,0.00320093,0.00998976,0.00877802,0.38273120,0.17743950,0.07045239
-5.05752876,1.32857690,0.68645374,0.73936412,0.00361258,0.01031677,0.00894993,0.40005248,0.18949320,0.07567396
-5.05152576,1.33515851,0.72076444,0.71659403,0.00405382,0.01074086,0.00917437,0.42030273,0.20308410,0.08159033
-5.04552276,1.35031231,0.76011722,0.69808184,0.00452117,0.01125470,0.00945117,0.44341960,0.21818254,0.08816399
-5.03951976,1.37388729,0.80421750,0.68392384,0.00501031,0.01184931,0.00977833,0.46924948,0.23471362,0.09534167
-5.03351676,1.40547300,0.85261536,0.67408786,0.00551610,0.01251416,0.01015199,0.49754639,0.25255578,0.10305425
-5.02751376,1.44440449,0.90470850,0.66841474,0.00603264,0.01323730,0.01056649,0.52797439,0.27154106,0.11121737
-5.02151076,1.48977728,0.95975130,0.66662473,0.00655338,0.01400559,0.01101454,0.56011350,0.29145730,0.11973257
-5.01550775,1.54047232,1.01686994,0.66832869,0.00707126,0.01480502,0.01148740,0.59346924,0.31205206,0.12848930
-5.00950475,1.59518979,1.07508324,0.67304327,0.00757890,0.01562106,0.01197515,0.62748540,0.33303861,0.13736746
-5.00350175,1.65249073,1.13332882,0.68020965,0.00806879,0.01643912,0.01246704,0.66155985,0.35410344,0.14624061
-4.99749875,1.71084486,1.19049347,0.68921477,0.00853356,0.01724501,0.01295188,0.69506277,0.37491545,0.15497967
-4.99149575,1.76868266,1.24544689,0.69941434,0.00896624,0.01802546,0.01341844,0.72735670,0.39513629,0.16345695
-4.98549275,1.82444967,1.29707741,0.71015643,0.00936052,0.01876864,0.01385587,0.75781766,0.41443148,0.17155039
-4.97948974,1.87666079,1.34432823,0.72080488,0.00971105,0.01946461,0.01425411,0.78585647,0.43248203,0.17914788
-4.97348674,1.92395220,1.38623277,0.73076136,0.01001370,0.02010584,0.01460434,0.81093935,0.44899593,0.18615130
-4.96748374,1.96512890,1.42194753,0.73948531,0.01026577,0.02068755,0.01489930,0.83260704,0.46371906,0.19248027
-4.96148074,1.99920568,1.45078104,0.74651102,0.01046623,0.02120803,0.01513363,0.85049144,0.47644506,0.19807537
-4.95547774,2.02543992,1.47221760,0.75146111,0.01061589,0.02166886,0.01530408,0.86432917,0.48702368,0.20290052
-4.94947474,2.04335483,1.48593485,0.75405602,0.01071743,0.02207498,0.01540974,0.87397127,0.49536714,0.20694470
-4.94347174,2.05275216,1.49181412,0.75411932,0.01077551,0.02243465,0.01545207,0.87938876,0.50145434,0.21022251
-4.93746873,2.05371404,1.48994344,0.75157865,0.01079671,0.02275929,0.01543492,0.88067368,0.50533249,0.21277393
-4.93146573,2.04659393,1.48061278,0.74646252,0.01078941,0.02306315,0.01536442,0.87803551,0.50711625,0.21466290
-4.92546273,2.03199722,1.46430199,0.73889322,0.01076364,0.02336292,0.01524881,0.87179335,0.50698419,0.21597507
-4.91945973,2.01075260,1.44166190,0.72907640,0.01073082,0.02367712,0.01509817,0.86236386,0.50517282,0.21681457
-4.91345673,1.98387550,1.41348958,0.71728794,0.01070342,0.02402550,0.01492410,0.85024581,0.50196841,0.21730008
-4.90745373,1.95252537,1.38069875,0.70385867,0.01069463,0.02442832,0.01473932,0.83600174,0.49769685,0.21756031
-4.90145073,1.91795874,1.34428689,0.68915796,0.01071792,0.02490553,0.01455724,0.82023759,0.49271206,0.21772900
-4.89544772,1.88148015,1.30530025,0.67357677,0.01078661,0.02547597,0.01439150,0.80358107,0.48738330,0.21793987
-4.88944472,1.84439296,1.26479844,0.65751098,0.01091338,0.02615660,0.01425550,0.78665979,0.48208206,0.21832137
-4.88344172,1.80795206,1.22381993,0.64134575,0.01110978,0.02696165,0.01416193,0.77007991,0.47716883,0.21899181
-4.87743872,1.77332031,1.18334973,0.62544137,0.01138583,0.02790199,0.01412233,0.75440616,0.47298048,0.22005480
-4.87143572,1.74153016,1.14429061,0.61012131,0.01174950,0.02898441,0.01414669,0.74014387,0.46981854,0.22159524
-4.86543272,1.71345177,1.10743844,0.59566251,0.01220641,0.03021115,0.01424307,0.72772376,0.46793888,0.22367606
-4.85942971,1.68976848,1.07346269,0.58228845,0.01275945,0.03157951,0.01441730,0.71748978,0.46754322,0.22633571
-4.85342671,1.67096023,1.04289234,0.57016476,0.01340856,0.03308162,0.01467279,0.70969041,0.46877260,0.22958663
-4.84742371,1.65729502,1.01610736,0.55939756,0.01415056,0.03470440,0.01501031,0.70447356,0.47170316,0.23341453
-4.84142071,1.64882846,0.99333577,0.55003425,0.01497911,0.03642970,0.01542795,0.70188513,0.47634420,0.23777869
-4.83541771,1.64541080,0.97465610,0.54206647,0.01588476,0.03823459,0.01592115,0.70187103,0.48263870,0.24261320
-4.82941471,1.64670097,0.96000456,0.53543505,0.01685513,0.04009188,0.01648276,0.70428259,0.49046616,0.24782892
-4.82341171,1.65218670,0.94918660,0.53003639,0.01787516,0.04197079,0.01710322,0.70888488,0.49964757,0.25331642
-4.81740870,1.66120970,0.94189206,0.52573012,0.01892753,0.04383780,0.01777084,0.71536766,0.50995249,0.25894944
-4.81140570,1.67299482,0.93771313,0.52234742,0.01999312,0.04565758,0.01847211,0.72335848,0.52110772,0.26458902
-4.80540270,1.68668210,0.93616440,0.51969984,0.02105157,0.04739407,0.01919206,0.73243727,0.53280741,0.27008794
-4.79939970,1.70136029,0.93670420,0.51758811,0.02208191,0.04901159,0.01991475,0.74215215,0.54472422,0.27529559
-4.79339670,1.71610088,0.93875643,0.51581072,0.02306325,0.05047599,0.02062368,0.75203558,0.55652091,0.28006275
-4.78739370,1.72999135,0.94173214,0.51417202,0.02397538,0.05175576,0.02130235,0.76162062,0.56786222,0.28424648
-4.78139070,1.74216641,0.94505017,0.51248940,0.02479948,0.05282310,0.02193470,0.77045637,0.57842631,0.28771469
-4.77538769,1.75183646,0.94815622,0.51059962,0.02551874,0.05365479,0.02250562,0.77812251,0.58791550,0.29035034
-4.76938469,1.75831209,0.95053981,0.50836393,0.02611883,0.05423304,0.02300141,0.78424199,0.59606577,0.29205506
-4.76338169,1.76102396,0.95174860,0.50567192,0.02658844,0.05454603,0.02341018,0.78849187,0.60265473,0.29275222
-4.75737869,1.75953738,0.95139979,0.50244401,0.02691951,0.05458828,0.02372219,0.79061172,0.60750770,0.29238901
-4.75137569,1.75356127,0.94918821,0.49863253,0.02710749,0.05436078,0.02393011,0.79040932,0.61050164,0.29093784
-4.74537269,1.74295112,0.94489106,0.49422137,0.02715139,0.05387088,0.02402923,0.78776372,0.61156691,0.28839666
-4.73936968,1.72770602,0.93836918,0.48922429,0.02705366,0.05313190,0.02401752,0.78262535,0.61068666,0.28478850
-4.73336668,1.70796015,0.92956502,0.48368192,0.02682000,0.05216261,0.02389562,0.77501348,0.60789402,0.28015996
-4.72736368,1.68396903,0.91849754,0.47765759,0.02645902,0.05098640,0.02366674,0.76501107,0.60326737,0.27457898
-4.72136068,1.65609135,0.90525429,0.47123234,0.02598179,0.04963038,0.02333644,0.75275744,0.59692373,0.26813185
-4.71535768,1.62476736,0.88998123,0.46449904,0.02540130,0.04812430,0.02291238,0.73843903,0.58901089,0.26091960
-4.70935468,1.59049472,0.87287092,0.45755615,0.02473191,0.04649943,0.02240395,0.72227891,0.57969857,0.25305404
-4.70335168,1.55380326,0.85414946,0.45050139,0.02398875,0.04478748,0.02182189,0.70452540,0.56916919,0.24465355
-4.69734867,1.51522968,0.83406308,0.44342546,0.02318710,0.04301943,0.02117782,0.68544049,0.55760869,0.23583881
-4.69134567,1.47529347,0.81286500,0.43640628,0.02234189,0.04122456,0.02048386,0.66528857,0.54519789,0.22672873
-4.68534267,1.43447530,0.79080304,0.42950407,0.02146717,0.03942957,0.01975211,0.64432603,0.53210492,0.21743669
-4.67933967,1.39319875,0.76810877,0.42275741,0.02057573,0.03765783,0.01899434,0.62279214,0.51847888,0.20806730
-4.67333667,1.35181621,0.74498858,0.41618051,0.01967874,0.03592887,0.01822154,0.60090168,0.50444533,0.19871372
-4.66733367,1.31059956,0.72161693,0.40976197,0.01878561,0.03425803,0.01744367,0.57883949,0.49010346,0.18945583
-4.66133067,1.26973582,0.69813224,0.40346499,0.01790385,0.03265635,0.01666940,0.55675717,0.47552520,0.18035895
-4.65532766,1.22932784,0.67463519,0.39722896,0.01703908,0.03113064,0.01590595,0.53477188,0.46075614,0.17147352
-4.64932466,1.18939967,0.65118961,0.39097253,0.01619515,0.02968368,0.01515904,0.51296718,0.44581808,0.16283537
-4.64332166,1.14990612,0.62782557,0.38459787,0.01537426,0.02831471,0.01443282,0.49139573,0.43071300,0.15446670
