energy_ev,total_up,Ag_p_up,Ag_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.27963982,16.97692046,0.79217500,15.60734562,0.13178925,0.38882045,0.38904766,0.00195066
-5.27363682,16.91348048,0.78283356,15.55390538,0.13318944,0.39295909,0.37669858,0.00196468
-5.26763382,16.85860041,0.77463662,15.50748936,0.13540606,0.39740136,0.36497541,0.00197547
-5.26163082,16.81020964,0.76747377,15.46619285,0.13844840,0.40212426,0.35385118,0.00198272
-5.25562781,16.76622674,0.76122103,15.42811000,0.14232240,0.40710379,0.34329023,0.00198611
-5.24962481,16.72464296,0.75574600,15.39141028,0.14703029,0.41231532,0.33325093,0.00198543
-5.24362181,16.68359776,0.75091304,15.35440721,0.15257023,0.41773381,0.32368850,0.00198049
-5.23761881,16.64144315,0.74658826,15.31561665,0.15893591,0.42333393,0.31455766,0.00197120
-5.23161581,16.59679462,0.74264415,15.27380256,0.16611619,0.42908987,0.30581524,0.00195752
-5.22561281,16.54856693,0.73896366,15.22800873,0.17409469,0.43497513,0.29742229,0.00193952
-5.21960980,16.49599401,0.73544351,15.17757588,0.18284953,0.44096206,0.28934592,0.00191731
-5.21360680,16.43863284,0.73199674,15.12214416,0.19235305,0.44702136,0.28156051,0.00189108
-5.20760380,16.37635219,0.72855440,15.06164177,0.20257167,0.45312147,0.27404850,0.00186108
-5.20160080,16.30930774,0.72506631,14.99626122,0.21346577,0.45922800,0.26680057,0.00182763
-5.19559780,16.23790559,0.72150096,14.92642515,0.22498979,0.46530314,0.25981534,0.00179109
-5.18959480,16.16275688,0.71784470,14.85274420,0.23709234,0.47130521,0.25309852,0.00175184
-5.18359180,16.08462639,0.71410005,14.77596956,0.24971649,0.47718831,0.24666178,0.00171032
-5.17758879,16.00437826,0.71028350,14.69694301,0.26280026,0.48290222,0.24052116,0.00166696
-5.17158579,15.92292180,0.70642282,14.61654737,0.27627713,0.48839247,0.23469541,0.00162220
-5.16558279,15.84116045,0.70255394,14.53565991,0.29007687,0.49360070,0.22920409,0.00157649
-5.15957979,15.75994614,0.69871767,14.45511092,0.30412640,0.49846528,0.22406572,0.00153025
-5.15357679,15.68004144,0.69495627,14.37564950,0.31835090,0.50292222,0.21929608,0.00148389
-5.14757379,15.60209073,0.69131009,14.29791771,0.33267493,0.50690632,0.21490657,0.00143779
-5.14157079,15.52660132,0.68781437,14.22243396,0.34702381,0.51035255,0.21090288,0.00139230
-5.13556778,15.45393489,0.68449629,14.14958572,0.36132492,0.51319762,0.20728403,0.00134772
-5.12956478,15.38430855,0.68137243,14.07963110,0.37550908,0.51538170,0.20404164,0.00130433
-5.12356178,15.31780478,0.67844669,14.01270848,0.38951188,0.51685017,0.20115962,0.00126236
-5.11755878,15.25438862,0.67570875,13.94885255,0.40327479,0.51755538,0.19861424,0.00122200
-5.11155578,15.19393038,0.67313321,13.88801533,0.41674625,0.51745841,0.19637453,0.00118341
-5.10555278,15.13623180,0.67067935,13.83009004,0.42988227,0.51653057,0.19440301,0.00114671
-5.09954977,15.08105350,0.66829161,13.77493590,0.44264688,0.51475477,0.19265668,0.00111197
-5.09354677,15.02814174,0.66590079,13.72240205,0.45501205,0.51212665,0.19108826,0.00107924
-5.08754377,14.97725273,0.66342588,13.67234880,0.46695730,0.50865535,0.18964760,0.00104855
-5.08154077,14.92817284,0.66077668,13.62466498,0.47846872,0.50436396,0.18828325,0.00101988
-5.07553777,14.88073387,0.65785678,13.57928030,0.48953776,0.49928968,0.18694398,0.00099320
-5.06953477,14.83482265,0.65456722,13.53617237,0.50015942,0.49348352,0.18558042,0.00096846
-5.06353177,14.79038492,0.65081035,13.49536822,0.51033031,0.48700979,0.18414656,0.00094559
-5.05752876,14.74742392,0.64649395,13.45694087,0.52004638,0.47994522,0.18260116,0.00092450
-5.05152576,14.70599451,0.64153537,13.42100170,0.52930063,0.47237781,0.18090900,0.00090510
-5.04552276,14.66619388,0.63586555,13.38768980,0.53808086,0.46440551,0.17904194,0.00088728
-5.03951976,14.62815033,0.62943270,13.35715962,0.54636759,0.45613477,0.17697973,0.00087092
-5.03351676,14.59201152,0.62220556,13.32956838,0.55413237,0.44767888,0.17471057,0.00085592
-5.02751376,14.55793365,0.61417590,13.30506462,0.56133661,0.43915642,0.17223141,0.00084215
-5.02151076,14.52607275,0.60536046,13.28377918,0.56793095,0.43068965,0.16954796,0.00082949
-5.01550775,14.49657924,0.59580182,13.26581942,0.57385541,0.42240290,0.16667446,0.00081785
-5.00950475,14.46959614,0.58556851,13.25126749,0.57904028,0.41442114,0.16363316,0.00080710
-5.00350175,14.44526130,0.57475411,13.24018259,0.58340775,0.40686857,0.16045361,0.00079715
-4.99749875,14.42371318,0.56347544,13.23260714,0.58687430,0.39986733,0.15717173,0.00078791
-4.99149575,14.40509959,0.55186986,13.22857602,0.58935373,0.39353627,0.15382868,0.00077929
-4.98549275,14.38958806,0.54009184,13.22812777,0.59076072,0.38798973,0.15046966,0.00077123
-4.97948974,14.37737650,0.52830886,13.23131637,0.59101470,0.38333642,0.14714262,0.00076366
-4.97348674,14.36870234,0.51669680,13.23822188,0.59004396,0.37967817,0.14389688,0.00075654
-4.96748374,14.36384837,0.50543504,13.24895835,0.58778956,0.37710865,0.14078180,0.00074983
-4.96148074,14.36314372,0.49470135,13.26367714,0.58420913,0.37571197,0.13784544,0.00074351
-4.95547774,14.36695835,0.48466686,13.28256446,0.57928007,0.37556115,0.13513334,0.00073756
-4.94947474,14.37569002,0.47549117,13.30583187,0.57300210,0.37671642,0.13268738,0.00073198
-4.94347174,14.38974326,0.46731788,13.33369917,0.56539899,0.37922345,0.13054474,0.00072678
-4.93746873,14.40950022,0.46027052,13.36636977,0.55651932,0.38311140,0.12873703,0.00072198
-4.93146573,14.43528419,0.45444916,13.40399892,0.54643627,0.38839104,0.12728959,0.00071758
-4.92546273,14.46731714,0.44992773,13.44665628,0.53524633,0.39505281,0.12622091,0.00071362
-4.91945973,14.50567323,0.44675204,13.49428437,0.52306709,0.40306511,0.12554224,0.00071011
-4.91345673,14.55023092,0.44493866,13.54665548,0.51003412,0.41237287,0.12525743,0.00070708
-4.90745373,14.60062649,0.44447461,13.60332968,0.49629711,0.42289642,0.12536282,0.00070455
-4.90145073,14.65621229,0.44531792,13.66361681,0.48201550,0.43453101,0.12584739,0.00070253
-4.89544772,14.71602285,0.44739889,13.72654561,0.46735367,0.44714685,0.12669308,0.00070103
-4.88944472,14.77875193,0.45062216,13.79084268,0.45247610,0.46058997,0.12787517,0.00070005
-4.88344172,14.84274311,0.45486948,13.85492386,0.43754254,0.47468380,0.12936293,0.00069956
-4.87743872,14.90599600,0.46000306,13.91689989,0.42270349,0.48923166,0.13112035,0.00069954
-4.87143572,14.96618947,0.46586942,13.97459761,0.40809616,0.50402001,0.13310700,0.00069995
-4.86543272,15.02072204,0.47230373,14.02559715,0.39384104,0.51882256,0.13527902,0.00070073
-4.85942971,15.06676929,0.47913437,14.06728459,0.38003929,0.53340498,0.13759027,0.00070181
-4.85342671,15.10135652,0.48618776,14.09691876,0.36677082,0.54753028,0.13999347,0.00070312
-4.84742371,15.12144441,0.49329317,14.11171007,0.35409335,0.56096448,0.14244146,0.00070455
-4.84142071,15.12402459,0.50028756,14.10890834,0.34204225,0.57348262,0.14488850,0.00070601
-4.83541771,15.10622120,0.50702010,14.08589620,0.33063120,0.58487468,0.14729153,0.00070738
-4.82941471,15.06539438,0.51335642,14.04028422,0.31985362,0.59495131,0.14961141,0.00070857
-4.82341171,14.99924121,0.51918232,13.97000353,0.30968464,0.60354920,0.15181406,0.00070945
-4.81740870,14.90588970,0.52440689,13.87339212,0.30008371,0.61053573,0.15387146,0.00070992
-4.81140570,14.78398189,0.52896484,13.74927083,0.29099747,0.61581291,0.15576253,0.00070988
-4.80540270,14.63274215,0.53281805,13.59700582,0.28236296,0.61932033,0.15747368,0.00070924
-4.79939970,14.45202799,0.53595606,13.41655469,0.27411088,0.62103704,0.15899918,0.00070793
-4.79339670,14.24236091,0.53839566,13.20849437,0.26616890,0.62098235,0.16034121,0.00070587
-4.78739370,14.00493616,0.54017941,12.97402935,0.25846479,0.61921541,0.16150955,0.00070304
-4.78139070,13.74161078,0.54137307,12.71498019,0.25092932,0.61583368,0.16252100,0.00069940
-4.77538769,13.45487052,0.54206216,12.43375248,0.24349891,0.61097031,0.16339841,0.00069495
-4.76938469,13.14777688,0.54234758,12.13328766,0.23611776,0.60479050,0.16416943,0.00068970
-4.76338169,12.82389637,0.54234049,11.81699754,0.22873965,0.59748701,0.16486498,0.00068369
-4.75737869,12.48721457,0.54215668,11.48868499,0.22132921,0.58927494,0.16551753,0.00067695
-4.75137569,12.14203835,0.54191059,11.15245366,0.21386267,0.58038594,0.16615915,0.00066956
-4.74537269,11.79288963,0.54170927,10.81261007,0.20632814,0.57106207,0.16681962,0.00066158
-4.73936968,11.44439442,0.54164661,10.47356119,0.19872540,0.56154954,0.16752445,0.00065309
-4.73336668,11.10117093,0.54179799,10.13971098,0.19106527,0.55209242,0.16829315,0.00064417
-4.72736368,10.76772032,0.54221582,9.81535915,0.18336854,0.54292654,0.16913761,0.00063491
-4.72136068,10.44832346,0.54292606,9.50460495,0.17566460,0.53427393,0.17006094,0.00062539
-4.71535768,10.14694672,0.54392609,9.21125894,0.16798982,0.52633758,0.17105664,0.00061569
-4.70935468,9.86715925,0.54518393,8.93876458,0.16038570,0.51929706,0.17210827,0.00060588
-4.70335168,9.61206377,0.54663909,8.69013185,0.15289701,0.51330485,0.17318966,0.00059603
-4.69734867,9.38424221,0.54820486,8.46788389,0.14556979,0.50848342,0.17426565,0.00058619
-4.69134567,9.18571700,0.54977217,8.27401744,0.13844957,0.50492337,0.17529333,0.00057640
-4.68534267,9.01792802,0.55121470,8.10997744,0.13157959,0.50268223,0.17622379,0.00056672
-4.67933967,8.88172484,0.55239502,7.97664539,0.12499930,0.50178430,0.17700424,0.00055716
-4.67333667,8.77737311,0.55317155,7.87434086,0.11874307,0.50222116,0.17758047,0.00054777
-4.66733367,8.70457380,0.55340581,7.80283491,0.11283919,0.50395299,0.17789939,0.00053857
-4.66133067,8.66249318,0.55296967,7.76137412,0.10730918,0.50691041,0.17791171,0.00052958
-4.65532766,8.64980179,0.55175215,7.74871359,0.10216738,0.51099698,0.17757440,0.00052082
-4.64932466,8.66471989,0.54966533,7.76315698,0.09742084,0.51609205,0.17685302,0.00051234
-4.64332166,8.70506746,0.54664911,7.80260205,0.09306949,0.52205395,0.17572354,0.00050415
-4.63731866,8.76831655,0.54267445,7.86458976,0.08910649,0.52872343,0.17417374,0.00049630
-4.63131566,8.85164440,0.53774493,7.94635550,0.08551889,0.53592726,0.17220404,0.00048881
-4.62531266,8.95198570,0.53189657,8.04488106,0.08228828,0.54348190,0.16982770,0.00048174
-4.61930965,9.06608311,0.52519589,8.15694630,0.07939168,0.55119721,0.16707041,0.00047512
-4.61330665,9.19053540,0.51773634,8.27917980,0.07680243,0.55888016,0.16396929,0.00046898
-4.60730365,9.32184306,0.50963340,8.40810804,0.07449112,0.56633843,0.16057137,0.00046337
-4.60130065,9.45645151,0.50101856,8.54020294,0.07242648,0.57338405,0.15693165,0.00045832
-4.59529765,9.59079261,0.49203268,8.67192793,0.07057632,0.57983674,0.15311091,0.00045383
-4.58929465,9.72132487,0.48281908,8.79978268,0.06890827,0.58552731,0.14917326,0.00044991
-4.58329165,9.84457355,0.47351687,8.92034692,0.06739060,0.59030070,0.14518381,0.00044657
-4.57728864,9.95717099,0.46425488,9.03032375,0.06599287,0.59401886,0.14120640,0.00044376
-4.57128564,10.05589819,0.45514654,9.12658246,0.06468657,0.59656334,0.13730164,0.00044146
-4.56528264,10.13772762,0.44628615,9.20620124,0.06344560,0.59783754,0.13352533,0.00043960
-4.55927964,10.19986754,0.43774663,9.26650938,0.06224677,0.59776847,0.12992733,0.00043813
-4.55327664,10.23980724,0.42957887,9.30512868,0.06107022,0.59630810,0.12655102,0.00043695
-4.54727364,10.25536255,0.42181278,9.32001334,0.05989975,0.59343419,0.12343326,0.00043597
-4.54127064,10.24472033,0.41445992,9.30948734,0.05872310,0.58915044,0.12060485,0.00043511
-4.53526763,10.20648039,0.40751735,9.27227818,0.05753228,0.58348616,0.11809153,0.00043426
-4.52926463,10.13969328,0.40097281,9.20754553,0.05632371,0.57649519,0.11591533,0.00043335
-4.52326163,10.04389183,0.39481040,9.11490358,0.05509843,0.56825435,0.11409627,0.00043229
-4.51725863,9.91911469,0.38901688,8.99443554,0.05386224,0.55886126,0.11265411,0.00043103
-4.51125563,9.76592020,0.38358783,8.84669918,0.05262574,0.54843167,0.11161034,0.00042951
-4.50525263,9.58538899,0.37853348,8.67272245,0.05140439,0.53709648,0.11098985,0.00042774
-4.49924962,9.37911436,0.37388386,8.47398847,0.05021848,0.52499840,0.11082262,0.00042572
-4.49324662,9.14917984,0.36969286,8.25240970,0.04909297,0.51228850,0.11114489,0.00042350
-4.48724362,8.89812385,0.36604104,8.01029148,0.04805740,0.49912272,0.11200010,0.00042116
-4.48124062,8.62889196,0.36303706,7.75028566,0.04714558,0.48565851,0.11343918,0.00041880
-4.47523762,8.34477783,0.36081748,7.47533524,0.04639528,0.47205166,0.11552040,0.00041657
-4.46923462,8.04935438,0.35954509,7.18861171,0.04584781,0.45845342,0.11830870,0.00041464
-4.46323162,7.74639708,0.35940573,6.89344673,0.04554750,0.44500810,0.12187442,0.00041319
-4.45722861,7.43980166,0.36060371,6.59326023,0.04554111,0.43185101,0.12629152,0.00041246
-4.45122561,7.13349866,0.36335603,6.29148707,0.04587711,0.41910689,0.13163538,0.00041266
-4.44522261,6.83136740,0.36788564,5.99150438,0.04660493,0.40688882,0.13798021,0.00041404
-4.43921961,6.53715178,0.37441395,5.69656175,0.04777401,0.39529746,0.14539614,0.00041682
-4.43321661,6.25438031,0.38315284,5.40971608,0.04943283,0.38442073,0.15394614,0.00042125
-4.42721361,5.98629240,0.39429653,5.13377285,0.05162789,0.37433365,0.16368281,0.00042755
-4.42121061,5.73577279,0.40801351,4.87123516,0.05440247,0.36509854,0.17464524,0.00043589
-4.41520760,5.50529561,0.42443885,4.62426159,0.05779547,0.35676516,0.18685597,0.00044646
-4.40920460,5.29687910,0.44366705,4.39463370,0.06184008,0.34937101,0.20031819,0.00045938
-4.40320160,5.11205202,0.46574588,4.18373350,0.06656252,0.34294160,0.21501327,0.00047473
-4.39719860,4.95183200,0.49067113,3.99253116,0.07198068,0.33749061,0.23089881,0.00049254
-4.39119560,4.81671618,0.51838269,3.82158267,0.07810283,0.33302006,0.24790712,0.00051280
-4.38519260,4.70668406,0.54876206,3.67103735,0.08492646,0.32952036,0.26594438,0.00053542
-4.37918959,4.62121223,0.58163130,3.54065440,0.09243711,0.32697038,0.28489043,0.00056026
-4.37318659,4.55930056,0.61675368,3.42982810,0.10060750,0.32533746,0.30459934,0.00058712
-4.36718359,4.51950905,0.65383595,3.33762059,0.10939678,0.32457764,0.32490066,0.00061574
-4.36118059,4.50000454,0.69253228,3.26280152,0.11875010,0.32463584,0.34560149,0.00064579
-4.35517759,4.49861613,0.73244987,3.20389323,0.12859853,0.32544648,0.36648923,0.00067691
-4.34917459,4.51289806,0.77315598,3.15922061,0.13885931,0.32693419,0.38733512,0.00070868
-4.34317159,4.54019841,0.81418649,3.12696406,0.14943650,0.32901496,0.40789839,0.00074064
-4.33716858,4.57773206,0.85505547,3.10521436,0.16022211,0.33159752,0.42793091,0.00077230
-4.33116558,4.62265576,0.89526580,3.09202779,0.17109765,0.33458514,0.44718237,0.00080316
-4.32516258,4.67214336,0.93432028,3.08548003,0.18193608,0.33787767,0.46540570,0.00083270
-4.31915958,4.72345885,0.97173304,3.08371726,0.19260421,0.34137378,0.48236265,0.00086043
-4.31315658,4.77402501,1.00704084,3.08500271,0.20296545,0.34497335,0.49782930,0.00088586
-4.30715358,4.82148524,1.03981381,3.08775734,0.21288278,0.34857990,0.51160140,0.00090854
