energy_ev,total_up,Cr_p_up,Cr_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.38869435,1.12348193,1.43741311,0.40553553,0.29139670,0.34565728,0.00077099,0.01465421,0.14856056,0.00000000
-3.38269135,1.05477109,1.35333424,0.38268363,0.27129675,0.32380345,0.00070069,0.01339058,0.13899179,0.00000000
-3.37668834,0.99146934,1.27106391,0.36213744,0.25232382,0.30424564,0.00063832,0.01223588,0.13037254,0.00000000
-3.37068534,0.93445910,1.19158956,0.34418851,0.23472126,0.28731472,0.00058427,0.01120311,0.12286715,0.00000000
-3.36468234,0.88458302,1.11586336,0.32912224,0.21871018,0.27332258,0.00053885,0.01030314,0.11663360,0.00000000
-3.35867934,0.84263005,1.04478489,0.31721207,0.20448662,0.26255771,0.00050228,0.00954458,0.11182158,0.00000000
-3.35267634,0.80932105,0.97918423,0.30871302,0.19221937,0.25528066,0.00047473,0.00893376,0.10857071,0.00000000
-3.34667334,0.78529397,0.91980588,0.30385452,0.18204790,0.25171946,0.00045628,0.00847479,0.10700877,0.00000000
-3.34067034,0.77108861,0.86729377,0.30283276,0.17408080,0.25206475,0.00044692,0.00816951,0.10724976,0.00000000
-3.33466733,0.76713097,0.82217755,0.30580269,0.16839432,0.25646469,0.00044658,0.00801759,0.10939192,0.00000000
-3.32866433,0.77371762,0.78486063,0.31286982,0.16503119,0.26501952,0.00045509,0.00801659,0.11351540,0.00000000
-3.32266133,0.79100028,0.75561011,0.32408221,0.16399956,0.27777605,0.00047220,0.00816198,0.11967978,0.00000000
-3.31665833,0.81897114,0.73454893,0.33942286,0.16527221,0.29472208,0.00049755,0.00844720,0.12792131,0.00000000
-3.31065533,0.85744975,0.72165056,0.35880294,0.16878594,0.31578102,0.00053069,0.00886373,0.13825000,0.00000000
-3.30465233,0.90607189,0.71673645,0.38205621,0.17444137,0.34080710,0.00057105,0.00940113,0.15064658,0.00000000
-3.29864932,0.96428158,0.71947653,0.40893503,0.18210308,0.36958144,0.00061798,0.01004711,0.16505959,0.00000000
-3.29264632,1.03132676,0.72939292,0.43910837,0.19160029,0.40180938,0.00067069,0.01078763,0.18140263,0.00000000
-3.28664332,1.10625970,0.74586702,0.47216213,0.20272827,0.43711948,0.00072828,0.01160702,0.19955210,0.00000000
-3.28064032,1.18794272,0.76815007,0.50760207,0.21525038,0.47506461,0.00078978,0.01248812,0.21934547,0.00000000
-3.27463732,1.27505974,0.79537718,0.54485957,0.22890101,0.51512531,0.00085408,0.01341252,0.24058053,0.00000000
-3.26863432,1.36613420,0.82658460,0.58330024,0.24338946,0.55671581,0.00092002,0.01436078,0.26301565,0.00000000
-3.26263132,1.45955321,0.86073013,0.62223542,0.25840461,0.59919265,0.00098636,0.01531281,0.28637118,0.00000000
-3.25662831,1.55359783,0.89671617,0.66093630,0.27362059,0.64186605,0.00105181,0.01624814,0.31033237,0.00000000
-3.25062531,1.64647895,0.93341489,0.69865042,0.28870316,0.68401374,0.00111508,0.01714640,0.33455358,0.00000000
-3.24462231,1.73637778,0.96969502,0.73461992,0.30331679,0.72489700,0.00117489,0.01798776,0.35866402,0.00000000
-3.23861931,1.82148984,1.00444919,0.76810115,0.31713213,0.76377839,0.00122999,0.01875333,0.38227480,0.00000000
-3.23261631,1.90007094,1.03662137,0.79838478,0.32983381,0.79994065,0.00127922,0.01942571,0.40498723,0.00000000
-3.22661331,1.97048353,1.06523309,0.82481564,0.34112811,0.83270594,0.00132152,0.01998937,0.42640209,0.00000000
-3.22061031,2.03124145,1.08940783,0.84681163,0.35075035,0.86145481,0.00135599,0.02043110,0.44612966,0.00000000
-3.21460730,2.08105154,1.10839254,0.86388066,0.35847161,0.88564394,0.00138188,0.02074036,0.46379999,0.00000000
-3.20860430,2.11884996,1.12157553,0.87563514,0.36410460,0.90482195,0.00139861,0.02090956,0.47907319,0.00000000
-3.20260130,2.14383194,1.12849995,0.88180320,0.36750837,0.91864255,0.00140585,0.02093425,0.49164924,0.00000000
-3.19659830,2.15547345,1.12887249,0.88223616,0.36859158,0.92687427,0.00140346,0.02081326,0.50127690,0.00000000
-3.19059530,2.15354376,1.12256685,0.87691200,0.36731440,0.92940658,0.00139150,0.02054862,0.50776129,0.00000000
-3.18459230,2.13810842,1.10962189,0.86593453,0.36368867,0.92625170,0.00137028,0.02014554,0.51096993,0.00000000
-3.17858929,2.10952245,1.09023461,0.84952851,0.35777656,0.91754237,0.00134028,0.01961212,0.51083671,0.00000000
-3.17258629,2.06841403,1.06474831,0.82803075,0.34968758,0.90352540,0.00130219,0.01895908,0.50736391,0.00000000
-3.16658329,2.01565954,1.03363644,0.80187771,0.33957426,0.88455143,0.00125683,0.01819940,0.50062183,0.00000000
-3.16058029,1.95235095,0.99748297,0.77159029,0.32762656,0.86106135,0.00120515,0.01734783,0.49074629,0.00000000
-3.15457729,1.87975730,0.95696002,0.73775632,0.31406527,0.83357005,0.00114820,0.01642043,0.47793400,0.00000000
-3.14857429,1.79928178,0.91280387,0.70101168,0.29913478,0.80264816,0.00108710,0.01543409,0.46243598,0.00000000
-3.14257129,1.71241642,0.86579025,0.66202080,0.28309537,0.76890273,0.00102296,0.01440599,0.44454941,0.00000000
-3.13656828,1.62069637,0.81671001,0.62145740,0.26621549,0.73295770,0.00095691,0.01335314,0.42460817,0.00000000
-3.13056528,1.52565558,0.76634598,0.57998629,0.24876422,0.69543487,0.00089003,0.01229196,0.40297258,0.00000000
-3.12456228,1.42878555,0.71545200,0.53824666,0.23100419,0.65693638,0.00082331,0.01123786,0.38001869,0.00000000
-3.11855928,1.33149880,0.66473470,0.49683779,0.21318528,0.61802914,0.00075769,0.01020497,0.35612767,0.00000000
-3.11255628,1.23509808,0.61483853,0.45630721,0.19553925,0.57923195,0.00069396,0.00920586,0.33167556,0.00000000
-3.10655328,1.14075215,0.56633443,0.41714179,0.17827535,0.54100549,0.00063281,0.00825141,0.30702399,0.00000000
-3.10055028,1.04947867,0.51971225,0.37976180,0.16157711,0.50374561,0.00057481,0.00735075,0.28251191,0.00000000
-3.09454727,0.96213415,0.47537676,0.34451782,0.14560034,0.46777971,0.00052039,0.00651119,0.25844878,0.00000000
-3.08854427,0.87941072,0.43364715,0.31169034,0.13047217,0.43336631,0.00046989,0.00573837,0.23510935,0.00000000
-3.08254127,0.80183922,0.39475959,0.28149179,0.11629121,0.40069738,0.00042350,0.00503632,0.21273000,0.00000000
-3.07653827,0.72979762,0.35887237,0.25407048,0.10312862,0.36990310,0.00038135,0.00440765,0.19150669,0.00000000
-3.07053527,0.66352391,0.32607303,0.22951612,0.09102997,0.34105859,0.00034347,0.00385377,0.17159457,0.00000000
-3.06453227,0.60313224,0.29638699,0.20786641,0.08001778,0.31419202,0.00030983,0.00337510,0.15310882,0.00000000
-3.05852926,0.54863122,0.26978698,0.18911422,0.07009445,0.28929365,0.00028036,0.00297135,0.13612678,0.00000000
-3.05252626,0.49994321,0.24620279,0.17321488,0.06124551,0.26632516,0.00025497,0.00264168,0.12069106,0.00000000
-3.04652326,0.45692358,0.22553077,0.16009337,0.05344302,0.24522879,0.00023355,0.00238501,0.10681330,0.00000000
-3.04052026,0.41937905,0.20764278,0.14965083,0.04664884,0.22593595,0.00021599,0.00220018,0.09447843,0.00000000
-3.03451726,0.38708432,0.19239413,0.14177046,0.04081784,0.20837482,0.00020221,0.00208613,0.08364917,0.00000000
-3.02851426,0.35979652,0.17963038,0.13632241,0.03590074,0.19247674,0.00019214,0.00204207,0.07427048,0.00000000
-3.02251126,0.33726706,0.16919288,0.13316782,0.03184668,0.17818118,0.00018577,0.00206752,0.06627386,0.00000000
-3.01650825,0.31925085,0.16092299,0.13216183,0.02860524,0.16543929,0.00018309,0.00216246,0.05958133,0.00000000
-3.01050525,0.30551264,0.15466511,0.13315582,0.02612815,0.15421591,0.00018416,0.00232728,0.05410888,0.00000000
-3.00450225,0.29583104,0.15026855,0.13599892,0.02437043,0.14449023,0.00018905,0.00256281,0.04976951,0.00000000
-2.99849925,0.29000013,0.14758857,0.14053896,0.02329108,0.13625516,0.00019787,0.00287021,0.04647562,0.00000000
-2.99249625,0.28782932,0.14648670,0.14662322,0.02285339,0.12951565,0.00021074,0.00325092,0.04414090,0.00000000
-2.98649325,0.28914179,0.14683066,0.15409895,0.02302482,0.12428619,0.00022780,0.00370652,0.04268168,0.00000000
-2.98049025,0.29377203,0.14849398,0.16281404,0.02377654,0.12058768,0.00024915,0.00423860,0.04201786,0.00000000
-2.97448724,0.30156291,0.15135573,0.17261802,0.02508280,0.11844396,0.00027492,0.00484855,0.04207334,0.00000000
-2.96848424,0.31236276,0.15530045,0.18336332,0.02691994,0.11787824,0.00030515,0.00553746,0.04277626,0.00000000
-2.96248124,0.32602295,0.16021829,0.19490721,0.02926550,0.11890971,0.00033986,0.00630589,0.04405889,0.00000000
-2.95647824,0.34239607,0.16600578,0.20711415,0.03209709,0.12155040,0.00037900,0.00715376,0.04585752,0.00000000
-2.95047524,0.36133525,0.17256691,0.21985880,0.03539146,0.12580268,0.00042242,0.00808021,0.04811209,0.00000000
-2.94447224,0.38269460,0.17981482,0.23302942,0.03912362,0.13165730,0.00046990,0.00908350,0.05076603,0.00000000
-2.93846923,0.40633087,0.18767381,0.24653170,0.04326611,0.13909236,0.00052110,0.01016096,0.05376597,0.00000000
-2.93246623,0.43210636,0.19608172,0.26029274,0.04778858,0.14807297,0.00057559,0.01130897,0.05706171,0.00000000
-2.92646323,0.45989287,0.20499250,0.27426512,0.05265758,0.15855185,0.00063284,0.01252303,0.06060617,0.00000000
-2.92046023,0.48957653,0.21437869,0.28843060,0.05783665,0.17047066,0.00069218,0.01379787,0.06435560,0.00000000
-2.91445723,0.52106308,0.22423380,0.30280346,0.06328671,0.18376216,0.00075289,0.01512755,0.06826983,0.00000000
-2.90845423,0.55428336,0.23457417,0.31743297,0.06896674,0.19835278,0.00081413,0.01650574,0.07231267,0.00000000
-2.90245123,0.58919836,0.24544028,0.33240487,0.07483462,0.21416570,0.00087503,0.01792590,0.07645234,0.00000000
-2.89644822,0.62580346,0.25689712,0.34784151,0.08084831,0.23112404,0.00093466,0.01938154,0.08066198,0.00000000
-2.89044522,0.66413123,0.26903358,0.36390051,0.08696692,0.24915397,0.00099206,0.02086653,0.08492005,0.00000000
-2.88444222,0.70425238,0.28196064,0.38077170,0.09315199,0.26818741,0.00104631,0.02237532,0.08921067,0.00000000
-2.87843922,0.74627427,0.29580820,0.39867219,0.09936859,0.28816416,0.00109649,0.02390315,0.09352379,0.00000000
-2.87243622,0.79033679,0.31072062,0.41783962,0.10558626,0.30903317,0.00114177,0.02544624,0.09785516,0.00000000
-2.86643322,0.83660510,0.32685088,0.43852355,0.11177974,0.33075264,0.00118142,0.02700189,0.10220597,0.00000000
-2.86043022,0.88525951,0.34435347,0.46097520,0.11792932,0.35328904,0.00121479,0.02856843,0.10658229,0.00000000
-2.85442721,0.93648224,0.36337626,0.48543575,0.12402078,0.37661476,0.00124141,0.03014520,0.11099407,0.00000000
-2.84842421,0.99044175,0.38405147,0.51212360,0.13004499,0.40070459,0.00126093,0.03173234,0.11545391,0.00000000
-2.84242121,1.04727494,0.40648629,0.54122106,0.13599702,0.42553104,0.00127317,0.03333048,0.11997557,0.00000000
-2.83641821,1.10706820,0.43075334,0.57286096,0.14187485,0.45105887,0.00127813,0.03494041,0.12457216,0.00000000
-2.83041521,1.16983808,0.45688158,0.60711402,0.14767784,0.47723897,0.00127596,0.03656266,0.12925429,0.00000000
-2.82441221,1.23551301,0.48484821,0.64397742,0.15340491,0.50400224,0.00126698,0.03819700,0.13402810,0.00000000
-2.81840920,1.30391701,0.51457191,0.68336549,0.15905262,0.53125373,0.00125162,0.03984200,0.13889339,0.00000000
-2.81240620,1.37475674,0.54590812,0.72510307,0.16461332,0.55886761,0.00123047,0.04149460,0.14384199,0.00000000
-2.80640320,1.44761316,0.57864666,0.76892216,0.17007347,0.58668354,0.00120421,0.04314970,0.14885638,0.00000000
-2.80040020,1.52193871,0.61251212,0.81446241,0.17541227,0.61450468,0.00117358,0.04479991,0.15390878,0.00000000
-2.79439720,1.59706073,0.64716727,0.86127575,0.18060078,0.64209795,0.00113938,0.04643540,0.15896082,0.00000000
-2.78839420,1.67219183,0.68221946,0.90883522,0.18560159,0.66919652,0.00110243,0.04804392,0.16396376,0.00000000
-2.78239120,1.74644697,0.71723009,0.95654802,0.19036915,0.69550486,0.00106355,0.04961089,0.16885941,0.00000000
-2.77638819,1.81886720,0.75172684,1.00377240,0.19485069,0.72070607,0.00102353,0.05111983,0.17358169,0.00000000
-2.77038519,1.88844905,0.78521817,1.04983780,0.19898788,0.74447145,0.00098312,0.05255274,0.17805882,0.00000000
-2.76438219,1.95417864,0.81720962,1.09406752,0.20271905,0.76647176,0.00094300,0.05389077,0.18221603,0.00000000
-2.75837919,2.01506878,0.84722110,1.13580291,0.20598184,0.78638971,0.00090378,0.05511491,0.18597867,0.00000000
-2.75237619,2.07019738,0.87480443,1.17442795,0.20871622,0.80393303,0.00086601,0.05620672,0.18927565,0.00000000
-2.74637319,2.11874523,0.89956026,1.20939317,0.21086770,0.81884736,0.00083014,0.05714919,0.19204291,0.00000000
-2.74037019,2.16003109,0.92115344,1.24023755,0.21239049,0.83092821,0.00079654,0.05792742,0.19422678,0.00000000
-2.73436718,2.19354214,0.93932622,1.26660744,0.21325038,0.84003139,0.00076552,0.05852931,0.19578711,0.00000000
-2.72836418,2.21895831,0.95390845,1.28827147,0.21342733,0.84608105,0.00073731,0.05894609,0.19669984,0.00000000
-2.72236118,2.23616882,0.96482430,1.30513067,0.21291743,0.84907506,0.00071209,0.05917275,0.19695905,0.00000000
-2.71635818,2.24528021,0.97209520,1.31722337,0.21173416,0.84908720,0.00068999,0.05920818,0.19657812,0.00000000
-2.71035518,2.24661542,0.97583896,1.32472453,0.20990896,0.84626604,0.00067109,0.05905522,0.19559017,0.00000000
-2.70435218,2.24070377,0.97626494,1.32793969,0.20749090,0.84083056,0.00065545,0.05872049,0.19404753,0.00000000
-2.69834917,2.22826269,0.97366596,1.32729396,0.20454563,0.83306273,0.00064311,0.05821400,0.19202043,0.00000000
-2.69234617,2.21017212,0.96840710,1.32331648,0.20115359,0.82329744,0.00063407,0.05754868,0.18959475,0.00000000
-2.68634317,2.18744294,0.96091229,1.31662151,0.19740760,0.81191022,0.00062834,0.05673972,0.18686920,0.00000000
-2.68034017,2.16118133,0.95164942,1.30788689,0.19340996,0.79930366,0.00062591,0.05580393,0.18395178,0.00000000
-2.67433717,2.13255081,0.94111464,1.29783121,0.18926924,0.78589300,0.00062675,0.05475898,0.18095596,0.00000000
-2.66833417,2.10273397,0.92981686,1.28719069,0.18509694,0.77209177,0.00063083,0.05362273,0.17799649,0.00000000
-2.66233117,2.07289568,0.91826302,1.27669681,0.18100419,0.75829815,0.00063810,0.05241260,0.17518531,0.00000000
-2.65632816,2.04414944,0.90694482,1.26705574,0.17709863,0.74488266,0.00064849,0.05114503,0.17262744,0.00000000
-2.65032516,2.01752822,0.89632741,1.25893024,0.17348163,0.73217785,0.00066190,0.04983509,0.17041735,0.00000000
-2.64432216,1.99396085,0.88684024,1.25292459,0.17024599,0.72047013,0.00067820,0.04849619,0.16863568,0.00000000
-2.63831916,1.97425441,0.87887036,1.24957295,0.16747419,0.70999429,0.00069723,0.04714004,0.16734660,0.00000000
-2.63231616,1.95908297,0.87275797,1.24933107,0.16523717,0.70093058,0.00071880,0.04577662,0.16659589,0.00000000
-2.62631316,1.94898246,0.86879409,1.25257144,0.16359377,0.69340444,0.00074265,0.04441438,0.16640972,0.00000000
-2.62031016,1.94435119,0.86722010,1.25958144,0.16259067,0.68748866,0.00076852,0.04306047,0.16679431,0.00000000
-2.61430715,1.94545519,0.86822856,1.27056411,0.16226290,0.68320768,0.00079607,0.04172113,0.16773632,0.00000000
-2.60830415,1.95243765,0.87196511,1.28564097,0.16263473,0.68054372,0.00082493,0.04040202,0.16920398,0.00000000
-2.60230115,1.96533116,0.87853080,1.30485651,0.16372092,0.67944429,0.00085470,0.03910860,0.17114901,0.00000000
-2.59629815,1.98407193,0.88798457,1.32818356,0.16552817,0.67983059,0.00088494,0.03784651,0.17350907,0.00000000
-2.59029515,2.00851494,0.90034554,1.35552935,0.16805676,0.68160648,0.00091520,0.03662183,0.17621078,0.00000000
-2.58429215,2.03844905,0.91559488,1.38674159,0.17130205,0.68466748,0.00094499,0.03544128,0.17917311,0.00000000
-2.57828914,2.07361151,0.93367712,1.42161457,0.17525608,0.68890941,0.00097383,0.03431235,0.18231102,0.00000000
-2.57228614,2.11370113,0.95450092,1.45989486,0.17990881,0.69423634,0.00100126,0.03324332,0.18553925,0.00000000
-2.56628314,2.15838986,0.97793944,1.50128673,0.18524925,0.70056754,0.00102683,0.03224311,0.18877606,0.00000000
-2.56028014,2.20733250,1.00383040,1.54545723,0.19126620,0.70784318,0.00105013,0.03132112,0.19194676,0.00000000
-2.55427714,2.26017449,1.03197620,1.59204105,0.19794875,0.71602851,0.00107081,0.03048693,0.19498698,0.00000000
-2.54827414,2.31655777,1.06214428,1.64064534,0.20528632,0.72511648,0.00108857,0.02974997,0.19784543,0.00000000
-2.54227114,2.37612495,1.09406807,1.69085457,0.21326847,0.73512864,0.00110323,0.02911912,0.20048613,0.00000000
-2.53626813,2.43852185,1.12744873,1.74223568,0.22188432,0.74611425,0.00111467,0.02860231,0.20288992,0.00000000
-2.53026513,2.50339868,1.16195797,1.79434341,0.23112168,0.75814775,0.00112291,0.02820609,0.20505524,0.00000000
-2.52426213,2.57040997,1.19724185,1.84672609,0.24096603,0.77132449,0.00112806,0.02793531,0.20699813,0.00000000
-2.51825913,2.63921355,1.23292591,1.89893162,0.25139920,0.78575496,0.00113038,0.02779275,0.20875136,0.00000000
-2.51225613,2.70946860,1.26862120,1.95051363,0.26239796,0.80155769,0.00113028,0.02777887,0.21036285,0.00000000
-2.50625313,2.78083295,1.30393127,2.00103759,0.27393266,0.81885097,0.00112827,0.02789167,0.21189321,0.00000000
-2.50025013,2.85295966,1.33845980,2.05008663,0.28596571,0.83774381,0.00112503,0.02812654,0.21341281,0.00000000
-2.49424712,2.92549304,1.37181841,2.09726672,0.29845027,0.85832635,0.00112137,0.02847631,0.21499816,0.00000000
-2.48824412,2.99806419,1.40363444,2.14221107,0.31132906,0.88066016,0.00111823,0.02893134,0.21672796,0.00000000
-2.48224112,3.07028610,1.43355826,2.18458336,0.32453331,0.90476888,0.00111667,0.02947968,0.21867894,0.00000000
-2.47623812,3.14174869,1.46126961,2.22407965,0.33798204,0.93062950,0.00111788,0.03010738,0.22092170,0.00000000
-2.47023512,3.21201381,1.48648288,2.26042889,0.35158164,0.95816483,0.00112314,0.03079875,0.22351661,0.00000000
-2.46423212,3.28061070,1.50895086,2.29339211,0.36522575,0.98723751,0.00113380,0.03153683,0.22651017,0.00000000
-2.45822911,3.34703231,1.52846702,2.32276016,0.37879560,1.01764604,0.00115130,0.03230373,0.22993185,0.00000000
-2.45222611,3.41073280,1.54486611,2.34835065,0.39216066,1.04912292,0.00117711,0.03308114,0.23379158,0.00000000
-2.44622311,3.47112694,1.55802340,2.37000417,0.40517990,1.08133554,0.00121271,0.03385071,0.23807815,0.00000000
-2.44022011,3.52759179,1.56785261,2.38758034,0.41770328,1.11388959,0.00125959,0.03459458,0.24275842,0.00000000
-2.43421711,3.57947122,1.57430297,2.40095433,0.42957389,1.14633531,0.00131918,0.03529569,0.24777756,0.00000000
-2.42821411,3.62608370,1.57735576,2.41001426,0.44063041,1.17817642,0.00139283,0.03593825,0.25306029,0.00000000
-2.42221111,3.66673353,1.57702085,2.41466013,0.45071002,1.20888154,0.00148180,0.03650800,0.25851295,0.00000000
-2.41620810,3.70072575,1.57333363,2.41480455,0.45965171,1.23789783,0.00158716,0.03699252,0.26402658,0.00000000
-2.41020510,3.72738446,1.56635280,2.41037576,0.46729984,1.26466634,0.00170982,0.03738145,0.26948064,0.00000000
-2.40420210,3.74607430,1.55615935,2.40132289,0.47350795,1.28863852,0.00185043,0.03766660,0.27474730,0.00000000
-2.39819910,3.75622427,1.54285686,2.38762355,0.47814275,1.30929339,0.00200933,0.03784208,0.27969624,0.00000000
-2.39219610,3.75735304,1.52657338,2.36929319,0.48108799,1.32615441,0.00218656,0.03790432,0.28419943,0.00000000
-2.38619310,3.74909457,1.50746457,2.34639599,0.48224828,1.33880554,0.00238179,0.03785202,0.28813605,0.00000000
-2.38019010,3.73122269,1.48571797,2.31905633,0.48155256,1.34690560,0.00259424,0.03768607,0.29139701,0.00000000
-2.37418709,3.70367313,1.46155796,2.28747005,0.47895716,1.35020036,0.00282273,0.03740944,0.29388907,0.00000000
-2.36818409,3.66656153,1.43525081,2.25191448,0.47444814,1.34853159,0.00306559,0.03702696,0.29553815,0.00000000
-2.36218109,3.62019603,1.40710919,2.21275629,0.46804303,1.34184279,0.00332069,0.03654514,0.29629198,0.00000000
-2.35617809,3.56508315,1.37749551,2.17045603,0.45979154,1.33018112,0.00358542,0.03597189,0.29612164,0.00000000
-2.35017509,3.50192609,1.34682321,2.12556868,0.44977539,1.31369542,0.00385672,0.03531630,0.29502214,0.00000000
-2.34417209,3.43161473,1.31555567,2.07873947,0.43810711,1.29263045,0.00413111,0.03458829,0.29301198,0.00000000
-2.33816908,3.35520731,1.28420201,2.03069450,0.42492780,1.26731743,0.00440474,0.03379837,0.29013166,0.00000000
-2.33216608,3.27390399,1.25330960,1.98222621,0.41040392,1.23816148,0.00467346,0.03295732,0.28644135,0.00000000
-2.32616308,3.18901305,1.22345307,1.93417382,0.39472320,1.20562650,0.00493292,0.03207590,0.28201765,0.00000000
-2.32016008,3.10191113,1.19522009,1.88739930,0.37808984,1.17021818,0.00517865,0.03116454,0.27694993,0.00000000
-2.31415708,3.01399887,1.16919420,1.84275982,0.36071916,1.13246608,0.00540619,0.03023316,0.27133615,0.00000000
-2.30815408,2.92665412,1.14593526,1.80107769,0.34283183,1.09290548,0.00561119,0.02929085,0.26527853,0.00000000
-2.30215108,2.84118468,1.12595854,1.76310938,0.32464815,1.05206008,0.00578956,0.02834576,0.25887930,0.00000000
-2.29614807,2.75878288,1.10971313,1.72951478,0.30638230,1.01042613,0.00593757,0.02740487,0.25223672,0.00000000
-2.29014507,2.68048412,1.09756110,1.70082860,0.28823711,0.96845889,0.00605198,0.02647399,0.24544152,0.00000000
-2.28414207,2.60713143,1.08975832,1.67743516,0.27039930,0.92656179,0.00613016,0.02555763,0.23857402,0.00000000
-2.27813907,2.53934764,1.08643815,1.65954813,0.25303553,0.88507877,0.00617014,0.02465902,0.23170198,0.00000000
-2.27213607,2.47751666,1.08759914,1.64719626,0.23628938,0.84428999,0.00617073,0.02378022,0.22487923,0.00000000
-2.26613307,2.42177466,1.09309744,1.64021621,0.22027929,0.80441078,0.00613153,0.02292216,0.21814529,0.00000000
-2.26013007,2.37201155,1.10264478,1.63825292,0.20509747,0.76559379,0.00605295,0.02208482,0.21152563,0.00000000
-2.25412706,2.32788275,1.11581238,1.64076777,0.19080999,0.72793390,0.00593622,0.02126745,0.20503291,0.00000000
-2.24812406,2.28883047,1.13204086,1.64705447,0.17745766,0.69147532,0.00578332,0.02046871,0.19866876,0.00000000
-2.24212106,2.25411372,1.15065609,1.65626215,0.16505786,0.65622051,0.00559697,0.01968698,0.19242615,0.00000000
-2.23611806,2.22284539,1.17089045,1.66742470,0.15360707,0.62214004,0.00538048,0.01892055,0.18629218,0.00000000
-2.23011506,2.19403474,1.19190866,1.67949525,0.14308399,0.58918292,0.00513770,0.01816787,0.18025105,0.00000000
-2.22411206,2.16663340,1.21283727,1.69138444,0.13345296,0.55728677,0.00487287,0.01742777,0.17428718,0.00000000
-2.21810905,2.13958278,1.23279648,1.70200066,0.12466772,0.52638715,0.00459048,0.01669967,0.16838816,0.00000000
-2.21210605,2.11186081,1.25093296,1.71029082,0.11667510,0.49642587,0.00429516,0.01598373,0.16254755,0.00000000
-2.20610305,2.08252606,1.26645219,1.71527965,0.10941864,0.46735766,0.00399154,0.01528098,0.15676730,0.00000000
-2.20010005,2.05075740,1.27864888,1.71610602,0.10284194,0.43915520,0.00368415,0.01459346,0.15105979,0.00000000
-2.19409705,2.01588772,1.28693403,1.71205466,0.09689167,0.41181236,0.00337724,0.01392421,0.14544929,0.00000000
-2.18809405,1.97743038,1.29085751,1.70258198,0.09152005,0.38534569,0.00307476,0.01327733,0.13997295,0.00000000
-2.18209105,1.93509762,1.29012501,1.68733497,0.08668693,0.35979424,0.00278023,0.01265796,0.13468122,0.00000000
-2.17608804,1.88881038,1.28460878,1.66616237,0.08236116,0.33521806,0.00249672,0.01207220,0.12963772,0.00000000
-2.17008504,1.83869942,1.27435152,1.63911792,0.07852161,0.31169547,0.00222678,0.01152704,0.12491853,0.00000000
-2.16408204,1.78509818,1.25956352,1.60645554,0.07515747,0.28931959,0.00197243,0.01103027,0.12061111,0.00000000
-2.15807904,1.72852780,1.24061324,1.56861697,0.07226814,0.26819431,0.00173517,0.01059030,0.11681261,0.00000000
-2.15207604,1.66967555,1.21801178,1.52621258,0.06986267,0.24843003,0.00151602,0.01021607,0.11362794,0.00000000
-2.14607304,1.60936764,1.19239226,1.47999641,0.06795877,0.23013950,0.00131550,0.00991687,0.11116741,0.00000000
-2.14007004,1.54853800,1.16448516,1.43083670,0.06658150,0.21343393,0.00113372,0.00970214,0.10954407,0.00000000
-2.13406703,1.48819454,1.13509085,1.37968355,0.06576169,0.19841958,0.00097042,0.00958136,0.10887089,0.00000000
-2.12806403,1.42938441,1.10505074,1.32753515,0.06553416,0.18519496,0.00082501,0.00956382,0.10925762,0.00000000
-2.12206103,1.37315987,1.07521848,1.27540420,0.06593586,0.17384866,0.00069666,0.00965845,0.11080769,0.00000000
-2.11605803,1.32054616,1.04643254,1.22428613,0.06700386,0.16445796,0.00058433,0.00987365,0.11361486,0.00000000
-2.11005503,1.27251266,1.01949137,1.17513044,0.06877341,0.15708799,0.00048687,0.01021711,0.11775998,0.00000000
-2.10405203,1.22994831,0.99513232,1.12881627,0.07127598,0.15179163,0.00040301,0.01069560,0.12330775,0.00000000
-2.09804902,1.19364216,0.97401484,1.08613311,0.07453749,0.14860979,0.00033146,0.01131484,0.13030360,0.00000000
-2.09204602,1.16426926,0.95670881,1.04776723,0.07857663,0.14757221,0.00027092,0.01207930,0.13877082,0.00000000
-2.08604302,1.14238236,0.94368783,1.01429398,0.08340338,0.14869840,0.00022013,0.01299206,0.14870800,0.00000000
-2.08004002,1.12840889,0.93532769,0.98617577,0.08901777,0.15199883,0.00017788,0.01405468,0.16008687,0.00000000
-2.07403702,1.12265309,0.93190932,0.96376552,0.09540892,0.15747605,0.00014306,0.01526706,0.17285073,0.00000000
-2.06803402,1.12530237,0.93362581,0.94731447,0.10255436,0.16512568,0.00011461,0.01662735,0.18691349,0.00000000
-2.06203102,1.13643716,0.94059247,0.93698377,0.11041969,0.17493724,0.00009161,0.01813189,0.20215944,0.00000000
-2.05602801,1.15604312,0.95285894,0.93285843,0.11895852,0.18689449,0.00007322,0.01977519,0.21844391,0.00000000
-2.05002501,1.18402472,0.97042235,0.93496254,0.12811282,0.20097551,0.00005870,0.02154990,0.23559483,0.00000000
-2.04402201,1.22021894,0.99324033,0.94327460,0.13781356,0.21715219,0.00004741,0.02344684,0.25341522,0.00000000
-2.03801901,1.26440823,1.02124287,0.95774159,0.14798168,0.23538927,0.00003881,0.02545514,0.27168662,0.00000000
-2.03201601,1.31633170,1.05434215,0.97829090,0.15852940,0.25564277,0.00003242,0.02756227,0.29017343,0.00000000
-2.02601301,1.37569371,1.09243950,1.00483924,0.16936169,0.27785807,0.00002787,0.02975421,0.30862809,0.00000000
