energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,P_s_up,P_s_down,P_p_up,P_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.72094895,-1.72094896,0.76821449,-0.76821449,0.49677049,-0.49677049,0.06932164,-0.06932164,0.42554093,-0.42554093,0.57797541,-0.57797541,0.00000000,-0.00000000
-5.99399700,1.80567051,-1.80567051,0.79146647,-0.79146647,0.53005241,-0.53005241,0.07492480,-0.07492480,0.45077307,-0.45077307,0.59810881,-0.59810881,0.00000000,-0.00000000
-5.98799400,1.89199508,-1.89199508,0.81573007,-0.81573007,0.56366924,-0.56366924,0.08047625,-0.08047625,0.47712882,-0.47712882,0.61792999,-0.61792999,0.00000000,-0.00000000
-5.98199100,1.97883249,-1.97883249,0.84066471,-0.84066471,0.59719530,-0.59719530,0.08589605,-0.08589605,0.50422523,-0.50422524,0.63724684,-0.63724684,0.00000000,-0.00000000
-5.97598799,2.06495691,-2.06495691,0.86586277,-0.86586277,0.63016872,-0.63016872,0.09110101,-0.09110101,0.53163497,-0.53163497,0.65583362,-0.65583362,0.00000000,-0.00000000
-5.96998499,2.14903048,-2.14903048,0.89085792,-0.89085792,0.66210098,-0.66210098,0.09600671,-0.09600671,0.55889676,-0.55889676,0.67343275,-0.67343275,0.00000000,-0.00000000
-5.96398199,2.22963357,-2.22963357,0.91513629,-0.91513629,0.69248821,-0.69248821,0.10052974,-0.10052974,0.58552747,-0.58552747,0.68975880,-0.68975880,0.00000000,-0.00000000
-5.95797899,2.30530052,-2.30530052,0.93815045,-0.93815045,0.72082389,-0.72082389,0.10458998,-0.10458998,0.61103518,-0.61103518,0.70450466,-0.70450466,0.00000000,-0.00000000
-5.95197599,2.37455985,-2.37455985,0.95933542,-0.95933542,0.74661254,-0.74661254,0.10811296,-0.10811296,0.63493315,-0.63493315,0.71734977,-0.71734977,0.00000000,-0.00000000
-5.94597299,2.43597729,-2.43597729,0.97812643,-0.97812643,0.76938378,-0.76938378,0.11103205,-0.11103205,0.65675373,-0.65675373,0.72797009,-0.72797009,0.00000000,-0.00000000
-5.93996998,2.48819996,-2.48819996,0.99397739,-0.99397739,0.78870631,-0.78870631,0.11329059,-0.11329059,0.67606193,-0.67606193,0.73604942,-0.73604942,0.00000000,-0.00000000
-5.93396698,2.52999969,-2.52999969,1.00637951,-1.00637951,0.80420111,-0.80420111,0.11484369,-0.11484369,0.69246802,-0.69246802,0.74129147,-0.74129147,0.00000000,-0.00000000
-5.92796398,2.56031352,-2.56031352,1.01487901,-1.01487901,0.81555327,-0.81555327,0.11565963,-0.11565963,0.70563855,-0.70563855,0.74343207,-0.74343207,0.00000000,-0.00000000
-5.92196098,2.57827962,-2.57827962,1.01909324,-1.01909324,0.82252199,-0.82252199,0.11572102,-0.11572102,0.71530545,-0.71530545,0.74225099,-0.74225099,0.00000000,-0.00000000
-5.91595798,2.58326671,-2.58326671,1.01872437,-1.01872437,0.82494815,-0.82494815,0.11502529,-0.11502529,0.72127283,-0.72127283,0.73758252,-0.73758252,0.00000000,-0.00000000
-5.90995498,2.57489584,-2.57489584,1.01357004,-1.01357004,0.82275928,-0.82275928,0.11358483,-0.11358483,0.72342117,-0.72342117,0.72932443,-0.72932443,0.00000000,-0.00000000
-5.90395198,2.55305334,-2.55305334,1.00353051,-1.00353051,0.81597157,-0.81597157,0.11142665,-0.11142665,0.72170885,-0.72170885,0.71744466,-0.71744466,0.00000000,-0.00000000
-5.89794897,2.51789441,-2.51789441,0.98861186,-0.98861186,0.80468890,-0.80468890,0.10859142,-0.10859142,0.71617100,-0.71617100,0.70198539,-0.70198539,0.00000000,-0.00000000
-5.89194597,2.46983735,-2.46983735,0.96892537,-0.96892537,0.78909895,-0.78909895,0.10513226,-0.10513226,0.70691588,-0.70691588,0.68306425,-0.68306425,0.00000000,-0.00000000
-5.88594297,2.40954871,-2.40954871,0.94468302,-0.94468302,0.76946661,-0.76946661,0.10111299,-0.10111299,0.69411893,-0.69411893,0.66087257,-0.66087257,0.00000000,-0.00000000
-5.87993997,2.33792029,-2.33792029,0.91618944,-0.91618944,0.74612502,-0.74612502,0.09660622,-0.09660622,0.67801497,-0.67801497,0.63567081,-0.63567081,0.00000000,-0.00000000
-5.87393697,2.25603908,-2.25603908,0.88383085,-0.88383085,0.71946469,-0.71946469,0.09169109,-0.09169109,0.65888896,-0.65888896,0.60778121,-0.60778121,0.00000000,-0.00000000
-5.86793397,2.16515185,-2.16515185,0.84806150,-0.84806150,0.68992123,-0.68992123,0.08645098,-0.08645098,0.63706569,-0.63706569,0.57757830,-0.57757830,0.00000000,-0.00000000
-5.86193097,2.06662584,-2.06662584,0.80938840,-0.80938840,0.65796219,-0.65796219,0.08097115,-0.08097115,0.61289910,-0.61289910,0.54547755,-0.54547755,0.00000000,-0.00000000
-5.85592796,1.96190771,-1.96190771,0.76835510,-0.76835510,0.62407369,-0.62407369,0.07533645,-0.07533645,0.58676148,-0.58676148,0.51192272,-0.51192272,0.00000000,-0.00000000
-5.84992496,1.85248222,-1.85248222,0.72552515,-0.72552515,0.58874726,-0.58874726,0.06962921,-0.06962921,0.55903319,-0.55903319,0.47737271,-0.47737271,0.00000000,-0.00000000
-5.84392196,1.73983255,-1.73983255,0.68146618,-0.68146618,0.55246748,-0.55246748,0.06392724,-0.06392724,0.53009307,-0.53009307,0.44228826,-0.44228826,0.00000000,-0.00000000
-5.83791896,1.62540366,-1.62540366,0.63673503,-0.63673503,0.51570083,-0.51570083,0.05830229,-0.05830229,0.50031005,-0.50031005,0.40711934,-0.40711934,0.00000000,-0.00000000
-5.83191596,1.51056998,-1.51056997,0.59186456,-0.59186456,0.47888606,-0.47888606,0.05281863,-0.05281863,0.47003599,-0.47003599,0.37229350,-0.37229350,0.00000000,-0.00000000
-5.82591296,1.39660823,-1.39660823,0.54735263,-0.54735263,0.44242632,-0.44242632,0.04753213,-0.04753213,0.43959993,-0.43959993,0.33820584,-0.33820584,0.00000000,-0.00000000
-5.81990995,1.28467615,-1.28467615,0.50365329,-0.50365329,0.40668318,-0.40668318,0.04248960,-0.04248960,0.40930385,-0.40930385,0.30521087,-0.30521087,0.00000000,-0.00000000
-5.81390695,1.17579714,-1.17579714,0.46117055,-0.46117055,0.37197257,-0.37197257,0.03772854,-0.03772854,0.37941975,-0.37941975,0.27361633,-0.27361633,0.00000000,-0.00000000
-5.80790395,1.07085097,-1.07085097,0.42025457,-0.42025457,0.33856263,-0.33856263,0.03327711,-0.03327711,0.35018808,-0.35018808,0.24367932,-0.24367932,0.00000000,-0.00000000
-5.80190095,0.97057024,-0.97057024,0.38120020,-0.38120020,0.30667316,-0.30667316,0.02915454,-0.02915454,0.32181728,-0.32181728,0.21560452,-0.21560452,0.00000000,-0.00000000
-5.79589795,0.87554182,-0.87554182,0.34424766,-0.34424766,0.27647673,-0.27647673,0.02537161,-0.02537161,0.29448433,-0.29448433,0.18954452,-0.18954452,0.00000000,-0.00000000
-5.78989495,0.78621286,-0.78621286,0.30958510,-0.30958510,0.24810101,-0.24810101,0.02193146,-0.02193146,0.26833599,-0.26833599,0.16560195,-0.16560195,0.00000000,-0.00000000
-5.78389195,0.70290043,-0.70290043,0.27735260,-0.27735260,0.22163213,-0.22163213,0.01883045,-0.01883045,0.24349071,-0.24349071,0.14383321,-0.14383321,0.00000000,-0.00000000
-5.77788894,0.62580389,-0.62580389,0.24764740,-0.24764740,0.19711879,-0.19711879,0.01605921,-0.01605921,0.22004086,-0.22004086,0.12425354,-0.12425354,0.00000000,-0.00000000
-5.77188594,0.55501933,-0.55501933,0.22052989,-0.22052989,0.17457697,-0.17457697,0.01360361,-0.01360361,0.19805524,-0.19805524,0.10684289,-0.10684289,0.00000000,-0.00000000
-5.76588294,0.49055511,-0.49055511,0.19603011,-0.19603011,0.15399479,-0.15399479,0.01144581,-0.01144581,0.17758170,-0.17758170,0.09155252,-0.09155252,0.00000000,-0.00000000
-5.75987994,0.43234789,-0.43234789,0.17415433,-0.17415433,0.13533754,-0.13533754,0.00956529,-0.00956529,0.15864977,-0.15864977,0.07831182,-0.07831182,0.00000000,-0.00000000
-5.75387694,0.38027851,-0.38027851,0.15489156,-0.15489156,0.11855256,-0.11855256,0.00793971,-0.00793971,0.14127319,-0.14127319,0.06703502,-0.06703502,0.00000000,-0.00000000
-5.74787394,0.33418717,-0.33418717,0.13821966,-0.13821966,0.10357393,-0.10357393,0.00654582,-0.00654582,0.12545240,-0.12545240,0.05762781,-0.05762781,0.00000000,-0.00000000
-5.74187094,0.29388762,-0.29388762,0.12411092,-0.12411092,0.09032680,-0.09032680,0.00536009,-0.00536009,0.11117682,-0.11117682,0.04999322,-0.04999322,0.00000000,-0.00000000
-5.73586793,0.25917989,-0.25917989,0.11253687,-0.11253687,0.07873132,-0.07873132,0.00435942,-0.00435942,0.09842698,-0.09842698,0.04403701,-0.04403701,0.00000000,-0.00000000
-5.72986493,0.22986152,-0.22986152,0.10347236,-0.10347236,0.06870614,-0.06870614,0.00352153,-0.00352153,0.08717648,-0.08717648,0.03967220,-0.03967220,0.00000000,-0.00000000
-5.72386193,0.20573710,-0.20573710,0.09689863,-0.09689863,0.06017148,-0.06017148,0.00282543,-0.00282543,0.07739378,-0.07739378,0.03682267,-0.03682267,0.00000000,-0.00000000
-5.71785893,0.18662593,-0.18662593,0.09280548,-0.09280548,0.05305164,-0.05305164,0.00225160,-0.00225160,0.06904381,-0.06904381,0.03542600,-0.03542600,0.00000000,-0.00000000
