energy_ev,total_up,Ge_p_up,Ge_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-6.00000000,6.33295814,1.34082447,0.00000000,5.38538107,4.64384890,0.00921747,0.31080600
-5.99399700,6.43164075,1.35640309,0.00000000,5.44460861,4.72269249,0.00947713,0.31783654
-5.98799400,6.51755580,1.36907490,0.00000000,5.48856425,4.79257691,0.00971594,0.32442072
-5.98199100,6.58845118,1.37831689,0.00000000,5.51549504,4.85187757,0.00992903,0.33038974
-5.97598799,6.64242098,1.38369362,0.00000000,5.52407675,4.89920322,0.01011207,0.33559166
-5.96998499,6.67795643,1.38486935,0.00000000,5.51345318,4.93343275,0.01026139,0.33989477
-5.96398199,6.69398384,1.38161705,0.00000000,5.48326027,4.95374316,0.01037406,0.34319056
-5.95797899,6.68988845,1.37382389,0.00000000,5.43363359,4.95962791,0.01044799,0.34539605
-5.95197599,6.66552335,1.36149297,0.00000000,5.36519916,4.95090501,0.01048195,0.34645530
-5.94597299,6.62120355,1.34474136,0.00000000,5.27904793,4.92771486,0.01047562,0.34634023
-5.93996998,6.55768566,1.32379457,0.00000000,5.17669505,4.89050835,0.01042951,0.34505051
-5.93396698,6.47613470,1.29897762,0.00000000,5.06002597,4.84002588,0.01034501,0.34261262
-5.92796398,6.37807941,1.27070323,0.00000000,4.93123160,4.77726865,0.01022424,0.33907808
-5.92196098,6.26535851,1.23945773,0.00000000,4.79273535,4.70346336,0.01007002,0.33452103
-5.91595798,6.14006006,1.20578510,0.00000000,4.64711526,4.62002220,0.00988573,0.32903511
-5.90995498,6.00445666,1.17026998,0.00000000,4.49702432,4.52849959,0.00967521,0.32272990
-5.90395198,5.86093880,1.13352027,0.00000000,4.34511209,4.43054744,0.00944262,0.31572705
-5.89794897,5.71194903,1.09614985,0.00000000,4.19395062,4.32787050,0.00919234,0.30815625
-5.89194597,5.55991888,1.05876218,0.00000000,4.04596713,4.22218324,0.00892880,0.30015116
-5.88594297,5.40721060,1.02193517,0.00000000,3.90338567,4.11516944,0.00865641,0.29184561
-5.87993997,5.25606509,0.98620769,0.00000000,3.76817935,4.00844563,0.00837943,0.28336995
-5.87393697,5.10855721,0.95206820,0.00000000,3.64203407,3.90352897,0.00810188,0.27484801
-5.86793397,4.96655910,0.91994542,0.00000000,3.52632443,3.80181007,0.00782749,0.26639438
-5.86193097,4.83171186,0.89020143,0.00000000,3.42210147,3.70453120,0.00755960,0.25811242
-5.85592796,4.70540555,0.86312692,0.00000000,3.33009184,3.61276957,0.00730117,0.25009279
-5.84992496,4.58876712,0.83893867,0.00000000,3.25070726,3.52742590,0.00705476,0.24241259
-5.84392196,4.48265577,0.81777905,0.00000000,3.18406285,3.44921774,0.00682250,0.23513510
-5.83791896,4.38766495,0.79971732,0.00000000,3.13000277,3.37867723,0.00660613,0.22830994
-5.83191596,4.30413017,0.78475260,0.00000000,3.08813126,3.31615301,0.00640705,0.22197379
-5.82591296,4.23214178,0.77281813,0.00000000,3.05784727,3.26181556,0.00622631,0.21615132
-5.81990995,4.17156180,0.76378675,0.00000000,3.03838085,3.21566575,0.00606468,0.21085644
-5.81390695,4.12204405,0.75747733,0.00000000,3.02882966,3.17754616,0.00592273,0.20609361
-5.80790395,4.08305692,0.75366192,0.00000000,3.02819410,3.14715470,0.00580082,0.20185925
-5.80190095,4.05390800,0.75207352,0.00000000,3.03540999,3.12406038,0.00569919,0.19814305
-5.79589795,4.03377046,0.75241438,0.00000000,3.04937787,3.10772089,0.00561800,0.19492923
-5.78989495,4.02171041,0.75436456,0.00000000,3.06898849,3.09750180,0.00555733,0.19219757
-5.78389195,4.01671529,0.75759080,0.00000000,3.09314435,3.09269733,0.00551726,0.18992436
-5.77788894,4.01772301,0.76175556,0.00000000,3.12077742,3.09255228,0.00549785,0.18808308
-5.77188594,4.02365161,0.76652608,0.00000000,3.15086360,3.09628517,0.00549919,0.18664499
-5.76588294,4.03342930,0.77158343,0.00000000,3.18243448,3.10311224,0.00552137,0.18557964
-5.75987994,4.04602477,0.77663140,0.00000000,3.21458719,3.11227200,0.00556452,0.18485525
-5.75387694,4.06047721,0.78140502,0.00000000,3.24649331,3.12304998,0.00562882,0.18443919
-5.74787394,4.07592581,0.78567865,0.00000000,3.27740744,3.13480310,0.00571443,0.18429847
-5.74187094,4.09163801,0.78927334,0.00000000,3.30667616,3.14698310,0.00582158,0.18440035
-5.73586793,4.10703567,0.79206334,0.00000000,3.33374769,3.15915821,0.00595050,0.18471311
-5.72986493,4.12171846,0.79398142,0.00000000,3.35818249,3.17103229,0.00610146,0.18520701
-5.72386193,4.13548305,0.79502282,0.00000000,3.37966445,3.18246037,0.00627475,0.18585534
-5.71785893,4.14833732,0.79524760,0.00000000,3.39801218,3.19345989,0.00647067,0.18663559
-5.71185593,4.16050811,0.79478111,0.00000000,3.41318958,3.20421637,0.00668955,0.18753073
-5.70585293,4.17244155,0.79381243,0.00000000,3.42531449,3.21508300,0.00693173,0.18853031
-5.69984992,4.18479489,0.79259058,0.00000000,3.43466425,3.22657322,0.00719752,0.18963154
-5.69384692,4.19841927,0.79141854,0.00000000,3.44167676,3.23934592,0.00748726,0.19084003
-5.68784392,4.21433275,0.79064479,0.00000000,3.44694578,3.25418309,0.00780118,0.19217015
-5.68184092,4.23368386,0.79065282,0.00000000,3.45120934,3.27196001,0.00813947,0.19364497
-5.67583792,4.25770606,0.79184842,0.00000000,3.45533057,3.29360869,0.00850215,0.19529557
-5.66983492,4.28766414,0.79464527,0.00000000,3.46027045,3.32007526,0.00888907,0.19715983
-5.66383192,4.32479417,0.79944906,0.00000000,3.46705278,3.35227305,0.00929981,0.19928050
-5.65782891,4.37023908,0.80664073,0.00000000,3.47672194,3.39103265,0.00973365,0.20170280
-5.65182591,4.42498239,0.81655927,0.00000000,3.49029479,3.43705143,0.01018944,0.20447138
-5.64582291,4.48978295,0.82948489,0.00000000,3.50870847,3.49084451,0.01066563,0.20762705
-5.63981991,4.56511399,0.84562305,0.00000000,3.53276650,3.55269966,0.01116011,0.21120313
-5.63381691,4.65110940,0.86509029,0.00000000,3.56308573,3.62263870,0.01167024,0.21522182
-5.62781391,4.74752058,0.88790233,0.00000000,3.60004696,3.70038737,0.01219280,0.21969078
-5.62181091,4.85368650,0.91396535,0.00000000,3.64375235,3.78535593,0.01272396,0.22460003
-5.61580790,4.96851935,0.94307078,0.00000000,3.69399210,3.87663207,0.01325935,0.22991948
-5.60980490,5.09050750,0.97489428,0.00000000,3.75022310,3.97298699,0.01379406,0.23559723
-5.60380190,5.21773655,1.00899905,0.00000000,3.81156129,4.07289543,0.01432272,0.24155887
-5.59779890,5.34792877,1.04484366,0.00000000,3.87678911,4.17456927,0.01483961,0.24770778
-5.59179590,5.47849979,1.08179431,0.00000000,3.94437859,4.27600389,0.01533878,0.25392656
-5.58579290,5.60663096,1.11914122,0.00000000,4.01252970,4.37503569,0.01581416,0.26007965
-5.57978989,5.72935466,1.15611863,0.00000000,4.07922284,4.46940872,0.01625975,0.26601686
-5.57378689,5.84364914,1.19192771,0.00000000,4.14228350,4.55684751,0.01666970,0.27157798
-5.56778389,5.94653903,1.22576153,0.00000000,4.19945643,4.63513327,0.01703854,0.27659798
-5.56178089,6.03519704,1.25683105,0.00000000,4.24848601,4.70217994,0.01736129,0.28091284
-5.55577789,6.10704242,1.28439105,0.00000000,4.28719918,4.75610683,0.01763358,0.28436554
-5.54977489,6.15983171,1.30776487,0.00000000,4.31358704,4.79530449,0.01785173,0.28681204
-5.54377189,6.19173772,1.32636693,0.00000000,4.32588133,4.81849098,0.01801290,0.28812695
-5.53776888,6.20141319,1.33972199,0.00000000,4.32262212,4.82475595,0.01811508,0.28820858
-5.53176588,6.18803639,1.34748030,0.00000000,4.30271361,4.81359067,0.01815712,0.28698318
-5.52576288,6.15133675,1.34942805,0.00000000,4.26546560,4.78490284,0.01813872,0.28440814
-5.51975988,6.09159972,1.34549262,0.00000000,4.21061872,4.73901580,0.01806041,0.28047399
-5.51375688,6.00965101,1.33574261,0.00000000,4.13835272,4.67665241,0.01792345,0.27520519
-5.50775388,5.90682141,1.32038259,0.00000000,4.04927770,4.59890475,0.01772977,0.26865961
-5.50175088,5.78489435,1.29974306,0.00000000,3.94440924,4.50719143,0.01748189,0.26092678
-5.49574787,5.64603902,1.27426613,0.00000000,3.82512894,4.40320478,0.01718278,0.25212505
-5.48974487,5.49273259,1.24448777,0.00000000,3.69313277,4.28885058,0.01683580,0.24239773
-5.48374187,5.32767527,1.21101738,0.00000000,3.55037009,4.16618342,0.01644458,0.23190846
-5.47773887,5.15370237,1.17451593,0.00000000,3.39897619,4.03734042,0.01601293,0.22083611
-5.47173587,4.97369693,1.13567341,0.00000000,3.24120190,3.90447645,0.01554482,0.20936918
-5.46573287,4.79050683,1.09518678,0.00000000,3.07934316,3.76970320,0.01504427,0.19770031
