energy_ev,total_up,Hg_p_up,Hg_d_up,In_p_up,In_d_up,Te_p_up,Te_d_up
-6.00000000,0.56846554,0.54791548,0.09785404,0.19244126,0.00171281,0.12000275,0.00000000
-5.99399700,0.61465960,0.59001576,0.10828923,0.20163358,0.00191138,0.13104592,0.00000000
-5.98799400,0.66497980,0.63689818,0.11929816,0.21255424,0.00211944,0.14312615,0.00000000
-5.98199100,0.71907040,0.68836439,0.13078862,0.22512931,0.00233534,0.15620186,0.00000000
-5.97598799,0.77649219,0.74413360,0.14265417,0.23925506,0.00255714,0.17021423,0.00000000
-5.96998499,0.83673098,0.80384725,0.15477596,0.25479969,0.00278271,0.18508815,0.00000000
-5.96398199,0.89920864,0.86707564,0.16702519,0.27160587,0.00300973,0.20073364,0.00000000
-5.95797899,0.96329615,0.93332607,0.17926590,0.28949379,0.00323575,0.21704747,0.00000000
-5.95197599,1.02832821,1.00205213,0.19135823,0.30826472,0.00345825,0.23391508,0.00000000
-5.94597299,1.09361854,1.07266362,0.20316181,0.32770480,0.00367473,0.25121255,0.00000000
-5.93996998,1.15847521,1.14453658,0.21453925,0.34758899,0.00388270,0.26880859,0.00000000
-5.93396698,1.22221533,1.21702298,0.22535947,0.36768503,0.00407984,0.28656636,0.00000000
-5.92796398,1.28417834,1.28945973,0.23550077,0.38775717,0.00426396,0.30434510,0.00000000
-5.92196098,1.34373734,1.36117660,0.24485357,0.40756967,0.00443314,0.32200151,0.00000000
-5.91595798,1.40030809,1.43150303,0.25332245,0.42688999,0.00458567,0.33939076,0.00000000
-5.90995498,1.45335550,1.49977362,0.26082774,0.44549151,0.00472018,0.35636729,0.00000000
-5.90395198,1.50239731,1.56533254,0.26730635,0.46315590,0.00483556,0.37278530,0.00000000
-5.89794897,1.54700544,1.62753703,0.27271194,0.47967513,0.00493105,0.38849911,0.00000000
-5.89194597,1.58680507,1.68576037,0.27701452,0.49485320,0.00500615,0.40336341,0.00000000
-5.88594297,1.62147208,1.73939467,0.28019942,0.50850755,0.00506069,0.41723359,0.00000000
-5.87993997,1.65072946,1.78785403,0.28226590,0.52047051,0.00509470,0.42996630,0.00000000
-5.87393697,1.67434328,1.83057849,0.28322538,0.53059061,0.00510849,0.44142021,0.00000000
-5.86793397,1.69211892,1.86703911,0.28309955,0.53873402,0.00510251,0.45145734,0.00000000
-5.86193097,1.70389829,1.89674453,0.28191849,0.54478617,0.00507739,0.45994478,0.00000000
-5.85592796,1.70955837,1.91924914,0.27971885,0.54865351,0.00503387,0.46675698,0.00000000
-5.84992496,1.70901153,1.93416279,0.27654235,0.55026550,0.00497279,0.47177860,0.00000000
-5.84392196,1.70220786,1.94116190,0.27243459,0.54957685,0.00489503,0.47490777,0.00000000
-5.83791896,1.68913933,1.94000156,0.26744418,0.54656973,0.00480154,0.47605974,0.00000000
-5.83191596,1.66984566,1.93052802,0.26162241,0.54125616,0.00469331,0.47517068,0.00000000
-5.82591296,1.64442146,1.91269097,0.25502316,0.53368015,0.00457136,0.47220153,0.00000000
-5.81990995,1.61302397,1.88655486,0.24770324,0.52391964,0.00443677,0.46714154,0.00000000
-5.81390695,1.57588092,1.85230837,0.23972290,0.51208803,0.00429065,0.46001143,0.00000000
-5.80790395,1.53329762,1.81027147,0.23114658,0.49833510,0.00413420,0.45086584,0.00000000
-5.80190095,1.48566259,1.76089920,0.22204355,0.48284733,0.00396869,0.43979492,0.00000000
-5.79589795,1.43345124,1.70478183,0.21248862,0.46584729,0.00379548,0.42692486,0.00000000
