energy_ev,total_up,Au_p_up,Au_d_up,In_p_up,In_d_up,Se_s_up,Se_p_up
-6.00000000,2.79963217,0.26343013,2.29882266,0.29995078,0.00771740,0.01479273,0.16783216
-5.99399700,2.80952120,0.26846551,2.30762984,0.30443344,0.00779746,0.01499212,0.16690602
-5.98799400,2.82193864,0.27390666,2.31884797,0.30919601,0.00788546,0.01520403,0.16592553
-5.98199100,2.83772930,0.27986129,2.33319588,0.31428850,0.00798274,0.01543086,0.16493944
-5.97598799,2.85771377,0.28643627,2.35136862,0.31975937,0.00809049,0.01567508,0.16399464
-5.96998499,2.88265948,0.29373283,2.37401338,0.32565374,0.00820972,0.01593905,0.16313463
-5.96398199,2.91325227,0.30184162,2.40170580,0.33201179,0.00834121,0.01622493,0.16239810
-5.95797899,2.95006929,0.31083813,2.43492736,0.33886701,0.00848550,0.01653459,0.16181771
-5.95197599,2.99355432,0.32077837,2.47404467,0.34624466,0.00864278,0.01686946,0.16141909
-5.94597299,3.04399617,0.33169518,2.51929131,0.35416026,0.00881297,0.01723046,0.16122008
-5.93996998,3.10151114,0.34359522,2.57075306,0.36261827,0.00899562,0.01761791,0.16123028
-5.93396698,3.16603016,0.35645678,2.62835696,0.37161099,0.00918993,0.01803149,0.16145082
-5.92796398,3.23729129,0.37022861,2.69186485,0.38111770,0.00939478,0.01847016,0.16187444
-5.92196098,3.31483787,0.38482968,2.76087173,0.39110404,0.00960869,0.01893215,0.16248585
-5.91595798,3.39802272,0.40015008,2.83480919,0.40152174,0.00982989,0.01941500,0.16326231
-5.90995498,3.48601822,0.41605288,2.91295385,0.41230873,0.01005632,0.01991553,0.16417451
-5.90395198,3.57783225,0.43237698,2.99444086,0.42338953,0.01028569,0.02042990,0.16518753
-5.89794897,3.67232955,0.44894093,3.07828197,0.43467610,0.01051550,0.02095370,0.16626207
-5.89194597,3.76825785,0.46554742,3.16338782,0.44606901,0.01074311,0.02148203,0.16735576
-5.88594297,3.86427813,0.48198845,3.24859373,0.45745904,0.01096582,0.02200958,0.16842458
-5.87993997,3.95899798,0.49805099,3.33268836,0.46872910,0.01118088,0.02253078,0.16942423
-5.87393697,4.05100731,0.51352286,3.41444426,0.47975654,0.01138558,0.02303993,0.17031165
-5.86793397,4.13891502,0.52819871,3.49264943,0.49041571,0.01157731,0.02353130,0.17104636
-5.86193097,4.22138592,0.54188600,3.56613908,0.50058089,0.01175360,0.02399933,0.17159181
-5.85592796,4.29717654,0.55441057,3.63382649,0.51012937,0.01191221,0.02443874,0.17191658
-5.84992496,4.36516898,0.56562189,3.69473219,0.51894469,0.01205115,0.02484472,0.17199542
-5.84392196,4.42440176,0.57539773,3.74801054,0.52691999,0.01216876,0.02521301,0.17181020
-5.83791896,4.47409679,0.58364802,3.79297307,0.53396135,0.01226369,0.02554012,0.17135055
-5.83191596,4.51368182,0.59031807,3.82910773,0.53999100,0.01233503,0.02582339,0.17061435
