energy_ev,total_up,Ga_p_up,Ga_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,5.37109437,1.49594570,0.00000000,1.91094972,2.47774219,1.72621512,0.00000000
-5.99399700,5.42272330,1.51319519,0.00000000,1.93781804,2.50066787,1.73654974,0.00000000
-5.98799400,5.45083170,1.52295170,0.00000000,1.95577719,2.51299556,1.73979833,0.00000000
-5.98199100,5.45473385,1.52501848,0.00000000,1.96474625,2.51426214,1.73578234,0.00000000
-5.97598799,5.43422124,1.51934828,0.00000000,1.96482378,2.50421840,1.72447858,0.00000000
-5.96998499,5.38956317,1.50604211,0.00000000,1.95628025,2.48283617,1.70601855,0.00000000
-5.96398199,5.32149256,1.48534378,0.00000000,1.93954501,2.45030850,1.68068248,0.00000000
-5.95797899,5.23117757,1.45763033,0.00000000,1.91518846,2.40704292,1.64888822,0.00000000
-5.95197599,5.12018023,1.42339881,0.00000000,1.88390016,2.35364805,1.61117560,0.00000000
-5.94597299,4.99040391,1.38324993,0.00000000,1.84646372,2.29091421,1.56818689,0.00000000
-5.93996998,4.84403184,1.33786924,0.00000000,1.80372966,2.21978889,1.52064447,0.00000000
-5.93396698,4.68345942,1.28800662,0.00000000,1.75658746,2.14134814,1.46932660,0.00000000
-5.92796398,4.51122324,1.23445480,0.00000000,1.70593785,2.05676516,1.41504257,0.00000000
-5.92196098,4.32992962,1.17802785,0.00000000,1.65266668,1.96727736,1.35860815,0.00000000
-5.91595798,4.14218593,1.11954033,0.00000000,1.59762144,1.87415337,1.30082273,0.00000000
-5.90995498,3.95053705,1.05978787,0.00000000,1.54159130,1.77866124,1.24244875,0.00000000
-5.90395198,3.75740959,0.99952984,0.00000000,1.48529149,1.68203905,1.18419457,0.00000000
-5.89794897,3.56506565,0.93947466,0.00000000,1.42935250,1.58546903,1.12670109,0.00000000
-5.89194597,3.37556737,0.88026791,0.00000000,1.37431427,1.49005592,1.07053268,0.00000000
-5.88594297,3.19075312,0.82248384,0.00000000,1.32062548,1.39681013,1.01617246,0.00000000
-5.87993997,3.01222521,0.76661988,0.00000000,1.26864742,1.30663605,0.96402175,0.00000000
-5.87393697,2.84134859,0.71309446,0.00000000,1.21866199,1.22032542,0.91440343,0.00000000
-5.86793397,2.67925932,0.66224755,0.00000000,1.17088300,1.13855541,0.86756855,0.00000000
-5.86193097,2.52688121,0.61434384,0.00000000,1.12546973,1.06189102,0.82370552,0.00000000
-5.85592796,2.38494843,0.56957786,0.00000000,1.08254178,0.99079093,0.78295096,0.00000000
-5.84992496,2.25403197,0.52808068,0.00000000,1.04219393,0.92561603,0.74540146,0.00000000
-5.84392196,2.13456742,0.48992753,0.00000000,1.00451009,0.86663961,0.71112512,0.00000000
-5.83791896,2.02688189,0.45514582,0.00000000,0.96957509,0.81405819,0.68017222,0.00000000
-5.83191596,1.93121791,0.42372312,0.00000000,0.93748368,0.76800221,0.65258418,0.00000000
-5.82591296,1.84775262,0.39561451,0.00000000,0.90834594,0.72854565,0.62840026,0.00000000
-5.81990995,1.77661091,0.37074901,0.00000000,0.88228882,0.69571399,0.60766159,0.00000000
-5.81390695,1.71787186,0.34903499,0.00000000,0.85945356,0.66948999,0.59041231,0.00000000
-5.80790395,1.67156822,0.33036408,0.00000000,0.83998934,0.64981718,0.57669786,0.00000000
-5.80190095,1.63767935,0.31461395,0.00000000,0.82404335,0.63660091,0.56656072,0.00000000
-5.79589795,1.61611856,0.30164978,0.00000000,0.81174828,0.62970728,0.56003384,0.00000000
-5.78989495,1.60671624,0.29132474,0.00000000,0.80320782,0.62896033,0.55713258,0.00000000
