energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-2.93846923,2.91518053,1.16548123,1.47193897,0.00144992,0.02774683,0.31930206,0.86777062,0.00551777,0.07548723
-2.93246623,2.79633958,1.10186980,1.41316341,0.00143480,0.02791506,0.30136480,0.83912685,0.00536062,0.07110502
-2.92646323,2.68065641,1.03693441,1.35438740,0.00141825,0.02817460,0.28312428,0.81424073,0.00521185,0.06698386
-2.92046023,2.56942054,0.97152303,1.29644910,0.00140011,0.02853777,0.26481795,0.79312687,0.00507544,0.06315192
-2.91445723,2.46376968,0.90643977,1.24012362,0.00138024,0.02901457,0.24667044,0.77573483,0.00495501,0.05963173
-2.90845423,2.36466999,0.84242763,1.18610590,0.00135855,0.02961229,0.22888891,0.76195551,0.00485367,0.05644050
-2.90245123,2.27290152,0.78015429,1.13499676,0.00133501,0.03033510,0.21165915,0.75162807,0.00477398,0.05359040
-2.89644822,2.18904891,0.72020113,1.08729224,0.00130961,0.03118385,0.19514255,0.74454699,0.00471782,0.05108891
-2.89044522,2.11349767,0.66305580,1.04337674,0.00128244,0.03215585,0.17947409,0.74046913,0.00468640,0.04893919
-2.88444222,2.04643611,0.60910824,1.00351985,0.00125361,0.03324478,0.16476118,0.73912093,0.00468018,0.04714040
-2.87843922,1.98786262,0.55865015,0.96787680,0.00122329,0.03444076,0.15108360,0.74020549,0.00469893,0.04568803
-2.87243622,1.93759818,0.51187750,0.93649257,0.00119172,0.03573044,0.13849416,0.74340964,0.00474170,0.04457420
-2.86643322,1.89530364,0.46889595,0.90930919,0.00115918,0.03709725,0.12702025,0.74841108,0.00480690,0.04378802
-2.86043022,1.86050117,0.42972842,0.88617599,0.00112600,0.03852177,0.11666609,0.75488551,0.00489236,0.04331580
-2.85442721,1.83259928,0.39432462,0.86686239,0.00109255,0.03998215,0.10741541,0.76251391,0.00499539,0.04314142
-2.84842421,1.81092073,0.36257185,0.85107273,0.00105924,0.04145465,0.09923473,0.77098980,0.00511295,0.04324660
-2.84242121,1.79473243,0.33430657,0.83846260,0.00102652,0.04291424,0.09207668,0.78002669,0.00524165,0.04361130
-2.83641821,1.78327655,0.30932625,0.82865629,0.00099485,0.04433523,0.08588369,0.78936542,0.00537796,0.04421408
-2.83041521,1.77580203,0.28740107,0.82126457,0.00096475,0.04569204,0.08059146,0.79878149,0.00551832,0.04503254
-2.82441221,1.77159541,0.26828510,0.81590254,0.00093673,0.04695987,0.07613247,0.80809209,0.00565922,0.04604385
-2.81840920,1.77001031,0.25172648,0.81220678,0.00091134,0.04811546,0.07243915,0.81716275,0.00579736,0.04722525
-2.81240620,1.77049454,0.23747659,0.80985141,0.00088914,0.04913779,0.06944681,0.82591336,0.00592978,0.04855469
-2.80640320,1.77261410,0.22529775,0.80856249,0.00087072,0.05000883,0.06709609,0.83432333,0.00605393,0.05001143
-2.80040020,1.77607322,0.21496961,0.80813033,0.00085667,0.05071408,0.06533508,0.84243569,0.00616783,0.05157675
-2.79439720,1.78072976,0.20629391,0.80841935,0.00084758,0.05124319,0.06412077,0.85035975,0.00627010,0.05323452
-2.78839420,1.78660538,0.19909787,0.80937497,0.00084405,0.05159039,0.06342022,0.85827223,0.00636008,0.05497190
-2.78239120,1.79388986,0.19323606,0.81102734,0.00084669,0.05175485,0.06321094,0.86641651,0.00643782,0.05677982
-2.77638819,1.80293928,0.18859096,0.81349173,0.00085608,0.05174088,0.06348101,0.87509985,0.00650419,0.05865350
-2.77038519,1.81426778,0.18507232,0.81696532,0.00087277,0.05155802,0.06422847,0.88468843,0.00656081,0.06059272
-2.76438219,1.82853284,0.18261536,0.82172045,0.00089732,0.05122090,0.06546039,0.89560009,0.00661007,0.06260200
-2.75837919,1.84651423,0.18117819,0.82809452,0.00093018,0.05074907,0.06719144,0.90829472,0.00665505,0.06469058
-2.75237619,1.86908699,0.18073835,0.83647654,0.00097178,0.05016652,0.06944213,0.92326244,0.00669946,0.06687213
-2.74637319,1.89718901,0.18128885,0.84729093,0.00102244,0.04950113,0.07223667,0.94100955,0.00674756,0.06916431
-2.74037019,1.93178400,0.18283376,0.86097893,0.00108240,0.04878398,0.07560065,0.96204268,0.00680397,0.07158804
-2.73436718,1.97382100,0.18538365,0.87797822,0.00115175,0.04804844,0.07955859,0.98685131,0.00687355,0.07416656
-2.72836418,2.02419151,0.18895085,0.89870155,0.00123045,0.04732926,0.08413136,1.01588917,0.00696123,0.07692429
-2.72236118,2.08368581,0.19354493,0.92351513,0.00131830,0.04666147,0.08933372,1.04955506,0.00707182,0.07988551
-2.71635818,2.15295001,0.19916831,0.95271767,0.00141491,0.04607934,0.09517196,1.08817367,0.00720983,0.08307289
-2.71035518,2.23244540,0.20581234,0.98652089,0.00151970,0.04561521,0.10164176,1.13197704,0.00737923,0.08650597
-2.70435218,2.32241188,0.21345385,1.02503247,0.00163188,0.04529846,0.10872640,1.18108748,0.00758332,0.09019961
-2.69834917,2.42283699,0.22205238,1.06824213,0.00175047,0.04515442,0.11639541,1.23550256,0.00782452,0.09416244
-2.69234617,2.53343210,0.23154799,1.11601162,0.00187425,0.04520348,0.12460363,1.29508291,0.00810422,0.09839551
-2.68634317,2.65361692,0.24186003,1.16806916,0.00200182,0.04546028,0.13329082,1.35954354,0.00842267,0.10289107
-2.68034017,2.78251348,0.25288656,1.22400876,0.00213160,0.04593310,0.14238188,1.42844921,0.00877889,0.10763162
-2.67433717,2.91895015,0.26450476,1.28329447,0.00226183,0.04662341,0.15178755,1.50121430,0.00917058,0.11258927
-2.66833417,3.06147598,0.27657202,1.34526979,0.00239065,0.04752563,0.16140570,1.57710746,0.00959417,0.11772549
-2.66233117,3.20838537,0.28892795,1.40917175,0.00251606,0.04862716,0.17112314,1.65526123,0.01004481,0.12299121
-2.65632816,3.35775227,0.30139703,1.47414935,0.00263604,0.04990861,0.18081785,1.73468662,0.01051645,0.12832743
-2.65032516,3.50747332,0.31379195,1.53928571,0.00274856,0.05134421,0.19036159,1.81429224,0.01100200,0.13366614
-2.64432216,3.65531833,0.32591740,1.60362307,0.00285165,0.05290251,0.19962282,1.89290770,0.01149344,0.13893176
-2.63831916,3.79898653,0.33757435,1.66618970,0.00294341,0.05454719,0.20846974,1.96931067,0.01198204,0.14404286
-2.63231616,3.93616685,0.34856454,1.72602775,0.00302211,0.05623813,0.21677345,2.04225661,0.01245861,0.14891427
-2.62631316,4.06459986,0.35869507,1.78222087,0.00308623,0.05793252,0.22441100,2.11051058,0.01291368,0.15345941
-2.62031016,4.18213950,0.36778299,1.83392063,0.00313447,0.05958607,0.23126840,2.17287981,0.01333782,0.15759279
-2.61430715,4.28681222,0.37565970,1.88037066,0.00316584,0.06115438,0.23724329,2.22824610,0.01372185,0.16123263
-2.60830415,4.37687153,0.38217504,1.92092766,0.00317963,0.06259418,0.24224732,2.27559698,0.01405712,0.16430334
-2.60230115,4.45084605,0.38720093,1.95507842,0.00317549,0.06386462,0.24620818,2.31405444,0.01433574,0.16673805
-2.59629815,4.50757929,0.39063450,1.98245237,0.00315340,0.06492846,0.24907116,2.34290030,0.01455082,0.16848077
-2.59029515,4.54625992,0.39240058,2.00282904,0.00311368,0.06575317,0.25080021,2.36159732,0.01469659,0.16948829
-2.58429215,4.56644152,0.39245345,2.01614047,0.00305698,0.06631183,0.25137861,2.36980527,0.01476866,0.16973175
-2.57828914,4.56805106,0.39077794,2.02246840,0.00298426,0.06658390,0.25080907,2.36739134,0.01476402,0.16919760
-2.57228614,4.55138612,0.38738962,2.02203646,0.00289677,0.06655575,0.24911341,2.35443465,0.01468119,0.16788828
-2.56628314,4.51710098,0.38233436,2.01519787,0.00279598,0.06622101,0.24633178,2.33122446,0.01452023,0.16582214
-2.56028014,4.46618227,0.37568703,2.00241919,0.00268358,0.06558063,0.24252157,2.29825241,0.01428268,0.16303305
-2.55427714,4.39991521,0.36754952,1.98426081,0.00256142,0.06464274,0.23775585,2.25619877,0.01397156,0.15956931
-2.54827414,4.31984182,0.35804812,1.96135520,0.00243145,0.06342233,0.23212165,2.20591339,0.01359126,0.15549229
-2.54227114,4.22771278,0.34733029,1.93438380,0.00229568,0.06194065,0.22571795,2.14839198,0.01314736,0.15087450
-2.53626813,4.12543479,0.33556096,1.90405351,0.00215615,0.06022445,0.21865354,2.08474850,0.01264652,0.14579743
-2.53026513,4.01501553,0.32291852,1.87107392,0.00201485,0.05830511,0.21104479,2.01618461,0.01209630,0.14034912
-2.52426213,3.89850821,0.30959051,1.83613622,0.00187375,0.05621760,0.20301335,1.94395740,0.01150489,0.13462161
-2.51825913,3.77795776,0.29576923,1.79989454,0.00173469,0.05399941,0.19468396,1.86934630,0.01088100,0.12870833
-2.51225613,3.65535066,0.28164741,1.76295067,0.00159939,0.05168940,0.18618229,1.79362045,0.01023357,0.12270154
-2.50625313,3.53256991,0.26741406,1.72584253,0.00146947,0.04932666,0.17763294,1.71800747,0.00957157,0.11668999
-2.50025013,3.41135682,0.25325058,1.68903688,0.00134635,0.04694951,0.16915761,1.64366477,0.00890387,0.11075670
-2.49424712,3.29328034,0.23932736,1.65292637,0.00123134,0.04459444,0.16087347,1.57165406,0.00823895,0.10497720
-2.48824412,3.17971489,0.22580089,1.61783076,0.00112553,0.04229526,0.15289177,1.50291995,0.00758485,0.09941796
-2.48224112,3.07182676,0.21281146,1.58400214,0.00102991,0.04008242,0.14531669,1.43827310,0.00694894,0.09413540
-2.47623812,2.97056892,0.20048157,1.55163333,0.00094525,0.03798237,0.13824439,1.37837810,0.00633788,0.08917518
-2.47023512,2.87668377,0.18891494,1.52086908,0.00087222,0.03601724,0.13176233,1.32374652,0.00575747,0.08457199
-2.46423212,2.79071282,0.17819628,1.49181898,0.00081132,0.03420458,0.12594872,1.27473467,0.00521266,0.08034965
-2.45822911,2.71301227,0.16839164,1.46457113,0.00076289,0.03255735,0.12087222,1.23154620,0.00470747,0.07652172
-2.45222611,2.64377306,0.15954940,1.43920589,0.00072718,0.03108406,0.11659169,1.19423877,0.00424501,0.07309230
-2.44622311,2.58304396,0.15170164,1.41580847,0.00070427,0.02978902,0.11315619,1.16273462,0.00382749,0.07005712
-2.44022011,2.53075632,0.14486600,1.39447983,0.00069413,0.02867277,0.11060492,1.13683405,0.00345628,0.06740490
-2.43421711,2.48674917,0.13904777,1.37534518,0.00069662,0.02773258,0.10896731,1.11623145,0.00313191,0.06511879
-2.42821411,2.45079335,0.13424209,1.35855955,0.00071144,0.02696304,0.10826321,1.10053297,0.00285419,0.06317785
-2.42221111,2.42261395,0.13043625,1.34431040,0.00073822,0.02635672,0.10850301,1.08927523,0.00262226,0.06155861
-2.41620810,2.40191013,0.12761184,1.33281711,0.00077641,0.02590480,0.10968793,1.08194441,0.00243467,0.06023651
-2.41020510,2.38837212,0.12574681,1.32432767,0.00082539,0.02559775,0.11181034,1.07799515,0.00228950,0.05918728
-2.40420210,2.38169505,0.12481716,1.31911298,0.00088439,0.02542596,0.11485416,1.07686867,0.00218437,0.05838816
-2.39819910,2.38158979,0.12479839,1.31745927,0.00095254,0.02538029,0.11879534,1.07800978,0.00211659,0.05781892
-2.39219610,2.38779092,0.12566659,1.31965926,0.00102889,0.02545260,0.12360251,1.08088227,0.00208322,0.05746270
-2.38619310,2.40006227,0.12739913,1.32600289,0.00111239,0.02563616,0.12923771,1.08498263,0.00208113,0.05730666
-2.38019010,2.41820030,0.12997495,1.33676800,0.00120191,0.02592595,0.13565721,1.08985162,0.00210706,0.05734230
-2.37418709,2.44203571,0.13337453,1.35221177,0.00129630,0.02631887,0.14281252,1.09508372,0.00215773,0.05756569
-2.36818409,2.47143366,0.13757950,1.37256318,0.00139439,0.02681380,0.15065137,1.10033430,0.00222982,0.05797741
-2.36218109,2.50629263,0.14257200,1.39801688,0.00149506,0.02741157,0.15911878,1.10532444,0.00232011,0.05858226
-2.35617809,2.54654218,0.14833374,1.42872843,0.00159720,0.02811478,0.16815812,1.10984345,0.00242542,0.05938888
-2.35017509,2.59213936,0.15484495,1.46481104,0.00169985,0.02892752,0.17771202,1.11374903,0.00254272,0.06040911
-2.34417209,2.64306390,0.16208314,1.50633342,0.00180216,0.02985496,0.18772318,1.11696525,0.00266914,0.06165727
-2.33816908,2.69931177,0.17002186,1.55331854,0.00190348,0.03090287,0.19813497,1.11947835,0.00280197,0.06314929
-2.33216608,2.76088709,0.17862943,1.60574281,0.00200336,0.03207702,0.20889174,1.12133068,0.00293871,0.06490175
-2.32616308,2.82779219,0.18786780,1.66353545,0.00210160,0.03338257,0.21993889,1.12261285,0.00307706,0.06693091
-2.32016008,2.90001592,0.19769140,1.72657744,0.00219826,0.03482338,0.23122256,1.12345460,0.00321495,0.06925167
-2.31415708,2.97752021,0.20804636,1.79470003,0.00229368,0.03640135,0.24268911,1.12401445,0.00335052,0.07187654
-2.30815408,3.06022535,0.21886984,1.86768251,0.00238849,0.03811576,0.25428431,1.12446880,0.00348215,0.07481470
-2.30215108,3.14799446,0.23008964,1.94524927,0.00248355,0.03996268,0.26595234,1.12500075,0.00360842,0.07807106
-2.29614807,3.24061795,0.24162426,2.02706634,0.00257999,0.04193445,0.27763474,1.12578922,0.00372818,0.08164553
-2.29014507,3.33779872,0.25338320,2.11273774,0.00267912,0.04401932,0.28926940,1.12699867,0.00384047,0.08553238
-2.28414207,3.43913924,0.26526767,2.20180202,0.00278240,0.04620114,0.30078961,1.12877009,0.00394456,0.08971975
-2.27813907,3.54413141,0.27717173,2.29372964,0.00289137,0.04845939,0.31212353,1.13121353,0.00403993,0.09418945
-2.27213607,3.65215028,0.28898376,2.38792163,0.00300756,0.05076917,0.32319393,1.13440244,0.00412630,0.09891689
-2.26613307,3.76245242,0.30058828,2.48371030,0.00313247,0.05310159,0.33391845,1.13837033,0.00420357,0.10387131
-2.26013007,3.87417958,0.31186808,2.58036230,0.00326742,0.05542422,0.34421047,1.14310950,0.00427189,0.10901618
-2.25412706,3.98636803,0.32270662,2.67708454,0.00341349,0.05770179,0.35398047,1.14857225,0.00433162,0.11430989
-2.24812406,4.09796367,0.33299057,2.77303313,0.00357148,0.05989703,0.36313801,1.15467416,0.00438331,0.11970657
-2.24212106,4.20784252,0.34261239,2.86732546,0.00374177,0.06197163,0.37159415,1.16129935,0.00442777,0.12515716
-2.23611806,4.31483589,0.35147295,2.95905499,0.00392433,0.06388737,0.37926438,1.16830733,0.00446598,0.13061052
-2.23011506,4.41775943,0.35948398,3.04730862,0.00411867,0.06560725,0.38607164,1.17554098,0.00449916,0.13601471
-2.22411206,4.51544448,0.36657026,3.13118579,0.00432379,0.06709661,0.39194955,1.18283525,0.00452870,0.14131824
-2.21810905,4.60677047,0.37267153,3.20981873,0.00453817,0.06832432,0.39684542,1.19002583,0.00455616,0.14647129
-2.21210605,4.69069672,0.37774392,3.28239273,0.00475986,0.06926373,0.40072296,1.19695755,0.00458328,0.15142685
-2.20610305,4.76629182,0.38176096,3.34816585,0.00498644,0.06989363,0.40356448,1.20349169,0.00461186,0.15614176
-2.20010005,4.83275943,0.38471395,3.40648669,0.00521515,0.07019890,0.40537232,1.20951196,0.00464382,0.16057744
-2.19409705,4.88945885,0.38661184,3.45680976,0.00544291,0.07017110,0.40616949,1.21492874,0.00468105,0.16470052
-2.18809405,4.93591947,0.38748058,3.49870746,0.00566645,0.06980865,0.40599934,1.21968138,0.00472542,0.16848316
-2.18209105,4.97184842,0.38736180,3.53187821,0.00588242,0.06911689,0.40492423,1.22373836,0.00477867,0.17190306
-2.17608804,4.99713116,0.38631122,3.55615036,0.00608746,0.06810786,0.40302326,1.22709548,0.00484237,0.17494330
-2.17008504,5.01182500,0.38439646,3.57148188,0.00627837,0.06679985,0.40038912,1.22977227,0.00491780,0.17759192
-2.16408204,5.01614642,0.38169474,3.57795582,0.00645214,0.06521666,0.39712418,1.23180673,0.00500593,0.17984131
-2.15807904,5.01045273,0.37829028,3.57577200,0.00660612,0.06338685,0.39333606,1.23324905,0.00510731,0.18168741
-2.15207604,4.99521973,0.37427168,3.56523559,0.00673804,0.06134268,0.38913286,1.23415466,0.00522205,0.18312897
-2.14607304,4.97101650,0.36972946,3.54674317,0.00684609,0.05911909,0.38461836,1.23457709,0.00534972,0.18416663
-2.14007004,4.93847913,0.36475364,3.52076727,0.00692899,0.05675258,0.37988746,1.23456132,0.00548938,0.18480222
-2.13406703,4.89828492,0.35943178,3.48784018,0.00698595,0.05428015,0.37502198,1.23413799,0.00563954,0.18503810
-2.12806403,4.85112859,0.35384733,3.44853808,0.00701671,0.05173825,0.37008736,1.23331896,0.00579817,0.18487668
-2.12206103,4.79770184,0.34807847,3.40346615,0.00702151,0.04916190,0.36513010,1.23209452,0.00596273,0.18432018
-2.11605803,4.73867733,0.34219752,3.35324551,0.00700101,0.04658392,0.36017634,1.23043259,0.00613027,0.18337068
-2.11005503,4.67469778,0.33627080,3.29850250,0.00695628,0.04403429,0.35523164,1.22827980,0.00629743,0.18203036
-2.10405203,4.60637048,0.33035908,3.23986059,0.00688868,0.04153976,0.35028179,1.22556467,0.00646064,0.18030197
-2.09804902,4.53426725,0.32451842,3.17793514,0.00679983,0.03912360,0.34529483,1.22220239,0.00661614,0.17818962
-2.09204602,4.45892928,0.31880148,3.11333084,0.00669148,0.03680548,0.34022406,1.21810129,0.00676018,0.17569959
-2.08604302,4.38087602,0.31325905,3.04664158,0.00656548,0.03460160,0.33501182,1.21317015,0.00688911,0.17284131
-2.08004002,4.30061722,0.30794171,2.97845229,0.00642368,0.03252487,0.32959392,1.20732627,0.00699952,0.16962834
-2.07403702,4.21866656,0.30290158,2.90934213,0.00626787,0.03058523,0.32390433,1.20050358,0.00708839,0.16607930
-2.06803402,4.13555564,0.29819388,2.83988821,0.00609976,0.02879003,0.31788008,1.19266022,0.00715319,0.16221861
-2.06203102,4.05184679,0.29387816,2.77066929,0.00592095,0.02714446,0.31146578,1.18378526,0.00719196,0.15807708
-2.05602801,3.96814351,0.29001919,2.70226857,0.00573285,0.02565194,0.30461780,1.17390403,0.00720341,0.15369220
-2.05002501,3.88509719,0.28668726,2.63527492,0.00553678,0.02431455,0.29730774,1.16308168,0.00718697,0.14910808
-2.04402201,3.80340938,0.28395786,2.57028210,0.00533390,0.02313334,0.28952498,1.15142476,0.00714277,0.14437510
-2.03801901,3.72382898,0.28191071,2.50788548,0.00512525,0.02210866,0.28127828,1.13908083,0.00707169,0.13954917
-2.03201601,3.64714408,0.28062805,2.44867617,0.00491180,0.02124032,0.27259632,1.12623578,0.00697525,0.13469065
-2.02601301,3.57416876,0.28019236,2.39323249,0.00469446,0.02052774,0.26352716,1.11310942,0.00685561,0.12986309
-2.02001001,3.50572516,0.28068348,2.34210910,0.00447413,0.01997001,0.25413671,1.09994919,0.00671547,0.12513152
-2.01400700,3.44262191,0.28217529,2.29582426,0.00425171,0.01956583,0.24450631,1.08702251,0.00655795,0.12056085
-2.00800400,3.38562994,0.28473223,2.25484570,0.00402814,0.01931344,0.23472953,1.07460824,0.00638648,0.11621395
-2.00200100,3.33545692,0.28840559,2.21957614,0.00380442,0.01921051,0.22490855,1.06298742,0.00620470,0.11214989
-1.99599800,3.29272205,0.29323019,2.19033900,0.00358160,0.01925399,0.21515012,1.05243399,0.00601635,0.10842226
-1.98999500,3.25793236,0.29922123,2.16736556,0.00336083,0.01943992,0.20556145,1.04320582,0.00582514,0.10507762
-1.98399200,3.23146217,0.30637193,2.15078418,0.00314331,0.01976333,0.19624626,1.03553640,0.00563468,0.10215429
-1.97798899,3.21353690,0.31465187,2.14061247,0.00293029,0.02021810,0.18730115,1.02962765,0.00544840,0.09968135
-1.97198599,3.20422214,0.32400636,2.13675322,0.00272308,0.02079688,0.17881246,1.02564394,0.00526950,0.09767815
-1.96598299,3.20341880,0.33435681,2.13899423,0.00252299,0.02149108,0.17085373,1.02370768,0.00510089,0.09615404
-1.95997999,3.21086464,0.34560225,2.14701265,0.00233131,0.02229088,0.16348397,1.02389641,0.00494523,0.09510860
-1.95397699,3.22614213,0.35762195,2.16038345,0.00214935,0.02318537,0.15674661,1.02624152,0.00480490,0.09453216
-1.94797399,3.24869230,0.37027899,2.17859197,0.00197830,0.02416264,0.15066924,1.03072847,0.00468204,0.09440665
-1.94197099,3.27783364,0.38342461,2.20104987,0.00181932,0.02521003,0.14526410,1.03729833,0.00457861,0.09470675
-1.93596798,3.31278526,0.39690323,2.22711368,0.00167346,0.02631436,0.14052913,1.04585061,0.00449638,0.09540116
-1.92996498,3.35269266,0.41055768,2.25610500,0.00154167,0.02746220,0.13644958,1.05624696,0.00443704,0.09645405
-1.92396198,3.39665489,0.42423449,2.28733133,0.00142476,0.02864017,0.13299998,1.06831560,0.00440223,0.09782651
-1.91795898,3.44375149,0.43778883,2.32010614,0.00132345,0.02983527,0.13014634,1.08185628,0.00439356,0.09947793
-1.91195598,3.49306765,0.45108877,2.35376732,0.00123831,0.03103510,0.12784839,1.09664532,0.00441265,0.10136731
-1.90595298,3.54371632,0.46401874,2.38769281,0.00116978,0.03222816,0.12606184,1.11244080,0.00446113,0.10345432
-1.89994997,3.59485614,0.47648172,2.42131262,0.00111817,0.03340406,0.12474035,1.12898746,0.00454065,0.10570016
-1.89394697,3.64570433,0.48840029,2.45411664,0.00108366,0.03455366,0.12383726,1.14602130,0.00465281,0.10806815
-1.88794397,3.69554420,0.49971622,2.48565799,0.00106628,0.03566914,0.12330694,1.16327367,0.00479914,0.11052397
-1.88194097,3.74372710,0.51038888,2.51555185,0.00106593,0.03674409,0.12310576,1.18047496,0.00498100,0.11303576
-1.87593797,3.78966931,0.52039238,2.54347012,0.00108235,0.03777339,0.12319256,1.19735764,0.00519953,0.11557377
-1.86993497,3.83284453,0.52971179,2.56913270,0.00111512,0.03875312,0.12352887,1.21365887,0.00545552,0.11811003
-1.86393197,3.87277305,0.53833875,2.59229609,0.00116366,0.03968039,0.12407863,1.22912271,0.00574933,0.12061764
-1.85792896,3.90900887,0.54626664,2.61274061,0.00122717,0.04055310,0.12480775,1.24350190,0.00608079,0.12307019
-1.85192596,3.94112632,0.55348594,2.63025730,0.00130468,0.04136972,0.12568346,1.25655949,0.00644911,0.12544099
-1.84592296,3.96870759,0.55997989,2.64463592,0.00139500,0.04212896,0.12667353,1.26807036,0.00685279,0.12770254
-1.83991996,3.99133257,0.56572104,2.65565507,0.00149672,0.04282956,0.12774561,1.27782277,0.00728962,0.12982597
-1.83391696,4.00857242,0.57066881,2.66307548,0.00160822,0.04347002,0.12886656,1.28562005,0.00775662,0.13178088
-1.82791396,4.01998757,0.57476841,2.66663732,0.00172766,0.04404841,0.13000205,1.29128261,0.00825005,0.13353523
-1.82191096,4.02513098,0.57795115,2.66606187,0.00185300,0.04456225,0.13111641,1.29465019,0.00876549,0.13505567
-1.81590795,4.02355680,0.58013631,2.66105777,0.00198202,0.04500842,0.13217270,1.29558455,0.00929790,0.13630808
-1.80990495,4.01483412,0.58123435,2.65133153,0.00211238,0.04538322,0.13313321,1.29397250,0.00984172,0.13725843
-1.80390195,3.99856537,0.58115141,2.63660181,0.00224161,0.04568245,0.13396009,1.28972924,0.01039104,0.13787387
-1.79789895,3.97440821,0.57979476,2.61661656,0.00236722,0.04590160,0.13461639,1.28280199,0.01093975,0.13812397
-1.79189595,3.94209971,0.57707890,2.59117193,0.00248672,0.04603614,0.13506722,1.27317366,0.01148172,0.13798222
-1.78589295,3.90148126,0.57293194,2.56013166,0.00259772,0.04608187,0.13528104,1.26086653,0.01201101,0.13742741
-1.77988994,3.85252269,0.56730187,2.52344563,0.00269795,0.04603523,0.13523105,1.24594576,0.01252201,0.13644511
-1.77388694,3.79534388,0.56016225,2.48116636,0.00278538,0.04589379,0.13489643,1.22852242,0.01300966,0.13502893
-1.76788394,3.73023245,0.55151703,2.43346215,0.00285826,0.04565658,0.13426362,1.20875600,0.01346959,0.13318165
-1.76188094,3.65765633,0.54140419,2.38062597,0.00291518,0.04532454,0.13332720,1.18685616,0.01389823,0.13091597
-1.75587794,3.57827004,0.52989792,2.32307933,0.00295514,0.04490079,0.13209064,1.16308348,0.01429295,0.12825504
-1.74987494,3.49291422,0.51710918,2.26137081,0.00297756,0.04439098,0.13056669,1.13774928,0.01465208,0.12523249
-1.74387194,3.40260807,0.50318465,2.19616905,0.00298234,0.04380345,0.12877736,1.11121413,0.01497493,0.12189215
-1.73786893,3.30853477,0.48830401,2.12825040,0.00296983,0.04314929,0.12675365,1.08388523,0.01526179,0.11828731
-1.73186593,3.21202044,0.47267576,2.05848196,0.00294086,0.04244239,0.12453482,1.05621241,0.01551386,0.11447962
-1.72586293,3.11450729,0.45653169,1.98780041,0.00289672,0.04169931,0.12216740,1.02868291,0.01573318,0.11053765
-1.71985993,3.01752204,0.44012030,1.91718793,0.00283908,0.04093899,0.11970397,1.00181478,0.01592247,0.10653515
-1.71385693,2.92264061,0.42369945,1.84764604,0.00276998,0.04018248,0.11720160,0.97614913,0.01608504,0.10254911
-1.70785393,2.83145057,0.40752860,1.78016853,0.00269176,0.03945248,0.11472024,0.95224109,0.01622460,0.09865764
-1.70185093,2.74551241,0.39186092,1.71571459,0.00260698,0.03877276,0.11232097,0.93064970,0.01634512,0.09493780
-1.69584792,2.66632087,0.37693555,1.65518323,0.00251832,0.03816765,0.11006427,0.91192685,0.01645066,0.09146349
-1.68984492,2.59526762,0.36297044,1.59938974,0.00242854,0.03766128,0.10800827,0.89660530,0.01654524,0.08830336
-1.68384192,2.53360607,0.35015586,1.54904513,0.00234035,0.03727696,0.10620710,0.88518605,0.01663262,0.08551891
-1.67783892,2.48241948,0.33864895,1.50473897,0.00225637,0.03703639,0.10470943,0.87812525,0.01671624,0.08316284
-1.67183592,2.44259286,0.32856927,1.46692625,0.00217903,0.03695901,0.10355709,0.87582099,0.01679908,0.08127766
-1.66583292,2.41478952,0.31999574,1.43591829,0.00211048,0.03706123,0.10278395,0.87860022,0.01688351,0.07989455
-1.65982991,2.39943262,0.31296470,1.41187796,0.00205256,0.03735584,0.10241504,0.88670621,0.01697126,0.07903269
-1.65382691,2.39669241,0.30746946,1.39481915,0.00200676,0.03785139,0.10246580,0.90028720,0.01706333,0.07869884
-1.64782391,2.40647935,0.30346105,1.38461032,0.00197413,0.03855175,0.10294165,0.91938638,0.01715990,0.07888734
-1.64182091,2.42844348,0.30085021,1.38098184,0.00195532,0.03945572,0.10383784,0.94393422,0.01726039,0.07958043
-1.63581791,2.46198038,0.29951061,1.38353701,0.00195052,0.04055681,0.10513945,0.97374322,0.01736337,0.08074898
-1.62981491,2.50624374,0.29928303,1.39176615,0.00195947,0.04184316,0.10682176,1.00850595,0.01746658,0.08235347
-1.62381191,2.56016462,0.29998052,1.40506351,0.00198151,0.04329772,0.10885080,1.04779671,0.01756704,0.08434530
-1.61780890,2.62247726,0.30139428,1.42274647,0.00201557,0.04489845,0.11118419,1.09107703,0.01766104,0.08666834
-1.61180590,2.69175101,0.30330011,1.44407648,0.00206022,0.04661886,0.11377225,1.13770546,0.01774426,0.08926066
-1.60580290,2.76642792,0.30546531,1.46828121,0.00211374,0.04842863,0.11655935,1.18695143,0.01781190,0.09205646
-1.59979990,2.84486500,0.30765571,1.49457719,0.00217413,0.05029445,0.11948540,1.23801310,0.01785882,0.09498800
-1.59379690,2.92538003,0.30964275,1.52219248,0.00223924,0.05218099,0.12248767,1.29003870,0.01787971,0.09798763
-1.58779390,3.00629963,0.31121033,1.55038837,0.00230680,0.05405194,0.12550267,1.34215089,0.01786931,0.10098972
-1.58179090,3.08600789,0.31216124,1.57847967,0.00237450,0.05587119,0.12846814,1.39347294,0.01782258,0.10393251
-1.57578789,3.16299374,0.31232299,1.60585284,0.00244005,0.05760398,0.13132510,1.44315618,0.01773498,0.10675974
