energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.81390695,6.69633269,0.39274897,0.25652443,0.00077926,3.09371612,0.02779088,0.97070930,4.60925246,2.21736941
-5.80790395,6.99961769,0.43172291,0.27899434,0.00092546,3.21579478,0.03104947,1.02970083,4.79511771,2.29116188
-5.80190095,7.31035998,0.47239972,0.30220501,0.00109275,3.33729219,0.03456334,1.09389707,4.98014108,2.36259425
-5.79589795,7.62814439,0.51450899,0.32597138,0.00128262,3.45834715,0.03832126,1.16297187,5.16435056,2.43193446
-5.78989495,7.95227141,0.55775007,0.35009520,0.00149639,3.57902821,0.04230775,1.23649454,5.34767075,2.49944483
-5.78389195,8.28169891,0.60179665,0.37436783,0.00173508,3.69929101,0.04650277,1.31393535,5.52986710,2.56534619
-5.77788894,8.61499310,0.64630242,0.39857335,0.00199940,3.81893850,0.05088145,1.39467397,5.71049427,2.62978278
-5.77188594,8.95029281,0.69090786,0.42249199,0.00228962,3.93758674,0.05541402,1.47801034,5.88885261,2.69279028
-5.76588294,9.28529048,0.73524770,0.44590361,0.00260553,4.05463887,0.06006585,1.56317767,6.06395585,2.75426884
-5.75987994,9.61723280,0.77895915,0.46859133,0.00294635,4.16926946,0.06479760,1.64935730,6.23451304,2.81396335
-5.75387694,9.94294277,0.82169041,0.49034497,0.00331070,4.28042098,0.06956561,1.73569464,6.39892693,2.87145223
-5.74787394,10.25886444,0.86310919,0.51096437,0.00369654,4.38681343,0.07432249,1.82131610,6.55531012,2.92614601
-5.74187094,10.56112969,0.90291106,0.53026249,0.00410115,4.48696744,0.07901782,1.90534632,6.70151925,2.97729610
-5.73586793,10.84564600,0.94082728,0.54806806,0.00452116,4.57924047,0.08359910,1.98692541,6.83520662,3.02401376
-5.72986493,11.10820217,0.97663172,0.56422797,0.00495252,4.66187479,0.08801285,2.06522581,6.95388739,3.06529859
-5.72386193,11.34458864,1.01014690,0.57860924,0.00539058,4.73305542,0.09220588,2.13946846,7.05501978,3.10007519
-5.71785893,11.55072753,1.04124870,0.59110053,0.00583019,4.79097522,0.09612662,2.20893809,7.13609473,3.12723630
-5.71185593,11.72280719,1.06986985,0.60161341,0.00626575,4.83390433,0.09972663,2.27299730,7.19473077,3.14569031
-5.70585293,11.85741575,1.09600199,0.61008320,0.00669138,4.86026047,0.10296208,2.33109952,7.22876987,3.15441051
-5.69984992,11.95166774,1.11969647,0.61646964,0.00710103,4.86867660,0.10579526,2.38280059,7.23636945,3.15248377
-5.69384692,12.00331857,1.14106383,0.62075737,0.00748870,4.85806277,0.10819605,2.42776896,7.21608617,3.13915593
-5.68784392,12.01086191,1.16027229,0.62295624,0.00784853,4.82765891,0.11014328,2.46579458,7.16694758,3.11387164
-5.68184092,11.97360581,1.17754535,0.62310168,0.00817505,4.77707614,0.11162594,2.49679647,7.08850803,3.07630673
-5.67583792,11.89172492,1.19315865,0.62125502,0.00846332,4.70632470,0.11264418,2.52082882,6.98088661,3.02639139
-5.66983492,11.76628648,1.20743656,0.61750393,0.00870909,4.61582714,0.11321013,2.53808589,6.84478520,2.96432328
-5.66383192,11.59924999,1.22074845,0.61196293,0.00890896,4.50641657,0.11334841,2.54890538,6.68148636,2.89056992
-5.65782891,11.39344069,1.23350498,0.60477388,0.00906048,4.37932012,0.11309632,2.55377037,6.49283137,2.80586074
-5.65182591,11.15249889,1.24615448,0.59610663,0.00916225,4.23612893,0.11250377,2.55330962,6.28117986,2.71116914
-5.64582291,10.88080748,1.25917941,0.58615950,0.00921399,4.07875620,0.11163288,2.54829594,6.04935331,2.60768598
-5.63981991,10.58340105,1.27309292,0.57515963,0.00921653,3.90938574,0.11055724,2.53964251,5.80056540,2.49678584
-5.63381691,10.26586034,1.28843527,0.56336299,0.00917180,3.73041341,0.10936083,2.52839669,5.53834233,2.37998799
-5.62781391,9.93419585,1.30576999,0.55105393,0.00908278,3.54438436,0.10813668,2.51573099,5.26643699,2.25891395
-5.62181091,9.59472453,1.32567931,0.53854405,0.00895343,3.35392875,0.10698522,2.50293081,4.98874035,2.13524368
-5.61580790,9.25394297,1.34875868,0.52617023,0.00878852,3.16169850,0.10601240,2.49137846,4.70919348,2.01067227
-5.60980490,8.91840023,1.37560979,0.51429163,0.00859351,2.97030750,0.10532750,2.48253325,4.43170325,1.88686881
-5.60380190,8.59457275,1.40683182,0.50328550,0.00837439,2.78227691,0.10504082,2.47790718,4.16006416,1.76543884
-5.59779890,8.28874316,1.44301061,0.49354165,0.00813746,2.59998720,0.10526116,2.47903617,3.89788798,1.64789147
-5.59179590,8.00688426,1.48470537,0.48545560,0.00788920,2.42563758,0.10609316,2.48744675,3.64854267,1.53561183
-5.58579290,7.75454899,1.53243293,0.47942024,0.00763601,2.26121332,0.10763453,2.50461839,3.41510079,1.42983918
-5.57978989,7.53676657,1.58664945,0.47581624,0.00738408,2.10846078,0.10997330,2.53194199,3.20029774,1.33165068
-5.57378689,7.35794534,1.64773000,0.47500120,0.00713920,1.96886977,0.11318497,2.57067502,3.00649888,1.24195052
-5.56778389,7.22178224,1.71594627,0.47729788,0.00690660,1.84366233,0.11732979,2.62189466,2.83567513,1.16146387
-5.56178089,7.13117948,1.79144321,0.48298183,0.00669082,1.73378709,0.12245012,2.68644981,2.68938554,1.09073492
-5.55577789,7.08816927,1.87421544,0.49226880,0.00649561,1.63991814,0.12856803,2.76491398,2.56876608,1.03012843
-5.54977489,7.09384776,1.96408453,0.50530243,0.00632385,1.56245742,0.13568314,2.85754063,2.47452326,0.97983371
-5.54377189,7.14832015,2.06067836,0.52214286,0.00617747,1.50153976,0.14377085,2.96422314,2.40693194,0.93987079
-5.53776888,7.25065921,2.16341394,0.54275679,0.00605748,1.45703986,0.15278104,3.08446154,2.36583673,0.91009775
-5.53176588,7.39888012,2.27148507,0.56700954,0.00596390,1.42858086,0.16263731,3.21733820,2.35065658,0.89021911
-5.52576288,7.58993455,2.38385604,0.59465985,0.00589586,1.41554419,0.17323689,3.36150462,2.36039281,0.87979489
-5.51975988,7.81972721,2.49926281,0.62535786,0.00585164,1.41708086,0.18445130,3.51518102,2.39364097,0.87825029
-5.51375688,8.08315757,2.61622235,0.65864666,0.00582872,1.43212436,0.19612772,3.67617047,2.44860714,0.88488600
-5.50775388,8.37418917,2.73305103,0.69396780,0.00582393,1.45940566,0.20809133,3.84188831,2.52312953,0.89888932
-5.50175088,8.68594794,2.84789219,0.73067082,0.00583353,1.49747072,0.22014835,4.00940742,2.61470631,0.91934642
-5.49574787,9.01084982,2.95875281,0.76802684,0.00585338,1.54470110,0.23209004,4.17551886,2.72053039,0.94525591
-5.48974487,9.34075677,3.06354859,0.80524585,0.00587906,1.59933805,0.24369730,4.33680698,2.83753186,0.97554393
-5.48374187,9.66715853,3.16015625,0.84149738,0.00590604,1.65951031,0.25474606,4.48973688,2.96242824,1.00908109
-5.47773887,9.98137623,3.24647153,0.87593377,0.00592983,1.72326579,0.26501309,4.63075175,3.09178257,1.04470120
-5.47173587,10.27478221,3.32047081,0.90771531,0.00594613,1.78860684,0.27428214,4.75637679,3.22206860,1.08122174
-5.46573287,10.53902922,3.38027389,0.93603631,0.00595096,1.85352869,0.28235022,4.86332571,3.34974203,1.11746586
-5.45972986,10.76628121,3.42420557,0.96015096,0.00594083,1.91606029,0.28903372,4.94860580,3.47131621,1.15228554
-5.45372686,10.94943692,3.45085305,0.97939798,0.00591282,1.97430647,0.29417415,5.00961694,3.58344013,1.18458528
-5.44772386,11.08233770,3.45911676,0.99322292,0.00586470,2.02649030,0.29764333,5.04424057,3.68297638,1.21334581
-5.44172086,11.15995092,3.44825213,1.00119724,0.00579500,2.07099406,0.29934767,5.05091435,3.76707625,1.23764687
-5.43571786,11.17852098,3.41790014,1.00303311,0.00570303,2.10639749,0.29923149,5.02868916,3.83324933,1.25668840
-5.42971486,11.13568158,3.36810531,0.99859348,0.00558898,2.13151172,0.29727909,4.97726589,3.87942468,1.26980922
-5.42371186,11.03052393,3.29931990,0.98789686,0.00545382,2.14540751,0.29351556,4.89701001,3.90400117,1.27650243
-5.41770885,10.86361794,3.21239408,0.97111656,0.00529935,2.14743653,0.28800628,4.78894340,3.90588468,1.27642694
-5.41170585,10.63698521,3.10855252,0.94857462,0.00512809,2.13724475,0.28085501,4.65471360,3.88451057,1.26941437
-5.40570285,10.35402513,2.98935825,0.92073056,0.00494325,2.11477723,0.27220086,4.49654204,3.83985034,1.25547124
-5.39969985,10.01939720,2.85666549,0.88816556,0.00474859,2.08027403,0.26221398,4.31715341,3.77240195,1.23477588
-5.39369685,9.63886479,2.71256361,0.85156297,0.00454833,2.03425728,0.25109048,4.11968965,3.68316431,1.20767057
-5.38769385,9.21910722,2.55931466,0.81168569,0.00434703,1.97750989,0.23904647,3.90761211,3.57359685,1.17464861
-5.38169085,8.76750804,2.39928734,0.76935184,0.00414944,1.91104673,0.22631175,3.68459643,3.44556579,1.13633729
-5.37568784,8.29192846,2.23489010,0.72540936,0.00396038,1.83607942,0.21312319,3.45442436,3.30127950,1.09347698
-5.36968484,7.80047494,2.06850618,0.68071089,0.00378457,1.75397608,0.19971820,3.22087698,3.14321548,1.04689739
-5.36368184,7.30126987,1.90243319,0.63608958,0.00362654,1.66621770,0.18632846,2.98763344,2.97404196,0.99749166
-5.35767884,6.80223360,1.73882914,0.59233697,0.00349049,1.57435272,0.17317410,2.75817868,2.79653727,0.94618949
-5.35167584,6.31088520,1.57966692,0.55018332,0.00338017,1.47995159,0.16045865,2.53572309,2.61350999,0.89392999
-5.34567284,5.83416771,1.42669810,0.51028121,0.00329878,1.38456291,0.14836469,2.32313626,2.42772282,0.84163538
-5.33966983,5.37830266,1.28142689,0.47319255,0.00324888,1.28967259,0.13705050,2.12289624,2.24182275,0.79018641
-5.33366683,4.94867648,1.14509426,0.43937922,0.00323232,1.19666742,0.12664762,1.93705467,2.05827970,0.74040009
-5.32766383,4.54976039,1.01867181,0.40919745,0.00325023,1.10680390,0.11725934,1.76721781,1.87933526,0.69301056
-5.32166083,4.18506340,0.90286454,0.38289560,0.00330289,1.02118328,0.10896020,1.61454238,1.70696266,0.64865343
-5.31565783,3.85711714,0.79812148,0.36061531,0.00338983,0.94073309,0.10179625,1.47974497,1.54283863,0.60785401
-5.30965483,3.56748994,0.70465257,0.34239543,0.00350974,0.86619540,0.09578620,1.36312314,1.38832691,0.57101949
-5.30365183,3.31682669,0.62245053,0.32817860,0.00366055,0.79812164,0.09092308,1.26458615,1.24447321,0.53843514
-5.29764882,3.10491085,0.55131597,0.31781975,0.00383944,0.73687366,0.08717661,1.18369323,1.11201050,0.51026434
-5.29164582,2.93074411,0.49088442,0.31109632,0.00404292,0.68263049,0.08449584,1.11969717,0.99137351,0.48655222
-5.28564282,2.79263965,0.44065393,0.30771960,0.00426690,0.63539994,0.08281220,1.07159134,0.88272090,0.46723250
-5.27963982,2.68832479,0.40001203,0.30734689,0.00450678,0.59503445,0.08204268,1.03815810,0.78596341,0.45213715
-5.27363682,2.61504925,0.36826145,0.30959408,0.00475755,0.56125013,0.08209316,1.01801734,0.70079651,0.44100834
-5.26763382,2.56969549,0.34464358,0.31404830,0.00501394,0.53364810,0.08286164,1.00967363,0.62673560,0.43351220
-5.26163082,2.54888829,0.32835975,0.32028037,0.00527051,0.51173744,0.08424150,1.01156107,0.56315250,0.42925383
-5.25562781,2.54910081,0.31858979,0.32785687,0.00552181,0.49495868,0.08612456,1.02208516,0.50931169,0.42779313
-5.24962481,2.56675531,0.31450817,0.33635146,0.00576253,0.48270724,0.08840394,1.03966103,0.46440514,0.42866086
-5.24362181,2.59831660,0.31529781,0.34535544,0.00598758,0.47435614,0.09097671,1.06274779,0.42758480,0.43137451
-5.23761881,2.64037703,0.32016173,0.35448724,0.00619229,0.46927737,0.09374621,1.08987886,0.39799196,0.43545363
-5.23161581,2.68973196,0.32833314,0.36340074,0.00637247,0.46686149,0.09662410,1.11968796,0.37478302,0.44043412
-5.22561281,2.74344476,0.33908389,0.37179237,0.00652456,0.46653505,0.09953209,1.15093102,0.35715133,0.44588124
-5.21960980,2.79890094,0.35173199,0.37940673,0.00664569,0.46777554,0.10240322,1.18250365,0.34434489,0.45140101
-5.21360680,2.85385073,0.36564800,0.38604072,0.00673373,0.47012373,0.10518293,1.21345451,0.33568001,0.45664980
-5.20760380,2.90643988,0.38026083,0.39154618,0.00678739,0.47319311,0.10782959,1.24299437,0.33055107,0.46134183
-5.20160080,2.95522858,0.39506256,0.39583081,0.00680616,0.47667652,0.11031479,1.27050094,0.32843652,0.46525464
-5.19559780,2.99919837,0.40961268,0.39885762,0.00679034,0.48034979,0.11262321,1.29551961,0.32890140,0.46823217
-5.18959480,3.03774731,0.42354127,0.40064272,0.00674099,0.48407261,0.11475209,1.31776008,0.33159689,0.47018569
-5.18359180,3.07067383,0.43655119,0.40125173,0.00665987,0.48778654,0.11671050,1.33708917,0.33625700,0.47109239
-5.17758879,3.09814980,0.44841901,0.40079482,0.00654937,0.49151039,0.11851820,1.35351993,0.34269295,0.47099195
-5.17158579,3.12068395,0.45899452,0.39942057,0.00641237,0.49533323,0.12020429,1.36719750,0.35078563,0.46998097
-5.16558279,3.13907657,0.46819860,0.39730895,0.00625215,0.49940513,0.12180567,1.37838202,0.36047631,0.46820574
-5.15957979,3.15436719,0.47601950,0.39466361,0.00607229,0.50392613,0.12336529,1.38742930,0.37175633,0.46585335
-5.15357679,3.16777667,0.48250737,0.39170374,0.00587650,0.50913363,0.12493037,1.39476969,0.38465576,0.46314176
-5.14757379,3.18064588,0.48776716,0.38865594,0.00566852,0.51528865,0.12655048,1.40088586,0.39923177,0.46030890
-5.14157079,3.19437275,0.49195008,0.38574616,0.00545202,0.52266159,0.12827567,1.40629038,0.41555672,0.45760134
-5.13556778,3.21034994,0.49524375,0.38319225,0.00523048,0.53151762,0.13015465,1.41150356,0.43370668,0.45526303
-5.12956478,3.22990520,0.49786156,0.38119726,0.00500710,0.54210260,0.13223303,1.41703251,0.45375043,0.45352427
-5.12356178,3.25424644,0.50003141,0.37994370,0.00478474,0.55462971,0.13455170,1.42335199,0.47573947,0.45259166
-5.11755878,3.28441339,0.50198445,0.37958910,0.00456588,0.56926756,0.13714537,1.43088760,0.49969929,0.45263912
-5.11155578,3.32123749,0.50394416,0.38026282,0.00435260,0.58613003,0.14004129,1.44000190,0.52562220,0.45380050
-5.10555278,3.36531137,0.50611624,0.38206434,0.00414653,0.60526844,0.14325811,1.45098375,0.55346204,0.45616406
-5.09954977,3.41696882,0.50867977,0.38506303,0.00394891,0.62666631,0.14680502,1.46404112,0.58313084,0.45976897
-5.09354677,3.47627601,0.51177993,0.38929925,0.00376060,0.65023705,0.15068107,1.47929748,0.61449780,0.46460401
-5.08754377,3.54303402,0.51552259,0.39478684,0.00358211,0.67582473,0.15487474,1.49679176,0.64739054,0.47060854
-5.08154077,3.61679252,0.51997096,0.40151676,0.00341366,0.70320793,0.15936366,1.51648162,0.68159874,0.47767572
-5.07553777,3.69687404,0.52514443,0.40946164,0.00325523,0.73210679,0.16411472,1.53824988,0.71688006,0.48565771
-5.06953477,3.78240763,0.53101945,0.41858116,0.00310663,0.76219286,0.16908435,1.56191368,0.75296823,0.49437285
-5.06353177,3.87237080,0.53753254,0.42882774,0.00296755,0.79310158,0.17421906,1.58723593,0.78958309,0.50361430
-5.05752876,3.96563785,0.54458502,0.44015254,0.00283760,0.82444685,0.17945635,1.61393859,0.82644219,0.51315992
-5.05152576,4.06103283,0.55204930,0.45251120,0.00271639,0.85583724,0.18472582,1.64171717,0.86327360,0.52278289
-5.04552276,4.15738487,0.55977638,0.46586924,0.00260352,0.88689313,0.18995071,1.67025597,0.89982929,0.53226262
-5.03951976,4.25358376,0.56760402,0.48020660,0.00249866,0.91726400,0.19504959,1.69924348,0.93589870,0.54139548
-5.03351676,4.34863339,0.57536538,0.49552139,0.00240154,0.94664531,0.19993848,1.72838724,0.97132163,0.55000485
-5.02751376,4.44170088,0.58289751,0.51183220,0.00231195,0.97479394,0.20453310,1.75742782,1.00599999,0.55795011
-5.02151076,4.53215912,0.59004939,0.52917920,0.00222977,1.00154172,0.20875139,1.78615120,1.03990756,0.56513404
-5.01550775,4.61962096,0.59668912,0.54762357,0.00215496,1.02680616,0.21251617,1.81439911,1.07309738,0.57150841
-5.00950475,4.70396322,0.60270994,0.56724541,0.00208750,1.05059791,0.21575778,1.84207697,1.10570601,0.57707747
-5.00350175,4.78533933,0.60803484,0.58814005,0.00202743,1.07302453,0.21841677,1.86915889,1.13795434,0.58189908
-4.99749875,4.86417977,0.61261960,0.61041276,0.00197479,1.09429021,0.22044634,1.89568968,1.17014474,0.58608360
-4.99149575,4.94117984,0.61645407,0.63417217,0.00192960,1.11469139,0.22181457,1.92178338,1.20265425,0.58979039
-4.98549275,5.01727515,0.61956188,0.65952251,0.00189183,1.13460843,0.22250621,1.94761857,1.23592421,0.59322221
-4.97948974,5.09360542,0.62199846,0.68655495,0.00186138,1.15449343,0.22252401,1.97343027,1.27044630,0.59661762
-4.97348674,5.17146796,0.62384762,0.71533846,0.00183807,1.17485500,0.22188944,1.99949879,1.30674577,0.60024193
-4.96748374,5.25226261,0.62521690,0.74591058,0.00182160,1.19624018,0.22064269,2.02613578,1.34536241,0.60437678
-4.96148074,5.33743038,0.62623199,0.77826842,0.00181155,1.21921475,0.21884205,2.05366806,1.38683013,0.60930916
-4.95547774,5.42838829,0.62703041,0.81236052,0.00180735,1.24434237,0.21656245,2.08241980,1.43165603,0.61532000
-4.94947474,5.52646330,0.62775499,0.84807985,0.00180832,1.27216372,0.21389333,2.11269366,1.48030009,0.62267311
-4.94347174,5.63282800,0.62854732,0.88525843,0.00181364,1.30317642,0.21093582,2.14475195,1.53315627,0.63160463
-4.93746873,5.74844095,0.62954146,0.92366390,0.00182237,1.33781647,0.20779934,2.17879825,1.59053602,0.64231371
-4.93146573,5.87399408,0.63085842,0.96299835,0.00183347,1.37644217,0.20459771,2.21496065,1.65265488,0.65495450
-4.92546273,6.00986934,0.63260134,1.00289962,0.00184582,1.41932075,0.20144499,2.25327720,1.71962279,0.66962987
-4.91945973,6.15610636,0.63485181,1.04294508,0.00185826,1.46661835,0.19845108,2.29368425,1.79143827,0.68638700
-4.91345673,6.31238210,0.63766721,1.08265800,0.00186960,1.51839345,0.19571740,2.33600835,1.86798667,0.70521490
-4.90745373,6.47800308,0.64107929,1.12151627,0.00187867,1.57459364,0.19333275,2.37996202,1.94904222,0.72604387
-4.90145073,6.65191019,0.64509384,1.15896329,0.00188436,1.63505574,0.19136959,2.42514377,2.03427334,0.74874674
-4.89544772,6.83269524,0.64969133,1.19442072,0.00188561,1.69950870,0.18988081,2.47104220,2.12325071,0.77314184
-4.88944472,7.01862832,0.65482849,1.22730254,0.00188151,1.76757894,0.18889727,2.51704440,2.21545725,0.79899730
-4.88344172,7.20769426,0.66044045,1.25703008,0.00187128,1.83879763,0.18842618,2.56244803,2.31029910,0.82603655
-4.87743872,7.39763654,0.66644342,1.28304742,0.00185431,1.91260927,0.18845032,2.60647694,2.40711695,0.85394458
-4.87143572,7.58600662,0.67273757,1.30483649,0.00183017,1.98838111,0.18892830,2.64829947,2.50519674,0.88237484
-4.86543272,7.77021687,0.67920988,1.32193159,0.00179864,2.06541302,0.18979579,2.68704910,2.60377949,0.91095639
-4.85942971,7.94759515,0.68573691,1.33393248,0.00175968,2.14294755,0.19096764,2.72184642,2.70206962,0.93930115
-4.85342671,8.11543968,0.69218724,1.34051583,0.00171347,2.22017987,0.19234092,2.75182183,2.79924189,0.96701096
-4.84742371,8.27107263,0.69842356,1.34144449,0.00166035,2.29626780,0.19379866,2.77613828,2.89444702,0.99368451
-4.84142071,8.41189162,0.70430440,1.33657434,0.00160087,2.37034188,0.19521424,2.79401307,2.98681652,1.01892392
-4.83541771,8.53541837,0.70968544,1.32585845,0.00153570,2.44151578,0.19645606,2.80473842,3.07546716,1.04234097
-4.82941471,8.63934390,0.71442064,1.30934849,0.00146563,2.50889735,0.19739259,2.80769981,3.15950609,1.06356310
-4.82341171,8.72157031,0.71836312,1.28719332,0.00139157,2.57160054,0.19789730,2.80239197,3.23803701,1.08223903
-4.81740870,8.78024874,0.72136613,1.25963498,0.00131446,2.62875845,0.19785340,2.78843186,3.31016837,1.09804427
-4.81140570,8.81381351,0.72328412,1.22700213,0.00123530,2.67953774,0.19715818,2.76556845,3.37502407,1.11068632
-4.80540270,8.82101232,0.72397410,1.18970127,0.00115506,2.72315417,0.19572676,2.73368910,3.43175682,1.11990972
-4.79939970,8.80093219,0.72329746,1.14820610,0.00107470,2.75888934,0.19349506,2.69282245,3.47956434,1.12550087
-4.79339670,8.75302085,0.72112222,1.10304542,0.00099513,2.78610807,0.19042193,2.64313789,3.51770805,1.12729257
-4.78739370,8.67710287,0.71732588,1.05478992,0.00091715,2.80427589,0.18649035,2.58494152,3.54553346,1.12516810
-4.78139070,8.57339007,0.71179867,1.00403846,0.00084151,2.81297596,0.18170767,2.51866913,3.56249156,1.11906475
-4.77538769,8.44248533,0.70444723,0.95140405,0.00076883,2.81192454,0.17610487,2.44487609,3.56815977,1.10897665
-4.76938469,8.28537912,0.69519857,0.89750025,0.00069961,2.80098404,0.16973497,2.36422482,3.56226139,1.09495659
-4.76338169,8.10343809,0.68400393,0.84292817,0.00063427,2.78017300,0.16267068,2.27746997,3.54468196,1.07711675
-4.75737869,7.89838522,0.67084264,0.78826453,0.00057307,2.74967184,0.15500135,2.18544195,3.51548151,1.05562812
-4.75137569,7.67227139,0.65572534,0.73405101,0.00051620,2.70982413,0.14682949,2.08902915,3.47490132,1.03071850
-4.74537269,7.42743847,0.63869667,0.68078528,0.00046374,2.66113266,0.13826696,1.98915941,3.42336474,1.00266898
-4.73936968,7.16647449,0.61983688,0.62891368,0.00041568,2.60425027,0.12943099,1.88678125,3.36147128,0.97180889
-4.73336668,6.89216176,0.59926247,0.57882580,0.00037192,2.53996554,0.12044035,1.78284527,3.28998420,0.93850939
-4.72736368,6.60741946,0.57712553,0.53085094,0.00033231,2.46918375,0.11141162,1.67828636,3.20981181,0.90317560
-4.72136068,6.31524212,0.55361176,0.48525645,0.00029666,2.39290370,0.10245584,1.57400699,3.12198338,0.86623779
-4.71535768,6.01863622,0.52893722,0.44224775,0.00026472,2.31219145,0.09367567,1.47086206,3.02762062,0.82814168
-4.70935468,5.72055679,0.50334392,0.40197004,0.00023622,2.22815176,0.08516300,1.36964575,2.92790619,0.78933821
-4.70335168,5.42384633,0.47709428,0.36451141,0.00021090,2.14189874,0.07699726,1.27108044,2.82405075,0.75027324
-4.69734867,5.13117816,0.45046492,0.32990716,0.00018845,2.05452660,0.06924422,1.17580812,2.71726010,0.71137742
-4.69134567,4.84500600,0.42373982,0.29814506,0.00016860,1.96708186,0.06195549,1.08438425,2.60870384,0.67305659
-4.68534267,4.56752158,0.39720331,0.26917137,0.00015107,1.88053799,0.05516850,0.99727434,2.49948703,0.63568319
-4.67933967,4.30062148,0.37113323,0.24289727,0.00013560,1.79577340,0.04890699,0.91485296,2.39062593,0.59958872
-4.67333667,4.04588404,0.34579452,0.21920561,0.00012194,1.71355348,0.04318192,0.83740540,2.28302859,0.56505771
-4.66733367,3.80455699,0.32143364,0.19795757,0.00010988,1.63451715,0.03799271,0.76513159,2.17748083,0.53232319
-4.66133067,3.57755549,0.29827406,0.17899930,0.00009920,1.55916824,0.03332869,0.69815223,2.07463785,0.50156389
-4.65532766,3.36547050,0.27651302,0.16216807,0.00008973,1.48787165,0.02917072,0.63651685,1.97502125,0.47290310
-4.64932466,3.16858658,0.25631984,0.14729812,0.00008131,1.42085417,0.02549282,0.58021349,1.87902116,0.44640921
-4.64332166,2.98690811,0.23783575,0.13422589,0.00007379,1.35820965,0.02226388,0.52917980,1.78690283,0.42209785
