energy_ev,total_up,N_s_up,N_p_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-4.81140570,0.77896932,0.00307577,0.23662423,1.05581222,0.06682736,0.00100387,0.24215481
-4.80540270,0.81495935,0.00342127,0.25113686,1.11437170,0.07012015,0.00104457,0.25073649
-4.79939970,0.85168433,0.00377859,0.26541915,1.17189460,0.07362805,0.00108982,0.25995162
-4.79339670,0.88888641,0.00414361,0.27933516,1.22784107,0.07733112,0.00113958,0.26977001
-4.78739370,0.92624970,0.00451162,0.29274968,1.28166064,0.08120006,0.00119367,0.28012845
-4.78139070,0.96340274,0.00487744,0.30553010,1.33280021,0.08519620,0.00125173,0.29093046
-4.77538769,0.99992409,0.00523547,0.31754838,1.38071335,0.08927204,0.00131327,0.30204765
-4.76938469,1.03535076,0.00557989,0.32868330,1.42487069,0.09337211,0.00137768,0.31332247
-4.76338169,1.06918940,0.00590475,0.33882265,1.46477124,0.09743438,0.00144421,0.32457238
-4.75737869,1.10092992,0.00620420,0.34786548,1.49995407,0.10139207,0.00151204,0.33559547
-4.75137569,1.13006093,0.00647262,0.35572420,1.53001004,0.10517577,0.00158029,0.34617713
-4.74537269,1.15608670,0.00670482,0.36232644,1.55459303,0.10871590,0.00164805,0.35609767
-4.73936968,1.17854461,0.00689622,0.36761665,1.57343017,0.11194539,0.00171442,0.36514066
-4.73336668,1.19702281,0.00704299,0.37155724,1.58633064,0.11480242,0.00177853,0.37310149
-4.72736368,1.21117704,0.00714219,0.37412929,1.59319255,0.11723322,0.00183959,0.37979604
-4.72136068,1.22074610,0.00719189,0.37533273,1.59400770,0.11919479,0.00189690,0.38506894
-4.71535768,1.22556527,0.00719124,0.37518599,1.58886374,0.12065738,0.00194991,0.38880119
-4.70935468,1.22557717,0.00714053,0.37372519,1.57794391,0.12160671,0.00199820,0.39091680
-4.70335168,1.22083964,0.00704117,0.37100277,1.56152414,0.12204583,0.00204153,0.39138820
-4.69734867,1.21153031,0.00689567,0.36708581,1.53996790,0.12199645,0.00207985,0.39024018
-4.69134567,1.19794778,0.00670757,0.36205400,1.51371883,0.12149990,0.00211332,0.38755227
-4.68534267,1.18050928,0.00648134,0.35599745,1.48329176,0.12061741,0.00214231,0.38345937
-4.67933967,1.15974512,0.00622226,0.34901442,1.44926235,0.11942990,0.00216736,0.37815069
-4.67333667,1.13628990,0.00593626,0.34120906,1.41225603,0.11803717,0.00218928,0.37186697
-4.66733367,1.11087106,0.00562975,0.33268937,1.37293645,0.11655660,0.00220903,0.36489612
-4.66133067,1.08429494,0.00530947,0.32356538,1.33199409,0.11512122,0.00222777,0.35756741
-4.65532766,1.05743088,0.00498234,0.31394756,1.29013522,0.11387734,0.00224684,0.35024428
-4.64932466,1.03119371,0.00465522,0.30394567,1.24807151,0.11298182,0.00226773,0.34331621
-4.64332166,1.00652512,0.00433484,0.29366787,1.20651040,0.11259880,0.00229206,0.33718957
-4.63731866,0.98437424,0.00402761,0.28322014,1.16614637,0.11289626,0.00232152,0.33227799
-4.63131566,0.96567788,0.00373952,0.27270604,1.12765295,0.11404226,0.00235789,0.32899223
-4.62531266,0.95134074,0.00347603,0.26222649,1.09167546,0.11620102,0.00240296,0.32773000
-4.61930965,0.94221594,0.00324201,0.25187986,1.05882421,0.11952894,0.00245851,0.32886587
-4.61330665,0.93908622,0.00304162,0.24176188,1.02966816,0.12417059,0.00252626,0.33274151
-4.60730365,0.94264625,0.00287836,0.23196568,1.00472879,0.13025478,0.00260783,0.33965653
-4.60130065,0.95348619,0.00275494,0.22258159,0.98447412,0.13789089,0.00270469,0.34986020
-4.59529765,0.97207713,0.00267334,0.21369682,0.96931291,0.14716538,0.00281812,0.36354412
-4.58929465,0.99875861,0.00263475,0.20539503,0.95958900,0.15813877,0.00294918,0.38083625
-4.58329165,1.03372873,0.00263961,0.19775561,0.95557608,0.17084311,0.00309868,0.40179633
-4.57728864,1.07703714,0.00268758,0.19085288,0.95747292,0.18528004,0.00326713,0.42641291
-4.57128564,1.12858133,0.00277758,0.18475517,0.96539938,0.20141947,0.00345475,0.45460225
-4.56528264,1.18810635,0.00290782,0.17952380,0.97939351,0.21919909,0.00366144,0.48620889
-4.55927964,1.25520826,0.00307576,0.17521205,0.99940982,0.23852465,0.00388681,0.52100822
-4.55327664,1.32934115,0.00327822,0.17186419,1.02531903,0.25927100,0.00413017,0.55871080
-4.54727364,1.40982778,0.00351136,0.16951449,1.05690933,0.28128402,0.00439052,0.59896838
-4.54127064,1.49587338,0.00377077,0.16818648,1.09388920,0.30438321,0.00466665,0.64138143
-4.53526763,1.58658219,0.00405152,0.16789215,1.13589167,0.32836499,0.00495712,0.68550797
-4.52926463,1.68097616,0.00434821,0.16863142,1.18247978,0.35300658,0.00526028,0.73087318
-4.52326163,1.77801504,0.00465508,0.17039163,1.23315304,0.37807022,0.00557435,0.77697969
-4.51725863,1.87661702,0.00496616,0.17314714,1.28735448,0.40330770,0.00589745,0.82331791
-4.51125563,1.97567913,0.00527528,0.17685904,1.34447801,0.42846497,0.00622759,0.86937612
-4.50525263,2.07409671,0.00557633,0.18147494,1.40387567,0.45328668,0.00656273,0.91464990
-4.49924962,2.17078113,0.00586328,0.18692872,1.46486457,0.47752049,0.00690078,0.95865068
-4.49324662,2.26467540,0.00613039,0.19314055,1.52673336,0.50092109,0.00723963,1.00091297
-4.48724362,2.35476727,0.00637236,0.20001685,1.58874812,0.52325376,0.00757713,1.04100036
-4.48124062,2.44009989,0.00658442,0.20745054,1.65015787,0.54429753,0.00791113,1.07851008
-4.47523762,2.51978009,0.00676249,0.21532148,1.71019988,0.56384783,0.00823944,1.11307634
-4.46923462,2.59298476,0.00690328,0.22349724,1.76810513,0.58171884,0.00855987,1.14437247
-4.46323162,2.65896588,0.00700439,0.23183424,1.82310438,0.59774536,0.00887024,1.17211236
-4.45722861,2.71705487,0.00706437,0.24017949,1.87443536,0.61178463,0.00916838,1.19605123
-4.45122561,2.76666703,0.00708277,0.24837267,1.92135145,0.62371790,0.00945219,1.21598641
-4.44522261,2.80730675,0.00706014,0.25624900,1.96313226,0.63345206,0.00971970,1.23175819
-4.43921961,2.83857395,0.00699805,0.26364256,1.99909632,0.64092133,0.00996908,1.24325119
-4.43321661,2.86017233,0.00689899,0.27039017,2.02861586,0.64608904,0.01019882,1.25039638
-4.42721361,2.87191924,0.00676638,0.27633580,2.05113359,0.64894963,0.01040773,1.25317389
-4.42121061,2.87375716,0.00660442,0.28133526,2.06618083,0.64953062,0.01059511,1.25161655
-4.41520760,2.86576622,0.00641803,0.28526103,2.07339648,0.64789464,0.01076082,1.24581395
-4.40920460,2.84817697,0.00621269,0.28800714,2.07254589,0.64414127,0.01090542,1.23591680
-4.40320160,2.82138232,0.00599436,0.28949372,2.06353846,0.63840850,0.01103021,1.22214111
-4.39719860,2.78594752,0.00576934,0.28967105,2.04644302,0.63087358,0.01113735,1.20477175
-4.39119560,2.74261689,0.00554412,0.28852295,2.02149957,0.62175317,0.01122987,1.18416477
-4.38519260,2.69231608,0.00532528,0.28606917,1.98912660,0.61130230,0.01131169,1.16074816
-4.37918959,2.63614873,0.00511940,0.28236669,1.94992280,0.59981219,0.01138755,1.13502030
-4.37318659,2.57538672,0.00493287,0.27750977,1.90466258,0.58760675,0.01146298,1.10754595
-4.36718359,2.51145337,0.00477192,0.27162872,1.85428497,0.57503755,0.01154412,1.07894937
-4.36118059,2.44589958,0.00464242,0.26488725,1.79987592,0.56247737,0.01163756,1.04990462
-4.35517759,2.38037300,0.00454991,0.25747859,1.74264404,0.55031247,0.01175012,1.02112288
-4.34917459,2.31658092,0.00449946,0.24962045,1.68389074,0.53893354,0.01188860,0.99333731
-4.34317159,2.25624794,0.00449569,0.24154893,1.62497541,0.52872580,0.01205949,0.96728561
-4.33716858,2.20106984,0.00454270,0.23351158,1.56727708,0.52005841,0.01226869,0.94369103
-4.33116558,2.15266514,0.00464404,0.22576001,1.51215388,0.51327355,0.01252119,0.92324231
-4.32516258,2.11252634,0.00480271,0.21854211,1.46090187,0.50867567,0.01282082,0.90657348
-4.31915958,2.08197267,0.00502111,0.21209430,1.41471491,0.50652120,0.01316997,0.89424424
-4.31315658,2.06210625,0.00530106,0.20663408,1.37464713,0.50700920,0.01356938,0.88672162
-4.30715358,2.05377346,0.00564377,0.20235306,1.34157941,0.51027326,0.01401798,0.88436383
