energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Li_s_up,Te_p_up,Te_d_up
-5.60980490,2.69084589,0.00695372,0.33684358,1.44555802,0.60452484,0.20609405,1.07709501,0.00000000
-5.60380190,2.68646530,0.00701540,0.34755273,1.46878614,0.59978494,0.18527113,1.05819509,0.00000000
-5.59779890,2.69171393,0.00719941,0.35980834,1.49837831,0.59774375,0.16568123,1.04242283,0.00000000
-5.59179590,2.70560503,0.00750010,0.37340830,1.53375804,0.59827114,0.14737164,1.02950111,0.00000000
-5.58579290,2.72709361,0.00791292,0.38814184,1.57422008,0.60123842,0.13037277,1.01911632,0.00000000
-5.57978989,2.75509262,0.00843452,0.40379129,1.61893382,0.60652178,0.11469799,1.01092466,0.00000000
-5.57378689,2.78849290,0.00906280,0.42013454,1.66695300,0.61400606,0.10034411,1.00456023,0.00000000
-5.56778389,2.82618639,0.00979689,0.43694827,1.71723180,0.62358860,0.08729212,0.99964456,0.00000000
-5.56178089,2.86709202,0.01063719,0.45401175,1.76864716,0.63518286,0.07550857,0.99579730,0.00000000
-5.55577789,2.91018281,0.01158529,0.47111119,1.82002643,0.64872158,0.06494710,0.99264772,0.00000000
-5.54977489,2.95451319,0.01264386,0.48804437,1.87017959,0.66415899,0.05555034,0.98984638,0.00000000
-5.54377189,2.99924470,0.01381654,0.50462531,1.91793445,0.68147198,0.04725202,0.98707655,0.00000000
-5.53776888,3.04366864,0.01510767,0.52068865,1.96217340,0.70065963,0.03997906,0.98406481,0.00000000
-5.53176588,3.08722421,0.01652205,0.53609352,2.00186989,0.72174115,0.03365373,0.98059014,0.00000000
-5.52576288,3.12951063,0.01806457,0.55072659,2.03612281,0.74475187,0.02819573,0.97649126,0.00000000
-5.51975988,3.17029236,0.01973979,0.56450400,2.06418711,0.76973741,0.02352408,0.97167158,0.00000000
-5.51375688,3.20949667,0.02155144,0.57737214,2.08549903,0.79674606,0.01955882,0.96610152,0.00000000
-5.50775388,3.24720332,0.02350189,0.58930699,2.09969468,0.82581973,0.01622250,0.95981818,0.00000000
-5.50175088,3.28362666,0.02559161,0.60031214,2.10662096,0.85698374,0.01344135,0.95292211,0.00000000
-5.49574787,3.31909090,0.02781853,0.61041550,2.10633826,0.89023610,0.01114621,0.94557136,0.00000000
-5.48974487,3.35399972,0.03017754,0.61966488,2.09911490,0.92553688,0.00927324,0.93797325,0.00000000
-5.48374187,3.38880209,0.03265993,0.62812276,2.08541355,0.96279840,0.00776433,0.93037397,0.00000000
-5.47773887,3.42395600,0.03525298,0.63586043,2.06587034,1.00187695,0.00656730,0.92304669,0.00000000
-5.47173587,3.45989244,0.03793966,0.64295205,2.04126794,1.04256676,0.00563600,0.91627886,0.00000000
-5.46573287,3.49698188,0.04069847,0.64946886,2.01250374,1.08459691,0.00493010,0.91035902,0.00000000
-5.45972986,3.53550519,0.04350344,0.65547399,1.98055498,1.12763165,0.00441493,0.90556418,0.00000000
-5.45372686,3.57563108,0.04632438,0.66101828,1.94644222,1.17127452,0.00406115,0.90214803,0.00000000
-5.44772386,3.61740128,0.04912729,0.66613717,1.91119308,1.21507624,0.00384432,0.90033083,0.00000000
-5.44172086,3.66072460,0.05187503,0.67084912,1.87580761,1.25854658,0.00374455,0.90029121,0.00000000
-5.43571786,3.70538012,0.05452817,0.67515537,1.84122669,1.30116946,0.00374600,0.90216031,0.00000000
-5.42971486,3.75102922,0.05704602,0.67904124,1.80830452,1.34242097,0.00383650,0.90601853,0.00000000
-5.42371186,3.79723557,0.05938781,0.68247863,1.77778600,1.38178942,0.00400709,0.91189465,0.00000000
-5.41770885,3.84349169,0.06151401,0.68542967,1.75028948,1.41879635,0.00425159,0.91976745,0.00000000
-5.41170585,3.88925006,0.06338767,0.68785102,1.72629490,1.45301749,0.00456623,0.92956944,0.00000000
-5.40570285,3.93395668,0.06497575,0.68969863,1.70613733,1.48410252,0.00494918,0.94119228,0.00000000
-5.39969985,3.97708469,0.06625041,0.69093245,1.69000543,1.51179251,0.00540024,0.95449349,0.00000000
-5.39369685,4.01816574,0.06719020,0.69152082,1.67794443,1.53593400,0.00592042,0.96930386,0.00000000
-5.38769385,4.05681693,0.06778099,0.69144405,1.66986276,1.55648889,0.00651158,0.98543513,0.00000000
-5.38169085,4.09276176,0.06801679,0.69069717,1.66554195,1.57353963,0.00717605,1.00268730,0.00000000
-5.37568784,4.12584361,0.06790020,0.68929140,1.66464883,1.58728911,0.00791633,1.02085535,0.00000000
-5.36968484,4.15603119,0.06744262,0.68725451,1.66674968,1.59805558,0.00873467,1.03973475,0.00000000
-5.36368184,4.18341583,0.06666416,0.68462992,1.67132564,1.60626237,0.00963281,1.05912591,0.00000000
-5.35767884,4.20820102,0.06559325,0.68147468,1.67778901,1.61242332,0.01061164,1.07883711,0.00000000
-5.35167584,4.23068533,0.06426588,0.67785668,1.68550013,1.61712437,0.01167094,1.09868620,0.00000000
-5.34567284,4.25124000,0.06272472,0.67385113,1.69378455,1.62100236,0.01280912,1.11850102,0.00000000
-5.33966983,4.27028289,0.06101786,0.66953672,1.70195036,1.62472187,0.01402309,1.13811896,0.00000000
-5.33366683,4.28825070,0.05919749,0.66499176,1.70930533,1.62895138,0.01530804,1.15738564,0.00000000
-5.32766383,4.30557114,0.05731836,0.66029057,1.71517391,1.63433951,0.01665745,1.17615332,0.00000000
-5.32166083,4.32263678,0.05543621,0.65550023,1.71891372,1.64149241,0.01806302,1.19427911,0.00000000
-5.31565783,4.33978190,0.05360613,0.65067814,1.71993119,1.65095309,0.01951474,1.21162337,0.00000000
-5.30965483,4.35726334,0.05188100,0.64587014,1.71769633,1.66318316,0.02100107,1.22804855,0.00000000
-5.30365183,4.37524604,0.05030994,0.64110951,1.71175590,1.67854760,0.02250905,1.24341843,0.00000000
-5.29764882,4.39379353,0.04893693,0.63641671,1.70174490,1.69730276,0.02402459,1.25759815,0.00000000
-5.29164582,4.41286318,0.04779958,0.63179966,1.68739584,1.71958763,0.02553281,1.27045483,0.00000000
-5.28564282,4.43230605,0.04692802,0.62725464,1.66854549,1.74541853,0.02701830,1.28185881,0.00000000
-5.27963982,4.45187062,0.04634409,0.62276743,1.64513881,1.77468694,0.02846555,1.29168550,0.00000000
-5.27363682,4.47120992,0.04606071,0.61831476,1.61723003,1.80716057,0.02985934,1.29981769,0.00000000
-5.26763382,4.48989150,0.04608155,0.61386566,1.58498061,1.84248735,0.03118511,1.30614824,0.00000000
-5.26163082,4.50740972,0.04640085,0.60938292,1.54865443,1.88020233,0.03242939,1.31058310,0.00000000
-5.25562781,4.52320012,0.04700361,0.60482434,1.50861030,1.91973738,0.03358013,1.31304453,0.00000000
-5.24962481,4.53665568,0.04786598,0.60014390,1.46529233,1.96043373,0.03462712,1.31347465,0.00000000
-5.24362181,4.54714510,0.04895591,0.59529285,1.41921850,2.00155730,0.03556230,1.31183913,0.00000000
-5.23761881,4.55403313,0.05023405,0.59022081,1.37096829,2.04231671,0.03638006,1.30813119,0.00000000
-5.23161581,4.55670332,0.05165481,0.58487695,1.32116967,2.08188414,0.03707753,1.30237589,0.00000000
-5.22561281,4.55458304,0.05316769,0.57921142,1.27048642,2.11941858,0.03765485,1.29463467,0.00000000
-5.21960980,4.54717109,0.05471870,0.57317703,1.21960610,2.15409142,0.03811533,1.28501017,0.00000000
-5.21360680,4.53406717,0.05625198,0.56673131,1.16922923,2.18511376,0.03846570,1.27365114,0.00000000
-5.20760380,4.51500295,0.05771135,0.55983903,1.12006003,2.21176473,0.03871621,1.26075740,0.00000000
-5.20160080,4.48987342,0.05904206,0.55247498,1.07279878,2.23342004,0.03888080,1.24658437,0.00000000
-5.19559780,4.45876728,0.06019235,0.54462707,1.02813586,2.24957955,0.03897709,1.23144696,0.00000000
-5.18959480,4.42199445,0.06111504,0.53629953,0.98674729,2.25989267,0.03902649,1.21572232,0.00000000
-5.18359180,4.38010880,0.06176890,0.52751600,0.94929129,2.26418027,0.03905410,1.19985094,0.00000000
-5.17758879,4.33392383,0.06211983,0.51832227,0.91640555,2.26245164,0.03908861,1.18433558,0.00000000
-5.17158579,4.28451930,0.06214187,0.50878843,0.88870454,2.25491533,0.03916214,1.16973748,0.00000000
-5.16558279,4.23323671,0.06181783,0.49901013,0.86677638,2.24198271,0.03930990,1.15666949,0.00000000
-5.15957979,4.18166232,0.06113971,0.48910877,0.85117863,2.22426342,0.03956983,1.14578573,0.00000000
-5.15357679,4.13159660,0.06010870,0.47923043,0.84243268,2.20255222,0.03998209,1.13776758,0.00000000
-5.14757379,4.08501002,0.05873498,0.46954334,0.84101627,2.17780730,0.04058841,1.13330620,0.00000000
-5.14157079,4.04398573,0.05703712,0.46023407,0.84735421,2.15112030,0.04143138,1.13308165,0.00000000
-5.13556778,4.01065069,0.05504125,0.45150231,0.86180717,2.12367909,0.04255359,1.13773931,0.00000000
-5.12956478,3.98709749,0.05277999,0.44355453,0.88465898,2.09672473,0.04399667,1.14786432,0.00000000
-5.12356178,3.97530024,0.05029121,0.43659672,0.91610296,2.07150415,0.04580026,1.16395500,0.00000000
-5.11755878,3.97702807,0.04761662,0.43082656,0.95622779,2.04922109,0.04800098,1.18639661,0.00000000
-5.11155578,3.99376081,0.04480037,0.42642550,1.00500409,2.03098718,0.05063123,1.21543655,0.00000000
-5.10555278,4.02661113,0.04188754,0.42355094,1.06227227,2.01777595,0.05371815,1.25116269,0.00000000
-5.09954977,4.07625765,0.03892281,0.42232924,1.12773301,2.01038200,0.05728251,1.29348592,0.00000000
-5.09354677,4.14289327,0.03594912,0.42284966,1.20094096,2.00938753,0.06133775,1.34212846,0.00000000
-5.08754377,4.22619203,0.03300659,0.42515985,1.28130274,2.01513805,0.06588901,1.39661887,0.00000000
-5.08154077,4.32529737,0.03013154,0.42926295,1.36807967,2.02772885,0.07093244,1.45629456,0.00000000
-5.07553777,4.43883334,0.02735580,0.43511655,1.46039582,2.04700285,0.07645454,1.52031240,0.00000000
-5.06953477,4.56493917,0.02470619,0.44263370,1.55725130,2.07256033,0.08243180,1.58766736,0.00000000
-5.06353177,4.70132648,0.02220423,0.45168566,1.65754087,2.10377998,0.08883046,1.65721888,0.00000000
-5.05752876,4.84535701,0.01986611,0.46210656,1.76007700,2.13985052,0.09560656,1.72772426,0.00000000
-5.05152576,4.99413754,0.01770281,0.47369943,1.86361708,2.17981101,0.10270621,1.79787771,0.00000000
-5.04552276,5.14462788,0.01572042,0.48624351,1.96689327,2.22259815,0.11006606,1.86635366,0.00000000
-5.03951976,5.29375681,0.01392055,0.49950230,2.06864407,2.26709789,0.11761408,1.93185237,0.00000000
-5.03351676,5.43854041,0.01230091,0.51323192,2.16764624,2.31219882,0.12527057,1.99314583,0.00000000
-5.02751376,5.57619698,0.01085592,0.52718955,2.26274548,2.35684456,0.13294935,2.04912188,0.00000000
-5.02151076,5.70425307,0.00957733,0.54114120,2.35288475,2.40008246,0.14055921,2.09882434,0.00000000
-5.01550775,5.82063526,0.00845492,0.55486882,2.43712890,2.44110622,0.14800557,2.14148724,0.00000000
-5.00950475,5.92374348,0.00747708,0.56817619,2.51468462,2.47929022,0.15519230,2.17656152,0.00000000
-5.00350175,6.01250225,0.00663141,0.58089348,2.58491497,2.51421410,0.16202362,2.20373281,0.00000000
-4.99749875,6.08638783,0.00590523,0.59288036,2.64734800,2.54567637,0.16840621,2.22292941,0.00000000
-4.99149575,6.14543032,0.00528603,0.60402768,2.70167941,2.57369681,0.17425122,2.23432012,0.00000000
-4.98549275,6.19019112,0.00476179,0.61425763,2.74776942,2.59850773,0.17947643,2.23830202,0.00000000
-4.97948974,6.22171764,0.00432128,0.62352283,2.78563429,2.62053503,0.18400818,2.23547887,0.00000000
-4.97348674,6.24147818,0.00395424,0.63180422,2.81543337,2.64037035,0.18778326,2.22663117,0.00000000
-4.96748374,6.25128093,0.00365146,0.63910838,2.83745251,2.65873633,0.19075055,2.21267949,0.00000000
-4.96148074,6.25318188,0.00340490,0.64546430,2.85208506,2.67644699,0.19287241,2.19464286,0.00000000
-4.95547774,6.24938671,0.00320760,0.65092011,2.85981134,2.69436594,0.19412568,2.17359420,0.00000000
-4.94947474,6.24215215,0.00305366,0.65553992,2.86117802,2.71336468,0.19450235,2.15061510,0.00000000
-4.94347174,6.23369186,0.00293813,0.65940121,2.85677818,2.73428363,0.19400979,2.12675184,0.00000000
-4.93746873,6.22609167,0.00285695,0.66259279,2.84723291,2.75789808,0.19267046,2.10297485,0.00000000
-4.93146573,6.22123818,0.00280676,0.66521363,2.83317541,2.78489083,0.19052129,2.08014317,0.00000000
-4.92546273,6.22076393,0.00278480,0.66737250,2.81523766,2.81583324,0.18761251,2.05897544,0.00000000
-4.91945973,6.22601125,0.00278881,0.66918864,2.79404024,2.85117540,0.18400616,2.04002846,0.00000000
-4.91345673,6.23801572,0.00281689,0.67079309,2.77018507,2.89124589,0.17977420,2.02368380,0.00000000
-4.90745373,6.25750923,0.00286742,0.67233079,2.74425114,2.93626099,0.17499641,2.01014288,0.00000000
-4.90145073,6.28494130,0.00293896,0.67396316,2.71679262,2.98634246,0.16975811,1.99943008,0.00000000
-4.89544772,6.32051656,0.00303021,0.67587089,2.68833918,3.04154284,0.16414775,1.99140338,0.00000000
-4.88944472,6.36424537,0.00313996,0.67825669,2.65939780,3.10187629,0.15825458,1.98577162,0.00000000
-4.88344172,6.41600394,0.00326705,0.68134770,2.63045567,3.16735329,0.15216643,1.98211715,0.00000000
-4.87743872,6.47559995,0.00341034,0.68539731,2.60198341,3.23801670,0.14596764,1.97992253,0.00000000
-4.87143572,6.54283956,0.00356873,0.69068606,2.57443844,3.31397697,0.13973735,1.97859982,0.00000000
-4.86543272,6.61759155,0.00374113,0.69752133,2.54826774,3.39544424,0.13354802,1.97752108,0.00000000
-4.85942971,6.69984493,0.00392646,0.70623581,2.52390988,3.48275504,0.12746444,1.97604849,0.00000000
-4.85342671,6.78975650,0.00412365,0.71718432,2.50179594,3.57639190,0.12154298,1.97356308,0.00000000
-4.84742371,6.88768569,0.00433166,0.73073915,2.48234917,3.67699424,0.11583129,1.96949074,0.00000000
-4.84142071,6.99421470,0.00454942,0.74728380,2.46598343,3.78535942,0.11036835,1.96332469,0.00000000
-4.83541771,7.11015272,0.00477587,0.76720511,2.45310017,3.90243354,0.10518476,1.95464395,0.00000000
-4.82941471,7.23652390,0.00500993,0.79088409,2.44408432,4.02929179,0.10030331,1.94312706,0.00000000
-4.82341171,7.37453968,0.00525049,0.81868551,2.43929899,4.16710885,0.09573978,1.92856129,0.00000000
-4.81740870,7.52555676,0.00549640,0.85094660,2.43907922,4.31712033,0.09150376,1.91084717,0.00000000
-4.81140570,7.69102271,0.00574646,0.88796522,2.44372511,4.48057672,0.08759969,1.88999862,0.00000000
-4.80540270,7.87241200,0.00599945,0.92998780,2.45349447,4.65869156,0.08402781,1.86613934,0.00000000
-4.79939970,8.07115537,0.00625413,0.97719760,2.46859534,4.85258604,0.08078516,1.83949568,0.00000000
-4.79339670,8.28856609,0.00650925,1.02970359,2.48917868,5.06323238,0.07786655,1.81038703,0.00000000
-4.78739370,8.52576654,0.00676364,1.08753054,2.51533163,5.29139825,0.07526550,1.77921405,0.00000000
-4.78139070,8.78361867,0.00701625,1.15061065,2.54707165,5.53759493,0.07297508,1.74644570,0.00000000
-4.77538769,9.06266147,0.00726619,1.21877718,2.58434183,5.80203114,0.07098879,1.71260561,0.00000000
-4.76938469,9.36305864,0.00751288,1.29176033,2.62700790,6.08457499,0.06930136,1.67825837,0.00000000
-4.76338169,9.68455865,0.00775609,1.36918580,2.67485703,6.38472550,0.06790966,1.64399635,0.00000000
-4.75737869,10.02646920,0.00799608,1.45057604,2.72759877,6.70159522,0.06681348,1.61042728,0.00000000
-4.75137569,10.38764727,0.00823365,1.53535444,2.78486835,7.03390495,0.06601648,1.57816312,0.00000000
-4.74537269,10.76650527,0.00847026,1.62285232,2.84623226,7.37999080,0.06552710,1.54781017,0.00000000
-4.73936968,11.16103308,0.00870808,1.71231875,2.91119625,7.73782383,0.06535956,1.51996067,0.00000000
-4.73336668,11.56883511,0.00895006,1.80293283,2.97921555,8.10504152,0.06553483,1.49518573,0.00000000
-4.72736368,11.98718089,0.00919991,1.89381829,3.04970688,8.47899028,0.06608163,1.47402960,0.00000000
-4.72136068,12.41306712,0.00946210,1.98405985,3.12206218,8.85677752,0.06703729,1.45700508,0.00000000
-4.71535768,12.84328865,0.00974181,2.07272103,3.19566322,9.23533153,0.06844861,1.44458972,0.00000000
-4.70935468,13.27451553,0.01004486,2.15886275,3.26989674,9.61146715,0.07037241,1.43722277,0.00000000
-4.70335168,13.70337312,0.01037753,2.24156234,3.34416946,9.98195507,0.07287587,1.43530250,0.00000000
-4.69734867,14.12652205,0.01074645,2.31993216,3.41792221,10.34359218,0.07603652,1.43918358,0.00000000
-4.69134567,14.54073483,0.01115838,2.39313758,3.49064258,10.69327082,0.07994178,1.44917447,0.00000000
-4.68534267,14.94296633,0.01161998,2.46041346,3.56187559,11.02804430,0.08468798,1.46553444,0.00000000
-4.67933967,15.33041529,0.01213759,2.52107901,3.63123159,11.34518665,0.09037889,1.48847013,0.00000000
-4.67333667,15.70057458,0.01271700,2.57455023,3.69839133,11.64224453,0.09712353,1.51813163,0.00000000
-4.66733367,16.05126835,0.01336315,2.62034987,3.76310754,11.91707945,0.10503342,1.55460785,0.00000000
-4.66133067,16.38067476,0.01407993,2.65811459,3.82520311,12.16789916,0.11421917,1.59792141,0.00000000
-4.65532766,16.68733360,0.01486994,2.68759901,3.88456581,12.39327693,0.12478651,1.64802286,0.00000000
-4.64932466,16.97013863,0.01573431,2.70867677,3.94113963,12.59215862,0.13683173,1.70478472,0.00000000
-4.64332166,17.22831532,0.01667245,2.72133848,3.99491318,12.76385711,0.15043675,1.76799517,0.00000000
-4.63731866,17.46138525,0.01768204,2.72568685,4.04590558,12.90803506,0.16566396,1.83735204,0.00000000
-4.63131566,17.66911899,0.01875882,2.72192899,4.09415041,13.02467667,0.18255087,1.91245714,0.00000000
-4.62531266,17.85148011,0.01989662,2.71036645,4.13967855,13.11405019,0.20110494,1.99281157,0.00000000
-4.61930965,18.00856335,0.02108732,2.69138318,4.18250059,13.17666323,0.22129878,2.07781237,0.00000000
-4.61330665,18.14053032,0.02232096,2.66543199,4.22258987,13.21321298,0.24306591,2.16675099,0.00000000
-4.60730365,18.24754675,0.02358577,2.63302001,4.25986704,13.22453434,0.26629738,2.25881415,0.00000000
-4.60130065,18.32972491,0.02486842,2.59469357,4.29418695,13.21154856,0.29083955,2.35308757,0.00000000
-4.59529765,18.38707522,0.02615418,2.55102331,4.32532895,13.17521530,0.31649312,2.44856298,0.00000000
-4.58929465,18.41947049,0.02742720,2.50258980,4.35299128,13.11649096,0.34301375,2.54414885,0.00000000
-4.58329165,18.42662585,0.02867084,2.44997035,4.37679023,13.03629554,0.37011436,2.63868500,0.00000000
-4.57728864,18.40809660,0.02986798,2.39372751,4.39626457,12.93549023,0.39746906,2.73096126,0.00000000
-4.57128564,18.36329541,0.03100146,2.33439954,4.41088545,12.81486695,0.42471894,2.81973995,0.00000000
-4.56528264,18.29152919,0.03205443,2.27249319,4.42007182,12.67515079,0.45147948,2.90378195,0.00000000
-4.55927964,18.19205462,0.03301082,2.20847905,4.42321108,12.51701507,0.47734944,2.98187576,0.00000000
-4.55327664,18.06415032,0.03385576,2.14278936,4.41968414,12.34110829,0.50192099,3.05286867,0.00000000
-4.54727364,17.90720230,0.03457598,2.07581842,4.40889437,12.14809111,0.52479080,3.11569905,0.00000000
-4.54127064,17.72079834,0.03516017,2.00792520,4.39029883,11.93868106,0.54557162,3.16942858,0.00000000
-4.53526763,17.50482590,0.03559941,1.93943786,4.36344070,11.71370180,0.56390392,3.21327294,0.00000000
-4.52926463,17.25956783,0.03588736,1.87065991,4.32798113,11.47413340,0.57946711,3.24662955,0.00000000
-4.52326163,16.98578951,0.03602057,1.80187719,4.28372886,11.22115975,0.59198997,3.26910100,0.00000000
-4.51725863,16.68481145,0.03599856,1.73336539,4.23066602,10.95620941,0.60125957,3.28051270,0.00000000
-4.51125563,16.35856156,0.03582387,1.66539729,4.16896831,10.68098615,0.60712858,3.28092360,0.00000000
-4.50525263,16.00960234,0.03550206,1.59824928,4.09901827,10.39748605,0.60952032,3.27062911,0.00000000
-4.49924962,15.64112936,0.03504152,1.53220655,4.02141058,10.10799874,0.60843158,3.25015559,0.00000000
-4.49324662,15.25693873,0.03445325,1.46756648,3.93694835,9.81509107,0.60393277,3.22024620,0.00000000
