energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.78989495,1.06375868,0.00753104,0.00000000,0.00329440,0.11918506,0.78140344,0.31364152,0.56695918,0.00000000
-5.78389195,1.03205121,0.00741966,0.00000000,0.00318066,0.10716095,0.75866436,0.30242587,0.56112483,0.00000000
-5.77788894,1.00694822,0.00734559,0.00000000,0.00310612,0.09598535,0.73812084,0.29369639,0.55836667,0.00000000
-5.77188594,0.98834530,0.00730869,0.00000000,0.00306757,0.08568652,0.71995105,0.28739471,0.55859916,0.00000000
-5.76588294,0.97597975,0.00730777,0.00000000,0.00306127,0.07627553,0.70424736,0.28341200,0.56165478,0.00000000
-5.75987994,0.96944109,0.00734061,0.00000000,0.00308304,0.06774792,0.69101370,0.28159463,0.56728747,0.00000000
-5.75387694,0.96818712,0.00740404,0.00000000,0.00312833,0.06008567,0.68016682,0.28175170,0.57517932,0.00000000
-5.74787394,0.97156530,0.00749412,0.00000000,0.00319236,0.05325935,0.67154129,0.28366430,0.58495052,0.00000000
-5.74187094,0.97883891,0.00760623,0.00000000,0.00327015,0.04723038,0.66489829,0.28709612,0.59617223,0.00000000
-5.73586793,0.98921723,0.00773534,0.00000000,0.00335669,0.04195329,0.65993774,0.29180539,0.60838216,0.00000000
-5.72986493,1.00188881,0.00787619,0.00000000,0.00344702,0.03737797,0.65631342,0.29755759,0.62110216,0.00000000
-5.72386193,1.01605662,0.00802358,0.00000000,0.00353637,0.03345184,0.65365022,0.30413872,0.63385724,0.00000000
-5.71785893,1.03097385,0.00817256,0.00000000,0.00362022,0.03012175,0.65156286,0.31136860,0.64619524,0.00000000
-5.71185593,1.04597887,0.00831871,0.00000000,0.00369445,0.02733581,0.64967520,0.31911382,0.65770623,0.00000000
-5.70585293,1.06052798,0.00845838,0.00000000,0.00375543,0.02504493,0.64763914,0.32729975,0.66804072,0.00000000
-5.69984992,1.07422453,0.00858884,0.00000000,0.00380005,0.02320408,0.64515217,0.33592132,0.67692599,0.00000000
-5.69384692,1.08684307,0.00870848,0.00000000,0.00382585,0.02177337,0.64197287,0.34505179,0.68417947,0.00000000
-5.68784392,1.09834733,0.00881688,0.00000000,0.00383102,0.02071882,0.63793339,0.35484941,0.68971869,0.00000000
-5.68184092,1.10890115,0.00891489,0.00000000,0.00381446,0.02001288,0.63294852,0.36556127,0.69356699,0.00000000
-5.67583792,1.11887156,0.00900460,0.00000000,0.00377572,0.01963475,0.62702070,0.37752408,0.69585494,0.00000000
-5.66983492,1.12882375,0.00908927,0.00000000,0.00371508,0.01957044,0.62024096,0.39116170,0.69681695,0.00000000
-5.66383192,1.13950770,0.00917324,0.00000000,0.00363341,0.01981267,0.61278561,0.40697906,0.69678344,0.00000000
-5.65782891,1.15183683,0.00926166,0.00000000,0.00353217,0.02036061,0.60490896,0.42555243,0.69616857,0.00000000
-5.65182591,1.16685932,0.00936033,0.00000000,0.00341331,0.02121947,0.59693250,0.44751616,0.69545423,0.00000000
-5.64582291,1.18572283,0.00947539,0.00000000,0.00327918,0.02240003,0.58923096,0.47354583,0.69517088,0.00000000
-5.63981991,1.20963400,0.00961305,0.00000000,0.00313246,0.02391804,0.58221625,0.50433826,0.69587604,0.00000000
-5.63381691,1.23981390,0.00977924,0.00000000,0.00297600,0.02579360,0.57631970,0.54058863,0.69813151,0.00000000
-5.62781391,1.27745123,0.00997937,0.00000000,0.00281276,0.02805057,0.57197388,0.58296530,0.70248010,0.00000000
-5.62181091,1.32365476,0.01021800,0.00000000,0.00264570,0.03071590,0.56959451,0.63208300,0.70942321,0.00000000
-5.61580790,1.37940682,0.01049862,0.00000000,0.00247767,0.03381898,0.56956356,0.68847502,0.71939994,0.00000000
-5.60980490,1.44551950,0.01082345,0.00000000,0.00231134,0.03739104,0.57221415,0.75256547,0.73276876,0.00000000
-5.60380190,1.52259515,0.01119330,0.00000000,0.00214912,0.04146452,0.57781780,0.82464240,0.74979260,0.00000000
-5.59779890,1.61099265,0.01160749,0.00000000,0.00199314,0.04607239,0.58657478,0.90483285,0.77062770,0.00000000
-5.59179590,1.71080073,0.01206384,0.00000000,0.00184516,0.05124750,0.59860750,0.99308099,0.79531685,0.00000000
-5.58579290,1.82181929,0.01255873,0.00000000,0.00170659,0.05702184,0.61395734,1.08913019,0.82378703,0.00000000
-5.57978989,1.94354951,0.01308724,0.00000000,0.00157847,0.06342571,0.63258479,1.19251019,0.85585150,0.00000000
-5.57378689,2.07519328,0.01364332,0.00000000,0.00146148,0.07048680,0.65437256,1.30253026,0.89121612,0.00000000
-5.56778389,2.21566190,0.01422001,0.00000000,0.00135597,0.07822911,0.67913148,1.41827898,0.92948933,0.00000000
-5.56178089,2.36359399,0.01480970,0.00000000,0.00126200,0.08667181,0.70660857,1.53863138,0.97019536,0.00000000
-5.55577789,2.51738221,0.01540442,0.00000000,0.00117936,0.09582784,0.73649679,1.66226356,1.01278990,0.00000000
-5.54977489,2.67520774,0.01599612,0.00000000,0.00110764,0.10570255,0.76844584,1.78767503,1.05667737,0.00000000
-5.54377189,2.83508181,0.01657693,0.00000000,0.00104626,0.11629211,0.80207330,1.91321834,1.10122918,0.00000000
-5.53776888,2.99489270,0.01713941,0.00000000,0.00099456,0.12758201,0.83697577,2.03713541,1.14580192,0.00000000
-5.53176588,3.15245701,0.01767677,0.00000000,0.00095180,0.13954557,0.87273914,2.15759973,1.18975495,0.00000000
-5.52576288,3.30557339,0.01818300,0.00000000,0.00091722,0.15214254,0.90894800,2.27276300,1.23246665,0.00000000
-5.51975988,3.45207720,0.01865300,0.00000000,0.00089011,0.16531803,0.94519341,2.38080482,1.27334884,0.00000000
-5.51375688,3.58989426,0.01908265,0.00000000,0.00086981,0.17900169,0.98107929,2.47998368,1.31185900,0.00000000
-5.50775388,3.71709215,0.01946877,0.00000000,0.00085576,0.19310736,1.01622709,2.56868718,1.34750997,0.00000000
-5.50175088,3.83192733,0.01980910,0.00000000,0.00084753,0.20753325,1.05027897,2.64547978,1.37987724,0.00000000
-5.49574787,3.93288672,0.02010223,0.00000000,0.00084480,0.22216270,1.08289964,2.70914594,1.40860374,0.00000000
-5.48974487,4.01872255,0.02034745,0.00000000,0.00084743,0.23686558,1.11377709,2.75872693,1.43340239,0.00000000
-5.48374187,4.08847927,0.02054465,0.00000000,0.00085542,0.25150029,1.14262265,2.79354979,1.45405662,0.00000000
-5.47773887,4.14151199,0.02069416,0.00000000,0.00086895,0.26591647,1.16917064,2.81324705,1.47041931,0.00000000
-5.47173587,4.17749596,0.02079663,0.00000000,0.00088837,0.27995816,1.19317802,2.81776650,1.48241039,0.00000000
-5.46573287,4.19642691,0.02085291,0.00000000,0.00091421,0.29346742,1.21442432,2.80737047,1.49001360,0.00000000
-5.45972986,4.19861253,0.02086396,0.00000000,0.00094718,0.30628827,1.23271217,2.78262463,1.49327257,0.00000000
-5.45372686,4.18465555,0.02083078,0.00000000,0.00098819,0.31827075,1.24786851,2.74437693,1.49228674,0.00000000
-5.44772386,4.15542929,0.02075439,0.00000000,0.00103831,0.32927493,1.25974662,2.69372760,1.48720715,0.00000000
-5.44172086,4.11204674,0.02063583,0.00000000,0.00109886,0.33917465,1.26822896,2.63199147,1.47823231,0.00000000
-5.43571786,4.05582437,0.02047618,0.00000000,0.00117134,0.34786087,1.27323064,2.56065450,1.46560436,0.00000000
-5.42971486,3.98824227,0.02027666,0.00000000,0.00125748,0.35524447,1.27470341,2.48132621,1.44960539,0.00000000
-5.42371186,3.91090211,0.02003863,0.00000000,0.00135926,0.36125826,1.27263991,2.39569030,1.43055396,0.00000000
-5.41770885,3.82548453,0.01976376,0.00000000,0.00147890,0.36585826,1.26707776,2.30545549,1.40880186,0.00000000
-5.41170585,3.73370759,0.01945408,0.00000000,0.00161889,0.36902418,1.25810346,2.21230844,1.38473088,0.00000000
-5.40570285,3.63728767,0.01911204,0.00000000,0.00178199,0.37075899,1.24585547,2.11787091,1.35874966,0.00000000
-5.39969985,3.53790431,0.01874063,0.00000000,0.00197123,0.37108783,1.23052652,2.02366237,1.33129043,0.00000000
-5.39369685,3.43716981,0.01834341,0.00000000,0.00218995,0.37005618,1.21236472,1.93106948,1.30280573,0.00000000
-5.38769385,3.33660468,0.01792452,0.00000000,0.00244173,0.36772757,1.19167342,1.84132325,1.27376488,0.00000000
-5.38169085,3.23761908,0.01748873,0.00000000,0.00273039,0.36418090,1.16880966,1.75548409,1.24465031,0.00000000
-5.37568784,3.14150068,0.01704137,0.00000000,0.00306001,0.35950759,1.14418119,1.67443487,1.21595363,0.00000000
-5.36968484,3.04940843,0.01658833,0.00000000,0.00343479,0.35380863,1.11824212,1.59888144,1.18817144,0.00000000
-5.36368184,2.96237173,0.01613593,0.00000000,0.00385907,0.34719183,1.09148716,1.52935975,1.16180089,0.00000000
-5.35767884,2.88129417,0.01569089,0.00000000,0.00433721,0.33976928,1.06444454,1.46624857,1.13733474,0.00000000
-5.35167584,2.80696060,0.01526016,0.00000000,0.00487349,0.33165509,1.03766784,1.40978627,1.11525613,0.00000000
-5.34567284,2.74004620,0.01485081,0.00000000,0.00547201,0.32296354,1.01172664,1.36009034,1.09603275,0.00000000
-5.33966983,2.68112626,0.01446992,0.00000000,0.00613656,0.31380767,0.98719624,1.31717809,1.08011039,0.00000000
-5.33366683,2.63068526,0.01412435,0.00000000,0.00687047,0.30429806,0.96464658,1.28098700,1.06790595,0.00000000
-5.32766383,2.58912396,0.01382067,0.00000000,0.00767648,0.29454211,0.94463041,1.25139359,1.05979959,0.00000000
-5.32166083,2.55676356,0.01356493,0.00000000,0.00855656,0.28464339,0.92767085,1.22822948,1.05612632,0.00000000
-5.31565783,2.53384615,0.01336251,0.00000000,0.00951177,0.27470122,0.91424873,1.21129408,1.05716694,0.00000000
-5.30965483,2.52053122,0.01321800,0.00000000,0.01054212,0.26481026,0.90478959,1.20036329,1.06313851,0.00000000
-5.30365183,2.51688819,0.01313497,0.00000000,0.01164640,0.25506007,0.89965090,1.19519400,1.07418468,0.00000000
-5.29764882,2.52288540,0.01311592,0.00000000,0.01282213,0.24553462,0.89910970,1.19552471,1.09036621,0.00000000
-5.29164582,2.53837660,0.01316205,0.00000000,0.01406540,0.23631165,0.90335105,1.20107269,1.11165200,0.00000000
-5.28564282,2.56308596,0.01327324,0.00000000,0.01537085,0.22746191,0.91245779,1.21152834,1.13791137,0.00000000
-5.27963982,2.59659310,0.01344794,0.00000000,0.01673161,0.21904835,0.92640198,1.22654783,1.16890792,0.00000000
-5.27363682,2.63831988,0.01368308,0.00000000,0.01813936,0.21112513,0.94503864,1.24574489,1.20429572,0.00000000
-5.26763382,2.68752029,0.01397414,0.00000000,0.01958434,0.20373680,0.96810228,1.26868310,1.24361822,0.00000000
-5.26163082,2.74327536,0.01431512,0.00000000,0.02105543,0.19691740,0.99520653,1.29486950,1.28631054,0.00000000
-5.25562781,2.80449409,0.01469863,0.00000000,0.02254033,0.19068985,1.02584744,1.32375067,1.33170533,0.00000000
-5.24962481,2.86992169,0.01511605,0.00000000,0.02402570,0.18506554,1.05941056,1.35471197,1.37904252,0.00000000
-5.24362181,2.93815553,0.01555767,0.00000000,0.02549737,0.18004420,1.09518208,1.38708053,1.42748300,0.00000000
-5.23761881,3.00766915,0.01601290,0.00000000,0.02694057,0.17561420,1.13236377,1.42013235,1.47612601,0.00000000
-5.23161581,3.07684385,0.01647055,0.00000000,0.02834023,0.17175318,1.17009173,1.45310340,1.52402993,0.00000000
-5.22561281,3.14400703,0.01691911,0.00000000,0.02968123,0.16842913,1.20745827,1.48520453,1.57023589,0.00000000
-5.21960980,3.20747612,0.01734708,0.00000000,0.03094871,0.16560178,1.24353653,1.51563969,1.61379340,0.00000000
-5.21360680,3.26560625,0.01774325,0.00000000,0.03212840,0.16322436,1.27740682,1.54362660,1.65378714,0.00000000
-5.20760380,3.31683980,0.01809704,0.00000000,0.03320692,0.16124566,1.30818399,1.56841904,1.68936384,0.00000000
-5.20160080,3.35975568,0.01839883,0.00000000,0.03417209,0.15961213,1.33504454,1.58932958,1.71975830,0.00000000
-5.19559780,3.39311602,0.01864021,0.00000000,0.03501325,0.15827026,1.35725262,1.60575174,1.74431730,0.00000000
-5.18959480,3.41590829,0.01881423,0.00000000,0.03572149,0.15716880,1.37418369,1.61718039,1.76252049,0.00000000
-5.18359180,3.42738078,0.01891558,0.00000000,0.03628996,0.15626096,1.38534495,1.62322944,1.77399743,0.00000000
-5.17758879,3.42706984,0.01894075,0.00000000,0.03671406,0.15550640,1.39039161,1.62364585,1.77853988,0.00000000
-5.17158579,3.41481755,0.01888807,0.00000000,0.03699163,0.15487293,1.38913822,1.61831926,1.77610888,0.00000000
-5.16558279,3.39077914,0.01875776,0.00000000,0.03712309,0.15433792,1.38156476,1.60728682,1.76683641,0.00000000
-5.15957979,3.35541962,0.01855184,0.00000000,0.03711153,0.15388924,1.36781693,1.59073289,1.75102142,0.00000000
-5.15357679,3.30950001,0.01827404,0.00000000,0.03696270,0.15352586,1.34820098,1.56898355,1.72912045,0.00000000
-5.14757379,3.25405352,0.01792963,0.00000000,0.03668505,0.15325788,1.32317292,1.54249639,1.70173334,0.00000000
-5.14157079,3.19035299,0.01752522,0.00000000,0.03628955,0.15310618,1.29332295,1.51184570,1.66958455,0.00000000
-5.13556778,3.11987074,0.01706852,0.00000000,0.03578959,0.15310155,1.25935549,1.47770398,1.63350084,0.00000000
-5.12956478,3.04423272,0.01656809,0.00000000,0.03520073,0.15328336,1.22206587,1.44082045,1.59438632,0.00000000
-5.12356178,2.96516854,0.01603306,0.00000000,0.03454038,0.15369783,1.18231446,1.40199739,1.55319575,0.00000000
-5.11755878,2.88445954,0.01547290,0.00000000,0.03382753,0.15439590,1.14099943,1.36206538,1.51090715,0.00000000
-5.11155578,2.80388671,0.01489715,0.00000000,0.03308229,0.15543077,1.09902907,1.32185834,1.46849454,0.00000000
-5.10555278,2.72518014,0.01431518,0.00000000,0.03232549,0.15685522,1.05729481,1.28218918,1.42690201,0.00000000
-5.09954977,2.64997199,0.01373603,0.00000000,0.03157820,0.15871872,1.01664568,1.24382712,1.38701956,0.00000000
-5.09354677,2.57975398,0.01316821,0.00000000,0.03086127,0.16106450,0.97786538,1.20747713,1.34966171,0.00000000
-5.08754377,2.51584097,0.01261961,0.00000000,0.03019486,0.16392669,0.94165226,1.17376228,1.31554925,0.00000000
-5.08154077,2.45934116,0.01209737,0.00000000,0.02959793,0.16732761,0.90860306,1.14320940,1.28529449,0.00000000
-5.07553777,2.41113383,0.01160786,0.00000000,0.02908786,0.17127536,0.87920057,1.11623821,1.25939041,0.00000000
-5.06953477,2.37185464,0.01115661,0.00000000,0.02868002,0.17576190,0.85380549,1.09315431,1.23820357,0.00000000
-5.06353177,2.34188869,0.01074838,0.00000000,0.02838741,0.18076161,0.83265254,1.07414574,1.22197099,0.00000000
-5.05752876,2.32137109,0.01038711,0.00000000,0.02822042,0.18623065,0.81585059,1.05928326,1.21080062,0.00000000
-5.05152576,2.31019466,0.01007603,0.00000000,0.02818657,0.19210700,0.80338670,1.04852398,1.20467526,0.00000000
-5.04552276,2.30802411,0.00981766,0.00000000,0.02829039,0.19831135,0.79513359,1.04171801,1.20345965,0.00000000
-5.03951976,2.31431605,0.00961391,0.00000000,0.02853334,0.20474890,0.79086018,1.03861786,1.20691021,0.00000000
-5.03351676,2.32834384,0.00946612,0.00000000,0.02891384,0.21131198,0.79024469,1.03889019,1.21468709,0.00000000
-5.02751376,2.34922655,0.00937513,0.00000000,0.02942737,0.21788343,0.79288961,1.04212924,1.22636811,0.00000000
-5.02151076,2.37596086,0.00934133,0.00000000,0.03006657,0.22434075,0.79833822,1.04787185,1.24146405,0.00000000
-5.01550775,2.40745498,0.00936470,0.00000000,0.03082152,0.23056063,0.80609185,1.05561329,1.25943480,0.00000000
-5.00950475,2.44256348,0.00944484,0.00000000,0.03167992,0.23642395,0.81562741,1.06482359,1.27970600,0.00000000
-5.00350175,2.48012208,0.00958099,0.00000000,0.03262749,0.24182080,0.82641464,1.07496398,1.30168564,0.00000000
-4.99749875,2.51898129,0.00977204,0.00000000,0.03364821,0.24665540,0.83793256,1.08550288,1.32478013,0.00000000
-4.99149575,2.55803804,0.01001653,0.00000000,0.03472472,0.25085057,0.84968466,1.09593114,1.34840957,0.00000000
-4.98549275,2.59626433,0.01031265,0.00000000,0.03583862,0.25435158,0.86121238,1.10577611,1.37202161,0.00000000
-4.97948974,2.63273212,0.01065818,0.00000000,0.03697088,0.25712921,0.87210665,1.11461417,1.39510381,0.00000000
-4.97348674,2.66663389,0.01105050,0.00000000,0.03810210,0.25918156,0.88201705,1.12208141,1.41719401,0.00000000
-4.96748374,2.69729817,0.01148658,0.00000000,0.03921285,0.26053491,0.89065852,1.12788224,1.43788850,0.00000000
-4.96148074,2.72419971,0.01196291,0.00000000,0.04028401,0.26124307,0.89781545,1.13179550,1.45684789,0.00000000
-4.95547774,2.74696420,0.01247548,0.00000000,0.04129693,0.26138562,0.90334318,1.13367815,1.47380059,0.00000000
-4.94947474,2.76536730,0.01301984,0.00000000,0.04223378,0.26106481,0.90716682,1.13346617,1.48854372,0.00000000
-4.94347174,2.77932844,0.01359101,0.00000000,0.04307771,0.26040134,0.90927771,1.13117283,1.50094172,0.00000000
-4.93746873,2.78889939,0.01418355,0.00000000,0.04381307,0.25952926,0.90972762,1.12688419,1.51092261,0.00000000
-4.93146573,2.79424848,0.01479156,0.00000000,0.04442560,0.25859011,0.90862092,1.12075210,1.51847234,0.00000000
-4.92546273,2.79564094,0.01540875,0.00000000,0.04490261,0.25772655,0.90610523,1.11298486,1.52362722,0.00000000
-4.91945973,2.79341627,0.01602845,0.00000000,0.04523313,0.25707595,0.90236080,1.10383579,1.52646503,0.00000000
-4.91345673,2.78796354,0.01664374,0.00000000,0.04540809,0.25676396,0.89758911,1.09359021,1.52709510,0.00000000
-4.90745373,2.77969572,0.01724751,0.00000000,0.04542043,0.25689867,0.89200106,1.08255127,1.52564773,0.00000000
-4.90145073,2.76902388,0.01783254,0.00000000,0.04526526,0.25756526,0.88580539,1.07102508,1.52226347,0.00000000
-4.89544772,2.75633258,0.01839163,0.00000000,0.04493998,0.25882174,0.87919754,1.05930583,1.51708263,0.00000000
-4.88944472,2.74195718,0.01891772,0.00000000,0.04444431,0.26069575,0.87234957,1.04766151,1.51023557,0.00000000
-4.88344172,2.72616417,0.01940395,0.00000000,0.04378041,0.26318251,0.86540141,1.03632072,1.50183396,0.00000000
-4.87743872,2.70913525,0.01984381,0.00000000,0.04295284,0.26624427,0.85845385,1.02546126,1.49196356,0.00000000
-4.87143572,2.69095586,0.02023121,0.00000000,0.04196854,0.26981097,0.85156350,1.01520095,1.48067876,0.00000000
-4.86543272,2.67160864,0.02056060,0.00000000,0.04083676,0.27378228,0.84473993,1.00559117,1.46799902,0.00000000
-4.85942971,2.65097214,0.02082704,0.00000000,0.03956887,0.27803085,0.83794516,0.99661345,1.45390756,0.00000000
-4.85342671,2.62882493,0.02102625,0.00000000,0.03817820,0.28240664,0.83109538,0.98817919,1.43835222,0.00000000
-4.84742371,2.60485489,0.02115467,0.00000000,0.03667972,0.28674215,0.82406507,0.98013283,1.42124850,0.00000000
-4.84142071,2.57867348,0.02120955,0.00000000,0.03508979,0.29085840,0.81669313,0.97225806,1.40248480,0.00000000
-4.83541771,2.54983437,0.02118895,0.00000000,0.03342581,0.29457130,0.80879094,0.96428711,1.38192951,0.00000000
-4.82941471,2.51785577,0.02109175,0.00000000,0.03170579,0.29769824,0.80015192,0.95591258,1.35943976,0.00000000
-4.82341171,2.48224542,0.02091771,0.00000000,0.02994802,0.30006475,0.79056227,0.94680134,1.33487151,0.00000000
-4.81740870,2.44252737,0.02066747,0.00000000,0.02817066,0.30151072,0.77981238,0.93660989,1.30809038,0.00000000
-4.81140570,2.39826931,0.02034254,0.00000000,0.02639139,0.30189621,0.76770843,0.92500045,1.27898297,0.00000000
-4.80540270,2.34910928,0.01994534,0.00000000,0.02462705,0.30110653,0.75408374,0.91165717,1.24746799,0.00000000
-4.79939970,2.29478056,0.01947914,0.00000000,0.02289338,0.29905643,0.73880924,0.89630154,1.21350675,0.00000000
-4.79339670,2.23513370,0.01894809,0.00000000,0.02120478,0.29569322,0.72180275,0.87870645,1.17711249,0.00000000
-4.78739370,2.17015454,0.01835718,0.00000000,0.01957410,0.29099881,0.70303653,0.85870822,1.13835806,0.00000000
-4.78139070,2.09997761,0.01771221,0.00000000,0.01801258,0.28499057,0.68254281,0.83621608,1.09738162,0.00000000
-4.77538769,2.02489398,0.01701973,0.00000000,0.01652977,0.27772099,0.66041708,0.81121871,1.05438996,0.00000000
-4.76938469,1.94535351,0.01628701,0.00000000,0.01513355,0.26927626,0.63681895,0.78378763,1.00965927,0.00000000
-4.76338169,1.86196109,0.01552193,0.00000000,0.01383016,0.25977368,0.61197056,0.75407729,0.96353330,0.00000000
-4.75737869,1.77546722,0.01473289,0.00000000,0.01262435,0.24935829,0.58615259,0.72232209,0.91641880,0.00000000
-4.75137569,1.68675326,0.01392874,0.00000000,0.01151944,0.23819861,0.55969811,0.68883034,0.86877864,0.00000000
-4.74537269,1.59681190,0.01311860,0.00000000,0.01051751,0.22648180,0.53298450,0.65397575,0.82112256,0.00000000
-4.73936968,1.50672389,0.01231177,0.00000000,0.00961953,0.21440847,0.50642367,0.61818673,0.77399611,0.00000000
-4.73336668,1.41763168,0.01151756,0.00000000,0.00882549,0.20218720,0.48045129,0.58193421,0.72796816,0.00000000
-4.72736368,1.33071138,0.01074514,0.00000000,0.00813455,0.19002908,0.45551506,0.54571835,0.68361744,0.00000000
-4.72136068,1.24714380,0.01000340,0.00000000,0.00754511,0.17814244,0.43206280,0.51005491,0.64151853,0.00000000
-4.71535768,1.16808579,0.00930081,0.00000000,0.00705492,0.16672780,0.41053065,0.47546174,0.60222801,0.00000000
-4.70935468,1.09464283,0.00864524,0.00000000,0.00666109,0.15597344,0.39133180,0.44244581,0.56627102,0.00000000
-4.70335168,1.02784362,0.00804390,0.00000000,0.00636016,0.14605136,0.37484608,0.41149140,0.53412878,0.00000000
-4.69734867,0.96861745,0.00750313,0.00000000,0.00614806,0.13711402,0.36141083,0.38304943,0.50622739,0.00000000
-4.69134567,0.91777487,0.00702842,0.00000000,0.00602013,0.12929170,0.35131315,0.35752851,0.48292827,0.00000000
-4.68534267,0.87599181,0.00662424,0.00000000,0.00597107,0.12269052,0.34478379,0.33528748,0.46452034,0.00000000
-4.67933967,0.84379763,0.00629402,0.00000000,0.00599492,0.11739119,0.34199273,0.31662965,0.45121417,0.00000000
-4.67333667,0.82156672,0.00604013,0.00000000,0.00608504,0.11344842,0.34304645,0.30179864,0.44313804,0.00000000
-4.66733367,0.80951391,0.00586385,0.00000000,0.00623413,0.11089080,0.34798693,0.29097558,0.44033610,0.00000000
-4.66133067,0.80769307,0.00576538,0.00000000,0.00643418,0.10972135,0.35679217,0.28427764,0.44276829,0.00000000
-4.65532766,0.81599898,0.00574386,0.00000000,0.00667661,0.10991840,0.36937820,0.28175761,0.45031207,0.00000000
-4.64932466,0.83417183,0.00579741,0.00000000,0.00695228,0.11143694,0.38560230,0.28340436,0.46276588,0.00000000
-4.64332166,0.86180419,0.00592319,0.00000000,0.00725161,0.11421020,0.40526730,0.28914410,0.47985385,0.00000000
