energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.78389195,3.86423262,0.97802087,2.37639621,0.00205095,0.36689699,0.00359842,0.74756993,0.67138206,0.23093076
-5.77788894,3.68967600,0.92989659,2.27279311,0.00193322,0.34601734,0.00360162,0.71367988,0.65218675,0.21915711
-5.77188594,3.51647553,0.88218541,2.16950677,0.00182516,0.32501274,0.00361926,0.68086533,0.63260740,0.20778121
-5.76588294,3.34603478,0.83521812,2.06751057,0.00172566,0.30411033,0.00364978,0.64923535,0.61277636,0.19683596
-5.75987994,3.17968511,0.78931957,1.96771974,0.00163369,0.28352549,0.00369137,0.61889552,0.59284078,0.18635278
-5.75387694,3.01864910,0.74479838,1.87096783,0.00154831,0.26345673,0.00374200,0.58994349,0.57295658,0.17636034
-5.74787394,2.86400845,0.70193762,1.77798645,0.00146869,0.24408142,0.00379938,0.56246472,0.55328221,0.16688329
-5.74187094,2.71667746,0.66098670,1.68938897,0.00139413,0.22555242,0.00386100,0.53652853,0.53397240,0.15794117
-5.73586793,2.57738299,0.62215493,1.60565866,0.00132405,0.20799575,0.00392420,0.51218466,0.51517223,0.14954737
-5.72986493,2.44665143,0.58560677,1.52714163,0.00125796,0.19150931,0.00398617,0.48946050,0.49701178,0.14170841
-5.72386193,2.32480305,0.55145899,1.45404453,0.00119549,0.17616263,0.00404406,0.46835922,0.47960165,0.13442339
-5.71785893,2.21195354,0.51977972,1.38643714,0.00113637,0.16199754,0.00409503,0.44885879,0.46302937,0.12768378
-5.71185593,2.10802249,0.49058922,1.32425931,0.00108036,0.14902965,0.00413635,0.43091198,0.44735704,0.12147341
-5.70585293,2.01274819,0.46386227,1.26733207,0.00102730,0.13725059,0.00416547,0.41444734,0.43262008,0.11576882
-5.69984992,1.92570791,0.43953205,1.21537217,0.00097705,0.12663079,0.00418010,0.39937114,0.41882719,0.11053987
-5.69384692,1.84634264,0.41749502,1.16800942,0.00092948,0.11712255,0.00417829,0.38557013,0.40596141,0.10575061
-5.68784392,1.77398517,0.39761678,1.12480614,0.00088447,0.10866349,0.00415852,0.37291507,0.39398224,0.10136030
-5.68184092,1.70789040,0.37973834,1.08527786,0.00084188,0.10117994,0.00411970,0.36126476,0.38282857,0.09732472
-5.67583792,1.64726644,0.36368270,1.04891449,0.00080157,0.09459031,0.00406126,0.35047049,0.37242228,0.09359753
-5.66983492,1.59130558,0.34926136,1.01520126,0.00076337,0.08880829,0.00398315,0.34038067,0.36267234,0.09013165
-5.66383192,1.53921388,0.33628053,0.98363866,0.00072709,0.08374571,0.00388582,0.33084542,0.35347906,0.08688075
-5.65782891,1.49023845,0.32454677,0.95376078,0.00069254,0.07931510,0.00377026,0.32172097,0.34473846,0.08380061
-5.65182591,1.44369162,0.31387202,0.92515158,0.00065950,0.07543182,0.00363791,0.31287370,0.33634636,0.08085040
-5.64582291,1.39897144,0.30407775,0.89745864,0.00062777,0.07201576,0.00349063,0.30418362,0.32820214,0.07799382
-5.63981991,1.35557793,0.29499834,0.87040405,0.00059715,0.06899263,0.00333065,0.29554726,0.32021210,0.07520003
-5.63381691,1.31312513,0.28648350,0.84379250,0.00056744,0.06629484,0.00316048,0.28687980,0.31229208,0.07244437
-5.62781391,1.27134858,0.27839992,0.81751627,0.00053850,0.06386203,0.00298284,0.27811654,0.30436952,0.06970890
-5.62181091,1.23010869,0.27063212,0.79155744,0.00051020,0.06164127,0.00280060,0.26921352,0.29638492,0.06698260
-5.61580790,1.18939008,0.26308265,0.76598720,0.00048243,0.05958697,0.00261665,0.26014754,0.28829254,0.06426146
-5.60980490,1.14929731,0.25567174,0.74096282,0.00045516,0.05766066,0.00243388,0.25091553,0.28006062,0.06154827
-5.60380190,1.11004756,0.24833663,0.71672222,0.00042838,0.05583052,0.00225507,0.24153333,0.27167112,0.05885229
-5.59779890,1.07196064,0.24103047,0.69357663,0.00040212,0.05407090,0.00208285,0.23203416,0.26311899,0.05618869
-5.59179590,1.03544686,0.23372123,0.67190157,0.00037646,0.05236174,0.00191964,0.22246661,0.25441122,0.05357791
-5.58579290,1.00099326,0.22639042,0.65212639,0.00035152,0.05068800,0.00176763,0.21289265,0.24556569,0.05104493
-5.57978989,0.96914850,0.21903192,0.63472266,0.00032743,0.04903912,0.00162871,0.20338532,0.23660987,0.04861843
-5.57378689,0.94050683,0.21165083,0.62019151,0.00030435,0.04740848,0.00150449,0.19402657,0.22757952,0.04632997
-5.56778389,0.91569135,0.20426243,0.60905023,0.00028246,0.04579293,0.00139626,0.18490510,0.21851743,0.04421312
-5.56178089,0.89533667,0.19689120,0.60181811,0.00026194,0.04419239,0.00130500,0.17611427,0.20947215,0.04230262
-5.55577789,0.88007125,0.18956989,0.59900174,0.00024297,0.04260941,0.00123140,0.16775016,0.20049682,0.04063351
-5.54977489,0.87049933,0.18233863,0.60107982,0.00022572,0.04104888,0.00117581,0.15990971,0.19164803,0.03924038
-5.54377189,0.86718267,0.17524396,0.60848768,0.00021033,0.03951761,0.00113834,0.15268899,0.18298469,0.03815650
-5.53776888,0.87062216,0.16833776,0.62160163,0.00019694,0.03802405,0.00111876,0.14618146,0.17456690,0.03741313
-5.53176588,0.88123944,0.16167601,0.64072338,0.00018562,0.03657789,0.00111661,0.14047628,0.16645483,0.03703871
-5.52576288,0.89935887,0.15531739,0.66606483,0.00017646,0.03518971,0.00113116,0.13565659,0.15870742,0.03705812
-5.51975988,0.92519007,0.14932168,0.69773374,0.00016946,0.03387054,0.00116143,0.13179770,0.15138113,0.03749199
-5.51375688,0.95881166,0.14374788,0.73572048,0.00016462,0.03263146,0.00120623,0.12896520,0.14452856,0.03835589
-5.50775388,1.00015655,0.13865221,0.77988667,0.00016188,0.03148308,0.00126412,0.12721300,0.13819696,0.03965969
-5.50175088,1.04899960,0.13408601,0.82995610,0.00016114,0.03043514,0.00133348,0.12658131,0.13242681,0.04140680
-5.49574787,1.10494822,0.13009350,0.88550864,0.00016228,0.02949595,0.00141252,0.12709459,0.12725030,0.04359355
-5.48974487,1.16743669,0.12670962,0.94597761,0.00016514,0.02867202,0.00149927,0.12875955,0.12269000,0.04620861
-5.48374187,1.23572487,0.12395805,1.01065121,0.00016951,0.02796757,0.00159162,0.13156328,0.11875761,0.04923246
-5.47773887,1.30890178,0.12184941,1.07867845,0.00017518,0.02738424,0.00168739,0.13547169,0.11545299,0.05263706
-5.47173587,1.38589471,0.12037982,1.14907974,0.00018189,0.02692082,0.00178430,0.14042824,0.11276338,0.05638566
-5.46573287,1.46548389,0.11952997,1.22076233,0.00018938,0.02657304,0.00188007,0.14635322,0.11066315,0.06043279
-5.45972986,1.54632295,0.11926462,1.29254052,0.00019739,0.02633359,0.00197241,0.15314356,0.10911379,0.06472453
-5.45372686,1.62696482,0.11953275,1.36316012,0.00020562,0.02619213,0.00205913,0.16067344,0.10806445,0.06919902
-5.44772386,1.70589261,0.12026830,1.43132682,0.00021382,0.02613554,0.00213812,0.16879555,0.10745293,0.07378724
-5.44172086,1.78155474,0.12139158,1.49573748,0.00022170,0.02614822,0.00220746,0.17734328,0.10720705,0.07841415
-5.43571786,1.85240319,0.12281114,1.55511350,0.00022901,0.02621251,0.00226543,0.18613369,0.10724651,0.08300004
-5.42971486,1.91693375,0.12442634,1.60823501,0.00023554,0.02630926,0.00231056,0.19497123,0.10748506,0.08746216
-5.42371186,1.97372680,0.12613021,1.65397468,0.00024106,0.02641841,0.00234168,0.20365227,0.10783298,0.09171663
-5.41770885,2.02148707,0.12781276,1.69132987,0.00024541,0.02651962,0.00235792,0.21197012,0.10819973,0.09568052
-5.41170585,2.05908095,0.12936446,1.71945181,0.00024847,0.02659301,0.00235878,0.21972058,0.10849668,0.09927395
-5.40570285,2.08556978,0.13067976,1.73767064,0.00025014,0.02661978,0.00234409,0.22670767,0.10863986,0.10242243
-5.39969985,2.10023777,0.13166059,1.74551522,0.00025037,0.02658290,0.00231402,0.23274942,0.10855255,0.10505897
-5.39369685,2.10261351,0.13221962,1.74272703,0.00024917,0.02646765,0.00226912,0.23768349,0.10816764,0.10712618
-5.38769385,2.09248407,0.13228319,1.72926735,0.00024659,0.02626214,0.00221020,0.24137230,0.10742969,0.10857817
-5.38169085,2.06990110,0.13179377,1.70531770,0.00024271,0.02595773,0.00213841,0.24370760,0.10629658,0.10938211
-5.37568784,2.03517888,0.13071190,1.67127332,0.00023768,0.02554930,0.00205511,0.24461416,0.10474070,0.10951951
-5.36968484,1.98888426,0.12901748,1.62773012,0.00023168,0.02503545,0.00196188,0.24405253,0.10274966,0.10898702
-5.36368184,1.93181904,0.12671041,1.57546575,0.00022492,0.02441849,0.00186043,0.24202059,0.10032649,0.10779692
-5.35767884,1.86499563,0.12381060,1.51541542,0.00021766,0.02370443,0.00175259,0.23855401,0.09748934,0.10597697
-5.35167584,1.78960692,0.12035729,1.44864376,0.00021017,0.02290276,0.00164021,0.23372555,0.09427072,0.10357000
-5.34567284,1.70699178,0.11640781,1.37631368,0.00020274,0.02202614,0.00152516,0.22764308,0.09071629,0.10063290
-5.33966983,1.61859748,0.11203578,1.29965360,0.00019569,0.02109009,0.00140923,0.22044671,0.08688336,0.09723528
-5.33366683,1.52594053,0.10732886,1.21992433,0.00018935,0.02011247,0.00129412,0.21230481,0.08283899,0.09345786
-5.32766383,1.43056744,0.10238616,1.13838666,0.00018403,0.01911306,0.00118142,0.20340939,0.07865799,0.08939039
-5.32166083,1.33401669,0.09731543,1.05627097,0.00018004,0.01811296,0.00107252,0.19397081,0.07442068,0.08512961
-5.31565783,1.23778320,0.09223004,0.97474960,0.00017769,0.01713413,0.00096865,0.18421220,0.07021068,0.08077687
-5.30965483,1.14328630,0.08724595,0.89491292,0.00017726,0.01619878,0.00087084,0.17436355,0.06611269,0.07643583
-5.30365183,1.05184196,0.08247871,0.81774949,0.00017900,0.01532888,0.00077993,0.16465598,0.06221029,0.07221012
-5.29764882,0.96463985,0.07804060,0.74413071,0.00018314,0.01454567,0.00069654,0.15531605,0.05858390,0.06820117
-5.29164582,0.88272552,0.07403790,0.67480002,0.00018986,0.01386916,0.00062111,0.14656050,0.05530897,0.06450605
-5.28564282,0.80698774,0.07056842,0.61036663,0.00019930,0.01331772,0.00055388,0.13859135,0.05245422,0.06121565
-5.27963982,0.73815077,0.06771927,0.55130339,0.00021154,0.01290767,0.00049495,0.13159170,0.05008019,0.05841293
-5.27363682,0.67677137,0.06556493,0.49794853,0.00022663,0.01265295,0.00044424,0.12572196,0.04823798,0.05617152
-5.26763382,0.62323989,0.06416562,0.45051065,0.00024454,0.01256481,0.00040155,0.12111687,0.04696822,0.05455448
-5.26163082,0.57778503,0.06356592,0.40907646,0.00026520,0.01265152,0.00036657,0.11788312,0.04630023,0.05361337
-5.25562781,0.54048167,0.06379381,0.37362076,0.00028848,0.01291820,0.00033891,0.11609767,0.04625144,0.05338752
-5.24962481,0.51126107,0.06485996,0.34401791,0.00031417,0.01336662,0.00031809,0.11580671,0.04682701,0.05390352
-5.24362181,0.48992309,0.06675735,0.32005450,0.00034205,0.01399512,0.00030357,0.11702529,0.04801973,0.05517499
-5.23761881,0.47614979,0.06946133,0.30144255,0.00037180,0.01479850,0.00029480,0.11973757,0.04981006,0.05720249
-5.23161581,0.46952010,0.07292994,0.28783303,0.00040310,0.01576814,0.00029117,0.12389768,0.05216655,0.05997374
-5.22561281,0.46952533,0.07710472,0.27882929,0.00043557,0.01689198,0.00029208,0.12943128,0.05504646,0.06346394
-5.21960980,0.47558510,0.08191187,0.27400021,0.00046884,0.01815481,0.00029694,0.13623759,0.05839663,0.06763638
-5.21360680,0.48706374,0.08726386,0.27289296,0.00050249,0.01953845,0.00030514,0.14419211,0.06215479,0.07244322
-5.20760380,0.50328689,0.09306149,0.27504513,0.00053614,0.02102219,0.00031613,0.15314989,0.06625095,0.07782646
-5.20160080,0.52355830,0.09919631,0.27999631,0.00056942,0.02258320,0.00032938,0.16294933,0.07060936,0.08371918
-5.19559780,0.54717663,0.10555350,0.28729900,0.00060199,0.02419714,0.00034438,0.17341642,0.07515049,0.09004690
-5.18959480,0.57345219,0.11201501,0.29652872,0.00063357,0.02583879,0.00036072,0.18436952,0.07979347,0.09672912
-5.18359180,0.60172335,0.11846304,0.30729338,0.00066395,0.02748274,0.00037802,0.19562428,0.08445861,0.10368112
-5.17758879,0.63137240,0.12478363,0.31924180,0.00069300,0.02910421,0.00039599,0.20699889,0.08907013,0.11081572
-5.17158579,0.66184057,0.13087033,0.33207111,0.00072067,0.03067984,0.00041444,0.21831934,0.09355886,0.11804527
-5.16558279,0.69264173,0.13662775,0.34553308,0.00074701,0.03218849,0.00043328,0.22942448,0.09786502,0.12528357
-5.15957979,0.72337445,0.14197491,0.35943913,0.00077219,0.03361204,0.00045251,0.24017085,0.10194073,0.13244790
-5.15357679,0.75373196,0.14684818,0.37366376,0.00079645,0.03493607,0.00047231,0.25043699,0.10575235,0.13946080
-5.14757379,0.78350943,0.15120372,0.38814642,0.00082017,0.03615049,0.00049295,0.26012705,0.10928236,0.14625190
-5.14157079,0.81260842,0.15501915,0.40289148,0.00084376,0.03725006,0.00051490,0.26917354,0.11253086,0.15275947
-5.13556778,0.84103789,0.15829461,0.41796628,0.00086776,0.03823465,0.00053875,0.27753912,0.11551635,0.15893171
-5.12956478,0.86891184,0.16105279,0.43349715,0.00089272,0.03910946,0.00056528,0.28521725,0.11827603,0.16472785
-5.12356178,0.89644316,0.16333812,0.44966356,0.00091924,0.03988494,0.00059543,0.29223167,0.12086519,0.17011887
-5.11755878,0.92393400,0.16521510,0.46669020,0.00094793,0.04057653,0.00063032,0.29863475,0.12335604,0.17508793
-5.11155578,0.95176277,0.16676562,0.48483749,0.00097937,0.04120423,0.00067120,0.30450462,0.12583569,0.17963044
-5.10555278,0.98036807,0.16808564,0.50439057,0.00101412,0.04179196,0.00071949,0.30994138,0.12840347,0.18375380
-5.09954977,1.01023018,0.16928110,0.52564712,0.00105262,0.04236673,0.00077671,0.31506226,0.13116764,0.18747686
-5.09354677,1.04185070,0.17046337,0.54890457,0.00109526,0.04295771,0.00084450,0.31999626,0.13424153,0.19082907
-5.08754377,1.07573113,0.17174441,0.57444695,0.00114229,0.04359514,0.00092455,0.32487819,0.13773932,0.19384939
-5.08154077,1.11235108,0.17323179,0.60253199,0.00119380,0.04430923,0.00101855,0.32984257,0.14177157,0.19658503
-5.07553777,1.15214715,0.17502389,0.63337891,0.00124976,0.04512899,0.00112819,0.33501755,0.14644061,0.19909006
-5.06953477,1.19549318,0.17720538,0.66715737,0.00130996,0.04608113,0.00125507,0.34051926,0.15183607,0.20142385
-5.06353177,1.24268261,0.17984334,0.70397800,0.00137404,0.04718899,0.00140062,0.34644657,0.15803068,0.20364957
-5.05752876,1.29391383,0.18298404,0.74388478,0.00144146,0.04847165,0.00156610,0.35287689,0.16507650,0.20583264
-5.05152576,1.34927870,0.18665066,0.78684972,0.00151154,0.04994309,0.00175249,0.35986275,0.17300175,0.20803923
-5.04552276,1.40875506,0.19084199,0.83276970,0.00158349,0.05161166,0.00196044,0.36742970,0.18180844,0.21033484
-5.03951976,1.47220300,0.19553221,0.88146584,0.00165636,0.05347966,0.00219022,0.37557532,0.19147078,0.21278300
-5.03351676,1.53936530,0.20067173,0.93268507,0.00172914,0.05554324,0.00244165,0.38426952,0.20193465,0.21544405
-5.02751376,1.60987157,0.20618904,0.98610398,0.00180076,0.05779241,0.00271409,0.39345601,0.21311799,0.21837401
-5.02151076,1.68324598,0.21199362,1.04133447,0.00187012,0.06021143,0.00300635,0.40305493,0.22491226,0.22162357
-5.01550775,1.75891796,0.21797949,1.09793113,0.00193609,0.06277925,0.00331674,0.41296632,0.23718483,0.22523721
-5.00950475,1.83623551,0.22402958,1.15539977,0.00199760,0.06547027,0.00364299,0.42307446,0.24978230,0.22925228
-5.00350175,1.91448014,0.23002044,1.21320690,0.00205361,0.06825515,0.00398235,0.43325261,0.26253467,0.23369821
-4.99749875,1.99288317,0.23582721,1.27078972,0.00210318,0.07110179,0.00433151,0.44336813,0.27526003,0.23859570
-4.99149575,2.07064230,0.24132858,1.32756615,0.00214547,0.07397633,0.00468675,0.45328746,0.28776990,0.24395597
-4.98549275,2.14693827,0.24641156,1.38294484,0.00217974,0.07684424,0.00504394,0.46288098,0.29987467,0.24977997
-4.97948974,2.22095062,0.25097577,1.43633473,0.00220541,0.07967130,0.00539863,0.47202737,0.31138925,0.25605762
-4.97348674,2.29187256,0.25493714,1.48715404,0.00222202,0.08242457,0.00574616,0.48061723,0.32213853,0.26276717
-4.96748374,2.35892426,0.25823087,1.53483858,0.00222927,0.08507322,0.00608173,0.48855604,0.33196243,0.26987453
-4.96148074,2.42136473,0.26081348,1.57884947,0.00222700,0.08758928,0.00640055,0.49576608,0.34072053,0.27733282
-4.95547774,2.47850205,0.26266398,1.61868012,0.00221520,0.08994819,0.00669791,0.50218755,0.34829588,0.28508211
-4.94947474,2.52970204,0.26378404,1.65386267,0.00219401,0.09212918,0.00696936,0.50777873,0.35459808,0.29304939
-4.94347174,2.57439572,0.26419729,1.68397404,0.00216368,0.09411551,0.00721077,0.51251536,0.35956537,0.30114890
-4.93746873,2.61208560,0.26394783,1.70864157,0.00212461,0.09589457,0.00741845,0.51638931,0.36316577,0.30928291
-4.93146573,2.64235121,0.26309795,1.72754847,0.00207729,0.09745778,0.00758927,0.51940680,0.36539733,0.31734287
-4.92546273,2.66485408,0.26172533,1.74043915,0.00202232,0.09880046,0.00772075,0.52158619,0.36628731,0.32521119
-4.91945973,2.67934243,0.25991989,1.74712434,0.00196039,0.09992151,0.00781110,0.52295577,0.36589065,0.33276341
-4.91345673,2.68565564,0.25778029,1.74748611,0.00189225,0.10082312,0.00785929,0.52355149,0.36428768,0.33987097
-4.90745373,2.68372870,0.25541055,1.74148255,0.00181873,0.10151041,0.00786513,0.52341502,0.36158118,0.34640438
-4.90145073,2.67359644,0.25291662,1.72915196,0.00174070,0.10199106,0.00782920,0.52259210,0.35789310,0.35223682
-4.89544772,2.65539741,0.25040334,1.71061645,0.00165907,0.10227501,0.00775293,0.52113141,0.35336092,0.35724798
-4.88944472,2.62937717,0.24797171,1.68608445,0.00157476,0.10237414,0.00763852,0.51908392,0.34813390,0.36132802
-4.88344172,2.59589061,0.24571655,1.65585202,0.00148873,0.10230202,0.00748894,0.51650269,0.34236938,0.36438151
-4.87743872,2.55540277,0.24372477,1.62030253,0.00140191,0.10207374,0.00730782,0.51344318,0.33622914,0.36633120
-4.87143572,2.50848790,0.24207400,1.57990464,0.00131524,0.10170569,0.00709942,0.50996380,0.32987601,0.36712136
-4.86543272,2.45582616,0.24083175,1.53520807,0.00122963,0.10121545,0.00686850,0.50612671,0.32347070,0.36672055
-4.85942971,2.39819771,0.24005493,1.48683735,0.00114596,0.10062169,0.00662025,0.50199854,0.31716901,0.36512377
-4.85342671,2.33647387,0.23978967,1.43548332,0.00106505,0.09994396,0.00636014,0.49765109,0.31111928,0.36235366
-4.84742371,2.27160533,0.24007137,1.38189257,0.00098770,0.09920256,0.00609383,0.49316156,0.30546012,0.35846086
-4.84142071,2.20460739,0.24092485,1.32685500,0.00091462,0.09841829,0.00582706,0.48861244,0.30031850,0.35352333
-4.83541771,2.13654255,0.24236450,1.27118978,0.00084648,0.09761217,0.00556549,0.48409076,0.29580796,0.34764477
-4.82941471,2.06850087,0.24439446,1.21573037,0.00078385,0.09680505,0.00531460,0.47968674,0.29202711,0.34095206
-4.82341171,2.00157878,0.24700860,1.16130883,0.00072727,0.09601720,0.00507963,0.47549192,0.28905829,0.33359188
-4.81740870,1.93685708,0.25019047,1.10874030,0.00067715,0.09526781,0.00486539,0.47159658,0.28696643,0.32572670
-4.81140570,1.87537903,0.25391314,1.05880812,0.00063388,0.09457444,0.00467629,0.46808693,0.28579813,0.31753020
-4.80540270,1.81812963,0.25813903,1.01225029,0.00059775,0.09395251,0.00451615,0.46504191,0.28558095,0.30918240
-4.79939970,1.76601685,0.26281974,0.96974789,0.00056898,0.09341479,0.00438824,0.46253013,0.28632307,0.30086466
-4.79339670,1.71985589,0.26789614,0.93191581,0.00054774,0.09297097,0.00429522,0.46060686,0.28801324,0.29275490
-4.78739370,1.68035734,0.27329866,0.89929646,0.00053414,0.09262734,0.00423909,0.45931167,0.29062130,0.28502296
-4.78139070,1.64811955,0.27894807,0.87235637,0.00052823,0.09238662,0.00422121,0.45866672,0.29409913,0.27782662
-4.77538769,1.62362607,0.28475668,0.85148610,0.00053004,0.09224801,0.00424235,0.45867594,0.29838221,0.27130816
-4.76938469,1.60724778,0.29063029,0.83700308,0.00053956,0.09220744,0.00430264,0.45932537,0.30339184,0.26559171
-4.76338169,1.59925005,0.29647066,0.82915732,0.00055676,0.09225803,0.00440170,0.46058462,0.30903797,0.26078139
-4.75737869,1.59980408,0.30217869,0.82813945,0.00058158,0.09239081,0.00453862,0.46240946,0.31522263,0.25696032
-4.75137569,1.60900193,0.30765822,0.83409057,0.00061398,0.09259564,0.00471206,0.46474556,0.32184388,0.25419035
-4.74537269,1.62687423,0.31282023,0.84711310,0.00065390,0.09286234,0.00492031,0.46753308,0.32880014,0.25251261
-4.73936968,1.65340936,0.31758739,0.86728209,0.00070128,0.09318183,0.00516134,0.47071190,0.33599480,0.25194863
-4.73336668,1.68857285,0.32189871,0.89465593,0.00075609,0.09354753,0.00543290,0.47422725,0.34334083,0.25250196
-4.72736368,1.73232572,0.32571392,0.92928584,0.00081830,0.09395656,0.00573255,0.47803517,0.35076523,0.25416016
-4.72136068,1.78464039,0.32901750,0.97122335,0.00088789,0.09441094,0.00605774,0.48210766,0.35821304,0.25689696
-4.71535768,1.84551297,0.33182186,1.02052520,0.00096484,0.09491863,0.00640590,0.48643694,0.36565069,0.26067449
-4.70935468,1.91497093,0.33416956,1.07725503,0.00104915,0.09549427,0.00677445,0.49103850,0.37306849,0.26544541
-4.70335168,1.99307546,0.33613420,1.14148178,0.00114084,0.09615962,0.00716087,0.49595269,0.38048209,0.27115482
-4.69734867,2.07991796,0.33781993,1.21327443,0.00123990,0.09694358,0.00756278,0.50124455,0.38793270,0.27774193
-4.69134567,2.17561052,0.33935936,1.29269338,0.00134633,0.09788189,0.00797791,0.50700183,0.39548600,0.28514132
-4.68534267,2.28027077,0.34090986,1.37977860,0.00146010,0.09901624,0.00840422,0.51333107,0.40322984,0.29328392
-4.67933967,2.39400146,0.34264839,1.47453508,0.00158117,0.10039309,0.00883988,0.52035202,0.41127055,0.30209749
-4.67333667,2.51686577,0.34476480,1.57691627,0.00170946,0.10206200,0.00928329,0.52819040,0.41972816,0.31150690
-4.66733367,2.64885946,0.34745417,1.68680609,0.00184483,0.10407360,0.00973314,0.53696953,0.42873058,0.32143402
-4.66133067,2.78988116,0.35090808,1.80400068,0.00198711,0.10647733,0.01018835,0.54680116,0.43840704,0.33179747
-4.65532766,2.93970238,0.35530559,1.92819048,0.00213603,0.10931895,0.01064812,0.55777590,0.44888092,0.34251213
-4.64932466,3.09793872,0.36080405,2.05894380,0.00229124,0.11263796,0.01111190,0.56995402,0.46026244,0.35348869
-4.64332166,3.26402388,0.36753029,2.19569273,0.00245232,0.11646502,0.01157931,0.58335683,0.47264129,0.36463316
