energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.61580790,3.38498196,0.02694351,0.22908882,0.09650516,0.54336306,1.52724603,0.03160157,1.74875221
-5.60980490,3.40765741,0.02760074,0.24764557,0.09895294,0.54346226,1.52370285,0.03282214,1.74669727
-5.60380190,3.42716545,0.02813220,0.26741585,0.10170420,0.54456450,1.51719050,0.03397990,1.74243744
-5.59779890,3.44335605,0.02853191,0.28820916,0.10469142,0.54654433,1.50783257,0.03506211,1.73604464
-5.59179590,3.45606943,0.02879693,0.30979850,0.10784032,0.54925248,1.49577861,0.03605676,1.72760188
-5.58579290,3.46512272,0.02892733,0.33192288,0.11107132,0.55251764,1.48119442,0.03695261,1.71719245
-5.57978989,3.47029927,0.02892608,0.35429124,0.11430145,0.55614901,1.46425266,0.03773936,1.70489007
-5.57378689,3.47134200,0.02879888,0.37658781,0.11744647,0.55993979,1.44512431,0.03840763,1.69075065
-5.56778389,3.46795153,0.02855390,0.39847879,0.12042322,0.56367140,1.42397149,0.03894911,1.67480632
-5.56178089,3.45978992,0.02820153,0.41962018,0.12315206,0.56711865,1.40094230,0.03935659,1.65706244
-5.55577789,3.44649007,0.02775410,0.43966665,0.12555937,0.57005551,1.37616770,0.03962402,1.63749763
-5.54977489,3.42767060,0.02722552,0.45828094,0.12757992,0.57226157,1.34976075,0.03974658,1.61606703
-5.54377189,3.40295540,0.02663097,0.47514354,0.12915911,0.57352867,1.32181802,0.03972080,1.59270853
-5.53776888,3.37199678,0.02598663,0.48996237,0.13025484,0.57366772,1.29242294,0.03954465,1.56735149
-5.53176588,3.33450062,0.02530934,0.50248174,0.13083905,0.57251518,1.26165074,0.03921760,1.53992739
-5.52576288,3.29025185,0.02461634,0.51249046,0.13089870,0.56993898,1.22957434,0.03874079,1.51038146
-5.51975988,3.23913831,0.02392497,0.51982859,0.13043631,0.56584354,1.19627071,0.03811702,1.47868448
-5.51375688,3.18117129,0.02325245,0.52439238,0.12946979,0.56017351,1.16182700,0.03735094,1.44484380
-5.50775388,3.11650091,0.02261562,0.52613744,0.12803174,0.55291612,1.12634586,0.03644897,1.40891258
-5.50175088,3.04542517,0.02203068,0.52507957,0.12616811,0.54410188,1.08994950,0.03541937,1.37099668
-5.49574787,2.96839157,0.02151295,0.52129355,0.12393638,0.53380342,1.05278198,0.03427215,1.33125834
-5.48974487,2.88599089,0.02107660,0.51490969,0.12140317,0.52213275,1.01500956,0.03301895,1.28991646
-5.48374187,2.79894325,0.02073435,0.50610838,0.11864155,0.50923671,0.97681905,0.03167290,1.24724327
-5.47773887,2.70807691,0.02049721,0.49511293,0.11572809,0.49529106,0.93841412,0.03024838,1.20355746
-5.47173587,2.61430100,0.02037416,0.48218100,0.11273969,0.48049328,0.90001000,0.02876073,1.15921423
-5.46573287,2.51857360,0.02037183,0.46759502,0.10975056,0.46505464,0.86182673,0.02722594,1.11459270
-5.45972986,2.42186703,0.02049421,0.45165213,0.10682930,0.44919171,0.82408168,0.02566029,1.07008158
-5.45372686,2.32513218,0.02074238,0.43465400,0.10403621,0.43311792,0.78698165,0.02408002,1.02606386
-5.44772386,2.22926405,0.02111425,0.41689714,0.10142112,0.41703544,0.75071527,0.02250090,0.98290152
-5.44172086,2.13507038,0.02160443,0.39866397,0.09902165,0.40112790,0.71544616,0.02093793,0.94092108
-5.43571786,2.04324493,0.02220407,0.38021512,0.09686202,0.38555423,0.68130732,0.01940501,0.90040094
-5.42971486,1.95434701,0.02290091,0.36178321,0.09495258,0.37044386,0.64839714,0.01791463,0.86156117
-5.42371186,1.86878804,0.02367937,0.34356831,0.09328985,0.35589355,0.61677721,0.01647768,0.82455632
-5.41770885,1.78682573,0.02452078,0.32573510,0.09185722,0.34196592,0.58647214,0.01510330,0.78947161
-5.41170585,1.70856598,0.02540375,0.30841188,0.09062620,0.32868965,0.55747121,0.01379875,0.75632261
-5.40570285,1.63397191,0.02630465,0.29169114,0.08955816,0.31606130,0.52973190,0.01256942,0.72505833
-5.39969985,1.56287941,0.02719818,0.27563171,0.08860644,0.30404855,0.50318476,0.01141884,0.69556755
-5.39369685,1.49501787,0.02805810,0.26026205,0.08771872,0.29259467,0.47773953,0.01034880,0.66768774
-5.38769385,1.43003487,0.02885794,0.24558458,0.08683961,0.28162380,0.45329191,0.00935949,0.64121618
-5.38169085,1.36752315,0.02957188,0.23158053,0.08591318,0.27104692,0.42973064,0.00844968,0.61592242
-5.37568784,1.30704827,0.03017549,0.21821523,0.08488551,0.26076793,0.40694442,0.00761695,0.59156152
-5.36968484,1.24817559,0.03064659,0.20544334,0.08370697,0.25068969,0.38482827,0.00685788,0.56788720
-5.36368184,1.19049502,0.03096593,0.19321383,0.08233424,0.24071966,0.36328908,0.00616834,0.54466424
-5.35767884,1.13364244,0.03111789,0.18147451,0.08073199,0.23077484,0.34224996,0.00554368,0.52167960
-5.35167584,1.07731697,0.03109091,0.17017580,0.07887409,0.22078586,0.32165334,0.00497893,0.49875170
-5.34567284,1.02129339,0.03087795,0.15927385,0.07674439,0.21070006,0.30146271,0.00446902,0.47573747
-5.33966983,0.96542957,0.03047663,0.14873270,0.07433708,0.20048344,0.28166298,0.00400895,0.45253704
-5.33366683,0.90966882,0.02988926,0.13852560,0.07165654,0.19012154,0.26225962,0.00359386,0.42909596
-5.32766383,0.85403757,0.02912275,0.12863563,0.06871677,0.17961922,0.24327669,0.00321921,0.40540500
-5.32166083,0.79863886,0.02818822,0.11905540,0.06554054,0.16899952,0.22475396,0.00288079,0.38149780
-5.31565783,0.74364243,0.02710061,0.10978633,0.06215815,0.15830164,0.20674345,0.00257479,0.35744654
-5.30965483,0.68927217,0.02587808,0.10083731,0.05860601,0.14757837,0.18930556,0.00229783,0.33335619
-5.30365183,0.63579187,0.02454133,0.09222309,0.05492502,0.13689292,0.17250502,0.00204691,0.30935757
-5.29764882,0.58349019,0.02311286,0.08396247,0.05115903,0.12631569,0.15640706,0.00181944,0.28559983
-5.29164582,0.53266570,0.02161622,0.07607640,0.04735310,0.11592076,0.14107374,0.00161317,0.26224262
-5.28564282,0.48361267,0.02007527,0.06858622,0.04355202,0.10578269,0.12656081,0.00142616,0.23944858
-5.27963982,0.43660840,0.01851345,0.06151195,0.03979891,0.09597346,0.11291521,0.00125676,0.21737625
-5.27363682,0.39190240,0.01695311,0.05487094,0.03613401,0.08655984,0.10017309,0.00110352,0.19617389
-5.26763382,0.34970794,0.01541502,0.04867671,0.03259370,0.07760130,0.08835859,0.00096520,0.17597434
-5.26163082,0.31019596,0.01391784,0.04293818,0.02920978,0.06914833,0.07748327,0.00084067,0.15689106
-5.25562781,0.27349154,0.01247785,0.03765918,0.02600905,0.06124151,0.06754615,0.00072893,0.13901547
-5.24962481,0.23967268,0.01110869,0.03283834,0.02301306,0.05391095,0.05853432,0.00062905,0.12241550
-5.24362181,0.20877137,0.00982133,0.02846913,0.02023821,0.04717636,0.05042393,0.00054016,0.10713533
-5.23761881,0.18077643,0.00862398,0.02454033,0.01769597,0.04104763,0.04318162,0.00046142,0.09319628
-5.23161581,0.15563801,0.00752232,0.02103656,0.01539334,0.03552570,0.03676617,0.00039204,0.08059848
-5.22561281,0.13327325,0.00651961,0.01793898,0.01333350,0.03060382,0.03113025,0.00033125,0.06932343
-5.21960980,0.11357272,0.00561700,0.01522619,0.01151647,0.02626907,0.02622229,0.00027829,0.05933697
-5.21360680,0.09640738,0.00481382,0.01287500,0.00993995,0.02250398,0.02198829,0.00023243,0.05059273
-5.20760380,0.08163558,0.00410794,0.01086140,0.00860012,0.01928826,0.01837355,0.00019297,0.04303563
-5.20160080,0.06910992,0.00349608,0.00916134,0.00749255,0.01660050,0.01532420,0.00015924,0.03660551
-5.19559780,0.05868372,0.00297420,0.00775155,0.00661290,0.01441984,0.01278866,0.00013060,0.03124053
-5.18959480,0.05021679,0.00253781,0.00661024,0.00595778,0.01272746,0.01071874,0.00010644,0.02688032
-5.18359180,0.04358050,0.00218229,0.00571766,0.00552534,0.01150794,0.00907067,0.00008620,0.02346883
-5.17758879,0.03866188,0.00190311,0.00505658,0.00531585,0.01075035,0.00780580,0.00006937,0.02095664
-5.17158579,0.03536685,0.00169610,0.00461264,0.00533210,0.01044916,0.00689117,0.00005547,0.01930286
-5.16558279,0.03362239,0.00155757,0.00437458,0.00557973,0.01060480,0.00629980,0.00004406,0.01847643
-5.15957979,0.03337776,0.00148449,0.00433428,0.00606726,0.01122394,0.00601093,0.00003478,0.01845692
-5.15357679,0.03460470,0.00147449,0.00448674,0.00680611,0.01231955,0.00600996,0.00002728,0.01923472
-5.14757379,0.03729670,0.00152592,0.00482991,0.00781028,0.01391047,0.00628841,0.00002126,0.02081072
-5.14157079,0.04146738,0.00163781,0.00536440,0.00909596,0.01602086,0.00684364,0.00001647,0.02319542
-5.13556778,0.04714798,0.00180977,0.00609308,0.01068090,0.01867922,0.00767861,0.00001269,0.02640759
-5.12956478,0.05438424,0.00204190,0.00702058,0.01258361,0.02191714,0.00880151,0.00000974,0.03047237
-5.12356178,0.06323251,0.00233460,0.00815273,0.01482235,0.02576787,0.01022542,0.00000747,0.03541908
-5.11755878,0.07375544,0.00268840,0.00949588,0.01741404,0.03026459,0.01196797,0.00000574,0.04127863
-5.11155578,0.08601735,0.00310375,0.01105625,0.02037298,0.03543857,0.01405097,0.00000447,0.04808071
-5.10555278,0.10007936,0.00358078,0.01283916,0.02370955,0.04131721,0.01650021,0.00000357,0.05585081
-5.09954977,0.11599464,0.00411906,0.01484837,0.02742881,0.04792214,0.01934520,0.00000300,0.06460728
-5.09354677,0.13380392,0.00471739,0.01708536,0.03152918,0.05526734,0.02261914,0.00000272,0.07435849
-5.08754377,0.15353145,0.00537354,0.01954871,0.03600116,0.06335749,0.02635890,0.00000272,0.08510020
-5.08154077,0.17518177,0.00608412,0.02223365,0.04082628,0.07218659,0.03060518,0.00000303,0.09681343
-5.07553777,0.19873740,0.00684435,0.02513161,0.04597613,0.08173709,0.03540272,0.00000366,0.10946286
-5.06953477,0.22415776,0.00764799,0.02823009,0.05141188,0.09197940,0.04080070,0.00000470,0.12299594
-5.06353177,0.25137931,0.00848729,0.03151265,0.05708398,0.10287210,0.04685309,0.00000623,0.13734282
-5.05752876,0.28031725,0.00935295,0.03495908,0.06293240,0.11436279,0.05361906,0.00000839,0.15241726
-5.05152576,0.31086860,0.01023423,0.03854596,0.06888725,0.12638963,0.06116335,0.00001136,0.16811849
-5.04552276,0.34291670,0.01111912,0.04224730,0.07486991,0.13888363,0.06955649,0.00001537,0.18433402
-5.03951976,0.37633700,0.01199447,0.04603550,0.08079457,0.15177156,0.07887478,0.00002073,0.20094352
-5.03351676,0.41100387,0.01284636,0.04988250,0.08657030,0.16497956,0.08919996,0.00002780,0.21782344
-5.02751376,0.44679819,0.01366041,0.05376116,0.09210343,0.17843716,0.10061845,0.00003707,0.23485246
-5.02151076,0.48361518,0.01442213,0.05764668,0.09730024,0.19208175,0.11322003,0.00004909,0.25191738
-5.01550775,0.52137228,0.01511740,0.06151817,0.10206995,0.20586309,0.12709600,0.00006459,0.26891935
-5.00950475,0.56001638,0.01573286,0.06536025,0.10632771,0.21974799,0.14233662,0.00008439,0.28578010
-5.00350175,0.59953017,0.01625635,0.06916455,0.10999761,0.23372460,0.15902790,0.00010951,0.30244792
-4.99749875,0.63993696,0.01667733,0.07293110,0.11301550,0.24780641,0.17724776,0.00014113,0.31890308
-4.99149575,0.68130394,0.01698725,0.07666957,0.11533156,0.26203552,0.19706166,0.00018061,0.33516248
-4.98549275,0.72374325,0.01717984,0.08040023,0.11691236,0.27648520,0.21851776,0.00022956,0.35128320
-4.97948974,0.76741114,0.01725133,0.08415456,0.11774247,0.29126148,0.24164191,0.00028974,0.36736477
-4.97348674,0.81250479,0.01720067,0.08797563,0.11782544,0.30650375,0.26643261,0.00036320,0.38355020
-4.96748374,0.85925733,0.01702951,0.09191798,0.11718406,0.32238418,0.29285628,0.00045214,0.40002529
-4.96148074,0.90793091,0.01674220,0.09604716,0.11585997,0.33910615,0.32084315,0.00055902,0.41701667
-4.95547774,0.95880848,0.01634566,0.10043890,0.11391251,0.35690147,0.35028399,0.00068644,0.43478822
-4.94947474,1.01218448,0.01584917,0.10517784,0.11141701,0.37602662,0.38102818,0.00083716,0.45363616
-4.94347174,1.06835496,0.01526409,0.11035592,0.10846241,0.39675804,0.41288311,0.00101404,0.47388291
-4.93746873,1.12760765,0.01460346,0.11607048,0.10514840,0.41938649,0.44561535,0.00122000,0.49586982
-4.93146573,1.19021224,0.01388168,0.12242200,0.10158222,0.44421067,0.47895356,0.00145791,0.51994898
-4.92546273,1.25641129,0.01311406,0.12951161,0.09787515,0.47153021,0.51259326,0.00173053,0.54647440
-4.91945973,1.32641202,0.01231640,0.13743850,0.09413900,0.50163802,0.54620328,0.00204042,0.57579254
-4.91345673,1.40037901,0.01150457,0.14629704,0.09048249,0.53481227,0.57943379,0.00238982,0.60823254
-4.90745373,1.47842795,0.01069415,0.15617388,0.08700794,0.57130790,0.61192549,0.00278055,0.64409623
-4.90145073,1.56062017,0.00990009,0.16714505,0.08380817,0.61134799,0.64331973,0.00321390,0.68364817
-4.89544772,1.64695788,0.00913637,0.17927302,0.08096384,0.65511485,0.67326886,0.00369051,0.72710571
-4.88944472,1.73737990,0.00841582,0.19260385,0.07854120,0.70274119,0.70144648,0.00421025,0.77462937
-4.88344172,1.83175754,0.00774992,0.20716451,0.07659052,0.75430142,0.72755703,0.00477217,0.82631375
-4.87743872,1.92989056,0.00714870,0.22296042,0.07514498,0.80980329,0.75134410,0.00537436,0.88217891
-4.87143572,2.03150300,0.00662064,0.23997326,0.07422024,0.86918018,0.77259718,0.00601394,0.94216281
-4.86543272,2.13623898,0.00617267,0.25815916,0.07381452,0.93228427,0.79115632,0.00668702,1.00611471
-4.85942971,2.24365844,0.00581020,0.27744742,0.07390937,0.99888095,0.80691465,0.00738866,1.07379006
-4.85342671,2.35323341,0.00553718,0.29773962,0.07447079,1.06864493,0.81981848,0.00811295,1.14484709
-4.84742371,2.46434486,0.00535610,0.31890955,0.07545093,1.14115818,0.82986516,0.00885302,1.21884546
-4.84142071,2.57628102,0.00526816,0.34080372,0.07679010,1.21591038,0.83709883,0.00960118,1.29524715
-4.83541771,2.68823757,0.00527325,0.36324262,0.07841904,1.29230190,0.84160427,0.01034898,1.37342009
-4.82941471,2.79932039,0.00537009,0.38602288,0.08026146,1.36964969,0.84349956,0.01108744,1.45264454
-4.82341171,2.90855153,0.00555624,0.40892013,0.08223661,1.44719628,0.84292766,0.01180718,1.53212245
-4.81740870,3.01487880,0.00582818,0.43169273,0.08426189,1.52412170,0.84004779,0.01249864,1.61098976
-4.81140570,3.11718937,0.00618132,0.45408619,0.08625540,1.59955841,0.83502696,0.01315226,1.68833161
-4.80540270,3.21432739,0.00661003,0.47583824,0.08813837,1.67260871,0.82803221,0.01375876,1.76320012
-4.79939970,3.30511568,0.00710772,0.49668445,0.08983727,1.74236444,0.81922399,0.01430930,1.83463441
-4.79339670,3.38838083,0.00766679,0.51636421,0.09128578,1.80792811,0.80875111,0.01479574,1.90168222
-4.78739370,3.46298120,0.00827875,0.53462682,0.09242635,1.86843490,0.79674730,0.01521082,1.96342262
-4.78139070,3.52783691,0.00893428,0.55123768,0.09321147,1.92307473,0.78332971,0.01554835,2.01898892
-4.77538769,3.58196056,0.00962330,0.56598408,0.09360459,1.97111338,0.76859912,0.01580336,2.06759103
-4.76938469,3.62448749,0.01033515,0.57868066,0.09358063,2.01191199,0.75264184,0.01597220,2.10853641
-4.76338169,3.65470436,0.01105874,0.58917411,0.09312616,2.04494407,0.73553300,0.01605270,2.14124882
-4.75737869,3.67207454,0.01178281,0.59734709,0.09223933,2.06980919,0.71734089,0.01604414,2.16528410
-4.75137569,3.67625923,0.01249614,0.60312104,0.09092934,2.08624298,0.69813194,0.01594735,2.18034234
-4.74537269,3.66713322,0.01318785,0.60645802,0.08921587,2.09412288,0.67797597,0.01576460,2.18627601
-4.73936968,3.64479443,0.01384774,0.60736121,0.08712805,2.09346957,0.65695121,0.01549962,2.18309360
-4.73336668,3.60956674,0.01446660,0.60587435,0.08470348,2.08444398,0.63514885,0.01515747,2.17095882
-4.72736368,3.56199581,0.01503649,0.60207991,0.08198698,2.06734012,0.61267661,0.01474442,2.15018522
-4.72136068,3.50283804,0.01555112,0.59609626,0.07902934,2.04257424,0.58966115,0.01426782,2.12122663
-4.71535768,3.43304295,0.01600603,0.58807384,0.07588595,2.01067067,0.56624923,0.01373588,2.08466376
-4.70935468,3.35372973,0.01639884,0.57819056,0.07261553,1.97224523,0.54260738,0.01315755,2.04118750
-4.70335168,3.26615880,0.01672939,0.56664658,0.06927878,1.92798677,0.51892011,0.01254227,1.99157963
-4.69734867,3.17169944,0.01699977,0.55365874,0.06593716,1.87863780,0.49538686,0.01189976,1.93669163
-4.69134567,3.07179476,0.01721429,0.53945472,0.06265172,1.82497478,0.47221771,0.01123986,1.87742240
-4.68534267,2.96792509,0.01737934,0.52426724,0.05948197,1.76778894,0.44962809,0.01057229,1.81469559
-4.67933967,2.86157123,0.01750316,0.50832852,0.05648491,1.70786810,0.42783283,0.00990646,1.74943734
-4.67333667,2.75417860,0.01759551,0.49186496,0.05371415,1.64598014,0.40703972,0.00925132,1.68255501
-4.66733367,2.64712343,0.01766724,0.47509247,0.05121908,1.58285830,0.38744298,0.00861519,1.61491753
-4.66133067,2.54168196,0.01772982,0.45821228,0.04904422,1.51918876,0.36921681,0.00800564,1.54733784
-4.65532766,2.43900341,0.01779482,0.44140749,0.04722860,1.45560041,0.35250952,0.00742938,1.48055772
-4.64932466,2.34008738,0.01787332,0.42484032,0.04580530,1.39265700,0.33743823,0.00689216,1.41523538
-4.64332166,2.24576619,0.01797538,0.40865011,0.04480108,1.33085152,0.32408461,0.00639876,1.35193584
-4.63731866,2.15669237,0.01810953,0.39295200,0.04423603,1.27060264,0.31249163,0.00595295,1.29112431
-4.63131566,2.07333151,0.01828226,0.37783640,0.04412347,1.21225309,0.30266165,0.00555747,1.23316245
-4.62531266,1.99596056,0.01849764,0.36336899,0.04446976,1.15606985,0.29455577,0.00521407,1.17830752
-4.61930965,1.92467128,0.01875703,0.34959148,0.04527431,1.10224582,0.28809467,0.00492358,1.12671419
-4.61330665,1.85937879,0.01905893,0.33652278,0.04652965,1.05090292,0.28316070,0.00468591,1.07843903
-4.60730365,1.79983474,0.01939887,0.32416075,0.04822156,1.00209643,0.27960133,0.00450020,1.03344716
-4.60130065,1.74564477,0.01976956,0.31248435,0.05032927,0.95582041,0.27723389,0.00436481,0.99162115
-4.59529765,1.69628958,0.02016109,0.30145614,0.05282576,0.91201412,0.27585119,0.00427751,0.95277163
-4.58929465,1.65114913,0.02056125,0.29102512,0.05567808,0.87056928,0.27522822,0.00423548,0.91664942
-4.58329165,1.60952915,0.02095603,0.28112972,0.05884774,0.83133810,0.27512934,0.00423545,0.88295879
-4.57728864,1.57068919,0.02133010,0.27170104,0.06229120,0.79414181,0.27531599,0.00427377,0.85137155
-4.57128564,1.53387148,0.02166750,0.26266611,0.06596032,0.75877977,0.27555450,0.00434650,0.82154143
-4.56528264,1.49832953,0.02195221,0.25395117,0.06980296,0.72503864,0.27562382,0.00444944,0.79311852
-4.55927964,1.46335582,0.02216883,0.24548488,0.07376358,0.69270167,0.27532288,0.00457829,0.76576318
-4.55327664,1.42830756,0.02230321,0.23720137,0.07778392,0.66155768,0.27447732,0.00472861,0.73915915
-4.54727364,1.39262977,0.02234301,0.22904304,0.08180369,0.63140950,0.27294537,0.00489597,0.71302535
-4.54127064,1.35587494,0.02227819,0.22096298,0.08576144,0.60208174,0.27062274,0.00507594,0.68712611
-4.53526763,1.31771871,0.02210140,0.21292711,0.08959533,0.57342733,0.26744626,0.00526423,0.66127938
-4.52926463,1.27797102,0.02180829,0.20491574,0.09324415,0.54533289,0.26339626,0.00545665,0.63536291
-4.52326163,1.23658250,0.02139761,0.19692465,0.09664826,0.51772263,0.25849759,0.00564926,0.60931794
-4.51725863,1.19364590,0.02087123,0.18896563,0.09975065,0.49056053,0.25281927,0.00583839,0.58315054
-4.51125563,1.14939265,0.02023409,0.18106647,0.10249801,0.46385099,0.24647282,0.00602070,0.55693053
-4.50525263,1.10418475,0.01949392,0.17327025,0.10484188,0.43763764,0.23960927,0.00619329,0.53078805
-4.49924962,1.05850230,0.01866090,0.16563426,0.10673967,0.41200068,0.23241510,0.00635369,0.50490794
-4.49324662,1.01292725,0.01774733,0.15822824,0.10815575,0.38705263,0.22510714,0.00650000,0.47952230
