energy_ev,total_up,Hf_p_up,Hf_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.77188594,1.38230575,0.63977054,0.45689292,0.00058487,0.66008892,0.03963663,0.20832651
-5.76588294,1.38076791,0.64650952,0.45397756,0.00055226,0.66074122,0.04009440,0.20652354
-5.75987994,1.38171291,0.65496318,0.45296851,0.00053049,0.66330540,0.04071695,0.20452577
-5.75387694,1.38521513,0.66512903,0.45380325,0.00051901,0.66774061,0.04150297,0.20240378
-5.74787394,1.39123700,0.67694078,0.45637636,0.00051723,0.67394556,0.04244666,0.20021722
-5.74187094,1.39961865,0.69026317,0.46053840,0.00052442,0.68175544,0.04353731,0.19801187
-5.73586793,1.41007278,0.70488961,0.46609614,0.00053982,0.69094126,0.04475917,0.19581761
-5.72986493,1.42218541,0.72054286,0.47281447,0.00056255,0.70121195,0.04609141,0.19364722
-5.72386193,1.43542299,0.73687898,0.48041992,0.00059168,0.71221926,0.04750833,0.19149630
-5.71785893,1.44914565,0.75349461,0.48860613,0.00062623,0.72356564,0.04897973,0.18934411
-5.71185593,1.46262645,0.76993738,0.49704098,0.00066514,0.73481485,0.05047157,0.18715536
-5.70585293,1.47507570,0.78571913,0.50537537,0.00070731,0.74550493,0.05194672,0.18488280
-5.69984992,1.48566935,0.80033145,0.51325324,0.00075162,0.75516308,0.05336597,0.18247044
-5.69384692,1.49358025,0.81326283,0.52032267,0.00079690,0.76332184,0.05468911,0.17985719
-5.68784392,1.49801063,0.82401683,0.52624746,0.00084200,0.76953596,0.05587615,0.17698075
-5.68184092,1.49822452,0.83213038,0.53071884,0.00088577,0.77339901,0.05688857,0.17378143
-5.67583792,1.49357829,0.83719133,0.53346678,0.00092711,0.77455924,0.05769055,0.17020587
-5.66983492,1.48354816,0.83885471,0.53427048,0.00096497,0.77273385,0.05825012,0.16621020
-5.66383192,1.46775325,0.83685672,0.53296749,0.00099837,0.76772103,0.05854024,0.16176271
-5.65782891,1.44597329,0.83102602,0.52946126,0.00102646,0.75940937,0.05853972,0.15684585
-5.65182591,1.41816020,0.82129186,0.52372668,0.00104849,0.74778420,0.05823386,0.15145737
-5.64582291,1.38444321,0.80768865,0.51581335,0.00106386,0.73293057,0.05761496,0.14561080
-5.63981991,1.34512746,0.79035688,0.50584669,0.00107215,0.71503296,0.05668252,0.13933502
-5.63381691,1.30068626,0.76954044,0.49402657,0.00107308,0.69437159,0.05544323,0.13267320
-5.62781391,1.25174756,0.74558042,0.48062372,0.00106656,0.67131574,0.05391065,0.12568114
-5.62181091,1.19907542,0.71890589,0.46597396,0.00105267,0.64631421,0.05210474,0.11842502
-5.61580790,1.14354727,0.69002178,0.45047047,0.00103165,0.61988343,0.05005110,0.11097892
-5.60980490,1.08612807,0.65949469,0.43455430,0.00100391,0.59259372,0.04778008,0.10342206
-5.60380190,1.02784239,0.62793695,0.41870351,0.00096999,0.56505400,0.04532579,0.09583595
-5.59779890,0.96974549,0.59598963,0.40342109,0.00093057,0.53789572,0.04272500,0.08830170
-5.59179590,0.91289427,0.56430503,0.38922202,0.00088639,0.51175622,0.04001595,0.08089750
-5.58579290,0.85831911,0.53352913,0.37661982,0.00083829,0.48726213,0.03723728,0.07369631
-5.57978989,0.80699731,0.50428465,0.36611278,0.00078714,0.46501317,0.03442693,0.06676404
-5.57378689,0.75982867,0.47715501,0.35817021,0.00073384,0.44556661,0.03162120,0.06015809
-5.56778389,0.71761375,0.45266956,0.35321894,0.00067925,0.42942280,0.02885384,0.05392624
-5.56178089,0.68103516,0.43129051,0.35163043,0.00062422,0.41701197,0.02615539,0.04810615
-5.55577789,0.65064204,0.41340164,0.35370860,0.00056955,0.40868250,0.02355264,0.04272508
-5.54977489,0.62683796,0.39929903,0.35967883,0.00051595,0.40469091,0.02106823,0.03780011
-5.54377189,0.60987220,0.38918401,0.36967830,0.00046404,0.40519368,0.01872046,0.03333859
-5.53776888,0.59983456,0.38315836,0.38374800,0.00041436,0.41024114,0.01652327,0.02933893
-5.53176588,0.59665362,0.38122175,0.40182683,0.00036735,0.41977365,0.01448631,0.02579149
-5.52576288,0.60009851,0.38327173,0.42374786,0.00032334,0.43362008,0.01261520,0.02267966
-5.51975988,0.60978404,0.38910594,0.44923734,0.00028257,0.45149896,0.01091182,0.01998104
-5.51375688,0.62517940,0.39842682,0.47791642,0.00024516,0.47302227,0.00937474,0.01766854
-5.50775388,0.64562005,0.41084865,0.50930605,0.00021118,0.49770203,0.00799970,0.01571159
-5.50175088,0.67032300,0.42590684,0.54283493,0.00018061,0.52495981,0.00678007,0.01407720
-5.49574787,0.69840509,0.44306937,0.57785075,0.00015335,0.55413896,0.00570733,0.01273098
-5.48974487,0.72890407,0.46175021,0.61363441,0.00012928,0.58451945,0.00477162,0.01163805
-5.48374187,0.76080216,0.48132427,0.64941712,0.00010820,0.61533522,0.00396209,0.01076384
-5.47773887,0.79305147,0.50114388,0.68439980,0.00008991,0.64579339,0.00326742,0.01007478
-5.47173587,0.82460082,0.52055595,0.71777447,0.00007417,0.67509506,0.00267609,0.00953887
-5.46573287,0.85442304,0.53891970,0.74874673,0.00006075,0.70245686,0.00217674,0.00912616
-5.45972986,0.88154215,0.55562414,0.77655861,0.00004940,0.72713278,0.00175839,0.00880907
-5.45372686,0.90505929,0.57010487,0.80051104,0.00003989,0.74843525,0.00141067,0.00856271
-5.44772386,0.92417667,0.58185958,0.81998485,0.00003197,0.76575484,0.00112390,0.00836500
-5.44172086,0.93821854,0.59046156,0.83445955,0.00002544,0.77857777,0.00088925,0.00819679
-5.43571786,0.94664844,0.59557094,0.84352910,0.00002010,0.78650036,0.00069871,0.00804188
-5.42971486,0.94908194,0.59694295,0.84691389,0.00001577,0.78924002,0.00054520,0.00788701
-5.42371186,0.94529445,0.59443307,0.84446837,0.00001228,0.78664211,0.00042247,0.00772169
-5.41770885,0.93522374,0.58799875,0.83618415,0.00000950,0.77868251,0.00032509,0.00753812
-5.41170585,0.91896701,0.57769779,0.82218823,0.00000729,0.76546570,0.00024841,0.00733099
-5.40570285,0.89677286,0.56368329,0.80273666,0.00000556,0.74721849,0.00018850,0.00709721
-5.39969985,0.86902833,0.54619561,0.77820377,0.00000421,0.72427976,0.00014205,0.00683574
-5.39369685,0.83624179,0.52555164,0.74906766,0.00000317,0.69708663,0.00010630,0.00654724
-5.38769385,0.79902241,0.50213189,0.71589248,0.00000237,0.66615775,0.00007900,0.00623386
-5.38169085,0.75805714,0.47636605,0.67930854,0.00000176,0.63207455,0.00005831,0.00589891
-5.37568784,0.71408630,0.44871759,0.63999095,0.00000131,0.59546114,0.00004275,0.00554661
-5.36968484,0.66787875,0.41966809,0.59863786,0.00000098,0.55696389,0.00003115,0.00518180
-5.36368184,0.62020764,0.38970205,0.55594923,0.00000074,0.51723155,0.00002258,0.00480978
-5.35767884,0.57182784,0.35929256,0.51260683,0.00000058,0.47689646,0.00001630,0.00443600
-5.35167584,0.52345563,0.32888857,0.46925639,0.00000048,0.43655787,0.00001176,0.00406597
-5.34567284,0.47575149,0.29890394,0.42649236,0.00000044,0.39676767,0.00000853,0.00370509
-5.33966983,0.42930634,0.26970876,0.38484571,0.00000044,0.35801890,0.00000629,0.00335861
-5.33366683,0.38463153,0.24162299,0.34477500,0.00000050,0.32073749,0.00000481,0.00303155
-5.32766383,0.34215254,0.21491241,0.30666086,0.00000061,0.28527696,0.00000392,0.00272875
-5.32166083,0.30220651,0.18978695,0.27080363,0.00000079,0.25191624,0.00000350,0.00245494
-5.31565783,0.26504300,0.16640111,0.23742406,0.00000104,0.22086029,0.00000351,0.00221484
-5.30965483,0.23082781,0.14485620,0.20666658,0.00000139,0.19224305,0.00000389,0.00201336
-5.30365183,0.19964932,0.12520418,0.17860480,0.00000186,0.16613262,0.00000468,0.00185578
-5.29764882,0.17152670,0.10745271,0.15324870,0.00000249,0.14253785,0.00000588,0.00174801
-5.29164582,0.14641955,0.09157101,0.13055297,0.00000331,0.12141610,0.00000758,0.00169686
-5.28564282,0.12423824,0.07749620,0.11042611,0.00000437,0.10268169,0.00000987,0.00171037
-5.27963982,0.10485466,0.06513985,0.09273968,0.00000575,0.08621449,0.00001286,0.00179811
-5.27363682,0.08811270,0.05439443,0.07733745,0.00000750,0.07186840,0.00001671,0.00197149
-5.26763382,0.07383818,0.04513931,0.06404401,0.00000972,0.05947934,0.00002161,0.00224411
-5.26163082,0.06184787,0.03724632,0.05267256,0.00001250,0.04887250,0.00002777,0.00263197
-5.25562781,0.05195748,0.03058461,0.04303190,0.00001597,0.03986881,0.00003546,0.00315378
-5.24962481,0.04398829,0.02502475,0.03493218,0.00002025,0.03229031,0.00004495,0.00383107
-5.24362181,0.03777247,0.02044207,0.02818971,0.00002550,0.02596459,0.00005659,0.00468829
-5.23761881,0.03315711,0.01671918,0.02263056,0.00003188,0.02072817,0.00007073,0.00575274
-5.23161581,0.03000684,0.01374782,0.01809327,0.00003956,0.01642898,0.00008778,0.00705444
-5.22561281,0.02820524,0.01143001,0.01443047,0.00004875,0.01292797,0.00010815,0.00862575
-5.21960980,0.02765509,0.00967858,0.01150986,0.00005964,0.01009998,0.00013230,0.01050087
-5.21360680,0.02827759,0.00841723,0.00921438,0.00007244,0.00783394,0.00016068,0.01271514
-5.20760380,0.03001074,0.00758015,0.00744187,0.00008736,0.00603269,0.00019374,0.01530412
-5.20160080,0.03280689,0.00711138,0.00610436,0.00010461,0.00461223,0.00023193,0.01830248
-5.19559780,0.03662977,0.00696381,0.00512696,0.00012436,0.00350092,0.00027566,0.02174274
-5.18959480,0.04145103,0.00709816,0.00444665,0.00014678,0.00263829,0.00032527,0.02565382
-5.18359180,0.04724654,0.00748178,0.00401088,0.00017201,0.00197394,0.00038107,0.03005948
-5.17758879,0.05399257,0.00808744,0.00377621,0.00020015,0.00146627,0.00044323,0.03497668
-5.17158579,0.06166195,0.00889218,0.00370694,0.00023123,0.00108135,0.00051183,0.04041402
-5.16558279,0.07022051,0.00987619,0.00377381,0.00026525,0.00079175,0.00058681,0.04637019
-5.15957979,0.07962388,0.01102184,0.00395283,0.00030212,0.00057554,0.00066795,0.05283264
-5.15357679,0.08981476,0.01231278,0.00422423,0.00034169,0.00041538,0.00075486,0.05977648
-5.14757379,0.10072091,0.01373325,0.00457154,0.00038372,0.00029763,0.00084697,0.06716379
-5.14157079,0.11225394,0.01526758,0.00498085,0.00042790,0.00021173,0.00094351,0.07494334
-5.13556778,0.12430895,0.01689981,0.00544018,0.00047385,0.00014954,0.00104352,0.08305082
-5.12956478,0.13676518,0.01861356,0.00593899,0.00052109,0.00010486,0.00114587,0.09140966
-5.12356178,0.14948758,0.02039201,0.00646788,0.00056909,0.00007300,0.00124927,0.09993245
-5.11755878,0.16232947,0.02221813,0.00701830,0.00061727,0.00005046,0.00135226,0.10852290
-5.11155578,0.17513592,0.02407500,0.00758249,0.00066499,0.00003463,0.00145329,0.11707837
-5.10555278,0.18774807,0.02594623,0.00815338,0.00071159,0.00002360,0.00155072,0.12549292
-5.09954977,0.20000790,0.02781652,0.00872466,0.00075643,0.00001597,0.00164290,0.13366064
-5.09354677,0.21176348,0.02967224,0.00929084,0.00079884,0.00001074,0.00172818,0.14147926
-5.08754377,0.22287421,0.03150199,0.00984733,0.00083823,0.00000719,0.00180497,0.14885376
-5.08154077,0.23321598,0.03329710,0.01039058,0.00087405,0.00000480,0.00187181,0.15569994
-5.07553777,0.24268584,0.03505211,0.01091817,0.00090582,0.00000322,0.00192741,0.16194755
-5.06953477,0.25120586,0.03676501,0.01142882,0.00093316,0.00000221,0.00197066,0.16754302
-5.06353177,0.25872606,0.03843738,0.01192252,0.00095582,0.00000159,0.00200073,0.17245144
-5.05752876,0.26522609,0.04007430,0.01240040,0.00097364,0.00000128,0.00201704,0.17665779
-5.05152576,0.27071552,0.04168402,0.01286470,0.00098659,0.00000120,0.00201932,0.18016717
-5.04552276,0.27523274,0.04327745,0.01331859,0.00099477,0.00000135,0.00200761,0.18300421
-5.03951976,0.27884237,0.04486740,0.01376597,0.00099839,0.00000174,0.00198225,0.18521132
-5.03351676,0.28163142,0.04646766,0.01421121,0.00099776,0.00000243,0.00194385,0.18684627
-5.02751376,0.28370418,0.04809193,0.01465881,0.00099329,0.00000351,0.00189333,0.18797879
-5.02151076,0.28517631,0.04975264,0.01511313,0.00098546,0.00000512,0.00183181,0.18868669
-5.01550775,0.28616833,0.05145981,0.01557801,0.00097478,0.00000749,0.00176063,0.18905154
-5.00950475,0.28679889,0.05321985,0.01605649,0.00096181,0.00001091,0.00168129,0.18915419
-5.00350175,0.28717825,0.05503461,0.01655053,0.00094711,0.00001580,0.00159536,0.18907040
-4.99749875,0.28740236,0.05690052,0.01706087,0.00093119,0.00002274,0.00150452,0.18886680
-4.99149575,0.28754789,0.05880806,0.01758686,0.00091457,0.00003250,0.00141042,0.18859756
-4.98549275,0.28766857,0.06074153,0.01812653,0.00089768,0.00004613,0.00131470,0.18830174
-4.97948974,0.28779306,0.06267915,0.01867678,0.00088090,0.00006500,0.00121892,0.18800179
-4.97348674,0.28792461,0.06459360,0.01923358,0.00086455,0.00009096,0.00112457,0.18770303
-4.96748374,0.28804252,0.06645290,0.01979253,0.00084889,0.00012638,0.00103300,0.18739438
-4.96148074,0.28810540,0.06822168,0.02034941,0.00083410,0.00017437,0.00094545,0.18705024
-4.95547774,0.28805612,0.06986281,0.02090090,0.00082034,0.00023888,0.00086303,0.18663346
-4.94947474,0.28782835,0.07133920,0.02144552,0.00080774,0.00032496,0.00078677,0.18609927
-4.94347174,0.28735422,0.07261594,0.02198457,0.00079644,0.00043894,0.00071760,0.18539995
-4.93746873,0.28657286,0.07366243,0.02252320,0.00078660,0.00058873,0.00065638,0.18449012
-4.93146573,0.28543953,0.07445464,0.02307152,0.00077847,0.00078409,0.00060400,0.18333229
-4.92546273,0.28393467,0.07497717,0.02364575,0.00077237,0.00103693,0.00056139,0.18190244
-4.91945973,0.28207271,0.07522527,0.02426927,0.00076877,0.00136169,0.00052956,0.18019542
-4.91345673,0.27991008,0.07520650,0.02497371,0.00076831,0.00177562,0.00050970,0.17822980
-4.90745373,0.27755210,0.07494213,0.02579976,0.00077182,0.00229914,0.00050325,0.17605210
-4.90145073,0.27515846,0.07446805,0.02679797,0.00078034,0.00295616,0.00051192,0.17374004
-4.89544772,0.27294687,0.07383537,0.02802920,0.00079517,0.00377432,0.00053781,0.17140478
-4.88944472,0.27119487,0.07311036,0.02956484,0.00081783,0.00478520,0.00058343,0.16919193
-4.88344172,0.27023941,0.07237409,0.03148671,0.00085012,0.00602443,0.00065178,0.16728137
-4.87743872,0.27047430,0.07172136,0.03388650,0.00089408,0.00753162,0.00074637,0.16588567
-4.87143572,0.27234528,0.07125933,0.03686489,0.00095197,0.00935017,0.00087130,0.16524727
-4.86543272,0.27634285,0.07110556,0.04053004,0.00102624,0.01152691,0.00103122,0.16563435
-4.85942971,0.28299282,0.07138567,0.04499571,0.00111950,0.01411146,0.00123132,0.16733542
-4.85342671,0.29284469,0.07223057,0.05037875,0.00123447,0.01715536,0.00147735,0.17065285
-4.84742371,0.30645797,0.07377337,0.05679610,0.00137386,0.02071097,0.00177551,0.17589521
-4.84142071,0.32438672,0.07614604,0.06436126,0.00154036,0.02483009,0.00213235,0.18336875
-4.83541771,0.34716242,0.07947574,0.07318030,0.00173647,0.02956228,0.00255466,0.19336808
-4.82941471,0.37527564,0.08388116,0.08334748,0.00196446,0.03495299,0.00304930,0.20616622
-4.82341171,0.40915682,0.08946864,0.09494058,0.00222622,0.04104153,0.00362296,0.22200428
-4.81740870,0.44915676,0.09632846,0.10801613,0.00252315,0.04785880,0.00428197,0.24108101
-4.81140570,0.49552720,0.10453118,0.12260460,0.00285607,0.05542508,0.00503201,0.26354250
-4.80540270,0.54840246,0.11412433,0.13870590,0.00322506,0.06374778,0.00587780,0.28947235
-4.79939970,0.60778262,0.12512945,0.15628532,0.00362939,0.07281942,0.00682283,0.31888277
-4.79339670,0.67351917,0.13753966,0.17527017,0.00406743,0.08261576,0.00786904,0.35170693
-4.78739370,0.74530392,0.15131796,0.19554735,0.00453658,0.09309444,0.00901652,0.38779292
-4.78139070,0.82266195,0.16639627,0.21696208,0.00503324,0.10419402,0.01026326,0.42689992
-4.77538769,0.90494935,0.18267544,0.23931796,0.00555276,0.11583371,0.01160493,0.46869672
-4.76938469,0.99135644,0.20002625,0.26237863,0.00608952,0.12791373,0.01303468,0.51276312
-4.76338169,1.08091667,0.21829147,0.28587084,0.00663696,0.14031643,0.01454311,0.55859429
-4.75737869,1.17252178,0.23728900,0.30948935,0.00718770,0.15290823,0.01611824,0.60560832
-4.75137569,1.26494288,0.25681607,0.33290323,0.00773367,0.16554231,0.01774557,0.65315697
-4.74537269,1.35685721,0.27665433,0.35576367,0.00826626,0.17806193,0.01940833,0.70053938
-4.73936968,1.44688001,0.29657574,0.37771292,0.00877660,0.19030450,0.02108778,0.74701850
-4.73336668,1.53360040,0.31634907,0.39839418,0.00925572,0.20210596,0.02276355,0.79183985
-4.72736368,1.61562022,0.33574663,0.41746193,0.00969485,0.21330562,0.02441417,0.83425184
-4.72136068,1.69159412,0.35455104,0.43459242,0.01008564,0.22375094,0.02601762,0.87352700
-4.71535768,1.76026960,0.37256174,0.44949379,0.01042044,0.23330227,0.02755191,0.90898337
-4.70935468,1.82052494,0.38960073,0.46191532,0.01069254,0.24183720,0.02899571,0.94000497
-4.70335168,1.87140362,0.40551754,0.47165556,0.01089636,0.24925437,0.03032899,0.96606065
-4.69734867,1.91214347,0.42019282,0.47856870,0.01102767,0.25547649,0.03153359,0.98672041
-4.69134567,1.94219925,0.43354064,0.48256910,0.01108371,0.26045244,0.03259377,1.00166835
-4.68534267,1.96125761,0.44550916,0.48363363,0.01106327,0.26415834,0.03349661,1.01071183
-4.67933967,1.96924363,0.45607973,0.48180177,0.01096675,0.26659756,0.03423236,1.01378626
-4.67333667,1.96631876,0.46526444,0.47717337,0.01079614,0.26779962,0.03479465,1.01095535
-4.66733367,1.95287027,0.47310229,0.46990443,0.01055492,0.26781804,0.03518058,1.00240688
-4.66133067,1.92949283,0.47965418,0.46020074,0.01024799,0.26672737,0.03539059,0.98844416
-4.65532766,1.89696314,0.48499703,0.44831016,0.00988146,0.26461945,0.03542836,0.96947367
-4.64932466,1.85620906,0.48921749,0.43451352,0.00946245,0.26159911,0.03530042,0.94598953
-4.64332166,1.80827473,0.49240556,0.41911487,0.00899888,0.25777971,0.03501582,0.91855551
-4.63731866,1.75428352,0.49464844,0.40243142,0.00849921,0.25327853,0.03458559,0.88778556
-4.63131566,1.69540047,0.49602525,0.38478368,0.00797220,0.24821248,0.03402230,0.85432373
-4.62531266,1.63279614,0.49660269,0.36648618,0.00742661,0.24269418,0.03333948,0.81882432
-4.61930965,1.56761323,0.49643201,0.34783925,0.00687104,0.23682866,0.03255116,0.78193330
-4.61330665,1.50093756,0.49554753,0.32912201,0.00631365,0.23071093,0.03167137,0.74427151
-4.60730365,1.43377412,0.49396658,0.31058698,0.00576202,0.22442430,0.03071380,0.70642038
-4.60130065,1.36702907,0.49169106,0.29245619,0.00522298,0.21803965,0.02969144,0.66891056
-4.59529765,1.30149790,0.48871029,0.27491904,0.00470249,0.21161555,0.02861639,0.63221361
-4.58929465,1.23785966,0.48500501,0.25813172,0.00420561,0.20519926,0.02749972,0.59673695
-4.58329165,1.17667689,0.48055230,0.24221805,0.00373642,0.19882829,0.02635147,0.56282175
-4.57728864,1.11840050,0.47533095,0.22727154,0.00329806,0.19253263,0.02518070,0.53074374
-4.57128564,1.06337890,0.46932701,0.21335856,0.00289274,0.18633725,0.02399560,0.50071630
-4.56528264,1.01187012,0.46253924,0.20052201,0.00252181,0.18026485,0.02280368,0.47289557
-4.55927964,0.96405619,0.45498400,0.18878563,0.00218588,0.17433860,0.02161202,0.44738698
-4.55327664,0.92005839,0.44669942,0.17815838,0.00188487,0.16858473,0.02042744,0.42425272
-4.54727364,0.87995281,0.43774868,0.16863873,0.00161817,0.16303478,0.01925679,0.40351964
-4.54127064,0.84378506,0.42822218,0.16021871,0.00138472,0.15772757,0.01810713,0.38518722
-4.53526763,0.81158372,0.41823864,0.15288755,0.00118318,0.15271053,0.01698590,0.36923519
-4.52926463,0.78337199,0.40794513,0.14663469,0.00101200,0.14804054,0.01590108,0.35563046
-4.52326163,0.75917713,0.39751605,0.14145223,0.00086956,0.14378428,0.01486125,0.34433337
-4.51725863,0.73903778,0.38715131,0.13733670,0.00075424,0.14001790,0.01387565,0.33530283
-4.51125563,0.72300885,0.37707369,0.13429020,0.00066453,0.13682619,0.01295414,0.32850059
-4.50525263,0.71116439,0.36752567,0.13232089,0.00059912,0.13430132,0.01210715,0.32389439
-4.49924962,0.70359829,0.35876574,0.13144289,0.00055692,0.13254100,0.01134555,0.32146018
-4.49324662,0.70042317,0.35106441,0.13167575,0.00053711,0.13164635,0.01068050,0.32118336
-4.48724362,0.70176764,0.34469991,0.13304332,0.00053919,0.13171936,0.01012329,0.32305917
-4.48124062,0.70777196,0.33995371,0.13557232,0.00056299,0.13286009,0.00968507,0.32709220
-4.47523762,0.71858248,0.33710577,0.13929053,0.00060866,0.13516366,0.00937666,0.33329517
-4.46923462,0.73434474,0.33642957,0.14422460,0.00067664,0.13871699,0.00920826,0.34168697
-4.46323162,0.75519553,0.33818685,0.15039774,0.00076767,0.14359548,0.00918916,0.35229002
-4.45722861,0.78125402,0.34262211,0.15782713,0.00088274,0.14985970,0.00932746,0.36512697
-4.45122561,0.81261193,0.34995674,0.16652112,0.00102303,0.15755200,0.00962977,0.38021687
-4.44522261,0.84932324,0.36038289,0.17647650,0.00118984,0.16669334,0.01010087,0.39757082
-4.43921961,0.89139342,0.37405716,0.18767567,0.00138457,0.17728034,0.01074343,0.41718729
-4.43321661,0.93876864,0.39109415,0.20008388,0.00160860,0.18928265,0.01155770,0.43904713
-4.42721361,0.99132546,0.41156017,0.21364682,0.00186325,0.20264085,0.01254122,0.46310867
-4.42121061,1.04886127,0.43546735,0.22828839,0.00214966,0.21726496,0.01368860,0.48930290
-4.41520760,1.11108624,0.46276826,0.24390906,0.00246875,0.23303369,0.01499129,0.51752915
-4.40920460,1.17761729,0.49335172,0.26038480,0.00282114,0.24979456,0.01643745,0.54765147
-4.40320160,1.24797458,0.52703982,0.27756678,0.00320706,0.26736501,0.01801191,0.57949601
-4.39719860,1.32158120,0.56358666,0.29528196,0.00362631,0.28553458,0.01969615,0.61284968
-4.39119560,1.39776640,0.60267914,0.31333460,0.00407822,0.30406817,0.02146847,0.64746023
-4.38519260,1.47577267,0.64393988,0.33150884,0.00456158,0.32271033,0.02330420,0.68303809
-4.37918959,1.55476689,0.68693265,0.34957235,0.00507467,0.34119066,0.02517611,0.71925984
-4.37318659,1.63385547,0.73117018,0.36728087,0.00561522,0.35923006,0.02705482,0.75577357
-4.36718359,1.71210314,0.77612430,0.38438382,0.00618046,0.37654769,0.02890943,0.79220588
-4.36118059,1.78855494,0.82123830,0.40063051,0.00676714,0.39286855,0.03070817,0.82817034
-4.35517759,1.86226076,0.86594107,0.41577705,0.00737158,0.40793119,0.03241921,0.86327721
-4.34917459,1.93230140,0.90966259,0.42959351,0.00798972,0.42149553,0.03401144,0.89714396
-4.34317159,1.99781516,0.95185012,0.44187117,0.00861724,0.43335026,0.03545529,0.92940621
-4.33716858,2.05802388,0.99198467,0.45242947,0.00924960,0.44331968,0.03672364,0.95972848
-4.33116558,2.11225714,1.02959665,0.46112252,0.00988213,0.45126961,0.03779253,0.98781437
-4.32516258,2.15997353,1.06428048,0.46784470,0.01051016,0.45711216,0.03864194,1.01341551
-4.31915958,2.20077792,1.09570698,0.47253528,0.01112903,0.46080915,0.03925636,1.03633887
-4.31315658,2.23443394,1.12363336,0.47518172,0.01173424,0.46237407,0.03962531,1.05645205
-4.30715358,2.26087085,1.14791001,0.47582155,0.01232144,0.46187243,0.03974362,1.07368612
