energy_ev,total_up,As_p_up,As_d_up,Cd_p_up,Cd_d_up,Te_p_up,Te_d_up
-6.00000000,2.46144475,0.51263421,0.00000000,1.46776171,0.46686249,0.54054023,0.00000000
-5.99399700,2.46730320,0.52266838,0.00000000,1.47850529,0.46563565,0.53671353,0.00000000
-5.98799400,2.46256708,0.53094315,0.00000000,1.48423345,0.46196142,0.53108578,0.00000000
-5.98199100,2.44784418,0.53752420,0.00000000,1.48526613,0.45596681,0.52383667,0.00000000
-5.97598799,2.42391633,0.54250575,0.00000000,1.48199123,0.44782216,0.51516601,0.00000000
-5.96998499,2.39170739,0.54600415,0.00000000,1.47484505,0.43773509,0.50528622,0.00000000
-5.96398199,2.35224743,0.54815084,0.00000000,1.46429162,0.42594328,0.49441468,0.00000000
-5.95797899,2.30663484,0.54908518,0.00000000,1.45080206,0.41270656,0.48276625,0.00000000
-5.95197599,2.25599843,0.54894761,0.00000000,1.43483516,0.39829859,0.47054635,0.00000000
-5.94597299,2.20146147,0.54787353,0.00000000,1.41682027,0.38299864,0.45794500,0.00000000
-5.93996998,2.14410930,0.54598835,0.00000000,1.39714350,0.36708363,0.44513194,0.00000000
-5.93396698,2.08496208,0.54340383,0.00000000,1.37613783,0.35082102,0.43225317,0.00000000
-5.92796398,2.02495350,0.54021610,0.00000000,1.35407763,0.33446261,0.41942906,0.00000000
-5.92196098,1.96491629,0.53650514,0.00000000,1.33117766,0.31823953,0.40675380,0.00000000
-5.91595798,1.90557438,0.53233596,0.00000000,1.30759640,0.30235851,0.39429648,0.00000000
-5.90995498,1.84754156,0.52776091,0.00000000,1.28344323,0.28699945,0.38210334,0.00000000
-5.90395198,1.79132571,0.52282314,0.00000000,1.25878857,0.27231432,0.37020110,0.00000000
-5.89794897,1.73733759,0.51756066,0.00000000,1.23367628,0.25842707,0.35860107,0.00000000
-5.89194597,1.68590283,0.51201062,0.00000000,1.20813705,0.24543462,0.34730368,0.00000000
-5.88594297,1.63727562,0.50621341,0.00000000,1.18220186,0.23340855,0.33630311,0.00000000
-5.87993997,1.59165279,0.50021619,0.00000000,1.15591428,0.22239730,0.32559174,0.00000000
-5.87393697,1.54918682,0.49407543,0.00000000,1.12934093,0.21242867,0.31516406,0.00000000
-5.86793397,1.50999688,0.48785835,0.00000000,1.10257923,0.20351245,0.30501990,0.00000000
-5.86193097,1.47417700,0.48164302,0.00000000,1.07576197,0.19564290,0.29516674,0.00000000
-5.85592796,1.44180112,0.47551719,0.00000000,1.04905861,0.18880105,0.28562110,0.00000000
-5.84992496,1.41292492,0.46957587,0.00000000,1.02267330,0.18295670,0.27640891,0.00000000
-5.84392196,1.38758469,0.46391789,0.00000000,0.99683995,0.17807015,0.26756511,0.00000000
-5.83791896,1.36579410,0.45864185,0.00000000,0.97181496,0.17409359,0.25913233,0.00000000
-5.83191596,1.34753952,0.45384162,0.00000000,0.94786830,0.17097222,0.25115913,0.00000000
-5.82591296,1.33277487,0.44960196,0.00000000,0.92527364,0.16864536,0.24369787,0.00000000
-5.81990995,1.32141726,0.44599455,0.00000000,0.90429855,0.16704733,0.23680236,0.00000000
-5.81390695,1.31334396,0.44307475,0.00000000,0.88519531,0.16610851,0.23052570,0.00000000
-5.80790395,1.30839176,0.44087942,0.00000000,0.86819310,0.16575648,0.22491826,0.00000000
-5.80190095,1.30635909,0.43942590,0.00000000,0.85349203,0.16591732,0.22002612,0.00000000
-5.79589795,1.30701098,0.43871232,0.00000000,0.84125919,0.16651716,0.21588996,0.00000000
-5.78989495,1.31008689,0.43871900,0.00000000,0.83162684,0.16748386,0.21254439,0.00000000
-5.78389195,1.31531085,0.43941101,0.00000000,0.82469253,0.16874887,0.21001780,0.00000000
-5.77788894,1.32240313,0.44074146,0.00000000,0.82052075,0.17024913,0.20833251,0.00000000
-5.77188594,1.33109250,0.44265525,0.00000000,0.81914562,0.17192880,0.20750514,0.00000000
-5.76588294,1.34112810,0.44509295,0.00000000,0.82057407,0.17374093,0.20754711,0.00000000
-5.75987994,1.35228958,0.44799441,0.00000000,0.82478878,0.17564863,0.20846498,0.00000000
-5.75387694,1.36439476,0.45130167,0.00000000,0.83175035,0.17762582,0.21026056,0.00000000
-5.74787394,1.37730363,0.45496108,0.00000000,0.84139829,0.17965741,0.21293070,0.00000000
-5.74187094,1.39091848,0.45892421,0.00000000,0.85365031,0.18173878,0.21646653,0.00000000
-5.73586793,1.40517947,0.46314760,0.00000000,0.86840005,0.18387455,0.22085226,0.00000000
-5.72986493,1.42005614,0.46759129,0.00000000,0.88551311,0.18607679,0.22606356,0.00000000
-5.72386193,1.43553506,0.47221629,0.00000000,0.90482181,0.18836249,0.23206551,0.00000000
-5.71785893,1.45160460,0.47698127,0.00000000,0.92611916,0.19075069,0.23881037,0.00000000
-5.71185593,1.46823782,0.48183868,0.00000000,0.94915265,0.19325925,0.24623529,0.00000000
-5.70585293,1.48537495,0.48673082,0.00000000,0.97361877,0.19590154,0.25426026,0.00000000
-5.69984992,1.50290679,0.49158622,0.00000000,0.99915884,0.19868325,0.26278653,0.00000000
-5.69384692,1.52066056,0.49631668,0.00000000,1.02535719,0.20159958,0.27169560,0.00000000
-5.68784392,1.53838949,0.50081552,0.00000000,1.05174210,0.20463294,0.28084921,0.00000000
-5.68184092,1.55576734,0.50495705,0.00000000,1.07779027,0.20775146,0.29009039,0.00000000
-5.67583792,1.57238859,0.50859783,0.00000000,1.10293488,0.21090839,0.29924557,0.00000000
-5.66983492,1.58777484,0.51157943,0.00000000,1.12657745,0.21404242,0.30812798,0.00000000
-5.66383192,1.60138733,0.51373293,0.00000000,1.14810313,0.21707912,0.31654218,0.00000000
-5.65782891,1.61264525,0.51488486,0.00000000,1.16689902,0.21993330,0.32428960,0.00000000
-5.65182591,1.62094901,0.51486425,0.00000000,1.18237472,0.22251226,0.33117488,0.00000000
-5.64582291,1.62570713,0.51351054,0.00000000,1.19398405,0.22471979,0.33701274,0.00000000
-5.63981991,1.62636552,0.51068179,0.00000000,1.20124707,0.22646062,0.34163516,0.00000000
-5.63381691,1.62243723,0.50626271,0.00000000,1.20377096,0.22764522,0.34489828,0.00000000
-5.62781391,1.61353105,0.50017204,0.00000000,1.20126877,0.22819453,0.34668895,0.00000000
-5.62181091,1.59937723,0.49236877,0.00000000,1.19357487,0.22804440,0.34693030,0.00000000
-5.61580790,1.57984869,0.48285679,0.00000000,1.18065616,0.22714957,0.34558627,0.00000000
-5.60980490,1.55497640,0.47168770,0.00000000,1.16261832,0.22548673,0.34266464,0.00000000
-5.60380190,1.52495796,0.45896145,0.00000000,1.13970670,0.22305674,0.33821852,0.00000000
-5.59779890,1.49015872,0.44482485,0.00000000,1.11230153,0.21988564,0.33234611,0.00000000
-5.59179590,1.45110529,0.42946787,0.00000000,1.08090774,0.21602454,0.32518871,0.00000000
-5.58579290,1.40847157,0.41311795,0.00000000,1.04613968,0.21154825,0.31692719,0.00000000
-5.57978989,1.36305807,0.39603257,0.00000000,1.00870152,0.20655284,0.30777681,0.00000000
-5.57378689,1.31576532,0.37849038,0.00000000,0.96936417,0.20115210,0.29798093,0.00000000
-5.56778389,1.26756287,0.36078148,0.00000000,0.92893971,0.19547325,0.28780360,0.00000000
-5.56178089,1.21945511,0.34319707,0.00000000,0.88825468,0.18965194,0.27752153,0.00000000
-5.55577789,1.17244577,0.32601924,0.00000000,0.84812317,0.18382692,0.26741568,0.00000000
-5.54977489,1.12750251,0.30951113,0.00000000,0.80932101,0.17813457,0.25776285,0.00000000
-5.54377189,1.08552333,0.29390809,0.00000000,0.77256208,0.17270361,0.24882751,0.00000000
-5.53776888,1.04730613,0.27941008,0.00000000,0.73847760,0.16765014,0.24085425,0.00000000
-5.53176588,1.01352272,0.26617573,0.00000000,0.70759913,0.16307341,0.23406094,0.00000000
-5.52576288,0.98469825,0.25431824,0.00000000,0.68034578,0.15905227,0.22863296,0.00000000
-5.51975988,0.96119663,0.24390318,0.00000000,0.65701598,0.15564270,0.22471848,0.00000000
-5.51375688,0.94321251,0.23494842,0.00000000,0.63778375,0.15287627,0.22242485,0.00000000
-5.50775388,0.93076976,0.22742587,0.00000000,0.62269948,0.15075975,0.22181633,0.00000000
-5.50175088,0.92372621,0.22126513,0.00000000,0.61169477,0.14927571,0.22291288,0.00000000
-5.49574787,0.92178438,0.21635869,0.00000000,0.60459097,0.14838423,0.22569012,0.00000000
-5.48974487,0.92450728,0.21256845,0.00000000,0.60111082,0.14802534,0.23008037,0.00000000
-5.48374187,0.93133862,0.20973320,0.00000000,0.60089252,0.14812233,0.23597468,0.00000000
-5.47773887,0.94162634,0.20767683,0.00000000,0.60350561,0.14858554,0.24322566,0.00000000
-5.47173587,0.95464844,0.20621670,0.00000000,0.60846794,0.14931660,0.25165121,0.00000000
-5.46573287,0.96964013,0.20517198,0.00000000,0.61526313,0.15021273,0.26103892,0.00000000
-5.45972986,0.98582112,0.20437154,0.00000000,0.62335790,0.15117120,0.27115107,0.00000000
-5.45372686,1.00242214,0.20366108,0.00000000,0.63221877,0.15209336,0.28173020,0.00000000
-5.44772386,1.01870985,0.20290922,0.00000000,0.64132771,0.15288851,0.29250514,0.00000000
-5.44172086,1.03400923,0.20201238,0.00000000,0.65019638,0.15347709,0.30319740,0.00000000
-5.43571786,1.04772294,0.20089821,0.00000000,0.65837871,0.15379335,0.31352788,0.00000000
-5.42971486,1.05934715,0.19952758,0.00000000,0.66548170,0.15378726,0.32322369,0.00000000
-5.42371186,1.06848347,0.19789503,0.00000000,0.67117425,0.15342571,0.33202508,0.00000000
-5.41770885,1.07484691,0.19602782,0.00000000,0.67519411,0.15269292,0.33969224,0.00000000
-5.41170585,1.07826976,0.19398361,0.00000000,0.67735291,0.15159017,0.34601184,0.00000000
-5.40570285,1.07870169,0.19184700,0.00000000,0.67753941,0.15013480,0.35080320,0.00000000
-5.39969985,1.07620625,0.18972514,0.00000000,0.67572109,0.14835871,0.35392378,0.00000000
-5.39369685,1.07095416,0.18774270,0.00000000,0.67194413,0.14630628,0.35527397,0.00000000
