energy_ev,total_up,Ge_p_up,Ge_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.26163082,1.57838130,0.00786197,0.00000000,0.13776923,1.29289557,0.00448263,0.14935468
-5.25562781,1.43910901,0.00713085,0.00000000,0.12548126,1.17900332,0.00406661,0.13606573
-5.24962481,1.30298125,0.00642267,0.00000000,0.11349497,1.06764867,0.00366373,0.12309791
-5.24362181,1.17150775,0.00574456,0.00000000,0.10194017,0.96007078,0.00327802,0.11059221
-5.23761881,1.04595920,0.00510233,0.00000000,0.09092537,0.85731361,0.00291277,0.09866671
-5.23161581,0.92735782,0.00450046,0.00000000,0.08053712,0.76021802,0.00257050,0.08741579
-5.22561281,0.81647719,0.00394215,0.00000000,0.07084013,0.66942144,0.00225305,0.07691020
-5.21960980,0.71385027,0.00342936,0.00000000,0.06187804,0.58536431,0.00196155,0.06719796
-5.21360680,0.61978441,0.00296297,0.00000000,0.05367488,0.50830218,0.00169654,0.05830584
-5.20760380,0.53438201,0.00254286,0.00000000,0.04623691,0.43832254,0.00145802,0.05024141
-5.20160080,0.45756527,0.00216810,0.00000000,0.03955487,0.37536496,0.00124556,0.04299545
-5.19559780,0.38910362,0.00183709,0.00000000,0.03360640,0.31924352,0.00105837,0.03654454
-5.18959480,0.32864242,0.00154772,0.00000000,0.02835854,0.26967022,0.00089543,0.03085387
-5.18359180,0.27573167,0.00129756,0.00000000,0.02377029,0.22627849,0.00075555,0.02587995
-5.17758879,0.22985372,0.00108398,0.00000000,0.01979497,0.18864587,0.00063754,0.02157324
-5.17158579,0.19044906,0.00090434,0.00000000,0.01638247,0.15631513,0.00054022,0.01788062
-5.16558279,0.15693967,0.00075606,0.00000000,0.01348122,0.12881340,0.00046257,0.01474759
-5.15957979,0.12874935,0.00063681,0.00000000,0.01103995,0.10566884,0.00040381,0.01212020
-5.15357679,0.10532104,0.00054456,0.00000000,0.00900916,0.08642486,0.00036346,0.00994674
-5.14757379,0.08613089,0.00047770,0.00000000,0.00734225,0.07065164,0.00034142,0.00817900
-5.14157079,0.07069930,0.00043514,0.00000000,0.00599645,0.05795518,0.00033806,0.00677342
-5.13556778,0.05859905,0.00041631,0.00000000,0.00493351,0.04798402,0.00035427,0.00569182
-5.12956478,0.04946084,0.00042126,0.00000000,0.00412009,0.04043373,0.00039150,0.00490198
-5.12356178,0.04297654,0.00045073,0.00000000,0.00352800,0.03504960,0.00045183,0.00437797
-5.11755878,0.03890039,0.00050610,0.00000000,0.00313431,0.03162765,0.00053800,0.00410025
-5.11155578,0.03704847,0.00058946,0.00000000,0.00292122,0.03001416,0.00065344,0.00405569
-5.10555278,0.03729672,0.00070359,0.00000000,0.00287591,0.03010410,0.00080227,0.00423735
-5.09954977,0.03957767,0.00085196,0.00000000,0.00299020,0.03183839,0.00098928,0.00464417
-5.09354677,0.04387594,0.00103865,0.00000000,0.00326022,0.03520034,0.00121992,0.00528053
-5.08754377,0.05022281,0.00126833,0.00000000,0.00368590,0.04021117,0.00150021,0.00615568
-5.08154077,0.05868972,0.00154612,0.00000000,0.00427047,0.04692475,0.00183666,0.00728302
-5.07553777,0.06938082,0.00187752,0.00000000,0.00501987,0.05542161,0.00223612,0.00867931
-5.06953477,0.08242465,0.00226822,0.00000000,0.00594206,0.06580218,0.00270563,0.01036370
-5.06353177,0.09796478,0.00272394,0.00000000,0.00704636,0.07817929,0.00325221,0.01235666
-5.05752876,0.11614975,0.00325021,0.00000000,0.00834262,0.09267007,0.00388255,0.01467883
-5.05152576,0.13712221,0.00385211,0.00000000,0.00984043,0.10938715,0.00460282,0.01734964
-5.04552276,0.16100743,0.00453400,0.00000000,0.01154827,0.12842958,0.00541826,0.02038600
-5.03951976,0.18790158,0.00529929,0.00000000,0.01347263,0.14987328,0.00633289,0.02380084
-5.03351676,0.21785994,0.00615008,0.00000000,0.01561711,0.17376169,0.00734914,0.02760165
-5.02751376,0.25088547,0.00708692,0.00000000,0.01798161,0.20009657,0.00846753,0.03178905
-5.02151076,0.28691831,0.00810851,0.00000000,0.02056157,0.22882958,0.00968627,0.03635548
-5.01550775,0.32582652,0.00921152,0.00000000,0.02334721,0.25985483,0.01100107,0.04128405
-5.00950475,0.36739884,0.01039039,0.00000000,0.02632306,0.29300307,0.01240480,0.04654757
-5.00350175,0.41133981,0.01163720,0.00000000,0.02946756,0.32803777,0.01388742,0.05210793
-4.99749875,0.45726788,0.01294169,0.00000000,0.03275289,0.36465348,0.01543585,0.05791584
-4.99149575,0.50471687,0.01429133,0.00000000,0.03614507,0.40247698,0.01703407,0.06391092
-4.98549275,0.55314123,0.01567145,0.00000000,0.03960426,0.44107135,0.01866323,0.07002232
-4.97948974,0.60192501,0.01706564,0.00000000,0.04308544,0.47994306,0.02030197,0.07616979
-4.97348674,0.65039493,0.01845605,0.00000000,0.04653925,0.51855220,0.02192682,0.08226522
-4.96748374,0.69783695,0.01982402,0.00000000,0.04991315,0.55632564,0.02351275,0.08821462
-4.96148074,0.74351628,0.02115063,0.00000000,0.05315286,0.59267277,0.02503380,0.09392058
-4.95547774,0.78670003,0.02241743,0.00000000,0.05620389,0.62700340,0.02646381,0.09928494
-4.94947474,0.82668184,0.02360721,0.00000000,0.05901330,0.65874718,0.02777721,0.10421181
-4.94347174,0.86280747,0.02470480,0.00000000,0.06153150,0.68737378,0.02894983,0.10861064
-4.93746873,0.89450041,0.02569785,0.00000000,0.06371407,0.71241307,0.02995976,0.11239932
-4.93146573,0.92128630,0.02657762,0.00000000,0.06552352,0.73347427,0.03078809,0.11550715
-4.92546273,0.94281516,0.02733968,0.00000000,0.06693092,0.75026342,0.03141961,0.11787751
-4.91945973,0.95888038,0.02798449,0.00000000,0.06791728,0.76259815,0.03184347,0.11947018
-4.91345673,0.96943343,0.02851789,0.00000000,0.06847474,0.77041910,0.03205360,0.12026315
-4.90745373,0.97459372,0.02895142,0.00000000,0.06860740,0.77379745,0.03204903,0.12025384
-4.90145073,0.97465298,0.02930245,0.00000000,0.06833184,0.77293801,0.03183403,0.11945974
-4.89544772,0.97007392,0.02959418,0.00000000,0.06767729,0.76817784,0.03141810,0.11791834
-4.88944472,0.96148317,0.02985535,0.00000000,0.06668542,0.75998025,0.03081572,0.11568648
-4.88344172,0.94965875,0.03011985,0.00000000,0.06540989,0.74892455,0.03004599,0.11283903
-4.87743872,0.93551267,0.03042616,0.00000000,0.06391553,0.73569180,0.02913213,0.10946715
-4.87143572,0.92006930,0.03081654,0.00000000,0.06227737,0.72104743,0.02810079,0.10567600
-4.86543272,0.90444060,0.03133619,0.00000000,0.06057942,0.70582121,0.02698138,0.10158223
-4.85942971,0.88979917,0.03203230,0.00000000,0.05891341,0.69088577,0.02580526,0.09731125
-4.85342671,0.87735028,0.03295297,0.00000000,0.05737744,0.67713423,0.02460494,0.09299444
-4.84742371,0.86830412,0.03414616,0.00000000,0.05607465,0.66545825,0.02341332,0.08876638
-4.84142071,0.86384925,0.03565869,0.00000000,0.05511196,0.65672717,0.02226295,0.08476234
-4.83541771,0.86512835,0.03753518,0.00000000,0.05459890,0.65176911,0.02118538,0.08111598
-4.82941471,0.87321703,0.03981721,0.00000000,0.05464649,0.65135479,0.02021060,0.07795733
-4.82341171,0.88910634,0.04254244,0.00000000,0.05536629,0.65618457,0.01936660,0.07541124
-4.81740870,0.91368938,0.04574397,0.00000000,0.05686956,0.66687900,0.01867903,0.07359613
-4.81140570,0.94775220,0.04944981,0.00000000,0.05926638,0.68397319,0.01817103,0.07262309
-4.80540270,0.99196880,0.05368246,0.00000000,0.06266488,0.70791475,0.01786309,0.07259536
-4.79939970,1.04690010,0.05845870,0.00000000,0.06717044,0.73906531,0.01777309,0.07360800
-4.79339670,1.11299610,0.06378941,0.00000000,0.07288472,0.77770501,0.01791636,0.07574777
-4.78739370,1.19060082,0.06967964,0.00000000,0.07990470,0.82403946,0.01830586,0.07909305
-4.78139070,1.27995893,0.07612864,0.00000000,0.08832140,0.87820858,0.01895229,0.08371380
-4.77538769,1.38122341,0.08313003,0.00000000,0.09821854,0.94029636,0.01986437,0.08967138
-4.76938469,1.49446331,0.09067201,0.00000000,0.10967092,1.01034099,0.02104899,0.09701827
-4.76338169,1.61967061,0.09873756,0.00000000,0.12274260,1.08834427,0.02251136,0.10579746
-4.75737869,1.75676564,0.10730462,0.00000000,0.13748501,1.17427980,0.02425516,0.11604172
-4.75137569,1.90560039,0.11634629,0.00000000,0.15393487,1.26809913,0.02628258,0.12777247
-4.74537269,2.06595923,0.12583097,0.00000000,0.17211211,1.36973541,0.02859438,0.14099848
-4.73936968,2.23755702,0.13572245,0.00000000,0.19201794,1.47910409,0.03118980,0.15571433
-4.73336668,2.42003448,0.14597998,0.00000000,0.21363301,1.59610057,0.03406650,0.17189872
-4.72736368,2.61295127,0.15655835,0.00000000,0.23691586,1.72059479,0.03722037,0.18951273
-4.72136068,2.81577714,0.16740793,0.00000000,0.26180182,1.85242290,0.04064543,0.20849810
-4.71535768,3.02788196,0.17847475,0.00000000,0.28820232,1.99137658,0.04433357,0.22877573
-4.70935468,3.24852539,0.18970068,0.00000000,0.31600480,2.13719043,0.04827442,0.25024436
-4.70335168,3.47684717,0.20102363,0.00000000,0.34507320,2.28952841,0.05245514,0.27277972
-4.69734867,3.71185906,0.21237791,0.00000000,0.37524906,2.44797001,0.05686030,0.29623415
-4.69134567,3.95243936,0.22369470,0.00000000,0.40635328,2.61199727,0.06147178,0.32043679
-4.68534267,4.19733082,0.23490268,0.00000000,0.43818836,2.78098352,0.06626878,0.34519450
-4.67933967,4.44514299,0.24592882,0.00000000,0.47054123,2.95418498,0.07122783,0.37029340
-4.67333667,4.69435924,0.25669926,0.00000000,0.50318646,3.13073585,0.07632292,0.39550130
-4.66733367,4.94334912,0.26714043,0.00000000,0.53588973,3.30964795,0.08152569,0.42057069
-4.66133067,5.19038600,0.27718018,0.00000000,0.56841158,3.48981526,0.08680576,0.44524262
-4.65532766,5.43366992,0.28674901,0.00000000,0.60051113,3.67002373,0.09213100,0.46925111
-4.64932466,5.67135528,0.29578139,0.00000000,0.63194980,3.84896654,0.09746802,0.49232814
-4.64332166,5.90158246,0.30421702,0.00000000,0.66249489,4.02526459,0.10278259,0.51420909
-4.63731866,6.12251277,0.31200206,0.00000000,0.69192292,4.19749149,0.10804013,0.53463846
-4.63131566,6.33236519,0.31909022,0.00000000,0.72002263,4.36420265,0.11320632,0.55337568
-4.62531266,6.52945381,0.32544378,0.00000000,0.74659772,4.52396692,0.11824752,0.57020092
-4.61930965,6.71222433,0.33103433,0.00000000,0.77146905,4.67539995,0.12313137,0.58492056
-4.61330665,6.87928815,0.33584337,0.00000000,0.79447660,4.81719736,0.12782725,0.59737222
-4.60730365,7.02945229,0.33986252,0.00000000,0.81548092,4.94816639,0.13230669,0.60742915
-4.60130065,7.16174395,0.34309358,0.00000000,0.83436411,5.06725444,0.13654374,0.61500373
-4.59529765,7.27542805,0.34554817,0.00000000,0.85103051,5.17357278,0.14051526,0.62004990
-4.58929465,7.37001698,0.34724706,0.00000000,0.86540680,5.26641435,0.14420102,0.62256447
-4.58329165,7.44527154,0.34821926,0.00000000,0.87744178,5.34526441,0.14758384,0.62258712
-4.57728864,7.50119307,0.34850072,0.00000000,0.88710573,5.40980351,0.15064943,0.62019908
-4.57128564,7.53800663,0.34813279,0.00000000,0.89438922,5.45990252,0.15338626,0.61552046
-4.56528264,7.55613618,0.34716045,0.00000000,0.89930173,5.49560992,0.15578523,0.60870635
-4.55927964,7.55617268,0.34563042,0.00000000,0.90186974,5.51713226,0.15783929,0.59994174
-4.55327664,7.53883709,0.34358912,0.00000000,0.90213463,5.52480889,0.15954296,0.58943554
-4.54727364,7.50494010,0.34108067,0.00000000,0.90015038,5.51908276,0.16089185,0.57741393
-4.54127064,7.45534115,0.33814498,0.00000000,0.89598108,5.50046925,0.16188211,0.56411325
-4.53526763,7.39090935,0.33481607,0.00000000,0.88969861,5.46952524,0.16250997,0.54977290
-4.52926463,7.31248881,0.33112066,0.00000000,0.88138038,5.42682060,0.16277138,0.53462846
-4.52326163,7.22087089,0.32707726,0.00000000,0.87110750,5.37291441,0.16266163,0.51890552
-4.51725863,7.11677545,0.32269563,0.00000000,0.85896342,5.30833761,0.16217533,0.50281434
-4.51125563,7.00084272,0.31797692,0.00000000,0.84503315,5.23358368,0.16130638,0.48654583
-4.50525263,6.87363665,0.31291429,0.00000000,0.82940321,5.14910812,0.16004824,0.47026885
-4.49924962,6.73565998,0.30749427,0.00000000,0.81216247,5.05533709,0.15839437,0.45412905
-4.49324662,6.58738038,0.30169852,0.00000000,0.79340359,4.95268487,0.15633887,0.43824933
-4.48724362,6.42926629,0.29550624,0.00000000,0.77322538,4.84157888,0.15387725,0.42273174
-4.48124062,6.26183014,0.28889686,0.00000000,0.75173562,4.72249077,0.15100739,0.40766071
-4.47523762,6.08567644,0.28185311,0.00000000,0.72905441,4.59597134,0.14773048,0.39310737
-4.46923462,5.90155119,0.27436410,0.00000000,0.70531770,4.46268662,0.14405208,0.37913469
-4.46323162,5.71038949,0.26642847,0.00000000,0.68068079,4.32345256,0.13998302,0.36580297
-4.45722861,5.51335756,0.25805720,0.00000000,0.65532140,4.17926535,0.13554030,0.35317532
-4.45122561,5.31188605,0.24927612,0.00000000,0.62944225,4.03132488,0.13074771,0.34132275
-4.44522261,5.10769177,0.24012789,0.00000000,0.60327260,3.88104916,0.12563625,0.33032844
-4.43921961,4.90278551,0.23067330,0.00000000,0.57706876,3.73007770,0.12024436,0.32029090
-4.43321661,4.69946445,0.22099180,0.00000000,0.55111322,3.58026297,0.11461770,0.31132564
-4.42721361,4.50028855,0.21118133,0.00000000,0.52571234,3.43364930,0.10880878,0.30356522
-4.42121061,4.30804099,0.20135722,0.00000000,0.50119262,3.29243950,0.10287617,0.29715762
-4.41520760,4.12567395,0.19165036,0.00000000,0.47789548,3.15895019,0.09688353,0.29226276
-4.40920460,3.95624130,0.18220461,0.00000000,0.45617072,3.03555737,0.09089834,0.28904750
-4.40320160,3.80282104,0.17317359,0.00000000,0.43636891,2.92463434,0.08499043,0.28767909
-4.39719860,3.66843043,0.16471687,0.00000000,0.41883280,2.82848458,0.07923050,0.28831752
-4.39119560,3.55593732,0.15699579,0.00000000,0.40388820,2.74927245,0.07368841,0.29110704
-4.38519260,3.46797141,0.15016902,0.00000000,0.39183465,2.68895467,0.06843156,0.29616737
-4.37918959,3.40683916,0.14438797,0.00000000,0.38293613,2.64921563,0.06352332,0.30358487
-4.37318659,3.37444587,0.13979227,0.00000000,0.37741230,2.63140947,0.05902155,0.31340438
-4.36718359,3.37222843,0.13650532,0.00000000,0.37543051,2.63651149,0.05497723,0.32562198
-4.36118059,3.40110136,0.13463027,0.00000000,0.37709898,2.66508122,0.05143331,0.34017921
-4.35517759,3.46141880,0.13424633,0.00000000,0.38246148,2.71723900,0.04842381,0.35695907
-4.34917459,3.55295417,0.13540570,0.00000000,0.39149361,2.79265729,0.04597302,0.37578418
-4.34317159,3.67489852,0.13813109,0.00000000,0.40410105,2.89056752,0.04409505,0.39641714
-4.33716858,3.82587833,0.14241400,0.00000000,0.42011978,3.00978258,0.04279356,0.41856341
-4.33116558,4.00399219,0.14821392,0.00000000,0.43931851,3.14873445,0.04206175,0.44187656
-4.32516258,4.20686580,0.15545830,0.00000000,0.46140310,3.30552585,0.04188249,0.46596575
-4.31915958,4.43172340,0.16404355,0.00000000,0.48602321,3.47799425,0.04222882,0.49040544
-4.31315658,4.67547357,0.17383707,0.00000000,0.51278071,3.66378609,0.04306451,0.51474667
-4.30715358,4.93480657,0.18468017,0.00000000,0.54123997,3.86043832,0.04434493,0.53852984
