energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.81990995,3.90625791,0.00477035,0.72415830,0.85459450,1.00766959,1.76680121,1.39125612,1.08970215,0.00000000
-5.81390695,3.89701606,0.00464859,0.72341534,0.86399419,0.99464888,1.76356708,1.39001652,1.08634621,0.00000000
-5.80790395,3.87750130,0.00451714,0.72012613,0.87223347,0.97897995,1.75725984,1.38424366,1.08120031,0.00000000
-5.80190095,3.84809275,0.00437649,0.71435561,0.87913189,0.96098730,1.74791024,1.37408725,1.07428429,0.00000000
-5.79589795,3.80935134,0.00422739,0.70621721,0.88453259,0.94103023,1.73560697,1.35977927,1.06565544,0.00000000
-5.78989495,3.76200187,0.00407080,0.69586952,0.88830642,0.91949189,1.72049341,1.34162643,1.05540701,0.00000000
-5.78389195,3.70690984,0.00390786,0.68351147,0.89035483,0.89676775,1.70276230,1.32000058,1.04366505,0.00000000
-5.77788894,3.64505413,0.00373989,0.66937656,0.89061138,0.87325397,1.68264872,1.29532712,1.03058378,0.00000000
-5.77188594,3.57749696,0.00356829,0.65372608,0.88904196,0.84933631,1.66042186,1.26807234,1.01633988,0.00000000
-5.76588294,3.50535254,0.00339452,0.63684190,0.88564391,0.82537980,1.63637603,1.23872992,1.00112597,0.00000000
-5.75987994,3.42975573,0.00322008,0.61901883,0.88044410,0.80171980,1.61082141,1.20780742,0.98514382,0.00000000
-5.75387694,3.35183223,0.00304642,0.60055709,0.87349622,0.77865466,1.58407500,1.17581310,0.96859762,0.00000000
-5.74787394,3.27267126,0.00287495,0.58175499,0.86487749,0.75644016,1.55645235,1.14324367,0.95168774,0.00000000
-5.74187094,3.19330198,0.00270697,0.56290215,0.85468503,0.73528602,1.52826015,1.11057338,0.93460533,0.00000000
-5.73586793,3.11467430,0.00254368,0.54427344,0.84303212,0.71535431,1.49979024,1.07824484,0.91752802,0.00000000
-5.72986493,3.03764471,0.00238619,0.52612378,0.83004455,0.69675990,1.47131506,1.04666174,0.90061701,0.00000000
-5.72386193,2.96296743,0.00223546,0.50868407,0.81585718,0.67957275,1.44308469,1.01618373,0.88401553,0.00000000
-5.71785893,2.89129080,0.00209233,0.49215815,0.80061103,0.66382176,1.41532546,0.98712354,0.86784885,0.00000000
-5.71185593,2.82315894,0.00195754,0.47672089,0.78445080,0.64949997,1.38824012,0.95974620,0.85222571,0.00000000
-5.70585293,2.75901800,0.00183175,0.46251752,0.76752298,0.63657092,1.36200922,0.93427040,0.83724093,0.00000000
-5.69984992,2.69922653,0.00171551,0.44966395,0.74997461,0.62497560,1.33679384,0.91087160,0.82297917,0.00000000
-5.69384692,2.64406904,0.00160933,0.43824811,0.73195253,0.61463981,1.31273894,0.88968684,0.80951935,0.00000000
-5.68784392,2.59377196,0.00151364,0.42833209,0.71360322,0.60548164,1.28997747,0.87082063,0.79693951,0.00000000
-5.68184092,2.54852069,0.00142886,0.41995499,0.69507295,0.59741845,1.26863462,0.85435172,0.78532168,0.00000000
-5.67583792,2.50847696,0.00135538,0.41313620,0.67650825,0.59037345,1.24883193,0.84034032,0.77475647,0.00000000
-5.66983492,2.47379512,0.00129357,0.40787889,0.65805647,0.58428128,1.23069108,0.82883513,0.76534691,0.00000000
-5.66383192,2.44463646,0.00124378,0.40417353,0.63986639,0.57909248,1.21433673,0.81987994,0.75721126,0.00000000
-5.65782891,2.42118049,0.00120637,0.40200109,0.62208847,0.57477682,1.19989846,0.81351930,0.75048464,0.00000000
-5.65182591,2.40363247,0.00118167,0.40133589,0.60487493,0.57132510,1.18751123,0.80980290,0.74531900,0.00000000
-5.64582291,2.39222644,0.00117000,0.40214763,0.58837930,0.56874963,1.17731442,0.80878831,0.74188157,0.00000000
-5.63981991,2.38722341,0.00117167,0.40440268,0.57275536,0.56708329,1.16944911,0.81054193,0.74035166,0.00000000
-5.63381691,2.38890459,0.00118696,0.40806446,0.55815557,0.56637721,1.16405372,0.81513805,0.74091578,0.00000000
-5.62781391,2.39755967,0.00121610,0.41309269,0.54472876,0.56669732,1.16125796,0.82265585,0.74376141,0.00000000
-5.62181091,2.41347081,0.00125930,0.41944190,0.53261728,0.56811987,1.16117534,0.83317468,0.74906950,0.00000000
-5.61580790,2.43689281,0.00131670,0.42705883,0.52195361,0.57072618,1.16389442,0.84676762,0.75700611,0.00000000
-5.60980490,2.46803053,0.00138841,0.43587937,0.51285649,0.57459688,1.16946922,0.86349381,0.76771357,0.00000000
-5.60380190,2.50701479,0.00147444,0.44582486,0.50542690,0.57980593,1.17790940,0.88338979,0.78130151,0.00000000
-5.59779890,2.55387796,0.00157477,0.45679832,0.49974385,0.58641473,1.18917048,0.90646051,0.79783827,0.00000000
-5.59179590,2.60853068,0.00168928,0.46868083,0.49586045,0.59446657,1.20314504,0.93267036,0.81734313,0.00000000
-5.58579290,2.67074117,0.00181777,0.48132840,0.49380015,0.60398166,1.21965531,0.96193488,0.83977975,0.00000000
-5.57978989,2.74011845,0.00195995,0.49456964,0.49355377,0.61495302,1.23844787,0.99411359,0.86505119,0.00000000
-5.57378689,2.81610060,0.00211542,0.50820465,0.49507714,0.62734346,1.25919092,1.02900442,0.89299677,0.00000000
-5.56778389,2.89794909,0.00228367,0.52200528,0.49828974,0.64108351,1.28147474,1.06634024,0.92339112,0.00000000
-5.56178089,2.98474978,0.00246403,0.53571698,0.50307449,0.65607080,1.30481549,1.10578756,0.95594534,0.00000000
-5.55577789,3.07542103,0.00265569,0.54906225,0.50927858,0.67217046,1.32866257,1.14694794,0.99031050,0.00000000
-5.54977489,3.16872880,0.00285768,0.56174584,0.51671564,0.68921683,1.35240953,1.18936180,1.02608316,0.00000000
-5.54377189,3.26330850,0.00306881,0.57346139,0.52516895,0.70701622,1.37540826,1.23251492,1.06281300,0.00000000
-5.53776888,3.35769274,0.00328768,0.58389936,0.53439591,0.72535063,1.39698599,1.27584723,1.10001208,0.00000000
-5.53176588,3.45034421,0.00351266,0.59275593,0.54413330,0.74398229,1.41646454,1.31876373,1.13716554,0.00000000
-5.52576288,3.53969230,0.00374186,0.59974249,0.55410350,0.76265882,1.43318101,1.36064710,1.17374333,0.00000000
-5.51975988,3.62417215,0.00397313,0.60459512,0.56402122,0.78111883,1.44650909,1.40087163,1.20921256,0.00000000
-5.51375688,3.70226462,0.00420408,0.60708382,0.57360056,0.79909784,1.45587992,1.43881798,1.24305003,0.00000000
-5.50775388,3.77253574,0.00443207,0.60702083,0.58256222,0.81633418,1.46080170,1.47388809,1.27475466,0.00000000
-5.50175088,3.83367408,0.00465421,0.60426766,0.59064056,0.83257497,1.46087701,1.50552007,1.30385926,0.00000000
-5.49574787,3.88452482,0.00486746,0.59874050,0.59759024,0.84758171,1.45581706,1.53320214,1.32994143,0.00000000
-5.48974487,3.92411926,0.00506864,0.59041372,0.60319228,0.86113567,1.44545225,1.55648552,1.35263321,0.00000000
-5.48374187,3.95169887,0.00525448,0.57932116,0.60725928,0.87304274,1.42973843,1.57499566,1.37162928,0.00000000
-5.47773887,3.96673307,0.00542173,0.56555540,0.60963971,0.88313769,1.40875868,1.58844147,1.38669338,0.00000000
-5.47173587,3.96893030,0.00556724,0.54926478,0.61022106,0.89128776,1.38272041,1.59662231,1.39766296,0.00000000
-5.46573287,3.95824213,0.00568801,0.53064851,0.60893186,0.89739547,1.35194807,1.59943248,1.40445178,0.00000000
-5.45972986,3.93486032,0.00578135,0.50995011,0.60574241,0.90140058,1.31687162,1.59686310,1.40705043,0.00000000
-5.45372686,3.89920711,0.00584493,0.48744940,0.60066436,0.90328099,1.27801156,1.58900129,1.40552488,0.00000000
-5.44772386,3.85191911,0.00587687,0.46345363,0.59374905,0.90305270,1.23596085,1.57602663,1.40001288,0.00000000
-5.44172086,3.79382544,0.00587584,0.43828795,0.58508474,0.90076864,1.19136487,1.55820512,1.39071843,0.00000000
-5.43571786,3.72592078,0.00584109,0.41228583,0.57479287,0.89651632,1.14490003,1.53588076,1.37790443,0.00000000
-5.42971486,3.64933436,0.00577251,0.38577971,0.56302344,0.89041450,1.09725201,1.50946492,1.36188368,0.00000000
-5.42371186,3.56529587,0.00567066,0.35909238,0.54994970,0.88260867,1.04909453,1.47942404,1.34300847,0.00000000
-5.41770885,3.47509950,0.00553676,0.33252920,0.53576237,0.87326571,1.00106940,1.44626597,1.32165918,0.00000000
-5.41170585,3.38006716,0.00537266,0.30637158,0.52066353,0.86256773,0.95376866,1.41052544,1.29823213,0.00000000
-5.40570285,3.28151245,0.00518078,0.28087184,0.50486050,0.85070540,0.90771931,1.37274921,1.27312720,0.00000000
-5.39969985,3.18070631,0.00496411,0.25624942,0.48855987,0.83787107,0.86337130,1.33348148,1.24673569,0.00000000
-5.39369685,3.07884584,0.00472602,0.23268855,0.47196189,0.82425187,0.82108880,1.29325012,1.21942887,0.00000000
-5.38769385,2.97702724,0.00447025,0.21033735,0.45525549,0.81002330,0.78114530,1.25255422,1.19154763,0.00000000
-5.38169085,2.87622396,0.00420075,0.18930812,0.43861399,0.79534353,0.74372222,1.21185357,1.16339392,0.00000000
-5.37568784,2.77727081,0.00392158,0.16967876,0.42219179,0.78034873,0.70891102,1.17156033,1.13522403,0.00000000
-5.36968484,2.68085446,0.00363683,0.15149509,0.40612204,0.76514980,0.67671868,1.13203332,1.10724430,0.00000000
-5.36368184,2.58751075,0.00335044,0.13477386,0.39051538,0.74983051,0.64707582,1.09357510,1.07960930,0.00000000
-5.35767884,2.49762854,0.00306616,0.11950627,0.37545971,0.73444739,0.61984735,1.05643175,1.05242252,0.00000000
-5.35167584,2.41145981,0.00278746,0.10566179,0.36102105,0.71903116,0.59484474,1.02079546,1.02573962,0.00000000
-5.34567284,2.32913524,0.00251742,0.09319206,0.34724519,0.70358977,0.57183957,0.98680940,0.99957385,0.00000000
-5.33966983,2.25068426,0.00225872,0.08203475,0.33416025,0.68811278,0.55057751,0.95457478,0.97390338,0.00000000
-5.33366683,2.17605839,0.00201361,0.07211727,0.32177965,0.67257680,0.53079232,0.92415929,0.94868009,0.00000000
-5.32766383,2.10515647,0.00178383,0.06336017,0.31010556,0.65695167,0.51221904,0.89560665,0.92383918,0.00000000
-5.32166083,2.03785027,0.00157069,0.05568016,0.29913243,0.64120695,0.49460610,0.86894631,0.89930907,0.00000000
-5.31565783,1.97400909,0.00137504,0.04899275,0.28885044,0.62531825,0.47772569,0.84420309,0.87502097,0.00000000
-5.30965483,1.91352204,0.00119731,0.04321448,0.27924866,0.60927320,0.46138225,0.82140580,0.85091760,0.00000000
-5.30365183,1.85631683,0.00103753,0.03826472,0.27031773,0.59307636,0.44541865,0.80059457,0.82696041,0.00000000
-5.29764882,1.80237414,0.00089543,0.03406701,0.26205192,0.57675316,0.42972019,0.78182644,0.80313520,0.00000000
-5.29164582,1.75173703,0.00077042,0.03055008,0.25445053,0.56035227,0.41421617,0.76517888,0.77945556,0.00000000
-5.28564282,1.70451518,0.00066169,0.02764853,0.24751848,0.54394667,0.39887937,0.75075128,0.75596428,0.00000000
-5.27963982,1.66088394,0.00056825,0.02530314,0.24126624,0.52763307,0.38372357,0.73866415,0.73273270,0.00000000
-5.27363682,1.62107857,0.00048899,0.02346102,0.23570903,0.51153006,0.36879935,0.72905648,0.70985808,0.00000000
-5.26763382,1.58538443,0.00042271,0.02207545,0.23086548,0.49577491,0.35418865,0.72208119,0.68745953,0.00000000
-5.26163082,1.55412376,0.00036815,0.02110562,0.22675587,0.48051951,0.33999831,0.71789931,0.66567260,0.00000000
-5.25562781,1.52764012,0.00032408,0.02051620,0.22340005,0.46592554,0.32635313,0.71667294,0.64464323,0.00000000
-5.24962481,1.50628135,0.00028928,0.02027679,0.22081521,0.45215926,0.31338874,0.71855762,0.62452134,0.00000000
-5.24362181,1.49038216,0.00026256,0.02036134,0.21901372,0.43938625,0.30124462,0.72369440,0.60545466,0.00000000
-5.23761881,1.48024698,0.00024281,0.02074742,0.21800111,0.42776629,0.29005761,0.73220188,0.58758299,0.00000000
-5.23161581,1.47613391,0.00022901,0.02141555,0.21777426,0.41744867,0.27995598,0.74416863,0.57103338,0.00000000
-5.22561281,1.47824027,0.00022020,0.02234841,0.21832001,0.40856803,0.27105447,0.75964604,0.55591626,0.00000000
-5.21960980,1.48669007,0.00021554,0.02353014,0.21961412,0.40124087,0.26345006,0.77864201,0.54232272,0.00000000
-5.21360680,1.50152349,0.00021425,0.02494555,0.22162069,0.39556274,0.25721882,0.80111527,0.53032291,0.00000000
-5.20760380,1.52268864,0.00021566,0.02657937,0.22429192,0.39160612,0.25241352,0.82697064,0.51996535,0.00000000
-5.20160080,1.55003525,0.00021918,0.02841558,0.22756831,0.38941885,0.24906214,0.85605523,0.51127712,0.00000000
-5.19559780,1.58331045,0.00022429,0.03043673,0.23137918,0.38902313,0.24716702,0.88815555,0.50426458,0.00000000
-5.18959480,1.62215632,0.00023054,0.03262340,0.23564345,0.39041488,0.24670475,0.92299562,0.49891443,0.00000000
-5.18359180,1.66610934,0.00023755,0.03495366,0.24027065,0.39356347,0.24762640,0.96023633,0.49519485,0.00000000
-5.17758879,1.71460163,0.00024500,0.03740273,0.24516216,0.39841173,0.24985835,0.99947590,0.49305657,0.00000000
-5.17158579,1.76696410,0.00025260,0.03994276,0.25021254,0.40487617,0.25330338,1.04025196,0.49243368,0.00000000
-5.16558279,1.82243174,0.00026012,0.04254274,0.25531100,0.41284752,0.25784212,1.08204504,0.49324412,0.00000000
-5.15957979,1.88015121,0.00026735,0.04516863,0.26034300,0.42219151,0.26333479,1.12428409,0.49538992,0.00000000
-5.15357679,1.93919104,0.00027413,0.04778362,0.26519189,0.43275011,0.26962327,1.16635376,0.49875714,0.00000000
-5.14757379,1.99855461,0.00028031,0.05034862,0.26974074,0.44434321,0.27653351,1.20760384,0.50321578,0.00000000
-5.14157079,2.05719604,0.00028575,0.05282294,0.27387418,0.45677090,0.28387831,1.24736071,0.50861977,0.00000000
-5.13556778,2.11403904,0.00029034,0.05516509,0.27748042,0.46981639,0.29146042,1.28494077,0.51480722,0.00000000
-5.12956478,2.16799843,0.00029398,0.05733375,0.28045328,0.48324964,0.29907610,1.31966550,0.52160118,0.00000000
-5.12356178,2.21800398,0.00029659,0.05928885,0.28269429,0.49683175,0.30651892,1.35087788,0.52881101,0.00000000
-5.11755878,2.26302591,0.00029809,0.06099266,0.28411486,0.51031986,0.31358400,1.37795949,0.53623452,0.00000000
-5.11155578,2.30210119,0.00029842,0.06241097,0.28463829,0.52347271,0.32007231,1.40034787,0.54366092,0.00000000
-5.10555278,2.33435966,0.00029754,0.06351413,0.28420178,0.53605644,0.32579514,1.41755310,0.55087454,0.00000000
-5.09954977,2.35904875,0.00029541,0.06427809,0.28275808,0.54785051,0.33057854,1.42917309,0.55765922,0.00000000
-5.09354677,2.37555559,0.00029202,0.06468519,0.28027698,0.55865343,0.33426748,1.43490663,0.56380325,0.00000000
-5.08754377,2.38342549,0.00028736,0.06472482,0.27674637,0.56828801,0.33672966,1.43456354,0.56910457,0.00000000
-5.08154077,2.38237542,0.00028145,0.06439382,0.27217280,0.57660583,0.33785874,1.42807128,0.57337599,0.00000000
-5.07553777,2.37230204,0.00027434,0.06369665,0.26658162,0.58349063,0.33757691,1.41547763,0.57645017,0.00000000
-5.06953477,2.35328327,0.00026607,0.06264523,0.26001645,0.58886052,0.33583654,1.39694909,0.57818404,0.00000000
-5.06353177,2.32557353,0.00025673,0.06125858,0.25253824,0.59266863,0.33262104,1.37276506,0.57846240,0.00000000
-5.05752876,2.28959246,0.00024641,0.05956213,0.24422367,0.59490240,0.32794461,1.34330794,0.57720062,0.00000000
-5.05152576,2.24590776,0.00023522,0.05758693,0.23516312,0.59558131,0.32185111,1.30904960,0.57434603,0.00000000
-5.04552276,2.19521284,0.00022330,0.05536853,0.22545820,0.59475331,0.31441202,1.27053489,0.56987823,0.00000000
-5.03951976,2.13830043,0.00021077,0.05294583,0.21521904,0.59249008,0.30572355,1.22836289,0.56380809,0.00000000
-5.03351676,2.07603349,0.00019779,0.05035983,0.20456125,0.58888145,0.29590304,1.18316695,0.55617572,0.00000000
-5.02751376,2.00931474,0.00018451,0.04765238,0.19360292,0.58402926,0.28508497,1.13559428,0.54704730,0.00000000
-5.02151076,1.93905645,0.00017109,0.04486489,0.18246163,0.57804104,0.27341646,1.08628630,0.53651131,0.00000000
-5.01550775,1.86615186,0.00015767,0.04203726,0.17125158,0.57102402,0.26105278,1.03586038,0.52467408,0.00000000
-5.00950475,1.79144949,0.00014440,0.03920684,0.16008108,0.56307952,0.24815283,0.98489390,0.51165517,0.00000000
-5.00350175,1.71573147,0.00013141,0.03640761,0.14905030,0.55429841,0.23487490,0.93391127,0.49758267,0.00000000
-4.99749875,1.63969673,0.00011883,0.03366953,0.13824955,0.54475761,0.22137273,0.88337411,0.48258876,0.00000000
-4.99149575,1.56394938,0.00010675,0.03101814,0.12775794,0.53451792,0.20779221,0.83367511,0.46680578,0.00000000
-4.98549275,1.48899264,0.00009528,0.02847435,0.11764255,0.52362320,0.19426856,0.78513523,0.45036285,0.00000000
-4.97948974,1.41522795,0.00008448,0.02605436,0.10795813,0.51210102,0.18092420,0.73800435,0.43338323,0.00000000
-4.97348674,1.34295901,0.00007441,0.02376991,0.09874709,0.49996445,0.16786735,0.69246478,0.41598254,0.00000000
-4.96748374,1.27239987,0.00006510,0.02162851,0.09004008,0.48721506,0.15519117,0.64863727,0.39826769,0.00000000
-4.96148074,1.20368638,0.00005657,0.01963395,0.08185671,0.47384672,0.14297361,0.60658880,0.38033659,0.00000000
-4.95547774,1.13688985,0.00004883,0.01778680,0.07420668,0.45984993,0.13127779,0.56634169,0.36227851,0.00000000
-4.94947474,1.07203203,0.00004186,0.01608495,0.06709098,0.44521651,0.12015278,0.52788322,0.34417492,0.00000000
-4.94347174,1.00910040,0.00003564,0.01452429,0.06050327,0.42994413,0.10963484,0.49117522,0.32610073,0.00000000
-4.93746873,0.94806279,0.00003013,0.01309924,0.05443130,0.41404052,0.09974886,0.45616317,0.30812575,0.00000000
-4.93146573,0.88888066,0.00002530,0.01180337,0.04885825,0.39752714,0.09051004,0.42278426,0.29031615,0.00000000
-4.92546273,0.83152041,0.00002110,0.01062985,0.04376407,0.38044193,0.08192561,0.39097420,0.27273593,0.00000000
-4.91945973,0.77596232,0.00001747,0.00957197,0.03912672,0.36284124,0.07399661,0.36067254,0.25544817,0.00000000
-4.91345673,0.72220688,0.00001437,0.00862346,0.03492317,0.34480064,0.06671961,0.33182642,0.23851596,0.00000000
-4.90745373,0.67027855,0.00001173,0.00777881,0.03113043,0.32641474,0.06008828,0.30439275,0.22200310,0.00000000
-4.90145073,0.62022702,0.00000951,0.00703353,0.02772622,0.30779604,0.05409492,0.27833909,0.20597440,0.00000000
-4.89544772,0.57212629,0.00000766,0.00638426,0.02468967,0.28907285,0.04873169,0.25364321,0.19049562,0.00000000
-4.88944472,0.52607190,0.00000612,0.00582890,0.02200176,0.27038660,0.04399177,0.23029177,0.17563314,0.00000000
-4.88344172,0.48217679,0.00000486,0.00536661,0.01964565,0.25188845,0.03987023,0.20827832,0.16145337,0.00000000
-4.87743872,0.44056622,0.00000383,0.00499784,0.01760694,0.23373570,0.03636473,0.18760081,0.14802192,0.00000000
-4.87143572,0.40137218,0.00000300,0.00472426,0.01587377,0.21608794,0.03347599,0.16825901,0.13540268,0.00000000
-4.86543272,0.36472775,0.00000233,0.00454865,0.01443685,0.19910332,0.03120805,0.15025206,0.12365680,0.00000000
-4.85942971,0.33076176,0.00000180,0.00447480,0.01328945,0.18293493,0.02956832,0.13357617,0.11284169,0.00000000
-4.85342671,0.29959399,0.00000138,0.00450734,0.01242730,0.16772765,0.02856740,0.11822288,0.10301004,0.00000000
-4.84742371,0.27133120,0.00000105,0.00465159,0.01184845,0.15361534,0.02821873,0.10417773,0.09420897,0.00000000
-4.84142071,0.24606398,0.00000079,0.00491330,0.01155308,0.14071865,0.02853798,0.09141954,0.08647926,0.00000000
-4.83541771,0.22386471,0.00000059,0.00529846,0.01154329,0.12914335,0.02954227,0.07992024,0.07985470,0.00000000
-4.82941471,0.20478634,0.00000044,0.00581305,0.01182291,0.11897930,0.03124925,0.06964527,0.07436166,0.00000000
-4.82341171,0.18886218,0.00000033,0.00646273,0.01239719,0.11029994,0.03367601,0.06055441,0.07001873,0.00000000
-4.81740870,0.17610638,0.00000024,0.00725260,0.01327257,0.10316233,0.03683782,0.05260303,0.06683651,0.00000000
-4.81140570,0.16651527,0.00000018,0.00818689,0.01445644,0.09760767,0.04074686,0.04574361,0.06481756,0.00000000
-4.80540270,0.16006909,0.00000013,0.00926864,0.01595686,0.09366225,0.04541092,0.03992751,0.06395645,0.00000000
-4.79939970,0.15673427,0.00000010,0.01049948,0.01778233,0.09133869,0.05083209,0.03510678,0.06423992,0.00000000
-4.79339670,0.15646595,0.00000008,0.01187934,0.01994157,0.09063752,0.05700558,0.03123606,0.06564713,0.00000000
-4.78739370,0.15921076,0.00000006,0.01340621,0.02244334,0.09154885,0.06391873,0.02827430,0.06815013,0.00000000
-4.78139070,0.16490965,0.00000006,0.01507605,0.02529629,0.09405428,0.07155015,0.02618647,0.07171426,0.00000000
-4.77538769,0.17350071,0.00000006,0.01688261,0.02850882,0.09812882,0.07986927,0.02494495,0.07629882,0.00000000
-4.76938469,0.18492196,0.00000007,0.01881747,0.03208901,0.10374273,0.08883616,0.02453079,0.08185774,0.00000000
-4.76338169,0.19911389,0.00000008,0.02087005,0.03604450,0.11086343,0.09840170,0.02493455,0.08834039,0.00000000
-4.75737869,0.21602180,0.00000010,0.02302774,0.04038248,0.11945712,0.10850814,0.02615703,0.09569245,0.00000000
-4.75137569,0.23559778,0.00000014,0.02527617,0.04510955,0.12949032,0.11909009,0.02820951,0.10385680,0.00000000
-4.74537269,0.25780224,0.00000019,0.02759947,0.05023167,0.14093103,0.13007574,0.03111386,0.11277447,0.00000000
-4.73936968,0.28260495,0.00000026,0.02998059,0.05575395,0.15374965,0.14138845,0.03490223,0.12238550,0.00000000
-4.73336668,0.30998542,0.00000035,0.03240180,0.06168041,0.16791945,0.15294848,0.03961652,0.13262979,0.00000000
-4.72736368,0.33993270,0.00000047,0.03484502,0.06801370,0.18341661,0.16467486,0.04530768,0.14344768,0.00000000
-4.72136068,0.37244445,0.00000062,0.03729231,0.07475459,0.20021986,0.17648728,0.05203472,0.15478047,0.00000000
-4.71535768,0.40752524,0.00000083,0.03972628,0.08190152,0.21830958,0.18830785,0.05986363,0.16657064,0.00000000
-4.70935468,0.44518429,0.00000109,0.04213046,0.08944994,0.23766646,0.20006272,0.06886621,0.17876179,0.00000000
-4.70335168,0.48543257,0.00000143,0.04448964,0.09739165,0.25826981,0.21168338,0.07911888,0.19129834,0.00000000
-4.69734867,0.52827953,0.00000185,0.04679009,0.10571412,0.28009548,0.22310766,0.09070146,0.20412495,0.00000000
-4.69134567,0.57372951,0.00000239,0.04901975,0.11439985,0.30311366,0.23428036,0.10369608,0.21718572,0.00000000
-4.68534267,0.62177824,0.00000307,0.05116835,0.12342587,0.32728655,0.24515347,0.11818621,0.23042319,0.00000000
-4.67933967,0.67240953,0.00000390,0.05322735,0.13276337,0.35256621,0.25568615,0.13425578,0.24377735,0.00000000
-4.67333667,0.72559253,0.00000493,0.05518995,0.14237769,0.37889260,0.26584431,0.15198848,0.25718464,0.00000000
-4.66733367,0.78127971,0.00000618,0.05705100,0.15222855,0.40619221,0.27560006,0.17146720,0.27057706,0.00000000
-4.66133067,0.83940580,0.00000770,0.05880683,0.16227081,0.43437714,0.28493109,0.19277348,0.28388167,0.00000000
-4.65532766,0.89988787,0.00000952,0.06045516,0.17245551,0.46334510,0.29381997,0.21598703,0.29702039,0.00000000
-4.64932466,0.96262646,0.00001169,0.06199501,0.18273147,0.49298008,0.30225366,0.24118506,0.30991034,0.00000000
-4.64332166,1.02750779,0.00001426,0.06342660,0.19304730,0.52315397,0.31022313,0.26844143,0.32246474,0.00000000
