energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up
-5.68784392,3.86099090,0.10126385,0.16230632,0.57159724,0.28618756,0.43992297,0.80264461,0.15188118,2.23011472
-5.68184092,3.70194928,0.10021179,0.15754198,0.54461674,0.27226904,0.40516035,0.78071300,0.14704461,2.13204691
-5.67583792,3.53729434,0.09862791,0.15235697,0.51752235,0.25812198,0.37181656,0.75628871,0.14178601,2.03140334
-5.66983492,3.36794995,0.09652588,0.14677050,0.49042198,0.24383839,0.34004717,0.72952911,0.13613409,1.92876987
-5.66383192,3.19492757,0.09392941,0.14081124,0.46342642,0.22951159,0.30996835,0.70063823,0.13012565,1.82476476
-5.65782891,3.01933324,0.09087170,0.13451737,0.43665389,0.21523649,0.28166070,0.66986675,0.12380525,1.72004381
-5.65182591,2.84236978,0.08739466,0.12793627,0.41023403,0.20110978,0.25517397,0.63751015,0.11722439,1.61530330
-5.64582291,2.66533403,0.08354776,0.12112393,0.38431126,0.18723002,0.23053238,0.60390521,0.11044049,1.51128053
-5.63981991,2.48960945,0.07938667,0.11414387,0.35904718,0.17369762,0.20774011,0.56942505,0.10351549,1.40875221
-5.63381691,2.31665499,0.07497174,0.10706595,0.33462239,0.16061465,0.18678694,0.53447292,0.09651431,1.30853088
-5.62781391,2.14799102,0.07036632,0.09996483,0.31123740,0.14808469,0.16765360,0.49947528,0.08950313,1.21145991
-5.62181091,1.98518360,0.06563512,0.09291841,0.28911304,0.13621263,0.15031696,0.46487440,0.08254773,1.11840758
-5.61580790,1.82982831,0.06084252,0.08600622,0.26849039,0.12510453,0.13475473,0.43112086,0.07571178,1.03026090
-5.60980490,1.68353474,0.05605105,0.07930778,0.24963027,0.11486755,0.12094981,0.39866646,0.06905533,0.94791971
-5.60380190,1.54791250,0.05131996,0.07290117,0.23281268,0.10561002,0.10889409,0.36795767,0.06263347,0.87229137
-5.59779890,1.42455964,0.04670411,0.06686168,0.21833596,0.09744159,0.09859185,0.33942991,0.05649519,0.80428662
-5.59179590,1.31505354,0.04225295,0.06126073,0.20651591,0.09047355,0.09006264,0.31350276,0.05068256,0.74481637
-5.58579290,1.22094447,0.03800989,0.05616499,0.19768485,0.08481917,0.08334368,0.29057626,0.04523020,0.69478968
-5.57978989,1.14375114,0.03401187,0.05163573,0.19219037,0.08059410,0.07849182,0.27102794,0.04016495,0.65511228
-5.57378689,1.08495770,0.03028919,0.04772839,0.19039385,0.07791664,0.07558489,0.25521085,0.03550595,0.62668539
-5.56778389,1.04601089,0.02686560,0.04449231,0.19266831,0.07690795,0.07472248,0.24345193,0.03126483,0.61040408
-5.56178089,1.02831623,0.02375863,0.04197068,0.19939562,0.07769188,0.07602603,0.23605082,0.02744618,0.60715433
-5.55577789,1.03323175,0.02097996,0.04020044,0.21096260,0.08039446,0.07963815,0.23327857,0.02404815,0.61780810
-5.54977489,1.06205794,0.01853607,0.03921233,0.22775591,0.08514295,0.08572105,0.23537604,0.02106319,0.64321550
-5.54377189,1.11602267,0.01642889,0.03903088,0.25015553,0.09206421,0.09445388,0.24255181,0.01847887,0.68419350
-5.53776888,1.19626008,0.01465647,0.03967428,0.27852660,0.10128253,0.10602903,0.25497922,0.01627864,0.74151050
-5.53176588,1.30378290,0.01321366,0.04115427,0.31320962,0.11291662,0.12064725,0.27279256,0.01444272,0.81586652
-5.52576288,1.43944799,0.01209280,0.04347572,0.35450914,0.12707612,0.13851148,0.29608232,0.01294882,0.90786908
-5.51975988,1.60391556,0.01128423,0.04663624,0.40268092,0.14385724,0.15981952,0.32488954,0.01177284,1.01800495
-5.51375688,1.79760288,0.01077675,0.05062558,0.45791807,0.16333802,0.18475558,0.35919943,0.01088952,1.14660860
-5.50775388,2.02063420,0.01055802,0.05542491,0.52033637,0.18557312,0.21348089,0.39893460,0.01027289,1.29382821
-5.50175088,2.27278881,0.01061471,0.06100611,0.58995959,0.21058832,0.24612356,0.44394824,0.00989677,1.45959077
-5.49574787,2.55344969,0.01093269,0.06733094,0.66670513,0.23837511,0.28276815,0.49401756,0.00973502,1.64356769
-5.48974487,2.86155578,0.01149697,0.07435044,0.75037104,0.26888548,0.32344518,0.54883822,0.00976187,1.84514302
-5.48374187,3.19556082,0.01229165,0.08200427,0.84062490,0.30202722,0.36812116,0.60801998,0.00995202,2.06338601
-5.47773887,3.55340189,0.01329977,0.09022043,0.93699553,0.33766003,0.41668971,0.67108429,0.01028081,2.29703011
-5.47173587,3.93248062,0.01450314,0.09891515,1.03886814,0.37559276,0.46896405,0.73746404,0.01072433,2.54446031
-5.46573287,4.32965971,0.01588211,0.10799318,1.14548364,0.41558188,0.52467170,0.80650609,0.01125944,2.80371042
-5.45972986,4.74127691,0.01741548,0.11734846,1.25594254,0.45733155,0.58345165,0.87747655,0.01186391,3.07247164
-5.45372686,5.16317784,0.01908034,0.12686528,1.36921379,0.50049537,0.64485441,0.94956914,0.01251646,3.34811325
-5.44772386,5.59076825,0.02085206,0.13641979,1.48414872,0.54467983,0.70834543,1.02191655,0.01319686,3.62771592
-5.44172086,6.01908548,0.02270434,0.14588206,1.59949988,0.58944964,0.77331174,1.09360460,0.01388607,3.90811716
-5.43571786,6.44288776,0.02460945,0.15511847,1.71394445,0.63433466,0.83907208,1.16368895,0.01456637,4.18596834
-5.42971486,6.85675911,0.02653846,0.16399456,1.82611167,0.67883845,0.90489023,1.23121374,0.01522155,4.45780146
-5.42371186,7.25522674,0.02846173,0.17237802,1.93461328,0.72244806,0.96999110,1.29523181,0.01583706,4.72010403
-5.41770885,7.63288695,0.03034939,0.18014196,2.03807610,0.76464484,1.03357921,1.35482564,0.01640023,4.96939920
-5.41170585,7.98453513,0.03217200,0.18716822,2.13517552,0.80491595,1.09485883,1.40912833,0.01690040,5.20232850
-5.40570285,8.30529484,0.03390121,0.19335058,2.22466857,0.84276594,1.15305488,1.45734391,0.01732917,5.41573393
-5.39969985,8.59074106,0.03551050,0.19859782,2.30542533,0.87772832,1.20743391,1.49876619,0.01768045,5.60673638
-5.39369685,8.83701278,0.03697588,0.20283636,2.37645738,0.90937638,1.25732403,1.53279546,0.01795058,5.77280718
-5.38769385,9.04091028,0.03827659,0.20601258,2.43694222,0.93733308,1.30213322,1.55895249,0.01813839,5.91183013
-5.38169085,9.19997362,0.03939572,0.20809444,2.48624259,0.96127958,1.34136480,1.57688939,0.01824516,6.02215156
-5.37568784,9.31253905,0.04032065,0.20907261,2.52392004,0.98096208,1.37462988,1.58639682,0.01827450,6.10261674
-5.36968484,9.37777174,0.04104349,0.20896071,2.54974226,0.99619692,1.40165584,1.58740764,0.01823224,6.15259129
-5.36368184,9.39567384,0.04156119,0.20779504,2.56368398,1.00687362,1.42229085,1.57999679,0.01812619,6.17196744
-5.35767884,9.36706825,0.04187562,0.20563343,2.56592170,1.01295595,1.43650425,1.56437753,0.01796580,6.16115514
-5.35167584,9.29355969,0.04199334,0.20255351,2.55682246,1.01448115,1.44438293,1.54089444,0.01776186,6.12105914
-5.34567284,9.17747536,0.04192534,0.19865035,2.53692769,1.01155724,1.44612411,1.51001353,0.01752610,6.05304356
-5.33966983,9.02178863,0.04168644,0.19403359,2.50693275,1.00435891,1.44202512,1.47230981,0.01727075,5.95888607
-5.33366683,8.83002972,0.04129469,0.18882430,2.46766350,0.99312196,1.43247088,1.42845304,0.01700813,5.84072406
-5.32766383,8.60618758,0.04077062,0.18315150,2.42005095,0.97813693,1.41791981,1.37919220,0.01675019,5.70099552
-5.32166083,8.35460758,0.04013638,0.17714876,2.36510532,0.95974198,1.39888930,1.32533916,0.01650812,5.54237737
-5.31565783,8.07988938,0.03941492,0.17095074,2.30389059,0.93831554,1.37594124,1.26775221,0.01629198,5.36772382
-5.30965483,7.78678881,0.03862915,0.16469015,2.23750074,0.91426890,1.34966873,1.20731989,0.01611040,5.18000714
-5.30365183,7.48012744,0.03780112,0.15849500,2.16703842,0.88803921,1.32068441,1.14494560,0.01597031,4.98226289
-5.29764882,7.16471240,0.03695138,0.15248637,2.09359693,0.86008292,1.28961100,1.08153329,0.01587681,4.77754120
-5.29164582,6.84526830,0.03609840,0.14677676,2.01824571,0.83086997,1.25707435,1.01797443,0.01583310,4.56886499
-5.28564282,6.52638235,0.03525811,0.14146912,1.94201976,0.80087878,1.22369900,0.95513661,0.01584046,4.35919577
-5.27963982,6.21246263,0.03444369,0.13665641,1.86591271,0.77059209,1.19010624,0.89385354,0.01589843,4.15140695
-5.27363682,5.90770874,0.03366545,0.13242190,1.79087329,0.74049359,1.15691420,0.83491671,0.01600492,3.94826398
-5.26763382,5.61609339,0.03293087,0.12883991,1.71780461,0.71106523,1.12473948,0.77906842,0.01615657,3.75241055
-5.26163082,5.34135266,0.03224480,0.12597707,1.64756563,0.68278507,1.09419977,0.72699609,0.01634897,3.56635938
-5.25562781,5.08698250,0.03160980,0.12389380,1.58097387,0.65612551,1.06591654,0.67932768,0.01657713,3.39248614
-5.24962481,4.85623858,0.03102648,0.12264607,1.51880852,0.63155151,1.04051720,0.63662793,0.01683579,3.23302493
-5.24362181,4.65213675,0.03049400,0.12228704,1.46181325,0.60951870,1.01863582,0.59939520,0.01711981,3.09006356
-5.23761881,4.47745141,0.03001052,0.12286861,1.41069760,0.59047111,1.00091193,0.56805876,0.01742457,2.96553739
-5.23161581,4.33470956,0.02957367,0.12444265,1.36613666,0.57483820,0.98798670,0.54297623,0.01774622,2.86122030
-5.22561281,4.22617885,0.02918095,0.12706172,1.32876824,0.56303116,0.98049629,0.52443112,0.01808195,2.77871213
-5.21960980,4.15384845,0.02883011,0.13077924,1.29918752,0.55543824,0.97906211,0.51263029,0.01843017,2.71942202
-5.21360680,4.11940258,0.02851938,0.13564904,1.27793895,0.55241910,0.98427824,0.50770146,0.01879055,2.68454771
-5.20760380,4.12418705,0.02824769,0.14172426,1.26550566,0.55429834,0.99669615,0.50969065,0.01916398,2.67505129
-5.20160080,4.16917030,0.02801470,0.14905546,1.26229684,0.56135811,1.01680744,0.51855978,0.01955251,2.69163244
-5.19559780,4.25490072,0.02782081,0.15768835,1.26863368,0.57383020,1.04502521,0.53418469,0.01995906,2.73470031
-5.18959480,4.38146320,0.02766706,0.16766085,1.28473471,0.59188789,1.08166506,0.55635369,0.02038718,2.80434602
-5.18359180,4.54843768,0.02755496,0.17899992,1.31070133,0.61563785,1.12692661,0.58476708,0.02084066,2.90031748
-5.17758879,4.75486341,0.02748626,0.19171826,1.34650466,0.64511254,1.18087672,0.61903793,0.02132314,3.02199880
-5.17158579,4.99921206,0.02746278,0.20581104,1.39197462,0.68026370,1.24343534,0.65869443,0.02183774,3.16839606
-5.16558279,5.27937318,0.02748611,0.22125295,1.44679205,0.72095710,1.31436496,0.70318413,0.02238660,3.33813159
-5.15957979,5.59265461,0.02755745,0.23799576,1.51048471,0.76696928,1.39326451,0.75188033,0.02297057,3.52944806
-5.15357679,5.93580006,0.02767742,0.25596659,1.58242782,0.81798644,1.47956825,0.80409080,0.02358892,3.74022377
-5.14757379,6.30502541,0.02784592,0.27506708,1.66184931,0.87360580,1.57255009,0.85906880,0.02423910,3.96799951
-5.14157079,6.69607370,0.02806209,0.29517352,1.74784003,0.93333971,1.67133336,0.91602651,0.02491665,4.21001714
-5.13556778,7.10428860,0.02832432,0.31613815,1.83936872,0.99662237,1.77490596,0.97415044,0.02561523,4.46326931
-5.12956478,7.52470428,0.02863024,0.33779140,1.93530124,1.06281920,1.88214029,1.03261875,0.02632672,4.72455882
-5.12356178,7.95214911,0.02897688,0.35994529,2.03442353,1.13123862,1.99181739,1.09061977,0.02704146,4.99056610
-5.11755878,8.38135954,0.02936077,0.38239766,2.13546726,1.20114574,2.10265423,1.14737127,0.02774865,5.25792216
-5.11155578,8.80709983,0.02977809,0.40493708,2.23713727,1.27177764,2.21333320,1.20213982,0.02843670,5.52328449
-5.10555278,9.22428289,0.03022484,0.42734836,2.33813960,1.34235956,2.32253251,1.25425937,0.02909379,5.78341285
-5.09954977,9.62808720,0.03069699,0.44941814,2.43720905,1.41212145,2.42895634,1.30314843,0.02970840,6.03524198
-5.09354677,10.01406504,0.03119058,0.47094053,2.53313509,1.48031416,2.53136352,1.34832506,0.03026981,6.27594831
-5.08754377,10.37823746,0.03170183,0.49172237,2.62478517,1.54622468,2.62859371,1.38941885,0.03076867,6.50300798
-5.08154077,10.71717223,0.03222715,0.51158781,2.71112465,1.60918991,2.71959019,1.42617955,0.03119742,6.71424413
-5.07553777,11.02804175,0.03276319,0.53038218,2.79123271,1.66860837,2.80341847,1.45848169,0.03155069,6.90786159
-5.06953477,11.30865903,0.03330674,0.54797470,2.86431387,1.72394963,2.87928042,1.48632488,0.03182559,7.08246815
-5.06353177,11.55749082,0.03385467,0.56426021,2.92970512,1.77476105,2.94652349,1.50982987,0.03202181,7.23708185
-5.05752876,11.77364839,0.03440385,0.57915954,2.98687858,1.82067194,3.00464531,1.52923021,0.03214170,7.37112481
-5.05152576,11.95685711,0.03495095,0.59261893,3.03544036,1.86139507,3.05329373,1.54485992,0.03219010,7.48440438
-5.04552276,12.10740746,0.03549236,0.60460825,3.07512590,1.89672573,3.09226280,1.55713759,0.03217413,7.57708326
-5.03951976,12.22609047,0.03602406,0.61511840,3.10579258,1.92653864,3.12148532,1.56654751,0.03210280,7.64964032
-5.03351676,12.31412151,0.03654148,0.62415804,3.12741047,1.95078309,3.14102264,1.57361864,0.03198656,7.70282465
-5.02751376,12.37305643,0.03703945,0.63174984,3.14005174,1.96947674,3.15105231,1.57890223,0.03183676,7.73760497
-5.02151076,12.40470445,0.03751218,0.63792663,3.14387971,1.98269850,3.15185446,1.58294914,0.03166507,7.75511717
-5.01550775,12.41104178,0.03795323,0.64272758,3.13913802,1.99058091,3.14379747,1.58628771,0.03148288,7.75661212
-5.00950475,12.39412997,0.03835560,0.64619473,3.12614059,1.99330247,3.12732350,1.58940332,0.03130074,7.74340611
-5.00350175,12.35604221,0.03871186,0.64837010,3.10526254,1.99108020,3.10293446,1.59272035,0.03112781,7.71683576
-4.99749875,12.29880032,0.03901421,0.64929341,3.07693244,1.98416276,3.07117865,1.59658756,0.03097145,7.67821895
-4.99149575,12.22432450,0.03925478,0.64900070,3.04162580,1.97282426,3.03263845,1.60126746,0.03083684,7.62882303
-4.98549275,12.13439703,0.03942574,0.64752373,2.99985983,1.95735887,2.98791911,1.60693021,0.03072677,7.56984096
-4.97948974,12.03064047,0.03951959,0.64489021,2.95218906,1.93807637,2.93763878,1.61365232,0.03064154,7.50237576
-4.97348674,11.91451010,0.03952937,0.64112486,2.89920166,1.91529844,2.88241983,1.62142038,0.03057898,7.42743329
-4.96748374,11.78729970,0.03944891,0.63625101,2.84151605,1.88935574,2.82288122,1.63013948,0.03053460,7.34592275
-4.96148074,11.65015914,0.03927302,0.63029273,2.77977746,1.86058561,2.75963209,1.63964606,0.03050191,7.25866439
-4.95547774,11.50412181,0.03899774,0.62327733,2.71465404,1.82933025,2.69326638,1.64972453,0.03047273,7.16640308
-4.94947474,11.35013934,0.03862046,0.61523782,2.64683239,1.79593520,2.62435830,1.66012682,0.03043770,7.06982656
-4.94347174,11.18912098,0.03814011,0.60621546,2.57701214,1.76074798,2.55345877,1.67059387,0.03038673,6.96958692
-4.93746873,11.02197465,0.03755720,0.59626192,2.50589963,1.72411676,2.48109257,1.68087782,0.03030959,6.86632336
-4.93146573,10.84964678,0.03687393,0.58544112,2.43420061,1.68638890,2.40775615,1.69076385,0.03019640,6.76068485
-4.92546273,10.67315795,0.03609418,0.57383048,2.36261207,1.64790917,2.33391614,1.70009014,0.03003815,6.65335063
-4.91945973,10.49363179,0.03522343,0.56152154,2.29181338,1.60901772,2.26000828,1.70876512,0.02982712,6.54504721
-4.91345673,10.31231469,0.03426877,0.54861990,2.22245687,1.57004759,2.18643676,1.71678052,0.02955727,6.43656007
-4.90745373,10.13058467,0.03323870,0.53524446,2.15515831,1.53132176,2.11357394,1.72421974,0.02922454,6.32873917
-4.90145073,9.94994791,0.03214298,0.52152594,2.09048742,1.49314977,2.04176017,1.73126057,0.02882698,6.22249722
-4.89544772,9.77202266,0.03099242,0.50760479,2.02895873,1.45582393,1.97130371,1.73817218,0.02836485,6.11880030
-4.88944472,9.59851044,0.02979866,0.49362849,1.97102323,1.41961511,1.90248067,1.74530617,0.02784061,6.01865087
-4.88344172,9.43115563,0.02857388,0.47974837,1.91706079,1.38476831,1.83553482,1.75308222,0.02725874,5.92306368
-4.87743872,9.27169504,0.02733050,0.46611616,1.86737389,1.35149811,1.77067721,1.76196884,0.02662552,5.83303553
-4.87143572,9.12179983,0.02608089,0.45288013,1.82218254,1.31998411,1.70808567,1.77246017,0.02594879,5.74951036
-4.86543272,8.98301259,0.02483710,0.44018132,1.78162081,1.29036671,1.64790415,1.78505025,0.02523751,5.67334139
-4.85942971,8.85668302,0.02361048,0.42814963,1.74573473,1.26274323,1.59024194,1.80020582,0.02450144,5.60525257
-4.85342671,8.74390551,0.02241150,0.41690017,1.71448195,1.23716482,1.53517290,1.81833937,0.02375070,5.54580134
-4.84742371,8.64546231,0.02124944,0.40652989,1.68773283,1.21363418,1.48273480,1.83978372,0.02299535,5.49534510
-4.84142071,8.56177539,0.02013218,0.39711454,1.66527322,1.19210445,1.43292897,1.86476964,0.02224503,5.45401341
-4.83541771,8.49287003,0.01906609,0.38870618,1.64680864,1.17247938,1.38572033,1.89340757,0.02150858,5.42168773
-4.82941471,8.43835219,0.01805586,0.38133130,1.63196994,1.15461479,1.34103793,1.92567442,0.02079378,5.39799012
-4.82341171,8.39740136,0.01710449,0.37498960,1.62032026,1.13832164,1.29877627,1.96140611,0.02010708,5.38228180
-4.81740870,8.36877944,0.01621330,0.36965345,1.61136323,1.12337043,1.25879728,2.00029609,0.01945342,5.37367182
-4.81140570,8.35085545,0.01538196,0.36526816,1.60455227,1.10949697,1.22093315,2.04189985,0.01883617,5.37103578
-4.80540270,8.34164512,0.01460867,0.36175301,1.59930080,1.09640947,1.18498998,2.08564492,0.01825702,5.37304350
-4.79939970,8.33886341,0.01389028,0.35900305,1.59499344,1.08379655,1.15075213,2.13084590,0.01771610,5.37819469
-4.79339670,8.33998762,0.01322257,0.35689162,1.59099770,1.07133592,1.11798734,2.17672336,0.01721201,5.38486058
-4.78739370,8.34232818,0.01260043,0.35527356,1.58667635,1.05870363,1.08645226,2.22242582,0.01674199,5.39132970
-4.78139070,8.34310394,0.01201817,0.35398905,1.58140002,1.04558324,1.05589846,2.26705345,0.01630212,5.39585573
-4.77538769,8.33951871,0.01146976,0.35286786,1.57455992,1.03167476,1.02607851,2.30968249,0.01588751,5.39670514
-4.76938469,8.32883605,0.01094914,0.35173412,1.56558051,1.01670298,0.99675207,2.34938928,0.01549259,5.39220279
-4.76338169,8.30844950,0.01045043,0.35041118,1.55393172,1.00042485,0.96769183,2.38527303,0.01511136,5.38077368
-4.75737869,8.27594590,0.00996817,0.34872666,1.53914052,0.98263569,0.93868884,2.41647641,0.01473765,5.36097955
-4.75137569,8.22916013,0.00949755,0.34651740,1.52080158,0.96317405,0.90955747,2.44220377,0.01436535,5.33154927
-4.74537269,8.16621990,0.00903446,0.34363417,1.49858661,0.94192502,0.88013941,2.46173629,0.01398871,5.29140260
-4.73936968,8.08558021,0.00857570,0.33994596,1.47225219,0.91882201,0.85030699,2.47444422,0.01360252,5.23966702
-4.73336668,7.98604728,0.00811898,0.33534381,1.44164577,0.89384698,0.81996548,2.47979630,0.01320227,5.17568803
-4.72736368,7.86679242,0.00766294,0.32974387,1.40670960,0.86702925,0.78905441,2.47736635,0.01278435,5.09903339
-4.72136068,7.72735666,0.00720711,0.32308976,1.36748237,0.83844296,0.75754796,2.46683764,0.01234614,5.00949198
-4.71535768,7.56764708,0.00675186,0.31535401,1.32409851,0.80820341,0.72545436,2.44800520,0.01188606,4.90706833
-4.70935468,7.38792618,0.00629829,0.30653872,1.27678512,0.77646254,0.69281447,2.42077644,0.01140360,4.79197353
-4.70335168,7.18879529,0.00584812,0.29667512,1.22585640,0.74340365,0.65969942,2.38517056,0.01089935,4.66461352
-4.69734867,6.97117330,0.00540350,0.28582248,1.17170602,0.70923582,0.62620775,2.34131671,0.01037487,4.52557554
-4.69134567,6.73627162,0.00496694,0.27406604,1.11479741,0.67418805,0.59246181,2.28945123,0.00983267,4.37561314
-4.68534267,6.48556628,0.00454109,0.26151436,1.05565248,0.63850342,0.55860382,2.22991402,0.00927607,4.21563042
-4.67933967,6.22076779,0.00412867,0.24829602,0.99483901,0.60243352,0.52479164,2.16314378,0.00870907,4.04666562
-4.67333667,5.94378925,0.00373229,0.23455591,0.93295737,0.56623317,0.49119435,2.08967233,0.00813620,3.86987419
-4.66733367,5.65671316,0.00335436,0.22045132,0.87062687,0.53015572,0.45798790,2.01011759,0.00756236,3.68651131
-4.66133067,5.36175721,0.00299703,0.20614791,0.80847236,0.49444882,0.42535078,1.92517522,0.00699269,3.49791394
-4.65532766,5.06123926,0.00266210,0.19181575,0.74711156,0.45935088,0.39346011,1.83560884,0.00643241,3.30548217
-4.64932466,4.75754188,0.00235099,0.17762562,0.68714351,0.42508817,0.36248791,1.74223871,0.00588670,3.11065990
-4.64332166,4.45307695,0.00206474,0.16374574,0.62913855,0.39187260,0.33259801,1.64592890,0.00536060,2.91491492
