energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,0.76115132,0.00430248,0.00000000,0.00172705,0.03218312,0.31566039,0.29039235,0.00445881,0.42569381
-5.99399700,0.82396861,0.00454189,0.00000000,0.00168211,0.03157205,0.33828915,0.31841081,0.00431220,0.46498935
-5.98799400,0.89915527,0.00483633,0.00000000,0.00167674,0.03171823,0.36605184,0.35156449,0.00422502,0.51072983
-5.98199100,0.98626831,0.00518155,0.00000000,0.00171029,0.03257802,0.39871378,0.38973798,0.00418830,0.56269591
-5.97598799,1.08473904,0.00557300,0.00000000,0.00178188,0.03410525,0.43599159,0.43275839,0.00419319,0.62059678
-5.96998499,1.19386962,0.00600582,0.00000000,0.00189038,0.03625142,0.47755221,0.48039188,0.00423117,0.68406813
-5.96398199,1.31283091,0.00647497,0.00000000,0.00203449,0.03896580,0.52301223,0.53234103,0.00429422,0.75267102
-5.95797899,1.44066226,0.00697522,0.00000000,0.00221264,0.04219535,0.57193763,0.58824345,0.00437497,0.82589217
-5.95197599,1.57627429,0.00750124,0.00000000,0.00242305,0.04588451,0.62384465,0.64767206,0.00446683,0.90314588
-5.94597299,1.71845513,0.00804761,0.00000000,0.00266371,0.04997503,0.67820180,0.71013737,0.00456410,0.98377803
-5.93996998,1.86588076,0.00860892,0.00000000,0.00293230,0.05440590,0.73443343,0.77509199,0.00466203,1.06707230
-5.93396698,2.01712972,0.00917976,0.00000000,0.00322625,0.05911328,0.79192504,0.84193745,0.00475686,1.15225876
-5.92796398,2.17070201,0.00975477,0.00000000,0.00354271,0.06403069,0.85003024,0.91003332,0.00484584,1.23852460
-5.92196098,2.32504209,0.01032871,0.00000000,0.00387853,0.06908935,0.90807951,0.97870843,0.00492721,1.32502695
-5.91595798,2.47856534,0.01089647,0.00000000,0.00423028,0.07421872,0.96539056,1.04727392,0.00500019,1.41090751
-5.90995498,2.62968712,0.01145314,0.00000000,0.00459433,0.07934728,1.02127999,1.11503753,0.00506487,1.49530827
-5.90395198,2.77685360,0.01199400,0.00000000,0.00496683,0.08440358,1.07507603,1.18131874,0.00512213,1.57738808
-5.89794897,2.91857304,0.01251459,0.00000000,0.00534383,0.08931734,1.12613195,1.24546405,0.00517358,1.65633931
-5.89194597,3.05344643,0.01301073,0.00000000,0.00572132,0.09402086,1.17383961,1.30686168,0.00522135,1.73140392
-5.88594297,3.18019623,0.01347855,0.00000000,0.00609537,0.09845045,1.21764281,1.36495517,0.00526798,1.80188848
-5.87993997,3.29769203,0.01391450,0.00000000,0.00646219,0.10254793,1.25704992,1.41925514,0.00531632,1.86717740
-5.87393697,3.40497216,0.01431542,0.00000000,0.00681831,0.10626217,1.29164525,1.46934877,0.00536929,1.92674391
-5.86793397,3.50126036,0.01467853,0.00000000,0.00716066,0.10955052,1.32109891,1.51490657,0.00542981,1.98015850
-5.86193097,3.58597700,0.01500146,0.00000000,0.00748668,0.11238010,1.34517468,1.55568610,0.00550062,2.02709439
-5.85592796,3.65874444,0.01528229,0.00000000,0.00779450,0.11472901,1.36373563,1.59153268,0.00558419,2.06733007
-5.84992496,3.71938655,0.01551957,0.00000000,0.00808296,0.11658713,1.37674733,1.62237705,0.00568259,2.10074874
-5.84392196,3.76792251,0.01571233,0.00000000,0.00835177,0.11795675,1.38427841,1.64823025,0.00579744,2.12733501
-5.83791896,3.80455550,0.01586010,0.00000000,0.00860151,0.11885281,1.38649861,1.66917596,0.00592988,2.14716905
-5.83191596,3.82965681,0.01596293,0.00000000,0.00883369,0.11930279,1.38367419,1.68536104,0.00608051,2.16041844
-5.82591296,3.84374621,0.01602142,0.00000000,0.00905076,0.11934617,1.37616091,1.69698449,0.00624942,2.16732845
-5.81990995,3.84746960,0.01603667,0.00000000,0.00925604,0.11903353,1.36439480,1.70428572,0.00643621,2.16821094
-5.81390695,3.84157485,0.01601031,0.00000000,0.00945370,0.11842526,1.34888084,1.70753260,0.00664008,2.16343261
-5.80790395,3.82688672,0.01594448,0.00000000,0.00964860,0.11758990,1.33018004,1.70700982,0.00685982,2.15340297
-5.80190095,3.80428187,0.01584178,0.00000000,0.00984621,0.11660213,1.30889506,1.70300832,0.00709397,2.13856244
-5.79589795,3.77466481,0.01570523,0.00000000,0.01005241,0.11554051,1.28565493,1.69581584,0.00734083,2.11937105
-5.78989495,3.73894523,0.01553820,0.00000000,0.01027337,0.11448503,1.26109916,1.68570928,0.00759857,2.09629803
-5.78389195,3.69801764,0.01534438,0.00000000,0.01051528,0.11351447,1.23586167,1.67294878,0.00786529,2.06981237
-5.77788894,3.65274333,0.01512764,0.00000000,0.01078425,0.11270381,1.21055506,1.65777386,0.00813908,2.04037474
-5.77188594,3.60393531,0.01489198,0.00000000,0.01108602,0.11212162,1.18575558,1.64040127,0.00841800,2.00843056
-5.76588294,3.55234609,0.01464143,0.00000000,0.01142588,0.11182773,1.16198921,1.62102476,0.00870018,1.97440449
-5.75987994,3.49865857,0.01437993,0.00000000,0.01180843,0.11187104,1.13971947,1.59981634,0.00898377,1.93869614
-5.75387694,3.44348002,0.01411125,0.00000000,0.01223752,0.11228782,1.11933702,1.57692879,0.00926692,1.90167695
-5.74787394,3.38733894,0.01383890,0.00000000,0.01271607,0.11310048,1.10115182,1.55249931,0.00954775,1.86368825
-5.74187094,3.33068499,0.01356606,0.00000000,0.01324610,0.11431683,1.08538780,1.52665372,0.00982437,1.82504036
-5.73586793,3.27389156,0.01329552,0.00000000,0.01382864,0.11593002,1.07218048,1.49951125,0.01009475,1.78601260
-5.72986493,3.21726111,0.01302963,0.00000000,0.01446375,0.11791911,1.06157764,1.47118936,0.01035679,1.74685421
-5.72386193,3.16103291,0.01277031,0.00000000,0.01515064,0.12025031,1.05354309,1.44180860,0.01060823,1.70778614
-5.71785893,3.10539303,0.01251903,0.00000000,0.01588767,0.12287888,1.04796346,1.41149723,0.01084669,1.66900353
-5.71185593,3.05048639,0.01227687,0.00000000,0.01667256,0.12575157,1.04465781,1.38039540,0.01106970,1.63067897
-5.70585293,2.99643029,0.01204456,0.00000000,0.01750248,0.12880961,1.04338976,1.34865888,0.01127475,1.59296633
-5.69984992,2.94332927,0.01182257,0.00000000,0.01837425,0.13199203,1.04388171,1.31646223,0.01145937,1.55600515
-5.69384692,2.89129057,0.01161121,0.00000000,0.01928451,0.13523924,1.04583051,1.28400122,0.01162122,1.51992540
