energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.90395198,3.26147745,0.00897524,0.23727139,0.79624757,0.98368839,0.74211880,0.92363287,0.00698772,1.15628946
-5.89794897,3.09464303,0.00840582,0.22283524,0.75085538,0.93674834,0.68975977,0.88166682,0.00641717,1.09589092
-5.89194597,2.93506124,0.00782211,0.21025124,0.70768199,0.89113806,0.63992991,0.84206632,0.00590348,1.03670383
-5.88594297,2.78438945,0.00723256,0.19967470,0.66726931,0.84725289,0.59317843,0.80528634,0.00545130,0.97932662
-5.87993997,2.64414052,0.00664520,0.19123456,0.63008242,0.80545326,0.54998465,0.77176055,0.00506440,0.92431162
-5.87393697,2.51565602,0.00606749,0.18503236,0.59649913,0.76605878,0.51075105,0.74189264,0.00474568,0.87215476
-5.86793397,2.40008377,0.00550614,0.18114187,0.56680255,0.72934303,0.47579883,0.71604811,0.00449726,0.82328690
-5.86193097,2.29836013,0.00496697,0.17960924,0.54117670,0.69552935,0.44536623,0.69454681,0.00432055,0.77806701
-5.85592796,2.21119760,0.00445490,0.18045376,0.51970526,0.66478758,0.41960906,0.67765657,0.00421629,0.73677731
-5.84992496,2.13907768,0.00397382,0.18366902,0.50237346,0.63723208,0.39860353,0.66558799,0.00418465,0.69962047
-5.84392196,2.08224916,0.00352665,0.18922444,0.48907282,0.61292091,0.38235072,0.65849052,0.00422527,0.66671886
-5.83791896,2.04073151,0.00311535,0.19706713,0.47960854,0.59185630,0.37078258,0.65645000,0.00433730,0.63811567
-5.83191596,2.01432293,0.00274100,0.20712376,0.47370915,0.57398637,0.36376888,0.65948752,0.00451946,0.61377793
-5.82591296,2.00261268,0.00240383,0.21930268,0.47103809,0.55920806,0.36112480,0.66755955,0.00477001,0.59360103
-5.81990995,2.00499678,0.00210338,0.23349579,0.47120662,0.54737106,0.36261878,0.68055935,0.00508679,0.57741473
-5.81390695,2.02069660,0.00183861,0.24958044,0.47378770,0.53828277,0.36798025,0.69831930,0.00546713,0.56499015
-5.80790395,2.04877933,0.00160796,0.26742107,0.47833026,0.53171399,0.37690703,0.72061417,0.00590787,0.55604769
-5.80190095,2.08817969,0.00140954,0.28687061,0.48437340,0.52740512,0.38907218,0.74716501,0.00640527,0.55026543
-5.79589795,2.13772217,0.00124118,0.30777161,0.49145994,0.52507277,0.40413015,0.77764353,0.00695493,0.54728790
-5.78989495,2.19614312,0.00110058,0.32995718,0.49914905,0.52441647,0.42172215,0.81167685,0.00755177,0.54673478
-5.78389195,2.26211219,0.00098536,0.35325165,0.50702741,0.52512539,0.44148079,0.84885244,0.00818990,0.54820952
-5.77788894,2.33425284,0.00089317,0.37747112,0.51471866,0.52688476,0.46303405,0.88872320,0.00886265,0.55130751
-5.77188594,2.41116159,0.00082173,0.40242388,0.52189090,0.52938200,0.48600857,0.93081266,0.00956247,0.55562384
-5.76588294,2.49142604,0.00076885,0.42791091,0.52826211,0.53231224,0.51003257,0.97462030,0.01028095,0.56076034
-5.75987994,2.57364162,0.00073253,0.45372644,0.53360341,0.53538346,0.53473848,1.01962698,0.01100888,0.56633208
-5.75387694,2.65642732,0.00071090,0.47965876,0.53774020,0.53832080,0.55976538,1.06530070,0.01173629,0.57197304
-5.74787394,2.73844042,0.00070226,0.50549131,0.54055136,0.54087047,0.58476148,1.11110251,0.01245258,0.57734112
-5.74187094,2.81839071,0.00070508,0.53100413,0.54196667,0.54280280,0.60938675,1.15649289,0.01314668,0.58212248
-5.73586793,2.89505407,0.00071794,0.55597576,0.54196276,0.54391490,0.63331570,1.20093852,0.01380726,0.58603508
-5.72986493,2.96728580,0.00073958,0.58018550,0.54055789,0.54403257,0.65624043,1.24391937,0.01442297,0.58883170
-5.72386193,3.03403359,0.00076882,0.60341610,0.53780593,0.54301180,0.67787384,1.28493627,0.01498273,0.59030218
-5.71785893,3.09435009,0.00080455,0.62545677,0.53378989,0.54073966,0.69795307,1.32351866,0.01547598,0.59027508
-5.71185593,3.14740496,0.00084571,0.64610641,0.52861533,0.53713476,0.71624282,1.35923247,0.01589305,0.58861875
-5.70585293,3.19249595,0.00089129,0.66517694,0.52240398,0.53214722,0.73253863,1.39168795,0.01622543,0.58524165
-5.69984992,3.22905880,0.00094030,0.68249667,0.51528780,0.52575819,0.74666979,1.42054707,0.01646604,0.58009215
-5.69384692,3.25667538,0.00099174,0.69791339,0.50740375,0.51797888,0.75850182,1.44553045,0.01660953,0.57315759
-5.68784392,3.27507976,0.00104465,0.71129728,0.49888928,0.50884918,0.76793817,1.46642326,0.01665242,0.56446274
-5.68184092,3.28416156,0.00109804,0.72254325,0.48987882,0.49843581,0.77492122,1.48308005,0.01659333,0.55406750
-5.67583792,3.28396641,0.00115098,0.73157280,0.48050099,0.48683001,0.77943227,1.49542809,0.01643299,0.54206417
-5.66983492,3.27469317,0.00120256,0.73833527,0.47087677,0.47414490,0.78149055,1.50346916,0.01617429,0.52857389
-5.66383192,3.25668761,0.00125191,0.74280833,0.46111829,0.46051240,0.78115128,1.50727948,0.01582220,0.51374281
-5.65782891,3.23043283,0.00129825,0.74499792,0.45132824,0.44607982,0.77850272,1.50700776,0.01538363,0.49773764
-5.65182591,3.19653616,0.00134087,0.74493743,0.44159970,0.43100629,0.77366244,1.50287133,0.01486722,0.48074104
-5.64582291,3.15571319,0.00137918,0.74268629,0.43201622,0.41545894,0.76677281,1.49515037,0.01428307,0.46294670
-5.63981991,3.10876896,0.00141273,0.73832812,0.42265204,0.39960901,0.75799611,1.48418036,0.01364243,0.44455450
-5.63381691,3.05657712,0.00144120,0.73196833,0.41357224,0.38362804,0.74750926,1.47034290,0.01295733,0.42576568
-5.62781391,3.00005740,0.00146440,0.72373141,0.40483281,0.36768411,0.73549845,1.45405511,0.01224024,0.40677831
-5.62181091,2.94015213,0.00148234,0.71375797,0.39648047,0.35193835,0.72215400,1.43575792,0.01150363,0.38778313
-5.61580790,2.87780250,0.00149513,0.70220162,0.38855239,0.33654172,0.70766546,1.41590352,0.01075969,0.36895986
-5.60980490,2.81392514,0.00150305,0.68922568,0.38107554,0.32163220,0.69221723,1.39494239,0.01001993,0.35047410
-5.60380190,2.74938973,0.00150649,0.67499995,0.37406610,0.30733240,0.67598479,1.37331016,0.00929490,0.33247488
-5.59779890,2.68499826,0.00150593,0.65969742,0.36752865,0.29374774,0.65913162,1.35141486,0.00859398,0.31509291
-5.59179590,2.62146659,0.00150194,0.64349108,0.36145549,0.28096511,0.64180689,1.32962484,0.00792513,0.29843948
-5.58579290,2.55940867,0.00149512,0.62655081,0.35582607,0.26905213,0.62414384,1.30825788,0.00729479,0.28260609
-5.57978989,2.49932417,0.00148609,0.60904044,0.35060680,0.25805702,0.60625896,1.28757170,0.00670783,0.26766470
-5.57378689,2.44158968,0.00147545,0.59111502,0.34575110,0.24800901,0.58825176,1.26775656,0.00616752,0.25366856
-5.56778389,2.38645394,0.00146373,0.57291830,0.34120007,0.23891937,0.57020523,1.24892991,0.00567558,0.24065361
-5.56178089,2.33403738,0.00145140,0.55458053,0.33688362,0.23078295,0.55218675,1.23113372,0.00523232,0.22864025
-5.55577789,2.28433591,0.00143882,0.53621669,0.33272219,0.22358028,0.53424949,1.21433436,0.00483670,0.21763555
-5.54977489,2.23722917,0.00142625,0.51792512,0.32862905,0.21728011,0.51643412,1.19842542,0.00448662,0.20763569
-5.54377189,2.19249291,0.00141380,0.49978667,0.32451303,0.21184236,0.49877090,1.18323333,0.00417899,0.19862854
-5.53776888,2.14981526,0.00140147,0.48186446,0.32028175,0.20722148,0.48128182,1.16852556,0.00391005,0.19059643
-5.53176588,2.10881641,0.00138912,0.46420424,0.31584508,0.20336991,0.46398300,1.15402143,0.00367550,0.18351884
-5.52576288,2.06907104,0.00137652,0.44683535,0.31111878,0.20024185,0.44688713,1.13940484,0.00347077,0.17737505
-5.51975988,2.03013264,0.00136332,0.42977233,0.30602807,0.19779693,0.43000585,1.12433873,0.00329116,0.17214656
-5.51375688,1.99155882,0.00134912,0.41301708,0.30051102,0.19600382,0.41335216,1.10848039,0.00313206,0.16781931
-5.50775388,1.95293662,0.00133345,0.39656151,0.29452157,0.19484355,0.39694259,1.09149730,0.00298908,0.16438554
-5.50175088,1.91390655,0.00131583,0.38039052,0.28803198,0.19431246,0.38079922,1.07308249,0.00285816,0.16184523
-5.49574787,1.87418442,0.00129580,0.36448529,0.28103464,0.19442449,0.36495142,1.05296897,0.00273570,0.16020699
-5.48974487,1.83357982,0.00127292,0.34882651,0.27354303,0.19521287,0.34943716,1.03094236,0.00261862,0.15948856
-5.48374187,1.79201027,0.00124682,0.33339760,0.26559194,0.19673081,0.33430392,1.00685138,0.00250435,0.15971650
-5.47773887,1.74951030,0.00121721,0.31818757,0.25723665,0.19905133,0.31960909,0.98061539,0.00239092,0.16092542
-5.47173587,1.70623495,0.00118390,0.30319351,0.24855140,0.20226593,0.30541980,0.95222897,0.00227690,0.16315647
-5.46573287,1.66245724,0.00114682,0.28842241,0.23962697,0.20648227,0.29181213,0.92176306,0.00216138,0.16645529
-5.45972986,1.61855971,0.00110600,0.27389233,0.23056757,0.21182058,0.27886972,0.88936285,0.00204392,0.17086928
-5.45372686,1.57502034,0.00106162,0.25963285,0.22148719,0.21840917,0.26668179,0.85524236,0.00192450,0.17644445
-5.44772386,1.53239323,0.00101393,0.24568467,0.21250550,0.22637885,0.25534062,0.81967629,0.00180344,0.18322183
-5.44172086,1.49128513,0.00096331,0.23209854,0.20374357,0.23585666,0.24493855,0.78298925,0.00168134,0.19123360
-5.43571786,1.45232870,0.00091023,0.21893344,0.19531949,0.24695893,0.23556462,0.74554319,0.00155900,0.20049913
-5.42971486,1.41615388,0.00085521,0.20625426,0.18734421,0.25978412,0.22730103,0.70772364,0.00143736,0.21102109
-5.42371186,1.38335864,0.00079885,0.19412904,0.17991765,0.27440556,0.22021958,0.66992528,0.00131742,0.22278180
-5.41770885,1.35448060,0.00074175,0.18262592,0.17312533,0.29086457,0.21437815,0.63253773,0.00120018,0.23574010
-5.41170585,1.32997094,0.00068453,0.17181004,0.16703562,0.30916427,0.20981763,0.59593211,0.00108661,0.24982882
-5.40570285,1.31017178,0.00062780,0.16174059,0.16169770,0.32926438,0.20655930,0.56044899,0.00097760,0.26495319
-5.39969985,1.29529826,0.00057213,0.15246804,0.15714036,0.35107737,0.20460286,0.52638822,0.00087390,0.28099021
-5.39369685,1.28542623,0.00051807,0.14403186,0.15337161,0.37446634,0.20392532,0.49400099,0.00077617,0.29778921
-5.38769385,1.28048608,0.00046608,0.13645881,0.15037910,0.39924465,0.20448081,0.46348441,0.00068487,0.31517357
-5.38169085,1.28026319,0.00041657,0.12976172,0.14813140,0.42517774,0.20620130,0.43497871,0.00060036,0.33294375
-5.37568784,1.28440485,0.00036986,0.12393912,0.14657990,0.45198687,0.20899837,0.40856696,0.00052280,0.35088155
-5.36968484,1.29243342,0.00032621,0.11897540,0.14566139,0.47935507,0.21276583,0.38427723,0.00045225,0.36875535
-5.36368184,1.30376511,0.00028578,0.11484169,0.14530109,0.50693496,0.21738323,0.36208692,0.00038863,0.38632644
-5.35767884,1.31773332,0.00024868,0.11149725,0.14541598,0.53435819,0.22271995,0.34192890,0.00033173,0.40335591
-5.35167584,1.33361560,0.00021494,0.10889137,0.14591837,0.56124623,0.22863981,0.32369898,0.00028128,0.41961210
-5.34567284,1.35066272,0.00018451,0.10696554,0.14671936,0.58722206,0.23500585,0.30726439,0.00023690,0.43487801
-5.33966983,1.36812857,0.00015731,0.10565586,0.14773224,0.61192217,0.24168512,0.29247271,0.00019820,0.44895853
-5.33366683,1.38529934,0.00013321,0.10489551,0.14887555,0.63500841,0.24855313,0.27916087,0.00016471,0.46168707
-5.32766383,1.40152059,0.00011202,0.10461708,0.15007561,0.65617910,0.25549778,0.26716365,0.00013597,0.47293116
-5.32166083,1.41622096,0.00009356,0.10475472,0.15126864,0.67517889,0.26242255,0.25632160,0.00011149,0.48259691
-5.31565783,1.42893141,0.00007760,0.10524591,0.15240217,0.69180677,0.26924875,0.24648774,0.00009082,0.49063185
-5.30965483,1.43929915,0.00006393,0.10603293,0.15343579,0.70592205,0.27591667,0.23753310,0.00007349,0.49702619
-5.30365183,1.44709564,0.00005230,0.10706374,0.15434123,0.71744775,0.28238567,0.22935077,0.00005909,0.50181220
-5.29764882,1.45221862,0.00004249,0.10829250,0.15510183,0.72637147,0.28863317,0.22185843,0.00004721,0.50506193
-5.29164582,1.45468797,0.00003429,0.10967958,0.15571141,0.73274348,0.29465257,0.21499947,0.00003751,0.50688314
-5.28564282,1.45463614,0.00002748,0.11119110,0.15617266,0.73667243,0.30045037,0.20874256,0.00002964,0.50741382
-5.27963982,1.45229356,0.00002189,0.11279829,0.15649517,0.73831863,0.30604257,0.20308002,0.00002334,0.50681545
-5.27363682,1.44797016,0.00001733,0.11447639,0.15669324,0.73788546,0.31145061,0.19802506,0.00001836,0.50526541
-5.26763382,1.44203400,0.00001364,0.11620351,0.15678357,0.73560934,0.31669723,0.19360801,0.00001448,0.50294888
-5.26163082,1.43488824,0.00001070,0.11795946,0.15678310,0.73174878,0.32180233,0.18987204,0.00001154,0.50005060
-5.25562781,1.42694781,0.00000837,0.11972452,0.15670693,0.72657306,0.32677922,0.18686832,0.00000940,0.49674705
-5.24962481,1.41861676,0.00000657,0.12147842,0.15656662,0.72035110,0.33163147,0.18465109,0.00000797,0.49319918
-5.24362181,1.41026772,0.00000520,0.12319955,0.15636889,0.71334117,0.33635052,0.18327275,0.00000716,0.48954626
-5.23761881,1.40222403,0.00000419,0.12486435,0.15611475,0.70578170,0.34091414,0.18277925,0.00000695,0.48590094
-5.23161581,1.39474565,0.00000349,0.12644711,0.15579918,0.69788377,0.34528590,0.18320599,0.00000733,0.48234584
-5.22561281,1.38801912,0.00000307,0.12791998,0.15541126,0.68982547,0.34941555,0.18457431,0.00000834,0.47893159
-5.21960980,1.38215181,0.00000289,0.12925332,0.15493480,0.68174818,0.35324036,0.18688884,0.00001004,0.47567651
-5.21360680,1.37717073,0.00000294,0.13041631,0.15434941,0.67375506,0.35668716,0.19013569,0.00001254,0.47256777
-5.20760380,1.37302536,0.00000321,0.13137772,0.15363187,0.66591144,0.35967508,0.19428164,0.00001597,0.46956383
-5.20160080,1.36959441,0.00000372,0.13210686,0.15275779,0.65824707,0.36211870,0.19927423,0.00002052,0.46659806
-5.19559780,1.36669577,0.00000447,0.13257457,0.15170336,0.65075999,0.36393142,0.20504292,0.00002643,0.46358327
-5.18959480,1.36409914,0.00000550,0.13275426,0.15044723,0.64342163,0.36502894,0.21150113,0.00003397,0.46041677
-5.18359180,1.36154053,0.00000684,0.13262286,0.14897228,0.63618292,0.36533256,0.21854911,0.00004349,0.45698589
-5.17758879,1.35873794,0.00000854,0.13216165,0.14726730,0.62898100,0.36477216,0.22607761,0.00005537,0.45317351
-5.17158579,1.35540753,0.00001065,0.13135694,0.14532841,0.62174619,0.36328880,0.23397201,0.00007007,0.44886346
-5.16558279,1.35127952,0.00001322,0.13020064,0.14316026,0.61440883,0.36083683,0.24211699,0.00008810,0.44394562
-5.15957979,1.34611320,0.00001634,0.12869052,0.14077690,0.60690593,0.35738538,0.25040128,0.00011004,0.43832042
-5.15357679,1.33971056,0.00002007,0.12683037,0.13820233,0.59918697,0.35291940,0.25872245,0.00013651,0.43190278
-5.14757379,1.33192788,0.00002449,0.12462995,0.13547069,0.59121912,0.34744002,0.26699143,0.00016820,0.42462534
-5.14157079,1.32268512,0.00002968,0.12210475,0.13262612,0.58299127,0.34096451,0.27513648,0.00020583,0.41644085
-5.13556778,1.31197246,0.00003571,0.11927566,0.12972224,0.57451702,0.33352580,0.28310646,0.00025017,0.40732393
-5.12956478,1.29985406,0.00004267,0.11616849,0.12682135,0.56583643,0.32517161,0.29087316,0.00030198,0.39727190
-5.12356178,1.28646862,0.00005063,0.11281337,0.12399333,0.55701649,0.31596328,0.29843253,0.00036206,0.38630506
-5.11755878,1.27202686,0.00005964,0.10924420,0.12131419,0.54815034,0.30597435,0.30580458,0.00043115,0.37446613
-5.11155578,1.25680576,0.00006975,0.10549790,0.11886446,0.53935519,0.29528905,0.31303207,0.00050997,0.36181910
-5.10555278,1.24113988,0.00008101,0.10161375,0.11672724,0.53076905,0.28400054,0.32017782,0.00059914,0.34844757
-5.09954977,1.22540991,0.00009341,0.09763264,0.11498617,0.52254647,0.27220917,0.32732081,0.00069922,0.33445244
-5.09354677,1.21002883,0.00010694,0.09359631,0.11372315,0.51485321,0.26002055,0.33455113,0.00081061,0.31994926
-5.08754377,1.19542623,0.00012158,0.08954662,0.11301605,0.50786034,0.24754369,0.34196411,0.00093357,0.30506516
-5.08154077,1.18203141,0.00013724,0.08552481,0.11293634,0.50173781,0.23488908,0.34965385,0.00106819,0.28993550
-5.07553777,1.17025592,0.00015385,0.08157069,0.11354676,0.49664781,0.22216670,0.35770648,0.00121434,0.27470032
-5.06953477,1.16047646,0.00017126,0.07772200,0.11489923,0.49273841,0.20948419,0.36619357,0.00137172,0.25950072
-5.06353177,1.15301904,0.00018932,0.07401364,0.11703290,0.49013759,0.19694498,0.37516603,0.00153979,0.24447528
-5.05752876,1.14814507,0.00020786,0.07047711,0.11997265,0.48894827,0.18464658,0.38464895,0.00171783,0.22975658
-5.05152576,1.14604053,0.00022667,0.06713987,0.12372806,0.48924451,0.17267905,0.39463763,0.00190493,0.21546803
-5.04552276,1.14680877,0.00024554,0.06402498,0.12829304,0.49106933,0.16112362,0.40509522,0.00210003,0.20172102
-5.03951976,1.15046762,0.00026424,0.06115069,0.13364609,0.49443434,0.15005162,0.41595209,0.00230194,0.18861258
-5.03351676,1.15695126,0.00028255,0.05853031,0.13975150,0.49932151,0.13952371,0.42710703,0.00250944,0.17622362
-5.02751376,1.16611713,0.00030025,0.05617216,0.14656136,0.50568705,0.12958946,0.43843046,0.00272128,0.16461773
-5.02151076,1.17775762,0.00031715,0.05407976,0.15401848,0.51346743,0.12028730,0.44976935,0.00293633,0.15384071
-5.01550775,1.19161643,0.00033308,0.05225213,0.16206024,0.52258757,0.11164483,0.46095379,0.00315358,0.14392071
-5.00950475,1.20740896,0.00034794,0.05068431,0.17062328,0.53297070,0.10367954,0.47180487,0.00337225,0.13486904
-5.00350175,1.22484569,0.00036166,0.04936802,0.17964879,0.54454976,0.09639981,0.48214344,0.00359191,0.12668156
-4.99749875,1.24365775,0.00037423,0.04829241,0.18908847,0.55727966,0.08980624,0.49179936,0.00381245,0.11934054
-4.99149575,1.26362320,0.00038573,0.04744490,0.19891071,0.57114998,0.08389320,0.50062073,0.00403424,0.11281696
-4.98549275,1.28459271,0.00039632,0.04681211,0.20910681,0.58619730,0.07865049,0.50848261,0.00425812,0.10707298
-4.97948974,1.30651334,0.00040623,0.04638070,0.21969695,0.60251664,0.07406512,0.51529465,0.00448540,0.10206466
-4.97348674,1.32944885,0.00041579,0.04613821,0.23073559,0.62027108,0.07012297,0.52100737,0.00471793,0.09774455
-4.96748374,1.35359538,0.00042542,0.04607377,0.24231590,0.63969916,0.06681039,0.52561665,0.00495800,0.09406423
-4.96148074,1.37929145,0.00043560,0.04617865,0.25457298,0.66111921,0.06411563,0.52916606,0.00520832,0.09097651
-4.95547774,1.40702135,0.00044693,0.04644666,0.26768557,0.68493024,0.06202989,0.53174705,0.00547194,0.08843731
-4.94947474,1.43741136,0.00046004,0.04687428,0.28187595,0.71160901,0.06054814,0.53349681,0.00575210,0.08640712
-4.94347174,1.47121880,0.00047567,0.04746067,0.29740794,0.74170312,0.05966957,0.53459403,0.00605216,0.08485195
-4.93746873,1.50931372,0.00049455,0.04820735,0.31458279,0.77581995,0.05939757,0.53525254,0.00637537,0.08374381
-4.93146573,1.55265408,0.00051750,0.04911780,0.33373309,0.81461191,0.05973946,0.53571337,0.00672478,0.08306067
-4.92546273,1.60225501,0.00054531,0.05019673,0.35521458,0.85875808,0.06070572,0.53623536,0.00710300,0.08278605
-4.91945973,1.65915345,0.00057880,0.05144944,0.37939619,0.90894303,0.06230904,0.53708498,0.00751209,0.08290816
-4.91345673,1.72436944,0.00061876,0.05288084,0.40664853,0.96583351,0.06456293,0.53852568,0.00795335,0.08341881
-4.90745373,1.79886576,0.00066593,0.05449465,0.43733108,1.03005378,0.06748029,0.54080732,0.00842721,0.08431203
-4.90145073,1.88350750,0.00072099,0.05629249,0.47177859,1.10216070,0.07107169,0.54415616,0.00893309,0.08558268
-4.89544772,1.97902329,0.00078453,0.05827311,0.51028718,1.18261956,0.07534369,0.54876578,0.00946937,0.08722496
-4.88944472,2.08596995,0.00085706,0.06043168,0.55310047,1.27178169,0.08029708,0.55478946,0.01003328,0.08923111
-4.88344172,2.20470194,0.00093892,0.06275934,0.60039651,1.36986480,0.08592532,0.56233407,0.01062096,0.09159014
-4.87743872,2.33534701,0.00103033,0.06524283,0.65227580,1.47693708,0.09221303,0.57145593,0.01122751,0.09428687
-4.87143572,2.47778914,0.00113133,0.06786441,0.70875105,1.59290570,0.09913475,0.58215867,0.01184703,0.09730125
-4.86543272,2.63165940,0.00124179,0.07060199,0.76973906,1.71751031,0.10665405,0.59439303,0.01247285,0.10060791
-4.85942971,2.79633521,0.00136137,0.07342947,0.83505506,1.85032190,0.11472285,0.60805871,0.01309763,0.10417610
-4.85342671,2.97094808,0.00148951,0.07631726,0.90440992,1.99074719,0.12328118,0.62300801,0.01371365,0.10796986
-4.84742371,3.15439931,0.00162545,0.07923300,0.97741036,2.13803822,0.13225739,0.63905110,0.01431299,0.11194854
-4.84142071,3.34538321,0.00176819,0.08214246,1.05356223,2.29130702,0.14156866,0.65596264,0.01488784,0.11606750
-4.83541771,3.54241675,0.00191653,0.08501046,1.13227697,2.44954450,0.15112196,0.67348943,0.01543070,0.12027901
-4.82941471,3.74387446,0.00206903,0.08780189,1.21288104,2.61164291,0.16081550,0.69135885,0.01593470,0.12453338
-4.82341171,3.94802711,0.00222408,0.09048278,1.29462808,2.77642087,0.17054037,0.70928760,0.01639380,0.12878007
-4.81740870,4.15308286,0.00237988,0.09302125,1.37671357,2.94264989,0.18018273,0.72699057,0.01680300,0.13296890
-4.81140570,4.35722899,0.00253447,0.09538850,1.45829152,3.10908130,0.18962609,0.74418937,0.01715850,0.13705125
-4.80540270,4.55867295,0.00268579,0.09755961,1.53849266,3.27447252,0.19875391,0.76062038,0.01745784,0.14098124
-4.79939970,4.75568120,0.00283170,0.09951420,1.61644363,3.43761172,0.20745238,0.77604193,0.01769996,0.14471669
-4.79339670,4.94661444,0.00297004,0.10123703,1.69128658,3.59733986,0.21561317,0.79024045,0.01788522,0.14822013
-4.78739370,5.12995834,0.00309869,0.10271828,1.76219849,3.75256960,0.22313621,0.80303545,0.01801532,0.15145957
-4.78139070,5.30434883,0.00321559,0.10395376,1.82840970,3.90230041,0.22993240,0.81428317,0.01809326,0.15440907
-4.77538769,5.46859141,0.00331883,0.10494490,1.88922098,4.04562979,0.23592598,0.82387884,0.01812316,0.15704923
-4.76938469,5.62167432,0.00340672,0.10569850,1.94401863,4.18176040,0.24105677,0.83175752,0.01811004,0.15936744
-4.76338169,5.76277540,0.00347780,0.10622639,1.99228709,4.31000338,0.24528183,0.83789362,0.01805963,0.16135793
-4.75737869,5.89126316,0.00353091,0.10654492,2.03361882,4.42977826,0.24857686,0.84229902,0.01797811,0.16302171
-4.75137569,6.00669236,0.00356527,0.10667423,2.06772095,4.54060982,0.25093688,0.84502012,0.01787181,0.16436627
-4.74537269,6.10879499,0.00358045,0.10663751,2.09441871,4.64212272,0.25237651,0.84613386,0.01774696,0.16540514
-4.73936968,6.19746738,0.00357643,0.10646010,2.11365550,4.73403457,0.25292953,0.84574289,0.01760942,0.16615730
-4.73336668,6.27275447,0.00355362,0.10616861,2.12548977,4.81614799,0.25264794,0.84397014,0.01746444,0.16664646
-4.72736368,6.33483210,0.00351281,0.10578990,2.13008874,4.88834255,0.25160041,0.84095317,0.01731646,0.16690024
-4.72136068,6.38398846,0.00345522,0.10535018,2.12771953,4.95056700,0.24987018,0.83683820,0.01716889,0.16694919
-4.71535768,6.42060529,0.00338240,0.10487409,2.11873781,5.00283239,0.24755261,0.83177448,0.01702407,0.16682588
-4.70935468,6.44513995,0.00329624,0.10438381,2.10357471,5.04520621,0.24475224,0.82590885,0.01688312,0.16656378
-4.70335168,6.45810859,0.00319891,0.10389838,2.08272230,5.07780796,0.24157968,0.81938097,0.01674597,0.16619628
-4.69734867,6.46007115,0.00309276,0.10343303,2.05671840,5.10080589,0.23814829,0.81231913,0.01661141,0.16575565
-4.69134567,6.45161835,0.00298029,0.10299869,2.02613108,5.11441496,0.23457088,0.80483703,0.01647712,0.16527212
-4.68534267,6.43336071,0.00286407,0.10260168,1.99154353,5.11889569,0.23095646,0.79703129,0.01633993,0.16477293
-4.67933967,6.40591969,0.00274662,0.10224351,1.95353971,5.11455355,0.22740719,0.78898003,0.01619586,0.16428168
-4.67333667,6.36992061,0.00263043,0.10192095,1.91269124,5.10173848,0.22401564,0.78074219,0.01604047,0.16381761
-4.66733367,6.32598726,0.00251779,0.10162615,1.86954585,5.08084421,0.22086247,0.77235779,0.01586900,0.16339522
-4.66133067,6.27473783,0.00241079,0.10134701,1.82461764,5.05230709,0.21801452,0.76384886,0.01567666,0.16302398
-4.65532766,6.21678179,0.00231125,0.10106767,1.77837941,5.01660390,0.21552343,0.75522101,0.01545887,0.16270825
-4.64932466,6.15271768,0.00222066,0.10076912,1.73125703,4.97424884,0.21342484,0.74646544,0.01521150,0.16244738
-4.64332166,6.08313140,0.00214018,0.10042994,1.68362596,4.92578940,0.21173808,0.73756136,0.01493106,0.16223610
