energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,0.93226742,0.00124143,0.05538096,0.63496960,0.00000000,0.15785338,0.06538240
-5.99399700,0.94987515,0.00131965,0.05902404,0.64283997,0.00000000,0.16433273,0.06866108
-5.98799400,0.96962031,0.00142671,0.06290641,0.65201510,0.00000000,0.17124637,0.07228482
-5.98199100,0.99136851,0.00156319,0.06700167,0.66244170,0.00000000,0.17851226,0.07623390
-5.97598799,1.01493336,0.00172933,0.07127635,0.67403718,0.00000000,0.18603644,0.08048125
-5.96998499,1.04007627,0.00192502,0.07569006,0.68668877,0.00000000,0.19371460,0.08499268
-5.96398199,1.06650808,0.00214971,0.08019599,0.70025373,0.00000000,0.20143411,0.08972731
-5.95797899,1.09389306,0.00240240,0.08474153,0.71456096,0.00000000,0.20907663,0.09463825
-5.95197599,1.12185550,0.00268157,0.08926934,0.72941423,0.00000000,0.21652108,0.09967370
-5.94597299,1.14998914,0.00298519,0.09371850,0.74459730,0.00000000,0.22364722,0.10477828
-5.93996998,1.17786930,0.00331065,0.09802596,0.75988089,0.00000000,0.23033940,0.10989469
-5.93396698,1.20506764,0.00365481,0.10212820,0.77503134,0.00000000,0.23649068,0.11496560
-5.92796398,1.23116889,0.00401398,0.10596296,0.78982089,0.00000000,0.24200691,0.11993583
-5.92196098,1.25578900,0.00438400,0.10947108,0.80403887,0.00000000,0.24681077,0.12475456
-5.91595798,1.27859393,0.00476029,0.11259832,0.81750364,0.00000000,0.25084551,0.12937761
-5.90995498,1.29931797,0.00513794,0.11529711,0.83007430,0.00000000,0.25407818,0.13376963
-5.90395198,1.31778074,0.00551184,0.11752811,0.84166176,0.00000000,0.25650225,0.13790615
-5.89794897,1.33390166,0.00587681,0.11926167,0.85223820,0.00000000,0.25813934,0.14177522
-5.89194597,1.34771099,0.00622774,0.12047880,0.86184450,0.00000000,0.25904009,0.14537872
-5.88594297,1.35935647,0.00655973,0.12117201,0.87059471,0.00000000,0.25928383,0.14873307
-5.87993997,1.36910485,0.00686829,0.12134558,0.87867728,0.00000000,0.25897725,0.15186935
-5.87393697,1.37733785,0.00714946,0.12101554,0.88635248,0.00000000,0.25825187,0.15483276
-5.86793397,1.38454213,0.00739994,0.12020920,0.89394588,0.00000000,0.25726038,0.15768130
-5.86193097,1.39129356,0.00761723,0.11896422,0.90183792,0.00000000,0.25617204,0.16048375
-5.85592796,1.39823579,0.00779967,0.11732739,0.91044960,0.00000000,0.25516710,0.16331705
-5.84992496,1.40605411,0.00794653,0.11535296,0.92022491,0.00000000,0.25443058,0.16626292
-5.84392196,1.41544527,0.00805801,0.11310077,0.93161047,0.00000000,0.25414547,0.16940409
-5.83791896,1.42708458,0.00813519,0.11063416,0.94503322,0.00000000,0.25448576,0.17282013
-5.83191596,1.44159169,0.00817999,0.10801774,0.96087717,0.00000000,0.25560939,0.17658306
-5.82591296,1.45949656,0.00819506,0.10531512,0.97946027,0.00000000,0.25765154,0.18075306
-5.81990995,1.48120732,0.00818366,0.10258671,1.00101252,0.00000000,0.26071847,0.18537427
-5.81390695,1.50698166,0.00814948,0.09988768,1.02565651,0.00000000,0.26488222,0.19047114
-5.80790395,1.53690333,0.00809650,0.09726611,1.05339154,0.00000000,0.27017645,0.19604534
-5.80190095,1.57086506,0.00802879,0.09476152,1.08408223,0.00000000,0.27659347,0.20207355
-5.79589795,1.60855929,0.00795036,0.09240368,1.11745251,0.00000000,0.28408297,0.20850619
-5.78989495,1.64947719,0.00786499,0.09021192,1.15308557,0.00000000,0.29255217,0.21526728
-5.78389195,1.69291675,0.00777611,0.08819481,1.19043014,0.00000000,0.30186781,0.22225550
-5.77788894,1.73799977,0.00768667,0.08635042,1.22881304,0.00000000,0.31185968,0.22934636
-5.77188594,1.78369729,0.00759907,0.08466685,1.26745768,0.00000000,0.32232578,0.23639562
-5.76588294,1.82886270,0.00751515,0.08312330,1.30550809,0.00000000,0.33303887,0.24324363
-5.75987994,1.87227112,0.00743614,0.08169149,1.34205725,0.00000000,0.34375415,0.24972062
-5.75387694,1.91266344,0.00736270,0.08033728,1.37617872,0.00000000,0.35421784,0.25565262
-5.74787394,1.94879305,0.00729501,0.07902264,1.40696022,0.00000000,0.36417616,0.26086774
-5.74187094,1.97947313,0.00723280,0.07770758,1.43353738,0.00000000,0.37338456,0.26520269
-5.73586793,2.00362234,0.00717549,0.07635232,1.45512640,0.00000000,0.38161648,0.26850895
-5.72986493,2.02030669,0.00712225,0.07491918,1.47105381,0.00000000,0.38867157,0.27065865
-5.72386193,2.02877572,0.00707215,0.07337452,1.48078207,0.00000000,0.39438268,0.27154960
-5.71785893,2.02849131,0.00702422,0.07169032,1.48392974,0.00000000,0.39862161,0.27110946
-5.71185593,2.01914776,0.00697755,0.06984556,1.48028535,0.00000000,0.40130308,0.26929863
-5.70585293,2.00068239,0.00693134,0.06782728,1.46981427,0.00000000,0.40238702,0.26611205
-5.69984992,1.97327635,0.00688494,0.06563121,1.45265859,0.00000000,0.40187888,0.26157949
-5.69384692,1.93734585,0.00683786,0.06326215,1.42912988,0.00000000,0.39982822,0.25576471
-5.68784392,1.89352447,0.00678980,0.06073391,1.39969566,0.00000000,0.39632549,0.24876323
-5.68184092,1.84263783,0.00674055,0.05806896,1.36496022,0.00000000,0.39149742,0.24069914
-5.67583792,1.78567194,0.00669001,0.05529783,1.32564106,0.00000000,0.38550118,0.23172089
-5.66983492,1.72373732,0.00663810,0.05245821,1.28254219,0.00000000,0.37851776,0.22199649
-5.66383192,1.65803047,0.00658470,0.04959388,1.23652580,0.00000000,0.37074487,0.21170825
-5.65782891,1.58979492,0.00652960,0.04675362,1.18848369,0.00000000,0.36238981,0.20104731
-5.65182591,1.52028360,0.00647243,0.04398985,1.13930978,0.00000000,0.35366268,0.19020829
-5.64582291,1.45072404,0.00641266,0.04135746,1.08987502,0.00000000,0.34477018,0.17938422
-5.63981991,1.38228799,0.00634952,0.03891254,1.04100560,0.00000000,0.33591035,0.16876188
-5.63381691,1.31606610,0.00628205,0.03671115,0.99346513,0.00000000,0.32726834,0.15851782
-5.62781391,1.25304845,0.00620909,0.03480826,0.94794128,0.00000000,0.31901337,0.14881508
-5.62181091,1.19411089,0.00612934,0.03325664,0.90503678,0.00000000,0.31129683,0.13980054
-5.61580790,1.14000698,0.00604139,0.03210594,0.86526481,0.00000000,0.30425140,0.13160317
-5.60980490,1.09136496,0.00594383,0.03140175,0.82904812,0.00000000,0.29799110,0.12433275
-5.60380190,1.04868887,0.00583529,0.03118477,0.79672117,0.00000000,0.29261203,0.11807936
-5.59779890,1.01236263,0.00571456,0.03148998,0.76853478,0.00000000,0.28819342,0.11291321
-5.59179590,0.98265629,0.00558066,0.03234584,0.74466204,0.00000000,0.28479894,0.10888488
-5.58579290,0.95973304,0.00543289,0.03377354,0.72520493,0.00000000,0.28247787,0.10602575
-5.57978989,0.94365616,0.00527095,0.03578619,0.71020078,0.00000000,0.28126589,0.10434861
-5.57378689,0.93439518,0.00509492,0.03838809,0.69962785,0.00000000,0.28118550,0.10384826
-5.56778389,0.93183060,0.00490533,0.04157398,0.69340981,0.00000000,0.28224571,0.10450202
-5.56178089,0.93575699,0.00470314,0.04532844,0.69141870,0.00000000,0.28444130,0.10627032
-5.55577789,0.94588449,0.00448973,0.04962528,0.69347644,0.00000000,0.28775144,0.10909710
-5.54977489,0.96183912,0.00426685,0.05442719,0.69935505,0.00000000,0.29213795,0.11291027
-5.54377189,0.98316224,0.00403658,0.05968551,0.70877609,0.00000000,0.29754336,0.11762215
-5.53776888,1.00931013,0.00380125,0.06534033,0.72140959,0.00000000,0.30388899,0.12313008
-5.53176588,1.03965428,0.00356335,0.07132079,0.73687333,0.00000000,0.31107336,0.12931718
-5.52576288,1.07348347,0.00332544,0.07754583,0.75473292,0.00000000,0.31897116,0.13605346
-5.51975988,1.11000815,0.00309009,0.08392522,0.77450341,0.00000000,0.32743298,0.14319727
-5.51375688,1.14836801,0.00285977,0.09036104,0.79565274,0.00000000,0.33628612,0.15059715
-5.50775388,1.18764301,0.00263678,0.09674946,0.81760770,0.00000000,0.34533656,0.15809423
-5.50175088,1.22686813,0.00242319,0.10298292,0.83976230,0.00000000,0.35437203,0.16552499
-5.49574787,1.26505176,0.00222082,0.10895259,0.86148877,0.00000000,0.36316647,0.17272455
-5.48974487,1.30119728,0.00203115,0.11455099,0.88215088,0.00000000,0.37148542,0.17953023
-5.48374187,1.33432732,0.00185538,0.11967487,0.90111926,0.00000000,0.37909252,0.18578542
-5.47773887,1.36350968,0.00169434,0.12422799,0.91778810,0.00000000,0.38575650,0.19134358
-5.47173587,1.38788395,0.00154862,0.12812390,0.93159263,0.00000000,0.39125878,0.19607214
-5.46573287,1.40668758,0.00141850,0.13128854,0.94202642,0.00000000,0.39540089,0.19985625
-5.45972986,1.41928026,0.00130406,0.13366245,0.94865790,0.00000000,0.39801177,0.20260223
-5.45372686,1.42516533,0.00120518,0.13520273,0.95114507,0.00000000,0.39895425,0.20424036
-5.44772386,1.42400723,0.00112164,0.13588438,0.94924783,0.00000000,0.39813066,0.20472714
-5.44172086,1.41564403,0.00105315,0.13570115,0.94283706,0.00000000,0.39548713,0.20404668
-5.43571786,1.40009431,0.00099938,0.13466583,0.93190021,0.00000000,0.39101633,0.20221130
-5.42971486,1.37755808,0.00096008,0.13280987,0.91654283,0.00000000,0.38475868,0.19926122
-5.42371186,1.34841153,0.00093504,0.13018244,0.89698604,0.00000000,0.37680172,0.19526329
-5.41770885,1.31319569,0.00092415,0.12684897,0.87355996,0.00000000,0.36727788,0.19030896
-5.41170585,1.27259954,0.00092746,0.12288906,0.84669334,0.00000000,0.35636053,0.18451135
-5.40570285,1.22743822,0.00094510,0.11839415,0.81689977,0.00000000,0.34425860,0.17800177
-5.39969985,1.17862705,0.00097734,0.11346470,0.78476106,0.00000000,0.33120997,0.17092554
-5.39369685,1.12715257,0.00102456,0.10820726,0.75090844,0.00000000,0.31747382,0.16343758
-5.38769385,1.07404165,0.00108718,0.10273135,0.71600235,0.00000000,0.30332233,0.15569764
-5.38169085,1.02032976,0.00116566,0.09714640,0.68071153,0.00000000,0.28903202,0.14786558
-5.37568784,0.96702969,0.00126039,0.09155875,0.64569224,0.00000000,0.27487506,0.14009668
-5.36968484,0.91510171,0.00137169,0.08606889,0.61156841,0.00000000,0.26111083,0.13253730
-5.36368184,0.86542621,0.00149970,0.08076891,0.57891325,0.00000000,0.24797811,0.12532084
-5.35767884,0.81877971,0.00164433,0.07574039,0.54823311,0.00000000,0.23568808,0.11856435
-5.35167584,0.77581493,0.00180519,0.07105267,0.51995393,0.00000000,0.22441840,0.11236565
-5.34567284,0.73704541,0.00198153,0.06676149,0.49441082,0.00000000,0.21430857,0.10680119
-5.33966983,0.70283514,0.00217222,0.06290818,0.47184085,0.00000000,0.20545663,0.10192467
-5.33366683,0.67339330,0.00237566,0.05951928,0.45237935,0.00000000,0.19791734,0.09776636
-5.32766383,0.64877411,0.00258981,0.05660661,0.43605964,0.00000000,0.19170186,0.09433318
-5.32166083,0.62888164,0.00281219,0.05416772,0.42281614,0.00000000,0.18677886,0.09160954
-5.31565783,0.61347932,0.00303985,0.05218685,0.41249057,0.00000000,0.18307703,0.08955879
-5.30965483,0.60220351,0.00326947,0.05063611,0.40484104,0.00000000,0.18048887,0.08812533
-5.30365183,0.59458081,0.00349739,0.04947703,0.39955352,0.00000000,0.17887550,0.08723716
-5.29764882,0.59004811,0.00371973,0.04866234,0.39625535,0.00000000,0.17807250,0.08680892
-5.29164582,0.58797501,0.00393240,0.04813789,0.39453012,0.00000000,0.17789637,0.08674523
-5.28564282,0.58768738,0.00413134,0.04784472,0.39393353,0.00000000,0.17815139,0.08694416
-5.27963982,0.58849160,0.00431251,0.04772114,0.39400949,0.00000000,0.17863673,0.08730084
-5.27363682,0.58969833,0.00447212,0.04770485,0.39430599,0.00000000,0.17915347,0.08771102
-5.26763382,0.59064522,0.00460670,0.04773487,0.39439020,0.00000000,0.17951129,0.08807443
-5.26163082,0.59071770,0.00471320,0.04775341,0.39386215,0.00000000,0.17953456,0.08829786
-5.25562781,0.58936717,0.00478914,0.04770753,0.39236676,0.00000000,0.17906775,0.08829794
-5.24962481,0.58612607,0.00483269,0.04755054,0.38960357,0.00000000,0.17797979,0.08800337
-5.24362181,0.58061937,0.00484268,0.04724310,0.38533418,0.00000000,0.17616744,0.08735669
-5.23761881,0.57257218,0.00481871,0.04675405,0.37938699,0.00000000,0.17355742,0.08631545
-5.23161581,0.56181349,0.00476113,0.04606091,0.37165930,0.00000000,0.17010741,0.08485284
-5.22561281,0.54827586,0.00467100,0.04515001,0.36211679,0.00000000,0.16580583,0.08295765
-5.21960980,0.53199143,0.00455011,0.04401640,0.35079054,0.00000000,0.16067048,0.08063380
-5.21360680,0.51308461,0.00440085,0.04266334,0.33777181,0.00000000,0.15474624,0.07789922
-5.20760380,0.49176185,0.00422620,0.04110168,0.32320495,0.00000000,0.14810183,0.07478440
-5.20160080,0.46829905,0.00402954,0.03934886,0.30727889,0.00000000,0.14082598,0.07133055
-5.19559780,0.44302742,0.00381460,0.03742790,0.29021748,0.00000000,0.13302309,0.06758747
