energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.50175088,1.73964367,0.02397339,0.20763348,0.49319075,0.23779955,1.06556960,0.00000000,0.80536614,0.42783702
-5.49574787,1.78954335,0.02331161,0.22227745,0.50874561,0.24202856,1.08883533,0.00000000,0.82794020,0.44916668
-5.48974487,1.84415911,0.02276817,0.23712252,0.52548242,0.24723748,1.11517399,0.00000000,0.85287320,0.47128857
-5.48374187,1.90213774,0.02233556,0.25200912,0.54292895,0.25319573,1.14374460,0.00000000,0.87952306,0.49387177
-5.47773887,1.96203144,0.02200401,0.26676900,0.56059108,0.25966647,1.17364403,0.00000000,0.90719845,0.51656316
-5.47173587,2.02233182,0.02176224,0.28122810,0.57796425,0.26641189,1.20392909,0.00000000,0.93517610,0.53899463
-5.46573287,2.08150673,0.02159815,0.29520964,0.59454594,0.27319867,1.23364061,0.00000000,0.96271977,0.56079100
-5.45972986,2.13803859,0.02149958,0.30853724,0.60984877,0.27980334,1.26182900,0.00000000,0.98909987,0.58157821
-5.45372686,2.19046298,0.02145488,0.32103820,0.62341367,0.28601749,1.28758014,0.00000000,1.01361344,0.60099159
-5.44772386,2.23740622,0.02145349,0.33254655,0.63482280,0.29165241,1.31004087,0.00000000,1.03560342,0.61868400
-5.44172086,2.27762051,0.02148632,0.34290611,0.64371153,0.29654332,1.32844306,0.00000000,1.05447664,0.63433352
-5.43571786,2.31001538,0.02154613,0.35197324,0.64977907,0.30055264,1.34212524,0.00000000,1.06971983,0.64765052
-5.42971486,2.33368441,0.02162760,0.35961941,0.65279734,0.30357250,1.35055097,0.00000000,1.08091289,0.65838389
-5.42371186,2.34792616,0.02172744,0.36573342,0.65261757,0.30552618,1.35332328,0.00000000,1.08773905,0.66632627
-5.41770885,2.35225879,0.02184426,0.37022337,0.64917444,0.30636848,1.35019444,0.00000000,1.08999142,0.67131819
-5.41170585,2.34642780,0.02197834,0.37301823,0.64248751,0.30608514,1.34107079,0.00000000,1.08757581,0.67325103
-5.40570285,2.33040680,0.02213141,0.37406909,0.63265989,0.30469111,1.32601248,0.00000000,1.08050970,0.67206870
-5.39969985,2.30439150,0.02230623,0.37335008,0.61987423,0.30222812,1.30522809,0.00000000,1.06891750,0.66776821
-5.39369685,2.26878740,0.02250622,0.37085889,0.60438612,0.29876129,1.27906446,0.00000000,1.05302248,0.66039887
-5.38769385,2.22419167,0.02273508,0.36661697,0.58651530,0.29437538,1.24799236,0.00000000,1.03313568,0.65006050
-5.38169085,2.17137026,0.02299634,0.36066930,0.56663500,0.28917047,1.21258848,0.00000000,1.00964247,0.63690051
-5.37568784,2.11123118,0.02329305,0.35308384,0.54515981,0.28325763,1.17351460,0.00000000,0.98298738,0.62110996
-5.36968484,2.04479504,0.02362746,0.34395050,0.52253274,0.27675456,1.13149506,0.00000000,0.95365784,0.60291890
-5.36368184,1.97316406,0.02400076,0.33337980,0.49921175,0.26978147,1.08729311,0.00000000,0.92216762,0.58259085
-5.35767884,1.89749053,0.02441293,0.32150106,0.47565648,0.26245735,1.04168740,0.00000000,0.88904055,0.56041672
-5.35167584,1.81894591,0.02486265,0.30846022,0.45231549,0.25489679,0.99544927,0.00000000,0.85479514,0.53670833
-5.34567284,1.73869141,0.02534727,0.29441730,0.42961458,0.24720734,0.94932176,0.00000000,0.81993069,0.51179159
-5.33966983,1.65785089,0.02586284,0.27954352,0.40794634,0.23948758,0.90400089,0.00000000,0.78491516,0.48599949
-5.33366683,1.57748671,0.02640422,0.26401811,0.38766143,0.23182577,0.86011974,0.00000000,0.75017514,0.45966518
-5.32766383,1.49857901,0.02696521,0.24802499,0.36906154,0.22429911,0.81823568,0.00000000,0.71608809,0.43311521
-5.32166083,1.42200871,0.02753875,0.23174926,0.35239429,0.21697357,0.77882093,0.00000000,0.68297689,0.40666311
-5.31565783,1.34854442,0.02811706,0.21537368,0.33785006,0.20990407,0.74225643,0.00000000,0.65110655,0.38060345
-5.30965483,1.27883328,0.02869183,0.19907526,0.32556055,0.20313502,0.70882897,0.00000000,0.62068311,0.35520664
-5.30365183,1.21339555,0.02925444,0.18302201,0.31559916,0.19670110,0.67873130,0.00000000,0.59185431,0.33071436
-5.29764882,1.15262292,0.02979608,0.16737000,0.30798284,0.19062805,0.65206497,0.00000000,0.56471196,0.30733606
-5.29164582,1.09677999,0.03030793,0.15226074,0.30267532,0.18493357,0.62884543,0.00000000,0.53929562,0.28524630
-5.28564282,1.04600888,0.03078125,0.13781911,0.29959140,0.17962814,0.60900905,0.00000000,0.51559739,0.26458314
-5.27963982,1.00033629,0.03120756,0.12415169,0.29860218,0.17471562,0.59242170,0.00000000,0.49356748,0.24544763
-5.27363682,0.95968281,0.03157866,0.11134567,0.29954085,0.17019392,0.57888820,0.00000000,0.47312031,0.22790418
-5.26763382,0.92387393,0.03188675,0.09946836,0.30220895,0.16605534,0.56816259,0.00000000,0.45414104,0.21198198
-5.26163082,0.89265231,0.03212451,0.08856714,0.30638278,0.16228692,0.55995853,0.00000000,0.43649211,0.19767723
-5.25562781,0.86569094,0.03228517,0.07866993,0.31181984,0.15887066,0.55395970,0.00000000,0.42001978,0.18495602
-5.24962481,0.84260674,0.03236260,0.06978617,0.31826508,0.15578370,0.54982982,0.00000000,0.40456053,0.17375793
-5.24362181,0.82297418,0.03235136,0.06190809,0.32545684,0.15299854,0.54722204,0.00000000,0.38994704,0.16399986
-5.23761881,0.80633860,0.03224685,0.05501229,0.33313238,0.15048327,0.54578758,0.00000000,0.37601382,0.15558027
-5.23161581,0.79222892,0.03204536,0.04906163,0.34103290,0.14820200,0.54518342,0.00000000,0.36260223,0.14838341
-5.22561281,0.78016951,0.03174417,0.04400710,0.34890794,0.14611531,0.54507894,0.00000000,0.34956494,0.14228348
-5.21960980,0.76969090,0.03134169,0.03978996,0.35651925,0.14418091,0.54516159,0.00000000,0.33676962,0.13714861
-5.21360680,0.76033938,0.03083750,0.03634371,0.36364399,0.14235450,0.54514142,0.00000000,0.32410199,0.13284457
-5.20760380,0.75168520,0.03023247,0.03359612,0.37007738,0.14059075,0.54475468,0.00000000,0.31146793,0.12923802
-5.20160080,0.74332957,0.02952878,0.03147114,0.37563480,0.13884442,0.54376641,0.00000000,0.29879497,0.12619940
-5.19559780,0.73491031,0.02873000,0.02989068,0.38015333,0.13707161,0.54197234,0.00000000,0.28603277,0.12360529
-5.18959480,0.72610637,0.02784103,0.02877627,0.38349295,0.13523113,0.53920001,0.00000000,0.27315304,0.12134037
-5.18359180,0.71664128,0.02686812,0.02805058,0.38553732,0.13328584,0.53530937,0.00000000,0.26014857,0.11929892
-5.17758879,0.70628569,0.02581878,0.02763871,0.38619418,0.13120407,0.53019304,0.00000000,0.24703175,0.11738599
-5.17158579,0.69485908,0.02470167,0.02746945,0.38539569,0.12896092,0.52377617,0.00000000,0.23383249,0.11551813
-5.16558279,0.68223091,0.02352646,0.02747624,0.38309837,0.12653952,0.51601621,0.00000000,0.22059577,0.11362395
-5.15957979,0.66832122,0.02230366,0.02759810,0.37928299,0.12393216,0.50690258,0.00000000,0.20737888,0.11164435
-5.15357679,0.65310077,0.02104445,0.02778032,0.37395429,0.12114117,0.49645627,0.00000000,0.19424853,0.10953270
-5.14757379,0.63659086,0.01976040,0.02797510,0.36714050,0.11817975,0.48472938,0.00000000,0.18127797,0.10725472
-5.14157079,0.61886271,0.01846331,0.02814189,0.35889273,0.11507236,0.47180468,0.00000000,0.16854422,0.10478838
-5.13556778,0.60003653,0.01716491,0.02824777,0.34928415,0.11185505,0.45779498,0.00000000,0.15612547,0.10212366
-5.12956478,0.58028012,0.01587672,0.02826752,0.33840896,0.10857531,0.44284242,0.00000000,0.14409889,0.09926222
-5.12356178,0.55980692,0.01460974,0.02818363,0.32638105,0.10529177,0.42711737,0.00000000,0.13253881,0.09621696
-5.11755878,0.53887353,0.01337436,0.02798614,0.31333240,0.10207352,0.41081716,0.00000000,0.12151527,0.09301158
-5.11155578,0.51777653,0.01218013,0.02767233,0.29941121,0.09899911,0.39416420,0.00000000,0.11109309,0.08967996
-5.10555278,0.49684862,0.01103565,0.02724628,0.28477967,0.09615521,0.37740376,0.00000000,0.10133144,0.08626545
-5.09954977,0.47645394,0.00994852,0.02671831,0.26961151,0.09363504,0.36080112,0.00000000,0.09228370,0.08282009
-5.09354677,0.45698272,0.00892525,0.02610433,0.25408927,0.09153644,0.34463819,0.00000000,0.08399790,0.07940370
-5.08754377,0.43884512,0.00797129,0.02542507,0.23840147,0.08995968,0.32920971,0.00000000,0.07651733,0.07608286
-5.08154077,0.42246456,0.00709102,0.02470533,0.22273959,0.08900511,0.31481883,0.00000000,0.06988155,0.07292989
-5.07553777,0.40827048,0.00628788,0.02397306,0.20729510,0.08877054,0.30177246,0.00000000,0.06412754,0.07002164
-5.06953477,0.39669073,0.00556444,0.02325862,0.19225663,0.08934858,0.29037624,0.00000000,0.05929103,0.06743838
-5.06353177,0.38814387,0.00492254,0.02259389,0.17780719,0.09082389,0.28092947,0.00000000,0.05540778,0.06526261
-5.05752876,0.38303146,0.00436344,0.02201157,0.16412177,0.09327043,0.27371995,0.00000000,0.05251496,0.06357793
-5.05152576,0.38173051,0.00388799,0.02154446,0.15136517,0.09674889,0.26901902,0.00000000,0.05065234,0.06246794
-5.04552276,0.38458639,0.00349678,0.02122490,0.13969028,0.10130425,0.26707676,0.00000000,0.04986330,0.06201520
-5.03951976,0.39190633,0.00319030,0.02108425,0.12923660,0.10696367,0.26811763,0.00000000,0.05019562,0.06230031
-5.03351676,0.40395347,0.00296912,0.02115258,0.12012927,0.11373471,0.27233645,0.00000000,0.05170192,0.06340105
-5.02751376,0.42094182,0.00283398,0.02145834,0.11247832,0.12160402,0.27989489,0.00000000,0.05443970,0.06539155
-5.02151076,0.44303195,0.00278587,0.02202830,0.10637820,0.13053657,0.29091840,0.00000000,0.05847096,0.06834157
-5.01550775,0.47032756,0.00282614,0.02288744,0.10190750,0.14047543,0.30549368,0.00000000,0.06386129,0.07231582
-5.00950475,0.50287279,0.00295646,0.02405903,0.09912878,0.15134214,0.32366648,0.00000000,0.07067841,0.07737323
-5.00350175,0.54065032,0.00317880,0.02556471,0.09808835,0.16303772,0.34543988,0.00000000,0.07899019,0.08356625
-4.99749875,0.58358007,0.00349536,0.02742462,0.09881601,0.17544428,0.37077286,0.00000000,0.08886208,0.09094003
-4.99149575,0.63151852,0.00390843,0.02965755,0.10132463,0.18842715,0.39957914,0.00000000,0.10035402,0.09953162
-4.98549275,0.68425851,0.00442021,0.03228109,0.10560957,0.20183755,0.43172628,0.00000000,0.11351682,0.10936897
-4.97948974,0.74152943,0.00503258,0.03531171,0.11164788,0.21551567,0.46703508,0.00000000,0.12838819,0.12046991
-4.97348674,0.80299792,0.00574685,0.03876482,0.11939731,0.22929399,0.50527913,0.00000000,0.14498847,0.13284103
-4.96748374,0.86826893,0.00656347,0.04265471,0.12879525,0.24300087,0.54618481,0.00000000,0.16331622,0.14647654
-4.96148074,0.93688736,0.00748174,0.04699448,0.13975766,0.25646414,0.58943173,0.00000000,0.18334386,0.16135712
-4.95547774,1.00834035,0.00849949,0.05179579,0.15217808,0.26951465,0.63465364,0.00000000,0.20501366,0.17744886
-4.94947474,1.08206032,0.00961279,0.05706862,0.16592691,0.28198970,0.68144028,0.00000000,0.22823410,0.19470233
-4.94347174,1.15742918,0.01081573,0.06282089,0.18085112,0.29373605,0.72934008,0.00000000,0.25287717,0.21305196
-4.93746873,1.23378372,0.01210017,0.06905805,0.19677458,0.30461278,0.77786406,0.00000000,0.27877649,0.23241569
-4.93146573,1.31042248,0.01345561,0.07578259,0.21349903,0.31449354,0.82649108,0.00000000,0.30572682,0.25269510
-4.92546273,1.38661435,0.01486912,0.08299360,0.23080604,0.32326848,0.87467456,0.00000000,0.33348489,0.27377598
-4.91945973,1.46160901,0.01632538,0.09068626,0.24845983,0.33084568,0.92185081,0.00000000,0.36177185,0.29552958
-4.91345673,1.53464912,0.01780678,0.09885148,0.26621116,0.33715213,0.96744889,0.00000000,0.39027739,0.31781432
-4.90745373,1.60498441,0.01929366,0.10747547,0.28380215,0.34213431,1.01090200,0.00000000,0.41866552,0.34047817
-4.90145073,1.67188733,0.02076466,0.11653952,0.30097209,0.34575840,1.05166016,0.00000000,0.44658193,0.36336165
-4.89544772,1.73466998,0.02219713,0.12601981,0.31746395,0.34801022,1.08920389,0.00000000,0.47366281,0.38630118
-4.88944472,1.79270175,0.02356767,0.13588741,0.33303154,0.34889486,1.12305845,0.00000000,0.49954482,0.40913296
-4.88344172,1.84542727,0.02485270,0.14610833,0.34744697,0.34843611,1.15280820,0.00000000,0.52387592,0.43169702
-4.87743872,1.89238372,0.02602915,0.15664378,0.36050820,0.34667579,1.17811041,0.00000000,0.54632660,0.45384137
-4.87143572,1.93321686,0.02707510,0.16745050,0.37204621,0.34367290,1.19870804,0.00000000,0.56660112,0.47542602
-4.86543272,1.96769495,0.02797048,0.17848114,0.38193164,0.33950270,1.21444070,0.00000000,0.58444817,0.49632669
-4.85942971,1.99571972,0.02869771,0.18968477,0.39008046,0.33425564,1.22525322,0.00000000,0.59967052,0.51643799
-4.85342671,2.01733357,0.02924226,0.20100743,0.39645832,0.32803621,1.23120141,0.00000000,0.61213309,0.53567589
-4.84742371,2.03272261,0.02959322,0.21239258,0.40108342,0.32096169,1.23245432,0.00000000,0.62176917,0.55397934
-4.84142071,2.04221476,0.02974362,0.22378156,0.40402757,0.31316069,1.22929287,0.00000000,0.62858416,0.57131082
-4.83541771,2.04627291,0.02969079,0.23511401,0.40541538,0.30477157,1.22210457,0.00000000,0.63265681,0.58765582
-4.82941471,2.04548286,0.02943641,0.24632814,0.40542144,0.29594069,1.21137435,0.00000000,0.63413761,0.60302126
-4.82341171,2.04053647,0.02898655,0.25736082,0.40426554,0.28682043,1.19767168,0.00000000,0.63324448,0.61743271
-4.81740870,2.03221026,0.02835149,0.26814767,0.40220600,0.27756700,1.18163425,0.00000000,0.63025562,0.63093069
-4.81140570,2.02134021,0.02754547,0.27862292,0.39953138,0.26833821,1.16394892,0.00000000,0.62550002,0.64356607
-4.80540270,2.00879368,0.02658620,0.28871923,0.39655066,0.25929093,1.14533030,0.00000000,0.61934569,0.65539481
-4.79939970,1.99543942,0.02549442,0.29836746,0.39358241,0.25057860,1.12649799,0.00000000,0.61218640,0.66647240
-4.79339670,1.98211693,0.02429326,0.30749641,0.39094325,0.24234867,1.10815319,0.00000000,0.60442707,0.67684803
-4.78739370,1.96960636,0.02300762,0.31603265,0.38893596,0.23473998,1.09095560,0.00000000,0.59646884,0.68655912
-4.78139070,1.95860017,0.02166347,0.32390053,0.38783789,0.22788045,1.07550152,0.00000000,0.58869409,0.69562621
-4.77538769,1.94967790,0.02028719,0.33102236,0.38788987,0.22188474,1.06230400,0.00000000,0.58145228,0.70404884
-4.76938469,1.94328498,0.01890492,0.33731886,0.38928632,0.21685228,1.05177580,0.00000000,0.57504707,0.71180232
-4.76338169,1.93971664,0.01754201,0.34271000,0.39216681,0.21286559,1.04421595,0.00000000,0.56972544,0.71883596
-4.75737869,1.93910758,0.01622241,0.34711621,0.39660947,0.20998894,1.03980024,0.00000000,0.56566907,0.72507267
-4.75137569,1.94142795,0.01496830,0.35045990,0.40262670,0.20826741,1.03857624,0.00000000,0.56298851,0.73041019
-4.74537269,1.94648577,0.01379969,0.35266745,0.41016309,0.20772640,1.04046296,0.00000000,0.56172029,0.73472383
-4.73936968,1.95393581,0.01273416,0.35367146,0.41909613,0.20837149,1.04525514,0.00000000,0.56182717,0.73787073
-4.73336668,1.96329453,0.01178668,0.35341325,0.42923930,0.21018877,1.05263208,0.00000000,0.56320142,0.73969544
-4.72736368,1.97396050,0.01096953,0.35184551,0.44034780,0.21314556,1.06217065,0.00000000,0.56567097,0.74003656
-4.72136068,1.98523942,0.01029226,0.34893499,0.45212663,0.21719144,1.07336196,0.00000000,0.56900829,0.73873416
-4.71535768,1.99637273,0.00976173,0.34466495,0.46424076,0.22225966,1.08563108,0.00000000,0.57294139,0.73563768
-4.70935468,2.00656858,0.00938226,0.33903748,0.47632693,0.22826872,1.09835900,0.00000000,0.57716668,0.73061381
-4.70335168,2.01503397,0.00915571,0.33207525,0.48800693,0.23512431,1.11090609,0.00000000,0.58136288,0.72355403
-4.69734867,2.02100663,0.00908173,0.32382284,0.49890149,0.24272128,1.12263606,0.00000000,0.58520570,0.71438142
-4.69134567,2.02378551,0.00915788,0.31434724,0.50864450,0.25094590,1.13293957,0.00000000,0.58838230,0.70305642
-4.68534267,2.02275861,0.00937994,0.30373780,0.51689690,0.25967812,1.14125671,0.00000000,0.59060529,0.68958121
-4.67933967,2.01742718,0.00974208,0.29210521,0.52335974,0.26879396,1.14709735,0.00000000,0.59162542,0.67400247
-4.67333667,2.00742548,0.01023711,0.27957986,0.52778575,0.27816801,1.15005893,0.00000000,0.59124264,0.65641259
-4.66733367,1.99253547,0.01085673,0.26630937,0.52998925,0.28767585,1.14984085,0.00000000,0.58931502,0.63694893
-4.66133067,1.97269603,0.01159176,0.25245553,0.52985369,0.29719666,1.14625528,0.00000000,0.58576525,0.61579157
-4.65532766,1.94800672,0.01243237,0.23819064,0.52733681,0.30661571,1.13923390,0.00000000,0.58058448,0.59315937
-4.64932466,1.91872603,0.01336830,0.22369356,0.52247309,0.31582689,1.12883064,0.00000000,0.57383352,0.56930478
-4.64332166,1.88526461,0.01438908,0.20914547,0.51537361,0.32473519,1.11522044,0.00000000,0.56564125,0.54450750
