energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.70585293,5.62215385,0.02396782,0.21189911,1.33039505,0.82880900,0.04895943,3.23494383,1.06787987,0.35892079
-5.69984992,5.59666401,0.02470900,0.20515696,1.32739090,0.82949463,0.04814217,3.23224899,1.07237731,0.35350628
-5.69384692,5.57161861,0.02547283,0.19863496,1.32413638,0.83072680,0.04746709,3.22960651,1.07537555,0.34827403
-5.68784392,5.54988971,0.02627793,0.19248487,1.32121629,0.83296923,0.04698675,3.22856967,1.07724121,0.34344609
-5.68184092,5.53435118,0.02714431,0.18685057,1.31920740,0.83668992,0.04675383,3.23070150,1.07837262,0.33923787
-5.67583792,5.52780173,0.02809266,0.18186532,1.31865998,0.84234887,0.04682021,3.23753029,1.07918751,0.33585257
-5.66983492,5.53288222,0.02914353,0.17764909,1.32007862,0.85038426,0.04723588,3.25050143,1.08010883,0.33347552
-5.66383192,5.55198947,0.03031653,0.17430587,1.32390311,0.86119778,0.04804774,3.27092718,1.08154924,0.33226859
-5.65782891,5.58718954,0.03162937,0.17192122,1.33049020,0.87513933,0.04929831,3.29993608,1.08389481,0.33236474
-5.65182591,5.64013353,0.03309705,0.17055988,1.34009688,0.89249171,0.05102437,3.33842396,1.08748873,0.33386312
-5.64582291,5.71197964,0.03473092,0.17026372,1.35286625,0.91345592,0.05325557,3.38700867,1.09261557,0.33682470
-5.63981991,5.80332475,0.03653792,0.17104993,1.36881646,0.93813765,0.05601295,3.44599072,1.09948702,0.34126883
-5.63381691,5.91414942,0.03851988,0.17290974,1.38783363,0.96653571,0.05930759,3.51532176,1.10822966,0.34717075
-5.62781391,6.04377910,0.04067294,0.17580759,1.40966904,0.99853305,0.06313932,3.59458292,1.11887556,0.35446037
-5.62181091,6.19086480,0.04298716,0.17968093,1.43394104,1.03389094,0.06749559,3.68297445,1.13135616,0.36302239
-5.61580790,6.35338491,0.04544632,0.18444068,1.46014179,1.07224681,0.07235057,3.77931791,1.14549984,0.37269782
-5.60980490,6.52867000,0.04802788,0.18997247,1.48764877,1.11311620,0.07766456,3.88207166,1.16103359,0.38328700
-5.60380190,6.71345094,0.05070317,0.19613861,1.51574070,1.15589909,0.08338376,3.98935980,1.17758870,0.39455412
-5.59779890,6.90392995,0.05343788,0.20278084,1.54361758,1.19989057,0.08944044,4.09901430,1.19471056,0.40623307
-5.59179590,7.09587341,0.05619264,0.20972382,1.57042399,1.24429593,0.09575357,4.20862943,1.21187216,0.41803460
-5.58579290,7.28472408,0.05892391,0.21677932,1.59527504,1.28824973,0.10222996,4.31562711,1.22849099,0.42965455
-5.57978989,7.46572961,0.06158499,0.22375096,1.61728397,1.33083846,0.10876588,4.41733130,1.24394876,0.44078295
-5.57378689,7.63408344,0.06412725,0.23043938,1.63559043,1.37112611,0.11524913,4.51104907,1.25761315,0.45111361
-5.56778389,7.78507353,0.06650141,0.23664775,1.64938846,1.40818190,0.12156162,4.59415580,1.26886089,0.46035403
-5.56178089,7.91423384,0.06865897,0.24218730,1.65795320,1.44110911,0.12758224,4.66418155,1.27710131,0.46823522
-5.55577789,8.01749333,0.07055359,0.24688284,1.66066532,1.46907414,0.13319004,4.71889560,1.28179934,0.47452105
-5.54977489,8.09131694,0.07214258,0.25057794,1.65703234,1.49133462,0.13826766,4.75638600,1.28249735,0.47901688
-5.54377189,8.13283335,0.07338817,0.25313958,1.64670609,1.50726553,0.14270468,4.77513142,1.27883465,0.48157708
-5.53776888,8.13994463,0.07425875,0.25446216,1.62949578,1.51638230,0.14640100,4.77406216,1.27056422,0.48211114
-5.53176588,8.11141323,0.07472997,0.25447067,1.60537604,1.51835990,0.14926993,4.75260833,1.25756576,0.48058827
-5.52576288,8.04692294,0.07478549,0.25312286,1.57448995,1.51304715,0.15124098,4.71073279,1.23985475,0.47704000
-5.51975988,7.94711092,0.07441767,0.25041035,1.53714672,1.50047559,0.15226212,4.64894767,1.21758696,0.47156098
-5.51375688,7.81356915,0.07362782,0.24635865,1.49381429,1.48086239,0.15230148,4.56831333,1.19105835,0.46430767
-5.50775388,7.64881476,0.07242627,0.24102605,1.44510705,1.45460724,0.15134840,4.47041951,1.16070026,0.45549500
-5.50175088,7.45622970,0.07083212,0.23450145,1.39176912,1.42228308,0.14941371,4.35734899,1.12706991,0.44539111
-5.49574787,7.23997152,0.06887267,0.22690124,1.33465386,1.38462093,0.14652936,4.23162471,1.09083679,0.43431023
-5.48974487,7.00485793,0.06658266,0.21836530,1.27470017,1.34248944,0.14274725,4.09614178,1.05276492,0.42260392
-5.48374187,6.75622885,0.06400323,0.20905232,1.21290647,1.29686965,0.13813750,3.95408660,1.01369198,0.41065097
-5.47773887,6.49979043,0.06118068,0.19913470,1.15030322,1.24882595,0.13278597,3.80884543,0.97450563,0.39884617
-5.47173587,6.24144618,0.05816514,0.18879307,1.08792478,1.19947421,0.12679153,3.66390544,0.93611793,0.38758838
-5.46573287,5.98712075,0.05500909,0.17821079,1.02678158,1.14994812,0.12026274,3.52275136,0.89943858,0.37726822
-5.45972986,5.74258226,0.05176593,0.16756855,0.96783338,1.10136502,0.11331453,3.38876100,0.86534779,0.36825573
-5.45372686,5.51326883,0.04848842,0.15703928,0.91196451,1.05479223,0.10606472,3.26510309,0.83466971,0.36088843
-5.44772386,5.30412519,0.04522738,0.14678354,0.85996161,1.01121515,0.09863055,3.15464064,0.80814702,0.35546017
-5.44172086,5.11945443,0.04203036,0.13694557,0.81249471,0.97150814,0.09112561,3.05984311,0.78641766,0.35221112
-5.43571786,4.96278994,0.03894051,0.12765006,0.77010200,0.93640907,0.08365689,2.98271003,0.76999430,0.35131922
-5.42971486,4.83679138,0.03599571,0.11899966,0.73317866,0.90649850,0.07632239,2.92470886,0.75924722,0.35289338
-5.42371186,4.74316825,0.03322778,0.11107346,0.70197006,0.88218398,0.06920917,2.88672893,0.75439117,0.35696880
-5.41770885,4.68263331,0.03066203,0.10392622,0.67656940,0.86369003,0.06239185,2.86905330,0.75547667,0.36350446
-5.41170585,4.65488762,0.02831699,0.09758851,0.65691974,0.85105417,0.05593180,2.87134945,0.76238604,0.37238303
-5.40570285,4.65863748,0.02620437,0.09206756,0.64282033,0.84412886,0.04987670,2.89267933,0.77483453,0.38341326
-5.39969985,4.69164301,0.02432921,0.08734888,0.63393698,0.84258945,0.04426069,2.93152878,0.79237644,0.39633476
-5.39369685,4.75079681,0.02269028,0.08339841,0.62981608,0.84594784,0.03910491,2.98585540,0.81441636,0.41082522
-5.38769385,4.83223034,0.02128059,0.08016523,0.62990174,0.85357124,0.03441844,3.05315371,0.84022517,0.42650977
-5.38169085,4.93144463,0.02008804,0.07758459,0.63355563,0.86470551,0.03019946,3.13053558,0.86896057,0.44297230
-5.37568784,5.04346117,0.01909625,0.07558126,0.64007885,0.87850226,0.02643673,3.21482352,0.89969147,0.45976840
-5.36968484,5.16298811,0.01828538,0.07407295,0.64873503,0.89404890,0.02311110,3.30265371,0.93142564,0.47643946
-5.36368184,5.28459623,0.01763299,0.07297377,0.65877410,0.91040043,0.02019716,3.39058566,0.96313984,0.49252757
-5.35767884,5.40289879,0.01711505,0.07219759,0.66945586,0.92661214,0.01766479,3.47521449,0.99381134,0.50759052
-5.35167584,5.51272915,0.01670675,0.07166122,0.68007268,0.94177201,0.01548072,3.55328227,1.02244995,0.52121663
-5.34567284,5.60931008,0.01638337,0.07128723,0.68997055,0.95503166,0.01360992,3.62178426,1.04812935,0.53303854
-5.33966983,5.68840864,0.01612112,0.07100650,0.69856785,0.96563502,0.01201688,3.67806645,1.07001669,0.54274574
-5.33366683,5.74647149,0.01589779,0.07076028,0.70537112,0.97294345,0.01066666,3.71991078,1.08739931,0.55009510
-5.32766383,5.78073559,0.01569339,0.07050178,0.70998762,0.97645678,0.00952579,3.74560493,1.09970761,0.55491916
-5.32166083,5.78931060,0.01549062,0.07019729,0.71213387,0.97582927,0.00856298,3.75399427,1.10653323,0.55713175
-5.31565783,5.77123015,0.01527529,0.06982672,0.71164035,0.97088026,0.00774961,3.74451396,1.10764182,0.55673071
-5.30965483,5.72647031,0.01503653,0.06938372,0.70845201,0.96159897,0.00706008,3.71720026,1.10297981,0.55379767
-5.30365183,5.65593511,0.01476696,0.06887521,0.70262482,0.94814339,0.00647200,3.67268080,1.09267511,0.54849481
-5.29764882,5.56140995,0.01446268,0.06832052,0.69431843,0.93083347,0.00596620,3.61214434,1.07703158,0.54105874
-5.29164582,5.44548521,0.01412321,0.06775005,0.68378554,0.91013873,0.00552666,3.53729151,1.05651759,0.53179187
-5.28564282,5.31145335,0.01375126,0.06720360,0.67135833,0.88666099,0.00514038,3.45026863,1.03174912,0.52105143
-5.27963982,5.16318385,0.01335246,0.06672842,0.65743268,0.86111274,0.00479707,3.35358751,1.00346816,0.50923670
-5.27363682,5.00498113,0.01293500,0.06637693,0.64245075,0.83429195,0.00448892,3.25003436,0.97251719,0.49677501
-5.26763382,4.84143097,0.01250926,0.06620439,0.62688293,0.80705439,0.00421025,3.14257159,0.93981091,0.48410692
-5.26163082,4.67724124,0.01208729,0.06626646,0.61120954,0.78028421,0.00395716,3.03423620,0.90630619,0.47167116
-5.25562781,4.51708305,0.01168240,0.06661670,0.59590344,0.75486404,0.00372720,2.92803861,0.87297148,0.45989006
-5.24962481,4.36543772,0.01130862,0.06730417,0.58141384,0.73164532,0.00351905,2.82686560,0.84075668,0.44915572
-5.24362181,4.22645492,0.01098028,0.06837122,0.56815213,0.71142016,0.00333221,2.73339066,0.81056472,0.43981767
-5.23761881,4.10382656,0.01071150,0.06985139,0.55648012,0.69489533,0.00316671,2.64999467,0.78322559,0.43217217
-5.23161581,4.00068028,0.01051580,0.07176769,0.54670107,0.68266947,0.00302287,2.57869940,0.75947372,0.42645367
-5.22561281,3.91949546,0.01040570,0.07413108,0.53905365,0.67521400,0.00290108,2.52111568,0.73992940,0.42282852
-5.21960980,3.86204401,0.01039237,0.07693943,0.53370901,0.67285851,0.00280165,2.47840742,0.72508456,0.42139122
-5.21360680,3.82935708,0.01048536,0.08017688,0.53077080,0.67578101,0.00272467,2.45127230,0.71529329,0.42216310
-5.20760380,3.82171791,0.01069237,0.08381353,0.53027805,0.68400332,0.00266989,2.43993904,0.71076719,0.42509359
-5.20160080,3.83868053,0.01101903,0.08780579,0.53221064,0.69739192,0.00263671,2.44418096,0.71157538,0.43006375
-5.19559780,3.87911285,0.01146884,0.09209701,0.53649693,0.71566408,0.00262411,2.46334477,0.71764909,0.43689215
-5.18959480,3.94126214,0.01204306,0.09661866,0.54302320,0.73839930,0.00263069,2.49639318,0.72879025,0.44534258
-5.18359180,4.02284037,0.01274069,0.10129198,0.55164438,0.76505566,0.00265467,2.54195962,0.74468385,0.45513350
-5.17758879,4.12112620,0.01355856,0.10602999,0.56219570,0.79499062,0.00269398,2.59841289,0.76491327,0.46594882
-5.17158579,4.23307983,0.01449136,0.11073983,0.57450461,0.82748571,0.00274630,2.66392940,0.78897810,0.47744959
-5.16558279,4.35546701,0.01553180,0.11532549,0.58840258,0.86177413,0.00280920,2.73657033,0.81631376,0.48928631
-5.15957979,4.48498750,0.01667078,0.11969059,0.60373636,0.89707065,0.00288016,2.81436122,0.84631205,0.50111137
-5.15357679,4.61840396,0.01789760,0.12374146,0.62037817,0.93260241,0.00295676,2.89537091,0.87834219,0.51259118
-5.14757379,4.75266642,0.01920020,0.12739004,0.63823447,0.96763980,0.00303670,2.97778732,0.91177143,0.52341778
-5.14157079,4.88502810,0.02056544,0.13055683,0.65725303,1.00152594,0.00311796,3.05998725,0.94598476,0.53331925
-5.13556778,5.01314829,0.02197939,0.13317355,0.67742798,1.03370390,0.00319885,3.14059774,0.98040297,0.54206892
-5.12956478,5.13517855,0.02342765,0.13518553,0.69880256,1.06374012,0.00327810,3.21854668,1.01449864,0.54949278
-5.12356178,5.24982887,0.02489568,0.13655364,0.72146954,1.09134335,0.00335488,3.29310094,1.04780965,0.55547508
-5.11755878,5.35641126,0.02636909,0.13725582,0.74556916,1.11637790,0.00342890,3.36389022,1.07994967,0.55996188
-5.11155578,5.45485892,0.02783397,0.13728801,0.77128456,1.13887069,0.00350033,3.43091607,1.11061573,0.56296237
-5.10555278,5.54572022,0.02927718,0.13666453,0.79883493,1.15901154,0.00356990,3.49454534,1.13959235,0.56454824
-5.09954977,5.63012757,0.03068662,0.13541786,0.82846630,1.17714659,0.00363874,3.55548844,1.16675260,0.56485079
-5.09354677,5.70974241,0.03205145,0.13359788,0.86044052,1.19376492,0.00370844,3.61476324,1.19205593,0.56405634
-5.08754377,5.78667866,0.03336227,0.13127061,0.89502253,1.20947893,0.00378088,3.67364598,1.21554314,0.56239990
-5.08154077,5.86340771,0.03461126,0.12851645,0.93246647,1.22499909,0.00385820,3.73361145,1.23732877,0.56015761
-5.07553777,5.94264912,0.03579224,0.12542810,0.97300108,1.24110432,0.00394267,3.79626467,1.25759126,0.55763810
-5.06953477,6.02725185,0.03690068,0.12210826,1.01681502,1.25860910,0.00403656,3.86326737,1.27656148,0.55517336
-5.06353177,6.12007126,0.03793370,0.11866713,1.06404261,1.27832894,0.00414207,3.93626227,1.29450998,0.55310939
-5.05752876,6.22384743,0.03888993,0.11521992,1.11475070,1.30104576,0.00426122,4.01679869,1.31173374,0.55179710
-5.05152576,6.34109036,0.03976936,0.11188444,1.16892729,1.32747477,0.00439572,4.10626286,1.32854269,0.55158364
-5.04552276,6.47397722,0.04057319,0.10877888,1.22647255,1.35823462,0.00454694,4.20581604,1.34524680,0.55280478
-5.03951976,6.62426639,0.04130360,0.10601981,1.28719266,1.39382206,0.00471586,4.31634335,1.36214396,0.55577822
-5.03351676,6.79323212,0.04196352,0.10372057,1.35079710,1.43459250,0.00490303,4.43841568,1.37950938,0.56079823
-5.02751376,6.98162258,0.04255641,0.10198990,1.41689958,1.48074744,0.00510860,4.57226627,1.39758648,0.56813164
-5.02151076,7.18964298,0.04308604,0.10093103,1.48502288,1.53232927,0.00533237,4.71778305,1.41657984,0.57801510
-5.01550775,7.41696393,0.04355627,0.10064101,1.55460760,1.58922376,0.00557384,4.87451673,1.43665011,0.59065353
-5.00950475,7.66275416,0.04397096,0.10121040,1.62502452,1.65117004,0.00583236,5.04170407,1.45791099,0.60621967
-5.00350175,7.92573490,0.04433377,0.10272308,1.69559036,1.71777740,0.00610722,5.21830483,1.48042815,0.62485432
-4.99749875,8.20425267,0.04464814,0.10525623,1.76558622,1.78854806,0.00639783,5.40304999,1.50421995,0.64666710
-4.99149575,8.49636553,0.04491723,0.10888042,1.83427793,1.86290447,0.00670385,5.59449857,1.52925958,0.67173747
-4.98549275,8.79993761,0.04514398,0.11365948,1.90093754,1.94021965,0.00702535,5.79109945,1.55547828,0.70011541
-4.97948974,9.11273587,0.04533108,0.11965035,1.96486477,2.01984881,0.00736300,5.99125470,1.58276934,0.73182188
-4.97348674,9.43252328,0.04548113,0.12690260,2.02540744,2.10116035,0.00771811,6.19338068,1.61099231,0.76684843
-4.96748374,9.75714265,0.04559662,0.13545772,2.08197987,2.18356451,0.00809282,6.39596319,1.63997718,0.80515606
-4.96148074,10.08458585,0.04568009,0.14534797,2.13407819,2.26653802,0.00849006,6.59760361,1.66952805,0.84667302
-4.95547774,10.41304447,0.04573413,0.15659497,2.18129184,2.34964310,0.00891359,6.79705339,1.69942610,0.89129176
-4.94947474,10.74093881,0.04576144,0.16920785,2.22331063,2.43254003,0.00936796,6.99323489,1.72943174,0.93886495
-4.94347174,11.06692372,0.04576478,0.18318117,2.25992687,2.51499214,0.00985833,7.18524776,1.75928581,0.98920098
-4.93746873,11.38987128,0.04574695,0.19849259,2.29103278,2.59686324,0.01039035,7.37236068,1.78870994,1.04205907
-4.93146573,11.70883188,0.04571066,0.21510044,2.31661309,2.67810750,0.01096989,7.55398948,1.81740635,1.09714450
-4.92546273,12.02297683,0.04565837,0.23294137,2.33673364,2.75875223,0.01160276,7.72966340,1.84505733,1.15410439
-4.91945973,12.33152666,0.04559215,0.25192813,2.35152656,2.83887486,0.01229437,7.89898214,1.87132484,1.21252451
-4.91345673,12.63367067,0.04551341,0.27194775,2.36117319,2.91857515,0.01304939,8.06156705,1.89585071,1.27192761
-4.90745373,12.92848358,0.04542274,0.29286027,2.36588581,2.99794448,0.01387136,8.21700990,1.91825778,1.33177369
-4.90145073,13.21484568,0.04531968,0.31449818,2.36588941,3.07703395,0.01476233,8.36482328,1.93815261,1.39146266
-4.89544772,13.49137265,0.04520254,0.33666666,2.36140478,3.15582313,0.01572253,8.50439630,1.95512987,1.45033964
-4.88944472,13.75636065,0.04506830,0.35914488,2.35263394,3.23419150,0.01675007,8.63495891,1.96877878,1.50770298
-4.88344172,14.00775147,0.04491250,0.38168829,2.33974893,3.31189406,0.01784074,8.75555780,1.97869165,1.56281517
-4.87743872,14.24312129,0.04472933,0.40403204,2.32288457,3.38854287,0.01898780,8.86504599,1.98447434,1.61491637
-4.87143572,14.45969510,0.04451165,0.42589548,2.30213565,3.46359565,0.02018202,8.96208732,1.98575843,1.66324027
-4.86543272,14.65438735,0.04425124,0.44698768,2.27755853,3.53635218,0.02141164,9.04517619,1.98221458,1.70703186
-4.85942971,14.82386788,0.04393904,0.46701381,2.24917705,3.60595917,0.02266262,9.11267188,1.97356659,1.74556652
-4.85342671,14.96465041,0.04356550,0.48568223,2.21699212,3.67142347,0.02391889,9.16284599,1.95960526,1.77816970
-4.84742371,15.07319989,0.04312099,0.50271210,2.18099417,3.73163324,0.02516272,9.19394070,1.94020143,1.80423643
-4.84142071,15.14605356,0.04259623,0.51784114,2.14117757,3.78538644,0.02637522,9.20423486,1.91531735,1.82324989
-4.83541771,15.17995018,0.04198278,0.53083334,2.09755594,3.83142534,0.02753693,9.19211469,1.88501562,1.83479829
-4.82941471,15.17196095,0.04127344,0.54148628,2.05017706,3.86847583,0.02862839,9.15614540,1.84946500,1.83858919
-4.82341171,15.11961614,0.04046275,0.54963781,1.99913653,3.89528974,0.02963081,9.09514028,1.80894278,1.83446083
-4.81740870,15.02102126,0.03954725,0.55517165,1.94458906,3.91068858,0.03052674,9.00822381,1.76383313,1.82238976
-4.81140570,14.87495748,0.03852589,0.55802187,1.88675667,3.91360668,0.03130071,8.89488581,1.71462156,1.80249459
-4.80540270,14.68096164,0.03740011,0.55817594,1.82593334,3.90313221,0.03193977,8.75502416,1.66188552,1.77503560
-4.79939970,14.43938262,0.03617401,0.55567617,1.76248561,3.87854416,0.03243404,8.58897430,1.60628148,1.74041017
-4.79339670,14.15141160,0.03485434,0.55061958,1.69684945,3.83934394,0.03277708,8.39752432,1.54852911,1.69914440
-4.78739370,13.81908525,0.03345031,0.54315607,1.62952330,3.78528023,0.03296621,8.18191517,1.48939318,1.65188105
-4.78139070,13.44526230,0.03197345,0.53348514,1.56105801,3.71636618,0.03300263,7.94382636,1.42966411,1.59936452
-4.77538769,13.03357454,0.03043723,0.52185104,1.49204416,3.63288824,0.03289143,7.68534797,1.37013804,1.54242323
-4.76938469,12.58835500,0.02885673,0.50853681,1.42309766,3.53540633,0.03264153,7.40894044,1.31159728,1.48195043
-4.76338169,12.11454632,0.02724817,0.49385728,1.35484439,3.42474541,0.03226535,7.11738391,1.25479206,1.41888380
-4.75737869,11.61759325,0.02562847,0.47815133,1.28790468,3.30197873,0.03177851,6.81371944,1.20042431,1.35418489
-4.75137569,11.10332344,0.02401475,0.46177374,1.22287859,3.16840352,0.03119930,6.50118422,1.14913410,1.28881887
-4.74537269,10.57782085,0.02242386,0.44508689,1.16033245,3.02551005,0.03054816,6.18314333,1.10148905,1.22373527
-4.73936968,10.04729612,0.02087198,0.42845254,1.10078737,2.87494526,0.02984708,5.86302016,1.05797708,1.15985030
-4.73336668,9.51795770,0.01937419,0.41222392,1.04470994,2.71847230,0.02911893,5.54422779,1.01900233,1.09803102
-4.72736368,8.99588744,0.01794418,0.39673847,0.99250545,2.55792746,0.02838678,5.23010297,0.98488423,1.03908159
-4.72136068,8.48692354,0.01659396,0.38231106,0.94451344,2.39517604,0.02767331,4.92384441,0.95585911,0.98373190
-4.71535768,7.99655326,0.01533369,0.36922818,0.90100563,2.23206860,0.02700013,4.62845652,0.93208403,0.93262832
-4.70935468,7.52981720,0.01417158,0.35774272,0.86218572,2.07039911,0.02638726,4.34669946,0.91364200,0.88632671
-4.70335168,7.09122630,0.01311382,0.34806977,0.82819086,1.91186613,0.02585254,4.08104606,0.90054816,0.84528721
-4.69734867,6.68469216,0.01216464,0.34038307,0.79909414,1.75803831,0.02541125,3.83364599,0.89275599,0.80987092
-4.69134567,6.31347101,0.01132635,0.33481225,0.77490785,1.61032496,0.02507567,3.60629697,0.89016314,0.78033778
-4.68534267,5.98012119,0.01059947,0.33144079,0.75558691,1.46995236,0.02485484,3.40042328,0.89261634,0.75684581
-4.67933967,5.68647390,0.00998291,0.33030463,0.74103220,1.33794633,0.02475428,3.21706098,0.89991502,0.73945118
-4.67333667,5.43361675,0.00947411,0.33139143,0.73109354,1.21512099,0.02477594,3.05684991,0.91181354,0.72810916
-4.66733367,5.22188994,0.00906927,0.33464043,0.72557212,1.10207390,0.02491806,2.92003203,0.92802207,0.72267583
-4.66133067,5.05089458,0.00876352,0.33994304,0.72422253,0.99918704,0.02517527,2.80645597,0.94820620,0.72291044
-4.65532766,4.91951311,0.00855110,0.34714414,0.72675424,0.90663335,0.02553869,2.71558766,0.97198594,0.72847882
-4.64932466,4.82594155,0.00842558,0.35604416,0.73283305,0.82438813,0.02599613,2.64652697,0.99893425,0.73895765
-4.64332166,4.76773364,0.00837998,0.36640204,0.74208263,0.75224454,0.02653237,2.59803021,1.02857605,0.75384005
