energy_ev,total_up,Ge_p_up,Ge_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-6.00000000,4.82135063,1.40164626,0.00000000,3.41771177,2.33238166,1.33552033,0.00000000
-5.99399700,4.71617619,1.34201389,0.00000000,3.37853911,2.26885622,1.32215675,0.00000000
-5.98799400,4.61636672,1.28432678,0.00000000,3.34169486,2.20822891,1.31073109,0.00000000
-5.98199100,4.52347353,1.22930366,0.00000000,3.30815497,2.15130551,1.30153511,0.00000000
-5.97598799,4.43877145,1.17756479,0.00000000,3.27871633,2.09874901,1.29478388,0.00000000
-5.96998499,4.36323008,1.12962014,0.00000000,3.25396821,2.05106827,1.29060950,0.00000000
-5.96398199,4.29749669,1.08586109,0.00000000,3.23427228,2.00861254,1.28905819,0.00000000
-5.95797899,4.24189138,1.04655627,0.00000000,3.21975249,1.97157157,1.29009073,0.00000000
-5.95197599,4.19641475,1.01185131,0.00000000,3.21029518,1.93998162,1.29358631,0.00000000
-5.94597299,4.16076781,0.98177291,0.00000000,3.20555977,1.91373679,1.29934973,0.00000000
-5.93996998,4.13438346,0.95623669,0.00000000,3.20499969,1.89260538,1.30712165,0.00000000
-5.93396698,4.11646804,0.93505898,0.00000000,3.20789281,1.87625046,1.31659150,0.00000000
-5.92796398,4.10605150,0.91797157,0.00000000,3.21338005,1.86425383,1.32741250,0.00000000
-5.92196098,4.10204387,0.90463936,0.00000000,3.22051057,1.85614236,1.33921826,0.00000000
-5.91595798,4.10329572,0.89467967,0.00000000,3.22829131,1.85141558,1.35164023,0.00000000
-5.90995498,4.10865973,0.88768279,0.00000000,3.23573878,1.84957327,1.36432514,0.00000000
-5.90395198,4.11705069,0.88323257,0.00000000,3.24193033,1.85014193,1.37695184,0.00000000
-5.89794897,4.12750102,0.88092627,0.00000000,3.24605253,1.85269877,1.38924651,0.00000000
-5.89194597,4.13920905,0.88039263,0.00000000,3.24744405,1.85689230,1.40099567,0.00000000
-5.88594297,4.15157775,0.88130743,0.00000000,3.24563083,1.86245830,1.41205620,0.00000000
-5.87993997,4.16424158,0.88340559,0.00000000,3.24035156,1.86923057,1.42236186,0.00000000
-5.87393697,4.17708013,0.88648942,0.00000000,3.23157205,1.87714564,1.43192579,0.00000000
-5.86793397,4.19021751,0.89043238,0.00000000,3.21948757,1.88624134,1.44083887,0.00000000
-5.86193097,4.20400706,0.89517840,0.00000000,3.20451271,1.89664892,1.44926368,0.00000000
-5.85592796,4.21900214,0.90073652,0.00000000,3.18725926,1.90857928,1.45742437,0.00000000
-5.84992496,4.23591387,0.90717144,0.00000000,3.16850301,1.92230361,1.46559268,0.00000000
-5.84392196,4.25555790,0.91459027,0.00000000,3.14914103,1.93812945,1.47407076,0.00000000
-5.83791896,4.27879278,0.92312635,0.00000000,3.13014157,1.95637330,1.48317143,0.00000000
-5.83191596,4.30645284,0.93292107,0.00000000,3.11248912,1.97733109,1.49319693,0.00000000
-5.82591296,4.33927925,0.94410463,0.00000000,3.09712749,2.00124811,1.50441707,0.00000000
-5.81990995,4.37785281,0.95677705,0.00000000,3.08490390,2.02828996,1.51704803,0.00000000
-5.81390695,4.42253221,0.97099038,0.00000000,3.07651698,2.05851612,1.53123273,0.00000000
-5.80790395,4.47340136,0.98673335,0.00000000,3.07247152,2.09185786,1.54702418,0.00000000
-5.80190095,4.53022888,1.00391933,0.00000000,3.07304243,2.12810163,1.56437239,0.00000000
-5.79589795,4.59244232,1.02237845,0.00000000,3.07824979,2.16687926,1.58311602,0.00000000
-5.78989495,4.65911897,1.04185441,0.00000000,3.08784641,2.20766575,1.60297910,0.00000000
-5.78389195,4.72899442,1.06200630,0.00000000,3.10131857,2.24978498,1.62357331,0.00000000
-5.77788894,4.80048861,1.08241543,0.00000000,3.11790000,2.29242346,1.64440583,0.00000000
-5.77188594,4.87174887,1.10259702,0.00000000,3.13659819,2.33465179,1.66489250,0.00000000
-5.76588294,4.94070799,1.12201608,0.00000000,3.15623197,2.37545278,1.68437585,0.00000000
-5.75987994,5.00515468,1.14010679,0.00000000,3.17547807,2.41375535,1.70214707,0.00000000
-5.75387694,5.06281339,1.15629453,0.00000000,3.19292456,2.44847242,1.71747118,0.00000000
-5.74787394,5.11142948,1.17001922,0.00000000,3.20712831,2.47854130,1.72961391,0.00000000
-5.74187094,5.14885598,1.18075907,0.00000000,3.21667364,2.50296458,1.73786939,0.00000000
-5.73586793,5.17313763,1.18805339,0.00000000,3.22022944,2.52084968,1.74158711,0.00000000
-5.72986493,5.18258854,1.19152342,0.00000000,3.21660196,2.53144526,1.74019703,0.00000000
-5.72386193,5.17585975,1.19089018,0.00000000,3.20478100,2.53417274,1.73323172,0.00000000
-5.71785893,5.15199398,1.18598838,0.00000000,3.18397771,2.52865167,1.72034465,0.00000000
-5.71185593,5.11046516,1.17677604,0.00000000,3.15365245,2.51471779,1.70132373,0.00000000
-5.70585293,5.05120145,1.16333900,0.00000000,3.11353200,2.49243302,1.67609984,0.00000000
-5.69984992,4.97459114,1.14589067,0.00000000,3.06361598,2.46208727,1.64475006,0.00000000
-5.69384692,4.88147166,1.12476659,0.00000000,3.00417266,2.42419179,1.60749561,0.00000000
-5.68784392,4.77310281,1.10041458,0.00000000,2.93572516,2.37946484,1.56469491,0.00000000
-5.68184092,4.65112582,1.07338053,0.00000000,2.85902917,2.32881018,1.51683225,0.00000000
-5.67583792,4.51751055,1.04429096,0.00000000,2.77504393,2.27328949,1.46450274,0.00000000
-5.66983492,4.37449348,1.01383268,0.00000000,2.68489811,2.21408991,1.40839443,0.00000000
-5.66383192,4.22450918,0.98273076,0.00000000,2.58985249,2.15248807,1.34926837,0.00000000
-5.65782891,4.07011847,0.95172552,0.00000000,2.49126135,2.08981189,1.28793769,0.00000000
-5.65182591,3.91393574,0.92154944,0.00000000,2.39053420,2.02740173,1.22524637,0.00000000
-5.64582291,3.75855843,0.89290493,0.00000000,2.28909948,1.96657209,1.16204866,0.00000000
-5.63981991,3.60650074,0.86644357,0.00000000,2.18837130,1.90857513,1.09918976,0.00000000
-5.63381691,3.46013367,0.84274771,0.00000000,2.08972042,1.85456719,1.03748826,0.00000000
-5.62781391,3.32163295,0.82231477,0.00000000,1.99444992,1.80557915,0.97772087,0.00000000
