energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.84392196,10.65160095,0.01667098,0.89488596,4.66430581,7.41337872,1.62763214,0.00000000,0.84927297,0.12630443
-5.83791896,10.48097330,0.01655198,0.88514640,4.61663166,7.28362702,1.60682579,0.00000000,0.85393047,0.12432778
-5.83191596,10.29072612,0.01642864,0.87390026,4.56790918,7.13784840,1.58495325,0.00000000,0.85802589,0.12209075
-5.82591296,10.08673517,0.01630720,0.86152012,4.52048314,6.98010179,1.56314664,0.00000000,0.86192893,0.11966205
-5.81990995,9.87486326,0.01619372,0.84837084,4.47649277,6.81449631,1.54250664,0.00000000,0.86599280,0.11711095
-5.81390695,9.66080230,0.01609387,0.83479912,4.43779614,6.64508839,1.52406874,0.00000000,0.87054063,0.11450543
-5.80790395,9.44992712,0.01601256,0.82112432,4.40590649,6.47578482,1.50877226,0.00000000,0.87585343,0.11191048
-5.80190095,9.24716490,0.01595380,0.80763092,4.38194256,6.31025385,1.49743292,0.00000000,0.88215980,0.10938657
-5.79589795,9.05688306,0.01592048,0.79456254,4.36659440,6.15184619,1.49071977,0.00000000,0.88962797,0.10698833
-5.78989495,8.88279788,0.01591428,0.78211778,4.36010548,6.00352744,1.48913719,0.00000000,0.89836023,0.10476355
-5.78389195,8.72790512,0.01593564,0.77044763,4.36227135,5.86782281,1.49301214,0.00000000,0.90838999,0.10275234
-5.77788894,8.59443359,0.01598371,0.75965463,4.37245443,5.74677494,1.50248714,0.00000000,0.91968138,0.10098661
-5.77188594,8.48382148,0.01605649,0.74979336,4.38961404,5.64191507,1.51751885,0.00000000,0.93213145,0.09948978
-5.76588294,8.39671506,0.01615086,0.74087239,4.41235008,5.55424777,1.53788219,0.00000000,0.94557460,0.09827679
-5.75987994,8.33298880,0.01626276,0.73285719,4.43895865,5.48424893,1.56317986,0.00000000,0.95978915,0.09735430
-5.75387694,8.29178534,0.01638737,0.72567405,4.46749705,5.43187684,1.59285658,0.00000000,0.97450569,0.09672115
-5.74787394,8.27157361,0.01651928,0.71921466,4.49585582,5.39659554,1.62621780,0.00000000,0.98941675,0.09636903
-5.74187094,8.27022298,0.01665270,0.71334128,4.52183506,5.37740992,1.66245213,0.00000000,1.00418757,0.09628326
-5.73586793,8.28509102,0.01678169,0.70789215,4.54322207,5.37291142,1.70065672,0.00000000,1.01846741,0.09644379
-5.72986493,8.31312233,0.01690033,0.70268724,4.55786768,5.38133337,1.73986492,0.00000000,1.03190109,0.09682631
-5.72386193,8.35095577,0.01700296,0.69753395,4.56375852,5.40061453,1.77907533,0.00000000,1.04414043,0.09740334
-5.71785893,8.39503696,0.01708429,0.69223289,4.55908291,5.42846928,1.81728134,0.00000000,1.05485506,0.09814545
-5.71185593,8.44173339,0.01713962,0.68658342,4.54228807,5.46246296,1.85350038,0.00000000,1.06374247,0.09902242
-5.70585293,8.48744890,0.01716492,0.68038910,4.51212710,5.50009032,1.88680197,0.00000000,1.07053693,0.10000434
-5.69984992,8.52873478,0.01715695,0.67346278,4.46769437,5.53885526,1.91633383,0.00000000,1.07501706,0.10106263
-5.69384692,8.56239457,0.01711334,0.66563146,4.40844851,5.57634977,1.94134525,0.00000000,1.07701193,0.10217094
-5.68784392,8.58557978,0.01703264,0.65674061,4.33422274,5.61032995,1.96120721,0.00000000,1.07640545,0.10330582
-5.68184092,8.59587433,0.01691430,0.64665824,4.24522273,5.63878710,1.97542850,0.00000000,1.07313918,0.10444729
-5.67583792,8.59136540,0.01675875,0.63527826,4.14201268,5.66001184,1.98366777,0.00000000,1.06721338,0.10557910
-5.66983492,8.57069887,0.01656730,0.62252339,4.02549073,5.67264934,1.98574094,0.00000000,1.05868638,0.10668892
-5.66383192,8.53311819,0.01634215,0.60834737,3.89685505,5.67574402,1.98162403,0.00000000,1.04767249,0.10776815
-5.65782891,8.47848545,0.01608633,0.59273649,3.75756251,5.66877220,1.97145142,0.00000000,1.03433834,0.10881177
-5.65182591,8.40728434,0.01580362,0.57571033,3.60928162,5.65166156,1.95550970,0.00000000,1.01889808,0.10981783
-5.64582291,8.32060498,0.01549851,0.55732176,3.45384191,5.62479660,1.93422738,0.00000000,1.00160746,0.11078694
-5.63981991,8.22011095,0.01517609,0.53765609,3.29318145,5.58900957,1.90816092,0.00000000,0.98275702,0.11172167
-5.63381691,8.10798961,0.01484199,0.51682936,3.12929471,5.54555693,1.87797761,0.00000000,0.96266479,0.11262594
-5.62781391,7.98688695,0.01450226,0.49498596,2.96418214,5.49608175,1.84443577,0.00000000,0.94166838,0.11350436
-5.62181091,7.85982888,0.01416329,0.47229535,2.79980305,5.44256278,1.80836310,0.00000000,0.92011713,0.11436167
-5.61580790,7.73013094,0.01383169,0.44894828,2.63803303,5.38725169,1.77063362,0.00000000,0.89836410,0.11520230
-5.60980490,7.60129924,0.01351421,0.42515238,2.48062667,5.33260007,1.73214409,0.00000000,0.87675839,0.11603001
-5.60380190,7.47692504,0.01321756,0.40112732,2.32918631,5.28117841,1.69379041,0.00000000,0.85563779,0.11684763
-5.59779890,7.36057630,0.01294832,0.37709973,2.18513706,5.23558943,1.65644472,0.00000000,0.83532196,0.11765702
-5.59179590,7.25568906,0.01271282,0.35329805,2.04970815,5.19837868,1.62093375,0.00000000,0.81610625,0.11845903
-5.58579290,7.16546200,0.01251695,0.32994736,1.92392054,5.17194511,1.58801900,0.00000000,0.79825618,0.11925368
-5.57978989,7.09275717,0.01236607,0.30726444,1.80858039,5.15845486,1.55837906,0.00000000,0.78200275,0.12004032
-5.57378689,7.04001001,0.01226483,0.28545326,1.70427801,5.15976101,1.53259469,0.00000000,0.76753845,0.12081791
-5.56778389,7.00915127,0.01221710,0.26470082,1.61139170,5.17733227,1.51113665,0.00000000,0.75501419,0.12158521
-5.56178089,7.00154341,0.01222580,0.24517375,1.53009589,5.21219319,1.49435680,0.00000000,0.74453698,0.12234102
-5.55577789,7.01793326,0.01229283,0.22701540,1.46037302,5.26487787,1.48248236,0.00000000,0.73616849,0.12308434
-5.54977489,7.05842268,0.01241901,0.21034381,1.40202858,5.33539917,1.47561340,0.00000000,0.72992438,0.12381438
-5.54377189,7.12245800,0.01260405,0.19525028,1.35470862,5.42323435,1.47372367,0.00000000,0.72577459,0.12453060
-5.53776888,7.20883871,0.01284654,0.18179874,1.31791930,5.52732778,1.47666447,0.00000000,0.72364434,0.12523250
-5.53176588,7.31574501,0.01314400,0.17002579,1.29104797,5.64611080,1.48417145,0.00000000,0.72341615,0.12591945
-5.52576288,7.44078360,0.01349296,0.15994139,1.27338522,5.77753782,1.49587409,0.00000000,0.72493260,0.12659037
-5.51975988,7.58105011,0.01388908,0.15153006,1.26414760,5.91913762,1.51130765,0.00000000,0.72800006,0.12724343
-5.51375688,7.73320643,0.01432731,0.14475268,1.26250049,6.06807800,1.52992710,0.00000000,0.73239336,0.12787572
-5.50775388,7.89357048,0.01480209,0.13954864,1.26758082,6.22124156,1.55112286,0.00000000,0.73786126,0.12848296
-5.50175088,8.05821596,0.01530753,0.13583836,1.27851926,6.37531025,1.57423789,0.00000000,0.74413286,0.12905931
-5.49574787,8.22307895,0.01583767,0.13352603,1.29446157,6.52685568,1.59858573,0.00000000,0.75092474,0.12959734
-5.48974487,8.38406854,0.01638668,0.13250257,1.31458873,6.67243263,1.62346924,0.00000000,0.75794888,0.13008806
-5.48374187,8.53717815,0.01694909,0.13264874,1.33813571,6.80867268,1.64819952,0.00000000,0.76492109,0.13052126
-5.47773887,8.67859475,0.01751995,0.13383823,1.36440836,6.93237532,1.67211465,0.00000000,0.77156989,0.13088590
-5.47173587,8.80480279,0.01809505,0.13594080,1.39279834,7.04059390,1.69459799,0.00000000,0.77764548,0.13117082
-5.46573287,8.91268016,0.01867101,0.13882532,1.42279588,7.13071406,1.71509550,0.00000000,0.78292874,0.13136544
-5.45972986,8.99958359,0.01924533,0.14236271,1.45399990,7.20052265,1.73313172,0.00000000,0.78723974,0.13146078
-5.45372686,9.06342121,0.01981646,0.14642861,1.48612556,7.24826525,1.74832411,0.00000000,0.79044561,0.13145034
-5.44772386,9.10271023,0.02038375,0.15090593,1.51900888,7.27269103,1.76039519,0.00000000,0.79246737,0.13133116
-5.44172086,9.11661811,0.02094734,0.15568697,1.55260833,7.27308377,1.76918228,0.00000000,0.79328538,0.13110470
-5.43571786,9.10498588,0.02150804,0.16067521,1.58700328,7.24927839,1.77464423,0.00000000,0.79294305,0.13077769
-5.42971486,9.06833279,0.02206717,0.16578670,1.62238913,7.20166263,1.77686502,0.00000000,0.79154866,0.13036270
-5.42371186,9.00784175,0.02262632,0.17095093,1.65906914,7.13116378,1.77605372,0.00000000,0.78927489,0.12987845
-5.41770885,8.92532561,0.02318711,0.17611126,1.69744283,7.03922097,1.77254073,0.00000000,0.78635599,0.12934992
-5.41170585,8.82317481,0.02375100,0.18122482,1.73799121,6.92774356,1.76677006,0.00000000,0.78308243,0.12880794
-5.40570285,8.70428749,0.02431899,0.18626184,1.78125866,6.79905673,1.75928765,0.00000000,0.77979314,0.12828859
-5.39969985,8.57198353,0.02489144,0.19120458,1.82783187,6.65583582,1.75072581,0.00000000,0.77686534,0.12783209
-5.39369685,8.42990493,0.02546788,0.19604580,1.87831613,6.50103088,1.74178410,0.00000000,0.77470219,0.12748144
-5.38769385,8.28190503,0.02604683,0.20078678,1.93330927,6.33778383,1.73320691,0.00000000,0.77371869,0.12728076
-5.38169085,8.13192984,0.02662573,0.20543518,1.99337384,6.16934030,1.72575848,0.00000000,0.77432609,0.12727340
-5.37568784,7.98389511,0.02720088,0.21000261,2.05900823,5.99895889,1.72019602,0.00000000,0.77691552,0.12749985
-5.36968484,7.84156300,0.02776746,0.21450217,2.13061745,5.82982049,1.71724174,0.00000000,0.78184122,0.12799573
-5.36368184,7.70842241,0.02831957,0.21894602,2.20848440,5.66494044,1.71755475,0.00000000,0.78940421,0.12878971
-5.35767884,7.58757713,0.02885039,0.22334314,2.29274282,5.50708635,1.72170403,0.00000000,0.79983693,0.12990165
-5.35167584,7.48164566,0.02935228,0.22769728,2.38335270,5.35870416,1.73014329,0.00000000,0.81328958,0.13134098
-5.34567284,7.39267641,0.02981706,0.23200534,2.48007940,5.22185473,1.74318887,0.00000000,0.82981879,0.13310547
-5.33966983,7.32208134,0.03023618,0.23625609,2.58247755,5.09816315,1.76100174,0.00000000,0.84937916,0.13518039
-5.33366683,7.27059060,0.03060100,0.24042945,2.68988057,4.98878218,1.78357419,0.00000000,0.87181812,0.13753814
-5.32766383,7.23822978,0.03090305,0.24449621,2.80139684,4.89437100,1.81072211,0.00000000,0.89687458,0.14013843
-5.32166083,7.22432085,0.03113428,0.24841822,2.91591314,4.81508979,1.84208326,0.00000000,0.92418134,0.14292899
-5.31565783,7.22750661,0.03128729,0.25214913,3.03210584,4.75061002,1.87712161,0.00000000,0.95327155,0.14584677
-5.30965483,7.24579774,0.03135559,0.25563545,3.14845997,4.70013994,1.91513806,0.00000000,0.98358894,0.14881956
-5.30365183,7.27664082,0.03133375,0.25881803,3.26329613,4.66246400,1.95528688,0.00000000,1.01450154,0.15176809
-5.29764882,7.31700454,0.03121756,0.26163378,3.37480473,4.63599468,1.99659768,0.00000000,1.04531849,0.15460839
-5.29164582,7.36348103,0.03100419,0.26401754,3.48108668,4.61883461,2.03800203,0.00000000,1.07530930,0.15725437
-5.28564282,7.41239853,0.03069221,0.26590415,3.58019955,4.60884675,2.07836376,0.00000000,1.10372493,0.15962046
-5.27963982,7.45994125,0.03028167,0.26723040,3.67020761,4.60373003,2.11651205,0.00000000,1.12981969,0.16162435
-5.27363682,7.50227216,0.02977406,0.26793696,3.74923423,4.60109788,2.15127590,0.00000000,1.15287345,0.16318948
-5.26763382,7.53565455,0.02917228,0.26797019,3.81551470,4.59855699,2.18151897,0.00000000,1.17221303,0.16424741
-5.26163082,7.55656811,0.02848059,0.26728375,3.86744756,4.59378381,2.20617342,0.00000000,1.18723203,0.16473980
-5.25562781,7.56181593,0.02770444,0.26583990,3.90364258,4.58459648,2.22427160,0.00000000,1.19740854,0.16462011
-5.24962481,7.54861898,0.02685039,0.26361061,3.92296347,4.56902004,2.23497467,0.00000000,1.20231980,0.16385478
-5.24362181,7.51469546,0.02592593,0.26057841,3.92456373,4.54534323,2.23759696,0.00000000,1.20165359,0.16242400
-5.23761881,7.45832282,0.02493932,0.25673687,3.90791427,4.51216533,2.23162550,0.00000000,1.19521585,0.16032203
-5.23161581,7.37838116,0.02389942,0.25209087,3.87282171,4.46843212,2.21673415,0.00000000,1.18293439,0.15755700
-5.22561281,7.27437711,0.02281552,0.24665664,3.81943672,4.41346012,2.19279185,0.00000000,1.16485868,0.15415043
-5.21960980,7.14644837,0.02169712,0.24046152,3.74825224,4.34694888,2.15986499,0.00000000,1.14115600,0.15013619
-5.21360680,6.99534929,0.02055381,0.23354349,3.66009163,4.26898137,2.11821394,0.00000000,1.11210398,0.14555932
-5.20760380,6.82241891,0.01939508,0.22595060,3.55608743,4.18001287,2.06828393,0.00000000,1.07808033,0.14047448
-5.20160080,6.62953305,0.01823020,0.21774012,3.43765171,4.08084912,2.01069096,0.00000000,1.03954990,0.13494428
-5.19559780,6.41904261,0.01706805,0.20897766,3.30643917,3.97261478,1.94620306,0.00000000,0.99705006,0.12903749
-5.18959480,6.19370075,0.01591706,0.19973605,3.16430466,3.85671350,1.87571801,0.00000000,0.95117470,0.12282718
-5.18359180,5.95658154,0.01478505,0.19009421,3.01325665,3.73478117,1.80023808,0.00000000,0.90255770,0.11638892
-5.17758879,5.71099311,0.01367925,0.18013590,2.85540859,3.60863408,1.72084287,0.00000000,0.85185642,0.10979900
-5.17158579,5.46038827,0.01260618,0.16994838,2.69292979,3.48021376,1.63866119,0.00000000,0.79973581,0.10313283
-5.16558279,5.20827554,0.01157163,0.15962106,2.52799753,3.35153060,1.55484285,0.00000000,0.74685354,0.09646340
-5.15957979,4.95813334,0.01058068,0.14924414,2.36275197,3.22460782,1.47053137,0.00000000,0.69384670,0.08986004
-5.15357679,4.71332986,0.00963769,0.13890721,2.19925522,3.10142797,1.38683839,0.00000000,0.64132030,0.08338727
-5.14757379,4.47705094,0.00874632,0.12869795,2.03945547,2.98388329,1.30482042,0.00000000,0.58983775,0.07710393
-5.14157079,4.25223765,0.00790957,0.11870087,1.88515716,2.87373167,1.22545877,0.00000000,0.53991355,0.07106251
-5.13556778,4.04153488,0.00712981,0.10899611,1.73799750,2.77255902,1.14964288,0.00000000,0.49200806,0.06530866
-5.12956478,3.84725196,0.00640887,0.09965843,1.59942959,2.68174926,1.07815745,0.00000000,0.44652440,0.05988094
-5.12356178,3.67133537,0.00574806,0.09075629,1.47071198,2.60246202,1.01167354,0.00000000,0.40380725,0.05481074
-5.11755878,3.51535354,0.00514828,0.08235115,1.35290431,2.53561845,0.95074354,0.00000000,0.36414337,0.05012244
-5.11155578,3.38049289,0.00461004,0.07449688,1.24686837,2.48189456,0.89579987,0.00000000,0.32776358,0.04583360
-5.10555278,3.26756400,0.00413359,0.06723940,1.15327383,2.44172170,0.84715708,0.00000000,0.29484592,0.04195540
-5.09954977,3.17701646,0.00371892,0.06061649,1.07260775,2.41529319,0.80501686,0.00000000,0.26551964,0.03849314
-5.09354677,3.10896068,0.00336586,0.05465773,1.00518677,2.40257596,0.76947551,0.00000000,0.23986974,0.03544687
-5.08754377,3.06319465,0.00307413,0.04938467,0.95117113,2.40332600,0.74053329,0.00000000,0.21794181,0.03281198
-5.08154077,3.03923400,0.00284341,0.04481098,0.91057949,2.41710642,0.71810492,0.00000000,0.19974682,0.03057996
-5.07553777,3.03634347,0.00267335,0.04094286,0.88330364,2.44330683,0.70203079,0.00000000,0.18526568,0.02873906
-5.06953477,3.05356827,0.00256366,0.03777938,0.86912261,2.48116312,0.69208832,0.00000000,0.17445337,0.02727499
-5.06353177,3.08976424,0.00251412,0.03531295,0.86771539,2.52977671,0.68800294,0.00000000,0.16724256,0.02617157
-5.05752876,3.14362597,0.00252459,0.03352981,0.87867212,2.58813298,0.68945839,0.00000000,0.16354653,0.02541137
-5.05152576,3.21371248,0.00259511,0.03241041,0.90150352,2.65511830,0.69610606,0.00000000,0.16326156,0.02497621
-5.04552276,3.29847048,0.00272584,0.03192995,0.93564875,2.72953613,0.70757335,0.00000000,0.16626862,0.02484762
-5.03951976,3.39625575,0.00291714,0.03205879,0.98048188,2.81012222,0.72347082,0.00000000,0.17243461,0.02500730
-5.03351676,3.50535316,0.00316959,0.03276291,1.03531743,2.89555960,0.74339851,0.00000000,0.18161315,0.02543735
-5.02751376,3.62399632,0.00348400,0.03400437,1.09941546,2.98449391,0.76695128,0.00000000,0.19364523,0.02612058
-5.02151076,3.75038787,0.00386141,0.03574181,1.17198691,3.07554987,0.79372367,0.00000000,0.20835967,0.02704066
-5.01550775,3.88272107,0.00430320,0.03793101,1.25219954,3.16734926,0.82331431,0.00000000,0.22557378,0.02818224
-5.00950475,4.01920361,0.00481103,0.04052551,1.33918514,3.25853107,0.85533025,0.00000000,0.24509413,0.02953105
-5.00350175,4.15808386,0.00538691,0.04347734,1.43204826,3.34777372,0.88939124,0.00000000,0.26671785,0.03107392
-4.99749875,4.29767954,0.00603321,0.04673788,1.52987671,3.43381937,0.92513421,0.00000000,0.29023417,0.03279884
-4.99149575,4.43640849,0.00675269,0.05025882,1.63175380,3.51549976,0.96221790,0.00000000,0.31542661,0.03469493
-4.98549275,4.57282040,0.00754847,0.05399325,1.73677202,3.59176265,1.00032758,0.00000000,0.34207546,0.03675249
-4.97948974,4.70562858,0.00842403,0.05789687,1.84404783,3.66169797,1.03917977,0.00000000,0.36996077,0.03896297
-4.97348674,4.83373974,0.00938318,0.06192925,1.95273680,3.72456210,1.07852655,0.00000000,0.39886545,0.04131898
-4.96748374,4.95628045,0.01042993,0.06605518,2.06204839,3.77979900,1.11815940,0.00000000,0.42857863,0.04381428
-4.96148074,5.07261809,0.01156846,0.07024594,2.17125951,3.82705671,1.15791211,0.00000000,0.45889874,0.04644379
-4.95547774,5.18237488,0.01280291,0.07448061,2.27972585,3.86619781,1.19766235,0.00000000,0.48963647,0.04920348
-4.94947474,5.28543327,0.01413721,0.07874714,2.38689035,3.89730292,1.23733189,0.00000000,0.52061710,0.05209042
-4.94347174,5.38193193,0.01557486,0.08304331,2.49228792,3.92066634,1.27688494,0.00000000,0.55168232,0.05510259
-4.93746873,5.47225157,0.01711862,0.08737738,2.59554600,3.93678361,1.31632472,0.00000000,0.58269115,0.05823881
-4.93146573,5.55699074,0.01877027,0.09176844,2.69638079,3.94633115,1.35568812,0.00000000,0.61352007,0.06149854
-4.92546273,5.63693226,0.02053024,0.09624636,2.79458899,3.95013842,1.39503863,0.00000000,0.64406224,0.06488167
-4.91945973,5.71300144,0.02239730,0.10085136,2.89003553,3.94915395,1.43445773,0.00000000,0.67422585,0.06838829
-4.91345673,5.78621774,0.02436819,0.10563307,2.98263788,3.94440644,1.47403508,0.00000000,0.70393171,0.07201833
-4.90745373,5.85764215,0.02643739,0.11064918,3.07234770,3.93696273,1.51385801,0.00000000,0.73311023,0.07577125
-4.90145073,5.92832231,0.02859677,0.11596359,3.15913095,3.92788460,1.55400064,0.00000000,0.76169799,0.07964568
-4.89544772,5.99923818,0.03083542,0.12164414,3.24294751,3.91818629,1.59451331,0.00000000,0.78963398,0.08363899
-4.88944472,6.07125030,0.03313953,0.12775997,3.32373160,3.90879469,1.63541261,0.00000000,0.81685592,0.08774688
-4.88344172,6.14505310,0.03549236,0.13437850,3.40137399,3.90051388,1.67667270,0.00000000,0.84329673,0.09196298
-4.87743872,6.22113487,0.03787425,0.14156219,3.47570707,3.89399545,1.71821803,0.00000000,0.86888143,0.09627840
-4.87143572,6.29974615,0.04026289,0.14936510,3.54649366,3.88971572,1.75991800,0.00000000,0.89352451,0.10068136
-4.86543272,6.38087728,0.04263357,0.15782949,3.61341996,3.88796062,1.80158356,0.00000000,0.91712808,0.10515679
-4.85942971,6.46424586,0.04495966,0.16698238,3.67609318,3.88881836,1.84296592,0.00000000,0.93958065,0.10968597
-4.85342671,6.54929416,0.04721310,0.17683242,3.73404371,3.89218007,1.88375741,0.00000000,0.96075683,0.11424629
-4.84742371,6.63519622,0.04936505,0.18736706,3.78673179,3.89774785,1.92359429,0.00000000,0.98051766,0.11881097
-4.84142071,6.72087401,0.05138665,0.19855021,3.83355822,3.90504948,1.96206154,0.00000000,0.99871183,0.12334899
-4.83541771,6.80502190,0.05324975,0.21032050,3.87387853,3.91345907,1.99869925,0.00000000,1.01517749,0.12782499
-4.82941471,6.88613831,0.05492772,0.22259037,3.90701993,3.92222234,2.03301059,0.00000000,1.02974474,0.13219943
-4.82341171,6.96256347,0.05639626,0.23524587,3.93230028,3.93048558,2.06447109,0.00000000,1.04223862,0.13642879
-4.81740870,7.03252224,0.05763417,0.24814755,3.94904837,3.93732687,2.09253897,0.00000000,1.05248256,0.14046600
-4.81140570,7.09417053,0.05862402,0.26113218,3.95662467,3.94178870,2.11666644,0.00000000,1.06030226,0.14426100
-4.80540270,7.14564446,0.05935277,0.27401558,3.95444189,3.94291049,2.13631171,0.00000000,1.06552979,0.14776153
-4.79939970,7.18511082,0.05981225,0.28659634,3.94198483,3.93976038,2.15095155,0.00000000,1.06800802,0.15091407
-4.79339670,7.21081774,0.05999948,0.29866049,3.91882882,3.93146496,2.16009416,0.00000000,1.06759511,0.15366497
-4.78739370,7.22114430,0.05991684,0.30998691,3.88465649,3.91723648,2.16329219,0.00000000,1.06416913,0.15596172
-4.78139070,7.21464784,0.05957209,0.32035333,3.83927224,3.89639653,2.16015555,0.00000000,1.05763264,0.15775438
-4.77538769,7.19010766,0.05897819,0.32954280,3.78261437,3.86839570,2.15036370,0.00000000,1.04791703,0.15899702
-4.76938469,7.14656376,0.05815293,0.33735029,3.71476422,3.83282879,2.13367715,0.00000000,1.03498668,0.15964923
-4.76338169,7.08334942,0.05711845,0.34358919,3.63595245,3.78944509,2.10994759,0.00000000,1.01884255,0.15967756
-4.75737869,7.00011629,0.05590064,0.34809749,3.54656183,3.73815364,2.07912644,0.00000000,0.99952521,0.15905691
-4.75137569,6.89685106,0.05452830,0.35074332,3.44712668,3.67902330,2.04127113,0.00000000,0.97711704,0.15777162
-4.74537269,6.77388278,0.05303234,0.35142963,3.33832859,3.61227793,1.99654894,0.00000000,0.95174340,0.15581648
-4.73936968,6.63188036,0.05144489,0.35009776,3.22098848,3.53828677,1.94523794,0.00000000,0.92357277,0.15319731
-4.73336668,6.47184006,0.04979831,0.34672981,3.09605491,3.45755068,1.88772476,0.00000000,0.89281554,0.14993129
-4.72736368,6.29506333,0.04812433,0.34134957,2.96458888,3.37068484,1.82449919,0.00000000,0.85972158,0.14604685
-4.72136068,6.10312558,0.04645310,0.33402209,2.82774528,3.27839880,1.75614546,0.00000000,0.82457643,0.14158325
-4.71535768,5.89783721,0.04481241,0.32485180,2.68675153,3.18147470,1.68333055,0.00000000,0.78769630,0.13658974
-4.70935468,5.68119835,0.04322695,0.31397929,2.54288381,3.08074493,1.60678971,0.00000000,0.74942185,0.13112442
-4.70335168,5.45534923,0.04171774,0.30157696,2.39744171,2.97707009,1.52730980,0.00000000,0.71011114,0.12525278
-4.69734867,5.22251842,0.04030164,0.28784364,2.25172207,2.87131847,1.44571097,0.00000000,0.67013182,0.11904598
-4.69134567,4.98497096,0.03899107,0.27299846,2.10699287,2.76434786,1.36282749,0.00000000,0.62985297,0.11257907
-4.68534267,4.74495872,0.03779383,0.25727426,1.96446813,2.65699058,1.27948836,0.00000000,0.58963686,0.10592896
-4.67933967,4.50467501,0.03671317,0.24091080,1.82528472,2.55004227,1.19649862,0.00000000,0.54983098,0.09917259
-4.67333667,4.26621501,0.03574792,0.22414808,1.69048193,2.44425472,1.11462196,0.00000000,0.51076065,0.09238501
-4.66733367,4.03154346,0.03489285,0.20721993,1.56098451,2.34033287,1.03456542,0.00000000,0.47272257,0.08563767
-4.66133067,3.80247039,0.03413908,0.19034832,1.43758978,2.23893559,0.95696658,0.00000000,0.43597944,0.07899700
-4.65532766,3.58063507,0.03347472,0.17373832,1.32095915,2.14067982,0.88238377,0.00000000,0.40075586,0.07252310
-4.64932466,3.36749809,0.03288542,0.15757408,1.21161416,2.04614724,0.81128942,0.00000000,0.36723577,0.06626885
-4.64332166,3.16434071,0.03235518,0.14201575,1.10993708,1.95589253,0.74406666,0.00000000,0.33556125,0.06027925
