energy_ev,total_up,Al_p_up,Al_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-6.00000000,0.52594124,0.00408943,0.00000000,0.18783638,0.08347638,0.03439086,0.39156965
-5.99399700,0.55666963,0.00405798,0.00000000,0.19726357,0.08877106,0.03661270,0.41705568
-5.98799400,0.58838710,0.00409307,0.00000000,0.20697141,0.09419019,0.03886612,0.44305664
-5.98199100,0.62079906,0.00418629,0.00000000,0.21684766,0.09968522,0.04112868,0.46937637
-5.97598799,0.65358984,0.00433031,0.00000000,0.22677478,0.10520302,0.04337570,0.49579606
-5.96998499,0.68642805,0.00451898,0.00000000,0.23663184,0.11068687,0.04558072,0.52207854
-5.96398199,0.71897324,0.00474734,0.00000000,0.24629689,0.11607776,0.04771608,0.54797371
-5.95797899,0.75088373,0.00501156,0.00000000,0.25564967,0.12131581,0.04975357,0.57322498
-5.95197599,0.78182533,0.00530897,0.00000000,0.26457460,0.12634196,0.05166523,0.59757641
-5.94597299,0.81148039,0.00563795,0.00000000,0.27296388,0.13109969,0.05342415,0.62078034
-5.93996998,0.83955689,0.00599789,0.00000000,0.28072054,0.13553676,0.05500527,0.64260490
-5.93396698,0.86579690,0.00638903,0.00000000,0.28776118,0.13960693,0.05638621,0.66284127
-5.92796398,0.88998408,0.00681237,0.00000000,0.29401842,0.14327148,0.05754798,0.68131013
-5.92196098,0.91194967,0.00726946,0.00000000,0.29944272,0.14650050,0.05847563,0.69786703
-5.91595798,0.93157666,0.00776221,0.00000000,0.30400348,0.14927392,0.05915880,0.71240645
-5.90995498,0.94880185,0.00829272,0.00000000,0.30768949,0.15158214,0.05959207,0.72486420
-5.90395198,0.96361573,0.00886295,0.00000000,0.31050839,0.15342633,0.05977518,0.73521820
-5.89794897,0.97606007,0.00947455,0.00000000,0.31248551,0.15481829,0.05971306,0.74348748
-5.89194597,0.98622337,0.01012857,0.00000000,0.31366185,0.15577992,0.05941571,0.74972963
-5.88594297,0.99423452,0.01082520,0.00000000,0.31409141,0.15634236,0.05889794,0.75403666
-5.87993997,1.00025482,0.01156357,0.00000000,0.31383812,0.15654479,0.05817885,0.75652973
-5.87393697,1.00446902,0.01234151,0.00000000,0.31297235,0.15643290,0.05728132,0.75735289
-5.86793397,1.00707565,0.01315543,0.00000000,0.31156736,0.15605731,0.05623130,0.75666625
-5.86193097,1.00827733,0.01400017,0.00000000,0.30969577,0.15547167,0.05505706,0.75463891
-5.85592796,1.00827143,0.01486900,0.00000000,0.30742633,0.15473082,0.05378838,0.75144208
-5.84992496,1.00724156,0.01575359,0.00000000,0.30482110,0.15388899,0.05245570,0.74724252
-5.84392196,1.00535038,0.01664417,0.00000000,0.30193321,0.15299796,0.05108930,0.74219686
-5.83791896,1.00273381,0.01752962,0.00000000,0.29880530,0.15210546,0.04971847,0.73644673
-5.83191596,0.99949706,0.01839778,0.00000000,0.29546867,0.15125373,0.04837082,0.73011518
-5.82591296,0.99571248,0.01923572,0.00000000,0.29194321,0.15047828,0.04707149,0.72330410
-5.81990995,0.99141909,0.02003010,0.00000000,0.28823796,0.14980694,0.04584264,0.71609298
-5.81390695,0.98662397,0.02076757,0.00000000,0.28435243,0.14925911,0.04470287,0.70853877
-5.80790395,0.98130497,0.02143517,0.00000000,0.28027829,0.14884541,0.04366687,0.70067678
-5.80190095,0.97541469,0.02202079,0.00000000,0.27600154,0.14856743,0.04274508,0.69252246
-5.79589795,0.96888542,0.02251350,0.00000000,0.27150489,0.14841793,0.04194359,0.68407390
-5.78989495,0.96163454,0.02290399,0.00000000,0.26677011,0.14838115,0.04126401,0.67531476
-5.78389195,0.95357027,0.02318485,0.00000000,0.26178043,0.14843344,0.04070361,0.66621757
-5.77788894,0.94459730,0.02335082,0.00000000,0.25652253,0.14854406,0.04025550,0.65674702
-5.77188594,0.93462208,0.02339895,0.00000000,0.25098836,0.14867622,0.03990893,0.64686328
-5.76588294,0.92355759,0.02332869,0.00000000,0.24517632,0.14878821,0.03964972,0.63652500
-5.75987994,0.91132737,0.02314189,0.00000000,0.23909206,0.14883474,0.03946076,0.62569204
-5.75387694,0.89786874,0.02284267,0.00000000,0.23274872,0.14876834,0.03932263,0.61432777
-5.74787394,0.88313518,0.02243726,0.00000000,0.22616669,0.14854081,0.03921426,0.60240094
-5.74187094,0.86709789,0.02193376,0.00000000,0.21937285,0.14810471,0.03911360,0.58988715
-5.73586793,0.84974657,0.02134180,0.00000000,0.21239949,0.14741487,0.03899842,0.57676982
-5.72986493,0.83108952,0.02067222,0.00000000,0.20528294,0.14642974,0.03884698,0.56304092
-5.72386193,0.81115326,0.01993665,0.00000000,0.19806202,0.14511277,0.03863872,0.54870134
-5.71785893,0.78998170,0.01914718,0.00000000,0.19077645,0.14343354,0.03835498,0.53376102
-5.71185593,0.76763505,0.01831597,0.00000000,0.18346526,0.14136875,0.03797948,0.51823896
-5.70585293,0.74418865,0.01745489,0.00000000,0.17616549,0.13890306,0.03749889,0.50216316
-5.69984992,0.71973172,0.01657524,0.00000000,0.16891099,0.13602959,0.03690314,0.48557049
-5.69384692,0.69436614,0.01568752,0.00000000,0.16173161,0.13275024,0.03618568,0.46850655
-5.68784392,0.66820543,0.01480118,0.00000000,0.15465276,0.12907575,0.03534363,0.45102565
-5.68184092,0.64137382,0.01392454,0.00000000,0.14769522,0.12502549,0.03437773,0.43319075
-5.67583792,0.61400544,0.01306470,0.00000000,0.14087546,0.12062698,0.03329226,0.41507344
-5.66983492,0.58624370,0.01222755,0.00000000,0.13420614,0.11591527,0.03209475,0.39675398
-5.66383192,0.55824068,0.01141777,0.00000000,0.12769689,0.11093206,0.03079568,0.37832127
-5.65782891,0.53015661,0.01063894,0.00000000,0.12135535,0.10572467,0.02940804,0.35987281
-5.65182591,0.50215930,0.00989365,0.00000000,0.11518826,0.10034492,0.02794686,0.34151449
-5.64582291,0.47442342,0.00918363,0.00000000,0.10920256,0.09484797,0.02642870,0.32336028
-5.63981991,0.44712964,0.00850992,0.00000000,0.10340648,0.08929104,0.02487110,0.30553166
-5.63381691,0.42046362,0.00787301,0.00000000,0.09781048,0.08373224,0.02329212,0.28815683
-5.62781391,0.39461455,0.00727301,0.00000000,0.09242799,0.07822938,0.02170974,0.27136965
-5.62181091,0.36977355,0.00670978,0.00000000,0.08727591,0.07283893,0.02014152,0.25530820
-5.61580790,0.34613163,0.00618304,0.00000000,0.08237484,0.06761499,0.01860411,0.24011307
-5.60980490,0.32387739,0.00569252,0.00000000,0.07774900,0.06260852,0.01711296,0.22592528
-5.60380190,0.30319432,0.00523802,0.00000000,0.07342590,0.05786653,0.01568203,0.21288382
-5.59779890,0.28425794,0.00481946,0.00000000,0.06943568,0.05343163,0.01432360,0.20112304
-5.59179590,0.26723262,0.00443701,0.00000000,0.06581024,0.04934152,0.01304811,0.19076957
-5.58579290,0.25226841,0.00409106,0.00000000,0.06258224,0.04562876,0.01186413,0.18193924
-5.57978989,0.23949775,0.00378230,0.00000000,0.05978389,0.04232059,0.01077831,0.17473378
-5.57378689,0.22903234,0.00351175,0.00000000,0.05744574,0.03943900,0.00979547,0.16923751
-5.56778389,0.22096030,0.00328082,0.00000000,0.05559544,0.03700077,0.00891861,0.16551419
-5.56178089,0.21534366,0.00309135,0.00000000,0.05425669,0.03501774,0.00814910,0.16360403
-5.55577789,0.21221656,0.00294571,0.00000000,0.05344820,0.03349719,0.00748677,0.16352114
-5.54977489,0.21158404,0.00284693,0.00000000,0.05318301,0.03244224,0.00693014,0.16525138
-5.54377189,0.21342184,0.00279879,0.00000000,0.05346807,0.03185248,0.00647652,0.16875099
-5.53776888,0.21767713,0.00280600,0.00000000,0.05430407,0.03172461,0.00612226,0.17394588
-5.53176588,0.22427038,0.00287445,0.00000000,0.05568580,0.03205321,0.00586294,0.18073181
-5.52576288,0.23309843,0.00301136,0.00000000,0.05760269,0.03283155,0.00569355,0.18897559
-5.51975988,0.24403862,0.00322561,0.00000000,0.06003992,0.03405256,0.00560866,0.19851722
-5.51375688,0.25695416,0.00352795,0.00000000,0.06297976,0.03570970,0.00560268,0.20917303
-5.50775388,0.27170031,0.00393130,0.00000000,0.06640323,0.03779800,0.00566996,0.22073980
-5.50175088,0.28813146,0.00445102,0.00000000,0.07029208,0.04031498,0.00580501,0.23299974
-5.49574787,0.30610858,0.00510511,0.00000000,0.07463077,0.04326150,0.00600262,0.24572612
-5.48974487,0.32550688,0.00591442,0.00000000,0.07940863,0.04664256,0.00625800,0.25868950
-5.48374187,0.34622316,0.00690271,0.00000000,0.08462183,0.05046792,0.00656690,0.27166415
-5.47773887,0.36818249,0.00809667,0.00000000,0.09027517,0.05475242,0.00692568,0.28443454
-5.47173587,0.39134374,0.00952580,0.00000000,0.09638349,0.05951615,0.00733133,0.29680155
-5.46573287,0.41570352,0.01122204,0.00000000,0.10297260,0.06478417,0.00778155,0.30858812
-5.45972986,0.44129812,0.01321938,0.00000000,0.11007955,0.07058596,0.00827466,0.31964411
-5.45372686,0.46820314,0.01555311,0.00000000,0.11775221,0.07695443,0.00880958,0.32985007
-5.44772386,0.49653055,0.01825896,0.00000000,0.12604803,0.08392457,0.00938573,0.33911987
-5.44172086,0.52642307,0.02137197,0.00000000,0.13503194,0.09153167,0.01000288,0.34740184
-5.43571786,0.55804589,0.02492519,0.00000000,0.14477347,0.09980922,0.01066101,0.35467864
-5.42971486,0.59157595,0.02894820,0.00000000,0.15534300,0.10878650,0.01136014,0.36096566
-5.42371186,0.62718900,0.03346541,0.00000000,0.16680744,0.11848599,0.01210011,0.36630811
-5.41770885,0.66504514,0.03849438,0.00000000,0.17922531,0.12892067,0.01288038,0.37077701
-5.41170585,0.70527326,0.04404402,0.00000000,0.19264150,0.14009125,0.01369984,0.37446427
-5.40570285,0.74795529,0.05011290,0.00000000,0.20708206,0.15198370,0.01455665,0.37747703
-5.39969985,0.79311096,0.05668767,0.00000000,0.22254907,0.16456696,0.01544803,0.37993170
-5.39369685,0.84068406,0.06374172,0.00000000,0.23901605,0.17779109,0.01637020,0.38194788
-5.38769385,0.89053098,0.07123420,0.00000000,0.25642419,0.19158607,0.01731826,0.38364253
-5.38169085,0.94241233,0.07910944,0.00000000,0.27467960,0.20586119,0.01828616,0.38512460
-5.37568784,0.99598839,0.08729693,0.00000000,0.29365192,0.22050524,0.01926674,0.38649031
-5.36968484,1.05081887,0.09571184,0.00000000,0.31317445,0.23538763,0.02025178,0.38781939
-5.36368184,1.10636735,0.10425619,0.00000000,0.33304589,0.25036022,0.02123213,0.38917224
-5.35767884,1.16201060,0.11282066,0.00000000,0.35303385,0.26526017,0.02219787,0.39058822
-5.35167584,1.21705251,0.12128706,0.00000000,0.37288008,0.27991348,0.02313852,0.39208490
-5.34567284,1.27074249,0.12953135,0.00000000,0.39230723,0.29413934,0.02404328,0.39365842
-5.33966983,1.32229756,0.13742715,0.00000000,0.41102706,0.30775495,0.02490124,0.39528476
-5.33366683,1.37092750,0.14484971,0.00000000,0.42874969,0.32058087,0.02570171,0.39692182
-5.32766383,1.41586192,0.15168004,0.00000000,0.44519368,0.33244657,0.02643442,0.39851226
-5.32166083,1.45637833,0.15780914,0.00000000,0.46009637,0.34319591,0.02708981,0.39998684
-5.31565783,1.49182979,0.16314208,0.00000000,0.47322414,0.35269258,0.02765928,0.40126823
-5.30965483,1.52167111,0.16760184,0.00000000,0.48438210,0.36082496,0.02813535,0.40227512
-5.30365183,1.54548233,0.17113258,0.00000000,0.49342264,0.36751045,0.02851191,0.40292644
-5.29764882,1.56298836,0.17370227,0.00000000,0.50025261,0.37269895,0.02878430,0.40314570
-5.29164582,1.57407387,0.17530449,0.00000000,0.50483860,0.37637530,0.02894951,0.40286518
-5.28564282,1.57879261,0.17595931,0.00000000,0.50721000,0.37856067,0.02900618,0.40203003
-5.27963982,1.57737068,0.17571311,0.00000000,0.50745972,0.37931267,0.02895471,0.40060197
-5.27363682,1.57020338,0.17463745,0.00000000,0.50574250,0.37872423,0.02879722,0.39856272
-5.26763382,1.55784568,0.17282684,0.00000000,0.50227059,0.37692121,0.02853756,0.39591674
-5.26163082,1.54099647,0.17039555,0.00000000,0.49730714,0.37405881,0.02818120,0.39269343
-5.25562781,1.52047715,0.16747370,0.00000000,0.49115748,0.37031681,0.02773521,0.38894856
-5.24962481,1.49720518,0.16420251,0.00000000,0.48415840,0.36589387,0.02720806,0.38476466
-5.24362181,1.47216366,0.16072918,0.00000000,0.47666619,0.36100106,0.02660950,0.38025055
-5.23761881,1.44636792,0.15720143,0.00000000,0.46904359,0.35585471,0.02595034,0.37553966
-5.23161581,1.42083034,0.15376204,0.00000000,0.46164628,0.35066907,0.02524225,0.37078720
-5.22561281,1.39652483,0.15054346,0.00000000,0.45480959,0.34564873,0.02449750,0.36616618
-5.21960980,1.37435208,0.14766297,0.00000000,0.44883566,0.34098142,0.02372866,0.36186220
-5.21360680,1.35510719,0.14521831,0.00000000,0.44398192,0.33683112,0.02294834,0.35806730
-5.20760380,1.33945056,0.14328420,0.00000000,0.44045109,0.33333211,0.02216886,0.35497280
-5.20160080,1.32788353,0.14190967,0.00000000,0.43838327,0.33058384,0.02140194,0.35276156
-5.19559780,1.32072947,0.14111654,0.00000000,0.43785036,0.32864719,0.02065842,0.35159985
-5.18959480,1.31812121,0.14089889,0.00000000,0.43885316,0.32754197,0.01994791,0.35162914
-5.18359180,1.31999533,0.14122370,0.00000000,0.44132108,0.32724609,0.01927858,0.35295831
-5.17758879,1.32609363,0.14203247,0.00000000,0.44511472,0.32769620,0.01865693,0.35565648
-5.17158579,1.33597170,0.14324389,0.00000000,0.45003104,0.32878998,0.01808760,0.35974715
-5.16558279,1.34901439,0.14475736,0.00000000,0.45581097,0.33038994,0.01757328,0.36520364
-5.15957979,1.36445774,0.14645716,0.00000000,0.46214920,0.33232865,0.01711463,0.37194653
-5.15357679,1.38141634,0.14821718,0.00000000,0.46870569,0.33441512,0.01671036,0.37984308
-5.14757379,1.39891531,0.14990599,0.00000000,0.47511843,0.33644215,0.01635728,0.38870893
-5.14157079,1.41592562,0.15139194,0.00000000,0.48101698,0.33819437,0.01605049,0.39831216
-5.13556778,1.43140135,0.15254825,0.00000000,0.48603626,0.33945662,0.01578365,0.40837949
-5.12956478,1.44431754,0.15325765,0.00000000,0.48982989,0.34002221,0.01554921,0.41860468
-5.12356178,1.45370706,0.15341666,0.00000000,0.49208274,0.33970104,0.01533881,0.42865868
-5.11755878,1.45869514,0.15293912,0.00000000,0.49252209,0.33832679,0.01514364,0.43820118
-5.11155578,1.45853028,0.15175896,0.00000000,0.49092700,0.33576335,0.01495482,0.44689314
-5.10555278,1.45261026,0.14983208,0.00000000,0.48713555,0.33190990,0.01476378,0.45440964
-5.09954977,1.44050244,0.14713735,0.00000000,0.48104976,0.32670461,0.01456267,0.46045267
-5.09354677,1.42195759,0.14367666,0.00000000,0.47263803,0.32012682,0.01434468,0.46476299
-5.08754377,1.39691689,0.13947409,0.00000000,0.46193507,0.31219767,0.01410430,0.46713086
-5.08154077,1.36551190,0.13457426,0.00000000,0.44903943,0.30297904,0.01383762,0.46740474
-5.07553777,1.32805793,0.12904003,0.00000000,0.43410888,0.29257120,0.01354242,0.46549787
-5.06953477,1.28504091,0.12294960,0.00000000,0.41735385,0.28110901,0.01321830,0.46139227
-5.06353177,1.23709887,0.11639326,0.00000000,0.39902926,0.26875706,0.01286667,0.45513985
-5.05752876,1.18499859,0.10946978,0.00000000,0.37942523,0.25570392,0.01249065,0.44686087
-5.05152576,1.12960876,0.10228290,0.00000000,0.35885708,0.24215582,0.01209499,0.43673942
-5.04552276,1.07187063,0.09493771,0.00000000,0.33765489,0.22832994,0.01168579,0.42501654
-5.03951976,1.01276739,0.08753741,0.00000000,0.31615333,0.21444769,0.01127024,0.41198089
-5.03351676,0.95329349,0.08018030,0.00000000,0.29468179,0.20072816,0.01085635,0.39795777
-5.02751376,0.89442499,0.07295721,0.00000000,0.27355547,0.18738198,0.01045253,0.38329659
-5.02151076,0.83709188,0.06594953,0.00000000,0.25306739,0.17460582,0.01006730,0.36835775
-5.01550775,0.78215325,0.05922757,0.00000000,0.23348179,0.16257756,0.00970888,0.35349912
-5.00950475,0.73037603,0.05284969,0.00000000,0.21502881,0.15145241,0.00938484,0.33906292
-5.00350175,0.68241766,0.04686176,0.00000000,0.19790076,0.14135989,0.00910181,0.32536347
-4.99749875,0.63881319,0.04129721,0.00000000,0.18224966,0.13240177,0.00886518,0.31267631
-4.99149575,0.59996674,0.03617745,0.00000000,0.16818638,0.12465093,0.00867884,0.30122899
-4.98549275,0.56614746,0.03151270,0.00000000,0.15578087,0.11815110,0.00854506,0.29119402
-4.97948974,0.53748969,0.02730300,0.00000000,0.14506375,0.11291744,0.00846435,0.28268415
-4.97348674,0.51399716,0.02353956,0.00000000,0.13602869,0.10893778,0.00843541,0.27574999
-4.96748374,0.49555063,0.02020610,0.00000000,0.12863579,0.10617456,0.00845520,0.27038015
-4.96148074,0.48191874,0.01728029,0.00000000,0.12281551,0.10456726,0.00851899,0.26650372
-4.95547774,0.47277140,0.01473524,0.00000000,0.11847307,0.10403525,0.00862056,0.26399499
-4.94947474,0.46769514,0.01254078,0.00000000,0.11549318,0.10448099,0.00875239,0.26268002
-4.94347174,0.46620993,0.01066483,0.00000000,0.11374490,0.10579336,0.00890595,0.26234491
-4.93746873,0.46778693,0.00907441,0.00000000,0.11308646,0.10785117,0.00907196,0.26274528
-4.93146573,0.47186641,0.00773672,0.00000000,0.11336999,0.11052669,0.00924077,0.26361651
-4.92546273,0.47787548,0.00661986,0.00000000,0.11444599,0.11368908,0.00940266,0.26468448
-4.91945973,0.48524515,0.00569352,0.00000000,0.11616740,0.11720768,0.00954816,0.26567615
