energy_ev,total_up,Bi_p_up,Bi_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,4.10761155,1.59928614,0.01387742,2.18772152,1.02119502,1.32200218,0.00000000
-5.99399700,4.22506907,1.63439348,0.01415154,2.25368565,1.06567587,1.37016234,0.00000000
-5.98799400,4.33968449,1.66797308,0.01440970,2.31708958,1.11022028,1.41775613,0.00000000
-5.98199100,4.45032924,1.69959569,0.01464834,2.37727467,1.15441226,1.46443337,0.00000000
-5.97598799,4.55584091,1.72881850,0.01486368,2.43358685,1.19782441,1.50983333,0.00000000
-5.96998499,4.65505538,1.75519790,0.01505191,2.48539288,1.24002978,1.55359361,0.00000000
-5.96398199,4.74684022,1.77830271,0.01520930,2.53209662,1.28061383,1.59535938,0.00000000
-5.95797899,4.83012790,1.79772730,0.01533233,2.57315476,1.31918588,1.63479282,0.00000000
-5.95197599,4.90394749,1.81310435,0.01541787,2.60809144,1.35538962,1.67158207,0.00000000
-5.94597299,4.96745384,1.82411667,0.01546331,2.63651128,1.38891231,1.70544947,0.00000000
-5.93996998,5.01995284,1.83050782,0.01546668,2.65811039,1.41949219,1.73615855,0.00000000
-5.93396698,5.06092199,1.83209133,0.01542677,2.67268483,1.44692399,1.76351953,0.00000000
-5.92796398,5.09002566,1.82875789,0.01534321,2.68013640,1.47106225,1.78739308,0.00000000
-5.92196098,5.10712427,1.82048077,0.01521656,2.68047541,1.49182258,1.80769224,0.00000000
-5.91595798,5.11227762,1.80731892,0.01504832,2.67382048,1.50918081,1.82438238,0.00000000
-5.90995498,5.10574208,1.78941783,0.01484093,2.66039526,1.52317032,1.83747950,0.00000000
-5.90395198,5.08796228,1.76700825,0.01459774,2.64052244,1.53387777,1.84704685,0.00000000
-5.89794897,5.05955776,1.74040253,0.01432296,2.61461514,1.54143763,1.85319035,0.00000000
-5.89194597,5.02130531,1.70998896,0.01402153,2.58316617,1.54602582,1.85605308,0.00000000
-5.88594297,4.97411805,1.67622410,0.01369904,2.54673567,1.54785295,1.85580924,0.00000000
-5.87993997,4.91902205,1.63962343,0.01336156,2.50593744,1.54715745,1.85265801,0.00000000
-5.87393697,4.85713162,1.60075049,0.01301548,2.46142475,1.54419903,1.84681764,0.00000000
-5.86793397,4.78962409,1.56020488,0.01266739,2.41387598,1.53925256,1.83852012,0.00000000
-5.86193097,4.71771492,1.51860939,0.01232383,2.36398061,1.53260272,1.82800659,0.00000000
-5.85592796,4.64263391,1.47659665,0.01199121,2.31242611,1.52453944,1.81552373,0.00000000
-5.84992496,4.56560283,1.43479561,0.01167559,2.25988593,1.51535408,1.80132098,0.00000000
-5.84392196,4.48781504,1.39381823,0.01138258,2.20700894,1.50533631,1.78564869,0.00000000
-5.83791896,4.41041703,1.35424665,0.01111718,2.15441043,1.49477149,1.76875690,0.00000000
-5.83191596,4.33449207,1.31662133,0.01088369,2.10266485,1.48393837,1.75089450,0.00000000
-5.82591296,4.26104583,1.28143020,0.01068566,2.05230005,1.47310689,1.73230861,0.00000000
-5.81990995,4.19099363,1.24909930,0.01052576,2.00379305,1.46253575,1.71324369,0.00000000
-5.81390695,4.12514940,1.21998498,0.01040585,1.95756716,1.45246969,1.69394022,0.00000000
-5.80790395,4.06421587,1.19436791,0.01032685,1.91399015,1.44313625,1.67463279,0.00000000
-5.80190095,4.00877601,1.17244894,0.01028887,1.87337329,1.43474196,1.65554714,0.00000000
-5.79589795,3.95928557,1.15434694,0.01029114,1.83597095,1.42746802,1.63689657,0.00000000
-5.78989495,3.91606683,1.14009853,0.01033213,1.80198067,1.42146555,1.61887729,0.00000000
-5.78389195,3.87930358,1.12965974,0.01040957,1.77154342,1.41685061,1.60166328,0.00000000
-5.77788894,3.84903768,1.12290941,0.01052054,1.74474400,1.41369935,1.58540067,0.00000000
-5.77188594,3.82516755,1.11965428,0.01066152,1.72161155,1.41204350,1.57020220,0.00000000
-5.76588294,3.80744888,1.11963547,0.01082853,1.70212015,1.41186673,1.55614196,0.00000000
-5.75987994,3.79549810,1.12253626,0.01101716,1.68618975,1.41310214,1.54325117,0.00000000
-5.75387694,3.78879890,1.12799087,0.01122270,1.67368742,1.41563127,1.53151508,0.00000000
-5.74787394,3.78671222,1.13559403,0.01144024,1.66442934,1.41928496,1.52087169,0.00000000
-5.74187094,3.78848997,1.14491118,0.01166472,1.65818362,1.42384623,1.51121243,0.00000000
-5.73586793,3.79329233,1.15548890,0.01189108,1.65467423,1.42905520,1.50238502,0.00000000
-5.72986493,3.80020883,1.16686565,0.01211431,1.65358631,1.43461622,1.49419859,0.00000000
-5.72386193,3.80828265,1.17858235,0.01232957,1.65457303,1.44020681,1.48643098,0.00000000
-5.71785893,3.81653774,1.19019281,0.01253228,1.65726390,1.44548831,1.47883793,0.00000000
-5.71185593,3.82400791,1.20127370,0.01271822,1.66127482,1.45011763,1.47116378,0.00000000
-5.70585293,3.82976702,1.21143411,0.01288358,1.66621938,1.45375983,1.46315318,0.00000000
-5.69984992,3.83295920,1.22032420,0.01302510,1.67172144,1.45610073,1.45456325,0.00000000
-5.69384692,3.83282777,1.22764316,0.01314014,1.67742830,1.45685901,1.44517543,0.00000000
-5.68784392,3.82874167,1.23314595,0.01322672,1.68302418,1.45579722,1.43480644,0.00000000
-5.68184092,3.82021825,1.23664887,0.01328361,1.68824314,1.45273110,1.42331774,0.00000000
-5.67583792,3.80694102,1.23803359,0.01331039,1.69288100,1.44753667,1.41062279,0.00000000
-5.66983492,3.78877164,1.23724964,0.01330743,1.69680521,1.44015484,1.39669195,0.00000000
-5.66383192,3.76575519,1.23431493,0.01327598,1.69996233,1.43059313,1.38155439,0.00000000
-5.65782891,3.73811830,1.22931443,0.01321806,1.70238210,1.41892455,1.36529725,0.00000000
-5.65182591,3.70626006,1.22239664,0.01313651,1.70417784,1.40528368,1.34806184,0.00000000
-5.64582291,3.67073580,1.21376799,0.01303487,1.70554278,1.38986020,1.33003731,0.00000000
-5.63981991,3.63223438,1.20368524,0.01291729,1.70674201,1.37289023,1.31145202,0.00000000
-5.63381691,3.59154990,1.19244581,0.01278844,1.70810034,1.35464600,1.29256335,0.00000000
-5.62781391,3.54954909,1.18037653,0.01265334,1.70998628,1.33542446,1.27364635,0.00000000
-5.62181091,3.50713580,1.16782101,0.01251719,1.71279275,1.31553550,1.25498206,0.00000000
-5.61580790,3.46521426,1.15512610,0.01238525,1.71691538,1.29529032,1.23684613,0.00000000
-5.60980490,3.42465288,1.14262806,0.01226259,1.72272934,1.27499068,1.21949837,0.00000000
-5.60380190,3.38625035,1.13063887,0.01215397,1.73056596,1.25491955,1.20317383,0.00000000
-5.59779890,3.35070555,1.11943339,0.01206362,1.74069025,1.23533355,1.18807583,0.00000000
-5.59179590,3.31859282,1.10923806,0.01199512,1.75328075,1.21645752,1.17437125,0.00000000
-5.58579290,3.29034371,1.10022144,0.01195128,1.76841276,1.19848140,1.16218822,0.00000000
-5.57978989,3.26623588,1.09248745,0.01193399,1.78604602,1.18155941,1.15161626,0.00000000
-5.57378689,3.24638972,1.08607134,0.01194423,1.80601779,1.16581139,1.14270860,0.00000000
-5.56778389,3.23077254,1.08093880,0.01198197,1.82804171,1.15132603,1.13548647,0.00000000
-5.56178089,3.21920995,1.07698834,0.01204624,1.85171291,1.13816563,1.12994486,0.00000000
-5.55577789,3.21140357,1.07405662,0.01213516,1.87651908,1.12637193,1.12605934,0.00000000
-5.54977489,3.20695395,1.07192674,0.01224604,1.90185719,1.11597249,1.12379329,0.00000000
-5.54377189,3.20538728,1.07033883,0.01237549,1.92705511,1.10698706,1.12310511,0.00000000
-5.53776888,3.20618426,1.06900260,0.01251957,1.95139703,1.09943361,1.12395471,0.00000000
-5.53176588,3.20880950,1.06761103,0.01267395,1.97415149,1.09333329,1.12630900,0.00000000
-5.52576288,3.21273984,1.06585464,0.01283408,1.99460064,1.08871429,1.13014591,0.00000000
-5.51975988,3.21749003,1.06343550,0.01299536,2.01206906,1.08561405,1.13545669,0.00000000
-5.51375688,3.22263448,1.06008040,0.01315331,2.02595107,1.08407993,1.14224633,0.00000000
-5.50775388,3.22782410,1.05555245,0.01330369,2.03573475,1.08416806,1.15053215,0.00000000
-5.50175088,3.23279749,1.04966072,0.01344269,2.04102185,1.08594069,1.16034065,0.00000000
-5.49574787,3.23738627,1.04226733,0.01356695,2.04154255,1.08946213,1.17170284,0.00000000
-5.48974487,3.24151454,1.03329204,0.01367369,2.03716447,1.09479361,1.18464844,0.00000000
-5.48374187,3.24519288,1.02271399,0.01376074,2.02789570,1.10198740,1.19919927,0.00000000
-5.47773887,3.24850779,1.01057085,0.01382656,2.01388185,1.11108066,1.21536250,0.00000000
-5.47173587,3.25160738,0.99695553,0.01387020,1.99539761,1.12208944,1.23312392,0.00000000
-5.46573287,3.25468467,0.98201081,0.01389133,1.97283340,1.13500328,1.25244211,0.00000000
-5.45972986,3.25795965,0.96592235,0.01389014,1.94667799,1.14978071,1.27324356,0.00000000
-5.45372686,3.26166158,0.94891053,0.01386728,1.91749828,1.16634625,1.29541950,0.00000000
-5.44772386,3.26601252,0.93122166,0.01382384,1.88591729,1.18458883,1.31882437,0.00000000
-5.44172086,3.27121344,0.91311911,0.01376122,1.85259161,1.20436211,1.34327643,0.00000000
-5.43571786,3.27743355,0.89487475,0.01368112,1.81818936,1.22548668,1.36856039,0.00000000
-5.42971486,3.28480352,0.87676107,0.01358545,1.78336979,1.24775399,1.39443216,0.00000000
-5.42371186,3.29341293,0.85904443,0.01347627,1.74876531,1.27093204,1.42062537,0.00000000
-5.41770885,3.30331176,0.84197939,0.01335580,1.71496648,1.29477257,1.44685970,0.00000000
-5.41170585,3.31451586,0.82580446,0.01322633,1.68251056,1.31901937,1.47285025,0.00000000
-5.40570285,3.32701557,0.81073904,0.01309026,1.65187363,1.34341730,1.49831799,0.00000000
-5.39969985,3.34078681,0.79698164,0.01295007,1.62346626,1.36772173,1.52300032,0.00000000
-5.39369685,3.35580372,0.78470899,0.01280830,1.59763249,1.39170785,1.54666161,0.00000000
-5.38769385,3.37205164,0.77407604,0.01266759,1.57465161,1.41517933,1.56910297,0.00000000
-5.38169085,3.38953959,0.76521641,0.01253064,1.55474227,1.43797605,1.59017085,0.00000000
-5.37568784,3.40831103,0.75824316,0.01240024,1.53806821,1.45998035,1.60976407,0.00000000
-5.36968484,3.42845213,0.75324952,0.01227922,1.52474494,1.48112160,1.62783875,0.00000000
-5.36368184,3.45009680,0.75030953,0.01217048,1.51484675,1.50137876,1.64441114,0.00000000
-5.35767884,3.47342793,0.74947835,0.01207692,1.50841352,1.52078081,1.65955788,0.00000000
-5.35167584,3.49867470,0.75079209,0.01200140,1.50545660,1.53940500,1.67341389,0.00000000
-5.34567284,3.52610581,0.75426734,0.01194671,1.50596373,1.55737294,1.68616774,0.00000000
-5.33966983,3.55601887,0.75990024,0.01191549,1.50990240,1.57484467,1.69805484,0.00000000
-5.33366683,3.58872657,0.76766521,0.01191014,1.51722181,1.59201094,1.70934854,0.00000000
-5.32766383,3.62454006,0.77751368,0.01193278,1.52785329,1.60908405,1.72034961,0.00000000
-5.32166083,3.66375043,0.78937262,0.01198513,1.54170934,1.62628748,1.73137444,0.00000000
-5.31565783,3.70660924,0.80314342,0.01206847,1.55868167,1.64384485,1.74274235,0.00000000
-5.30965483,3.75330886,0.81870097,0.01218356,1.57863825,1.66196855,1.75476263,0.00000000
-5.30365183,3.80396373,0.83589331,0.01233054,1.60142011,1.68084851,1.76772163,0.00000000
-5.29764882,3.85859331,0.85454186,0.01250893,1.62683794,1.70064148,1.78187042,0.00000000
-5.29164582,3.91710752,0.87444233,0.01271759,1.65466903,1.72146126,1.79741342,0.00000000
-5.28564282,3.97929541,0.89536634,0.01295468,1.68465493,1.74337029,1.81449845,0.00000000
-5.27963982,4.04481752,0.91706379,0.01321769,1.71649993,1.76637272,1.83320845,0.00000000
-5.27363682,4.11320234,0.93926592,0.01350347,1.74987092,1.79040951,1.85355514,0.00000000
-5.26763382,4.18384724,0.96168888,0.01380827,1.78439847,1.81535550,1.87547491,0.00000000
-5.26163082,4.25602375,0.98403794,0.01412781,1.81967944,1.84101879,1.89882703,0.00000000
-5.25562781,4.32888737,1.00601197,0.01445737,1.85528117,1.86714242,1.92339432,0.00000000
-5.24962481,4.40149168,1.02730831,0.01479188,1.89074703,1.89340844,1.94888621,0.00000000
-5.24362181,4.47280648,1.04762773,0.01512605,1.92560346,1.91944432,1.97494437,0.00000000
-5.23761881,4.54173963,1.06667954,0.01545451,1.95936826,1.94483157,2.00115063,0.00000000
-5.23161581,4.60716221,1.08418659,0.01577189,1.99155988,1.96911658,2.02703715,0.00000000
-5.22561281,4.66793628,1.09989036,0.01607300,2.02170772,1.99182320,2.05209873,0.00000000
-5.21960980,4.72294494,1.11355571,0.01635294,2.04936291,2.01246699,2.07580683,0.00000000
-5.21360680,4.77112362,1.12497565,0.01660722,2.07410964,2.03057073,2.09762515,0.00000000
-5.20760380,4.81149214,1.13397573,0.01683192,2.09557642,2.04568071,2.11702630,0.00000000
-5.20160080,4.84318645,1.14041820,0.01702375,2.11344729,2.05738327,2.13350920,0.00000000
-5.19559780,4.86548918,1.14420586,0.01718016,2.12747239,2.06532126,2.14661654,0.00000000
-5.18959480,4.87785794,1.14528534,0.01729944,2.13747781,2.06920953,2.15595199,0.00000000
-5.18359180,4.87995034,1.14364993,0.01738077,2.14337409,2.06884908,2.16119628,0.00000000
-5.17758879,4.87164458,1.13934165,0.01742426,2.14516321,2.06413904,2.16212170,0.00000000
-5.17158579,4.85305454,1.13245241,0.01743095,2.14294365,2.05508606,2.15860437,0.00000000
-5.16558279,4.82453839,1.12312425,0.01740285,2.13691295,2.04181039,2.15063348,0.00000000
-5.15957979,4.78669977,1.11154824,0.01734288,2.12736773,2.02454830,2.13831722,0.00000000
-5.15357679,4.74038102,1.09796209,0.01725479,2.11470051,2.00365033,2.12188465,0.00000000
-5.14757379,4.68664768,1.08264628,0.01714315,2.09939332,1.97957533,2.10168332,0.00000000
-5.14157079,4.62676456,1.06591854,0.01701314,2.08200782,1.95288003,2.07817232,0.00000000
-5.13556778,4.56216316,1.04812685,0.01687049,2.06317189,1.92420444,2.05191085,0.00000000
-5.12956478,4.49440142,1.02964088,0.01672127,2.04356283,1.89425332,2.02354232,0.00000000
-5.12356178,4.42511655,1.01084208,0.01657172,2.02388738,1.86377421,1.99377452,0.00000000
-5.11755878,4.35597258,0.99211273,0.01642807,2.00485912,1.83353280,1.96335630,0.00000000
-5.11155578,4.28860419,0.97382416,0.01629629,1.98717379,1.80428657,1.93305168,0.00000000
-5.10555278,4.22455919,0.95632474,0.01618189,1.97148341,1.77675760,1.90361230,0.00000000
-5.09954977,4.16524183,0.93992793,0.01608972,1.95837020,1.75160570,1.87574927,0.00000000
-5.09354677,4.11185945,0.92490114,0.01602378,1.94832143,1.72940315,1.85010576,0.00000000
-5.08754377,4.06537497,0.91145575,0.01598699,1.94170623,1.71061204,1.82723142,0.00000000
-5.08154077,4.02646762,0.89973893,0.01598113,1.93875585,1.69556544,1.80755997,0.00000000
-5.07553777,3.99550398,0.88982775,0.01600667,1.93954823,1.68445318,1.79139099,0.00000000
-5.06953477,3.97252096,0.88172582,0.01606276,1.94399807,1.67731326,1.77887698,0.00000000
-5.06353177,3.95722210,0.87536298,0.01614719,1.95185318,1.67402918,1.77001623,0.00000000
-5.05752876,3.94898765,0.87059787,0.01625649,1.96269763,1.67433360,1.76465235,0.00000000
-5.05152576,3.94689844,0.86722371,0.01638600,1.97596200,1.67781828,1.76248018,0.00000000
-5.04552276,3.94977274,0.86497673,0.01653007,1.99094057,1.68394994,1.76305832,0.00000000
-5.03951976,3.95621472,0.86354727,0.01668226,2.00681500,1.69209139,1.76582767,0.00000000
-5.03351676,3.96467248,0.86259284,0.01683562,2.02268363,1.70152713,1.77013503,0.00000000
-5.02751376,3.97350309,0.86175252,0.01698293,2.03759520,1.71149215,1.77526104,0.00000000
-5.02151076,3.98104151,0.86066227,0.01711707,2.05058562,1.72120279,1.78045091,0.00000000
-5.01550775,3.98567048,0.85897002,0.01723129,2.06071603,1.72988809,1.78494656,0.00000000
-5.00950475,3.98588788,0.85635020,0.01731951,2.06711042,1.73682035,1.78801876,0.00000000
-5.00350175,3.98036838,0.85251664,0.01737663,2.06899107,1.74134344,1.78899761,0.00000000
-4.99749875,3.96801680,0.84723352,0.01739872,2.06570998,1.74289756,1.78730011,0.00000000
-4.99149575,3.94801041,0.84032365,0.01738323,2.05677501,1.74103947,1.78245331,0.00000000
-4.98549275,3.91982862,0.83167385,0.01732913,2.04186933,1.73545728,1.77411232,0.00000000
-4.97948974,3.88326883,0.82123724,0.01723691,2.02086335,1.72597929,1.76207218,0.00000000
-4.97348674,3.83844799,0.80903232,0.01710863,1.99381879,1.71257671,1.74627336,0.00000000
-4.96748374,3.78579045,0.79513923,0.01694780,1.96098476,1.69536020,1.72680068,0.00000000
-4.96148074,3.72600285,0.77969327,0.01675924,1.92278622,1.67457088,1.70387606,0.00000000
-4.95547774,3.66003811,0.76287642,0.01654887,1.87980573,1.65056622,1.67784560,0.00000000
-4.94947474,3.58905051,0.74490722,0.01632349,1.83275955,1.62380197,1.64916182,0.00000000
-4.94347174,3.51434467,0.72602978,0.01609045,1.78246938,1.59481099,1.61836228,0.00000000
-4.93746873,3.43732106,0.70650250,0.01585740,1.72983153,1.56418038,1.58604559,0.00000000
-4.93146573,3.35942107,0.68658732,0.01563192,1.67578489,1.53252790,1.55284632,0.00000000
-4.92546273,3.28207440,0.66653978,0.01542130,1.62127946,1.50047911,1.51940993,0.00000000
-4.91945973,3.20665101,0.64660070,0.01523220,1.56724684,1.46864604,1.48636902,0.00000000
-4.91345673,3.13441996,0.62698957,0.01507045,1.51457395,1.43760849,1.45432200,0.00000000
-4.90745373,3.06651646,0.60790009,0.01494085,1.46408100,1.40789857,1.42381490,0.00000000
-4.90145073,3.00391816,0.58949776,0.01484707,1.41650429,1.37998901,1.39532720,0.00000000
-4.89544772,2.94743116,0.57191950,0.01479151,1.37248437,1.35428535,1.36926190,0.00000000
-4.88944472,2.89768524,0.55527519,0.01477536,1.33255932,1.33112214,1.34593995,0.00000000
-4.88344172,2.85513790,0.53965059,0.01479857,1.29716312,1.31076277,1.32559912,0.00000000
-4.87743872,2.82008573,0.52511151,0.01485999,1.26662831,1.29340256,1.30839670,0.00000000
-4.87143572,2.79268184,0.51170855,0.01495749,1.24119240,1.27917451,1.29441575,0.00000000
-4.86543272,2.77295736,0.49948203,0.01508811,1.22100698,1.26815703,1.28367410,0.00000000
-4.85942971,2.76084535,0.48846670,0.01524830,1.20614866,1.26038291,1.27613535,0.00000000
