energy_ev,total_up,Nb_p_up,Nb_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-5.60380190,1.92002699,0.73320546,0.77750225,0.32732761,0.00143712,1.07488164,0.00000000
-5.59779890,1.86219149,0.73985897,0.74700428,0.32624579,0.00137976,1.03312913,0.00000000
-5.59179590,1.81555961,0.75065904,0.72180238,0.32669614,0.00132900,0.99825424,0.00000000
-5.58579290,1.78064915,0.76555156,0.70214987,0.32868756,0.00128566,0.97060988,0.00000000
-5.57978989,1.75765921,0.78434160,0.68817138,0.33217376,0.00125030,0.95037098,0.00000000
-5.57378689,1.74647284,0.80669622,0.67986311,0.33705515,0.00122326,0.93753501,0.00000000
-5.56778389,1.74667123,0.83215265,0.67709741,0.34318306,0.00120461,0.93192848,0.00000000
-5.56178089,1.75755892,0.86013177,0.67963110,0.35036621,0.00119419,0.93321917,0.00000000
-5.55577789,1.77819931,0.88995656,0.68711762,0.35837914,0.00119165,0.94093376,0.00000000
-5.54977489,1.80745902,0.92087487,0.69912247,0.36697234,0.00119644,0.95448022,0.00000000
-5.54377189,1.84405945,0.95208585,0.71514132,0.37588358,0.00120786,0.97317419,0.00000000
-5.53776888,1.88663337,0.98276877,0.73462029,0.38484996,0.00122512,0.99626830,0.00000000
-5.53176588,1.93378435,1.01211345,0.75697737,0.39362023,0.00124732,1.02298333,0.00000000
-5.52576288,1.98414631,1.03935076,0.78162434,0.40196660,0.00127358,1.05253990,0.00000000
-5.51975988,2.03644072,1.06378214,0.80798814,0.40969567,0.00130301,1.08418940,0.00000000
-5.51375688,2.08952889,1.08480667,0.83553081,0.41665787,0.00133479,1.11724283,0.00000000
-5.50775388,2.14245692,1.10194473,0.86376714,0.42275490,0.00136818,1.15109626,0.00000000
-5.50175088,2.19449117,1.11485703,0.89227917,0.42794485,0.00140258,1.18525168,0.00000000
-5.49574787,2.24514255,1.12335819,0.92072690,0.43224460,0.00143750,1.21933240,0.00000000
-5.48974487,2.29417838,1.12742434,0.94885478,0.43572953,0.00147264,1.25309199,0.00000000
-5.48374187,2.34162102,1.12719416,0.97649348,0.43853025,0.00150786,1.28641640,0.00000000
-5.47773887,2.38773322,1.12296351,1.00355694,0.44082665,0.00154316,1.31931903,0.00000000
-5.47173587,2.43299072,1.11517365,1.03003492,0.44283944,0.00157871,1.35192884,0.00000000
-5.46573287,2.47804314,1.10439361,1.05598125,0.44481948,0.00161479,1.38447200,0.00000000
-5.45972986,2.52366496,1.09129742,1.08149854,0.44703537,0.00165179,1.41724781,0.00000000
-5.45372686,2.57069876,1.07663710,1.10672004,0.44976000,0.00169013,1.45060016,0.00000000
-5.44772386,2.61999343,1.06121250,1.13178965,0.45325636,0.00173029,1.48488563,0.00000000
-5.44172086,2.67234019,1.04583932,1.15684128,0.45776352,0.00177271,1.52044008,0.00000000
-5.43571786,2.72840968,1.03131641,1.18197844,0.46348329,0.00181778,1.55754516,0.00000000
-5.42971486,2.78869308,1.01839384,1.20725548,0.47056817,0.00186576,1.59639664,0.00000000
-5.42371186,2.85345040,1.00774286,1.23266140,0.47911119,0.00191679,1.63707620,0.00000000
-5.41770885,2.92266845,0.99992891,1.25810717,0.48913808,0.00197084,1.67952817,0.00000000
-5.41170585,2.99603099,0.99538881,1.28341736,0.50060221,0.00202767,1.72354266,0.00000000
-5.40570285,3.07290255,0.99441282,1.30832672,0.51338243,0.00208685,1.76874601,0.00000000
-5.39969985,3.15232725,0.99713241,1.33248175,0.52728417,0.00214770,1.81459939,0.00000000
-5.39369685,3.23304284,1.00351393,1.35544759,0.54204353,0.00220937,1.86040573,0.00000000
-5.38769385,3.31350975,1.01335868,1.37671963,0.55733445,0.00227080,1.90532497,0.00000000
-5.38169085,3.39195416,1.02630908,1.39573972,0.57277858,0.00233077,1.94839700,0.00000000
-5.37568784,3.46642338,1.04186087,1.41191583,0.58795751,0.00238793,1.98857162,0.00000000
-5.36968484,3.53485122,1.05938083,1.42464454,0.60242681,0.00244084,2.02474394,0.00000000
-5.36368184,3.59513076,1.07812930,1.43333519,0.61573148,0.00248804,2.05579396,0.00000000
-5.35767884,3.64519139,1.09728676,1.43743453,0.62742199,0.00252810,2.08062854,0.00000000
-5.35167584,3.68307680,1.11598343,1.43645076,0.63707041,0.00255964,2.09822377,0.00000000
-5.34567284,3.70702072,1.13333082,1.42997590,0.64428591,0.00258143,2.10766614,0.00000000
-5.33966983,3.71551724,1.14845415,1.41770537,0.64872912,0.00259244,2.10819039,0.00000000
-5.33366683,3.70738276,1.16052428,1.39945419,0.65012460,0.00259186,2.09921278,0.00000000
-5.32766383,3.68180727,1.16878823,1.37516886,0.64827121,0.00257917,2.08035808,0.00000000
-5.32166083,3.63839286,1.17259706,1.34493470,0.64304983,0.00255414,2.05147954,0.00000000
-5.31565783,3.57717836,1.17143012,1.30897851,0.63442820,0.00251691,2.01267080,0.00000000
-5.30965483,3.49864933,1.16491496,1.26766635,0.62246293,0.00246795,1.96426984,0.00000000
-5.30365183,3.40373354,1.15284220,1.22149699,0.60729848,0.00240809,1.90685466,0.00000000
-5.29764882,3.29378262,1.13517489,1.17109132,0.58916342,0.00233850,1.84123148,0.00000000
-5.29164582,3.17054115,1.11205232,1.11717842,0.56836417,0.00226070,1.76841608,0.00000000
-5.28564282,3.03610501,1.08378817,1.06057896,0.54527658,0.00217653,1.68960934,0.00000000
-5.27963982,2.89287100,1.05086336,1.00218680,0.52033583,0.00208811,1.60616828,0.00000000
-5.27363682,2.74348023,1.01391404,0.94294951,0.49402499,0.00199781,1.51957406,0.00000000
-5.26763382,2.59075751,0.97371531,0.88384869,0.46686293,0.00190822,1.43139803,0.00000000
-5.26163082,2.43764928,0.93116151,0.82588061,0.43939185,0.00182210,1.34326755,0.00000000
-5.25562781,2.28716194,0.88724376,0.77003797,0.41216505,0.00174235,1.25683240,0.00000000
-5.24962481,2.14230258,0.84302581,0.71729300,0.38573509,0.00167197,1.17373302,0.00000000
-5.24362181,2.00602336,0.79961871,0.66858224,0.36064293,0.00161398,1.09557113,0.00000000
-5.23761881,1.88117050,0.75815543,0.62479318,0.33740791,0.00157143,1.02388329,0.00000000
-5.23161581,1.77043837,0.71976568,0.58675260,0.31651899,0.00154729,0.96011759,0.00000000
-5.22561281,1.67632862,0.68555178,0.55521655,0.29842709,0.00154448,0.90561333,0.00000000
-5.21960980,1.60111416,0.65656577,0.53086165,0.28353850,0.00156574,0.86158342,0.00000000
-5.21360680,1.54680731,0.63378810,0.51427741,0.27220939,0.00161363,0.82909919,0.00000000
-5.20760380,1.51513147,0.61810807,0.50595928,0.26474116,0.00169046,0.80907693,0.00000000
-5.20160080,1.50749555,0.61030602,0.50630213,0.26137647,0.00179823,0.80226579,0.00000000
-5.19559780,1.52497061,0.61103746,0.51559393,0.26229605,0.00193856,0.80923648,0.00000000
-5.18959480,1.56826836,0.62081895,0.53400967,0.26761587,0.00211265,0.83037065,0.00000000
-5.18359180,1.63772146,0.64001607,0.56160539,0.27738494,0.00232118,0.86585062,0.00000000
-5.17758879,1.73326613,0.66883338,0.59831266,0.29158361,0.00256429,0.91564985,0.00000000
-5.17158579,1.85442778,0.70730676,0.64393390,0.31012251,0.00284148,0.97952439,0.00000000
-5.16558279,2.00031087,0.75529834,0.69813893,0.33284231,0.00315158,1.05700607,0.00000000
-5.15957979,2.16959464,0.81249448,0.76046338,0.35951450,0.00349274,1.14739815,0.00000000
-5.15357679,2.36053614,0.87840719,0.83030970,0.38984341,0.00386236,1.24977454,0.00000000
-5.14757379,2.57098264,0.95237951,0.90695123,0.42346976,0.00425709,1.36298363,0.00000000
-5.14157079,2.79839472,1.03359524,0.98954014,0.45997583,0.00467290,1.48565768,0.00000000
-5.13556778,3.03988152,1.12109328,1.07711944,0.49889260,0.00510508,1.61622869,0.00000000
-5.12956478,3.29224881,1.21378690,1.16863945,0.53970864,0.00554829,1.75295136,0.00000000
-5.12356178,3.55205995,1.31048759,1.26297862,0.58188098,0.00599674,1.89393337,0.00000000
-5.11755878,3.81570910,1.40993344,1.35896849,0.62484748,0.00644423,2.03717288,0.00000000
-5.11155578,4.07950504,1.51082117,1.45542203,0.66804062,0.00688433,2.18060252,0.00000000
-5.10555278,4.33976310,1.61184093,1.55116455,0.71090201,0.00731056,2.32213879,0.00000000
-5.09954977,4.59290212,1.71171271,1.64506590,0.75289728,0.00771653,2.45973524,0.00000000
-5.09354677,4.83554222,1.80922263,1.73607249,0.79353038,0.00809617,2.59143735,0.00000000
-5.08754377,5.06459925,1.90325776,1.82323776,0.83235687,0.00844385,2.71543679,0.00000000
-5.08154077,5.27737110,1.99283743,1.90574909,0.86899528,0.00875460,2.83012260,0.00000000
-5.07553777,5.47161151,2.07713954,1.98294997,0.90313590,0.00902424,2.93412652,0.00000000
-5.06953477,5.64558705,2.15552023,2.05435575,0.93454654,0.00924952,3.02636023,0.00000000
-5.06353177,5.79811405,2.22752574,2.11966202,0.96307471,0.00942817,3.10604232,0.00000000
-5.05752876,5.92857285,2.29289540,2.17874470,0.98864610,0.00955903,3.17271326,0.00000000
-5.05152576,6.03689836,2.35155571,2.23165174,1.01125935,0.00964198,3.22623755,0.00000000
-5.04552276,6.12354680,2.40360531,2.27858660,1.03097731,0.00967797,3.26679242,0.00000000
-5.03951976,6.18944039,2.44929182,2.31988411,1.04791528,0.00966891,3.29484389,0.00000000
-5.03351676,6.23589278,2.48898176,2.35598021,1.06222702,0.00961760,3.31111102,0.00000000
-5.02751376,6.26451949,2.52312532,2.38737706,1.07408915,0.00952757,3.31652065,0.00000000
-5.02151076,6.27713842,2.55221813,2.41460573,1.08368521,0.00940292,3.31215479,0.00000000
-5.01550775,6.27566632,2.57676258,2.43818853,1.09119016,0.00924815,3.29919401,0.00000000
-5.00950475,6.26201744,2.59723113,2.45860365,1.09675652,0.00906797,3.27885986,0.00000000
-5.00350175,6.23801040,2.61403410,2.47625410,1.10050293,0.00886713,3.25235968,0.00000000
-4.99749875,6.20528879,2.62749426,2.49144321,1.10250606,0.00865021,3.22083707,0.00000000
-4.99149575,6.16526039,2.63782999,2.50435829,1.10279632,0.00842157,3.18533071,0.00000000
-4.98549275,6.11905827,2.64514833,2.51506373,1.10135776,0.00818512,3.14674383,0.00000000
-4.97948974,6.06752608,2.64944861,2.52350397,1.09813216,0.00794433,3.10582579,0.00000000
-4.97348674,6.01122769,2.65063650,2.52951655,1.09302707,0.00770212,3.06316662,0.00000000
-4.96748374,5.95048037,2.64854789,2.53285432,1.08592735,0.00746086,3.01920417,0.00000000
-4.96148074,5.88540841,2.64298093,2.53321561,1.07670933,0.00722244,2.97424316,0.00000000
-4.95547774,5.81601336,2.63373436,2.53028040,1.06525683,0.00698824,2.92848410,0.00000000
-4.94947474,5.74225556,2.62064947,2.52375041,1.05147782,0.00675929,2.88205992,0.00000000
-4.94347174,5.66414102,2.60365297,2.51339018,1.03532068,0.00653630,2.83507725,0.00000000
-4.93746873,5.58180737,2.58279763,2.49906677,1.01678903,0.00631981,2.78765924,0.00000000
-4.93146573,5.49560265,2.55829797,2.48078523,0.99595402,0.00611030,2.73998669,0.00000000
-4.92546273,5.40615108,2.53055820,2.45871741,0.97296329,0.00590827,2.69233439,0.00000000
-4.91945973,5.31440091,2.50019010,2.43322209,0.94804593,0.00571432,2.64509979,0.00000000
-4.91345673,5.22165058,2.46801932,2.40485492,0.92151307,0.00552929,2.59882198,0.00000000
-4.90745373,5.12955067,2.43507891,2.37436696,0.89375394,0.00535426,2.55418910,0.00000000
-4.90145073,5.04008063,2.40258974,2.34269179,0.86522748,0.00519056,2.51203361,0.00000000
-4.89544772,4.95550110,2.37192840,2.31092138,0.83644988,0.00503984,2.47331519,0.00000000
-4.88944472,4.87828370,2.34458363,2.28027168,0.80797868,0.00490395,2.43909208,0.00000000
-4.88344172,4.81102180,2.32210312,2.25203968,0.78039409,0.00478497,2.41048227,0.00000000
-4.87743872,4.75632674,2.30603308,2.22755384,0.75427856,0.00468508,2.38861669,0.00000000
-4.87143572,4.71671502,2.29785335,2.20812042,0.73019545,0.00460647,2.37458687,0.00000000
-4.86543272,4.69449215,2.29891126,2.19496827,0.70866785,0.00455127,2.36939011,0.00000000
-4.85942971,4.69163932,2.31035729,2.18919488,0.69015852,0.00452141,2.37387512,0.00000000
-4.85342671,4.70970878,2.33308575,2.19171631,0.67505191,0.00451851,2.38869110,0.00000000
-4.84742371,4.74973333,2.36768341,2.20322330,0.66363890,0.00454379,2.41424330,0.00000000
-4.84142071,4.81215450,2.41438870,2.22414582,0.65610508,0.00459796,2.45065734,0.00000000
-4.83541771,4.89677320,2.47306353,2.25462752,0.65252290,0.00468116,2.49775433,0.00000000
-4.82941471,5.00272525,2.54317917,2.29451133,0.65284811,0.00479288,2.55503831,0.00000000
-4.82341171,5.12848316,2.62381734,2.34333669,0.65692046,0.00493198,2.62169654,0.00000000
-4.81740870,5.27188406,2.71368630,2.40034848,0.66446878,0.00509661,2.69661307,0.00000000
-4.81140570,5.43018262,2.81115187,2.46451716,0.67512003,0.00528429,2.77839462,0.00000000
-4.80540270,5.60012670,2.91428188,2.53456901,0.68841205,0.00549193,2.86540800,0.00000000
-4.79939970,5.77805220,3.02090259,2.60902517,0.70380940,0.00571592,2.95582699,0.00000000
-4.79339670,5.95999316,3.12866465,2.68624770,0.72072179,0.00595218,3.04768690,0.00000000
-4.78739370,6.14180255,3.23511604,2.76449063,0.73852423,0.00619630,3.13894413,0.00000000
-4.78139070,6.31927852,3.33777918,2.84195400,0.75657836,0.00644367,3.22753823,0.00000000
-4.77538769,6.48829139,3.43422894,2.91683873,0.77425391,0.00668959,3.31145387,0.00000000
-4.76938469,6.64490624,3.52216878,2.98740016,0.79094978,0.00692939,3.38878015,0.00000000
-4.76338169,6.78549679,3.59950187,3.05199861,0.80611382,0.00715859,3.45776498,0.00000000
-4.75737869,6.90684656,3.66439476,3.10914505,0.81926075,0.00737302,3.51686254,0.00000000
-4.75137569,7.00623386,3.71533119,3.15754058,0.82998740,0.00756892,3.56477225,0.00000000
-4.74537269,7.08149845,3.75115420,3.19610864,0.83798509,0.00774302,3.60046813,0.00000000
-4.73936968,7.13108782,3.77109544,3.22401917,0.84304841,0.00789268,3.62321795,0.00000000
-4.73336668,7.15408261,3.77479059,3.24070421,0.84508028,0.00801585,3.63259182,0.00000000
-4.72736368,7.15020086,3.76228101,3.24586497,0.84409321,0.00811120,3.62846078,0.00000000
-4.72136068,7.11978218,3.73400178,3.23947036,0.84020657,0.00817806,3.61098574,0.00000000
-4.71535768,7.06375292,3.69075703,3.22174756,0.83364012,0.00821643,3.58059808,0.00000000
-4.70935468,6.98357473,3.63368383,3.19316519,0.82470400,0.00822695,3.53797292,0.00000000
-4.70335168,6.88117866,3.56420638,3.15440997,0.81378552,0.00821082,3.48399675,0.00000000
-4.69734867,6.75888786,3.48398235,3.10635796,0.80133332,0.00816976,3.41973079,0.00000000
-4.69134567,6.61933185,3.39484353,3.05004135,0.78783937,0.00810588,3.34637185,0.00000000
-4.68534267,6.46535552,3.29873321,2.98661218,0.77381946,0.00802163,3.26521208,0.00000000
-4.67933967,6.29992618,3.19764230,2.91730415,0.75979299,0.00791964,3.17759922,0.00000000
-4.67333667,6.12604161,3.09354673,2.84339392,0.74626267,0.00780267,3.08489868,0.00000000
-4.66733367,5.94664228,2.98834800,2.76616312,0.73369494,0.00767348,2.98845842,0.00000000
-4.66133067,5.76453034,2.88381907,2.68686228,0.72250190,0.00753474,2.88957794,0.00000000
-4.65532766,5.58229796,2.78155699,2.60667795,0.71302531,0.00738893,2.78948176,0.00000000
-4.64932466,5.40226700,2.68294402,2.52670404,0.70552342,0.00723830,2.68929825,0.00000000
-4.64332166,5.22644181,2.58911813,2.44791814,0.70016113,0.00708477,2.59004397,0.00000000
-4.63731866,5.05647635,2.50095375,2.37116384,0.69700395,0.00692991,2.49261371,0.00000000
-4.63131566,4.89365634,2.41905318,2.29713922,0.69601592,0.00677492,2.39777623,0.00000000
-4.62531266,4.73889668,2.34374878,2.22639208,0.69706190,0.00662062,2.30617525,0.00000000
-4.61930965,4.59275390,2.27511545,2.15932170,0.69991392,0.00646745,2.21833557,0.00000000
-4.61330665,4.45545251,2.21299292,2.09618692,0.70426160,0.00631550,2.13467341,0.00000000
-4.60730365,4.32692405,2.15701670,2.03712012,0.70972625,0.00616456,2.05551057,0.00000000
-4.60130065,4.20685681,2.10665635,1.98214605,0.71587802,0.00601418,1.98109124,0.00000000
-4.59529765,4.09475387,2.06125948,1.93120466,0.72225554,0.00586374,1.91160081,0.00000000
-4.58929465,3.98999665,2.02009963,1.88417666,0.72838725,0.00571250,1.84718553,0.00000000
-4.58329165,3.89191119,1.98242586,1.84091036,0.73381345,0.00555969,1.78797197,0.00000000
-4.57728864,3.79983380,1.94751222,1.80124855,0.73810819,0.00540460,1.73408542,0.00000000
-4.57128564,3.71317319,1.91470471,1.76505371,0.74090003,0.00524665,1.68566605,0.00000000
-4.56528264,3.63146607,1.88346387,1.73223054,0.74189073,0.00508545,1.64288215,0.00000000
-4.55927964,3.55442357,1.85340108,1.70274431,0.74087105,0.00492086,1.60593961,0.00000000
-4.55327664,3.48196630,1.82430696,1.67663431,0.73773289,0.00475306,1.57508715,0.00000000
-4.54727364,3.41424640,1.79617067,1.65402151,0.73247716,0.00458256,1.55061689,0.00000000
-4.54127064,3.35165554,1.76918904,1.63511017,0.72521708,0.00441023,1.53286022,0.00000000
-4.53526763,3.29481849,1.74376537,1.62018331,0.71617658,0.00423728,1.52217905,0.00000000
-4.52926463,3.24457273,1.72049751,1.60959223,0.70568385,0.00406527,1.51895280,0.00000000
-4.52326163,3.20193499,1.70015614,1.60374086,0.69416035,0.00389608,1.52356181,0.00000000
-4.51725863,3.16805655,1.68365370,1.60306567,0.68210554,0.00373182,1.53636783,0.00000000
-4.51125563,3.14416931,1.67200566,1.60801222,0.67007802,0.00357481,1.55769268,0.00000000
-4.50525263,3.13152546,1.66628561,1.61900980,0.65867389,0.00342749,1.58779609,0.00000000
-4.49924962,3.13133358,1.66757609,1.63644519,0.64850307,0.00329233,1.62685381,0.00000000
-4.49324662,3.14469413,1.67691752,1.66063731,0.64016462,0.00317176,1.67493724,0.00000000
-4.48724362,3.17253755,1.69525721,1.69181365,0.63422214,0.00306807,1.73199558,0.00000000
-4.48124062,3.21556787,1.72340102,1.73008996,0.63118014,0.00298332,1.79784138,0.00000000
-4.47523762,3.27421431,1.76196967,1.77545410,0.63146237,0.00291928,1.87214057,0.00000000
-4.46923462,3.34859328,1.81136187,1.82775481,0.63539312,0.00287734,1.95440730,0.00000000
-4.46323162,3.43848258,1.87172596,1.88669591,0.64318221,0.00285844,2.04400422,0.00000000
-4.45722861,3.54330894,1.94294168,1.95183637,0.65491430,0.00286308,2.14014822,0.00000000
-4.45122561,3.66214966,2.02461301,2.02259599,0.67054312,0.00289121,2.24192171,0.00000000
-4.44522261,3.79374841,2.11607268,2.09826679,0.68989084,0.00294227,2.34828910,0.00000000
-4.43921961,3.93654481,2.21639874,2.17802929,0.71265270,0.00301522,2.45811800,0.00000000
-4.43321661,4.08871659,2.32444243,2.26097340,0.73840690,0.00310848,2.57020447,0.00000000
-4.42721361,4.24823297,2.43886688,2.34612290,0.76662925,0.00322005,2.68330159,0.00000000
-4.42121061,4.41291720,2.55819489,2.43246268,0.79671224,0.00334755,2.79615034,0.00000000
-4.41520760,4.58051601,2.68086429,2.51896782,0.82798775,0.00348824,2.90751193,0.00000000
-4.40920460,4.74877329,2.80528843,2.60463347,0.85975246,0.00363916,3.01620047,0.00000000
-4.40320160,4.91550537,2.92991936,2.68850455,0.89129500,0.00379722,3.12111495,0.00000000
-4.39719860,5.07867497,3.05331098,2.76970433,0.92192374,0.00395921,3.22126965,0.00000000
-4.39119560,5.23646101,3.17417937,2.84746094,0.95099396,0.00412201,3.31582200,0.00000000
-4.38519260,5.38732171,3.29145745,2.92113107,0.97793334,0.00428259,3.40409704,0.00000000
-4.37918959,5.53004846,3.40434156,2.99022011,1.00226454,0.00443814,3.48560774,0.00000000
-4.37318659,5.66380852,3.51232760,3.05439806,1.02362398,0.00458610,3.56007071,0.00000000
-4.36718359,5.78817472,3.61523494,3.11351082,1.04177592,0.00472429,3.62741655,0.00000000
-4.36118059,5.90314117,3.71321700,3.16758646,1.05662118,0.00485089,3.68779484,0.00000000
-4.35517759,6.00912423,3.80675773,3.21683629,1.06820027,0.00496451,3.74157335,0.00000000
-4.34917459,6.10694879,3.89665413,3.26165049,1.07669061,0.00506419,3.78933147,0.00000000
-4.34317159,6.19782023,3.98398551,3.30258867,1.08239814,0.00514943,3.83184806,0.00000000
-4.33716858,6.28328325,4.07007083,3.34036517,1.08574371,0.00522011,3.87008390,0.00000000
-4.33116558,6.36516887,4.15641607,3.37582970,1.08724491,0.00527655,3.90515903,0.00000000
-4.32516258,6.44553168,4.24465384,3.40994370,1.08749408,0.00531938,3.93832559,0.00000000
-4.31915958,6.52657951,4.33647798,3.44375279,1.08713381,0.00534958,3.97093671,0.00000000
-4.31315658,6.61059777,4.43357586,3.47835631,1.08683065,0.00536834,4.00441204,0.00000000
-4.30715358,6.69987118,4.53756116,3.51487427,1.08724853,0.00537707,4.04020072,0.00000000
