energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.44772386,5.06018327,0.05525584,0.60390462,0.60884775,0.69807083,0.12028390,2.22612221,1.44339154,0.57975939
-5.44172086,4.93609854,0.05728148,0.58407093,0.58299096,0.69669441,0.12156174,2.17764294,1.37342005,0.56870247
-5.43571786,4.82077859,0.05929508,0.56559427,0.55878684,0.69539967,0.12273897,2.13270112,1.30882179,0.55868552
-5.42971486,4.71341667,0.06124682,0.54837199,0.53622504,0.69399480,0.12378031,2.09097869,1.24958318,0.54953808
-5.42371186,4.61295855,0.06308756,0.53226564,0.51525292,0.69227604,0.12465024,2.05205733,1.19559681,0.54105578
-5.41770885,4.51819080,0.06477034,0.51711372,0.49578670,0.69003744,0.12531408,2.01545389,1.14669173,0.53301315
-5.41170585,4.42782997,0.06625187,0.50274476,0.47772278,0.68708034,0.12573912,1.98065616,1.10266391,0.52517667
-5.40570285,4.34060843,0.06749371,0.48898994,0.46094863,0.68322232,0.12589564,1.94715693,1.06330515,0.51731754
-5.39969985,4.25535271,0.06846338,0.47569481,0.44535289,0.67830505,0.12575786,1.91448509,1.02842931,0.50922339
-5.39369685,4.17105105,0.06913515,0.46272933,0.43083392,0.67220082,0.12530476,1.88223223,0.99789442,0.50070859
-5.38769385,4.08690727,0.06949053,0.44999606,0.41730684,0.66481754,0.12452071,1.85007368,0.97161990,0.49162265
-5.38169085,4.00237927,0.06951858,0.43743592,0.40470852,0.65610186,0.12339594,1.81778359,0.94959799,0.48185638
-5.37568784,3.91720107,0.06921587,0.42503157,0.39300061,0.64604062,0.12192672,1.78524336,0.93189911,0.47134573
-5.36968484,3.83138827,0.06858622,0.41280807,0.38217053,0.63466046,0.12011550,1.75244366,0.91867093,0.46007319
-5.36368184,3.74522769,0.06764023,0.40083116,0.37223058,0.62202572,0.11797067,1.71948029,0.91013124,0.44806684
-5.35767884,3.65925246,0.06639458,0.38920321,0.36321525,0.60823494,0.11550626,1.68654444,0.90655513,0.43539731
-5.35167584,3.57420462,0.06487119,0.37805702,0.35517714,0.59341605,0.11274148,1.65390813,0.90825685,0.42217288
-5.34567284,3.49098773,0.06309633,0.36754812,0.34818167,0.57772063,0.10970006,1.62190583,0.91556750,0.40853308
-5.33966983,3.41061214,0.06109965,0.35784574,0.34230095,0.56131755,0.10640960,1.59091333,0.92880933,0.39464127
-5.33366683,3.33413595,0.05891312,0.34912312,0.33760715,0.54438620,0.10290079,1.56132488,0.94826787,0.38067655
-5.32766383,3.26260460,0.05657015,0.34154748,0.33416582,0.52710974,0.09920663,1.53352987,0.97416325,0.36682551
-5.32166083,3.19699192,0.05410463,0.33527036,0.33202927,0.50966859,0.09536168,1.50788997,1.00662195,0.35327425
-5.31565783,3.13814543,0.05155017,0.33041859,0.33123063,0.49223437,0.09140127,1.48471790,1.04565041,0.34020092
-5.30965483,3.08673821,0.04893937,0.32708646,0.33177862,0.47496456,0.08736085,1.46425857,1.09111192,0.32776927
-5.30365183,3.04322947,0.04630327,0.32532942,0.33365339,0.45799802,0.08327532,1.44667353,1.14270795,0.31612343
-5.29764882,3.00783543,0.04367092,0.32515954,0.33680364,0.44145145,0.07917850,1.43202936,1.19996519,0.30538404
-5.29164582,2.98051179,0.04106906,0.32654309,0.34114520,0.42541697,0.07510262,1.42029038,1.26222928,0.29564588
-5.28564282,2.96094849,0.03852192,0.32940017,0.34656107,0.40996072,0.07107797,1.41131618,1.32866594,0.28697716
-5.27963982,2.94857703,0.03605118,0.33360663,0.35290308,0.39512258,0.06713257,1.40486403,1.39826996,0.27942019
-5.27363682,2.94259012,0.03367599,0.33899801,0.35999507,0.38091688,0.06329199,1.40059617,1.46988230,0.27299359
-5.26763382,2.94197278,0.03141309,0.34537552,0.36763760,0.36733422,0.05957918,1.39809173,1.54221483,0.26769574
-5.26163082,2.94554385,0.02927696,0.35251367,0.37561385,0.35434395,0.05601444,1.39686291,1.61388241,0.26350915
-5.25562781,2.95200594,0.02728012,0.36016932,0.38369680,0.34189762,0.05261548,1.39637476,1.68344099,0.26040578
-5.24962481,2.96000189,0.02543333,0.36809166,0.39165700,0.32993284,0.04939749,1.39606774,1.74943061,0.25835270
-5.24362181,2.96817515,0.02374594,0.37603277,0.39927107,0.31837770,0.04637331,1.39538222,1.81042159,0.25731793
-5.23761881,2.97523145,0.02222611,0.38375819,0.40633009,0.30715536,0.04355366,1.39378368,1.86506193,0.25727609
-5.23161581,2.97999880,0.02088113,0.39105710,0.41264783,0.29618873,0.04094742,1.39078764,1.91212397,0.25821357
-5.22561281,2.98148316,0.01971765,0.39775149,0.41806830,0.28540501,0.03856191,1.38598294,1.95054810,0.26013282
-5.21960980,2.97891690,0.01874187,0.40370401,0.42247218,0.27473991,0.03640320,1.37905246,1.97948171,0.26305562
-5.21360680,2.97179775,0.01795966,0.40882406,0.42578186,0.26414142,0.03447644,1.36979002,1.99831123,0.26702495
-5.20760380,2.95991635,0.01737668,0.41307181,0.42796479,0.25357290,0.03278619,1.35811277,2.00668601,0.27210549
-5.20160080,2.94337081,0.01699837,0.41645990,0.42903498,0.24301546,0.03133665,1.34406838,2.00453261,0.27838247
-5.19559780,2.92256772,0.01682991,0.41905289,0.42905246,0.23246953,0.03013201,1.32783650,1.99205908,0.28595912
-5.18959480,2.89820947,0.01687604,0.42096424,0.42812076,0.22195560,0.02917656,1.30972475,1.96974871,0.29495250
-5.18359180,2.87126858,0.01714092,0.42235118,0.42638254,0.21151410,0.02847494,1.29015907,1.93834390,0.30548821
-5.17758879,2.84295054,0.01762782,0.42340768,0.42401352,0.20120448,0.02803226,1.26966926,1.89882068,0.31769397
-5.17158579,2.81464694,0.01833888,0.42435577,0.42121511,0.19110369,0.02785413,1.24887044,1.85235538,0.33169264
-5.16558279,2.78788175,0.01927472,0.42543581,0.41820598,0.18130399,0.02794676,1.22844132,1.80028489,0.34759484
-5.15957979,2.76425325,0.02043417,0.42689607,0.41521327,0.17191045,0.02831695,1.20910061,1.74406260,0.36549171
-5.15357679,2.74537488,0.02181388,0.42898227,0.41246353,0.16303811,0.02897206,1.19158284,1.68521189,0.38544828
-5.14757379,2.73281799,0.02340805,0.43192743,0.41017426,0.15480916,0.02992001,1.17661459,1.62527937,0.40749765
-5.14157079,2.72805910,0.02520824,0.43594269,0.40854611,0.14735011,0.03116916,1.16489267,1.56578977,0.43163661
-5.13556778,2.73243432,0.02720311,0.44120934,0.40775640,0.14078920,0.03272829,1.15706491,1.50820432,0.45782269
-5.12956478,2.74710251,0.02937843,0.44787246,0.40795408,0.13525409,0.03460647,1.15371449,1.45388401,0.48597307
-5.12356178,2.77301864,0.03171702,0.45603645,0.40925632,0.13086999,0.03681291,1.15534834,1.40405898,0.51596530
-5.11755878,2.81091764,0.03419893,0.46576238,0.41174697,0.12775812,0.03935678,1.16238973,1.35980458,0.54763984
-5.11155578,2.86130872,0.03680160,0.47706731,0.41547662,0.12603462,0.04224696,1.17517506,1.32202467,0.58080420
-5.10555278,2.92447917,0.03950019,0.48992537,0.42046436,0.12580979,0.04549169,1.19395436,1.29144185,0.61523855
-5.09954977,3.00050632,0.04226798,0.50427039,0.42670094,0.12718754,0.04909809,1.21889510,1.26859447,0.65070235
-5.09354677,3.08927568,0.04507675,0.51999975,0.43415293,0.13026509,0.05307163,1.25008833,1.25383952,0.68694153
-5.08754377,3.19050336,0.04789735,0.53697925,0.44276772,0.13513261,0.05741539,1.28755648,1.24736074,0.72369592
-5.08154077,3.30376026,0.05070008,0.55504841,0.45247891,0.14187281,0.06212924,1.33126171,1.24918079,0.76070633
-5.07553777,3.42849618,0.05345528,0.57402597,0.46321171,0.15056031,0.06720892,1.38111408,1.25917653,0.79772089
-5.06953477,3.56406181,0.05613371,0.59371536,0.47488810,0.16126070,0.07264497,1.43697880,1.27709630,0.83450029
-5.06353177,3.70972722,0.05870701,0.61390959,0.48743130,0.17402918,0.07842168,1.49868176,1.30257841,0.87082164
-5.05752876,3.86469571,0.06114803,0.63439562,0.50076955,0.18890888,0.08451601,1.56601323,1.33516976,0.90648075
-5.05152576,4.02811276,0.06343113,0.65495801,0.51483887,0.20592863,0.09089665,1.63872941,1.37434420,0.94129281
-5.04552276,4.19907004,0.06553239,0.67538171,0.52958473,0.22510049,0.09752316,1.71655194,1.41951982,0.97509157
-5.03951976,4.37660524,0.06742982,0.69545421,0.54496278,0.24641697,0.10434542,1.79916569,1.47007499,1.00772719
-5.03351676,4.55969864,0.06910347,0.71496702,0.56093855,0.26984812,0.11130339,1.88621534,1.52536288,1.03906307
-5.02751376,4.74726814,0.07053552,0.73371670,0.57748625,0.29533874,0.11832725,1.97730135,1.58472419,1.06897207
-5.02151076,4.93816395,0.07171040,0.75150563,0.59458703,0.32280577,0.12533807,2.07197615,1.64749824,1.09733256
-5.01550775,5.13116511,0.07261487,0.76814275,0.61222663,0.35213619,0.13224888,2.16974112,1.71303243,1.12402464
-5.00950475,5.32497905,0.07323810,0.78344432,0.63039290,0.38318568,0.13896637,2.27004530,1.78069000,1.14892713
-5.00350175,5.51824574,0.07357188,0.79723510,0.64907319,0.41577806,0.14539299,2.37228629,1.84985639,1.17191550
-4.99749875,5.70954749,0.07361071,0.80934980,0.66825194,0.44970598,0.15142961,2.47581396,1.91994434,1.19286114
-4.99149575,5.89742484,0.07335210,0.81963501,0.68790864,0.48473269,0.15697850,2.57993722,1.99039771,1.21163212
-4.98549275,6.08039893,0.07279669,0.82795164,0.70801619,0.52059532,0.16194654,2.68393390,2.06069437,1.22809543
-4.97948974,6.25699965,0.07194856,0.83417758,0.72853989,0.55700934,0.16624862,2.78706380,2.13034831,1.24212069
-4.97348674,6.42579898,0.07081542,0.83821077,0.74943702,0.59367452,0.16981103,2.88858441,2.19891106,1.25358508
-4.96748374,6.58544817,0.06940880,0.83997224,0.77065696,0.63028194,0.17257457,2.98776879,2.26597270,1.26237930
-4.96148074,6.73471696,0.06774416,0.83940911,0.79214202,0.66652208,0.17449738,3.08392503,2.33116264,1.26841404
-4.95547774,6.87253310,0.06584094,0.83649730,0.81382857,0.70209362,0.17555723,3.17641620,2.39415028,1.27162668
-4.94947474,6.99802009,0.06372247,0.83124370,0.83564863,0.73671262,0.17575318,3.26468001,2.45464568,1.27198763
-4.94347174,7.11053080,0.06141579,0.82368772,0.85753164,0.77012168,0.17510641,3.34824700,2.51240038,1.26950601
-4.93746873,7.20967525,0.05895132,0.81390203,0.87940626,0.80209860,0.17366031,3.42675643,2.56720833,1.26423418
-4.93146573,7.29534041,0.05636241,0.80199231,0.90120196,0.83246420,0.17147961,3.49996858,2.61890686,1.25627073
-4.92546273,7.36770065,0.05368471,0.78809608,0.92285043,0.86108875,0.16864873,3.56777296,2.66737757,1.24576178
-4.91945973,7.42721762,0.05095553,0.77238059,0.94428646,0.88789658,0.16526925,3.63019141,2.71254695,1.23290035
-4.91345673,7.47462878,0.04821301,0.75503962,0.96544822,0.91286865,0.16145670,3.68737580,2.75438637,1.21792378
-4.90745373,7.51092460,0.04549527,0.73628957,0.98627703,0.93604268,0.15733676,3.73960001,2.79291128,1.20110914
-4.90145073,7.53731469,0.04283951,0.71636473,1.00671634,0.95751076,0.15304105,3.78724620,2.82817914,1.18276700
-4.89544772,7.55518391,0.04028118,0.69551195,1.02671021,0.97741436,0.14870262,3.83078590,2.86028600,1.16323358
-4.88944472,7.56604000,0.03785305,0.67398496,1.04620123,0.99593699,0.14445141,3.87075639,2.88936141,1.14286181
-4.88344172,7.57145484,0.03558452,0.65203849,1.06512815,1.01329454,0.14040985,3.90773346,2.91556165,1.12201149
-4.87743872,7.57300184,0.03350085,0.62992229,1.08342334,1.02972392,0.13668869,3.94230179,2.93906139,1.10103930
-4.87143572,7.57219220,0.03162270,0.60787549,1.10101048,1.04547042,0.13338342,3.97502430,2.96004400,1.08028874
-4.86543272,7.57041331,0.02996562,0.58612126,1.11780261,1.06077433,0.13057117,4.00641218,2.97869079,1.06008081
-4.85942971,7.56887202,0.02853987,0.56486205,1.13370087,1.07585764,0.12830841,4.03689706,2.99517003,1.04070564
-4.85342671,7.56854601,0.02735026,0.54427564,1.14859428,1.09091141,0.12662940,4.06680705,3.00962601,1.02241555
-4.84742371,7.57014563,0.02639624,0.52451195,1.16236052,1.10608455,0.12554550,4.09634790,3.02216916,1.00541975
-4.84142071,7.57408834,0.02567211,0.50569092,1.17486811,1.12147460,0.12504529,4.12559063,3.03286784,0.98988101
-4.83541771,7.58048722,0.02516735,0.48790133,1.18597985,1.13712105,0.12509555,4.15446620,3.04174233,0.97591432
-4.82941471,7.58915422,0.02486715,0.47120067,1.19555738,1.15300153,0.12564292,4.18276784,3.04876170,0.96358753
-4.82341171,7.59961790,0.02475293,0.45561609,1.20346692,1.16903117,0.12661632,4.21016080,3.05384385,0.95292392
-4.81740870,7.61115475,0.02480304,0.44114623,1.20958564,1.18506511,0.12792986,4.23619916,3.05685868,0.94390637
-4.81140570,7.62283213,0.02499352,0.42776389,1.21380845,1.20090397,0.12948620,4.26034847,3.05763451,0.93648294
-4.80540270,7.63356042,0.02529879,0.41541948,1.21605462,1.21630204,0.13118024,4.28201318,3.05596711,0.93057336
-4.79939970,7.64215109,0.02569249,0.40404491,1.21627397,1.23097767,0.13290292,4.30056682,3.05163087,0.92607606
-4.79339670,7.64737747,0.02614820,0.39355788,1.21445188,1.24462515,0.13454507,4.31538336,3.04439135,0.92287518
-4.78739370,7.64803437,0.02664016,0.38386626,1.21061291,1.25692756,0.13600112,4.32586763,3.03401826,0.92084730
-4.78139070,7.64299324,0.02714393,0.37487248,1.20482255,1.26756975,0.13717253,4.33148295,3.02029792,0.91986723
-4.77538769,7.63124966,0.02763697,0.36647754,1.19718687,1.27625075,0.13797091,4.33177440,3.00304443,0.91981276
-4.76938469,7.61196060,0.02809910,0.35858474,1.18785000,1.28269495,0.13832058,4.32638627,2.98210868,0.92056786
-4.76338169,7.58446962,0.02851285,0.35110270,1.17698937,1.28666155,0.13816063,4.31507279,2.95738465,0.92202451
-4.75737869,7.54831899,0.02886376,0.34394784,1.16480897,1.28795178,0.13744641,4.29770178,2.92881266,0.92408272
-4.75137569,7.50324866,0.02914046,0.33704604,1.15153092,1.28641373,0.13615030,4.27425109,2.89637947,0.92664927
-4.74537269,7.44918293,0.02933468,0.33033358,1.13738575,1.28194458,0.13426191,4.24479853,2.86011536,0.92963496
-4.73936968,7.38620639,0.02944116,0.32375741,1.12260197,1.27449046,0.13178764,4.20950620,2.82008872,0.93295100
-4.73336668,7.31453146,0.02945741,0.31727471,1.10739553,1.26404406,0.12874964,4.16860056,2.77639861,0.93650463
-4.72736368,7.23446033,0.02938345,0.31085196,1.09195965,1.25064044,0.12518434,4.12234992,2.72916614,0.94019465
-4.72136068,7.14634440,0.02922140,0.30446354,1.07645584,1.23435142,0.12114045,4.07104095,2.67852555,0.94390701
-4.71535768,7.05054432,0.02897510,0.29809013,1.06100632,1.21527915,0.11667674,4.01495613,2.62461571,0.94751116
-4.70935468,6.94739362,0.02864966,0.29171692,1.04568854,1.19354934,0.11185952,3.95435361,2.56757293,0.95085726
-4.70335168,6.83716856,0.02825103,0.28533185,1.03053196,1.16930471,0.10676009,3.88945090,2.50752559,0.95377480
-4.69734867,6.72006606,0.02778558,0.27892402,1.01551728,1.14269903,0.10145210,3.82041354,2.44459115,0.95607265
-4.69134567,6.59619132,0.02725976,0.27248233,1.00057814,1.11389214,0.09600912,3.74734931,2.37887570,0.95754082
-4.68534267,6.46555561,0.02667974,0.26599447,0.98560521,1.08304626,0.09050236,3.67030834,2.31047607,0.95795374
-4.67933967,6.32808415,0.02605123,0.25944632,0.97045237,1.05032355,0.08499867,3.58928881,2.23948425,0.95707520
-4.67333667,6.18363329,0.02537930,0.25282169,0.95494468,1.01588507,0.07955888,3.50424792,2.16599375,0.95466453
-4.66733367,6.03201554,0.02466830,0.24610257,0.93888766,0.97989095,0.07423656,3.41511696,2.09010729,0.95048387
-4.66133067,5.87303048,0.02392186,0.23926961,0.92207742,0.94250148,0.06907712,3.32181961,2.01194511,0.94430611
-4.65532766,5.70649946,0.02314296,0.23230308,0.90431113,0.90387903,0.06411736,3.22429190,1.93165325,0.93592316
-4.64932466,5.53230147,0.02233407,0.22518386,0.88539731,0.86419027,0.05938538,3.12250273,1.84941102,0.92515410
-4.64332166,5.35040795,0.02149729,0.21789474,0.86516550,0.82360844,0.05490085,3.01647332,1.76543705,0.91185280
