energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.84992496,3.31333820,0.00728134,0.49491609,1.06125228,0.62546910,1.40790868,0.83359013,0.02336460,1.44271249
-5.84392196,3.22512599,0.00690864,0.48521081,1.03841032,0.60344244,1.37458862,0.81548424,0.02258955,1.40013304
-5.83791896,3.12822881,0.00651952,0.47409913,1.01235728,0.57951098,1.33697159,0.79573190,0.02171916,1.35341065
-5.83191596,3.02390378,0.00611947,0.46177909,0.98340704,0.55398990,1.29534693,0.77463985,0.02077025,1.30307861
-5.82591296,2.91356226,0.00571405,0.44847206,0.95194059,0.52721653,1.25010841,0.75254069,0.01976094,1.24975086
-5.81990995,2.79873377,0.00530881,0.43441697,0.91839513,0.49954202,1.20174636,0.72978408,0.01871007,1.19410715
-5.81390695,2.68102713,0.00490916,0.41986419,0.88325156,0.47132305,1.15083610,0.70672756,0.01763674,1.13687627
-5.80790395,2.56209067,0.00452026,0.40506916,0.84702076,0.44291391,1.09802348,0.68372760,0.01655977,1.07881841
-5.80190095,2.44357294,0.00414693,0.39028621,0.81022940,0.41465903,1.04400789,0.66113122,0.01549735,1.02070727
-5.79589795,2.32708571,0.00379361,0.37576256,0.77340601,0.38688638,0.98952355,0.63926854,0.01446656,0.96331252
-5.78989495,2.21417028,0.00346429,0.36173289,0.73706762,0.35990187,0.93531983,0.61844651,0.01348316,0.90738352
-5.78389195,2.10626826,0.00316246,0.34841443,0.70170778,0.33398474,0.88214128,0.59894405,0.01256128,0.85363446
-5.77788894,2.00469738,0.00289110,0.33600293,0.66778606,0.30938414,0.83070810,0.58100859,0.01171332,0.80273157
-5.77188594,1.91063268,0.00265270,0.32466930,0.63571946,0.28631686,0.78169766,0.56485412,0.01094983,0.75528250
-5.76588294,1.82509311,0.00244921,0.31455711,0.60587577,0.26496601,0.73572770,0.55066050,0.01027946,0.71182797
-5.75987994,1.74893317,0.00228215,0.30578095,0.57856900,0.24548081,0.69334165,0.53857403,0.00970901,0.67283568
-5.75387694,1.68283909,0.00215254,0.29842539,0.55405661,0.22797710,0.65499639,0.52870884,0.00924350,0.63869630
-5.74787394,1.62732889,0.00206100,0.29254470,0.53253850,0.21253857,0.62105286,0.52114894,0.00888619,0.60972133
-5.74187094,1.58275546,0.00200776,0.28816309,0.51415744,0.19921850,0.59176944,0.51595058,0.00863877,0.58614257
-5.73586793,1.54931184,0.00199271,0.28527543,0.49900068,0.18804187,0.56729842,0.51314471,0.00850136,0.56811275
-5.72986493,1.52703799,0.00201541,0.28384831,0.48710245,0.17900769,0.54768529,0.51273919,0.00847269,0.55570731
-5.72386193,1.51582840,0.00207515,0.28382142,0.47844697,0.17209141,0.53287091,0.51472061,0.00855011,0.54892669
-5.71785893,1.51544004,0.00217094,0.28510917,0.47297194,0.16724734,0.52269633,0.51905557,0.00872972,0.54769933
-5.71185593,1.52550035,0.00230158,0.28760248,0.47057209,0.16441098,0.51691004,0.52569139,0.00900637,0.55188488
-5.70585293,1.54551530,0.00246560,0.29117081,0.47110281,0.16350133,0.51517734,0.53455634,0.00937370,0.56127794
-5.69984992,1.57487752,0.00266134,0.29566432,0.47438381,0.16442298,0.51709159,0.54555929,0.00982417,0.57561200
-5.69384692,1.61287476,0.00288691,0.30091632,0.48020275,0.16706820,0.52218695,0.55858917,0.01034909,0.59456395
-5.68784392,1.65869922,0.00314022,0.30674592,0.48831887,0.17131895,0.52995233,0.57351436,0.01093863,0.61775914
-5.68184092,1.71145794,0.00341893,0.31296100,0.49846684,0.17704884,0.53984603,0.59018220,0.01158187,0.64477721
-5.67583792,1.77018486,0.00372050,0.31936145,0.51036080,0.18412520,0.55131082,0.60841887,0.01226687,0.67515874
-5.66983492,1.83385472,0.00404214,0.32574276,0.52369873,0.19241113,0.56378896,0.62802990,0.01298077,0.70841293
-5.66383192,1.90139914,0.00438082,0.33189984,0.53816723,0.20176771,0.57673681,0.64880145,0.01370991,0.74402633
-5.65782891,1.97172468,0.00473327,0.33763111,0.55344675,0.21205627,0.58963853,0.67050236,0.01444002,0.78147244
-5.65182591,2.04373282,0.00509598,0.34274279,0.56921719,0.22314067,0.60201866,0.69288721,0.01515647,0.82022222
-5.64582291,2.11634135,0.00546519,0.34705319,0.58516385,0.23488966,0.61345295,0.71570012,0.01584448,0.85975514
-5.63981991,2.18850646,0.00583694,0.35039694,0.60098357,0.24717911,0.62357741,0.73867930,0.01648945,0.89957043
-5.63381691,2.25924474,0.00620704,0.35262904,0.61639083,0.25989405,0.63209512,0.76156215,0.01707729,0.93919813
-5.62781391,2.32765407,0.00657114,0.35362842,0.63112361,0.27293049,0.63878067,0.78409056,0.01759474,0.97820938
-5.62181091,2.39293237,0.00692476,0.35330112,0.64494871,0.28619668,0.64348208,0.80601628,0.01802971,1.01622554
-5.61580790,2.45439308,0.00726332,0.35158259,0.65766629,0.29961398,0.64612025,0.82710593,0.01837165,1.05292538
-5.60980490,2.51147664,0.00758222,0.34843938,0.66911338,0.31311697,0.64668595,0.84714543,0.01861177,1.08805018
-5.60380190,2.56375688,0.00787690,0.34386972,0.67916607,0.32665293,0.64523445,0.86594361,0.01874338,1.12140605
-5.59779890,2.61094218,0.00814295,0.33790325,0.68774031,0.34018053,0.64187820,0.88333472,0.01876204,1.15286347
-5.59179590,2.65287076,0.00837615,0.33059979,0.69479121,0.35366778,0.63677777,0.89917984,0.01866570,1.18235370
-5.58579290,2.68950057,0.00857258,0.32204702,0.70031071,0.36708938,0.63013146,0.91336706,0.01845478,1.20986234
-5.57978989,2.72089404,0.00872873,0.31235746,0.70432398,0.38042337,0.62216414,0.92581047,0.01813216,1.23542023
-5.57378689,2.74719854,0.00884160,0.30166462,0.70688444,0.39364752,0.61311565,0.93644815,0.01770302,1.25909209
-5.56778389,2.76862370,0.00890875,0.29011852,0.70806779,0.40673551,0.60322945,0.94523933,0.01717475,1.28096354
-5.56178089,2.78541686,0.00892843,0.27788090,0.70796545,0.41965311,0.59274179,0.95216100,0.01655666,1.30112735
-5.55577789,2.79783819,0.00889959,0.26512014,0.70667764,0.43235473,0.58187201,0.95720425,0.01585972,1.31966954
-5.54977489,2.80613710,0.00882199,0.25200630,0.70430658,0.44478058,0.57081432,0.96037073,0.01509618,1.33665650
-5.54377189,2.81053132,0.00869620,0.23870623,0.70095024,0.45685460,0.55973135,0.96166953,0.01427923,1.35212373
-5.53776888,2.81119012,0.00852362,0.22537919,0.69669689,0.46848347,0.54874962,0.96111469,0.01342263,1.36606710
-5.53176588,2.80822288,0.00830646,0.21217301,0.69162092,0.47955689,0.53795727,0.95872376,0.01254031,1.37843737
-5.52576288,2.80167356,0.00804768,0.19922089,0.68578008,0.48994900,0.52740382,0.95451728,0.01164607,1.38913823
-5.51975988,2.79152169,0.00775096,0.18663906,0.67921428,0.49952132,0.51710204,0.94851961,0.01075317,1.39802828
-5.51375688,2.77768981,0.00742060,0.17452524,0.67194606,0.50812679,0.50703165,0.94076069,0.00987416,1.40492685
-5.50775388,2.76005678,0.00706140,0.16295787,0.66398258,0.51561493,0.49714467,0.93127893,0.00902057,1.40962343
-5.50175088,2.73847618,0.00667855,0.15199624,0.65531902,0.52183791,0.48737197,0.92012477,0.00820279,1.41189013
-5.49574787,2.71279857,0.00627749,0.14168127,0.64594311,0.52665715,0.47763066,0.90736475,0.00742996,1.41149657
-5.48974487,2.68289590,0.00586379,0.13203694,0.63584038,0.52995008,0.46783199,0.89308561,0.00670990,1.40822614
-5.48374187,2.64868665,0.00544297,0.12307216,0.62499989,0.53161679,0.45788912,0.87739816,0.00604912,1.40189268
-5.47773887,2.61015955,0.00502043,0.11478308,0.61341978,0.53158608,0.44772453,0.86044037,0.00545287,1.39235656
-5.47173587,2.56739454,0.00460125,0.10715549,0.60111245,0.52982060,0.43727652,0.84237940,0.00492522,1.37953899
-5.46573287,2.52057910,0.00419014,0.10016735,0.58810887,0.52632069,0.42650462,0.82341228,0.00446915,1.36343376
-5.45972986,2.47001885,0.00379132,0.09379123,0.57446164,0.52112681,0.41539354,0.80376481,0.00408667,1.34411546
-5.45372686,2.41614153,0.00340848,0.08799657,0.56024675,0.51432021,0.40395551,0.78368882,0.00377896,1.32174379
-5.44772386,2.35949374,0.00304468,0.08275163,0.54556362,0.50602196,0.39223100,0.76345749,0.00354648,1.29656345
-5.44172086,2.30073074,0.00270239,0.07802515,0.53053367,0.49639013,0.38028773,0.74335905,0.00338902,1.26889978
-5.43571786,2.24059942,0.00238341,0.07378761,0.51529727,0.48561556,0.36821822,0.72368894,0.00330588,1.23915012
-5.42971486,2.17991567,0.00208896,0.07001216,0.50000937,0.47391613,0.35613593,0.70474079,0.00329579,1.20777169
-5.42371186,2.11953720,0.00181968,0.06667514,0.48483405,0.46153006,0.34417039,0.68679675,0.00335706,1.17526633
-5.41770885,2.06033348,0.00157567,0.06375635,0.46993832,0.44870842,0.33246158,0.67011751,0.00348749,1.14216331
-5.41170585,2.00315456,0.00135654,0.06123909,0.45548554,0.43570734,0.32115395,0.65493264,0.00368435,1.10900091
-5.40570285,1.94880032,0.00116153,0.05911001,0.44162890,0.42278025,0.31039040,0.64143182,0.00394439,1.07630792
-5.39969985,1.89799226,0.00098953,0.05735891,0.42850529,0.41017047,0.30030671,0.62975738,0.00426371,1.04458598
-5.39369685,1.85134904,0.00083915,0.05597862,0.41623003,0.39810457,0.29102658,0.61999865,0.00463772,1.01429359
-5.38769385,1.80936723,0.00070884,0.05496488,0.40489256,0.38678664,0.28265780,0.61218858,0.00506111,0.98583259
-5.38169085,1.77240821,0.00059689,0.05431648,0.39455352,0.37639369,0.27528957,0.60630275,0.00552775,0.95953760
-5.37568784,1.74069182,0.00050154,0.05403566,0.38524326,0.36707237,0.26899128,0.60226090,0.00603071,0.93566874
-5.36968484,1.71429685,0.00042101,0.05412870,0.37696174,0.35893688,0.26381269,0.59993117,0.00656223,0.91440780
-5.36368184,1.69316821,0.00035357,0.05460691,0.36967996,0.35206815,0.25978567,0.59913669,0.00711383,0.89585772
-5.35767884,1.67713025,0.00029754,0.05548783,0.36334259,0.34651416,0.25692726,0.59966431,0.00767630,0.88004514
-5.35167584,1.66590524,0.00025133,0.05679676,0.35787180,0.34229116,0.25524397,0.60127520,0.00823992,0.86692562
-5.34567284,1.65913598,0.00021349,0.05856844,0.35317180,0.33938581,0.25473701,0.60371671,0.00879456,0.85639101
-5.33966983,1.65641123,0.00018267,0.06084888,0.34913408,0.33775781,0.25540822,0.60673511,0.00932995,0.84827842
-5.33366683,1.65729265,0.00015769,0.06369721,0.34564284,0.33734310,0.25726639,0.61008843,0.00983586,0.84238022
-5.32766383,1.66134189,0.00013750,0.06718738,0.34258045,0.33805720,0.26033341,0.61355913,0.01030241,0.83845455
-5.32166083,1.66814662,0.00012117,0.07140967,0.33983260,0.33979886,0.26465016,0.61696573,0.01072032,0.83623578
-5.31565783,1.67734433,0.00010792,0.07647182,0.33729300,0.34245362,0.27028151,0.62017319,0.01108118,0.83544469
-5.30965483,1.68864294,0.00009709,0.08249956,0.33486740,0.34589747,0.27732026,0.62310137,0.01137772,0.83579788
-5.30365183,1.70183759,0.00008814,0.08963652,0.33247675,0.35000040,0.28588959,0.62573147,0.01160404,0.83701640
-5.29764882,1.71682289,0.00008061,0.09804332,0.33005963,0.35462990,0.29614379,0.62810987,0.01175579,0.83883336
-5.29164582,1.73360045,0.00007415,0.10789575,0.32757365,0.35965443,0.30826713,0.63034958,0.01183032,0.84100048
-5.28564282,1.75228146,0.00006849,0.11938189,0.32499607,0.36494674,0.32247067,0.63262899,0.01182679,0.84329369
-5.27963982,1.77308425,0.00006342,0.13269827,0.32232358,0.37038716,0.33898702,0.63518800,0.01174618,0.84551774
-5.27363682,1.79632722,0.00005878,0.14804489,0.31957136,0.37586669,0.35806306,0.63832171,0.01159121,0.84750982
-5.26763382,1.82241704,0.00005446,0.16561930,0.31677153,0.38128991,0.37995082,0.64237186,0.01136632,0.84914233
-5.26163082,1.85183278,0.00005040,0.18560973,0.31397099,0.38657757,0.40489673,0.64771616,0.01107743,0.85032463
-5.25562781,1.88510629,0.00004656,0.20818743,0.31122897,0.39166875,0.43312952,0.65475598,0.01073180,0.85100396
-5.24962481,1.92279918,0.00004290,0.23349853,0.30861409,0.39652247,0.46484727,0.66390260,0.01033770,0.85116520
-5.24362181,1.96547719,0.00003944,0.26165555,0.30620137,0.40111856,0.50020399,0.67556254,0.00990420,0.85082964
-5.23761881,2.01368248,0.00003618,0.29272890,0.30406893,0.40545776,0.53929632,0.69012224,0.00944082,0.85005245
-5.23161581,2.06790449,0.00003313,0.32673874,0.30229469,0.40956077,0.58215089,0.70793262,0.00895726,0.84891896
-5.22561281,2.12855032,0.00003031,0.36364751,0.30095305,0.41346637,0.62871295,0.72929390,0.00846306,0.84753958
-5.21960980,2.19591532,0.00002773,0.40335357,0.30011164,0.41722845,0.67883675,0.75444118,0.00796740,0.84604352
-5.21360680,2.27015512,0.00002542,0.44568617,0.29982817,0.42091209,0.73227834,0.78353121,0.00747877,0.84457125
-5.20760380,2.35125989,0.00002337,0.49040219,0.30014752,0.42458870,0.78869114,0.81663070,0.00700483,0.84326605
-5.20160080,2.43903203,0.00002160,0.53718496,0.30109905,0.42833056,0.84762472,0.85370684,0.00655225,0.84226484
-5.19559780,2.53306840,0.00002010,0.58564521,0.30269435,0.43220482,0.90852708,0.89462017,0.00612653,0.84168865
-5.18959480,2.63274808,0.00001889,0.63532450,0.30492539,0.43626737,0.97075055,0.93912026,0.00573203,0.84163325
-5.18359180,2.73722662,0.00001794,0.68570100,0.30776323,0.44055698,1.03356129,0.98684460,0.00537187,0.84216033
-5.17758879,2.84543755,0.00001725,0.73619776,0.31115731,0.44508987,1.09615236,1.03732075,0.00504802,0.84328977
-5.17158579,2.95610172,0.00001680,0.78619311,0.31503549,0.44985524,1.15765988,1.08997195,0.00476132,0.84499353
-5.16558279,3.06774477,0.00001657,0.83503316,0.31930478,0.45481196,1.21718203,1.14412626,0.00451158,0.84719157
-5.15957979,3.17872258,0.00001653,0.88204584,0.32385285,0.45988673,1.27380017,1.19902893,0.00429772,0.84975007
-5.15357679,3.28725446,0.00001667,0.92655630,0.32855024,0.46497392,1.32660150,1.25385804,0.00411787,0.85248243
-5.14757379,3.39146304,0.00001695,0.96790293,0.33325340,0.46993712,1.37470237,1.30774268,0.00396955,0.85515288
-5.14157079,3.48942002,0.00001733,1.00545364,0.33780823,0.47461243,1.41727159,1.35978348,0.00384978,0.85748281
-5.13556778,3.57919604,0.00001781,1.03862179,0.34205428,0.47881346,1.45355273,1.40907461,0.00375526,0.85915962
-5.12956478,3.65891307,0.00001833,1.06688120,0.34582923,0.48233767,1.48288470,1.45472665,0.00368245,0.85984771
-5.12356178,3.72679733,0.00001889,1.08977968,0.34897362,0.48497397,1.50471986,1.49588959,0.00362776,0.85920105
-5.11755878,3.78123069,0.00001944,1.10695069,0.35133573,0.48651103,1.51863890,1.53177493,0.00358759,0.85687690
-5.11155578,3.82079861,0.00001996,1.11812264,0.35277610,0.48674600,1.52436210,1.56167638,0.00355848,0.85254988
-5.10555278,3.84433244,0.00002043,1.12312557,0.35317191,0.48549321,1.52175647,1.58498808,0.00353714,0.84592579
-5.09954977,3.85094470,0.00002084,1.12189489,0.35242075,0.48259228,1.51083854,1.60121995,0.00352053,0.83675443
-5.09354677,3.84005558,0.00002115,1.11447225,0.35044375,0.47791544,1.49177291,1.61000940,0.00350589,0.82484084
-5.08754377,3.81140994,0.00002137,1.10100341,0.34718794,0.47137350,1.46486642,1.61112914,0.00349077,0.81005446
-5.08154077,3.76508392,0.00002147,1.08173327,0.34262774,0.46292037,1.43055849,1.60449092,0.00347305,0.79233563
-5.07553777,3.70148133,0.00002145,1.05699832,0.33676561,0.45255577,1.38940793,1.59014489,0.00345091,0.77169940
-5.06953477,3.62131992,0.00002131,1.02721681,0.32963174,0.44032612,1.34207681,1.56827510,0.00342288,0.74823629
-5.06353177,3.52560840,0.00002105,0.99287703,0.32128295,0.42632367,1.28931203,1.53919118,0.00338778,0.72211022
-5.05752876,3.41561546,0.00002067,0.95452418,0.31180080,0.41068375,1.23192534,1.50331671,0.00334472,0.69355371
-5.05152576,3.29283208,0.00002018,0.91274627,0.30128911,0.39358066,1.17077263,1.46117497,0.00329310,0.66286067
-5.04552276,3.15892899,0.00001957,0.86815957,0.28987087,0.37522207,1.10673301,1.41337261,0.00323253,0.63037724
-5.03951976,3.01571114,0.00001888,0.82139418,0.27768492,0.35584260,1.04068870,1.36058203,0.00316287,0.59649122
-5.03351676,2.86507080,0.00001810,0.77307996,0.26488229,0.33569662,0.97350600,1.30352311,0.00308420,0.56162051
-5.02751376,2.70894131,0.00001725,0.72383352,0.25162259,0.31505084,0.90601826,1.24294504,0.00299675,0.52620129
-5.02151076,2.54925303,0.00001635,0.67424633,0.23807036,0.29417691,0.83901093,1.17960879,0.00290094,0.49067629
-5.01550775,2.38789273,0.00001540,0.62487447,0.22439175,0.27334437,0.77320919,1.11427085,0.00279733,0.45548381
-5.00950475,2.22666772,0.00001442,0.57623005,0.21075128,0.25281420,0.70926835,1.04766852,0.00268661,0.42104769
-5.00350175,2.06727539,0.00001343,0.52877447,0.19730918,0.23283323,0.64776691,0.98050716,0.00256958,0.38776870
-4.99749875,1.91127855,0.00001244,0.48291358,0.18421886,0.21362947,0.58920234,0.91344958,0.00244713,0.35601748
-4.99149575,1.76008691,0.00001146,0.43899469,0.17162498,0.19540848,0.53398941,0.84710751,0.00232024,0.32612904
-4.98549275,1.61494430,0.00001049,0.39730527,0.15966172,0.17835086,0.48246067,0.78203532,0.00218995,0.29839899
-4.97948974,1.47692147,0.00000956,0.35807332,0.14845154,0.16261062,0.43486898,0.71872571,0.00205732,0.27308124
-4.97348674,1.34691375,0.00000866,0.32146899,0.13810414,0.14831459,0.39139156,0.65760733,0.00192344,0.25038701
-4.96748374,1.22564289,0.00000780,0.28760756,0.12871570,0.13556252,0.35213513,0.59904398,0.00178942,0.23048507
-4.96148074,1.11366233,0.00000700,0.25655314,0.12036831,0.12442786,0.31714204,0.54333528,0.00165633,0.21350271
-4.95547774,1.01136507,0.00000624,0.22832321,0.11312953,0.11495899,0.28639670,0.49071848,0.00152520,0.19952743
-4.94947474,0.91899335,0.00000553,0.20289356,0.10705205,0.10718070,0.25983218,0.44137122,0.00139701,0.18860886
-4.94347174,0.83664955,0.00000488,0.18020345,0.10217337,0.10109592,0.23733672,0.39541497,0.00127267,0.18076084
-4.93746873,0.76430748,0.00000429,0.16016091,0.09851559,0.09668740,0.21875985,0.35291905,0.00115298,0.17596336
-4.93146573,0.70182392,0.00000375,0.14264781,0.09608513,0.09391928,0.20391803,0.31390494,0.00103867,0.17416435
-4.92546273,0.64894973,0.00000326,0.12752489,0.09487257,0.09273865,0.19259975,0.27835084,0.00093031,0.17528108
-4.91945973,0.60534057,0.00000282,0.11463632,0.09485247,0.09307678,0.18456998,0.24619630,0.00082839,0.17920131
-4.91345673,0.57056700,0.00000242,0.10381396,0.09598338,0.09485029,0.17957418,0.21734692,0.00073325,0.18578416
-4.90745373,0.54412405,0.00000207,0.09488125,0.09820787,0.09796211,0.17734170,0.19167897,0.00064513,0.19486074
-4.90145073,0.52544033,0.00000177,0.08765663,0.10145286,0.10230242,0.17758884,0.16904386,0.00056412,0.20623488
-4.89544772,0.51388688,0.00000150,0.08195664,0.10563014,0.10774953,0.18002174,0.14927257,0.00049023,0.21968389
-4.88944472,0.50878590,0.00000126,0.07759858,0.11063717,0.11417087,0.18433906,0.13217981,0.00042335,0.23495965
-4.88344172,0.50941970,0.00000106,0.07440290,0.11635827,0.12142414,0.19023469,0.11756803,0.00036327,0.25179032
-4.87743872,0.51503997,0.00000088,0.07219530,0.12266614,0.12935874,0.19740062,0.10523125,0.00030972,0.26988261
-4.87143572,0.52487759,0.00000073,0.07080852,0.12942382,0.13781747,0.20552998,0.09495855,0.00026236,0.28892496
-4.86543272,0.53815312,0.00000060,0.07008399,0.13648702,0.14663870,0.21432040,0.08653750,0.00022078,0.30859166
-4.85942971,0.55408800,0.00000049,0.06987322,0.14370683,0.15565881,0.22347761,0.07975716,0.00018457,0.32854788
-4.85342671,0.57191648,0.00000040,0.07003902,0.15093284,0.16471520,0.23271931,0.07441097,0.00015328,0.34845581
-4.84742371,0.59089802,0.00000033,0.07045665,0.15801643,0.17364950,0.24177931,0.07029933,0.00012644,0.36798152
-4.84142071,0.61033027,0.00000026,0.07101465,0.16481441,0.18231118,0.25041175,0.06723196,0.00010360,0.38680270
-4.83541771,0.62956201,0.00000021,0.07161565,0.17119262,0.19056126,0.25839527,0.06502996,0.00008432,0.40461684
-4.82941471,0.64800593,0.00000017,0.07217689,0.17702962,0.19827622,0.26553713,0.06352770,0.00006815,0.42114974
-4.82341171,0.66515076,0.00000013,0.07263058,0.18222020,0.20535166,0.27167691,0.06257438,0.00005471,0.43616388
-4.81740870,0.68057232,0.00000011,0.07292405,0.18667863,0.21170579,0.27668982,0.06203539,0.00004362,0.44946643
-4.81140570,0.69394301,0.00000008,0.07301966,0.19034145,0.21728249,0.28048924,0.06179338,0.00003454,0.46091648
-4.80540270,0.70503935,0.00000006,0.07289444,0.19316980,0.22205379,0.28302859,0.06174911,0.00002716,0.47043108
-4.79939970,0.71374704,0.00000005,0.07253952,0.19515104,0.22602150,0.28430213,0.06182194,0.00002121,0.47798980
-4.79339670,0.72006335,0.00000004,0.07195921,0.19629964,0.22921804,0.28434485,0.06195014,0.00001644,0.48363762
-4.78739370,0.72409639,0.00000003,0.07116995,0.19665723,0.23170626,0.28323113,0.06209091,0.00001266,0.48748560
-4.78139070,0.72606130,0.00000002,0.07019895,0.19629185,0.23357818,0.28107246,0.06221999,0.00000968,0.48970959
-4.77538769,0.72627313,0.00000002,0.06908259,0.19529628,0.23495263,0.27801386,0.06233117,0.00000735,0.49054656
-4.76938469,0.72513668,0.00000001,0.06786471,0.19378557,0.23597196,0.27422951,0.06243537,0.00000555,0.49028878
-4.76338169,0.72313339,0.00000001,0.06659473,0.19189378,0.23679762,0.26991732,0.06255954,0.00000416,0.48927593
-4.75737869,0.72080574,0.00000001,0.06532567,0.18977008,0.23760506,0.26529284,0.06274524,0.00000309,0.48788535
-4.75137569,0.71873962,0.00000001,0.06411217,0.18757426,0.23857790,0.26058265,0.06304705,0.00000229,0.48652078
-4.74537269,0.71754517,0.00000001,0.06300845,0.18547193,0.23990164,0.25601736,0.06353069,0.00000169,0.48559992
-4.73936968,0.71783682,0.00000001,0.06206645,0.18362943,0.24175720,0.25182457,0.06427106,0.00000125,0.48554136
-4.73336668,0.72021319,0.00000001,0.06133400,0.18220870,0.24431447,0.24822191,0.06535000,0.00000093,0.48675117
-4.72736368,0.72523742,0.00000001,0.06085325,0.18136229,0.24772619,0.24541054,0.06685399,0.00000070,0.48960992
-4.72136068,0.73341875,0.00000001,0.06065926,0.18122871,0.25212227,0.24356917,0.06887178,0.00000056,0.49446024
-4.71535768,0.74519583,0.00000001,0.06077890,0.18192815,0.25760498,0.24284883,0.07149187,0.00000048,0.50159566
-4.70935468,0.76092225,0.00000002,0.06123000,0.18355888,0.26424498,0.24336862,0.07479998,0.00000046,0.51125092
-4.70335168,0.78085478,0.00000003,0.06202083,0.18619420,0.27207841,0.24521242,0.07887650,0.00000050,0.52359410
-4.69734867,0.80514447,0.00000004,0.06314988,0.18988032,0.28110522,0.24842681,0.08379393,0.00000060,0.53872079
-4.69134567,0.83383087,0.00000006,0.06460596,0.19463487,0.29128856,0.25301996,0.08961439,0.00000077,0.55665038
-4.68534267,0.86683930,0.00000008,0.06636856,0.20044634,0.30255545,0.25896172,0.09638716,0.00000104,0.57732451
-4.67933967,0.90398116,0.00000012,0.06840849,0.20727422,0.31479848,0.26618478,0.10414636,0.00000142,0.60060767
-4.67333667,0.94495710,0.00000016,0.07068877,0.21504993,0.32787850,0.27458663,0.11290884,0.00000196,0.62628980
-4.66733367,0.98936272,0.00000022,0.07316566,0.22367840,0.34162817,0.28403253,0.12267226,0.00000269,0.65409061
-4.66133067,1.03669670,0.00000031,0.07578989,0.23304024,0.35585620,0.29435905,0.13341353,0.00000369,0.68366565
-4.65532766,1.08637088,0.00000042,0.07850792,0.24299444,0.37035211,0.30537824,0.14508770,0.00000502,0.71461359
-4.64932466,1.13772209,0.00000056,0.08126333,0.25338148,0.38489123,0.31688215,0.15762730,0.00000680,0.74648474
-4.64332166,1.19002548,0.00000076,0.08399816,0.26402677,0.39924001,0.32864771,0.17094237,0.00000914,0.77879043
