energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.81990995,4.51233159,0.01424342,0.00000000,0.00120057,1.54747520,0.06105802,0.99285898,2.09118110,0.71901494
-5.81390695,4.29637626,0.01339083,0.00000000,0.00124533,1.46301515,0.05826371,0.96010232,2.01822358,0.67731154
-5.80790395,4.08147600,0.01253410,0.00000000,0.00129489,1.37897683,0.05556181,0.92741702,1.94540072,0.63608445
-5.80190095,3.86953889,0.01168355,0.00000000,0.00135005,1.29614225,0.05296988,0.89506912,1.87327159,0.59562639
-5.79589795,3.66235010,0.01084888,0.00000000,0.00141170,1.21524565,0.05050341,0.86330673,1.80236514,0.55622177
-5.78989495,3.46155386,0.01003895,0.00000000,0.00148086,1.13696181,0.04817589,0.83236300,1.73317930,0.51814104
-5.78389195,3.26864176,0.00926172,0.00000000,0.00155861,1.06189709,0.04599899,0.80245953,1.66618172,0.48163582
-5.77788894,3.08494665,0.00852404,0.00000000,0.00164610,0.99058334,0.04398267,0.77381001,1.60181152,0.44693487
-5.77188594,2.91164129,0.00783169,0.00000000,0.00174447,0.92347429,0.04213548,0.74662340,1.54048167,0.41424090
-5.76588294,2.74974041,0.00718929,0.00000000,0.00185482,0.86094440,0.04046465,0.72110645,1.48258107,0.38372820
-5.75987994,2.60010505,0.00660033,0.00000000,0.00197813,0.80328958,0.03897629,0.69746508,1.42847610,0.35554106
-5.75387694,2.46344806,0.00606726,0.00000000,0.00211522,0.75072948,0.03767549,0.67590452,1.37851093,0.32979291
-5.74787394,2.34033974,0.00559148,0.00000000,0.00226667,0.70341092,0.03656632,0.65662805,1.33300629,0.30656611
-5.74187094,2.23121273,0.00517347,0.00000000,0.00243274,0.66141214,0.03565183,0.63983424,1.29225666,0.28591219
-5.73586793,2.13636582,0.00481291,0.00000000,0.00261333,0.62474736,0.03493391,0.62571299,1.25652570,0.26785273
-5.72986493,2.05596638,0.00450872,0.00000000,0.00280794,0.59337164,0.03441310,0.61444041,1.22604023,0.25238046
-5.72386193,1.99005145,0.00425921,0.00000000,0.00301556,0.56718564,0.03408841,0.60617301,1.20098314,0.23946085
-5.71785893,1.93852811,0.00406218,0.00000000,0.00323474,0.54604039,0.03395699,0.60104148,1.18148569,0.22903396
-5.71185593,1.90117348,0.00391500,0.00000000,0.00346348,0.52974188,0.03401388,0.59914455,1.16761988,0.22101658
-5.70585293,1.87763533,0.00381470,0.00000000,0.00369933,0.51805575,0.03425176,0.60054338,1.15939162,0.21530467
-5.69984992,1.86743409,0.00375808,0.00000000,0.00393937,0.51071206,0.03466069,0.60525685,1.15673546,0.21177612
-5.69384692,1.86996699,0.00374175,0.00000000,0.00418028,0.50741030,0.03522802,0.61325818,1.15951147,0.21029380
-5.68784392,1.88451524,0.00376224,0.00000000,0.00441840,0.50782487,0.03593830,0.62447311,1.16750489,0.21070886
-5.68184092,1.91025464,0.00381601,0.00000000,0.00464987,0.51161114,0.03677334,0.63877990,1.18042896,0.21286438
-5.67583792,1.94626988,0.00389953,0.00000000,0.00487070,0.51841204,0.03771245,0.65601108,1.19793116,0.21659918
-5.66983492,1.99157255,0.00400934,0.00000000,0.00507689,0.52786532,0.03873271,0.67595712,1.21960275,0.22175187
-5.66383192,2.04512250,0.00414206,0.00000000,0.00526458,0.53961137,0.03980948,0.69837164,1.24499146,0.22816492
-5.65782891,2.10585181,0.00429446,0.00000000,0.00543017,0.55330134,0.04091691,0.72297801,1.27361667,0.23568873
-5.65182591,2.17269047,0.00446346,0.00000000,0.00557045,0.56860544,0.04202867,0.74947693,1.30498656,0.24418552
-5.64582291,2.24459262,0.00464618,0.00000000,0.00568268,0.58522097,0.04311862,0.77755465,1.33861614,0.25353283
-5.63981991,2.32056206,0.00483994,0.00000000,0.00576472,0.60287987,0.04416161,0.80689131,1.37404543,0.26362655
-5.63381691,2.39967565,0.00504229,0.00000000,0.00581510,0.62135518,0.04513423,0.83716897,1.41085646,0.27438327
-5.62781391,2.48110350,0.00525100,0.00000000,0.00583306,0.64046632,0.04601553,0.86807902,1.44868849,0.28574176
-5.62181091,2.56412471,0.00546410,0.00000000,0.00581857,0.66008258,0.04678768,0.89932858,1.48725014,0.29766359
-5.61580790,2.64813796,0.00567981,0.00000000,0.00577234,0.68012470,0.04743646,0.93064559,1.52632817,0.31013260
-5.60980490,2.73266639,0.00589660,0.00000000,0.00569579,0.70056432,0.04795169,0.96178265,1.56579201,0.32315343
-5.60380190,2.81735662,0.00611315,0.00000000,0.00559097,0.72142127,0.04832749,0.99251937,1.60559415,0.33674889
-5.59779890,2.90197223,0.00632832,0.00000000,0.00546052,0.74275871,0.04856230,1.02266344,1.64576616,0.35095643
-5.59179590,2.98638219,0.00654117,0.00000000,0.00530756,0.76467624,0.04865887,1.05205067,1.68641085,0.36582376
-5.58579290,3.07054526,0.00675093,0.00000000,0.00513557,0.78730146,0.04862396,1.08054408,1.72769099,0.38140379
-5.57978989,3.15449139,0.00695701,0.00000000,0.00494831,0.81078013,0.04846799,1.10803252,1.76981528,0.39774921
-5.57378689,3.23830156,0.00715898,0.00000000,0.00474967,0.83526561,0.04820455,1.13442909,1.81302270,0.41490680
-5.56778389,3.32208732,0.00735658,0.00000000,0.00454358,0.86090791,0.04784979,1.15966961,1.85756584,0.43291194
-5.56178089,3.40597136,0.00754975,0.00000000,0.00433390,0.88784302,0.04742182,1.18371148,1.90369445,0.45178341
-5.55577789,3.49007033,0.00773863,0.00000000,0.00412435,0.91618294,0.04694002,1.20653316,1.95163996,0.47151896
-5.54977489,3.57448069,0.00792361,0.00000000,0.00391837,0.94600693,0.04642442,1.22813417,2.00160179,0.49209157
-5.54377189,3.65926839,0.00810532,0.00000000,0.00371914,0.97735435,0.04589507,1.24853575,2.05373604,0.51344692
-5.53776888,3.74446256,0.00828470,0.00000000,0.00352948,1.01021943,0.04537151,1.26778206,2.10814702,0.53550199
-5.53176588,3.83005324,0.00846302,0.00000000,0.00335182,1.04454816,0.04487230,1.28594155,2.16488180,0.55814496
-5.52576288,3.91599285,0.00864188,0.00000000,0.00318823,1.08023738,0.04441464,1.30310832,2.22392778,0.58123642
-5.51975988,4.00220068,0.00882324,0.00000000,0.00304037,1.11713622,0.04401409,1.31940311,2.28521319,0.60461186
-5.51375688,4.08856984,0.00900942,0.00000000,0.00290953,1.15504952,0.04368441,1.33497345,2.34861014,0.62808541
-5.50775388,4.17497562,0.00920307,0.00000000,0.00279662,1.19374340,0.04343744,1.34999270,2.41393997,0.65145454
-5.50175088,4.26128436,0.00940715,0.00000000,0.00270224,1.23295244,0.04328309,1.36465778,2.48098022,0.67450585
-5.49574787,4.34736228,0.00962486,0.00000000,0.00262664,1.27238844,0.04322940,1.37918513,2.54947312,0.69702140
-5.48974487,4.43308321,0.00985959,0.00000000,0.00256981,1.31175028,0.04328259,1.39380521,2.61913492,0.71878574
-5.48374187,4.51833514,0.01011479,0.00000000,0.00253147,1.35073462,0.04344723,1.40875522,2.68966591,0.73959314
-5.47773887,4.60302515,0.01039390,0.00000000,0.00251108,1.38904721,0.04372634,1.42427053,2.76076084,0.75925495
-5.47173587,4.68708277,0.01070022,0.00000000,0.00250791,1.42641436,0.04412154,1.44057509,2.83211960,0.77760696
-5.46573287,4.77046212,0.01103677,0.00000000,0.00252100,1.46259436,0.04463317,1.45787117,2.90345814,0.79451632
-5.45972986,4.85314312,0.01140621,0.00000000,0.00254923,1.49738858,0.04526042,1.47632920,2.97451953,0.80988807
-5.45372686,4.93513233,0.01181065,0.00000000,0.00259129,1.53065193,0.04600139,1.49607804,3.04508525,0.82367105
-5.44772386,5.01646400,0.01225162,0.00000000,0.00264573,1.56230243,0.04685323,1.51719656,3.11498653,0.83586292
-5.44172086,5.09720175,0.01272995,0.00000000,0.00271095,1.59232966,0.04781212,1.53970683,3.18411587,0.84651422
-5.43571786,5.17744130,0.01324568,0.00000000,0.00278524,1.62080172,0.04887339,1.56356965,3.25243822,0.85573132
-5.42971486,5.25731435,0.01379804,0.00000000,0.00286680,1.64787048,0.05003152,1.58868254,3.32000173,0.86367803
-5.42371186,5.33699349,0.01438546,0.00000000,0.00295376,1.67377476,0.05128018,1.61488058,3.38694737,0.87057580
-5.41770885,5.41669785,0.01500551,0.00000000,0.00304420,1.69884119,0.05261228,1.64194009,3.45351696,0.87670228
-5.41170585,5.49669866,0.01565504,0.00000000,0.00313621,1.72348230,0.05402000,1.66958490,3.52005859,0.88238825
-5.40570285,5.57732414,0.01633017,0.00000000,0.00322792,1.74819173,0.05549484,1.69749523,3.58702890,0.88801260
-5.39969985,5.65896236,0.01702642,0.00000000,0.00331751,1.77353616,0.05702771,1.72531831,3.65499103,0.89399549
-5.39369685,5.74206120,0.01773878,0.00000000,0.00340330,1.80014386,0.05860895,1.75268065,3.72460764,0.90078953
-5.38769385,5.82712421,0.01846190,0.00000000,0.00348375,1.82868971,0.06022843,1.77920100,3.79662821,0.90886908
-5.38169085,5.91470145,0.01919014,0.00000000,0.00355749,1.85987682,0.06187561,1.80450352,3.87187017,0.91871772
-5.37568784,6.00537468,0.01991775,0.00000000,0.00362341,1.89441486,0.06353963,1.82823045,3.95119365,0.93081411
-5.36968484,6.09973642,0.02063898,0.00000000,0.00368060,1.93299549,0.06520935,1.85005381,4.03547002,0.94561652
-5.36368184,6.19836318,0.02134820,0.00000000,0.00372844,1.97626556,0.06687342,1.86968543,4.12554482,0.96354635
-5.35767884,6.30178324,0.02203999,0.00000000,0.00376660,2.02479860,0.06852034,1.88688512,4.22219590,0.98497123
-5.35167584,6.41044022,0.02270927,0.00000000,0.00379500,2.07906575,0.07013847,1.90146664,4.32608850,1.01018813
-5.34567284,6.52465382,0.02335133,0.00000000,0.00381386,2.13940723,0.07171612,1.91330135,4.43772863,1.03940725
-5.33966983,6.64457994,0.02396191,0.00000000,0.00382366,2.20600533,0.07324151,1.92231959,4.55741725,1.07273728
-5.33366683,6.77017217,0.02453723,0.00000000,0.00382514,2.27886060,0.07470286,1.92851002,4.68520733,1.11017281
-5.32766383,6.90114741,0.02507399,0.00000000,0.00381927,2.35777218,0.07608843,1.93191692,4.82086629,1.15158464
-5.32166083,7.03695785,0.02556943,0.00000000,0.00380721,2.44232385,0.07738652,1.93263613,4.96384628,1.19671352
-5.31565783,7.17677189,0.02602125,0.00000000,0.00379032,2.53187674,0.07858562,1.93080970,5.11326443,1.24516807
-5.30965483,7.31946594,0.02642766,0.00000000,0.00377010,2.62556964,0.07967449,1.92661976,5.26789503,1.29642723
-5.30365183,7.46362865,0.02678731,0.00000000,0.00374816,2.72232770,0.08064229,1.92028201,5.42617503,1.34984741
-5.29764882,7.60757863,0.02709925,0.00000000,0.00372621,2.82087956,0.08147875,1.91203904,5.58622376,1.40467472
-5.29164582,7.74939590,0.02736294,0.00000000,0.00370602,2.91978310,0.08217439,1.90215389,5.74587691,1.46006173
-5.28564282,7.88696652,0.02757817,0.00000000,0.00368940,3.01745906,0.08272074,1.89090388,5.90273440,1.51508876
-5.27963982,8.01803910,0.02774506,0.00000000,0.00367815,3.11223180,0.08311057,1.87857503,6.05422068,1.56878873
-5.27363682,8.14029131,0.02786397,0.00000000,0.00367406,3.20237570,0.08333813,1.86545693,6.19765559,1.62017502
-5.26763382,8.25140347,0.02793554,0.00000000,0.00367890,3.28616567,0.08339945,1.85183815,6.33033304,1.66827111
-5.26163082,8.34913634,0.02796061,0.00000000,0.00369434,3.36192978,0.08329247,1.83800213,6.44960453,1.71214099
-5.25562781,8.43140924,0.02794021,0.00000000,0.00372197,3.42810184,0.08301731,1.82422345,6.55296399,1.75091897
-5.24962481,8.49637528,0.02787553,0.00000000,0.00376328,3.48327184,0.08257634,1.81076443,6.63813029,1.78383772
-5.24362181,8.54248976,0.02776795,0.00000000,0.00381957,3.52623195,0.08197423,1.79787182,6.70312396,1.81025321
-5.23761881,8.56856878,0.02761895,0.00000000,0.00389199,3.55601632,0.08121802,1.78577381,6.74633467,1.82966565
-5.23161581,8.57383512,0.02743016,0.00000000,0.00398146,3.57193268,0.08031691,1.77467704,6.76657661,1.84173528
-5.22561281,8.55794941,0.02720335,0.00000000,0.00408866,3.57358474,0.07928217,1.76476382,6.76312939,1.84629244
-5.21960980,8.52102518,0.02694043,0.00000000,0.00421399,3.56088411,0.07812684,1.75618955,6.73576289,1.84334157
-5.21360680,8.46362730,0.02664342,0.00000000,0.00435752,3.53405173,0.07686542,1.74908045,6.68474510,1.83305888
-5.20760380,8.38675414,0.02631453,0.00000000,0.00451900,3.49360859,0.07551348,1.74353175,6.61083293,1.81578396
-5.20160080,8.29180469,0.02595611,0.00000000,0.00469784,3.44035652,0.07408726,1.73960635,6.51524679,1.79200583
-5.19559780,8.18053229,0.02557071,0.00000000,0.00489305,3.37535004,0.07260319,1.73733425,6.39963028,1.76234407
-5.18959480,8.05498757,0.02516106,0.00000000,0.00510331,3.29986064,0.07107752,1.73671267,6.26599723,1.72752600
-5.18359180,7.91745328,0.02473011,0.00000000,0.00532694,3.21533536,0.06952586,1.73770705,6.11666853,1.68836112
-5.17758879,7.77037409,0.02428101,0.00000000,0.00556197,3.12335133,0.06796284,1.74025284,5.95420170,1.64571374
-5.17158579,7.61628445,0.02381717,0.00000000,0.00580615,3.02556851,0.06640181,1.74425804,5.78131625,1.60047526
-5.16558279,7.45773736,0.02334219,0.00000000,0.00605706,2.92368234,0.06485461,1.74960644,5.60081789,1.55353711
-5.15957979,7.29723681,0.02285988,0.00000000,0.00631217,2.81937833,0.06333140,1.75616133,5.41552443,1.50576536
-5.15357679,7.13717602,0.02237424,0.00000000,0.00656894,2.71429000,0.06184063,1.76376953,5.22819594,1.45797808
-5.14757379,6.97978345,0.02188943,0.00000000,0.00682491,2.60996157,0.06038901,1.77226544,5.04147146,1.41092595
-5.14157079,6.82707764,0.02140969,0.00000000,0.00707787,2.50781653,0.05898161,1.78147501,4.85781391,1.36527679
-5.13556778,6.68083187,0.02093933,0.00000000,0.00732592,2.40913243,0.05762198,1.79121935,4.67946451,1.32160414
-5.12956478,6.54254879,0.02048264,0.00000000,0.00756760,2.31502261,0.05631231,1.80131779,4.50840740,1.28038013
-5.12356178,6.41344499,0.02004381,0.00000000,0.00780200,2.22642456,0.05505364,1.81159040,4.34634480,1.24197238
-5.11755878,6.29444507,0.01962690,0.00000000,0.00802881,2.14409477,0.05384604,1.82185977,4.19468251,1.20664478
-5.11155578,6.18618437,0.01923575,0.00000000,0.00824843,2.06860957,0.05268881,1.83195226,4.05452530,1.17456157
-5.10555278,6.08901964,0.01887388,0.00000000,0.00846194,2.00037122,0.05158062,1.84169864,3.92668126,1.14579445
-5.09954977,6.00304648,0.01854452,0.00000000,0.00867113,1.93961848,0.05051968,1.85093444,3.81167427,1.12033194
-5.09354677,5.92812253,0.01825048,0.00000000,0.00887845,1.88644074,0.04950381,1.85950008,3.70976313,1.09809052
-5.08754377,5.86389535,0.01799417,0.00000000,0.00908691,1.84079480,0.04853051,1.86724110,3.62096632,1.07892698
-5.08154077,5.80983374,0.01777758,0.00000000,0.00929996,1.80252343,0.04759700,1.87400863,3.54509081,1.06265130
-5.07553777,5.76526165,0.01760227,0.00000000,0.00952136,1.77137482,0.04670023,1.87966036,3.48176374,1.04903970
-5.06953477,5.72939340,0.01746940,0.00000000,0.00975497,1.74702216,0.04583689,1.88406205,3.43046560,1.03784731
-5.06353177,5.70136929,0.01737974,0.00000000,0.01000454,1.72908265,0.04500340,1.88708982,3.39056364,1.02882006
-5.05752876,5.68029059,0.01733374,0.00000000,0.01027350,1.71713531,0.04419591,1.88863303,3.36134437,1.02170544
-5.05152576,5.66525288,0.01733158,0.00000000,0.01056472,1.71073719,0.04341039,1.88859785,3.34204414,1.01626199
-5.04552276,5.65537678,0.01737317,0.00000000,0.01088028,1.70943739,0.04264265,1.88691125,3.33187685,1.01226708
-5.03951976,5.64983530,0.01745827,0.00000000,0.01122129,1.71278887,0.04188849,1.88352521,3.33005794,1.00952305
-5.03351676,5.64787687,0.01758649,0.00000000,0.01158771,1.72035759,0.04114381,1.87842099,3.33582423,1.00786150
-5.02751376,5.64884356,0.01775734,0.00000000,0.01197823,1.73172916,0.04040483,1.87161301,3.34844905,1.00714576
-5.02151076,5.65218381,0.01797028,0.00000000,0.01239015,1.74651274,0.03966829,1.86315216,3.36725246,1.00727152
-5.01550775,5.65745960,0.01822472,0.00000000,0.01281943,1.76434257,0.03893168,1.85312830,3.39160661,1.00816578
-5.00950475,5.66434764,0.01852000,0.00000000,0.01326066,1.78487716,0.03819349,1.84167155,3.42093628,1.00978415
-5.00350175,5.67263515,0.01885541,0.00000000,0.01370722,1.80779644,0.03745340,1.82895238,3.45471514,1.01210686
-4.99749875,5.68221016,0.01923017,0.00000000,0.01415143,1.83279728,0.03671253,1.81518031,3.49245821,1.01513354
-4.99149575,5.69304731,0.01964337,0.00000000,0.01458475,1.85958780,0.03597354,1.80060106,3.53371119,1.01887716
-4.98549275,5.70518965,0.02009391,0.00000000,0.01499810,1.88788079,0.03524075,1.78549239,3.57803761,1.02335742
-4.97948974,5.71872755,0.02058049,0.00000000,0.01538215,1.91738693,0.03452017,1.77015857,3.62500474,1.02859389
-4.97348674,5.73377570,0.02110149,0.00000000,0.01572767,1.94780812,0.03381941,1.75492356,3.67416910,1.03459925
-4.96748374,5.75044932,0.02165494,0.00000000,0.01602587,1.97883147,0.03314756,1.74012324,3.72506274,1.04137298
-4.96148074,5.76884065,0.02223846,0.00000000,0.01626875,2.01012441,0.03251494,1.72609676,3.77718110,1.04889570
-4.95547774,5.78899679,0.02284915,0.00000000,0.01644944,2.04133125,0.03193285,1.71317733,3.82997334,1.05712462
-4.94947474,5.81089996,0.02348356,0.00000000,0.01656247,2.07207158,0.03141313,1.70168261,3.88283587,1.06599010
-4.94347174,5.83445079,0.02413766,0.00000000,0.01660400,2.10194070,0.03096778,1.69190505,3.93510970,1.07539364
-4.93746873,5.85945564,0.02480674,0.00000000,0.01657205,2.13051219,0.03060849,1.68410234,3.98608178,1.08520741
-4.93146573,5.88561818,0.02548546,0.00000000,0.01646654,2.15734274,0.03034613,1.67848835,4.03499083,1.09527524
-4.92546273,5.91253584,0.02616778,0.00000000,0.01628938,2.18197912,0.03019032,1.67522480,4.08103738,1.10541512
-4.91945973,5.93970110,0.02684704,0.00000000,0.01604441,2.20396706,0.03014891,1.67441381,4.12339781,1.11542322
-4.91345673,5.96650775,0.02751595,0.00000000,0.01573730,2.22286188,0.03022762,1.67609191,4.16124214,1.12507900
-4.90745373,5.99226186,0.02816671,0.00000000,0.01537534,2.23824026,0.03042965,1.68022542,4.19375459,1.13415150
-4.90145073,6.01619711,0.02879105,0.00000000,0.01496728,2.24971298,0.03075543,1.68670780,4.22015651,1.14240632
-4.89544772,6.03749401,0.02938044,0.00000000,0.01452295,2.25693769,0.03120243,1.69535894,4.23973034,1.14961312
-4.88944472,6.05530230,0.02992618,0.00000000,0.01405304,2.25963154,0.03176507,1.70592675,4.25184386,1.15555321
-4.88344172,6.06876567,0.03041964,0.00000000,0.01356870,2.25758267,0.03243475,1.71809109,4.25597338,1.16002701
-4.87743872,6.07704804,0.03085240,0.00000000,0.01308126,2.25066016,0.03319998,1.73147013,4.25172490,1.16286095
-4.87143572,6.07936014,0.03121655,0.00000000,0.01260182,2.23882177,0.03404661,1.74562901,4.23885206,1.16391344
-4.86543272,6.07498559,0.03150485,0.00000000,0.01214101,2.22211896,0.03495820,1.76009083,4.21726981,1.16307978
-4.85942971,6.06330512,0.03171098,0.00000000,0.01170867,2.20069875,0.03591636,1.77434945,4.18706310,1.16029563
-4.85342671,6.04381811,0.03182977,0.00000000,0.01131359,2.17480220,0.03690132,1.78788399,4.14848973,1.15553887
-4.84742371,6.01616027,0.03185737,0.00000000,0.01096332,2.14475921,0.03789243,1.80017435,4.10197709,1.14882979
-4.84142071,5.98011686,0.03179141,0.00000000,0.01066398,2.11097988,0.03886873,1.81071729,4.04811257,1.14022954
-4.83541771,5.93563061,0.03163113,0.00000000,0.01042020,2.07394248,0.03980957,1.81904254,3.98762783,1.12983691
-4.82941471,5.88280408,0.03137744,0.00000000,0.01023497,2.03417853,0.04069516,1.82472811,3.92137743,1.11778356
-4.82341171,5.82189643,0.03103295,0.00000000,0.01010968,1.99225555,0.04150714,1.82741436,3.85031270,1.10422800
-4.81740870,5.75331459,0.03060192,0.00000000,0.01004409,1.94875817,0.04222909,1.82681625,3.77545179,1.08934849
-4.81140570,5.67759960,0.03009019,0.00000000,0.01003642,1.90426856,0.04284694,1.82273307,3.69784737,1.07333541
-4.80540270,5.59540868,0.02950504,0.00000000,0.01008340,1.85934698,0.04334939,1.81505558,3.61855342,1.05638328
-4.79939970,5.50749431,0.02885498,0.00000000,0.01018044,1.81451344,0.04372812,1.80377010,3.53859265,1.03868308
-4.79339670,5.41468125,0.02814957,0.00000000,0.01032173,1.77023152,0.04397802,1.78895944,3.45892621,1.02041510
-4.78739370,5.31784303,0.02739915,0.00000000,0.01050046,1.72689486,0.04409729,1.77080090,3.38042711,1.00174284
-4.78139070,5.21787912,0.02661461,0.00000000,0.01070898,1.68481740,0.04408737,1.74956134,3.30385860,0.98280815
-4.77538769,5.11569403,0.02580715,0.00000000,0.01093903,1.64422746,0.04395293,1.72558968,3.22985860,0.96372800
-4.76938469,5.01217932,0.02498800,0.00000000,0.01118196,1.60526626,0.04370162,1.69930733,3.15893072,0.94459290
-4.76338169,4.90819946,0.02416825,0.00000000,0.01142898,1.56799068,0.04334392,1.67119694,3.09144222,0.92546712
-4.75737869,4.80458180,0.02335864,0.00000000,0.01167139,1.53238012,0.04289276,1.64179001,3.02762871,0.90639052
-4.75137569,4.70211096,0.02256940,0.00000000,0.01190083,1.49834693,0.04236328,1.61165383,2.96760505,0.88738193
-4.74537269,4.60152727,0.02181019,0.00000000,0.01210949,1.46574986,0.04177242,1.58137830,2.91138153,0.86844369
-4.73936968,4.50352867,0.02108998,0.00000000,0.01229037,1.43440947,0.04113856,1.55156299,2.85888403,0.84956709
-4.73336668,4.40877528,0.02041705,0.00000000,0.01243743,1.40412475,0.04048114,1.52280476,2.80997680,0.83073828
-4.72736368,4.31789548,0.01979898,0.00000000,0.01254581,1.37468980,0.03982031,1.49568621,2.76448621,0.81194419
-4.72136068,4.23149228,0.01924264,0.00000000,0.01261193,1.34590969,0.03917655,1.47076512,2.72222385,0.79317801
-4.71535768,4.15014876,0.01875428,0.00000000,0.01263360,1.31761438,0.03857032,1.44856483,2.68300755,0.77444396
-4.70935468,4.07443147,0.01833953,0.00000000,0.01261008,1.28967026,0.03802170,1.42956574,2.64667883,0.75576095
-4.70335168,4.00489088,0.01800345,0.00000000,0.01254206,1.26198839,0.03755010,1.41419779,2.61311597,0.73716480
-4.69734867,3.94205812,0.01775056,0.00000000,0.01243163,1.23452925,0.03717389,1.40283373,2.58224178,0.71870909
-4.69134567,3.88643786,0.01758482,0.00000000,0.01228219,1.20730383,0.03691010,1.39578344,2.55402587,0.70046445
-4.68534267,3.83849739,0.01750968,0.00000000,0.01209831,1.18037121,0.03677413,1.39328887,2.52848148,0.68251634
-4.67933967,3.79865225,0.01752801,0.00000000,0.01188555,1.15383287,0.03677941,1.39552003,2.50565734,0.66496174
-4.67333667,3.76724955,0.01764204,0.00000000,0.01165026,1.12782432,0.03693715,1.40257171,2.48562540,0.64790469
-4.66733367,3.74454989,0.01785335,0.00000000,0.01139937,1.10250476,0.03725601,1.41446139,2.46846551,0.63145124
-4.66133067,3.73070941,0.01816276,0.00000000,0.01114013,1.07804549,0.03774189,1.43112827,2.45424829,0.61570416
-4.65532766,3.72576347,0.01857029,0.00000000,0.01087987,1.05461796,0.03839768,1.45243386,2.44301777,0.60075763
-4.64932466,3.72961343,0.01907511,0.00000000,0.01062583,1.03238218,0.03922310,1.47816409,2.43477500,0.58669248
-4.64332166,3.74201798,0.01967549,0.00000000,0.01038486,1.01147640,0.04021460,1.50803344,2.42946414,0.57357220
