energy_ev,total_up,As_p_up,As_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,2.27934250,0.58652295,0.00000000,2.33625081,0.89197842,0.78650832,0.00000000
-5.99399700,2.10777472,0.54235792,0.00000000,2.16403235,0.81817187,0.73931582,0.00000000
-5.98799400,1.95883393,0.50652204,0.00000000,2.01825469,0.75440840,0.69758985,0.00000000
-5.98199100,1.83329148,0.47904630,0.00000000,1.89940898,0.70090040,0.66180055,0.00000000
-5.97598799,1.73158936,0.45986498,0.00000000,1.80762663,0.65771949,0.63233077,0.00000000
-5.96998499,1.65385523,0.44882172,0.00000000,1.74270139,0.62480538,0.60947374,0.00000000
-5.96398199,1.59991739,0.44567504,0.00000000,1.70411025,0.60197471,0.59343091,0.00000000
-5.95797899,1.56931913,0.45010300,0.00000000,1.69103233,0.58892956,0.58430998,0.00000000
-5.95197599,1.56133204,0.46170712,0.00000000,1.70236550,0.58526524,0.58212307,0.00000000
-5.94597299,1.57496822,0.48001580,0.00000000,1.73674112,0.59047752,0.58678513,0.00000000
-5.93996998,1.60899209,0.50448737,0.00000000,1.79253759,0.60396935,0.59811297,0.00000000
-5.93396698,1.66193233,0.53451347,0.00000000,1.86789405,0.62505737,0.61582497,0.00000000
-5.92796398,1.73209527,0.56942292,0.00000000,1.96072542,0.65297863,0.63954204,0.00000000
-5.92196098,1.81758060,0.60848679,0.00000000,2.06874062,0.68689792,0.66879013,0.00000000
-5.91595798,1.91630063,0.65092491,0.00000000,2.18946499,0.72591612,0.70300463,0.00000000
-5.90995498,2.02600404,0.69591427,0.00000000,2.32026839,0.76908008,0.74153697,0.00000000
-5.90395198,2.14430478,0.74259946,0.00000000,2.45839969,0.81539414,0.78366369,0.00000000
-5.89794897,2.26871643,0.79010516,0.00000000,2.60102785,0.86383355,0.82859797,0.00000000
-5.89194597,2.39669193,0.83755060,0.00000000,2.74528952,0.91335982,0.87550360,0.00000000
-5.88594297,2.52566812,0.88406576,0.00000000,2.88834220,0.96293760,0.92351120,0.00000000
-5.87993997,2.65311402,0.92880862,0.00000000,3.02742161,1.01155305,0.97173620,0.00000000
-5.87393697,2.77658144,0.97098313,0.00000000,3.15990133,1.05823284,1.01929819,0.00000000
-5.86793397,2.89375615,1.00985691,0.00000000,3.28335254,1.10206338,1.06534086,0.00000000
-5.86193097,3.00250748,1.04477811,0.00000000,3.39560099,1.14220935,1.10905184,0.00000000
-5.85592796,3.10093444,1.07519051,0.00000000,3.49477897,1.17793093,1.14968158,0.00000000
-5.84992496,3.18740600,1.10064616,0.00000000,3.57936924,1.20859872,1.18656056,0.00000000
-5.84392196,3.26059392,1.12081484,0.00000000,3.64823892,1.23370586,1.21911405,0.00000000
-5.83791896,3.31949620,1.13548989,0.00000000,3.70066124,1.25287663,1.24687367,0.00000000
-5.83191596,3.36345030,1.14458995,0.00000000,3.73632382,1.26587111,1.26948543,0.00000000
-5.82591296,3.39213523,1.14815660,0.00000000,3.75532272,1.27258573,1.28671373,0.00000000
-5.81990995,3.40556255,1.14634781,0.00000000,3.75814238,1.27304960,1.29844138,0.00000000
-5.81390695,3.40405673,1.13942763,0.00000000,3.74562196,1.26741682,1.30466555,0.00000000
-5.80790395,3.38822592,1.12775249,0.00000000,3.71890980,1.25595526,1.30549007,0.00000000
-5.80190095,3.35892464,1.11175479,0.00000000,3.67940775,1.23903227,1.30111453,0.00000000
-5.79589795,3.31721036,1.09192463,0.00000000,3.62870824,1.21709812,1.29182070,0.00000000
-5.78989495,3.26429615,1.06879042,0.00000000,3.56852678,1.19066792,1.27795727,0.00000000
-5.78389195,3.20150171,1.04289937,0.00000000,3.50063314,1.16030298,1.25992339,0.00000000
-5.77788894,3.13020512,1.01479873,0.00000000,3.42678441,1.12659238,1.23815220,0.00000000
-5.77188594,3.05179744,0.98501852,0.00000000,3.34866270,1.09013559,1.21309476,0.00000000
-5.76588294,2.96764215,0.95405654,0.00000000,3.26782049,1.05152682,1.18520549,0.00000000
-5.75987994,2.87904082,0.92236617,0.00000000,3.18563545,1.01134164,1.15492930,0.00000000
-5.75387694,2.78720619,0.89034727,0.00000000,3.10327674,0.97012623,1.12269117,0.00000000
-5.74787394,2.69324316,0.85834059,0.00000000,3.02168346,0.92838957,1.08888829,0.00000000
-5.74187094,2.59813789,0.82662540,0.00000000,2.94155589,0.88659844,1.05388480,0.00000000
-5.73586793,2.50275455,0.79542048,0.00000000,2.86335894,0.84517515,1.01800924,0.00000000
-5.72986493,2.40783895,0.76488796,0.00000000,2.78733701,0.80449771,0.98155426,0.00000000
-5.72386193,2.31402803,0.73513968,0.00000000,2.71353885,0.76490212,0.94477844,0.00000000
-5.71785893,2.22186375,0.70624544,0.00000000,2.64185027,0.72668603,0.90790968,0.00000000
-5.71185593,2.13180995,0.67824271,0.00000000,2.57203278,0.69011356,0.87114969,0.00000000
-5.70585293,2.04427068,0.65114705,0.00000000,2.50376560,0.65542049,0.83467907,0.00000000
-5.69984992,1.95960841,0.62496265,0.00000000,2.43668858,0.62281948,0.79866255,0.00000000
-5.69384692,1.87816093,0.59969258,0.00000000,2.37044387,0.59250470,0.76325380,0.00000000
-5.68784392,1.80025576,0.57534804,0.00000000,2.30471404,0.56465571,0.72859970,0.00000000
-5.68184092,1.72622119,0.55195640,0.00000000,2.23925489,0.53944012,0.69484344,0.00000000
-5.67583792,1.65639342,0.52956756,0.00000000,2.17392152,0.51701498,0.66212663,0.00000000
-5.66983492,1.59111946,0.50825850,0.00000000,2.10868668,0.49752683,0.63059002,0.00000000
-5.66383192,1.53075593,0.48813588,0.00000000,2.04365082,0.48111042,0.60037307,0.00000000
-5.65782891,1.47566391,0.46933664,0.00000000,1.97904380,0.46788626,0.57161238,0.00000000
-5.65182591,1.42620042,0.45202669,0.00000000,1.91521870,0.45795725,0.54443912,0.00000000
-5.64582291,1.38270726,0.43639777,0.00000000,1.85263825,0.45140455,0.51897581,0.00000000
-5.63981991,1.34549788,0.42266275,0.00000000,1.79185532,0.44828313,0.49533254,0.00000000
-5.63381691,1.31484338,0.41104949,0.00000000,1.73348849,0.44861727,0.47360316,0.00000000
-5.62781391,1.29095836,0.40179357,0.00000000,1.67819427,0.45239627,0.45386140,0.00000000
-5.62181091,1.27398749,0.39513021,0.00000000,1.62663766,0.45957076,0.43615757,0.00000000
-5.61580790,1.26399374,0.39128558,0.00000000,1.57946239,0.47004983,0.42051565,0.00000000
-5.60980490,1.26094870,0.39046786,0.00000000,1.53726235,0.48369918,0.40693129,0.00000000
-5.60380190,1.26472572,0.39285826,0.00000000,1.50055558,0.50034041,0.39537071,0.00000000
