energy_ev,total_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,0.00780790,0.00060506,0.00000000,0.00480043,0.00000000,0.00178511,0.00124025
-5.99399700,0.01000856,0.00076805,0.00000000,0.00615611,0.00000000,0.00230910,0.00158465
-5.98799400,0.01281012,0.00097723,0.00000000,0.00788178,0.00000000,0.00297107,0.00202434
-5.98199100,0.01633176,0.00124125,0.00000000,0.01005109,0.00000000,0.00379973,0.00257793
-5.97598799,0.02071171,0.00157017,0.00000000,0.01274953,0.00000000,0.00482814,0.00326701
-5.96998499,0.02610771,0.00197552,0.00000000,0.01607469,0.00000000,0.00609395,0.00411626
-5.96398199,0.03269700,0.00247020,0.00000000,0.02013635,0.00000000,0.00763941,0.00515343
-5.95797899,0.04067568,0.00306844,0.00000000,0.02505611,0.00000000,0.00951136,0.00640922
-5.95197599,0.05025728,0.00378560,0.00000000,0.03096657,0.00000000,0.01176093,0.00791700
-5.94597299,0.06167053,0.00463799,0.00000000,0.03801007,0.00000000,0.01444313,0.00971250
-5.93996998,0.07515607,0.00564254,0.00000000,0.04633668,0.00000000,0.01761622,0.01183324
-5.93396698,0.09096216,0.00681639,0.00000000,0.05610174,0.00000000,0.02134079,0.01431782
-5.92796398,0.10933940,0.00817645,0.00000000,0.06746266,0.00000000,0.02567872,0.01720505
-5.92196098,0.13053433,0.00973878,0.00000000,0.08057510,0.00000000,0.03069183,0.02053298
-5.91595798,0.15478221,0.01151802,0.00000000,0.09558871,0.00000000,0.03644043,0.02433762
-5.90995498,0.18229909,0.01352661,0.00000000,0.11264226,0.00000000,0.04298159,0.02865173
-5.90395198,0.21327328,0.01577410,0.00000000,0.13185863,0.00000000,0.05036750,0.03350342
-5.89794897,0.24785674,0.01826639,0.00000000,0.15333959,0.00000000,0.05864360,0.03891473
-5.89194597,0.28615662,0.02100497,0.00000000,0.17716061,0.00000000,0.06784692,0.04490027
-5.88594297,0.32822732,0.02398630,0.00000000,0.20336616,0.00000000,0.07800442,0.05146594
-5.87993997,0.37406357,0.02720116,0.00000000,0.23196539,0.00000000,0.08913165,0.05860779
