energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.86193097,2.14514229,-2.14497869,0.00563480,-0.00563359,0.43529020,-0.43530360,0.76998876,-0.76984655,1.04246333,-1.04249428,0.30199126,-0.30191986,0.05846505,-0.05845317,0.00485678,-0.00485567,0.70700090,-0.70686900
-5.85592796,2.04488681,-2.04473543,0.00506573,-0.00506458,0.42931001,-0.42932326,0.70463707,-0.70450356,1.03099001,-1.03102065,0.27204890,-0.27198211,0.05367311,-0.05366205,0.00439555,-0.00439453,0.64982288,-0.64969952
-5.84992496,1.95233148,-1.95219199,0.00453781,-0.00453674,0.42387002,-0.42388252,0.64393071,-0.64380665,1.02060895,-1.02063788,0.24436932,-0.24430762,0.04928982,-0.04927966,0.00398529,-0.00398437,0.59696523,-0.59685118
-5.84392196,1.86784748,-1.86771911,0.00405602,-0.00405503,0.41888298,-0.41889409,0.58823933,-0.58812519,1.01114110,-1.01116685,0.21914835,-0.21909209,0.04535590,-0.04534670,0.00363148,-0.00363067,0.54881775,-0.54871353
-5.83791896,1.79160866,-1.79149032,0.00362460,-0.00362371,0.41424077,-0.41424986,0.53780341,-0.53769939,1.00237217,-1.00239330,0.19653102,-0.19648042,0.04190419,-0.04189599,0.00333927,-0.00333858,0.50567107,-0.50557700
-5.83191596,1.72363132,-1.72352174,0.00324714,-0.00324635,0.40982467,-0.40983114,0.49274688,-0.49265294,0.99407547,-0.99409065,0.17661525,-0.17657043,0.03896053,-0.03895336,0.00311357,-0.00311300,0.46772651,-0.46764273
-5.82591296,1.66381666,-1.66371453,0.00292669,-0.00292599,0.40551542,-0.40551873,0.45309186,-0.45300779,0.98603450,-0.98604259,0.15945655,-0.15941756,0.03654471,-0.03653857,0.00295915,-0.00295871,0.43510774,-0.43503424
-5.81990995,1.61199283,-1.61189696,0.00266584,-0.00266525,0.40120266,-0.40120239,0.41877480,-0.41870024,0.97806385,-0.97806400,0.14507327,-0.14504007,0.03467152,-0.03466642,0.00288076,-0.00288045,0.40787337,-0.40781002
-5.81390695,1.56795411,-1.56786352,0.00246689,-0.00246640,0.39679314,-0.39678902,0.38966275,-0.38959723,0.97002711,-0.97001879,0.13345203,-0.13342452,0.03335177,-0.03334770,0.00288320,-0.00288303,0.38602946,-0.38597606
-5.80790395,1.53149449,-1.53140853,0.00233192,-0.00233153,0.39221724,-0.39220912,0.36556900,-0.36551199,0.96185065,-0.96183372,0.12455310,-0.12453112,0.03259321,-0.03259015,0.00297142,-0.00297139,0.36954136,-0.36949766
-5.80190095,1.50243418,-1.50235251,0.00226290,-0.00226262,0.38743331,-0.38742121,0.34626736,-0.34621831,0.95353255,-0.95350723,0.11831534,-0.11829870,0.03240126,-0.03239922,0.00315049,-0.00315061,0.35834401,-0.35830972
-5.79589795,1.48063725,-1.48055995,0.00226180,-0.00226162,0.38242990,-0.38241401,0.33150445,-0.33146280,0.94514595,-0.94511287,0.11466060,-0.11464907,0.03277962,-0.03277856,0.00342566,-0.00342593,0.35235021,-0.35232507
-5.78989495,1.46602019,-1.46594771,0.00233057,-0.00233049,0.37722556,-0.37720619,0.32100978,-0.32097497,0.93683687,-0.93679698,0.11349737,-0.11349071,0.03373050,-0.03373041,0.00380223,-0.00380266,0.35145668,-0.35144038
-5.78389195,1.45855093,-1.45848404,0.00247121,-0.00247123,0.37186640,-0.37184401,0.31450330,-0.31447482,0.92881651,-0.92877108,0.11472356,-0.11472152,0.03525472,-0.03525559,0.00428553,-0.00428611,0.35554742,-0.35553971
-5.77788894,1.45823911,-1.45817884,0.00268573,-0.00268585,0.36642171,-0.36639685,0.31170064,-0.31167800,0.92134867,-0.92129920,0.11822848,-0.11823078,0.03735150,-0.03735332,0.00488064,-0.00488139,0.36449476,-0.36449536
-5.77188594,1.46511863,-1.46506618,0.00297608,-0.00297630,0.36097790,-0.36095119,0.31231600,-0.31229875,0.91473301,-0.91468115,0.12389396,-0.12390033,0.04001799,-0.04002074,0.00559231,-0.00559321,0.37815794,-0.37816658
-5.76588294,1.47922408,-1.47918071,0.00334404,-0.00334436,0.35563121,-0.35560330,0.31606329,-0.31605099,0.90928525,-0.90923270,0.13159478,-0.13160494,0.04324866,-0.04325230,0.00642459,-0.00642566,0.39637970,-0.39639609
-5.75987994,1.50056294,-1.50052986,0.00379113,-0.00379155,0.35047975,-0.35045129,0.32265563,-0.32264789,0.90531556,-0.90526399,0.14119849,-0.14121215,0.04703438,-0.04703890,0.00738059,-0.00738182,0.41898136,-0.41900518
-5.75387694,1.52908570,-1.52906394,0.00431837,-0.00431889,0.34561544,-0.34558705,0.33180393,-0.33180034,0.90310639,-0.90305735,0.15256476,-0.15258162,0.05136160,-0.05136696,0.00846215,-0.00846354,0.44575677,-0.44578766
-5.74787394,1.56465615,-1.56464646,0.00492617,-0.00492678,0.34111634,-0.34108855,0.34321489,-0.34321506,0.90289126,-0.90284608,0.16554445,-0.16556421,0.05621126,-0.05621742,0.00966947,-0.00967101,0.47646579,-0.47650332
-5.74187094,1.60702389,-1.60702665,0.00561406,-0.00561476,0.33703983,-0.33701308,0.35658896,-0.35659246,0.90483556,-0.90479528,0.17997865,-0.18000098,0.06155784,-0.06156475,0.01100077,-0.01100246,0.51082793,-0.51087158
-5.73586793,1.65580124,-1.65581636,0.00638053,-0.00638131,0.33341724,-0.33339183,0.37161863,-0.37162504,0.90902071,-0.90898604,0.19569765,-0.19572222,0.06736848,-0.06737607,0.01245200,-0.01245383,0.54851658,-0.54856575
-5.72986493,1.71044601,-1.71047291,0.00722280,-0.00722366,0.33025008,-0.33022620,0.38798752,-0.38799638,0.91543250,-0.91540377,0.21252032,-0.21254678,0.07360217,-0.07361037,0.01401650,-0.01401846,0.58915458,-0.58920856
-5.72386193,1.77025165,-1.77028923,0.00813666,-0.00813760,0.32750833,-0.32748600,0.40537035,-0.40538117,0.92395437,-0.92393151,0.23025366,-0.23028162,0.08020921,-0.08021793,0.01568480,-0.01568687,0.63231135,-0.63236933
-5.71785893,1.83434562,-1.83439225,0.00911633,-0.00911733,0.32513060,-0.32510972,0.42343418,-0.42344644,0.93436601,-0.93434856,0.24869292,-0.24872201,0.08713095,-0.08714008,0.01744444,-0.01744661,0.67750221,-0.67756329
-5.71185593,1.90169627,-1.90174986,0.01015435,-0.01015541,0.32302647,-0.32300682,0.44184076,-0.44185392,0.94634733,-0.94633447,0.26762232,-0.26765212,0.09429973,-0.09430917,0.01927992,-0.01928216,0.72418995,-0.72425310
-5.70585293,1.97112846,-1.97118651,0.01124153,-0.01124263,0.32108066,-0.32106188,0.46025019,-0.46026369,0.95948773,-0.95947832,0.28681621,-0.28684632,0.10163930,-0.10164891,0.02117270,-0.02117498,0.77178887,-0.77185301
-5.69984992,2.04134711,-2.04140678,0.01236699,-0.01236813,0.31915878,-0.31914046,0.47832562,-0.47833890,0.97330007,-0.97329273,0.30604101,-0.30607099,0.10906545,-0.10907509,0.02310139,-0.02310368,0.81967144,-0.81973542
-5.69384692,2.11096798,-2.11102624,0.01351828,-0.01351943,0.31711453,-0.31709620,0.49573886,-0.49575137,0.98723878,-0.98723193,0.32505764,-0.32508708,0.11648717,-0.11649669,0.02504199,-0.02504427,0.86717727,-0.86723990
-5.68784392,2.17855436,-2.17860808,0.01468149,-0.01468264,0.31479767,-0.31477882,0.51217669,-0.51218791,1.00072099,-1.00071297,0.34362460,-0.34365307,0.12380799,-0.12381725,0.02696832,-0.02697055,0.91362443,-0.91368450
-5.68184092,2.24265808,-2.24270418,0.01584154,-0.01584269,0.31206252,-0.31204267,0.52734754,-0.52735699,1.01314988,-1.01313902,0.36150151,-0.36152859,0.13092783,-0.13093668,0.02885250,-0.02885465,0.95832260,-0.95837893
-5.67583792,2.30186320,-2.30189876,0.01698253,-0.01698365,0.30877644,-0.30875515,0.54098828,-0.54099554,1.02393893,-1.02392364,0.37845305,-0.37847835,0.13774502,-0.13775331,0.03066557,-0.03066761,1.00058782,-1.00063927
-5.66983492,2.35483051,-2.35485290,0.01808803,-0.01808910,0.30482783,-0.30480475,0.55287087,-0.55287560,1.03253610,-1.03251496,0.39425332,-0.39427647,0.14415860,-0.14416619,0.03237823,-0.03238012,1.03975826,-1.03980377
-5.66383192,2.40034097,-2.40034800,0.01914160,-0.01914261,0.30013334,-0.30010823,0.56280844,-0.56281040,1.03844668,-1.03841852,0.40869032,-0.40871099,0.15007081,-0.15007756,0.03396154,-0.03396326,1.07521054,-1.07524917
-5.65782891,2.43733650,-2.43732647,0.02012721,-0.02012815,0.29464382,-0.29461655,0.57066078,-0.57065981,1.04125401,-1.04121795,0.42157055,-0.42158843,0.15538963,-0.15539542,0.03538778,-0.03538929,1.10637600,-1.10640693
-5.65182591,2.46495629,-2.46492809,0.02102972,-0.02103057,0.28834877,-0.28831936,0.57633873,-0.57633482,1.04063704,-1.04059257,0.43272353,-0.43273837,0.16003134,-0.16003606,0.03663124,-0.03663250,1.13275635,-1.13277894
-5.64582291,2.48256736,-2.48252054,0.02183539,-0.02183614,0.28127913,-0.28124776,0.57980754,-0.57980076,1.03638419,-1.03633119,0.44200616,-0.44201777,0.16392301,-0.16392659,0.03766896,-0.03766996,1.15393816,-1.15395195
-5.63981991,2.48978827,-2.48972304,0.02253227,-0.02253291,0.27350832,-0.27347532,0.58108886,-0.58107943,1.02840299,-1.02834174,0.44930669,-0.44931493,0.16700481,-0.16700719,0.03848151,-0.03848224,1.16960555,-1.16961026
-5.63381691,2.48650495,-2.48642222,0.02311065,-0.02311118,0.26515140,-0.26511726,0.58026138,-0.58024963,1.01672518,-1.01665635,0.45454829,-0.45455310,0.16923195,-0.16923310,0.03905359,-0.03905402,1.17955068,-1.17954626
-5.62781391,2.47287834,-2.47277968,0.02356337,-0.02356378,0.25636261,-0.25632795,0.57745999,-0.57744637,1.00150726,-1.00143193,0.45769193,-0.45769330,0.17057643,-0.17057634,0.03937449,-0.03937463,1.18368159,-1.18366819
-5.62181091,2.44934337,-2.44923099,0.02388605,-0.02388634,0.24733120,-0.24729676,0.57287340,-0.57285846,0.98302662,-0.98294622,0.45873852,-0.45873651,0.17102818,-0.17102687,0.03943855,-0.03943839,1.18202699,-1.18200496
-5.61580790,2.41659960,-2.41647623,0.02407726,-0.02407743,0.23827599,-0.23824262,0.56674033,-0.56672470,0.96167350,-0.96158975,0.45773026,-0.45772500,0.17059584,-0.17059336,0.03924524,-0.03924479,1.17473781,-1.17470772
-5.60980490,2.37559362,-2.37546250,0.02413852,-0.02413858,0.22943869,-0.22940730,0.55934416,-0.55932857,0.93793919,-0.93785408,0.45475100,-0.45474269,0.16930693,-0.16930335,0.03879932,-0.03879858,1.16208546,-1.16204804
-5.60380190,2.32749412,-2.32735886,0.02407423,-0.02407419,0.22107644,-0.22104800,0.55100626,-0.55099150,0.91240111,-0.91231680,0.44992560,-0.44991451,0.16720752,-0.16720295,0.03811057,-0.03810957,1.14445654,-1.14441271
-5.59779890,2.27366027,-2.27352474,0.02389152,-0.02389138,0.21345369,-0.21342917,0.54207804,-0.54206491,0.88570530,-0.88562406,0.44341831,-0.44340476,0.16436133,-0.16435589,0.03719361,-0.03719236,1.12234445,-1.12229527
-5.59179590,2.21560457,-2.21547280,0.02359987,-0.02359965,0.20683387,-0.20681421,0.53293183,-0.53292116,0.85854701,-0.85847116,0.43542999,-0.43541436,0.16084829,-0.16084214,0.03606735,-0.03606588,1.09633785,-1.09628450
-5.58579290,2.15495137,-2.15482742,0.02321079,-0.02321051,0.20147093,-0.20145704,0.52395082,-0.52394342,0.83165015,-0.83158197,0.42619448,-0.42617720,0.15676269,-0.15675599,0.03475445,-0.03475279,1.06710649,-1.06705025
-5.57978989,2.09339239,-2.09328023,0.02273734,-0.02273701,0.19760132,-0.19759400,0.51551834,-0.51551498,0.80574622,-0.80568787,0.41597392,-0.41595547,0.15221081,-0.15220373,0.03328062,-0.03327879,1.03538475,-1.03532695
-5.57378689,2.03264055,-2.03254395,0.02219361,-0.02219324,0.19543623,-0.19543618,0.50800662,-0.50800800,0.78155332,-0.78150680,0.40505334,-0.40503422,0.14730832,-0.14730105,0.03167383,-0.03167188,1.00195348,-1.00189549
-5.56778389,1.97438368,-1.97430608,0.02159418,-0.02159378,0.19515472,-0.19516249,0.50176544,-0.50177217,0.75975605,-0.75972311,0.39373447,-0.39371519,0.14217738,-0.14217011,0.02996353,-0.02996149,0.96762066,-0.96756384
-5.56178089,1.92023932,-1.92018375,0.02095360,-0.02095319,0.19689763,-0.19691362,0.49711093,-0.49712350,0.74098666,-0.74096875,0.38232910,-0.38231022,0.13694362,-0.13693655,0.02817981,-0.02817771,0.93320155,-0.93314723
-5.55577789,1.87171208,-1.87168109,0.02028584,-0.02028542,0.20076255,-0.20078695,0.49431499,-0.49433375,0.72580800,-0.72580625,0.37115211,-0.37113417,0.13173308,-0.13172639,0.02635258,-0.02635046,0.89949893,-0.89944838
-5.54977489,1.83015477,-1.83015030,0.01960384,-0.01960343,0.20679992,-0.20683275,0.49359558,-0.49362071,0.71469880,-0.71471393,0.36051431,-0.36049786,0.12666919,-0.12666307,0.02451085,-0.02450875,0.86728400,-0.86723842
-5.54377189,1.79673427,-1.79675765,0.01891911,-0.01891872,0.21501047,-0.21505153,0.49510836,-0.49513988,0.70804140,-0.70807375,0.35071541,-0.35070096,0.12186992,-0.12186453,0.02268204,-0.02267998,0.83727858,-0.83723904
-5.53776888,1.77240325,-1.77245514,0.01824142,-0.01824104,0.22534390,-0.22539280,0.49893999,-0.49897773,0.70611241,-0.70616192,0.34203717,-0.34202522,0.11744511,-0.11744062,0.02089136,-0.02088937,0.81013896,-0.81010642
-5.53176588,1.75787823,-1.75795860,0.01757854,-0.01757817,0.23769901,-0.23775514,0.50510344,-0.50514702,0.70907635,-0.70914251,0.33473706,-0.33472808,0.11349419,-0.11349073,0.01916140,-0.01915951,0.78644198,-0.78641724
-5.52576288,1.75362460,-1.75373273,0.01693617,-0.01693582,0.25192513,-0.25198770,0.51353557,-0.51358444,0.71698231,-0.71706424,0.32904245,-0.32903686,0.11010408,-0.11010176,0.01751173,-0.01750996,0.76667345,-0.76665715
-5.51975988,1.75984877,-1.75998328,0.01631791,-0.01631758,0.26782503,-0.26789306,0.52409717,-0.52415058,0.72976379,-0.72986021,0.32514555,-0.32514371,0.10734761,-0.10734653,0.01595864,-0.01595701,0.75121927,-0.75121187
-5.51375688,1.77649746,-1.77665632,0.01572535,-0.01572502,0.28515903,-0.28523140,0.53657555,-0.53663259,0.74724145,-0.74735073,0.32319915,-0.32320135,0.10528220,-0.10528243,0.01451509,-0.01451361,0.74035920,-0.74036099
-5.50775388,1.80326374,-1.80344436,0.01515823,-0.01515789,0.30365042,-0.30372586,0.55068974,-0.55074935,0.76912871,-0.76924893,0.32331320,-0.32331969,0.10394901,-0.10395059,0.01319063,-0.01318931,0.73426333,-0.73427441
-5.50175088,1.83959959,-1.83979885,0.01461472,-0.01461437,0.32299184,-0.32306899,0.56609811,-0.56615910,0.79503994,-0.79516890,0.32555238,-0.32556331,0.10337237,-0.10337533,0.01199153,-0.01199038,0.73299115,-0.73301145
-5.49574787,1.88473399,-1.88494835,0.01409170,-0.01409133,0.34285271,-0.34293014,0.58240820,-0.58246929,0.82450077,-0.82463608,0.32993453,-0.32994997,0.10355964,-0.10356395,0.01092094,-0.01091995,0.73649304,-0.73652229
-5.48974487,1.93769596,-1.93792153,0.01358515,-0.01358475,0.36288718,-0.36296344,0.59918843,-0.59924829,0.85696042,-0.85709955,0.33642998,-0.33644990,0.10450130,-0.10450692,0.00997910,-0.00997827,0.74461385,-0.74465160
-5.48374187,1.99734141,-1.99757406,0.01309046,-0.01309001,0.38274269,-0.38281633,0.61598135,-0.61603861,0.89180529,-0.89194563,0.34496178,-0.34498609,0.10617137,-0.10617824,0.00916368,-0.00916302,0.75709846,-0.75714411
-5.47773887,2.06238299,-2.06261842,0.01260283,-0.01260233,0.40206852,-0.40213815,0.63231772,-0.63237104,0.92837366,-0.92851259,0.35540681,-0.35543528,0.10852813,-0.10853614,0.00847008,-0.00846957,0.77359899,-0.77365175
-5.47173587,2.13142171,-2.13165560,0.01211760,-0.01211705,0.42052439,-0.42058869,0.64773111,-0.64777923,0.96597086,-0.96610581,0.36759762,-0.36762996,0.11151497,-0.11152400,0.00789177,-0.00789141,0.79368336,-0.79374229
-5.46573287,2.20297961,-2.20320765,0.01163057,-0.01162996,0.43778855,-0.43784634,0.66177232,-0.66181404,1.00388452,-1.00401305,0.38132515,-0.38136096,0.11506158,-0.11507148,0.00742065,-0.00742043,0.81684500,-0.81690903
-5.45972986,2.27553244,-2.27575050,0.01113820,-0.01113753,0.45356527,-0.45361551,0.67402298,-0.67405726,1.04139958,-1.04151943,0.39634211,-0.39638090,0.11908530,-0.11909589,0.00704740,-0.00704731,0.84251363,-0.84258155
-5.45372686,2.34754178,-2.34774592,0.01063786,-0.01063712,0.46759139,-0.46763323,0.68410811,-0.68413406,1.07781266,-1.07792174,0.41236722,-0.41240840,0.12349264,-0.12350372,0.00676180,-0.00676182,0.87006676,-0.87013725
-5.44772386,2.41748580,-2.41767238,0.01012791,-0.01012712,0.47964180,-0.47967457,0.69170677,-0.69172369,1.11244539,-1.11254191,0.42909003,-0.42913293,0.12818107,-0.12819243,0.00655305,-0.00655315,0.89884193,-0.89891359
-5.44172086,2.48388851,-2.48405424,0.00960780,-0.00960695,0.48953366,-0.48955691,0.69656087,-0.69656828,1.14465683,-1.14473927,0.44617655,-0.44622045,0.13304098,-0.13305239,0.00641002,-0.00641020,0.92814965,-0.92822102
-5.43571786,2.54534698,-2.54548900,0.00907801,-0.00907711,0.49712928,-0.49714277,0.69848155,-0.69847918,1.17385445,-1.17392161,0.46327555,-0.46331963,0.13795783,-0.13796906,0.00632158,-0.00632182,0.95728684,-0.95735639
-5.42971486,2.60055656,-2.60067243,0.00854004,-0.00853910,0.50233769,-0.50234140,0.69735326,-0.69734105,1.19950396,-1.19955495,0.48002542,-0.48006886,0.14281453,-0.14282532,0.00627674,-0.00627702,0.98555075,-0.98561697
-5.42371186,2.64833387,-2.64842167,0.00799625,-0.00799527,0.50511483,-0.50510894,0.69313526,-0.69311338,1.22113768,-1.22117195,0.49606169,-0.49610361,0.14749389,-0.14750399,0.00626491,-0.00626522,1.01225333,-1.01231471
-5.41770885,2.68763775,-2.68769604,0.00744973,-0.00744873,0.50546259,-0.50544749,0.68586095,-0.68582979,1.23836179,-1.23837910,0.51102494,-0.51106446,0.15188132,-0.15189049,0.00627606,-0.00627638,1.03673585,-1.03679092
-5.41170585,2.71758797,-2.71761582,0.00690414,-0.00690313,0.50342673,-0.50340299,0.67563497,-0.67559511,1.25086225,-1.25086269,0.52456903,-0.52460530,0.15586753,-0.15587554,0.00630083,-0.00630114,1.05838348,-1.05843088
-5.40570285,2.73748177,-2.73747881,0.00636347,-0.00636246,0.49909392,-0.49906226,0.66262848,-0.66258067,1.25840962,-1.25839355,0.53636951,-0.53640170,0.15935126,-0.15935789,0.00633069,-0.00633098,1.07663982,-1.07667829
-5.39969985,2.74680814,-2.74677447,0.00583190,-0.00583090,0.49258806,-0.49254931,0.64707286,-0.64701802,1.26086274,-1.26083081,0.54613189,-0.54615924,0.16224197,-0.16224703,0.00635802,-0.00635828,1.09102074,-1.09104918
-5.39369685,2.74525947,-2.74519573,0.00531354,-0.00531257,0.48406607,-0.48402120,0.62925233,-0.62919149,1.25817127,-1.25812438,0.55359959,-0.55362141,0.16446240,-0.16446573,0.00637621,-0.00637643,1.10112740,-1.10114488
-5.38769385,2.73274044,-2.73264776,0.00481235,-0.00481140,0.47371342,-0.47366346,0.60949566,-0.60942997,1.25037713,-1.25031640,0.55856120,-0.55857691,0.16595081,-0.16595229,0.00637968,-0.00637984,1.10665774,-1.10666357
-5.38169085,2.70937363,-2.70925364,0.00433191,-0.00433100,0.46173947,-0.46168550,0.58816743,-0.58809811,1.23761460,-1.23754136,0.56085694,-0.56086608,0.16666298,-0.16666252,0.00636393,-0.00636402,1.10741624,-1.10740995
-5.37568784,2.67550136,-2.67535612,0.00387536,-0.00387450,0.44837273,-0.44831585,0.56565917,-0.56558747,1.22010915,-1.22002488,0.56038376,-0.56038602,0.16657371,-0.16657126,0.00632557,-0.00632559,1.10332118,-1.10330257
-5.36968484,2.63168323,-2.63151523,0.00344528,-0.00344446,0.43385630,-0.43379764,0.54238044,-0.54230763,1.19817461,-1.19808096,0.55709907,-0.55709428,0.16567777,-0.16567333,0.00626229,-0.00626224,1.09440915,-1.09437829
-5.36368184,2.57868887,-2.57850097,0.00304364,-0.00304288,0.41844338,-0.41838401,0.51875024,-0.51867760,1.17220871,-1.17210741,0.55102274,-0.55101087,0.16399036,-0.16398398,0.00617285,-0.00617273,1.08083633,-1.08079356
-5.35767884,2.51748542,-2.51728085,0.00267181,-0.00267111,0.40239290,-0.40233389,0.49518874,-0.49511752,1.14268664,-1.14257953,0.54223718,-0.54221836,0.16154684,-0.16153861,0.00605703,-0.00605684,1.06287620,-1.06282213
-5.35167584,2.44921952,-2.44900176,0.00233052,-0.00232988,0.38596538,-0.38590773,0.47210944,-0.47204082,1.11015269,-1.11004166,0.53088552,-0.53086006,0.15840181,-0.15839187,0.00591556,-0.00591529,1.04091359,-1.04084910
-5.34567284,2.37519349,-2.37496626,0.00201994,-0.00201935,0.36941883,-0.36936346,0.44991175,-0.44984684,1.07520973,-1.07509669,0.51716782,-0.51713614,0.15462758,-0.15461610,0.00575000,-0.00574967,1.01543500,-1.01536120
