energy_ev,total_up,As_p_up,As_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,9.14721657,0.91745084,0.00000000,2.05877268,5.14135046,0.11672083,3.24391557
-5.99399700,8.99066772,0.86092902,0.00000000,2.03749160,5.02817691,0.11943843,3.23856199
-5.98799400,8.86016000,0.80787935,0.00000000,2.01813726,4.93389646,0.12194075,3.23978824
-5.98199100,8.75628355,0.75845446,0.00000000,2.00064791,4.85898724,0.12422189,3.24757245
-5.97598799,8.67892476,0.71272924,0.00000000,1.98492079,4.80341066,0.12628148,3.26170344
-5.96998499,8.62730878,0.67070907,0.00000000,1.97082677,4.76663418,0.12812462,3.28179305
-5.96398199,8.60006012,0.63233921,0.00000000,1.95822398,4.74766920,0.12976170,3.30729393
-5.95797899,8.59527819,0.59751492,0.00000000,1.94696957,4.74512231,0.13120787,3.33752199
-5.95197599,8.61062430,0.56609160,0.00000000,1.93692924,4.75725724,0.13248228,3.37168247
-5.94597299,8.64341663,0.53789450,0.00000000,1.92798417,4.78206518,0.13360718,3.40889891
-5.93996998,8.69072948,0.51272756,0.00000000,1.92003528,4.81734039,0.13460681,3.44824398
-5.93396698,8.74949357,0.49038113,0.00000000,1.91300521,4.86075834,0.13550625,3.48877104
-5.92796398,8.81659409,0.47063835,0.00000000,1.90683817,4.90995342,0.13633016,3.52954573
-5.92196098,8.88896381,0.45328018,0.00000000,1.90149831,4.96259364,0.13710155,3.56967643
-5.91595798,8.96366891,0.43808900,0.00000000,1.89696733,5.01644983,0.13784066,3.60834292
-5.90995498,9.03798531,0.42485110,0.00000000,1.89324182,5.06945721,0.13856390,3.64482231
-5.90395198,9.10946433,0.41335811,0.00000000,1.89033104,5.11976760,0.13928303,3.67851163
-5.89794897,9.17598630,0.40340771,0.00000000,1.88825570,5.16579122,0.14000446,3.70894649
-5.89194597,9.23580162,0.39480383,0.00000000,1.88704800,5.20622689,0.14072891,3.73581519
-5.88594297,9.28755891,0.38735673,0.00000000,1.88675327,5.24008071,0.14145126,3.75896808
-5.87993997,9.33032032,0.38088302,0.00000000,1.88743303,5.26667295,0.14216071,3.77842163
-5.87393697,9.36356431,0.37520602,0.00000000,1.88916931,5.28563400,0.14284124,3.79435736
-5.86793397,9.38717639,0.37015644,0.00000000,1.89206981,5.29688992,0.14347229,3.80711522
-5.86193097,9.40142869,0.36557353,0.00000000,1.89627320,5.30063905,0.14402973,3.81718180
-5.85592796,9.40694909,0.36130664,0.00000000,1.90195382,5.29732080,0.14448702,3.82517340
-5.84992496,9.40468091,0.35721728,0.00000000,1.90932508,5.28757835,0.14481650,3.83181424
-5.84392196,9.39583433,0.35318130,0.00000000,1.91864056,5.27221672,0.14499079,3.83791040
-5.83791896,9.38183058,0.34909126,0.00000000,1.93019230,5.25215789,0.14498424,3.84431998
-5.83191596,9.36424029,0.34485866,0.00000000,1.94430544,5.22839458,0.14477428,3.85192016
-5.82591296,9.34471727,0.34041589,0.00000000,1.96132908,5.20194412,0.14434272,3.86157215
-5.81990995,9.32492944,0.33571767,0.00000000,1.98162313,5.17380382,0.14367681,3.87408490
-5.81390695,9.30648848,0.33074182,0.00000000,2.00554134,5.14490915,0.14277006,3.89017879
-5.80790395,9.29088029,0.32548922,0.00000000,2.03341113,5.11609584,0.14162286,3.91045049
-5.80190095,9.27939823,0.31998298,0.00000000,2.06551103,5.08806685,0.14024263,3.93534033
-5.79589795,9.27308160,0.31426664,0.00000000,2.10204677,5.06136516,0.13864376,3.96510358
-5.78989495,9.27266159,0.30840159,0.00000000,2.14312755,5.03635307,0.13684717,3.99978698
-5.78389195,9.27851729,0.30246380,0.00000000,2.18874390,5.01319846,0.13487962,4.03921181
-5.77788894,9.29064396,0.29653996,0.00000000,2.23874868,4.99186876,0.13277265,4.08296473
-5.77188594,9.30863579,0.29072326,0.00000000,2.29284287,4.97213247,0.13056154,4.13039734
-5.76588294,9.33168470,0.28510912,0.00000000,2.35056737,4.95356864,0.12828392,4.18063505
-5.75987994,9.35859645,0.27979093,0.00000000,2.41130207,4.93558388,0.12597856,4.23259572
-5.75387694,9.38782445,0.27485622,0.00000000,2.47427278,4.91743663,0.12368407,4.28501779
-5.74787394,9.41752086,0.27038333,0.00000000,2.53856648,4.89826788,0.12143781,4.33649746
-5.74187094,9.44560362,0.26643878,0.00000000,2.60315456,4.87713740,0.11927495,4.38553380
-5.73586793,9.46983726,0.26307552,0.00000000,2.66692344,4.85306416,0.11722780,4.43058018
-5.72986493,9.48792428,0.26033195,0.00000000,2.72871136,4.82506945,0.11532535,4.47010020
-5.72386193,9.49760306,0.25823191,0.00000000,2.78734965,4.79222091,0.11359318,4.50262563
-5.71785893,9.49674788,0.25678542,0.00000000,2.84170655,4.75367560,0.11205353,4.52681388
