energy_ev,total_up,Ga_p_up,Ga_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-6.00000000,1.94176481,0.03213133,0.00000000,0.42716303,0.87332918,0.02396625,1.04167152
-5.99399700,1.95044220,0.03230720,0.00000000,0.42633314,0.87908736,0.02405856,1.04094039
-5.98799400,1.96185573,0.03261866,0.00000000,0.42624609,0.88616522,0.02425907,1.04104337
-5.98199100,1.97607200,0.03306523,0.00000000,0.42699862,0.89457310,0.02456786,1.04204079
-5.97598799,1.99305796,0.03364284,0.00000000,0.42866596,0.90427351,0.02498156,1.04395072
-5.96998499,2.01268759,0.03434406,0.00000000,0.43130070,0.91518532,0.02549355,1.04675284
-5.96398199,2.03475191,0.03515844,0.00000000,0.43493262,0.92718952,0.02609422,1.05039359
-5.95797899,2.05897151,0.03607289,0.00000000,0.43956914,0.94013602,0.02677129,1.05479210
-5.95197599,2.08501102,0.03707232,0.00000000,0.44519657,0.95385113,0.02751030,1.05984664
-5.94597299,2.11249450,0.03814012,0.00000000,0.45178176,0.96814528,0.02829511,1.06544097
-5.93996998,2.14102103,0.03925886,0.00000000,0.45927430,0.98282058,0.02910841,1.07145044
-5.93396698,2.17017986,0.04041087,0.00000000,0.46760890,0.99767784,0.02993231,1.07774740
-5.92796398,2.19956414,0.04157887,0.00000000,0.47670799,1.01252277,0.03074888,1.08420567
-5.92196098,2.22878311,0.04274648,0.00000000,0.48648437,1.02717115,0.03154071,1.09070406
-5.91595798,2.25747190,0.04389872,0.00000000,0.49684368,1.04145271,0.03229136,1.09712871
-5.90995498,2.28529904,0.04502235,0.00000000,0.50768685,1.05521387,0.03298583,1.10337439
-5.90395198,2.31197135,0.04610615,0.00000000,0.51891219,1.06831923,0.03361090,1.10934483
-5.89794897,2.33723640,0.04714105,0.00000000,0.53041718,1.08065191,0.03415539,1.11495212
-5.89194597,2.36088262,0.04812018,0.00000000,0.54210004,1.09211305,0.03461042,1.12011566
-5.88594297,2.38273751,0.04903875,0.00000000,0.55386076,1.10262047,0.03496944,1.12476057
-5.87993997,2.40266412,0.04989388,0.00000000,0.56560196,1.11210702,0.03522831,1.12881606
-5.87393697,2.42055650,0.05068430,0.00000000,0.57722932,1.12051862,0.03538521,1.13221386
-5.86793397,2.43633447,0.05140996,0.00000000,0.58865172,1.12781232,0.03544051,1.13488695
-5.86193097,2.44993814,0.05207168,0.00000000,0.59978122,1.13395469,0.03539658,1.13676875
-5.85592796,2.46132276,0.05267069,0.00000000,0.61053277,1.13892054,0.03525756,1.13779292
-5.84992496,2.47045412,0.05320818,0.00000000,0.62082387,1.14269216,0.03502907,1.13789374
-5.84392196,2.47730491,0.05368491,0.00000000,0.63057421,1.14525915,0.03471792,1.13700709
-5.83791896,2.48185219,0.05410088,0.00000000,0.63970528,1.14661876,0.03433179,1.13507202
-5.83191596,2.48407607,0.05445503,0.00000000,0.64814018,1.14677672,0.03387896,1.13203273
-5.82591296,2.48395960,0.05474503,0.00000000,0.65580350,1.14574832,0.03336800,1.12784081
-5.81990995,2.48148982,0.05496728,0.00000000,0.66262154,1.14355979,0.03280752,1.12245759
-5.81390695,2.47665967,0.05511684,0.00000000,0.66852274,1.14024954,0.03220595,1.11585648
-5.80790395,2.46947070,0.05518764,0.00000000,0.67343838,1.13586926,0.03157137,1.10802498
-5.80190095,2.45993617,0.05517268,0.00000000,0.67730363,1.13048467,0.03091135,1.09896637
-5.79589795,2.44808431,0.05506437,0.00000000,0.68005889,1.12417563,0.03023285,1.08870089
-5.78989495,2.43396134,0.05485496,0.00000000,0.68165135,1.11703577,0.02954215,1.07726629
-5.78389195,2.41763417,0.05453697,0.00000000,0.68203673,1.10917126,0.02884482,1.06471789
-5.77788894,2.39919231,0.05410367,0.00000000,0.68118122,1.10069903,0.02814575,1.05112795
-5.77188594,2.37874905,0.05354959,0.00000000,0.67906335,1.09174430,0.02744911,1.03658459
-5.76588294,2.35644160,0.05287094,0.00000000,0.67567586,1.08243755,0.02675844,1.02119022
-5.75987994,2.33243029,0.05206601,0.00000000,0.67102737,1.07291121,0.02607667,1.00505970
-5.75387694,2.30689679,0.05113548,0.00000000,0.66514374,1.06329611,0.02540618,0.98831830
-5.74787394,2.28004159,0.05008262,0.00000000,0.65806910,1.05371807,0.02474885,0.97109960
-5.74187094,2.25208068,0.04891344,0.00000000,0.64986635,1.04429468,0.02410611,0.95354351
-5.73586793,2.22324193,0.04763660,0.00000000,0.64061716,1.03513270,0.02347899,0.93579445
-5.72986493,2.19376124,0.04626331,0.00000000,0.63042139,1.02632606,0.02286814,0.91799983
-5.72386193,2.16387872,0.04480708,0.00000000,0.61939588,1.01795476,0.02227391,0.90030879
-5.71785893,2.13383528,0.04328333,0.00000000,0.60767269,1.01008476,0.02169631,0.88287137
-5.71185593,2.10386963,0.04170899,0.00000000,0.59539683,1.00276874,0.02113509,0.86583795
