energy_ev,total_up,In_p_up,In_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.72986493,3.04243984,0.28925382,0.01180825,1.21463581,2.75161636,0.07162108,0.00000000
-5.72386193,3.14840354,0.29476082,0.01239964,1.23855527,2.85218312,0.07515353,0.00000000
-5.71785893,3.25716226,0.30103751,0.01301242,1.26238429,2.95489454,0.07906739,0.00000000
-5.71185593,3.36881087,0.30826891,0.01364564,1.28605187,3.05980291,0.08332196,0.00000000
-5.70585293,3.48337618,0.31663673,0.01429787,1.30948309,3.16689642,0.08787530,0.00000000
-5.69984992,3.60080656,0.32631414,0.01496727,1.33259407,3.27609085,0.09268479,0.00000000
-5.69384692,3.72096446,0.33746055,0.01565157,1.35528816,3.38722397,0.09770765,0.00000000
-5.68784392,3.84362160,0.35021647,0.01634809,1.37745359,3.50005251,0.10290148,0.00000000
-5.68184092,3.96845666,0.36469855,0.01705381,1.39896248,3.61425131,0.10822470,0.00000000
-5.67583792,4.09505493,0.38099498,0.01776540,1.41967122,3.72941429,0.11363696,0.00000000
-5.66983492,4.22290952,0.39916129,0.01847924,1.43942195,3.84505673,0.11909941,0.00000000
-5.66383192,4.35142354,0.41921678,0.01919146,1.45804496,3.96061827,0.12457484,0.00000000
-5.65782891,4.47991297,0.44114157,0.01989798,1.47536177,4.07546643,0.13002767,0.00000000
-5.65182591,4.60760995,0.46487447,0.02059454,1.49118859,4.18890027,0.13542386,0.00000000
-5.64582291,4.73366653,0.49031180,0.02127670,1.50534002,4.30015417,0.14073068,0.00000000
-5.63981991,4.85715887,0.51730715,0.02193985,1.51763275,4.40840190,0.14591639,0.00000000
-5.63381691,4.97709258,0.54567242,0.02257924,1.52788914,4.51276131,0.15094993,0.00000000
-5.62781391,5.09240945,0.57517992,0.02318998,1.53594069,4.61230009,0.15580059,0.00000000
-5.62181091,5.20199625,0.60556575,0.02376704,1.54163136,4.70604320,0.16043775,0.00000000
-5.61580790,5.30469643,0.63653446,0.02430531,1.54482071,4.79298262,0.16483075,0.00000000
-5.60980490,5.39932487,0.66776485,0.02479959,1.54538694,4.87208980,0.16894887,0.00000000
-5.60380190,5.48468638,0.69891681,0.02524468,1.54322998,4.94233127,0.17276155,0.00000000
-5.59779890,5.55959778,0.72963909,0.02563541,1.53827440,5.00268758,0.17623877,0.00000000
-5.59179590,5.62291348,0.75957776,0.02596676,1.53047241,5.05217524,0.17935161,0.00000000
-5.58579290,5.67355382,0.78838494,0.02623393,1.51980666,5.08987134,0.18207300,0.00000000
-5.57978989,5.71053539,0.81572772,0.02643249,1.50629285,5.11494003,0.18437858,0.00000000
-5.57378689,5.73300193,0.84129667,0.02655843,1.48998190,5.12665965,0.18624766,0.00000000
-5.56778389,5.74025442,0.86481375,0.02660835,1.47096155,5.12444938,0.18766417,0.00000000
-5.56178089,5.73177866,0.88603915,0.02657957,1.44935713,5.10789380,0.18861751,0.00000000
-5.55577789,5.70726881,0.90477687,0.02647021,1.42533123,5.07676397,0.18910331,0.00000000
-5.54977489,5.66664516,0.92087865,0.02627928,1.39908224,5.03103356,0.18912390,0.00000000
-5.54377189,5.61006501,0.93424613,0.02600681,1.37084141,4.97088896,0.18868863,0.00000000
-5.53776888,5.53792551,0.94483118,0.02565383,1.34086854,4.89673219,0.18781375,0.00000000
-5.53176588,5.45085810,0.95263423,0.02522240,1.30944629,4.80917638,0.18652201,0.00000000
-5.52576288,5.34971431,0.95770091,0.02471563,1.27687319,4.70903349,0.18484198,0.00000000
-5.51975988,5.23554351,0.96011704,0.02413756,1.24345565,4.59729472,0.18280695,0.00000000
-5.51375688,5.10956348,0.96000230,0.02349317,1.20949929,4.47510439,0.18045373,0.00000000
-5.50775388,4.97312524,0.95750289,0.02278818,1.17529999,4.34372850,0.17782109,0.00000000
-5.50175088,4.82767372,0.95278373,0.02202899,1.14113508,4.20451938,0.17494831,0.00000000
-5.49574787,4.67470655,0.94602034,0.02122254,1.10725524,4.05887837,0.17187351,0.00000000
-5.48974487,4.51573259,0.93739121,0.02037611,1.07387757,3.90821811,0.16863225,0.00000000
-5.48374187,4.35223275,0.92707074,0.01949721,1.04118021,3.75392652,0.16525624,0.00000000
-5.47773887,4.18562458,0.91522332,0.01859342,1.00929894,3.59733402,0.16177231,0.00000000
-5.47173587,4.01723253,0.90199876,0.01767226,0.97832613,3.43968554,0.15820174,0.00000000
-5.46573287,3.84826502,0.88752939,0.01674106,0.94831194,3.28211840,0.15455999,0.00000000
-5.45972986,3.67979917,0.87192880,0.01580685,0.91926821,3.12564699,0.15085681,0.00000000
-5.45372686,3.51277357,0.85529244,0.01487629,0.89117456,2.97115445,0.14709670,0.00000000
-5.44772386,3.34798911,0.83769986,0.01395561,0.86398680,2.81939145,0.14327986,0.00000000
-5.44172086,3.18611706,0.81921860,0.01305054,0.83764717,2.67098152,0.13940333,0.00000000
-5.43571786,3.02771386,0.79990935,0.01216632,0.81209607,2.52643234,0.13546246,0.00000000
-5.42971486,2.87324116,0.77983222,0.01130770,0.78728476,2.38615175,0.13145250,0.00000000
-5.42371186,2.72308972,0.75905373,0.01047893,0.76318853,2.25046746,0.12737026,0.00000000
-5.41770885,2.57760585,0.73765416,0.00968378,0.73981987,2.11964896,0.12321579,0.00000000
-5.41170585,2.43711850,0.71573495,0.00892561,0.71724092,1.99393045,0.11899388,0.00000000
-5.40570285,2.30196582,0.69342572,0.00820737,0.69557490,1.87353333,0.11471539,0.00000000
-5.39969985,2.17251962,0.67089065,0.00753168,0.67501591,1.75868730,0.11039830,0.00000000
-5.39369685,2.04920675,0.64833382,0.00690083,0.65583666,1.64964879,0.10606845,0.00000000
-5.38769385,1.93252623,0.62600337,0.00631687,0.63839396,1.54671628,0.10175993,0.00000000
-5.38169085,1.82306165,0.60419413,0.00578159,0.62313142,1.45024160,0.09751502,0.00000000
-5.37568784,1.72148830,0.58324861,0.00529660,0.61057927,1.36063714,0.09338384,0.00000000
-5.36968484,1.62857469,0.56355629,0.00486334,0.60135110,1.27837865,0.08942360,0.00000000
-5.36368184,1.54517865,0.54555092,0.00448309,0.59613736,1.20400370,0.08569747,0.00000000
-5.35767884,1.47223794,0.52970607,0.00415699,0.59569548,1.13810604,0.08227329,0.00000000
-5.35167584,1.41075571,0.51652860,0.00388604,0.60083673,1.08132600,0.07922183,0.00000000
-5.34567284,1.36178122,0.50655047,0.00367111,0.61240973,1.03433757,0.07661508,0.00000000
-5.33966983,1.32638624,0.50031855,0.00351292,0.63128067,0.99783216,0.07452425,0.00000000
-5.33366683,1.30563764,0.49838295,0.00341200,0.65831058,0.97250001,0.07301771,0.00000000
-5.32766383,1.30056679,0.50128371,0.00336873,0.69432973,0.95900927,0.07215895,0.00000000
-5.32166083,1.31213644,0.50953629,0.00338324,0.74010973,0.95798356,0.07200454,0.00000000
-5.31565783,1.34120579,0.52361609,0.00345542,0.79633373,0.96997842,0.07260211,0.00000000
-5.30965483,1.38849454,0.54394227,0.00358485,0.86356552,0.99545720,0.07398852,0.00000000
-5.30365183,1.45454692,0.57086139,0.00377080,0.94221833,1.03476709,0.07618816,0.00000000
-5.29764882,1.53969675,0.60463129,0.00401214,1.03252433,1.08811583,0.07921146,0.00000000
-5.29164582,1.64403454,0.64540579,0.00430733,1.13450609,1.15554985,0.08305367,0.00000000
-5.28564282,1.76737801,0.69322081,0.00465433,1.24795118,1.23693468,0.08769392,0.00000000
-5.27963982,1.90924729,0.74798249,0.00505063,1.37239130,1.33193831,0.09309469,0.00000000
-5.27363682,2.06884601,0.80945800,0.00549316,1.50708739,1.44001837,0.09920160,0.00000000
-5.26763382,2.24504968,0.87726966,0.00597831,1.65102186,1.56041387,0.10594369,0.00000000
-5.26163082,2.43640249,0.95089290,0.00650186,1.80289927,1.69214229,0.11323410,0.00000000
-5.25562781,2.64112335,1.02965852,0.00705904,1.96115627,1.83400257,0.12097125,0.00000000
-5.24962481,2.85712197,1.11275960,0.00764454,2.12398146,1.98458443,0.12904058,0.00000000
-5.24362181,3.08202533,1.19926327,0.00825251,2.28934532,2.14228431,0.13731657,0.00000000
-5.23761881,3.31321426,1.28812718,0.00887661,2.45504005,2.30532787,0.14566543,0.00000000
-5.23161581,3.54786980,1.37822058,0.00951012,2.61872847,2.47179871,0.15394793,0.00000000
-5.22561281,3.78302819,1.46834941,0.01014599,2.77800079,2.63967286,0.16202273,0.00000000
-5.21960980,4.01564303,1.55728476,0.01077695,2.93043749,2.80685802,0.16974981,0.00000000
-5.21360680,4.24265275,1.64379380,0.01139558,3.07367618,2.97123648,0.17699401,0.00000000
-5.20760380,4.46105116,1.72667213,0.01199451,3.20547989,3.13071044,0.18362860,0.00000000
-5.20160080,4.66795862,1.80477630,0.01256647,3.32380409,3.28324807,0.18953860,0.00000000
-5.19559780,4.86069118,1.87705535,0.01310445,3.42685965,3.42692887,0.19462389,0.00000000
-5.18959480,5.03682525,1.94258004,0.01360184,3.51316895,3.55998673,0.19880187,0.00000000
-5.18359180,5.19425525,2.00056861,0.01405251,3.58161266,3.68084907,0.20200959,0.00000000
-5.17758879,5.33124218,2.05040798,0.01445098,3.63146497,3.78817084,0.20420525,0.00000000
-5.17158579,5.44645130,2.09166955,0.01479250,3.66241567,3.88086212,0.20536909,0.00000000
-5.16558279,5.53897764,2.12411888,0.01507312,3.67457781,3.95810853,0.20550344,0.00000000
-5.15957979,5.60835860,2.14771894,0.01528980,3.66848076,4.01938389,0.20463216,0.00000000
-5.15357679,5.65457330,2.16262671,0.01544044,3.64504866,4.06445478,0.20279934,0.00000000
-5.14757379,5.67802912,2.16918336,0.01552394,3.60556527,4.09337716,0.20006734,0.00000000
-5.14157079,5.67953617,2.16789846,0.01554018,3.55162672,4.10648531,0.19651435,0.00000000
-5.13556778,5.66027082,2.15942871,0.01549007,3.48508415,4.10437373,0.19223150,0.00000000
-5.12956478,5.62173004,2.14455239,0.01537547,3.40797872,4.08787275,0.18731958,0.00000000
-5.12356178,5.56567821,2.12414017,0.01519918,3.32247169,4.05801881,0.18188574,0.00000000
-5.11755878,5.49408848,2.09912365,0.01496489,3.23077237,4.01602042,0.17604004,0.00000000
-5.11155578,5.40908071,2.07046282,0.01467704,3.13506692,3.96322106,0.16989213,0.00000000
-5.10555278,5.31285801,2.03911345,0.01434081,3.03745055,3.90105989,0.16354818,0.00000000
-5.09954977,5.20764385,2.00599573,0.01396192,2.93986573,3.83103168,0.15710809,0.00000000
-5.09354677,5.09562171,1.97196518,0.01354658,2.84404841,3.75464683,0.15066317,0.00000000
-5.08754377,4.97887884,1.93778681,0.01310130,2.75148407,3.67339279,0.14429420,0.00000000
-5.08154077,4.85935565,1.90411337,0.01263280,2.66337471,3.58869764,0.13807007,0.00000000
-5.07553777,4.73880215,1.87146833,0.01214780,2.58061760,3.50189699,0.13204693,0.00000000
-5.06953477,4.61874243,1.84023420,0.01165295,2.50379607,3.41420494,0.12626783,0.00000000
-5.06353177,4.50044814,1.81064646,0.01115465,2.43318211,3.32669003,0.12076282,0.00000000
-5.05752876,4.38492144,1.78279317,0.01065892,2.36875012,3.24025673,0.11554957,0.00000000
-5.05152576,4.27288799,1.75662038,0.01017129,2.31020088,3.15563315,0.11063427,0.00000000
-5.04552276,4.16479981,1.73194287,0.00969668,2.25699427,3.07336518,0.10601290,0.00000000
-5.03951976,4.06084792,1.70845995,0.00923937,2.20838927,2.99381745,0.10167277,0.00000000
-5.03351676,3.96098421,1.68577546,0.00880286,2.16348927,2.91718091,0.09759414,0.00000000
-5.02751376,3.86495143,1.66342138,0.00838991,2.12129089,2.84348677,0.09375202,0.00000000
-5.02151076,3.77232038,1.64088389,0.00800251,2.08073421,2.77262633,0.09011793,0.00000000
-5.01550775,3.68253253,1.61763080,0.00764187,2.04075241,2.70437569,0.08666164,0.00000000
-5.00950475,3.59494641,1.59313937,0.00730851,2.00031902,2.63842453,0.08335282,0.00000000
-5.00350175,3.50888584,1.56692302,0.00700229,1.95849092,2.57440752,0.08016249,0.00000000
-4.99749875,3.42368774,1.53855610,0.00672251,1.91444565,2.51193697,0.07706433,0.00000000
-4.99149575,3.33874768,1.50769533,0.00646802,1.86751163,2.45063525,0.07403570,0.00000000
-4.98549275,3.25356088,1.47409719,0.00623733,1.81719064,2.39016553,0.07105848,0.00000000
-4.97948974,3.16775704,1.43763046,0.00602871,1.76317170,2.33025918,0.06811959,0.00000000
-4.97348674,3.08112736,1.39828330,0.00584031,1.70533641,2.27073872,0.06521130,0.00000000
-4.96748374,2.99364255,1.35616477,0.00567027,1.64375578,2.21153514,0.06233122,0.00000000
-4.96148074,2.90546119,1.31150073,0.00551685,1.57867933,2.15269882,0.05948218,0.00000000
-4.95547774,2.81692801,1.26462445,0.00537844,1.51051707,2.09440341,0.05667178,0.00000000
-4.94947474,2.72856254,1.21596252,0.00525369,1.43981591,2.03694278,0.05391187,0.00000000
-4.94347174,2.64103862,1.16601681,0.00514151,1.36723151,1.98072104,0.05121784,0.00000000
-4.93746873,2.55515599,1.11534354,0.00504111,1.29349743,1.92623622,0.04860786,0.00000000
-4.93146573,2.47180550,1.06453043,0.00495198,1.21939294,1.87405858,0.04610208,0.00000000
-4.92546273,2.39192964,1.01417323,0.00487388,1.14571115,1.82480451,0.04372176,0.00000000
-4.91945973,2.31648042,0.96485267,0.00480677,1.07322886,1.77910749,0.04148859,0.00000000
-4.91345673,2.24637660,0.91711287,0.00475078,1.00267942,1.73758744,0.03942391,0.00000000
-4.90745373,2.18246238,0.87144240,0.00470613,0.93472957,1.70082003,0.03754814,0.00000000
-4.90145073,2.12546940,0.82825841,0.00467304,0.86996115,1.66930737,0.03588033,0.00000000
-4.89544772,2.07598373,0.78789471,0.00465167,0.80885799,1.64345159,0.03443785,0.00000000
-4.88944472,2.03441936,0.75059402,0.00464203,0.75179826,1.62353239,0.03323619,0.00000000
-4.88344172,2.00099925,0.71650452,0.00464393,0.69905208,1.60968978,0.03228894,0.00000000
-4.87743872,1.97574461,0.68568064,0.00465692,0.65078416,1.60191262,0.03160794,0.00000000
-4.87143572,1.95847274,0.65808772,0.00468023,0.60706072,1.60003359,0.03120349,0.00000000
-4.86543272,1.94880351,0.63361024,0.00471278,0.56786001,1.60373078,0.03108467,0.00000000
-4.85942971,1.94617370,0.61206279,0.00475318,0.53308563,1.61253575,0.03125975,0.00000000
-4.85342671,1.94985880,0.59320332,0.00479972,0.50258159,1.62584770,0.03173661,0.00000000
-4.84742371,1.95900083,0.57674771,0.00485041,0.47614830,1.64295316,0.03252313,0.00000000
-4.84142071,1.97264098,0.56238516,0.00490307,0.45355856,1.66305014,0.03362752,0.00000000
-4.83541771,1.98975553,0.54979337,0.00495536,0.43457263,1.68527576,0.03505862,0.00000000
-4.82941471,2.00929331,0.53865305,0.00500488,0.41895190,1.70873605,0.03682598,0.00000000
-4.82341171,2.03021305,0.52866115,0.00504924,0.40647034,1.73253650,0.03893987,0.00000000
-4.81740870,2.05151895,0.51954217,0.00508614,0.39692346,1.75581211,0.04141100,0.00000000
-4.81140570,2.07229286,0.51105735,0.00511349,0.39013447,1.77775551,0.04425014,0.00000000
-4.80540270,2.09172177,0.50301131,0.00512945,0.38595753,1.79764187,0.04746747,0.00000000
-4.79939970,2.10911946,0.49525621,0.00513252,0.38427810,1.81484961,0.05107177,0.00000000
-4.79339670,2.12394144,0.48769322,0.00512157,0.38501054,1.82887609,0.05506942,0.00000000
-4.78739370,2.13579280,0.48027147,0.00509590,0.38809335,1.83934757,0.05946324,0.00000000
-4.78139070,2.14442883,0.47298477,0.00505524,0.39348237,1.84602332,0.06425135,0.00000000
-4.77538769,2.14974869,0.46586624,0.00499979,0.40114238,1.84879380,0.06942581,0.00000000
-4.76938469,2.15178284,0.45898135,0.00493014,0.41103780,1.84767344,0.07497152,0.00000000
-4.76338169,2.15067511,0.45241973,0.00484730,0.42312291,1.84278846,0.08086507,0.00000000
-4.75737869,2.14666086,0.44628625,0.00475263,0.43733232,1.83436089,0.08707392,0.00000000
-4.75137569,2.14004249,0.44069180,0.00464778,0.45357222,1.82268973,0.09355575,0.00000000
-4.74537269,2.13116411,0.43574435,0.00453463,0.47171304,1.80813065,0.10025823,0.00000000
-4.73936968,2.12038681,0.43154068,0.00441525,0.49158393,1.79107536,0.10711920,0.00000000
-4.73336668,2.10806627,0.42815927,0.00429182,0.51296956,1.77193215,0.11406726,0.00000000
-4.72736368,2.09453389,0.42565456,0.00416655,0.53560953,1.75110859,0.12102289,0.00000000
-4.72136068,2.08008272,0.42405310,0.00404167,0.55920057,1.72899745,0.12790002,0.00000000
-4.71535768,2.06495889,0.42335151,0.00391937,0.58340159,1.70596657,0.13460802,0.00000000
-4.70935468,2.04935899,0.42351654,0.00380173,0.60784144,1.68235310,0.14105419,0.00000000
-4.70335168,2.03343338,0.42448705,0.00369078,0.63212920,1.65846217,0.14714642,0.00000000
-4.69734867,2.01729501,0.42617788,0.00358843,0.65586649,1.63456998,0.15279621,0.00000000
-4.69134567,2.00103303,0.42848525,0.00349647,0.67866140,1.61093050,0.15792170,0.00000000
-4.68534267,1.98472997,0.43129345,0.00341664,0.70014332,1.58778530,0.16245065,0.00000000
-4.67933967,1.96848122,0.43448239,0.00335057,0.71997795,1.56537535,0.16632334,0.00000000
-4.67333667,1.95241538,0.43793551,0.00329986,0.73788189,1.54395382,0.16949503,0.00000000
-4.66733367,1.93671372,0.44154760,0.00326608,0.75363580,1.52379862,0.17193811,0.00000000
-4.66133067,1.92162752,0.44523218,0.00325077,0.76709581,1.50522374,0.17364353,0.00000000
-4.65532766,1.90749183,0.44892774,0.00325549,0.77820215,1.48858827,0.17462180,0.00000000
-4.64932466,1.89473469,0.45260282,0.00328181,0.78698489,1.47430244,0.17490310,0.00000000
-4.64332166,1.88388095,0.45625934,0.00333131,0.79356623,1.46283004,0.17453684,0.00000000
-4.63731866,1.87555059,0.45993427,0.00340556,0.79815925,1.45468709,0.17359040,0.00000000
-4.63131566,1.87045124,0.46369934,0.00350611,0.80106314,1.45043660,0.17214731,0.00000000
-4.62531266,1.86936565,0.46765905,0.00363449,0.80265520,1.45067998,0.17030481,0.00000000
-4.61930965,1.87313452,0.47194697,0.00379211,0.80337974,1.45604534,0.16817101,0.00000000
-4.61330665,1.88263595,0.47672068,0.00398027,0.80373468,1.46717370,0.16586163,0.00000000
-4.60730365,1.89876251,0.48215565,0.00420010,0.80425625,1.48470373,0.16349666,0.00000000
-4.60130065,1.92239721,0.48843831,0.00445250,0.80550252,1.50925607,0.16119691,0.00000000
-4.59529765,1.95438968,0.49575888,0.00473811,0.80803646,1.54141796,0.15908068,0.00000000
-4.58929465,1.99553356,0.50430414,0.00505728,0.81240921,1.58172902,0.15726064,0.00000000
-4.58329165,2.04654604,0.51425057,0.00540999,0.81914413,1.63066876,0.15584107,0.00000000
-4.57728864,2.10805018,0.52575807,0.00579588,0.82872214,1.68864605,0.15491542,0.00000000
-4.57128564,2.18056049,0.53896452,0.00621417,0.84156875,1.75599090,0.15456447,0.00000000
-4.56528264,2.26447151,0.55398125,0.00666369,0.85804308,1.83294826,0.15485479,0.00000000
-4.55927964,2.36004954,0.57088941,0.00714285,0.87842894,1.91967357,0.15583782,0.00000000
-4.55327664,2.46742664,0.58973737,0.00764968,0.90292796,2.01622965,0.15754929,0.00000000
-4.54727364,2.58659665,0.61053884,0.00818180,0.93165487,2.12258425,0.16000909,0.00000000
-4.54127064,2.71741217,0.63327179,0.00873644,0.96463451,2.23860763,0.16322138,0.00000000
-4.53526763,2.85958211,0.65787789,0.00931051,1.00180057,2.36406971,0.16717505,0.00000000
-4.52926463,3.01266908,0.68426245,0.00990055,1.04299588,2.49863627,0.17184427,0.00000000
-4.52326163,3.17608633,0.71229462,0.01050282,1.08797386,2.64186399,0.17718927,0.00000000
-4.51725863,3.34909416,0.74180799,0.01111332,1.13640127,2.79319442,0.18315715,0.00000000
-4.51125563,3.53079604,0.77260141,0.01172779,1.18786206,2.95194711,0.18968272,0.00000000
-4.50525263,3.72013501,0.80444016,0.01234177,1.24186231,3.11731260,0.19668945,0.00000000
-4.49924962,3.91589114,0.83705765,0.01295067,1.29783637,3.28834601,0.20409048,0.00000000
-4.49324662,4.11668120,0.87015763,0.01354976,1.35515428,3.46396252,0.21178967,0.00000000
-4.48724362,4.32096170,0.90341721,0.01413426,1.41313070,3.64293556,0.21968281,0.00000000
-4.48124062,4.52703646,0.93649079,0.01469938,1.47103528,3.82389936,0.22765900,0.00000000
-4.47523762,4.73307001,0.96901502,0.01524042,1.52810472,4.00535656,0.23560215,0.00000000
-4.46923462,4.93710738,1.00061486,0.01575279,1.58355648,4.18569193,0.24339284,0.00000000
-4.46323162,5.13710112,1.03091073,0.01623216,1.63660397,4.36319285,0.25091029,0.00000000
-4.45722861,5.33094533,1.05952663,0.01667448,1.68647318,4.53607651,0.25803461,0.00000000
-4.45122561,5.51651642,1.08609910,0.01707610,1.73242012,4.70252353,0.26464930,0.00000000
-4.44522261,5.69171946,1.11028653,0.01743386,1.77374892,4.86071735,0.27064380,0.00000000
-4.43921961,5.85453863,1.13177872,0.01774515,1.80982974,5.00888784,0.27591624,0.00000000
-4.43321661,6.00308980,1.15030593,0.01800799,1.84011599,5.14535756,0.28037601,0.00000000
-4.42721361,6.13567288,1.16564720,0.01822107,1.86416001,5.26858853,0.28394640,0.00000000
-4.42121061,6.25082136,1.17763732,0.01838383,1.88162665,5.37722723,0.28656679,0.00000000
-4.41520760,6.34734652,1.18617204,0.01849642,1.89230384,5.47014559,0.28819467,0.00000000
-4.40920460,6.42437386,1.19121116,0.01855970,1.89610987,5.54647563,0.28880704,0.00000000
-4.40320160,6.48136967,1.19277925,0.01857525,1.89309662,5.60563581,0.28840141,0.00000000
-4.39719860,6.51815605,1.19096386,0.01854524,1.88344871,5.64734766,0.28699604,0.00000000
-4.39119560,6.53491337,1.18591121,0.01847240,1.86747831,5.67164145,0.28462963,0.00000000
-4.38519260,6.53216993,1.17781964,0.01835989,1.84561583,5.67885062,0.28136028,0.00000000
-4.37918959,6.51077903,1.16693090,0.01821120,1.81839673,5.66959510,0.27726384,0.00000000
-4.37318659,6.47188461,1.15352003,0.01803000,1.78644498,5.64475444,0.27243168,0.00000000
-4.36718359,6.41687715,1.13788410,0.01782004,1.75045380,5.60543196,0.26696786,0.00000000
-4.36118059,6.34734207,1.12033045,0.01758500,1.71116443,5.55291204,0.26098602,0.00000000
-4.35517759,6.26500303,1.10116523,0.01732842,1.66934375,5.48861256,0.25460590,0.00000000
-4.34917459,6.17166317,1.08068256,0.01705356,1.62576169,5.41403500,0.24794966,0.00000000
-4.34317159,6.06914672,1.05915506,0.01676334,1.58116908,5.33071458,0.24113828,0.00000000
-4.33716858,5.95924393,1.03682607,0.01646032,1.53627698,5.24017284,0.23428798,0.00000000
-4.33116558,5.84366130,1.01390397,0.01614663,1.49173794,5.14387454,0.22750689,0.00000000
-4.32516258,5.72397917,0.99055868,0.01582398,1.44812992,5.04319071,0.22089210,0.00000000
-4.31915958,5.60161795,0.96692055,0.01549373,1.40594330,4.93936898,0.21452703,0.00000000
-4.31315658,5.47781380,0.94308140,0.01515684,1.36557121,4.83351185,0.20847950,0.00000000
-4.30715358,5.35360383,0.91909758,0.01481404,1.32730342,4.72656327,0.20280015,0.00000000
