energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.87393697,1.31975316,0.06068687,0.00017890,0.02684385,0.85004836,0.59960616,0.34697243
-5.86793397,1.36797366,0.06131457,0.00018588,0.02864386,0.88183389,0.64813735,0.35731149
-5.86193097,1.42438852,0.06216516,0.00019454,0.03065654,0.91900473,0.70278052,0.36961319
-5.85592796,1.49037183,0.06330591,0.00020521,0.03289945,0.96245307,0.76405828,0.38425012
-5.84992496,1.56719462,0.06480078,0.00021822,0.03538694,1.01300435,0.83242835,0.40156844
-5.84392196,1.65598340,0.06670837,0.00023390,0.03812962,1.07139035,0.90826852,0.42187630
-5.83791896,1.75768227,0.06908015,0.00025254,0.04113381,1.13822451,0.99186357,0.44543309
-5.83191596,1.87301982,0.07195881,0.00027442,0.04440122,1.21398027,1.08339485,0.47243996
-5.82591296,2.00248191,0.07537692,0.00029980,0.04792875,1.29897331,1.18293265,0.50303185
-5.81990995,2.14629130,0.07935580,0.00032889,0.05170840,1.39334808,1.29043193,0.53727133
-5.81390695,2.30439467,0.08390477,0.00036185,0.05572740,1.49706919,1.40573113,0.57514452
-5.80790395,2.47645729,0.08902068,0.00039880,0.05996845,1.60991774,1.52855430,0.61655903
-5.80190095,2.66186541,0.09468781,0.00043981,0.06441006,1.73149276,1.65851606,0.66134418
-5.79589795,2.85973609,0.10087805,0.00048489,0.06902710,1.86121743,1.79512919,0.70925337
-5.78989495,3.06893394,0.10755140,0.00053399,0.07379130,1.99834989,1.93781437,0.75996840
-5.78389195,3.28809399,0.11465673,0.00058699,0.07867189,2.14199816,2.08591142,0.81310584
-5.77788894,3.51564978,0.12213282,0.00064373,0.08363622,2.29113844,2.23869153,0.86822488
-5.77188594,3.74986564,0.12990957,0.00070399,0.08865044,2.44463632,2.39537001,0.92483666
-5.76588294,3.98887203,0.13790935,0.00076747,0.09368006,2.60126998,2.55511890,0.98241463
-5.75987994,4.23070287,0.14604855,0.00083384,0.09869053,2.75975483,2.71707918,1.04040561
-5.75387694,4.47333370,0.15423912,0.00090271,0.10364775,2.91876876,2.88037231,1.09824127
-5.74787394,4.71471991,0.16239023,0.00097365,0.10851847,3.07697744,3.04411092,1.15534967
-5.74187094,4.95283409,0.17040994,0.00104617,0.11327067,3.23305907,3.20740887,1.21116651
-5.73586793,5.18570190,0.17820677,0.00111976,0.11787388,3.38572828,3.36939073,1.26514594
-5.72986493,5.41143611,0.18569137,0.00119387,0.12229940,3.53375863,3.52920115,1.31677063
-5.72386193,5.62826844,0.19277802,0.00126793,0.12652057,3.67600380,3.68601447,1.36556095
-5.71785893,5.83457911,0.19938613,0.00134136,0.13051295,3.81141708,3.83904501,1.41108319
-5.71185593,6.02892394,0.20544161,0.00141354,0.13425459,3.93906928,3.98755844,1.45295672
-5.70585293,6.21005917,0.21087820,0.00148388,0.13772623,4.05816487,4.13088434,1.49086009
-5.69984992,6.37696372,0.21563869,0.00155177,0.14091164,4.16805655,4.26843026,1.52453602
-5.69384692,6.52885883,0.21967595,0.00161662,0.14379788,4.26825774,4.39969671,1.55379545
-5.68784392,6.66522470,0.22295395,0.00167789,0.14637569,4.35845320,4.52429285,1.57852046
-5.68184092,6.78581361,0.22544849,0.00173504,0.14863982,4.43850707,4.64195187,1.59866621
-5.67583792,6.89065878,0.22714786,0.00178760,0.15058935,4.50846816,4.75254509,1.61426185
-5.66983492,6.98007804,0.22805322,0.00183515,0.15222802,4.56857165,4.85609330,1.62541025
-5.66383192,7.05467117,0.22817870,0.00187734,0.15356442,4.61923670,4.95277390,1.63228655
-5.65782891,7.11530999,0.22755131,0.00191389,0.15461203,4.66105921,5.04292240,1.63513539
-5.65182591,7.16311985,0.22621042,0.00194461,0.15538915,4.69479903,5.12702670,1.63426657
-5.64582291,7.19945208,0.22420700,0.00196942,0.15591863,4.72136121,5.20571317,1.63004924
-5.63981991,7.22584646,0.22160240,0.00198832,0.15622729,4.74177078,5.27972372,1.62290416
-5.63381691,7.24398415,0.21846686,0.00200140,0.15634521,4.75714133,5.34988372,1.61329437
-5.62781391,7.25563125,0.21487764,0.00200887,0.15630471,4.76863759,5.41706113,1.60171399
-5.62181091,7.26257459,0.21091689,0.00201099,0.15613915,4.77743285,5.48211825,1.58867538
-5.61580790,7.26655155,0.20666920,0.00200815,0.15588159,4.78466271,5.54585777,1.57469496
-5.60980490,7.26917656,0.20221911,0.00200076,0.15556328,4.79137659,5.60896582,1.56027792
-5.60380190,7.27186764,0.19764843,0.00198932,0.15521216,4.79848945,5.67195514,1.54590245
-5.59779890,7.27577648,0.19303373,0.00197432,0.15485138,4.80673579,5.73511184,1.53200390
-5.59179590,7.28172618,0.18844388,0.00195631,0.15449798,4.81662884,5.79844957,1.51895972
-5.58579290,7.29016035,0.18393792,0.00193581,0.15416175,4.82842719,5.86167442,1.50707567
-5.57978989,7.30110727,0.17956327,0.00191331,0.15384447,4.84211140,5.92416415,1.49657429
-5.57378689,7.31416214,0.17535449,0.00188927,0.15353940,4.85737249,5.98496397,1.48758595
-5.56778389,7.32848954,0.17133249,0.00186408,0.15323136,4.87361391,6.04280089,1.48014336
-5.56178089,7.34284741,0.16750436,0.00183808,0.15289709,4.88996754,6.09611724,1.47417976
-5.55577789,7.35563241,0.16386388,0.00181150,0.15250619,4.90532394,6.14312278,1.46953119
-5.54977489,7.36494541,0.16039249,0.00178452,0.15202239,4.91837592,6.18186381,1.46594282
-5.54377189,7.36867459,0.15706087,0.00175722,0.15140527,4.92767376,6.21030636,1.46307923
-5.53776888,7.36459252,0.15383104,0.00172960,0.15061220,4.93168980,6.22642950,1.46053832
-5.53176588,7.35046240,0.15065870,0.00170161,0.14960054,4.92888915,6.22832400,1.45786819
-5.52576288,7.32414840,0.14749590,0.00167312,0.14832981,4.91780323,6.21429115,1.45458642
-5.51975988,7.28372416,0.14429381,0.00164398,0.14676399,4.89710225,6.18293598,1.45020080
-5.51375688,7.22757381,0.14100541,0.00161401,0.14487347,4.86566288,6.13324973,1.44423061
-5.50775388,7.15448020,0.13758812,0.00158304,0.14263686,4.82262755,6.06467649,1.43622752
-5.50175088,7.06369548,0.13400609,0.00155089,0.14004239,4.76745229,5.97715995,1.42579513
-5.49574787,6.95499040,0.13023218,0.00151742,0.13708884,4.69994044,5.87116733,1.41260644
-5.48974487,6.82867981,0.12624942,0.00148256,0.13378602,4.62026078,5.74768861,1.39641830
-5.48374187,6.68562306,0.12205209,0.00144627,0.13015472,4.52894899,5.60821096,1.37708255
-5.47773887,6.52719978,0.11764619,0.00140860,0.12622611,4.42689276,5.45466938,1.35455323
-5.47173587,6.35526234,0.11304952,0.00136966,0.12204076,4.31530144,5.28937606,1.32888991
-5.46573287,6.17206818,0.10829118,0.00132964,0.11764717,4.19566203,5.11493225,1.30025692
-5.45972986,5.98019573,0.10341076,0.00128880,0.11310004,4.06968428,4.93412723,1.26891891
-5.45372686,5.78244859,0.09845712,0.00124750,0.10845825,3.93923760,4.74982984,1.23523296
-5.44772386,5.58175329,0.09348688,0.00120613,0.10378283,3.80628353,4.56487810,1.19963782
-5.44172086,5.38105573,0.08856284,0.00116513,0.09913478,3.67280695,4.38197280,1.16264078
-5.43571786,5.18322150,0.08375212,0.00112500,0.09457312,3.54074954,4.20358019,1.12480286
-5.42971486,4.99094471,0.07912441,0.00108626,0.09015308,3.41194857,4.03184854,1.08672301
-5.42371186,4.80666906,0.07475012,0.00104943,0.08592453,3.28808347,3.86854235,1.04902180
-5.41770885,4.63252416,0.07069873,0.00101504,0.08193076,3.17063230,3.71499675,1.01232529
-5.41170585,4.47027900,0.06703712,0.00098358,0.07820764,3.06083919,3.57209361,0.97724948
-5.40570285,4.32131316,0.06382810,0.00095552,0.07478313,2.95969356,3.44025946,0.94438578
-5.39969985,4.18660563,0.06112908,0.00093129,0.07167711,2.86792078,3.31948434,0.91428762
-5.39369685,4.06673979,0.05899081,0.00091124,0.06890162,2.78598345,3.20935921,0.88745860
-5.38769385,3.96192250,0.05745635,0.00089568,0.06646132,2.71409214,3.10912921,0.86434203
-5.38169085,3.87201456,0.05656006,0.00088480,0.06435416,2.65222369,3.01775879,0.84531203
-5.37568784,3.79656954,0.05632676,0.00087874,0.06257226,2.60014511,2.93400470,0.83066605
-5.36968484,3.73487752,0.05677097,0.00087752,0.06110280,2.55744113,2.85649256,0.82061876
-5.36368184,3.68601100,0.05789628,0.00088107,0.05992901,2.52354312,2.78379272,0.81529733
-5.35767884,3.64886980,0.05969477,0.00088921,0.05903105,2.49775788,2.71449167,0.81473790
-5.35167584,3.62222300,0.06214667,0.00090169,0.05838680,2.47929456,2.64725556,0.81888346
-5.34567284,3.60474604,0.06522004,0.00091810,0.05797258,2.46728889,2.58088333,0.82758291
-5.33966983,3.59505213,0.06887074,0.00093799,0.05776363,2.46082378,2.51434764,0.84059174
-5.33366683,3.59171772,0.07304258,0.00096078,0.05773456,2.45894645,2.44682260,0.85757417
-5.32766383,3.59330221,0.07766774,0.00098581,0.05785953,2.46068211,2.37769826,0.87810717
-5.32166083,3.59836318,0.08266749,0.00101236,0.05811238,2.46504492,2.30658248,0.90168644
-5.31565783,3.60546809,0.08795318,0.00103965,0.05846666,2.47104702,2.23329164,0.92773454
-5.30965483,3.61320433,0.09342765,0.00106685,0.05889559,2.47770670,2.15783193,0.95561135
-5.30365183,3.62018902,0.09898692,0.00109310,0.05937205,2.48405672,2.08037350,0.98462684
-5.29764882,3.62508019,0.10452221,0.00111758,0.05986853,2.48915380,2.00121998,1.01405619
-5.29164582,3.62659048,0.10992228,0.00113943,0.06035722,2.49208980,1.92077563,1.04315692
-5.28564282,3.62350423,0.11507597,0.00115789,0.06081014,2.49200545,1.83951254,1.07118793
-5.27963982,3.61469820,0.11987491,0.00117224,0.06119942,2.48810631,1.75793981,1.09742974
-5.27363682,3.59916566,0.12421637,0.00118185,0.06149770,2.47968103,1.67657632,1.12120548
-5.26763382,3.57604320,0.12800601,0.00118621,0.06167856,2.46612124,1.59592827,1.14190191
-5.26163082,3.54463889,0.13116062,0.00118493,0.06171722,2.44694205,1.51647218,1.15898953
-5.25562781,3.50446033,0.13361055,0.00117778,0.06159111,2.42180221,1.43864349,1.17204108
-5.24962481,3.45524059,0.13530190,0.00116466,0.06128065,2.39052237,1.36283067,1.18074750
-5.24362181,3.39696022,0.13619826,0.00114564,0.06076991,2.35310033,1.28937409,1.18493053
-5.23761881,3.32986343,0.13628199,0.00112094,0.06004731,2.30972183,1.21856897,1.18455139
-5.23161581,3.25446679,0.13555499,0.00109095,0.05910614,2.26076581,1.15067122,1.17971474
-5.22561281,3.17155914,0.13403886,0.00105619,0.05794507,2.20680323,1.08590511,1.17066777
-5.21960980,3.08219193,0.13177454,0.00101729,0.05656837,2.14858894,1.02447167,1.15779422
-5.21360680,2.98765955,0.12882136,0.00097504,0.05498609,2.08704641,0.96655677,1.14160324
-5.20760380,2.88947006,0.12525556,0.00093027,0.05321389,2.02324551,0.91233799,1.12271364
-5.20160080,2.78930702,0.12116838,0.00088389,0.05127284,1.95837407,0.86198966,1.10183382
-5.19559780,2.68898367,0.11666374,0.00083687,0.04918887,1.89370406,0.81568569,1.07973833
-5.18959480,2.59039126,0.11185562,0.00079018,0.04699215,1.83055371,0.77359982,1.05724173
-5.18359180,2.49544357,0.10686518,0.00074477,0.04471628,1.77024718,0.73590347,1.03517102
-5.17758879,2.40601974,0.10181787,0.00070159,0.04239735,1.71407322,0.70276142,1.01433748
-5.17158579,2.32390784,0.09684036,0.00066149,0.04007297,1.66324474,0.67432554,0.99550930
-5.16558279,2.25075136,0.09205769,0.00062531,0.03778119,1.61886074,0.65072729,0.97938586
-5.15957979,2.18800076,0.08759043,0.00059375,0.03555950,1.58187228,0.63206940,0.96657486
-5.15357679,2.13687180,0.08355211,0.00056743,0.03344376,1.55305380,0.61841736,0.95757308
-5.14757379,2.09831227,0.08004685,0.00054687,0.03146731,1.53298072,0.60979135,0.95275153
-5.14157079,2.07297806,0.07716741,0.00053248,0.02966009,1.52201431,0.60615913,0.95234544
-5.13556778,2.06121932,0.07499341,0.00052453,0.02804797,1.52029413,0.60743026,0.95644955
-5.12956478,2.06307687,0.07359008,0.00052321,0.02665212,1.52773812,0.61345208,0.96501860
-5.12356178,2.07828862,0.07300726,0.00052856,0.02548861,1.54405028,0.62400777,0.97787295
-5.11755878,2.10630559,0.07327892,0.00054053,0.02456817,1.56873527,0.63881640,0.99470905
-5.11155578,2.14631630,0.07442296,0.00055897,0.02389602,1.60111917,0.65753532,1.01511398
-5.10555278,2.19727870,0.07644156,0.00058364,0.02347198,1.64037552,0.67976454,1.03858361
-5.09954977,2.25795784,0.07932184,0.00061421,0.02329059,1.68555525,0.70505320,1.06454328
-5.09354677,2.32696806,0.08303702,0.00065026,0.02334147,1.73561946,0.73290772,1.09237026
-5.08754377,2.40281778,0.08754794,0.00069133,0.02360975,1.78947347,0.76280148,1.12141689
-5.08154077,2.48395537,0.09280500,0.00073689,0.02407653,1.84600099,0.79418574,1.15103340
-5.07553777,2.56881450,0.09875044,0.00078639,0.02471958,1.90409707,0.82650128,1.18058962
-5.06953477,2.65585730,0.10532094,0.00083922,0.02551392,1.96269853,0.85919065,1.20949458
-5.06353177,2.74361404,0.11245045,0.00089477,0.02643255,2.02081112,0.89171037,1.23721329
-5.05752876,2.83071819,0.12007321,0.00095242,0.02744716,2.07753219,0.92354302,1.26328028
-5.05152576,2.91593565,0.12812671,0.00101153,0.02852883,2.13206864,0.95420848,1.28730927
-5.04552276,2.99818768,0.13655471,0.00107150,0.02964873,2.18374939,0.98327437,1.30899901
-5.03951976,3.07656684,0.14530982,0.00113171,0.03077877,2.23203251,1.01036500,1.32813508
-5.03351676,3.15034581,0.15435590,0.00119159,0.03189217,2.27650689,1.03516881,1.34458805
-5.02751376,3.21897925,0.16366972,0.00125058,0.03296398,2.31688888,1.05744386,1.35830815
-5.02151076,3.28209898,0.17324202,0.00130815,0.03397155,2.35301451,1.07702136,1.36931721
-5.01550775,3.33950310,0.18307773,0.00136380,0.03489485,2.38482786,1.09380694,1.37769833
-5.00950475,3.39114000,0.19319518,0.00141708,0.03571670,2.41236667,1.10777984,1.38358419
-5.00350175,3.43708837,0.20362444,0.00146754,0.03642300,2.43574606,1.11898981,1.38714465
-4.99749875,3.47753437,0.21440457,0.00151478,0.03700271,2.45514156,1.12755205,1.38857456
-4.99149575,3.51274735,0.22557997,0.00155844,0.03744787,2.47077239,1.13364039,1.38808242
-4.98549275,3.54305565,0.23719592,0.00159816,0.03775348,2.48288619,1.13747890,1.38588063
-4.97948974,3.56882369,0.24929348,0.00163364,0.03791735,2.49174594,1.13933248,1.38217782
-4.97348674,3.59043173,0.26190397,0.00166459,0.03793985,2.49761999,1.13949668,1.37717369
-4.96748374,3.60825949,0.27504338,0.00169078,0.03782368,2.50077566,1.13828745,1.37105646
-4.96148074,3.62267436,0.28870698,0.00171199,0.03757355,2.50147683,1.13603114,1.36400307
-4.95547774,3.63402493,0.30286451,0.00172806,0.03719592,2.49998543,1.13305528,1.35618195
-4.94947474,3.64264003,0.31745623,0.00173890,0.03669869,2.49656674,1.12968063,1.34775788
-4.94347174,3.64883321,0.33239024,0.00174444,0.03609093,2.49149799,1.12621480,1.33889862
-4.93746873,3.65291219,0.34754124,0.00174473,0.03538266,2.48507951,1.12294773,1.32978264
-4.93146573,3.65519250,0.36275097,0.00173985,0.03458460,2.47764744,1.12014917,1.32060717
-4.92546273,3.65601400,0.37783048,0.00173002,0.03370800,2.46958707,1.11806824,1.31159602
-4.91945973,3.65575917,0.39256414,0.00171551,0.03276445,2.46134544,1.11693484,1.30300630
-4.91345673,3.65487130,0.40671540,0.00169672,0.03176584,2.45344208,1.11696274,1.29513344
-4.90745373,3.65387111,0.42003397,0.00167414,0.03072414,2.44647669,1.11835393,1.28831394
-4.90145073,3.65336998,0.43226431,0.00164836,0.02965140,2.44113267,1.12130371,1.28292542
-4.89544772,3.65407827,0.44315481,0.00162007,0.02855964,2.43817568,1.12600601,1.27938360
-4.88944472,3.65680746,0.45246738,0.00159005,0.02746076,2.43844651,1.13265821,1.27813618
-4.88344172,3.66246488,0.45998692,0.00155914,0.02636647,2.44284794,1.14146498,1.27965362
-4.87743872,3.67204050,0.46553012,0.00152821,0.02528820,2.45232554,1.15264043,1.28441702
-4.87143572,3.68658551,0.46895320,0.00149820,0.02423698,2.46784274,1.16640809,1.29290350
-4.86543272,3.70718296,0.47015815,0.00147001,0.02322332,2.49035075,1.18299836,1.30556957
-4.85942971,3.73491128,0.46909704,0.00144453,0.02225709,2.52075436,1.20264314,1.32283310
-4.85342671,3.77080193,0.46577441,0.00142259,0.02134738,2.55987483,1.22556771,1.34505467
-4.84742371,3.81579293,0.46024733,0.00140490,0.02050233,2.60841147,1.25197976,1.37251891
-4.84142071,3.87068044,0.45262341,0.00139211,0.01972905,2.66690350,1.28205623,1.40541677
-4.83541771,3.93607077,0.44305671,0.00138468,0.01903346,2.73569413,1.31592821,1.44382936
-4.82941471,4.01233551,0.43174195,0.00138293,0.01842023,2.81489862,1.35366494,1.48771423
-4.82341171,4.09957243,0.41890725,0.00138701,0.01789275,2.90437838,1.39525752,1.53689465
-4.81740870,4.19757468,0.40480589,0.00139688,0.01745310,3.00372248,1.44060349,1.59105263
-4.81140570,4.30581077,0.38970754,0.00141233,0.01710214,3.11223838,1.48949335,1.64972601
-4.80540270,4.42341720,0.37388943,0.00143298,0.01683962,3.22895290,1.54159993,1.71231022
-4.79939970,4.54920518,0.35762784,0.00145828,0.01666434,3.35262422,1.59647180,1.77806482
-4.79339670,4.68168232,0.34119051,0.00148758,0.01657440,3.48176529,1.65353138,1.84612489
-4.78739370,4.81908923,0.32483000,0.00152010,0.01656746,3.61467853,1.71207853,1.91551731
-4.78139070,4.95945044,0.30877852,0.00155502,0.01664105,3.74950090,1.77129998,1.98518162
-4.77538769,5.10063788,0.29324415,0.00159149,0.01679287,3.88425834,1.83028471,2.05399493
-4.76938469,5.24044483,0.27840863,0.00162865,0.01702116,4.01692746,1.88804512,2.12080035
-4.76338169,5.37666707,0.26442655,0.00166574,0.01732490,4.14550239,1.94354328,2.18443804
-4.75737869,5.50718764,0.25142579,0.00170205,0.01770414,4.26806387,1.99572162,2.24377785
-4.75137569,5.63006112,0.23950903,0.00173703,0.01816009,4.38284761,2.04353658,2.29775244
-4.74537269,5.74359311,0.22875594,0.00177024,0.01869524,4.48830874,2.08599405,2.34538957
-4.73936968,5.84641050,0.21922594,0.00180145,0.01931330,4.58317889,2.12218480,2.38584218
-4.73336668,5.93751856,0.21096094,0.00183057,0.02001907,4.66651311,2.15131826,2.41841510
-4.72736368,6.01634121,0.20398801,0.00185771,0.02081817,4.73772367,2.17275291,2.44258690
-4.72136068,6.08274159,0.19832168,0.00188312,0.02171662,4.79659864,2.18602162,2.45802596
-4.71535768,6.13702118,0.19396557,0.00190722,0.02272037,4.84330365,2.19085063,2.46459971
-4.70935468,6.17989653,0.19091341,0.00193051,0.02383474,4.87836619,2.18717090,2.46237661
-4.70335168,6.21245414,0.18914933,0.00195356,0.02506372,4.90264264,2.17512115,2.45162035
-4.69734867,6.23608514,0.18864739,0.00197699,0.02640935,4.91726900,2.15504228,2.43277657
-4.69134567,6.25240267,0.18937060,0.00200139,0.02787104,4.92359757,2.12746322,2.40645248
-4.68534267,6.26314590,0.19126952,0.00202728,0.02944496,4.92312241,2.09307888,2.37339025
-4.67933967,6.27007557,0.19428056,0.00205506,0.03112353,4.91739710,2.05272118,2.33443536
-4.67333667,6.27486657,0.19832438,0.00208500,0.03289503,4.90794909,2.00732457,2.29050141
-4.66733367,6.27900326,0.20330450,0.00211717,0.03474337,4.89619500,1.95788786,2.24253310
-4.66133067,6.28368355,0.20910636,0.00215144,0.03664804,4.88336137,1.90543413,2.19146913
-4.65532766,6.28973689,0.21559706,0.00218747,0.03858431,4.87041526,1.85097089,2.13820687
-4.64932466,6.29756130,0.22262592,0.00222468,0.04052358,4.85800843,1.79545243,2.08357053
-4.64332166,6.30708287,0.23002590,0.00226229,0.04243397,4.84643826,1.73974624,2.02828424
-4.63731866,6.31774059,0.23761603,0.00229934,0.04428114,4.83562777,1.68460507,1.97295142
-4.63131566,6.32849760,0.24520470,0.00233470,0.04602921,4.82512577,1.63064598,1.91804118
-4.62531266,6.33787858,0.25259377,0.00236715,0.04764185,4.81412749,1.57833722,1.86388223
-4.61930965,6.34403172,0.25958346,0.00239538,0.04908341,4.80151448,1.52799334,1.81066443
-4.61330665,6.34481218,0.26597759,0.00241812,0.05032016,4.78591190,1.47977859,1.75844750
-4.60730365,6.33788279,0.27158923,0.00243409,0.05132141,4.76576019,1.43371797,1.70717619
-4.60130065,6.32082716,0.27624628,0.00244216,0.05206062,4.73939731,1.38971529,1.65670087
-4.59529765,6.29126917,0.27979689,0.00244134,0.05251634,4.70514750,1.34757677,1.60680221
-4.58929465,6.24699321,0.28211440,0.00243083,0.05267304,4.66141186,1.30703897,1.55721845
-4.58329165,6.18605907,0.28310161,0.00241009,0.05252163,4.60675643,1.26779924,1.50767381
-4.57728864,6.10690610,0.28269417,0.00237882,0.05205984,4.53999327,1.22954711,1.45790651
-4.57128564,6.00844168,0.28086307,0.00233702,0.05129230,4.46025095,1.19199494,1.40769497
-4.56528264,5.89011031,0.27761585,0.00228498,0.05023038,4.36703111,1.15490635,1.35688111
-4.55927964,5.75194025,0.27299692,0.00222324,0.04889182,4.26024886,1.11812100,1.30538963
-4.55327664,5.59456630,0.26708657,0.00215264,0.04730008,4.14025553,1.08157479,1.25324267
-4.54727364,5.41922822,0.25999905,0.00207423,0.04548358,4.00784315,1.04531456,1.20056947
-4.54127064,5.22774547,0.25187960,0.00198927,0.04347473,3.86423113,1.00950692,1.14761070
-4.53526763,5.02247026,0.24290078,0.00189918,0.04130893,3.71103627,0.97444091,1.09471780
-4.52926463,4.80622144,0.23325800,0.00180548,0.03902339,3.55022794,0.94052476,1.04234754
-4.52326163,4.58220274,0.22316471,0.00170977,0.03665612,3.38407087,0.90827698,0.99105221
-4.51725863,4.35390909,0.21284712,0.00161364,0.03424476,3.21505839,0.87831234,0.94146627
-4.51125563,4.12502525,0.20253891,0.00151866,0.03182565,3.04583917,0.85132367,0.89428995
-4.50525263,3.89932069,0.19247588,0.00142631,0.02943289,2.87914033,0.82805992,0.85027061
-4.49924962,3.68054462,0.18289075,0.00133795,0.02709759,2.71769010,0.80930181,0.81018245
-4.49324662,3.47232479,0.17400823,0.00125478,0.02484728,2.56414252,0.79583559,0.77480540
-4.48724362,3.27807298,0.16604038,0.00117781,0.02270541,2.42100656,0.78842601,0.74490341
-4.48124062,3.10089966,0.15918242,0.00110785,0.02069112,2.29058159,0.78778914,0.72120299
-4.47523762,2.94353971,0.15360889,0.00104549,0.01881906,2.17490065,0.79456593,0.70437213
-4.46923462,2.80829039,0.14947035,0.00099108,0.01709945,2.07568249,0.80929709,0.69500003
-4.46323162,2.69696233,0.14689036,0.00094475,0.01553819,1.99429304,0.83239989,0.69357792
-4.45722861,2.61084369,0.14596306,0.00090643,0.01413718,1.93171654,0.86414736,0.70048123
-4.45122561,2.55067743,0.14675107,0.00087581,0.01289465,1.88853622,0.90465051,0.71595334
-4.44522261,2.51665110,0.14928382,0.00085243,0.01180561,1.86492432,0.95384380,0.74009118
-4.43921961,2.50839857,0.15355642,0.00083564,0.01086234,1.86064107,1.01147440,0.77283313
-4.43321661,2.52501310,0.15952885,0.00082467,0.01005491,1.87504198,1.07709552,0.81394938
-4.42721361,2.56507063,0.16712580,0.00081866,0.00937172,1.90709313,1.15006419,0.86303536
-4.42121061,2.62666299,0.17623697,0.00081665,0.00880003,1.95539384,1.22954382,0.91950861
-4.41520760,2.70743983,0.18671805,0.00081764,0.00832645,2.01820624,1.31451170,0.98260961
-4.40920460,2.80465901,0.19839240,0.00082065,0.00793747,2.09349131,1.40377170,1.05140690
-4.40320160,2.91524447,0.21105345,0.00082468,0.00761986,2.17895096,1.49597229,1.12480707
-4.39719860,3.03585096,0.22446795,0.00082879,0.00736104,2.27207560,1.58962960,1.20156974
-4.39119560,3.16293482,0.23837999,0.00083213,0.00714949,2.37019661,1.68315564,1.28032769
-4.38519260,3.29282976,0.25251595,0.00083392,0.00697494,2.47054302,1.77489089,1.35961208
-4.37918959,3.42182652,0.26659012,0.00083348,0.00682866,2.57030157,1.86314095,1.43788242
-4.37318659,3.54625488,0.28031108,0.00083028,0.00670355,2.66667886,1.94621624,1.51356071
-4.36718359,3.66256647,0.29338861,0.00082388,0.00659431,2.75696459,2.02247368,1.58506889
-4.36118059,3.76741621,0.30554097,0.00081400,0.00649741,2.83859406,2.09035920,1.65086866
-4.35517759,3.85774044,0.31650234,0.00080048,0.00641113,2.90920852,2.14844970,1.70950207
-4.34917459,3.93082935,0.32603009,0.00078329,0.00633546,2.96671144,2.19549282,1.75963174
-4.34317159,3.98439135,0.33391172,0.00076250,0.00627200,3.00931883,2.23044317,1.80007896
-4.33716858,4.01660726,0.33997113,0.00073831,0.00622381,3.03560201,2.25249351,1.82985816
-4.33116558,4.02617210,0.34407381,0.00071100,0.00619520,3.04452102,2.26109952,1.84820624
-4.32516258,4.01232297,0.34613103,0.00068093,0.00619150,3.03544741,2.25599702,1.85460548
-4.31915958,3.97485171,0.34610243,0.00064850,0.00621883,3.00817547,2.23721093,1.84879890
-4.31315658,3.91410165,0.34399722,0.00061420,0.00628378,2.96292117,2.20505536,1.83079742
-4.30715358,3.83094850,0.33987369,0.00057851,0.00639317,2.90030887,2.16012472,1.80087828
