energy_ev,total_up,total_down,In_p_up,In_p_down,In_d_up,In_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,0.75532628,-0.75532628,0.01698177,-0.01698177,0.00032542,-0.00032542,0.15683606,-0.15683606,0.17783419,-0.17783419,0.02284731,-0.02284731,0.50805482,-0.50805482
-5.99399700,0.75395377,-0.75395377,0.01632207,-0.01632207,0.00031901,-0.00031901,0.15986105,-0.15986105,0.17524220,-0.17524220,0.02062332,-0.02062332,0.51108789,-0.51108789
-5.98799400,0.75505578,-0.75505578,0.01573768,-0.01573768,0.00031338,-0.00031338,0.16327568,-0.16327568,0.17319072,-0.17319072,0.01858679,-0.01858679,0.51561736,-0.51561736
-5.98199100,0.75809129,-0.75809129,0.01521467,-0.01521467,0.00030830,-0.00030830,0.16695008,-0.16695008,0.17157458,-0.17157458,0.01673211,-0.01673211,0.52127793,-0.52127793
-5.97598799,0.76249163,-0.76249163,0.01473977,-0.01473977,0.00030352,-0.00030352,0.17075091,-0.17075091,0.17028482,-0.17028482,0.01505147,-0.01505147,0.52768085,-0.52768085
-5.96998499,0.76768079,-0.76768079,0.01430062,-0.01430062,0.00029884,-0.00029884,0.17454570,-0.17454570,0.16921288,-0.16921288,0.01353548,-0.01353548,0.53442852,-0.53442852
-5.96398199,0.77309596,-0.77309596,0.01388592,-0.01388592,0.00029409,-0.00029409,0.17820739,-0.17820739,0.16825454,-0.16825454,0.01217368,-0.01217368,0.54112940,-0.54112940
-5.95797899,0.77820748,-0.77820748,0.01348564,-0.01348564,0.00028910,-0.00028910,0.18161867,-0.18161867,0.16731373,-0.16731373,0.01095505,-0.01095505,0.54741273,-0.54741273
-5.95197599,0.78253759,-0.78253759,0.01309107,-0.01309107,0.00028376,-0.00028376,0.18467620,-0.18467620,0.16630588,-0.16630588,0.00986842,-0.00986842,0.55294244,-0.55294244
-5.94597299,0.78567709,-0.78567709,0.01269495,-0.01269495,0.00027797,-0.00027797,0.18729438,-0.18729438,0.16516076,-0.16516076,0.00890286,-0.00890286,0.55742977,-0.55742977
-5.93996998,0.78729941,-0.78729941,0.01229148,-0.01229148,0.00027169,-0.00027169,0.18940850,-0.18940850,0.16382476,-0.16382476,0.00804791,-0.00804791,0.56064391,-0.56064391
-5.93396698,0.78717118,-0.78717118,0.01187632,-0.01187632,0.00026487,-0.00026487,0.19097712,-0.19097712,0.16226242,-0.16226242,0.00729382,-0.00729382,0.56242032,-0.56242032
-5.92796398,0.78515917,-0.78515917,0.01144657,-0.01144657,0.00025751,-0.00025751,0.19198364,-0.19198364,0.16045732,-0.16045732,0.00663167,-0.00663167,0.56266629,-0.56266629
-5.92196098,0.78123297,-0.78123297,0.01100070,-0.01100070,0.00024963,-0.00024963,0.19243670,-0.19243670,0.15841205,-0.15841205,0.00605345,-0.00605345,0.56136343,-0.56136343
-5.91595798,0.77546331,-0.77546331,0.01053843,-0.01053843,0.00024129,-0.00024129,0.19236967,-0.19236967,0.15614750,-0.15614750,0.00555203,-0.00555203,0.55856688,-0.55856688
-5.90995498,0.76801609,-0.76801609,0.01006063,-0.01006063,0.00023254,-0.00023254,0.19183895,-0.19183895,0.15370128,-0.15370128,0.00512119,-0.00512119,0.55440140,-0.55440140
-5.90395198,0.75914215,-0.75914215,0.00956920,-0.00956920,0.00022346,-0.00022346,0.19092128,-0.19092128,0.15112552,-0.15112552,0.00475545,-0.00475545,0.54905419,-0.54905419
-5.89794897,0.74916334,-0.74916334,0.00906686,-0.00906686,0.00021417,-0.00021417,0.18970999,-0.18970999,0.14848392,-0.14848392,0.00445007,-0.00445007,0.54276500,-0.54276500
-5.89194597,0.73845531,-0.73845531,0.00855701,-0.00855701,0.00020475,-0.00020475,0.18831055,-0.18831055,0.14584832,-0.14584832,0.00420082,-0.00420082,0.53581368,-0.53581368
-5.88594297,0.72742788,-0.72742788,0.00804354,-0.00804354,0.00019533,-0.00019533,0.18683538,-0.18683538,0.14329491,-0.14329491,0.00400393,-0.00400393,0.52850591,-0.52850591
-5.87993997,0.71650376,-0.71650376,0.00753066,-0.00753066,0.00018601,-0.00018601,0.18539828,-0.18539828,0.14090015,-0.14090015,0.00385591,-0.00385591,0.52115768,-0.52115768
-5.87393697,0.70609665,-0.70609665,0.00702270,-0.00702270,0.00017691,-0.00017691,0.18410870,-0.18410870,0.13873668,-0.13873668,0.00375339,-0.00375339,0.51407920,-0.51407920
-5.86793397,0.69658976,-0.69658976,0.00652398,-0.00652398,0.00016812,-0.00016812,0.18306612,-0.18306612,0.13686936,-0.13686936,0.00369307,-0.00369307,0.50755909,-0.50755909
-5.86193097,0.68831566,-0.68831566,0.00603860,-0.00603860,0.00015973,-0.00015973,0.18235478,-0.18235478,0.13535157,-0.13535157,0.00367153,-0.00367153,0.50184949,-0.50184949
-5.85592796,0.68153855,-0.68153855,0.00557036,-0.00557036,0.00015183,-0.00015183,0.18203910,-0.18203910,0.13422212,-0.13422212,0.00368519,-0.00368519,0.49715294,-0.49715294
-5.84992496,0.67643978,-0.67643978,0.00512260,-0.00512260,0.00014447,-0.00014447,0.18215993,-0.18215993,0.13350269,-0.13350269,0.00373022,-0.00373022,0.49361161,-0.49361161
-5.84392196,0.67310726,-0.67310726,0.00469814,-0.00469814,0.00013770,-0.00013770,0.18273192,-0.18273192,0.13319608,-0.13319608,0.00380253,-0.00380253,0.49129933,-0.49129933
-5.83791896,0.67152938,-0.67152938,0.00429921,-0.00429921,0.00013154,-0.00013154,0.18374203,-0.18374203,0.13328537,-0.13328537,0.00389770,-0.00389770,0.49021701,-0.49021701
