energy_ev,total_up,Pb_p_up,Pb_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.83191596,0.83086216,0.21012448,0.00020229,0.12483798,0.40959339,0.06241221,0.10121769
-5.82591296,0.84278462,0.21370206,0.00022171,0.12866117,0.41583238,0.06099882,0.09927350
-5.81990995,0.86122837,0.21889632,0.00024479,0.13296117,0.42557083,0.05961360,0.09848853
-5.81390695,0.88582143,0.22557055,0.00027177,0.13776227,0.43855015,0.05825677,0.09882658
-5.80790395,0.91609250,0.23356738,0.00030286,0.14309707,0.45444380,0.05693053,0.10023201
-5.80190095,0.95148835,0.24271321,0.00033827,0.14900690,0.47286781,0.05563975,0.10263273
-5.79589795,0.99139281,0.25282309,0.00037816,0.15554163,0.49339299,0.05439238,0.10594333
-5.78989495,1.03514692,0.26370576,0.00042270,0.16275906,0.51555831,0.05319964,0.11006859
-5.78389195,1.08206979,0.27516890,0.00047200,0.17072375,0.53888537,0.05207594,0.11490695
-5.77788894,1.13147973,0.28702445,0.00052616,0.17950552,0.56289352,0.05103849,0.12035404
-5.77188594,1.18271512,0.29909393,0.00058522,0.18917752,0.58711523,0.05010679,0.12630615
-5.76588294,1.23515472,0.31121360,0.00064918,0.19981417,0.61111137,0.04930181,0.13266349
-5.75987994,1.28823682,0.32323945,0.00071799,0.21148892,0.63448593,0.04864516,0.13933326
-5.75387694,1.34147690,0.33505179,0.00079155,0.22427210,0.65689984,0.04815814,0.14623244
-5.74787394,1.39448337,0.34655939,0.00086967,0.23822889,0.67808328,0.04786075,0.15329017
-5.74187094,1.44697104,0.35770310,0.00095211,0.25341768,0.69784631,0.04777080,0.16044977
-5.73586793,1.49877201,0.36845874,0.00103859,0.26988868,0.71608736,0.04790310,0.16767028
-5.72986493,1.54984372,0.37883921,0.00112874,0.28768314,0.73279926,0.04826883,0.17492761
-5.72386193,1.60027395,0.38889588,0.00122215,0.30683302,0.74807261,0.04887503,0.18221508
-5.71785893,1.65028269,0.39871893,0.00131837,0.32736115,0.76209648,0.04972434,0.18954357
-5.71185593,1.70022072,0.40843691,0.00141691,0.34928186,0.77515613,0.05081492,0.19694107
-5.70585293,1.75056487,0.41821527,0.00151729,0.37260200,0.78762797,0.05214063,0.20445179
-5.69984992,1.80191003,0.42825400,0.00161905,0.39732206,0.79997186,0.05369129,0.21213477
-5.69384692,1.85495790,0.43878436,0.00172176,0.42343738,0.81272079,0.05545315,0.22006195
-5.68784392,1.91050253,0.45006466,0.00182509,0.45093913,0.82646834,0.05740951,0.22831595
-5.68184092,1.96941286,0.46237530,0.00192877,0.47981492,0.84185411,0.05954133,0.23698721
-5.67583792,2.03261233,0.47601294,0.00203270,0.51004877,0.85954761,0.06182789,0.24617101
-5.66983492,2.10105583,0.49128410,0.00213693,0.54162029,0.88023076,0.06424744,0.25596392
-5.66383192,2.17570438,0.50849801,0.00224169,0.57450299,0.90457974,0.06677777,0.26646026
-5.65782891,2.25749782,0.52795913,0.00234739,0.60866167,0.93324634,0.06939670,0.27774817
-5.65182591,2.34732617,0.54995926,0.00245468,0.64404889,0.96683949,0.07208237,0.28990579
-5.64582291,2.44600033,0.57476950,0.00256440,0.68060071,1.00590737,0.07481355,0.30299744
-5.63981991,2.55422291,0.60263226,0.00267761,0.71823191,1.05092065,0.07756967,0.31707000
-5.63381691,2.67256022,0.63375351,0.00279553,0.75683105,1.10225729,0.08033081,0.33214969
-5.62781391,2.80141639,0.66829558,0.00291955,0.79625573,1.16018959,0.08307762,0.34823933
-5.62181091,2.94101091,0.70637070,0.00305119,0.83632854,1.22487372,0.08579112,0.36531635
-5.61580790,3.09136063,0.74803555,0.00319201,0.87683415,1.29634238,0.08845255,0.38333154
-5.60980490,3.25226732,0.79328718,0.00334359,0.91751798,1.37450086,0.09104323,0.40220886
-5.60380190,3.42331184,0.84206035,0.00350749,0.95808684,1.45912685,0.09354450,0.42184623
-5.59779890,3.60385548,0.89422660,0.00368513,0.99821183,1.54987398,0.09593779,0.44211749
-5.59179590,3.79304899,0.94959519,0.00387774,1.03753366,1.64627940,0.09820479,0.46287540
-5.58579290,3.98984935,1.00791576,0.00408633,1.07567042,1.74777498,0.10032779,0.48395576
-5.57978989,4.19304383,1.06888292,0.00431161,1.11222750,1.85370184,0.10229022,0.50518238
-5.57378689,4.40128055,1.13214240,0.00455389,1.14680952,1.96332789,0.10407731,0.52637277
-5.56778389,4.61310432,1.19729866,0.00481312,1.17903353,2.07586739,0.10567680,0.54734435
-5.56178089,4.82699608,1.26392355,0.00508878,1.20854303,2.19050193,0.10707979,0.56792080
-5.55577789,5.04141404,1.33156561,0.00537990,1.23502194,2.30640172,0.10828160,0.58793825
-5.54977489,5.25483430,1.39975965,0.00568503,1.25820764,2.42274626,0.10928251,0.60725103
-5.54377189,5.46578886,1.46803597,0.00600228,1.27790252,2.53874329,0.11008844,0.62573657
-5.53776888,5.67289878,1.53592886,0.00632929,1.29398301,2.65364502,0.11071140,0.64329922
-5.53176588,5.87490057,1.60298381,0.00666329,1.30640563,2.76676081,0.11116974,0.65987266
-5.52576288,6.07066437,1.66876328,0.00700114,1.31520949,2.87746564,0.11148800,0.67542082
-5.51975988,6.25920272,1.73285043,0.00733941,1.32051496,2.98520379,0.11169657,0.68993719
-5.51375688,6.43966958,1.79485103,0.00767441,1.32251852,3.08948772,0.11183085,0.70344239
-5.50775388,6.61134974,1.85439325,0.00800226,1.32148388,3.18989218,0.11193019,0.71598036
-5.50175088,6.77363950,1.91112573,0.00831901,1.31772981,3.28604410,0.11203644,0.72761309
-5.49574787,6.92602013,1.96471402,0.00862070,1.31161534,3.37760900,0.11219223,0.73841432
-5.48974487,7.06802610,2.01483605,0.00890340,1.30352294,3.46427494,0.11243913,0.74846253
-5.48374187,7.19921082,2.06117702,0.00916336,1.29384090,3.54573543,0.11281558,0.75783355
-5.47773887,7.31911235,2.10342440,0.00939704,1.28294553,3.62167245,0.11335490,0.76659340
-5.47173587,7.42722233,2.14126368,0.00960118,1.27118440,3.69174143,0.11408329,0.77479145
-5.46573287,7.52296068,2.17437549,0.00977291,1.25886145,3.75555913,0.11501815,0.78245471
-5.45972986,7.60565868,2.20243470,0.00990974,1.24622482,3.81269619,0.11616652,0.78958324
-5.45372686,7.67455239,2.22511179,0.01000966,1.23345792,3.86267498,0.11752404,0.79614724
-5.44772386,7.72878785,2.24207697,0.01007118,1.22067438,3.90497364,0.11907433,0.80208579
-5.44172086,7.76743856,2.25300693,0.01009333,1.20791694,3.93903663,0.12078881,0.80730758
-5.43571786,7.78953493,2.25759422,0.01007571,1.19516033,3.96429153,0.12262714,0.81169337
-5.42971486,7.79410485,2.25555883,0.01001850,1.18231783,3.98017162,0.12453815,0.81510024
-5.42371186,7.78022311,2.24666152,0.00992244,1.16925118,3.98614318,0.12646133,0.81736741
-5.41770885,7.74706733,2.23071811,0.00978885,1.15578307,3.98173616,0.12832874,0.81832325
-5.41170585,7.69397713,2.20761388,0.00961960,1.14171149,3.96657656,0.13006736,0.81779318
-5.40570285,7.62051300,2.17731726,0.00941707,1.12682519,3.94041857,0.13160164,0.81560804
-5.39969985,7.52651134,2.13989186,0.00918413,1.11091918,3.90317463,0.13285636,0.81161258
-5.39369685,7.41213205,2.09550586,0.00892406,1.09380963,3.85494135,0.13375946,0.80567342
-5.38769385,7.27789558,2.04443831,0.00864052,1.07534730,3.79601981,0.13424478,0.79768638
-5.38169085,7.12470683,1.98708142,0.00833747,1.05542883,3.72692844,0.13425469,0.78758263
-5.37568784,6.95386403,1.92393881,0.00801908,1.03400546,3.64840778,0.13374233,0.77533337
-5.36968484,6.76705149,1.85561938,0.00768965,1.01108877,3.56141618,0.13267349,0.76095301
-5.36368184,6.56631625,1.78282717,0.00735355,0.98675346,3.46711651,0.13102798,0.74450059
-5.35767884,6.35402935,1.70634739,0.00701508,0.96113701,3.36685417,0.12880046,0.72607943
-5.35167584,6.13283336,1.62702936,0.00667845,0.93443662,3.26212714,0.12600072,0.70583515
-5.34567284,5.90557858,1.54576714,0.00634763,0.90690357,3.15454954,0.12265338,0.68395226
-5.33966983,5.67525085,1.46347867,0.00602634,0.87883573,3.04581001,0.11879709,0.66064930
-5.33366683,5.44489431,1.38108451,0.00571793,0.85056848,2.93762687,0.11448322,0.63617314
-5.32766383,5.21753255,1.29948699,0.00542534,0.82246470,2.83170203,0.10977417,0.61079248
-5.32166083,4.99609162,1.21955083,0.00515107,0.79490448,2.72967550,0.10474131,0.58479096
-5.31565783,4.78332815,1.14208574,0.00489717,0.76827480,2.63308238,0.09946283,0.55846021
-5.30965483,4.58176514,1.06783197,0.00466518,0.74295981,2.54331407,0.09402131,0.53209307
-5.30365183,4.39363791,0.99744883,0.00445616,0.71933200,2.46158511,0.08850143,0.50597721
-5.29764882,4.22085161,0.93150669,0.00427071,0.69774430,2.38890662,0.08298767,0.48038944
-5.29164582,4.06495127,0.87048226,0.00410899,0.67852352,2.32606730,0.07756219,0.45559065
-5.28564282,3.92710466,0.81475713,0.00397073,0.66196489,2.27362219,0.07230293,0.43182160
-5.27963982,3.80809763,0.76461907,0.00385535,0.64832771,2.23188935,0.06728201,0.40929956
-5.27363682,3.70834091,0.72026573,0.00376190,0.63783208,2.20095413,0.06256439,0.38821570
-5.26763382,3.62788738,0.68181028,0.00368923,0.63065636,2.18068050,0.05820689,0.36873319
-5.26163082,3.56645789,0.64928818,0.00363593,0.62693536,2.17072869,0.05425745,0.35098595
-5.25562781,3.52347417,0.62266490,0.00360047,0.62675903,2.17057818,0.05075474,0.33507792
-5.24962481,3.49809684,0.60184375,0.00358117,0.63017153,2.17955485,0.04772801,0.32108276
-5.24362181,3.48926700,0.58667375,0.00357630,0.63717060,2.19686146,0.04519720,0.30904392
-5.23761881,3.49574948,0.57695691,0.00358408,0.64770734,2.22160995,0.04317315,0.29897493
-5.23161581,3.51617668,0.57245507,0.00360272,0.66168630,2.25285470,0.04165810,0.29086001
-5.22561281,3.54909145,0.57289595,0.00363041,0.67896611,2.28962549,0.04064621,0.28465495
-5.21960980,3.59298826,0.57797852,0.00366539,0.69936071,2.33095922,0.04012422,0.28028812
-5.21360680,3.64635164,0.58737785,0.00370592,0.72264137,2.37592937,0.04007212,0.27766196
-5.20760380,3.70769135,0.60074939,0.00375032,0.74853958,2.42367241,0.04046394,0.27665473
-5.20160080,3.77557372,0.61773303,0.00379693,0.77675102,2.47341029,0.04126851,0.27712265
-5.19559780,3.84864866,0.63795685,0.00384418,0.80694049,2.52446854,0.04245027,0.27890254
-5.18959480,3.92567205,0.66104090,0.00389057,0.83874784,2.57628926,0.04397006,0.28181488
-5.18359180,4.00552309,0.68660086,0.00393466,0.87179483,2.62843879,0.04578592,0.28566732
-5.17758879,4.08721633,0.71425177,0.00397512,0.90569259,2.68060972,0.04785392,0.29025863
-5.17158579,4.16990817,0.74361158,0.00401073,0.94004938,2.73261726,0.05012891,0.29538288
-5.16558279,4.25289769,0.77430462,0.00404038,0.97447844,2.78439007,0.05256533,0.30083393
-5.15957979,4.33562164,0.80596467,0.00406315,1.00860538,2.83595594,0.05511787,0.30640995
-5.15357679,4.41764398,0.83823767,0.00407823,1.04207483,2.88742288,0.05774221,0.31191780
-5.14757379,4.49864006,0.87078376,0.00408502,1.07455588,2.93895637,0.06039559,0.31717719
-5.14157079,4.57837635,0.90327874,0.00408312,1.10574621,2.99075388,0.06303739,0.32202444
-5.13556778,4.65668635,0.93541467,0.00407231,1.13537447,3.04301773,0.06562955,0.32631558
-5.12956478,4.73344410,0.96689997,0.00405263,1.16320108,3.09592774,0.06813693,0.32992887
-5.12356178,4.80853647,0.99745875,0.00402427,1.18901742,3.14961500,0.07052758,0.33276642
-5.11755878,4.88183612,1.02682991,0.00398769,1.21264354,3.20413835,0.07277286,0.33475515
-5.11155578,4.95317665,1.05476595,0.00394350,1.23392493,3.25946488,0.07484755,0.33584681
-5.10555278,5.02233176,1.08103200,0.00389253,1.25272854,3.31545575,0.07672974,0.33601737
-5.09954977,5.08899999,1.10540525,0.00383573,1.26893875,3.37185840,0.07840082,0.33526564
-5.09354677,5.15279648,1.12767514,0.00377422,1.28245371,3.42830585,0.07984527,0.33361149
-5.08754377,5.21325261,1.14764442,0.00370920,1.29318250,3.48432346,0.08105049,0.33109361
-5.08154077,5.26982419,1.16513143,0.00364198,1.30104373,3.53934309,0.08200665,0.32776702
-5.07553777,5.32190792,1.17997350,0.00357389,1.30596558,3.59272408,0.08270647,0.32370050
-5.06953477,5.36886573,1.19203143,0.00350629,1.30788775,3.64378011,0.08314510,0.31897411
-5.06353177,5.41005553,1.20119489,0.00344057,1.30676503,3.69181056,0.08332000,0.31367681
-5.05752876,5.44486672,1.20738841,0.00337805,1.30257250,3.73613455,0.08323085,0.30790424
-5.05152576,5.47275810,1.21057753,0.00332005,1.29531187,3.77612576,0.08287958,0.30175685
-5.04552276,5.49329586,1.21077454,0.00326780,1.28501848,3.81124588,0.08227028,0.29533822
-5.03951976,5.50618864,1.20804341,0.00322251,1.27176829,3.84107457,0.08140935,0.28875363
-5.03351676,5.51131745,1.20250323,0.00318527,1.25568435,3.86533401,0.08030543,0.28210878
-5.02751376,5.50875777,1.19432977,0.00315712,1.23694178,3.88390642,0.07896949,0.27550867
-5.02151076,5.49879217,1.18375473,0.00313900,1.21577088,3.89684323,0.07741480,0.26905650
-5.01550775,5.48191196,1.17106234,0.00313175,1.19245776,3.90436529,0.07565692,0.26285252
-5.00950475,5.45880745,1.15658336,0.00313613,1.16734204,3.90685386,0.07371357,0.25699294
-5.00350175,5.43034692,1.14068637,0.00315278,1.14081166,3.90483301,0.07160447,0.25156859
-4.99749875,5.39754530,1.12376677,0.00318222,1.11329457,3.89894432,0.06935114,0.24666367
-4.99149575,5.36152429,1.10623370,0.00322484,1.08524778,3.88991554,0.06697659,0.24235432
-4.98549275,5.32346639,1.08849572,0.00328089,1.05714413,3.87852521,0.06450503,0.23870723
-4.97948974,5.28456545,1.07094567,0.00335046,1.02945744,3.86556553,0.06196146,0.23577844
-4.97348674,5.24597714,1.05394570,0.00343348,1.00264677,3.85180590,0.05937136,0.23361213
-4.96748374,5.20877224,1.03781304,0.00352967,0.97714072,3.83795955,0.05676030,0.23223988
-4.96148074,5.17389607,1.02280751,0.00363859,0.95332257,3.82465544,0.05415361,0.23168016
-4.95547774,5.14213650,1.00912128,0.00375959,0.93151714,3.81241742,0.05157617,0.23193836
-4.94947474,5.11410281,0.99687156,0.00389184,0.91198010,3.80165187,0.04905217,0.23300728
-4.94347174,5.09021674,0.98609661,0.00403433,0.89489033,3.79264478,0.04660508,0.23486814
-4.93746873,5.07071637,0.97675536,0.00418589,0.88034586,3.78556840,0.04425761,0.23749218
-4.93146573,5.05567262,0.96873064,0.00434523,0.86836341,3.78049708,0.04203189,0.24084262
-4.92546273,5.04501732,0.96183596,0.00451099,0.85888175,3.77743105,0.03994963,0.24487712
-4.91945973,5.03858102,0.95582545,0.00468175,0.85176857,3.77632679,0.03803246,0.24955036
-4.91345673,5.03613814,0.95040650,0.00485613,0.84683048,3.77713166,0.03630231,0.25481687
-4.90745373,5.03745645,0.94525451,0.00503281,0.84382557,3.77982065,0.03478184,0.26063377
-4.90145073,5.04234773,0.94002895,0.00521062,0.84247787,3.78443251,0.03349485,0.26696328
-4.89544772,5.05071634,0.93439000,0.00538861,0.84249287,3.79110294,0.03246674,0.27377490
-4.88944472,5.06260236,0.92801496,0.00556604,0.84357337,3.80009238,0.03172487,0.28104718
-4.88344172,5.07821661,0.92061363,0.00574253,0.84543472,3.81180632,0.03129886,0.28876873
-4.87743872,5.09796503,0.91194203,0.00591801,0.84781888,3.82680666,0.03122072,0.29693881
-4.87143572,5.12246071,0.90181370,0.00609278,0.85050644,3.84581291,0.03152490,0.30556704
-4.86543272,5.15252253,0.89010831,0.00626750,0.85332619,3.86969278,0.03224811,0.31467265
-4.85942971,5.18916005,0.87677708,0.00644321,0.85616188,3.89944235,0.03342887,0.32428304
-4.85342671,5.23354523,0.86184494,0.00662124,0.85895576,3.93615647,0.03510699,0.33443194
-4.84742371,5.28697214,0.84540935,0.00680321,0.86170908,3.98099074,0.03732264,0.34515731
-4.84142071,5.35080653,0.82763610,0.00699093,0.86447937,4.03511674,0.04011534,0.35649894
-4.83541771,5.42642769,0.80875208,0.00718633,0.86737499,4.09967273,0.04352259,0.36849624
-4.82941471,5.51516539,0.78903581,0.00739134,0.87054710,4.17571225,0.04757845,0.38118608
-4.82341171,5.61823489,0.76880589,0.00760781,0.87417967,4.26415290,0.05231187,0.39460097
-4.81740870,5.73667321,0.74840821,0.00783739,0.87847792,4.36572812,0.05774497,0.40876775
-4.81140570,5.87127970,0.72820233,0.00808142,0.88365587,4.48094396,0.06389120,0.42370666
-4.80540270,6.02256357,0.70854780,0.00834083,0.88992352,4.61004328,0.07075371,0.43943103
-4.79939970,6.19070102,0.68979088,0.00861608,0.89747428,4.75297884,0.07832359,0.45594743
-4.79339670,6.37550375,0.67225229,0.00890705,0.90647321,4.90939670,0.08657853,0.47325633
-4.78739370,6.57640043,0.65621638,0.00921304,0.91704648,5.07863071,0.09548161,0.49135301
-4.78139070,6.79243172,0.64192212,0.00953268,0.92927253,5.25970832,0.10498053,0.51022879
-4.77538769,7.02225921,0.62955619,0.00986400,0.94317530,5.45136748,0.11500721,0.52987227
-4.76938469,7.26418768,0.61924837,0.01020442,0.95871958,5.65208392,0.12547794,0.55027053
-4.76338169,7.51619977,0.61106915,0.01055080,0.97580890,5.86010740,0.13629400,0.57140998
-4.75737869,7.77600138,0.60502968,0.01089953,0.99428570,6.07350557,0.14734287,0.59327699
-4.75137569,8.04107599,0.60108385,0.01124660,1.01393394,6.29021335,0.15849992,0.61585798
-4.74537269,8.30874546,0.59913224,0.01158773,1.03448393,6.50808570,0.16963069,0.63913893
-4.73936968,8.57623495,0.59902772,0.01191851,1.05561907,6.72495178,0.18059356,0.66310449
-4.73336668,8.84073940,0.60058241,0.01223445,1.07698433,6.93866805,0.19124285,0.68773647
-4.72736368,9.09948905,0.60357558,0.01253121,1.09819609,7.14716848,0.20143214,0.71301194
-4.72136068,9.34981179,0.60776207,0.01280464,1.11885292,7.34850997,0.21101784,0.73890117
-4.71535768,9.58919028,0.61288115,0.01305093,1.13854688,7.54091161,0.21986269,0.76536524
-4.70935468,9.81531235,0.61866513,0.01326671,1.15687503,7.72278667,0.22783933,0.79235395
-4.70335168,10.02611346,0.62484772,0.01344916,1.17345072,7.89276670,0.23483345,0.81980384
-4.69734867,10.21981054,0.63117182,0.01359603,1.18791415,8.04971768,0.24074683,0.84763680
-4.69134567,10.39492716,0.63739641,0.01370575,1.19994221,8.19274850,0.24549976,0.87575928
-4.68534267,10.55031007,0.64330264,0.01377740,1.20925697,8.32121237,0.24903302,0.90406239
-4.67933967,10.68513798,0.64869886,0.01381080,1.21563284,8.43470240,0.25130928,0.93242283
-4.67333667,10.79892318,0.65342452,0.01380644,1.21890217,8.53304225,0.25231383,0.96070484
-4.66733367,10.89150738,0.65735312,0.01376552,1.21895926,8.61627350,0.25205467,0.98876314
-4.66133067,10.96305255,0.66039401,0.01368987,1.21576263,8.68464086,0.25056204,1.01644667
-4.65532766,11.01402799,0.66249322,0.01358195,1.20933577,8.73857636,0.24788725,1.04360308
-4.64932466,11.04519438,0.66363330,0.01344477,1.19976623,8.77868361,0.24410108,1.07008371
-4.64332166,11.05758537,0.66383225,0.01328182,1.18720333,8.80572248,0.23929165,1.09574879
-4.63731866,11.05248711,0.66314156,0.01309704,1.17185456,8.82059473,0.23356191,1.12047260
-4.63131566,11.03141555,0.66164351,0.01289472,1.15398078,8.82433026,0.22702693,1.14414822
-4.62531266,10.99609148,0.65944762,0.01267941,1.13389048,8.81807371,0.21981088,1.16669152
-4.61930965,10.94841265,0.65668643,0.01245585,1.11193319,8.80307065,0.21204402,1.18804423
-4.61330665,10.89042273,0.65351069,0.01222888,1.08849230,8.78065261,0.20385966,1.20817569
-4.60730365,10.82427656,0.65008392,0.01200334,1.06397731,8.75222022,0.19539118,1.22708325
-4.60130065,10.75220153,0.64657653,0.01178395,1.03881588,8.71922368,0.18676929,1.24479114
-4.59529765,10.67645521,0.64315972,0.01157526,1.01344565,8.68314016,0.17811948,1.26134787
-4.58929465,10.59927971,0.63999905,0.01138149,0.98830617,8.64544817,0.16955976,1.27682226
-4.58329165,10.52285379,0.63724825,0.01120647,0.96383091,8.60759907,0.16119877,1.29129839
-4.57728864,10.44924421,0.63504316,0.01105354,0.94043974,8.57098665,0.15313423,1.30486961
-4.57128564,10.38035800,0.63349621,0.01092545,0.91853178,8.53691586,0.14545185,1.31763216
-4.56528264,10.31789789,0.63269171,0.01082430,0.89847904,8.50657230,0.13822455,1.32967870
-4.55927964,10.26332313,0.63268203,0.01075146,0.88062071,8.48099404,0.13151216,1.34109216
-4.55327664,10.21781793,0.63348507,0.01070757,0.86525842,8.46104770,0.12536151,1.35194039
-4.54727364,10.18226939,0.63508304,0.01069247,0.85265247,8.44741036,0.11980680,1.36227184
-4.54127064,10.15725650,0.63742277,0.01070527,0.84301900,8.44055862,0.11487040,1.37211265
-4.53526763,10.14305113,0.64041749,0.01074431,0.83652836,8.44076590,0.11056388,1.38146515
-4.52926463,10.13963107,0.64395015,0.01080729,0.83330432,8.44810817,0.10688925,1.39030805
-4.52326163,10.14670470,0.64787805,0.01089128,0.83342432,8.46247811,0.10384046,1.39859799
-4.51725863,10.16374572,0.65203872,0.01099287,0.83692056,8.48360668,0.10140491,1.40627250
-4.51125563,10.19003613,0.65625663,0.01110827,0.84378180,8.51109085,0.09956505,1.41325400
-4.50525263,10.22471461,0.66035054,0.01123344,0.85395577,8.54442561,0.09829998,1.41945455
-4.49924962,10.26682769,0.66414109,0.01136421,0.86735203,8.58303810,0.09758692,1.42478096
-4.49324662,10.31538052,0.66745831,0.01149642,0.88384520,8.62632173,0.09740261,1.42914006
-4.48724362,10.36938452,0.67014858,0.01162606,0.90327835,8.67366799,0.09772449,1.43244357
-4.48124062,10.42789935,0.67208093,0.01174938,0.92546665,8.72449427,0.09853169,1.43461259
-4.47523762,10.49006745,0.67315222,0.01186297,0.95020111,8.77826608,0.09980582,1.43558136
-4.46923462,10.55513978,0.67329115,0.01196387,0.97725240,8.83451285,0.10153144,1.43530024
-4.46323162,10.62249252,0.67246087,0.01204961,1.00637497,8.89283698,0.10369639,1.43373800
-4.45722861,10.69163474,0.67066026,0.01211826,1.03731124,8.95291644,0.10629184,1.43088342
-4.45122561,10.76220831,0.66792382,0.01216845,1.06979616,9.01450167,0.10931219,1.42674638
-4.44522261,10.83398114,0.66432028,0.01219935,1.10356200,9.07740792,0.11275471,1.42135861
-4.43921961,10.90683571,0.65995018,0.01221068,1.13834356,9.14150467,0.11661916,1.41477428
-4.43321661,10.98075453,0.65494245,0.01220266,1.17388355,9.20670328,0.12090719,1.40707053
-4.42721361,11.05580432,0.64945029,0.01217596,1.20993820,9.27294461,0.12562174,1.39834803
-4.42121061,11.13212004,0.64364652,0.01213169,1.24628294,9.34018747,0.13076636,1.38873162
-4.41520760,11.20988992,0.63771856,0.01207129,1.28271778,9.40839875,0.13634450,1.37837089
-4.40920460,11.28934153,0.63186324,0.01199653,1.31907230,9.47754550,0.14235877,1.36744045
-4.40320160,11.37072888,0.62628154,0.01190940,1.35520977,9.54758880,0.14881023,1.35613983
-4.39719860,11.45431987,0.62117328,0.01181211,1.39103016,9.61847890,0.15569764,1.34469251
-4.39119560,11.54038294,0.61673202,0.01170699,1.42647167,9.69015064,0.16301673,1.33334390
-4.38519260,11.62917193,0.61313995,0.01159646,1.46151051,9.76251826,0.17075945,1.32235794
-4.37918959,11.72090792,0.61056305,0.01148296,1.49615872,9.83546854,0.17891323,1.31201209
-4.37318659,11.81575722,0.60914631,0.01136890,1.53045986,9.90885138,0.18746025,1.30259057
-4.36718359,11.91380511,0.60900932,0.01125659,1.56448271,9.98246734,0.19637667,1.29437601
-4.36118059,12.01502556,0.61024201,0.01114821,1.59831295,10.05605204,0.20563195,1.28763938
-4.35517759,12.11924767,0.61290089,0.01104573,1.63204326,10.12925798,0.21518817,1.28262885
-4.34917459,12.22612058,0.61700569,0.01095082,1.66576219,10.20163459,0.22499944,1.27955778
-4.34317159,12.33507888,0.62253668,0.01086487,1.69954226,10.27260821,0.23501148,1.27859264
-4.33716858,12.44531135,0.62943280,0.01078884,1.73342810,10.34146375,0.24516127,1.27984135
-4.33116558,12.55573595,0.63759073,0.01072332,1.76742517,10.40733035,0.25537700,1.28334299
-4.32516258,12.66498420,0.64686504,0.01066838,1.80148976,10.46917308,0.26557818,1.28905939
-4.31915958,12.77139776,0.65706969,0.01062367,1.83552104,10.52579302,0.27567616,1.29686944
-4.31315658,12.87303969,0.66798081,0.01058832,1.86935567,10.57583726,0.28557483,1.30656659
-4.30715358,12.96772191,0.67934085,0.01056102,1.90276551,10.61782023,0.29517179,1.31785999
