energy_ev,total_up,P_s_up,P_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.74187094,2.03932127,0.00495827,0.76279192,1.64181542,0.83275141,0.01271755,0.40908364
-5.73586793,2.00030346,0.00425969,0.75503860,1.64357451,0.82573798,0.01095932,0.39621280
-5.72986493,1.98130119,0.00363633,0.75535347,1.65681236,0.82817475,0.00943226,0.38630655
-5.72386193,1.98147643,0.00308485,0.76344267,1.68083781,0.83984259,0.00812243,0.37916735
-5.71785893,1.99990436,0.00260112,0.77899003,1.71491825,0.86049470,0.00701488,0.37456853
-5.71185593,2.03562604,0.00218044,0.80167555,1.75832352,0.88987419,0.00609416,0.37226642
-5.70585293,2.08769416,0.00181775,0.83119058,1.81036532,0.92772832,0.00534488,0.37201196
-5.69984992,2.15521030,0.00150781,0.86724949,1.87042985,0.97381892,0.00475203,0.37356117
-5.69384692,2.23735254,0.00124537,0.90959725,1.93800222,1.02792867,0.00430138,0.37668420
-5.68784392,2.33339265,0.00102528,0.95801308,2.01268138,1.08986344,0.00397966,0.38117253
-5.68184092,2.44270273,0.00084260,1.01230995,2.09418477,1.15945064,0.00377468,0.38684420
-5.67583792,2.56475163,0.00069270,1.07233048,2.18234276,1.23653395,0.00367543,0.39354688
-5.66983492,2.69909204,0.00057132,1.13793935,2.27708318,1.32096507,0.00367205,0.40115892
-5.66383192,2.84533929,0.00047460,1.20901299,2.37840697,1.41259275,0.00375575,0.40958839
-5.65782891,3.00314363,0.00039908,1.28542707,2.48635666,1.51125011,0.00391878,0.41877040
-5.65182591,3.17215774,0.00034176,1.36704244,2.60097937,1.61674063,0.00415418,0.42866309
-5.64582291,3.35200149,0.00030005,1.45369054,2.72228693,1.72882373,0.00445573,0.43924252
-5.63981991,3.54222605,0.00027179,1.54515869,2.85021535,1.84720069,0.00481771,0.45049696
-5.63381691,3.74227950,0.00025522,1.64117631,2.98458640,1.97150141,0.00523476,0.46242113
-5.62781391,3.95147581,0.00024894,1.74140261,3.12507354,2.10127284,0.00570169,0.47501053
-5.62181091,4.16896895,0.00025192,1.84541637,3.27117455,2.23596951,0.00621339,0.48825653
-5.61580790,4.39373363,0.00026349,1.95270834,3.42219265,2.37494678,0.00676463,0.50214237
-5.60980490,4.62455386,0.00028325,2.06267673,3.57722736,2.51745700,0.00735000,0.51664037
-5.60380190,4.86001984,0.00031113,2.17462591,3.73517599,2.66264902,0.00796385,0.53171048
-5.59779890,5.09853383,0.00034734,2.28776858,3.89474587,2.80957119,0.00860019,0.54730029
-5.59179590,5.33832463,0.00039235,2.40123137,4.05447703,2.95717780,0.00925271,0.56334632
-5.58579290,5.57747040,0.00044687,2.51406383,4.21277416,3.10433912,0.00991482,0.57977664
-5.57978989,5.81392900,0.00051185,2.62525048,4.36794658,3.24985463,0.01057962,0.59651433
-5.57378689,6.04557457,0.00058846,2.73372576,4.51825419,3.39246947,0.01124002,0.61348179
-5.56778389,6.27023929,0.00067804,2.83839137,4.66195744,3.53089356,0.01188880,0.63060527
-5.56178089,6.48575852,0.00078212,2.93813570,4.79736886,3.66382311,0.01251874,0.64781947
-5.55577789,6.69001793,0.00090235,3.03185464,4.92290395,3.78996392,0.01312271,0.66507172
-5.54977489,6.88100088,0.00104047,3.11847353,5.03712922,3.90805596,0.01369378,0.68232544
-5.54377189,7.05683447,0.00119827,3.19696945,5.13880541,4.01689867,0.01422541,0.69956262
-5.53776888,7.21583282,0.00137756,3.26639341,5.22692426,4.11537619,0.01471151,0.71678502
-5.53176588,7.35653615,0.00158006,3.32589187,5.30073757,4.20248190,0.01514659,0.73401409
-5.52576288,7.47774463,0.00180738,3.37472699,5.35977757,4.27734168,0.01552588,0.75128946
-5.51975988,7.57854587,0.00206092,3.41229508,5.40386840,4.33923496,0.01584538,0.76866607
-5.51375688,7.65833565,0.00234183,3.43814272,5.43312842,4.38761321,0.01610202,0.78621025
-5.50775388,7.71683105,0.00265092,3.45198001,5.44796387,4.42211502,0.01629362,0.80399475
-5.50175088,7.75407613,0.00298860,3.45369060,5.44905436,4.44257736,0.01641900,0.82209328
-5.49574787,7.77043987,0.00335480,3.44333799,5.43733129,4.44904259,0.01647795,0.84057476
-5.48974487,7.76660685,0.00374897,3.42116781,5.41395000,4.44176090,0.01647122,0.85949783
-5.48374187,7.74356087,0.00416998,3.38760595,5.38025708,4.42118793,0.01640051,0.87890578
-5.47773887,7.70256221,0.00461616,3.34325224,5.33775384,4.38797763,0.01626835,0.89882255
-5.47173587,7.64511922,0.00508523,3.28886986,5.28805728,4.34297030,0.01607807,0.91924985
-5.46573287,7.57295498,0.00557440,3.22537052,5.23285956,4.28717625,0.01583368,0.94016580
-5.45972986,7.48796997,0.00608033,3.15379565,5.17388723,4.22175516,0.01553975,0.96152506
-5.45372686,7.39220165,0.00659925,3.07529416,5.11286090,4.14799195,0.01520129,0.98326061
-5.44772386,7.28778184,0.00712698,2.99109707,5.05145643,4.06726950,0.01482363,1.00528697
-5.44172086,7.17689283,0.00765909,2.90248997,4.99126822,3.98103903,0.01441229,1.02750465
-5.43571786,7.06172306,0.00819094,2.81078382,4.93377525,3.89078886,0.01397283,1.04980555
-5.42971486,6.94442326,0.00871786,2.71728507,4.88031037,3.79801234,0.01351077,1.07207893
-5.42371186,6.82706375,0.00923519,2.62326594,4.83203329,3.70417575,0.01303147,1.09421737
-5.41770885,6.71159370,0.00973848,2.52993581,4.78990763,3.61068701,0.01254005,1.11612240
-5.41170585,6.59980300,0.01022351,2.43841450,4.75468226,3.51886591,0.01204129,1.13770927
-5.40570285,6.49328732,0.01068646,2.34970841,4.72687718,3.42991663,0.01153962,1.15891036
-5.39969985,6.39341699,0.01112393,2.26469005,4.70677412,3.34490333,0.01103905,1.17967703
-5.39369685,6.30131035,0.01153300,2.18408185,4.69441190,3.26472915,0.01054316,1.19997963
-5.38769385,6.21781195,0.01191130,2.10844442,4.68958670,3.19011949,0.01005512,1.21980551
-5.38169085,6.14347626,0.01225695,2.03816980,4.69185713,3.12160967,0.00957763,1.23915517
-5.37568784,6.07855730,0.01256859,1.97347976,4.70055410,3.05953750,0.00911304,1.25803662
-5.36968484,6.02300480,0.01284531,1.91442911,4.71479539,3.00404097,0.00866328,1.27645849
-5.36368184,5.97646707,0.01308659,1.86091381,4.73350471,2.95506102,0.00822994,1.29442211
-5.35767884,5.93830113,0.01329223,1.81268357,4.75543497,2.91234951,0.00781435,1.31191332
-5.35167584,5.90759015,0.01346229,1.76935835,4.77919557,2.87548222,0.00741751,1.32889448
-5.34567284,5.88316838,0.01359698,1.73044817,4.80328328,2.84387654,0.00704025,1.34529747
-5.33966983,5.86365324,0.01369656,1.69537553,4.82611623,2.81681343,0.00668319,1.36101817
-5.33366683,5.84748438,0.01376134,1.66349950,4.84607052,2.79346323,0.00634685,1.37591308
-5.32766383,5.83296895,0.01379159,1.63414075,4.86151881,2.77291443,0.00603162,1.38979848
-5.32166083,5.81833209,0.01378748,1.60660660,4.87087021,2.75420470,0.00573787,1.40245240
-5.31565783,5.80177148,0.01374915,1.58021520,4.87261051,2.73635333,0.00546599,1.41361961
-5.30965483,5.78151436,0.01367665,1.55431815,4.86534197,2.71839386,0.00521639,1.42301947
-5.30365183,5.75587529,0.01357005,1.52832065,4.84782157,2.69940606,0.00498960,1.43035641
-5.29764882,5.72331255,0.01342944,1.50169873,4.81899655,2.67854604,0.00478630,1.43533263
-5.29164582,5.68248121,0.01325503,1.47401294,4.77803626,2.65507346,0.00460738,1.43766227
-5.28564282,5.63228072,0.01304727,1.44491819,4.72435903,2.62837487,0.00445393,1.43708648
-5.27963982,5.57189483,0.01280687,1.41416951,4.65765298,2.59798223,0.00432734,1.43338833
-5.27363682,5.50082225,0.01253495,1.38162371,4.57788981,2.56358605,0.00422928,1.42640692
-5.26763382,5.41889629,0.01223310,1.34723701,4.48533080,2.52504239,0.00416174,1.41604957
-5.26163082,5.32629251,0.01190341,1.31105900,4.38052424,2.48237371,0.00412700,1.40230157
-5.25562781,5.22352376,0.01154854,1.27322330,4.26429420,2.43576339,0.00412760,1.38523268
-5.24962481,5.11142254,0.01117174,1.23393550,4.13772057,2.38554425,0.00416633,1.36499990
-5.24362181,4.99111132,0.01077678,1.19345903,4.00211080,2.33218164,0.00424613,1.34184639
-5.23761881,4.86396193,0.01036798,1.15209971,3.85896410,2.27625183,0.00437005,1.31609627
-5.23161581,4.73154575,0.00995007,1.11018968,3.70992933,2.21841675,0.00454107,1.28814574
-5.22561281,4.59557691,0.00952810,1.06807163,3.55675795,2.15939626,0.00476206,1.25845075
-5.21960980,4.45785097,0.00910735,1.02608382,3.40125389,2.09993920,0.00503559,1.22751183
-5.21360680,4.32018183,0.00869315,0.98454676,3.24522211,2.04079449,0.00536381,1.19585695
-5.20760380,4.18433972,0.00829075,0.94375193,3.09041806,1.98268372,0.00574830,1.16402316
-5.20160080,4.05199288,0.00790518,0.90395306,2.93849980,1.92627615,0.00618992,1.13253798
-5.19559780,3.92465541,0.00754107,0.86536009,2.79098484,1.87216729,0.00668868,1.10190135
-5.18959480,3.80364331,0.00720256,0.82813605,2.64921314,1.82086181,0.00724366,1.07256912
-5.18359180,3.69004028,0.00689313,0.79239662,2.51431776,1.77276118,0.00785285,1.04493867
-5.17758879,3.58467426,0.00661556,0.75821227,2.38720389,1.72815642,0.00851313,1.01933734
-5.17158579,3.48810508,0.00637182,0.72561262,2.26853690,1.68722579,0.00922025,0.99601402
-5.16558279,3.40062301,0.00616304,0.69459243,2.15873937,1.65003720,0.00996876,0.97513411
-5.15957979,3.32225745,0.00598952,0.66511888,2.05799677,1.61655473,0.01075213,0.95677794
-5.15357679,3.25279456,0.00585073,0.63713940,1.96627101,1.58664860,0.01156273,0.94094239
-5.14757379,3.19180224,0.00574534,0.61058964,1.88332070,1.56010774,0.01239202,0.92754554
-5.14157079,3.13866068,0.00567132,0.58540091,1.80872688,1.53665402,0.01323062,0.91643375
-5.13556778,3.09259650,0.00562601,0.56150682,1.74192267,1.51595736,0.01406848,0.90739086
-5.12956478,3.05271868,0.00560622,0.53884854,1.68222528,1.49765076,0.01489509,0.90014877
-5.12356178,3.01805450,0.00560833,0.51737867,1.62886886,1.48134458,0.01569962,0.89439889
-5.11755878,2.98758399,0.00562842,0.49706341,1.58103684,1.46663953,0.01647121,0.88980406
-5.11155578,2.96027168,0.00566239,0.47788319,1.53789241,1.45313795,0.01719908,0.88601019
-5.10555278,2.93509481,0.00570608,0.45983171,1.49860637,1.44045306,0.01787282,0.88265748
-5.09954977,2.91106755,0.00575533,0.44291379,1.46238136,1.42821629,0.01848257,0.87939076
-5.09354677,2.88726095,0.00580612,0.42714218,1.42847238,1.41608266,0.01901920,0.87586873
-5.08754377,2.86281892,0.00585466,0.41253372,1.39620304,1.40373448,0.01947449,0.87177210
-5.08154077,2.83697051,0.00589743,0.39910531,1.36497801,1.39088371,0.01984134,0.86681044
-5.07553777,2.80903914,0.00593123,0.38686992,1.33429169,1.37727335,0.02011382,0.86072785
-5.06953477,2.77844933,0.00595330,0.37583313,1.30373362,1.36267827,0.02028739,0.85330751
-5.06353177,2.74473173,0.00596126,0.36599048,1.27299128,1.34690580,0.02035890,0.84437522
-5.05752876,2.70752700,0.00595319,0.35732575,1.24185064,1.32979651,0.02032675,0.83380205
-5.05152576,2.66658920,0.00592761,0.34981053,1.21019530,1.31122533,0.02019084,0.82150621
-5.04552276,2.62178890,0.00588352,0.34340508,1.17800459,1.29110329,0.01995264,0.80745433
-5.03951976,2.57311651,0.00582035,0.33806042,1.14535112,1.26937984,0.01961513,0.79166206
-5.03351676,2.52068571,0.00573797,0.33372169,1.11239814,1.24604584,0.01918280,0.77419432
-5.02751376,2.46473698,0.00563667,0.33033255,1.07939690,1.22113699,0.01866150,0.75516490
-5.02151076,2.40564097,0.00551712,0.32784036,1.04668404,1.19473761,0.01805839,0.73473577
-5.01550775,2.34390136,0.00538037,0.32620204,1.01467905,1.16698450,0.01738178,0.71311572
-5.00950475,2.28015670,0.00522777,0.32539008,0.98388155,1.13807048,0.01664094,0.69055857
-5.00350175,2.21518079,0.00506100,0.32539850,0.95486807,1.10824750,0.01584597,0.66736074
-4.99749875,2.14988093,0.00488195,0.32624840,0.92828812,1.07782869,0.01500755,0.64385812
-4.99149575,2.08529369,0.00469278,0.32799276,0.90485907,1.04718942,0.01413676,0.62042224
-4.98549275,2.02257740,0.00449576,0.33072016,0.88535941,1.01676667,0.01324483,0.59745557
-4.97948974,1.96300128,0.00429334,0.33455719,0.87062007,0.98705677,0.01234295,0.57538601
-4.97348674,1.90793051,0.00408803,0.33966922,0.86151340,0.95861112,0.01144204,0.55466044
-4.96748374,1.85880725,0.00388237,0.34625951,0.85893955,0.93202989,0.01055256,0.53573734
-4.96148074,1.81712738,0.00367891,0.35456642,0.86381008,0.90795339,0.00968433,0.51907849
-4.95547774,1.78441292,0.00348015,0.36485866,0.87702866,0.88705139,0.00884635,0.50513980
-4.94947474,1.76218055,0.00328847,0.37742874,0.89946912,0.87001020,0.00804673,0.49436134
-4.94347174,1.75190629,0.00310614,0.39258452,0.93195084,0.85751777,0.00729251,0.48715667
-4.93746873,1.75498711,0.00293523,0.41063926,0.97521212,0.85024704,0.00658968,0.48390170
-4.93146573,1.77270008,0.00277758,0.43190013,1.02988189,0.84883774,0.00594307,0.48492327
-4.92546273,1.80616006,0.00263481,0.45665575,1.09645072,0.85387716,0.00535638,0.49048771
-4.91945973,1.85627687,0.00250821,0.48516292,1.17524175,0.86588028,0.00483220,0.50078972
-4.91345673,1.92371348,0.00239877,0.51763308,1.26638285,0.88526978,0.00437204,0.51594201
-4.90745373,2.00884634,0.00230715,0.55421889,1.36978092,0.91235663,0.00397639,0.53596597
-4.90145073,2.11172957,0.00223363,0.59500143,1.48509961,0.94732186,0.00364479,0.56078399
-4.89544772,2.23206453,0.00217815,0.63997853,1.61174178,0.99020020,0.00337593,0.59021361
-4.88944472,2.36917637,0.00214026,0.68905473,1.74883760,1.04086643,0.00316771,0.62396421
-4.88344172,2.52199901,0.00211916,0.74203329,1.89523967,1.09902495,0.00301735,0.66163642
-4.87743872,2.68907007,0.00211372,0.79861085,2.04952590,1.16420352,0.00292149,0.70272454
-4.87143572,2.86853674,0.00212247,0.85837491,2.21001081,1.23575144,0.00287623,0.74662240
-4.86543272,3.05817355,0.00214370,0.92080466,2.37476584,1.31284300,0.00287724,0.79263251
-4.85942971,3.25541246,0.00217543,0.98527520,2.54164851,1.39448625,0.00291982,0.83997864
-4.85342671,3.45738527,0.00221553,1.05106542,2.70834031,1.47953745,0.00299901,0.88782161
-4.84742371,3.66097801,0.00226177,1.11736936,2.87239263,1.56672118,0.00310960,0.93527797
-4.84142071,3.86289617,0.00231185,1.18331108,3.03127958,1.65465568,0.00324622,0.98144113
-4.83541771,4.05973940,0.00236353,1.24796255,3.18245636,1.74188312,0.00340344,1.02540428
-4.82941471,4.24808376,0.00241469,1.31036433,3.32342152,1.82690403,0.00357577,1.06628449
-4.82341171,4.42456889,0.00246341,1.36954840,3.45178089,1.90821495,0.00375780,1.10324711
-4.81740870,4.58598766,0.00250804,1.42456234,3.56531128,1.98434813,0.00394424,1.13552967
-4.81140570,4.72937505,0.00254729,1.47449440,3.66202155,2.05391208,0.00412998,1.16246442
-4.80540270,4.85209331,0.00258032,1.51849828,3.74020879,2.11563158,0.00431022,1.18349865
-4.79939970,4.95191018,0.00260675,1.55581706,3.79850766,2.16838565,0.00448051,1.19821211
-4.79339670,5.02706745,0.00262678,1.58580518,3.83593081,2.21124206,0.00463684,1.20633074
-4.78739370,5.07633692,0.00264118,1.60794781,3.85189896,2.24348722,0.00477575,1.20773641
-4.78139070,5.09906190,0.00265134,1.62187680,3.84625946,2.26465001,0.00489435,1.20247206
-4.77538769,5.09518232,0.00265928,1.62738259,3.81929246,2.27451871,0.00499043,1.19074230
-4.76938469,5.06524252,0.00266766,1.62442166,3.77170467,2.27315035,0.00506247,1.17290929
-4.76338169,5.01038133,0.00267976,1.61311905,3.70461080,2.26087186,0.00510973,1.14948422
-4.75737869,4.93230469,0.00269941,1.59376611,3.61950347,2.23827304,0.00513219,1.12111462
-4.75137569,4.83324170,0.00273100,1.56681314,3.51821280,2.20619159,0.00513061,1.08856807
-4.74537269,4.71588585,0.00277939,1.53285765,3.40285710,2.16569041,0.00510648,1.05271284
-4.73936968,4.58332321,0.00284978,1.49262816,3.27578662,2.11802835,0.00506195,1.01449615
-4.73336668,4.43895032,0.00294768,1.44696459,3.13952224,2.06462514,0.00499980,0.97492083
-4.72736368,4.28638445,0.00307875,1.39679552,2.99669141,2.00702177,0.00492334,0.93502093
-4.72136068,4.12936920,0.00324868,1.34311345,2.84996330,1.94683784,0.00483625,0.89583728
-4.71535768,3.97167852,0.00346304,1.28694870,2.70198527,1.88572711,0.00474254,0.85839332
-4.70935468,3.81702202,0.00372711,1.22934283,2.55532259,1.82533278,0.00464633,0.82367216
-4.70335168,3.66895435,0.00404575,1.17132258,2.41240306,1.76724404,0.00455177,0.79259509
-4.69734867,3.53079118,0.00442317,1.11387497,2.27546778,1.71295494,0.00446288,0.76600214
-4.69134567,3.40553396,0.00486281,1.05792432,2.14652934,1.66382701,0.00438337,0.74463509
-4.68534267,3.29580509,0.00536713,1.00431196,2.02733801,1.62105660,0.00431656,0.72912297
-4.67933967,3.20379513,0.00593745,0.95377893,1.91935648,1.58564760,0.00426523,0.71997049
-4.67333667,3.13122268,0.00657384,0.90695227,1.82374312,1.55839047,0.00423155,0.71754937
-4.66733367,3.07930780,0.00727491,0.86433507,1.74134384,1.53984763,0.00421695,0.72209266
-4.66133067,3.04875883,0.00803781,0.82630040,1.67269191,1.53034573,0.00422211,0.73369198
-4.65532766,3.03977255,0.00885808,0.79308927,1.61801540,1.52997453,0.00424693,0.75229778
-4.64932466,3.05204716,0.00972968,0.76481231,1.57725132,1.53859235,0.00429052,0.77772239
-4.64332166,3.08480701,0.01064499,0.74145520,1.55006560,1.55583767,0.00435124,0.80964583
-4.63731866,3.13683827,0.01159488,0.72288725,1.53587816,1.58114626,0.00442677,0.84762411
-4.63131566,3.20653399,0.01256884,0.70887300,1.53389182,1.61377328,0.00451421,0.89109995
-4.62531266,3.29194711,0.01355515,0.69908617,1.54312424,1.65281944,0.00461018,0.93941565
-4.61930965,3.39084981,0.01454109,0.69312544,1.56244176,1.69726044,0.00471095,0.99182775
-4.61330665,3.50079742,0.01551322,0.69053159,1.59059427,1.74597866,0.00481263,1.04752334
-4.60730365,3.61919496,0.01645767,0.69080515,1.62625011,1.79779610,0.00491129,1.10563755
-4.60130065,3.74336471,0.01736046,0.69342422,1.66803019,1.85150770,0.00500313,1.16527189
-4.59529765,3.87061280,0.01820784,0.69786160,1.71454053,1.90591381,0.00508466,1.22551310
-4.58929465,3.99829315,0.01898667,0.70360082,1.76440252,1.95985116,0.00515285,1.28545200
-4.58329165,4.12386724,0.01968474,0.71015048,1.81628038,2.01222120,0.00520526,1.34420202
-4.57728864,4.24495806,0.02029109,0.71705649,1.86890532,2.06201522,0.00524012,1.40091685
-4.57128564,4.35939723,0.02079633,0.72391193,1.92109598,2.10833557,0.00525650,1.45480696
-4.56528264,4.46526415,0.02119287,0.73036417,1.97177505,2.15041242,0.00525432,1.50515448
-4.55927964,4.56091647,0.02147516,0.73611928,2.01998189,2.18761584,0.00523439,1.55132615
-4.55327664,4.64501143,0.02163985,0.74094376,2.06488114,2.21946288,0.00519841,1.59278396
-4.54727364,4.71651792,0.02168586,0.74466350,2.10576751,2.24561992,0.00514900,1.62909340
-4.54127064,4.77471947,0.02161445,0.74716063,2.14206687,2.26590014,0.00508956,1.65992889
-4.53526763,4.81920846,0.02142918,0.74836817,2.17333411,2.28025674,0.00502425,1.68507655
-4.52926463,4.84987233,0.02113585,0.74826322,2.19924795,2.28877222,0.00495788,1.70443407
-4.52326163,4.86687265,0.02074237,0.74685906,2.21960330,2.29164444,0.00489579,1.71800789
-4.51725863,4.87061817,0.02025854,0.74419664,2.23430156,2.28917009,0.00484367,1.72590771
-4.51125563,4.86173315,0.01969588,0.74033596,2.24333943,2.28172630,0.00480750,1.72833865
-4.50525263,4.84102212,0.01906735,0.73534788,2.24679661,2.26975135,0.00479331,1.72559126
-4.49924962,4.80943267,0.01838703,0.72930670,2.24482310,2.25372506,0.00480708,1.71802980
-4.49324662,4.76801755,0.01766988,0.72228389,2.23762633,2.23414975,0.00485457,1.70607918
-4.48724362,4.71789733,0.01693137,0.71434322,2.22545878,2.21153242,0.00494115,1.69021103
-4.48124062,4.66022499,0.01618714,0.70553744,2.20860636,2.18636869,0.00507168,1.67092928
-4.47523762,4.59615328,0.01545276,0.69590649,2.18737797,2.15912910,0.00525033,1.64875592
-4.46923462,4.52680599,0.01474331,0.68547742,2.16209643,2.13024796,0.00548050,1.62421720
-4.46323162,4.45325364,0.01407314,0.67426553,2.13309113,2.10011503,0.00576464,1.59783077
-4.45722861,4.37649404,0.01345559,0.66227685,2.10069237,2.06907015,0.00610418,1.57009427
-4.45122561,4.29743805,0.01290269,0.64951154,2.06522763,2.03740065,0.00649943,1.54147543
-4.44522261,4.21690054,0.01242496,0.63596784,2.02701947,2.00534142,0.00694949,1.51240416
-4.43921961,4.13559617,0.01203120,0.62164645,1.98638530,1.97307731,0.00745220,1.48326665
-4.43321661,4.05413987,0.01172831,0.60655474,1.94363846,1.94074755,0.00800409,1.45440151
-4.42721361,3.97305125,0.01152121,0.59071079,1.89909061,1.90845176,0.00860041,1.42609806
-4.42121061,3.89276239,0.01141272,0.57414677,1.85305501,1.87625695,0.00923508,1.39859649
-4.41520760,3.81362820,0.01140356,0.55691152,1.80585025,1.84420532,0.00990084,1.37208976
-4.40920460,3.73593854,0.01149234,0.53907231,1.75780413,1.81232218,0.01058924,1.34672703
-4.40320160,3.65993132,0.01167563,0.52071541,1.70925720,1.78062369,0.01129082,1.32261816
-4.39719860,3.58580567,0.01194812,0.50194576,1.66056558,1.74912402,0.01199525,1.29983909
-4.39119560,3.51373456,0.01230271,0.48288555,1.61210266,1.71784169,0.01269155,1.27843761
-4.38519260,3.44387601,0.01273080,0.46367192,1.56425925,1.68680471,0.01336827,1.25843919
-4.37918959,3.37638246,0.01322246,0.44445383,1.51744211,1.65605448,0.01401378,1.23985246
-4.37318659,3.31140756,0.01376679,0.42538829,1.47207041,1.62564821,0.01461653,1.22267417
-4.36718359,3.24911031,0.01435216,0.40663624,1.42857023,1.59565982,0.01516536,1.20689304
-4.36118059,3.18965597,0.01496657,0.38835802,1.38736697,1.56617932,0.01564975,1.19249265
-4.35517759,3.13321388,0.01559796,0.37070886,1.34887590,1.53731075,0.01606015,1.17945290
-4.34917459,3.07995212,0.01623449,0.35383446,1.31349095,1.50916855,0.01638822,1.16775012
-4.34317159,3.03002915,0.01686489,0.33786681,1.28157225,1.48187282,0.01662707,1.15735582
-4.33716858,2.98358301,0.01747865,0.32292038,1.25343280,1.45554332,0.01677148,1.14823419
-4.33116558,2.94071833,0.01806626,0.30908892,1.22932477,1.43029277,0.01681802,1.14033845
-4.32516258,2.90149208,0.01861934,0.29644273,1.20942623,1.40621942,0.01676519,1.13360650
-4.31915958,2.86589882,0.01913078,0.28502674,1.19382872,1.38339957,0.01661343,1.12795603
-4.31315658,2.83385629,0.01959474,0.27485918,1.18252670,1.36188017,0.01636510,1.12327965
-4.30715358,2.80519261,0.02000663,0.26593106,1.17540922,1.34167213,0.01602441,1.11944037
