energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Na_s_up,Se_s_up,Se_p_up
-2.96848424,16.85002609,0.03085565,0.09754457,0.69087520,15.17664353,0.02500295,0.05743664,0.75987112
-2.96248124,17.36743965,0.03334989,0.09927714,0.70267168,15.64688983,0.02625416,0.05853906,0.77381800
-2.95647824,17.85880697,0.03582519,0.10100456,0.71613111,16.08967498,0.02757663,0.05977356,0.78956745
-2.95047524,18.31715973,0.03824876,0.10274213,0.73096623,16.49869318,0.02897025,0.06109542,0.80678154
-2.94447224,18.73641856,0.04058763,0.10451295,0.74690069,16.86847343,0.03043749,0.06245918,0.82513245
-2.93846923,19.11160354,0.04280977,0.10634763,0.76368295,17.19456338,0.03198367,0.06382032,0.84431811
-2.93246623,19.43899923,0.04488506,0.10828355,0.78109821,17.47367229,0.03361707,0.06513685,0.86407590
-2.92646323,19.71626813,0.04678647,0.11036371,0.79897764,17.70376769,0.03534898,0.06637073,0.88419386
-2.92046023,19.94250867,0.04849097,0.11263508,0.81720477,17.88412267,0.03719349,0.06748917,0.90451895
-2.91445723,20.11825656,0.04998051,0.11514667,0.83571853,18.01531270,0.03916726,0.06846564,0.92496226
-2.90845423,20.24543070,0.05124276,0.11794734,0.85451320,18.09916358,0.04128904,0.06928066,0.94550083
-2.90245123,20.32722739,0.05227171,0.12108338,0.87363503,18.13865364,0.04357917,0.06992231,0.96617642
-2.89644822,20.36796861,0.05306809,0.12459606,0.89317602,18.13777583,0.04605886,0.07038645,0.98709097
-2.89044522,20.37291199,0.05363945,0.12851925,0.91326507,18.10136625,0.04874947,0.07067664,1.00839948
-2.88444222,20.34803146,0.05400019,0.13287716,0.93405711,18.03490744,0.05167173,0.07080377,1.03030033
-2.87843922,20.29977841,0.05417115,0.13768245,0.95572077,17.94431510,0.05484490,0.07078544,1.05302377
-2.87243622,20.23483379,0.05417920,0.14293456,0.97842522,17.83571741,0.05828595,0.07064511,1.07681899
-2.86643322,20.15986134,0.05405644,0.14861868,1.00232694,17.71523600,0.06200881,0.07041101,1.10194052
-2.86043022,20.08127164,0.05383938,0.15470513,1.02755717,17.58877698,0.06602365,0.07011489,1.12863439
-2.85442721,20.00500590,0.05356793,0.16114936,1.05421061,17.46183983,0.07033631,0.06979075,1.15712493
-2.84842421,19.93634694,0.05328435,0.16789250,1.08233611,17.33935037,0.07494777,0.06947341,1.18760257
-2.84242121,19.87976340,0.05303218,0.17486257,1.11192976,17.22552315,0.07985386,0.06919714,1.22021335
-2.83641821,19.83879131,0.05285513,0.18197618,1.14293083,17.12375650,0.08504504,0.06899437,1.25505055
-2.83041521,19.81595567,0.05279615,0.18914074,1.17522085,17.03656247,0.09050636,0.06889451,1.29214879
-2.82441221,19.81273260,0.05289642,0.19625709,1.20862571,16.96553182,0.09621753,0.06892292,1.33148084
-2.81840920,19.82955090,0.05319467,0.20322249,1.24292101,16.91133309,0.10215323,0.06910017,1.37295737
-2.81240620,19.86583068,0.05372649,0.20993368,1.27783999,16.87374346,0.10828336,0.06944147,1.41642944
-2.80640320,19.92005476,0.05452386,0.21629023,1.31308407,16.85170765,0.11457358,0.06995643,1.46169370
-2.80040020,19.98986825,0.05561483,0.22219761,1.34833506,16.84342090,0.12098577,0.07064910,1.50850000
-2.79439720,20.07220016,0.05702335,0.22757028,1.38326863,16.84643081,0.12747863,0.07151821,1.55656092
-2.78839420,20.16340111,0.05876919,0.23233436,1.41756830,16.85775303,0.13400824,0.07255778,1.60556280
-2.78239120,20.25939074,0.06086803,0.23643002,1.45093908,16.87399543,0.14052865,0.07375781,1.65517763
-2.77638819,20.35580851,0.06333154,0.23981326,1.48312017,16.89148571,0.14699243,0.07510523,1.70507520
-2.77038519,20.44816233,0.06616756,0.24245733,1.51389599,16.90639771,0.15335121,0.07658492,1.75493481
-2.76438219,20.53196967,0.06938027,0.24435337,1.54310490,16.91487237,0.15955614,0.07818073,1.80445598
-2.75837919,20.60288710,0.07297033,0.24551071,1.57064535,16.91312984,0.16555829,0.07987656,1.85336760
-2.75237619,20.65682467,0.07693496,0.24595638,1.59647887,16.89757006,0.17130911,0.08165723,1.90143495
-2.74637319,20.69004281,0.08126801,0.24573425,1.62063008,16.86486003,0.17676076,0.08350933,1.94846438
-2.74037019,20.69923052,0.08595986,0.24490364,1.64318343,16.81200651,0.18186644,0.08542173,1.99430523
-2.73436718,20.68156414,0.09099730,0.24353757,1.66427722,16.73641384,0.18658085,0.08738595,2.03884916
-2.72836418,20.63474740,0.09636334,0.24172066,1.68409494,16.63592720,0.19086050,0.08939623,2.08202676
-2.72236118,20.55703371,0.10203692,0.23954686,1.70285458,16.50886187,0.19466421,0.09144933,2.12380171
-2.71635818,20.44723240,0.10799262,0.23711698,1.72079646,16.35401973,0.19795366,0.09354406,2.16416303
-2.71035518,20.30470104,0.11420030,0.23453631,1.73817019,16.17069441,0.20069393,0.09568065,2.20311562
-2.70435218,20.12932595,0.12062486,0.23191205,1.75522135,15.95866637,0.20285420,0.09785984,2.24066985
-2.69834917,19.92149325,0.12722597,0.22935098,1.77217869,15.71818942,0.20440846,0.10008193,2.27683079
-2.69234617,19.68205254,0.13395792,0.22695719,1.78924217,15.44997011,0.20533629,0.10234574,2.31158759
-2.68634317,19.41227504,0.14076966,0.22482992,1.80657262,15.15514078,0.20562363,0.10464756,2.34490373
-2.68034017,19.11380779,0.14760488,0.22306162,1.82428313,14.83522753,0.20526356,0.10698026,2.37670867
-2.67433717,18.78862512,0.15440237,0.22173607,1.84243271,14.49211346,0.20425693,0.10933245,2.40689129
-2.66833417,18.43897830,0.16109653,0.22092683,1.86102214,14.12799784,0.20261299,0.11168795,2.43529559
-2.66233117,18.06734392,0.16761804,0.22069566,1.87999222,13.74535145,0.20034977,0.11402541,2.46171876
-2.65632816,17.67637147,0.17389480,0.22109125,1.89922429,13.34686841,0.19749434,0.11631833,2.48591190
-2.65032516,17.26883059,0.17985298,0.22214806,1.91854288,12.93541481,0.19408277,0.11853528,2.50758317
-2.64432216,16.84755815,0.18541821,0.22388540,1.93772030,12.51397465,0.19015993,0.12064050,2.52640346
-2.63831916,16.41540584,0.19051697,0.22630666,1.95648287,12.08559364,0.18577895,0.12259472,2.54201417
-2.63231616,15.97518883,0.19507800,0.22939893,1.97451864,11.65332180,0.18100049,0.12435629,2.55403689
-2.62631316,15.52963656,0.19903375,0.23313279,1.99148610,11.22015613,0.17589178,0.12588242,2.56208457
-2.62031016,15.08134654,0.20232188,0.23746256,2.00702385,10.78898453,0.17052543,0.12713066,2.56577373
-2.61430715,14.63274268,0.20488664,0.24232693,2.02076072,10.36253273,0.16497810,0.12806037,2.56473725
-2.60830415,14.18603933,0.20668026,0.24764999,2.03232628,9.94331583,0.15932908,0.12863422,2.55863742
-2.60230115,13.74321245,0.20766413,0.25334277,2.04136131,9.53359621,0.15365872,0.12881964,2.54717852
-2.59629815,13.30597908,0.20780985,0.25930518,2.04752810,9.13534919,0.14804699,0.12859011,2.53011877
-2.59029515,12.87578583,0.20710005,0.26542844,2.05052031,8.75023782,0.14257193,0.12792627,2.50728108
-2.58429215,12.45380701,0.20552904,0.27159779,2.05007203,8.37959762,0.13730827,0.12681677,2.47856227
-2.57828914,12.04095221,0.20310316,0.27769559,2.04596595,8.02443178,0.13232609,0.12525888,2.44394048
-2.57228614,11.63788286,0.19984087,0.28360454,2.03804024,7.68541649,0.12768961,0.12325878,2.40348041
-2.56628314,11.24503650,0.19577257,0.28921100,2.02619401,7.36291609,0.12345619,0.12083148,2.35733627
-2.56028014,10.86265741,0.19094019,0.29440820,2.01039107,7.05700665,0.11967532,0.11800054,2.30575225
-2.55427714,10.49083143,0.18539644,0.29909929,1.99066186,6.76750660,0.11638794,0.11479741,2.24906052
-2.54827414,10.12952307,0.17920387,0.30320004,1.96710345,6.49401259,0.11362572,0.11126057,2.18767669
-2.54227114,9.77861268,0.17243368,0.30664112,1.93987762,6.23593854,0.11141059,0.10743437,2.12209297
-2.53626813,9.43793163,0.16516429,0.30936985,1.90920709,5.99255599,0.10975438,0.10336781,2.05286922
-2.53026513,9.10729393,0.15747988,0.31135141,1.87537003,5.76303389,0.10865858,0.09911311,1.98062217
-2.52426213,8.78652297,0.14946864,0.31256945,1.83869332,5.54647616,0.10811427,0.09472429,1.90601324
-2.51825913,8.47547269,0.14122107,0.31302615,1.79954471,5.34195595,0.10810224,0.09025569,1.82973553
-2.51225613,8.17404304,0.13282826,0.31274183,1.75832451,5.14854568,0.10859326,0.08576059,1.75250027
-2.50625313,7.88218996,0.12438008,0.31175408,1.71545719,4.96534245,0.10954861,0.08128993,1.67502354
-2.50025013,7.59993088,0.11596365,0.31011665,1.67138348,4.79148894,0.11092085,0.07689120,1.59801360
-2.49424712,7.32734657,0.10766173,0.30789804,1.62655320,4.62618990,0.11265479,0.07260753,1.52215940
-2.48824412,7.06458079,0.09955144,0.30518008,1.58141951,4.46872499,0.11468881,0.06847693,1.44812064
-2.48224112,6.81183881,0.09170308,0.30205643,1.53643446,4.31845850,0.11695638,0.06453188,1.37651972
-2.47623812,6.56938588,0.08417921,0.29863116,1.49204623,4.17484648,0.11938782,0.06079910,1.30793570
-2.47023512,6.33754622,0.07703401,0.29501737,1.44869784,4.03744216,0.12191230,0.05729954,1.24290034
-2.46423212,6.11670295,0.07031281,0.29133593,1.40682712,3.90589962,0.12445993,0.05404860,1.18189611
-2.45822911,5.90729865,0.06405189,0.28771427,1.36686772,3.77997611,0.12696396,0.05105662,1.12535596
-2.45222611,5.70983592,0.05827854,0.28428515,1.32925045,3.65953287,0.12936295,0.04832935,1.07366434
-2.44622311,5.52487701,0.05301126,0.28118534,1.29440460,3.54453406,0.13160283,0.04586875,1.02715924
-2.44022011,5.35304129,0.04826016,0.27855414,1.26275853,3.43504343,0.13363876,0.04367368,0.98613467
-2.43421711,5.19499926,0.04402753,0.27653164,1.23473902,3.33121819,0.13543672,0.04174073,0.95084300
-2.42821411,5.05146192,0.04030844,0.27525671,1.21076895,3.23329963,0.13697472,0.04006504,0.92149693
-2.42221111,4.92316475,0.03709146,0.27486449,1.19126283,3.14160008,0.13824365,0.03864099,0.89827046
-2.41620810,4.81084573,0.03435946,0.27548365,1.17662024,3.05648625,0.13924758,0.03746293,0.88129889
-2.41020510,4.71521761,0.03209033,0.27723322,1.16721694,2.97835905,0.14000374,0.03652573,0.87067748
-2.40420210,4.63693527,0.03025776,0.28021918,1.16339414,2.90763047,0.14054196,0.03582529,0.86645902
-2.39819910,4.57655934,0.02883198,0.28453090,1.16544624,2.84469839,0.14090382,0.03535885,0.86865033
-2.39219610,4.53451827,0.02778047,0.29023763,1.17360772,2.78992060,0.14114144,0.03512526,0.87720813
-2.38619310,4.51107090,0.02706863,0.29738513,1.18803990,2.74358922,0.14131605,0.03512511,0.89203473
-2.38019010,4.50627230,0.02666043,0.30599281,1.20881846,2.70590734,0.14149639,0.03536076,0.91297389
-2.37418709,4.51994539,0.02651899,0.31605136,1.23592264,2.67696907,0.14175715,0.03583627,0.93980757
-2.36818409,4.55166070,0.02660717,0.32752124,1.26922683,2.65674471,0.14217730,0.03655734,0.97225399
-2.36218109,4.60072624,0.02688811,0.34033218,1.30849542,2.64507191,0.14283863,0.03753103,1.00996742
-2.35617809,4.66618883,0.02732576,0.35438359,1.35338131,2.64165360,0.14382432,0.03876558,1.05254010
-2.35017509,4.74684736,0.02788537,0.36954624,1.40342865,2.64606311,0.14521765,0.04027012,1.09950643
-2.34417209,4.84127782,0.02853395,0.38566491,1.45807964,2.65775601,0.14710087,0.04205428,1.15034937
-2.33816908,4.94786881,0.02924070,0.40256216,1.51668545,2.67608812,0.14955400,0.04412785,1.20450907
-2.33216608,5.06486560,0.02997742,0.42004286,1.57852070,2.70033842,0.15265373,0.04650027,1.26139316
-2.32616308,5.19041999,0.03071879,0.43789949,1.64280092,2.72973517,0.15647217,0.04918009,1.32038833
-2.32016008,5.32264297,0.03144265,0.45591777,1.70870207,2.76348354,0.16107541,0.05217439,1.38087255
-2.31415708,5.45965646,0.03213018,0.47388246,1.77538117,2.80079258,0.16652188,0.05548805,1.44222717
-2.30815408,5.59964098,0.03276591,0.49158293,1.84199694,2.84089972,0.17286031,0.05912293,1.50384828
-2.30215108,5.74087585,0.03333776,0.50881836,1.90772934,2.88309092,0.18012748,0.06307705,1.56515650
-2.29614807,5.88176937,0.03383683,0.52540213,1.97179712,2.92671499,0.18834563,0.06734365,1.62560476
-2.29014507,6.02087706,0.03425722,0.54116527,2.03347233,2.97119123,0.19751959,0.07191021,1.68468344
-2.28414207,6.15690695,0.03459566,0.55595886,2.09209130,3.01600970,0.20763393,0.07675758,1.74192276
-2.27813907,6.28871191,0.03485113,0.56965519,2.14706165,3.06072448,0.21865001,0.08185910,1.79689229
-2.27213607,6.41527003,0.03502434,0.58214772,2.19786505,3.10494038,0.23050344,0.08717987,1.84919770
-2.26613307,6.53565509,0.03511729,0.59334998,2.24405615,3.14829442,0.24310190,0.09267625,1.89847528
-2.26013007,6.64899987,0.03513276,0.60319345,2.28525786,3.19043379,0.25632369,0.09829559,1.94438471
-2.25412706,6.75445565,0.03507379,0.61162472,2.32115384,3.23099211,0.27001733,0.10397633,1.98660092
-2.24812406,6.85115189,0.03494332,0.61860215,2.35147902,3.26956623,0.28400210,0.10964839,2.02480575
-2.24212106,6.93815966,0.03474378,0.62409237,2.37600912,3.30569568,0.29807000,0.11523408,2.05868054
-2.23611806,7.01446269,0.03447689,0.62806693,2.39455027,3.33884673,0.31198901,0.12064934,2.08790029
-2.23011506,7.07893905,0.03414347,0.63049931,2.40692974,3.36840267,0.32550776,0.12580547,2.11213031
-2.22411206,7.13035584,0.03374345,0.63136270,2.41298871,3.39366167,0.33836142,0.13061115,2.13102580
-2.21810905,7.16737834,0.03327589,0.63062859,2.41257775,3.41384268,0.35027879,0.13497490,2.14423499
-2.21210605,7.18859407,0.03273920,0.62826642,2.40555557,3.42809977,0.36099024,0.13880767,2.15140560
-2.20610305,7.19255092,0.03213141,0.62424428,2.39179125,3.43554409,0.37023624,0.14202565,2.15219485
-2.20010005,7.17780764,0.03145042,0.61853067,2.37116979,3.43527269,0.37777606,0.14455304,2.14628230
-2.19409705,7.14299399,0.03069445,0.61109717,2.34360075,3.42640246,0.38339636,0.14632476,2.13338497
-2.18809405,7.08687704,0.02986234,0.60192179,2.30902920,3.40810741,0.38691902,0.14728886,2.11327390
-2.18209105,7.00842963,0.02895392,0.59099284,2.26744824,3.37965707,0.38820816,0.14740865,2.08579093
-2.17608804,6.90689692,0.02797033,0.57831300,2.21891203,3.34045385,0.38717566,0.14666432,2.05086494
-2.17008504,6.78185665,0.02691424,0.56390319,2.16354831,3.29006707,0.38378510,0.14505401,2.00852607
-2.16408204,6.63326954,0.02579001,0.54780609,2.10156933,3.22826176,0.37805394,0.14259432,1.95891719
-2.15807904,6.46151654,0.02460378,0.53008887,2.03328028,3.15502061,0.37005364,0.13932012,1.90230167
-2.15207604,6.26742042,0.02336342,0.51084503,1.95908428,3.07055771,0.35990792,0.13528379,1.83906681
-2.14607304,6.05225034,0.02207841,0.49019507,1.87948351,2.97532346,0.34778918,0.13055387,1.76972252
-2.14007004,5.81770892,0.02075966,0.46828600,1.79507605,2.87000032,0.33391324,0.12521316,1.69489520
-2.13406703,5.56590222,0.01941923,0.44528955,1.70654840,2.75548970,0.31853276,0.11935640,1.61531696
-2.12806403,5.29929421,0.01806999,0.42139930,1.61466390,2.63289081,0.30192952,0.11308767,1.53181068
-2.12206103,5.02064792,0.01672529,0.39682665,1.52024761,2.50347241,0.28440615,0.10651753,1.44527148
-2.11605803,4.73295623,0.01539854,0.37179605,1.42416821,2.36863906,0.26627746,0.09976015,1.35664560
-2.11005503,4.43936551,0.01410291,0.34653959,1.32731787,2.22989344,0.24786193,0.09293041,1.26690752
-2.10405203,4.14309570,0.01285093,0.32129123,1.23059113,2.08879651,0.22947358,0.08614124,1.17703646
-2.09804902,3.84736027,0.01165421,0.29628102,1.13486354,1.94692721,0.21141453,0.07950115,1.08799324
-2.09204602,3.55528931,0.01052321,0.27172952,1.04097137,1.80584325,0.19396858,0.07311208,1.00069841
-2.08604302,3.26985865,0.00946701,0.24784264,0.94969292,1.66704455,0.17739578,0.06706760,0.91601247
-2.08004002,2.99382727,0.00849318,0.22480727,0.86173242,1.53194050,0.16192821,0.06145151,0.83471895
-2.07403702,2.72968483,0.00760771,0.20278760,0.77770701,1.40182172,0.14776694,0.05633680,0.75751056
-2.06803402,2.47961027,0.00681499,0.18192251,0.69813710,1.27783726,0.13508012,0.05178497,0.68497895
-2.06203102,2.24544211,0.00611783,0.16232389,0.62344048,1.16097722,0.12400200,0.04784565,0.61760797
-2.05602801,2.02866017,0.00551753,0.14407600,0.55392989,1.05206106,0.11463288,0.04455649,0.55577038
-2.05002501,1.83037822,0.00501394,0.12723570,0.48981416,0.95173117,0.10703970,0.04194325,0.49972774
-2.04402201,1.65134652,0.00460562,0.11183366,0.43120235,0.86045148,0.10125720,0.04002004,0.44963315
-2.03801901,1.49196294,0.00428994,0.09787625,0.37811060,0.77851047,0.09728942,0.03878972,0.40553636
-2.03201601,1.35229140,0.00406319,0.08534798,0.33047111,0.70602797,0.09511133,0.03824424,0.36739082
-2.02601301,1.23208596,0.00392073,0.07421449,0.28814270,0.64296515,0.09467076,0.03836516,0.33506208
-2.02001001,1.13081940,0.00385709,0.06442574,0.25092244,0.58913695,0.09589018,0.03912411,0.30833737
-2.01400700,1.04771487,0.00386609,0.05591947,0.21855781,0.54422648,0.09866865,0.04048325,0.28693558
-2.00800400,0.98177955,0.00394093,0.04862453,0.19075885,0.50780078,0.10288376,0.04239589,0.27051771
-2.00200100,0.93183957,0.00407429,0.04246420,0.16721007,0.47932750,0.10839358,0.04480701,0.25869734
-1.99599800,0.89657527,0.00425843,0.03735934,0.14758157,0.45819214,0.11503884,0.04765405,0.25105091
-1.98999500,0.87455661,0.00448526,0.03323119,0.13153933,0.44371566,0.12264528,0.05086766,0.24712794
-1.98399200,0.86427808,0.00474646,0.03000391,0.11875434,0.43517199,0.13102626,0.05437271,0.24646090
-1.97798899,0.86419310,0.00503360,0.02760670,0.10891055,0.43180559,0.13998574,0.05808947,0.24857480
-1.97198599,0.87274747,0.00533825,0.02597561,0.10171154,0.43284855,0.14932157,0.06193494,0.25299657
-1.96598299,0.88841190,0.00565211,0.02505490,0.09688602,0.43753742,0.15882924,0.06582441,0.25926413
-1.95997999,0.90971312,0.00596721,0.02479798,0.09419198,0.44512926,0.16830582,0.06967312,0.26693512
-1.95397699,0.93526344,0.00627603,0.02516807,0.09341977,0.45491698,0.17755427,0.07339814,0.27559532
-1.94797399,0.96378824,0.00657176,0.02613835,0.09439410,0.46624359,0.18638774,0.07692028,0.28486660
-1.94197099,0.99415087,0.00684845,0.02769188,0.09697489,0.47851513,0.19463390,0.08016597,0.29441432
-1.93596798,1.02537460,0.00710122,0.02982106,0.10105737,0.49121205,0.20213906,0.08306915,0.30395405
-1.92996498,1.05666079,0.00732654,0.03252688,0.10657121,0.50389866,0.20877182,0.08557297,0.31325735
-1.92396198,1.08740298,0.00752235,0.03581787,0.11347888,0.51623055,0.21442616,0.08763122,0.32215655
-1.91795898,1.11719627,0.00768836,0.03970874,0.12177347,0.52795954,0.21902371,0.08920955,0.33054833
-1.91195598,1.14584165,0.00782616,0.04421890,0.13147583,0.53893615,0.22251514,0.09028619,0.33839593
-1.90595298,1.17334516,0.00793942,0.04937083,0.14263130,0.54910947,0.22488050,0.09085239,0.34572990
-1.89994997,1.19991178,0.00803407,0.05518835,0.15530614,0.55852440,0.22612847,0.09091226,0.35264738
-1.89394697,1.22593424,0.00811835,0.06169483,0.16958367,0.56731630,0.22629460,0.09048228,0.35930980
-1.88794397,1.25197726,0.00820295,0.06891155,0.18556043,0.57570346,0.22543846,0.08959036,0.36593916
-1.88194097,1.27875753,0.00830104,0.07685613,0.20334232,0.58397740,0.22364003,0.08827441,0.37281293
-1.87593797,1.30712048,0.00842827,0.08554118,0.22304094,0.59249154,0.22099533,0.08658074,0.38025763
-1.86993497,1.33801424,0.00860274,0.09497316,0.24477016,0.60164865,0.21761158,0.08456206,0.38864145
-1.86393197,1.37246201,0.00884491,0.10515168,0.26864307,0.61188728,0.21360219,0.08227548,0.39836583
-1.85792896,1.41153326,0.00917745,0.11606899,0.29476930,0.62366792,0.20908173,0.07978034,0.40985639
-1.85192596,1.45631477,0.00962503,0.12770998,0.32325270,0.63745895,0.20416120,0.07713614,0.42355320
-1.84592296,1.50788183,0.01021401,0.14005240,0.35418936,0.65372288,0.19894389,0.07440063,0.43990067
-1.83991996,1.56727016,0.01097211,0.15306747,0.38766586,0.67290307,0.19352184,0.07162804,0.45933707
-1.83391696,1.63544879,0.01192789,0.16672073,0.42375770,0.69541108,0.18797324,0.06886767,0.48228383
-1.82791396,1.71329382,0.01311021,0.18097306,0.46252761,0.72161466,0.18236079,0.06616280,0.50913459
-1.82191096,1.80156329,0.01454756,0.19578172,0.50402376,0.75182661,0.17673101,0.06354987,0.54024428
-1.81590795,1.90087286,0.01626725,0.21110143,0.54827760,0.78629426,0.17111454,0.06105815,0.57591802
-1.80990495,2.01167236,0.01829454,0.22688524,0.59530127,0.82518964,0.16552730,0.05870962,0.61640024
-1.80390195,2.13422327,0.02065169,0.24308521,0.64508445,0.86860036,0.15997235,0.05651923,0.66186395
-1.79789895,2.26857726,0.02335685,0.25965277,0.69759072,0.91652124,0.15444246,0.05449537,0.71240064
-1.79189595,2.41455626,0.02642302,0.27653866,0.75275353,0.96884681,0.14892286,0.05264056,0.76801089
-1.78589295,2.57173485,0.02985695,0.29369257,0.81047181,1.02536492,0.14339432,0.05095232,0.82859623
-1.77988994,2.73942588,0.03365810,0.31106240,0.87060565,1.08575182,0.13783616,0.04942403,0.89395280
-1.77388694,2.91667052,0.03781764,0.32859324,0.93297232,1.14956922,0.13222899,0.04804588,0.96376708
-1.76788394,3.10223435,0.04231774,0.34622616,0.99734299,1.21626381,0.12655719,0.04680580,1.03761449
-1.76188094,3.29461071,0.04713092,0.36389701,1.06344068,1.28516973,0.12081084,0.04569031,1.11496129
-1.75587794,3.49203304,0.05221981,0.38153533,1.13093982,1.35551481,0.11498710,0.04468528,1.19517022
-1.74987494,3.69249728,0.05753717,0.39906347,1.19946773,1.42643077,0.10909101,0.04377658,1.27751028
-1.74387194,3.89379529,0.06302629,0.41639633,1.26860856,1.49696799,0.10313565,0.04295071,1.36117077
-1.73786893,4.09355976,0.06862187,0.43344150,1.33790956,1.56611481,0.09714185,0.04219517,1.44527961
-1.73186593,4.28932024,0.07425121,0.45010022,1.40689003,1.63282152,0.09113732,0.04149889,1.52892568
-1.72586293,4.47856951,0.07983592,0.46626907,1.47505256,1.69602838,0.08515545,0.04085248,1.61118457
-1.71985993,4.65883848,0.08529398,0.48184238,1.54189649,1.75469726,0.07923386,0.04024847,1.69114702
-1.71385693,4.82777719,0.09054205,0.49671539,1.60693286,1.80784578,0.07341275,0.03968146,1.76794893
-1.70785393,4.98323896,0.09549817,0.51078797,1.66970040,1.85458269,0.06773327,0.03914825,1.84080185
-1.70185093,5.12336379,0.10008452,0.52396877,1.72978181,1.89414310,0.06223594,0.03864789,1.90902234
-1.69584792,5.24665735,0.10423022,0.53617958,1.78681928,1.92592182,0.05695916,0.03818176,1.97205903
-1.68984492,5.35206121,0.10787405,0.54735971,1.84052875,1.94950322,0.05193808,0.03775348,2.02951569
-1.68384192,5.43901051,0.11096705,0.55747002,1.89071180,1.96468585,0.04720356,0.03736893,2.08116914
-1.67783892,5.50747548,0.11347460,0.56649652,1.93726467,1.97150042,0.04278157,0.03703602,2.12698089
-1.67183592,5.55798381,0.11537821,0.57445314,1.98018371,1.97021978,0.03869281,0.03676453,2.16710150
-1.66583292,5.59162182,0.11667664,0.58138370,2.01956695,1.96136000,0.03495261,0.03656574,2.20186726
-1.65982991,5.61001333,0.11738647,0.58736264,2.05561156,1.94567206,0.03157107,0.03645208,2.23178903
-1.65382691,5.61527614,0.11754196,0.59249476,2.08860732,1.92412399,0.02855343,0.03643654,2.25753345
-1.64782391,5.60995728,0.11719419,0.59691368,2.11892625,1.89787392,0.02590057,0.03653215,2.27989712
-1.64182091,5.59694922,0.11640960,0.60077915,2.14700885,1.86823489,0.02360963,0.03675126,2.29977490
-1.63581791,5.57939018,0.11526783,0.60427333,2.17334760,1.83663258,0.02167472,0.03710482,2.31812342
-1.62981491,5.56055247,0.11385906,0.60759605,2.19846840,1.80455778,0.02008757,0.03760166,2.33592156
-1.62381191,5.54372350,0.11228098,0.61095935,2.22291060,1.77351532,0.01883825,0.03824776,2.35412944
-1.61780890,5.53208434,0.11063533,0.61458131,2.24720660,1.74497169,0.01791580,0.03904560,2.37364777
-1.61180590,5.52859083,0.10902442,0.61867947,2.27186160,1.72030341,0.01730883,0.03999356,2.39527928
-1.60580290,5.53586216,0.10754753,0.62346409,2.29733425,1.70074831,0.01700599,0.04108557,2.41969385
-1.59979990,5.55608146,0.10629759,0.62913120,2.32401887,1.68736169,0.01699646,0.04231081,2.44739874
-1.59379690,5.59091209,0.10535800,0.63585597,2.35222966,1.68097914,0.01727025,0.04365371,2.47871520
-1.58779390,5.64143319,0.10479997,0.64378620,2.38218742,1.68218742,0.01781849,0.04509409,2.51376223
-1.58179090,5.70809641,0.10468035,0.65303644,2.41400895,1.69130450,0.01863365,0.04660762,2.55244818
-1.57578789,5.79070545,0.10503999,0.66368269,2.44769955,1.70836942,0.01970970,0.04816643,2.59447027
-1.56978489,5.88841887,0.10590287,0.67575789,2.48314860,1.73314222,0.02104216,0.04973989,2.63932211
-1.56378189,5.99977554,0.10727574,0.68924841,2.52012849,1.76511381,0.02262812,0.05129565,2.68630866
-1.55777889,6.12274155,0.10914855,0.70409163,2.55829686,1.80352512,0.02446624,0.05280071,2.73456805
-1.55177589,6.25477638,0.11149535,0.72017477,2.59720208,1.84739475,0.02655658,0.05422259,2.78309928
-1.54577289,6.39291559,0.11427584,0.73733513,2.63629217,1.89555365,0.02890043,0.05553051,2.83079468
-1.53976988,6.53386673,0.11743732,0.75536172,2.67492674,1.94668564,0.03149999,0.05669646,2.87647597
-1.53376688,6.67411468,0.12091693,0.77399856,2.71239202,1.99937187,0.03435804,0.05769628,2.91893234
-1.52776388,6.81003257,0.12464424,0.79294940,2.74791849,2.05213746,0.03747739,0.05851042,2.95695938
-1.52176088,6.93799416,0.12854377,0.81188405,2.78070094,2.10349878,0.04086029,0.05912460,2.98939734
-1.51575788,7.05448368,0.13253764,0.83044609,2.80992020,2.15200917,0.04450772,0.05953022,3.01516730
-1.50975488,7.15619940,0.13654802,0.84826180,2.83476617,2.19630194,0.04841860,0.05972445,3.03330417
-1.50375188,7.24014740,0.14049931,0.86495012,2.85446126,2.23512884,0.05258892,0.05971014,3.04298525
-1.49774887,7.30372266,0.14432010,0.88013325,2.86828358,2.26739292,0.05701083,0.05949542,3.04355358
-1.49174587,7.34477505,0.14794471,0.89344767,2.87558898,2.29217492,0.06167175,0.05909314,3.03453525
-1.48574287,7.36165856,0.15131430,0.90455507,2.87583114,2.30875237,0.06655354,0.05852009,3.01565035
-1.47973987,7.35326276,0.15437766,0.91315283,2.86857894,2.31661137,0.07163185,0.05779613,2.98681732
-1.47373687,7.31902649,0.15709157,0.91898375,2.85353058,2.31545090,0.07687555,0.05694323,2.94815090
-1.46773387,7.25893413,0.15942082,0.92184451,2.83052368,2.30518013,0.08224652,0.05598450,2.89995395
-1.46173087,7.17349608,0.16133796,0.92159273,2.79954142,2.28590942,0.08769973,0.05494331,2.84270391
-1.45572786,7.06371510,0.16282287,0.91815222,2.76071424,2.25793576,0.09318367,0.05384248,2.77703469
