energy_ev,total_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-5.80790395,0.62776804,0.18792548,0.11493051,0.00256552,0.38113157,0.02577480,0.00000000
-5.80190095,0.60038480,0.18009359,0.10869816,0.00252021,0.36191140,0.02581959,0.00000000
-5.79589795,0.57149544,0.17165967,0.10231559,0.00246774,0.34195884,0.02572206,0.00000000
-5.78989495,0.54138306,0.16272600,0.09584197,0.00241000,0.32147598,0.02547911,0.00000000
-5.78389195,0.51034372,0.15340061,0.08933594,0.00234944,0.30066675,0.02509079,0.00000000
-5.77788894,0.47868130,0.14379482,0.08285459,0.00228911,0.27973320,0.02456041,0.00000000
-5.77188594,0.44670200,0.13402080,0.07645263,0.00223277,0.25887175,0.02389444,0.00000000
-5.76588294,0.41470883,0.12418906,0.07018150,0.00218495,0.23826976,0.02310237,0.00000000
-5.75987994,0.38299618,0.11440613,0.06408865,0.00215106,0.21810224,0.02219642,0.00000000
-5.75387694,0.35184467,0.10477240,0.05821691,0.00213750,0.19852900,0.02119116,0.00000000
-5.74787394,0.32151656,0.09538023,0.05260397,0.00215176,0.17969231,0.02010312,0.00000000
-5.74187094,0.29225170,0.08631241,0.04728203,0.00220259,0.16171509,0.01895024,0.00000000
-5.73586793,0.26426436,0.07764094,0.04227759,0.00230009,0.14469963,0.01775137,0.00000000
-5.72986493,0.23774087,0.06942621,0.03761143,0.00245584,0.12872705,0.01652575,0.00000000
-5.72386193,0.21283832,0.06171668,0.03329868,0.00268308,0.11385730,0.01529250,0.00000000
-5.71785893,0.18968410,0.05454877,0.02934912,0.00299676,0.10012979,0.01407015,0.00000000
-5.71185593,0.16837648,0.04794729,0.02576759,0.00341366,0.08756458,0.01287623,0.00000000
-5.70585293,0.14898604,0.04192605,0.02255445,0.00395240,0.07616404,0.01172694,0.00000000
-5.69984992,0.13155781,0.03648885,0.01970622,0.00463347,0.06591491,0.01063690,0.00000000
-5.69384692,0.11611411,0.03163064,0.01721623,0.00547911,0.05679068,0.00961894,0.00000000
-5.68784392,0.10265782,0.02733877,0.01507536,0.00651320,0.04875414,0.00868407,0.00000000
-5.68184092,0.09117594,0.02359444,0.01327270,0.00776092,0.04176005,0.00784142,0.00000000
-5.67583792,0.08164330,0.02037408,0.01179634,0.00924848,0.03575784,0.00709832,0.00000000
-5.66983492,0.07402626,0.01765079,0.01063400,0.01100255,0.03069420,0.00646046,0.00000000
-5.66383192,0.06828616,0.01539565,0.00977368,0.01304972,0.02651551,0.00593202,0.00000000
-5.65782891,0.06438259,0.01357894,0.00920426,0.01541576,0.02317007,0.00551595,0.00000000
-5.65182591,0.06227617,0.01217132,0.00891599,0.01812479,0.02061011,0.00521421,0.00000000
-5.64582291,0.06193095,0.01114472,0.00890097,0.02119836,0.01879340,0.00502804,0.00000000
-5.63981991,0.06331629,0.01047324,0.00915350,0.02465451,0.01768466,0.00495825,0.00000000
-5.63381691,0.06640833,0.01013386,0.00967040,0.02850671,0.01725656,0.00500555,0.00000000
-5.62781391,0.07119091,0.01010693,0.01045129,0.03276286,0.01749047,0.00517082,0.00000000
-5.62181091,0.07765614,0.01037671,0.01149872,0.03742439,0.01837689,0.00545542,0.00000000
-5.61580790,0.08580459,0.01093163,0.01281840,0.04248534,0.01991553,0.00586147,0.00000000
-5.60980490,0.09564521,0.01176460,0.01441918,0.04793171,0.02211515,0.00639210,0.00000000
-5.60380190,0.10719492,0.01287312,0.01631314,0.05374096,0.02499316,0.00705175,0.00000000
-5.59779890,0.12047814,0.01425934,0.01851547,0.05988178,0.02857487,0.00784634,0.00000000
-5.59179590,0.13552606,0.01593008,0.02104442,0.06631412,0.03289258,0.00878356,0.00000000
-5.58579290,0.15237580,0.01789667,0.02392096,0.07298960,0.03798436,0.00987295,0.00000000
-5.57978989,0.17106948,0.02017473,0.02716853,0.07985221,0.04389259,0.01112611,0.00000000
-5.57378689,0.19165298,0.02278387,0.03081245,0.08683932,0.05066230,0.01255674,0.00000000
-5.56778389,0.21417465,0.02574711,0.03487933,0.09388309,0.05833918,0.01418062,0.00000000
-5.56178089,0.23868357,0.02909028,0.03939617,0.10091204,0.06696741,0.01601564,0.00000000
-5.55577789,0.26522757,0.03284118,0.04438939,0.10785295,0.07658724,0.01808155,0.00000000
-5.54977489,0.29385070,0.03702853,0.04988356,0.11463285,0.08723240,0.02039974,0.00000000
-5.54377189,0.32459025,0.04168073,0.05589997,0.12118108,0.09892727,0.02299286,0.00000000
-5.53776888,0.35747324,0.04682446,0.06245509,0.12743135,0.11168402,0.02588433,0.00000000
-5.53176588,0.39251232,0.05248311,0.06955884,0.13332368,0.12549965,0.02909769,0.00000000
-5.52576288,0.42970113,0.05867500,0.07721278,0.13880614,0.14035318,0.03265585,0.00000000
-5.51975988,0.46900925,0.06541159,0.08540836,0.14383626,0.15620294,0.03658021,0.00000000
-5.51375688,0.51037688,0.07269566,0.09412517,0.14838212,0.17298422,0.04088965,0.00000000
-5.50775388,0.55370939,0.08051947,0.10332943,0.15242307,0.19060731,0.04559942,0.00000000
-5.50175088,0.59887205,0.08886315,0.11297275,0.15594988,0.20895629,0.05072002,0.00000000
-5.49574787,0.64568527,0.09769326,0.12299121,0.15896461,0.22788840,0.05625592,0.00000000
-5.48974487,0.69392059,0.10696169,0.13330503,0.16147997,0.24723443,0.06220446,0.00000000
-5.48374187,0.74329787,0.11660496,0.14381869,0.16351829,0.26680005,0.06855459,0.00000000
-5.47773887,0.79348398,0.12654406,0.15442179,0.16511031,0.28636820,0.07528591,0.00000000
-5.47173587,0.84409325,0.13668478,0.16499049,0.16629357,0.30570265,0.08236774,0.00000000
-5.46573287,0.89469001,0.14691870,0.17538970,0.16711087,0.32455256,0.08975846,0.00000000
-5.45972986,0.94479332,0.15712475,0.18547587,0.16760850,0.34265810,0.09740508,0.00000000
-5.45372686,0.99388398,0.16717140,0.19510039,0.16783471,0.35975687,0.10524319,0.00000000
-5.44772386,1.04141378,0.17691940,0.20411346,0.16783819,0.37559102,0.11319722,0.00000000
-5.44172086,1.08681674,0.18622501,0.21236832,0.16766684,0.38991473,0.12118111,0.00000000
-5.43571786,1.12952210,0.19494361,0.21972562,0.16736668,0.40250174,0.12909946,0.00000000
-5.42971486,1.16896859,0.20293354,0.22605781,0.16698117,0.41315275,0.13684900,0.00000000
-5.42371186,1.20461948,0.21006011,0.23125333,0.16655061,0.42170209,0.14432053,0.00000000
-5.41770885,1.23597767,0.21619949,0.23522036,0.16611187,0.42802357,0.15140127,0.00000000
-5.41170585,1.26260041,0.22124244,0.23789001,0.16569825,0.43203508,0.15797744,0.00000000
-5.40570285,1.28411266,0.22509765,0.23921877,0.16533942,0.43370164,0.16393719,0.00000000
-5.39969985,1.30021872,0.22769456,0.23919007,0.16506142,0.43303683,0.16917356,0.00000000
-5.39369685,1.31071140,0.22898556,0.23781486,0.16488659,0.43010241,0.17358762,0.00000000
-5.38769385,1.31547830,0.22894747,0.23513125,0.16483344,0.42500615,0.17709143,0.00000000
-5.38169085,1.31450491,0.22758219,0.23120311,0.16491631,0.41789784,0.17961086,0.00000000
-5.37568784,1.30787428,0.22491656,0.22611780,0.16514495,0.40896382,0.18108809,0.00000000
-5.36968484,1.29576332,0.22100141,0.21998301,0.16552388,0.39842013,0.18148365,0.00000000
-5.36368184,1.27843586,0.21590986,0.21292306,0.16605168,0.38650470,0.18077797,0.00000000
-5.35767884,1.25623286,0.20973489,0.20507457,0.16672019,0.37346885,0.17897229,0.00000000
-5.35167584,1.22956023,0.20258644,0.19658200,0.16751368,0.35956868,0.17608892,0.00000000
-5.34567284,1.19887484,0.19458798,0.18759299,0.16840828,0.34505651,0.17217084,0.00000000
-5.33966983,1.16466944,0.18587282,0.17825393,0.16937144,0.33017300,0.16728054,0.00000000
-5.33366683,1.12745726,0.17658034,0.16870579,0.17036180,0.31514015,0.16149834,0.00000000
-5.32766383,1.08775686,0.16685216,0.15908047,0.17132944,0.30015557,0.15492004,0.00000000
-5.32166083,1.04607810,0.15682851,0.14949779,0.17221655,0.28538811,0.14765418,0.00000000
-5.31565783,1.00290967,0.14664491,0.14006312,0.17295862,0.27097509,0.13981885,0.00000000
-5.30965483,0.95870871,0.13642921,0.13086585,0.17348603,0.25702116,0.13153841,0.00000000
-5.30365183,0.91389283,0.12629910,0.12197861,0.17372621,0.24359865,0.12294000,0.00000000
-5.29764882,0.86883474,0.11636025,0.11345717,0.17360603,0.23074938,0.11415018,0.00000000
-5.29164582,0.82385943,0.10670490,0.10534110,0.17305453,0.21848764,0.10529178,0.00000000
-5.28564282,0.77924386,0.09741107,0.09765494,0.17200580,0.20680418,0.09648102,0.00000000
-5.27963982,0.73521881,0.08854230,0.09040986,0.17040174,0.19567086,0.08782503,0.00000000
-5.27363682,0.69197260,0.08014793,0.08360562,0.16819479,0.18504564,0.07941992,0.00000000
-5.26763382,0.64965621,0.07226374,0.07723279,0.16535020,0.17487771,0.07134931,0.00000000
-5.26163082,0.60838926,0.06491297,0.07127496,0.16184796,0.16511232,0.06368346,0.00000000
-5.25562781,0.56826655,0.05810771,0.06571095,0.15768410,0.15569527,0.05647893,0.00000000
-5.24962481,0.52936445,0.05185036,0.06051688,0.15287139,0.14657668,0.04977874,0.00000000
-5.24362181,0.49174702,0.04613530,0.05566804,0.14743931,0.13771407,0.04361305,0.00000000
-5.23761881,0.45547133,0.04095056,0.05114041,0.14143336,0.12907448,0.03800018,0.00000000
-5.23161581,0.42059189,0.03627951,0.04691193,0.13491380,0.12063587,0.03294796,0.00000000
-5.22561281,0.38716396,0.03210244,0.04296348,0.12795366,0.11238755,0.02845541,0.00000000
-5.21960980,0.35524585,0.02839805,0.03927952,0.12063647,0.10432994,0.02451442,0.00000000
-5.21360680,0.32490013,0.02514475,0.03584842,0.11305352,0.09647362,0.02111167,0.00000000
-5.20760380,0.29619389,0.02232184,0.03266269,0.10530097,0.08883802,0.01823039,0.00000000
-5.20160080,0.26919840,0.01991048,0.02971886,0.09747693,0.08144957,0.01585218,0.00000000
-5.19559780,0.24398806,0.01789448,0.02701737,0.08967859,0.07433984,0.01395864,0.00000000
-5.18959480,0.22063923,0.01626087,0.02456233,0.08199960,0.06754352,0.01253275,0.00000000
-5.18359180,0.19922882,0.01500034,0.02236122,0.07452777,0.06109657,0.01156022,0.00000000
-5.17758879,0.17983306,0.01410747,0.02042468,0.06734311,0.05503453,0.01103039,0.00000000
-5.17158579,0.16252643,0.01358083,0.01876627,0.06051641,0.04939115,0.01093700,0.00000000
-5.16558279,0.14738096,0.01342289,0.01740237,0.05410827,0.04419730,0.01127862,0.00000000
-5.15957979,0.13446581,0.01363977,0.01635205,0.04816854,0.03948033,0.01205887,0.00000000
-5.15357679,0.12384729,0.01424094,0.01563714,0.04273627,0.03526372,0.01328630,0.00000000
-5.14757379,0.11558911,0.01523867,0.01528224,0.03784005,0.03156712,0.01497402,0.00000000
-5.14157079,0.10975280,0.01664744,0.01531485,0.03349861,0.02840667,0.01713912,0.00000000
-5.13556778,0.10639822,0.01848323,0.01576547,0.02972168,0.02579557,0.01980180,0.00000000
-5.12956478,0.10558406,0.02076263,0.01666767,0.02651105,0.02374481,0.02298435,0.00000000
-5.12356178,0.10736800,0.02350200,0.01805812,0.02386163,0.02226398,0.02670991,0.00000000
-5.11755878,0.11180665,0.02671645,0.01997649,0.02176260,0.02136217,0.03100107,0.00000000
-5.11155578,0.11895493,0.03041882,0.02246522,0.02019840,0.02104879,0.03587843,0.00000000
-5.10555278,0.12886506,0.03461868,0.02556913,0.01914965,0.02133421,0.04135907,0.00000000
-5.09954977,0.14158480,0.03932132,0.02933482,0.01859392,0.02223038,0.04745496,0.00000000
-5.09354677,0.15715522,0.04452683,0.03380978,0.01850632,0.02375111,0.05417153,0.00000000
-5.08754377,0.17560794,0.05022929,0.03904138,0.01885989,0.02591216,0.06150629,0.00000000
-5.08154077,0.19696174,0.05641608,0.04507551,0.01962581,0.02873104,0.06944760,0.00000000
-5.07553777,0.22121899,0.06306747,0.05195507,0.02077356,0.03222651,0.07797376,0.00000000
-5.06953477,0.24836178,0.07015634,0.05971816,0.02227082,0.03641781,0.08705229,0.00000000
-5.06353177,0.27834792,0.07764828,0.06839623,0.02408339,0.04132365,0.09663964,0.00000000
-5.05752876,0.31110722,0.08550189,0.07801199,0.02617511,0.04696080,0.10668123,0.00000000
-5.05152576,0.34653800,0.09366944,0.08857731,0.02850769,0.05334269,0.11711192,0.00000000
-5.04552276,0.38450413,0.10209779,0.10009116,0.03104069,0.06047764,0.12785685,0.00000000
-5.03951976,0.42483282,0.11072962,0.11253762,0.03373158,0.06836709,0.13883277,0.00000000
-5.03351676,0.46731320,0.11950489,0.12588413,0.03653590,0.07700379,0.14994967,0.00000000
-5.02751376,0.51169599,0.12836249,0.14008000,0.03940758,0.08636999,0.16111274,0.00000000
-5.02151076,0.55769422,0.13724198,0.15505533,0.04229944,0.09643578,0.17222464,0.00000000
-5.01550775,0.60498512,0.14608545,0.17072044,0.04516382,0.10715773,0.18318789,0.00000000
-5.00950475,0.65321328,0.15483924,0.18696579,0.04795333,0.11847770,0.19390734,0.00000000
-5.00350175,0.70199481,0.16345556,0.20366266,0.05062176,0.13032225,0.20429262,0.00000000
-4.99749875,0.75092276,0.17189389,0.22066437,0.05312500,0.14260236,0.21426037,0.00000000
-4.99149575,0.79957339,0.18012201,0.23780830,0.05542210,0.15521386,0.22373631,0.00000000
-4.98549275,0.84751325,0.18811667,0.25491855,0.05747618,0.16803842,0.23265681,0.00000000
-4.97948974,0.89430689,0.19586376,0.27180921,0.05925544,0.18094517,0.24097014,0.00000000
-4.97348674,0.93952494,0.20335803,0.28828830,0.06073391,0.19379304,0.24863705,0.00000000
-4.96748374,0.98275225,0.21060227,0.30416211,0.06189215,0.20643364,0.25563089,0.00000000
-4.96148074,1.02359603,0.21760603,0.31923983,0.06271778,0.21871479,0.26193716,0.00000000
-4.95547774,1.06169350,0.22438393,0.33333850,0.06320570,0.23048446,0.26755241,0.00000000
-4.94947474,1.09671898,0.23095356,0.34628784,0.06335818,0.24159508,0.27248278,0.00000000
-4.94347174,1.12839022,0.23733323,0.35793498,0.06318470,0.25190805,0.27674207,0.00000000
-4.93746873,1.15647363,0.24353953,0.36814880,0.06270152,0.26129826,0.28034947,0.00000000
-4.93146573,1.18078853,0.24958502,0.37682378,0.06193108,0.26965845,0.28332730,0.00000000
-4.92546273,1.20121002,0.25547599,0.38388314,0.06090125,0.27690320,0.28569856,0.00000000
-4.91945973,1.21767075,0.26121062,0.38928118,0.05964434,0.28297237,0.28748473,0.00000000
-4.91345673,1.23016131,0.26677762,0.39300473,0.05819614,0.28783381,0.28870387,0.00000000
-4.90745373,1.23872941,0.27215533,0.39507356,0.05659477,0.29148519,0.28936910,0.00000000
-4.90145073,1.24347795,0.27731161,0.39553986,0.05487963,0.29395482,0.28948758,0.00000000
-4.89544772,1.24456197,0.28220425,0.39448675,0.05309031,0.29530138,0.28906016,0.00000000
-4.88944472,1.24218465,0.28678218,0.39202576,0.05126557,0.29561261,0.28808163,0.00000000
-4.88344172,1.23659255,0.29098725,0.38829365,0.04944250,0.29500278,0.28654149,0.00000000
-4.87743872,1.22807005,0.29475654,0.38344841,0.04765571,0.29360929,0.28442545,0.00000000
-4.87143572,1.21693341,0.29802515,0.37766472,0.04593675,0.29158827,0.28171726,0.00000000
-4.86543272,1.20352420,0.30072917,0.37112912,0.04431366,0.28910951,0.27840100,0.00000000
-4.85942971,1.18820265,0.30280882,0.36403490,0.04281067,0.28635084,0.27446343,0.00000000
-4.85342671,1.17134067,0.30421147,0.35657695,0.04144809,0.28349220,0.26989658,0.00000000
-4.84742371,1.15331494,0.30489442,0.34894683,0.04024234,0.28070972,0.26469999,0.00000000
-4.84142071,1.13449999,0.30482726,0.34132812,0.03920611,0.27816989,0.25888283,0.00000000
-4.83541771,1.11526151,0.30399370,0.33389218,0.03834861,0.27602427,0.25246554,0.00000000
-4.82941471,1.09595003,0.30239275,0.32679449,0.03767594,0.27440474,0.24548088,0.00000000
-4.82341171,1.07689492,0.30003927,0.32017165,0.03719150,0.27341965,0.23797443,0.00000000
-4.81740870,1.05839905,0.29696369,0.31413907,0.03689642,0.27315089,0.23000445,0.00000000
-4.81140570,1.04073408,0.29321121,0.30878935,0.03679005,0.27365199,0.22164103,0.00000000
-4.80540270,1.02413656,0.28884031,0.30419145,0.03687036,0.27494737,0.21296475,0.00000000
-4.79939970,1.00880489,0.28392077,0.30039052,0.03713434,0.27703256,0.20406473,0.00000000
-4.79339670,0.99489719,0.27853130,0.29740833,0.03757828,0.27987549,0.19503640,0.00000000
-4.78739370,0.98253019,0.27275699,0.29524437,0.03819809,0.28341866,0.18597887,0.00000000
-4.78139070,0.97177907,0.26668658,0.29387734,0.03898934,0.28758198,0.17699236,0.00000000
-4.77538769,0.96267826,0.26040981,0.29326705,0.03994733,0.29226629,0.16817544,0.00000000
-4.76938469,0.95522308,0.25401488,0.29335665,0.04106704,0.29735713,0.15962263,0.00000000
-4.76338169,0.94937217,0.24758623,0.29407501,0.04234286,0.30272883,0.15142206,0.00000000
-4.75737869,0.94505054,0.24120254,0.29533919,0.04376841,0.30824852,0.14365363,0.00000000
-4.75137569,0.94215306,0.23493517,0.29705692,0.04533606,0.31378002,0.13638746,0.00000000
-4.74537269,0.94054837,0.22884699,0.29912908,0.04703664,0.31918749,0.12968276,0.00000000
-4.73936968,0.94008282,0.22299150,0.30145202,0.04885891,0.32433867,0.12358716,0.00000000
-4.73336668,0.94058454,0.21741239,0.30391972,0.05078918,0.32910767,0.11813638,0.00000000
-4.72736368,0.94186740,0.21214339,0.30642586,0.05281096,0.33337738,0.11335419,0.00000000
-4.72136068,0.94373474,0.20720836,0.30886566,0.05490467,0.33704136,0.10925267,0.00000000
-4.71535768,0.94598296,0.20262156,0.31113754,0.05704754,0.34000532,0.10583268,0.00000000
-4.70935468,0.94840485,0.19838817,0.31314471,0.05921363,0.34218831,0.10308435,0.00000000
-4.70335168,0.95079271,0.19450486,0.31479655,0.06137408,0.34352354,0.10098779,0.00000000
-4.69734867,0.95294136,0.19096039,0.31600987,0.06349762,0.34395902,0.09951371,0.00000000
-4.69134567,0.95465099,0.18773638,0.31671011,0.06555120,0.34345800,0.09862407,0.00000000
-4.68534267,0.95573006,0.18480801,0.31683244,0.06750098,0.34199936,0.09827275,0.00000000
-4.67933967,0.95599818,0.18214478,0.31632268,0.06931338,0.33957782,0.09840621,0.00000000
-4.67333667,0.95528916,0.17971136,0.31513818,0.07095638,0.33620413,0.09896421,0.00000000
-4.66733367,0.95345404,0.17746837,0.31324857,0.07240089,0.33190515,0.09988053,0.00000000
-4.66133067,0.95036431,0.17537328,0.31063628,0.07362217,0.32672375,0.10108387,0.00000000
-4.65532766,0.94591511,0.17338138,0.30729693,0.07460125,0.32071865,0.10249890,0.00000000
-4.64932466,0.94002836,0.17144671,0.30323950,0.07532618,0.31396386,0.10404738,0.00000000
-4.64332166,0.93265570,0.16952319,0.29848618,0.07579315,0.30654799,0.10564963,0.00000000
-4.63731866,0.92378117,0.16756564,0.29307205,0.07600735,0.29857307,0.10722610,0.00000000
-4.63131566,0.91342324,0.16553099,0.28704438,0.07598351,0.29015312,0.10869910,0.00000000
-4.62531266,0.90163632,0.16337940,0.28046176,0.07574605,0.28141226,0.10999477,0.00000000
-4.61930965,0.88851141,0.16107540,0.27339286,0.07532884,0.27248236,0.11104505,0.00000000
-4.61330665,0.87417574,0.15858903,0.26591509,0.07477455,0.26350049,0.11178968,0.00000000
-4.60730365,0.85879151,0.15589683,0.25811296,0.07413357,0.25460589,0.11217818,0.00000000
-4.60130065,0.84255347,0.15298278,0.25007641,0.07346255,0.24593681,0.11217167,0.00000000
-4.59529765,0.82568546,0.14983913,0.24189908,0.07282256,0.23762718,0.11174437,0.00000000
-4.58929465,0.80843603,0.14646699,0.23367662,0.07227706,0.22980329,0.11088497,0.00000000
-4.58329165,0.79107315,0.14287682,0.22550505,0.07188957,0.22258050,0.10959744,0.00000000
-4.57728864,0.77387844,0.13908871,0.21747941,0.07172130,0.21606028,0.10790158,0.00000000
-4.57128564,0.75714084,0.13513252,0.20969262,0.07182873,0.21032751,0.10583309,0.00000000
-4.56528264,0.74115039,0.13104774,0.20223468,0.07226129,0.20544830,0.10344320,0.00000000
-4.55927964,0.72619214,0.12688337,0.19519224,0.07305929,0.20146831,0.10079795,0.00000000
-4.55327664,0.71254068,0.12269750,0.18864860,0.07425204,0.19841178,0.09797710,0.00000000
-4.54727364,0.70045562,0.11855692,0.18268411,0.07585642,0.19628115,0.09507276,0.00000000
-4.54127064,0.69017812,0.11453658,0.17737702,0.07787584,0.19505749,0.09218785,0.00000000
-4.53526763,0.68192895,0.11071907,0.17280470,0.08029973,0.19470159,0.08943443,0.00000000
-4.52926463,0.67590802,0.10719401,0.16904518,0.08310354,0.19515576,0.08693196,0.00000000
-4.52326163,0.67229554,0.10405751,0.16617893,0.08624924,0.19634625,0.08480562,0.00000000
-4.51725863,0.67125470,0.10141159,0.16429084,0.08968640,0.19818625,0.08318470,0.00000000
-4.51125563,0.67293578,0.09936356,0.16347213,0.09335371,0.20057934,0.08220109,0.00000000
-4.50525263,0.67748122,0.09802542,0.16382222,0.09718094,0.20342323,0.08198793,0.00000000
-4.49924962,0.68503152,0.09751314,0.16545028,0.10109129,0.20661373,0.08267832,0.00000000
-4.49324662,0.69573125,0.09794587,0.16847628,0.10500393,0.21004873,0.08440410,0.00000000
-4.48724362,0.70973468,0.09944491,0.17303148,0.10883676,0.21363201,0.08729466,0.00000000
-4.48124062,0.72721050,0.10213248,0.17925815,0.11250921,0.21727681,0.09147568,0.00000000
-4.47523762,0.74834495,0.10613022,0.18730825,0.11594491,0.22090886,0.09706768,0.00000000
-4.46923462,0.77334283,0.11155728,0.19734121,0.11907426,0.22446889,0.10418438,0.00000000
-4.46323162,0.80242592,0.11852809,0.20952051,0.12183661,0.22791431,0.11293082,0.00000000
-4.45722861,0.83582846,0.12714971,0.22400911,0.12418212,0.23122013,0.12340098,0.00000000
-4.45122561,0.87378955,0.13751884,0.24096387,0.12607316,0.23437894,0.13567526,0.00000000
-4.44522261,0.91654237,0.14971842,0.26052890,0.12748508,0.23740003,0.14981745,0.00000000
-4.43921961,0.96430064,0.16381406,0.28282810,0.12840658,0.24030758,0.16587156,0.00000000
-4.43321661,1.01724263,0.17985030,0.30795717,0.12883944,0.24313807,0.18385834,0.00000000
-4.42721361,1.07549340,0.19784686,0.33597537,0.12879771,0.24593698,0.20377191,0.00000000
-4.42121061,1.13910629,0.21779506,0.36689739,0.12830649,0.24875499,0.22557642,0.00000000
-4.41520760,1.20804454,0.23965468,0.40068576,0.12740027,0.25164385,0.24920313,0.00000000
-4.40920460,1.28216419,0.26335128,0.43724431,0.12612097,0.25465216,0.27454796,0.00000000
-4.40320160,1.36119950,0.28877436,0.47641300,0.12451582,0.25782123,0.30146985,0.00000000
-4.39719860,1.44475201,0.31577646,0.51796462,0.12263517,0.26118149,0.32979011,0.00000000
-4.39119560,1.53228417,0.34417331,0.56160380,0.12053034,0.26474934,0.35929283,0.00000000
-4.38519260,1.62311850,0.37374523,0.60696840,0.11825164,0.26852496,0.38972660,0.00000000
-4.37918959,1.71644284,0.40423978,0.65363370,0.11584672,0.27249105,0.42080750,0.00000000
-4.37318659,1.81132194,0.43537563,0.70111932,0.11335921,0.27661270,0.45222345,0.00000000
-4.36718359,1.90671536,0.46684772,0.74889879,0.11082785,0.28083837,0.48363981,0.00000000
-4.36118059,2.00150129,0.49833332,0.79641165,0.10828603,0.28510210,0.51470605,0.00000000
-4.35517759,2.09450554,0.52949912,0.84307762,0.10576181,0.28932662,0.54506339,0.00000000
-4.34917459,2.18453449,0.56000884,0.88831238,0.10327839,0.29342753,0.57435304,0.00000000
-4.34317159,2.27041087,0.58953117,0.93154438,0.10085493,0.29731797,0.60222477,0.00000000
-4.33716858,2.35101061,0.61774778,0.97223199,0.09850769,0.30091391,0.62834552,0.00000000
-4.33116558,2.42529919,0.64436097,1.00988030,0.09625140,0.30413944,0.65240764,0.00000000
-4.32516258,2.49236583,0.66910079,1.04405670,0.09410067,0.30693198,0.67413644,0.00000000
-4.31915958,2.55145379,0.69173118,1.07440478,0.09207141,0.30924695,0.69329681,0.00000000
-4.31315658,2.60198548,0.71205503,1.10065565,0.09018214,0.31106173,0.70969856,0.00000000
-4.30715358,2.64358108,0.72991796,1.12263636,0.08845503,0.31237864,0.72320034,0.00000000
