energy_ev,total_up,Au_p_up,Au_d_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up
-6.00000000,4.73751857,0.41115541,4.40225938,0.09719891,0.00000000,0.00088364,0.18254055
-5.99399700,4.67958541,0.40422083,4.35174682,0.09258438,0.00000000,0.00083050,0.17750478
-5.98799400,4.60354813,0.39590444,4.28424576,0.08797573,0.00000000,0.00078198,0.17179620
-5.98199100,4.51039277,0.38640833,4.20058075,0.08341726,0.00000000,0.00073895,0.16550789
-5.97598799,4.40155853,0.37597686,4.10199942,0.07895780,0.00000000,0.00070228,0.15874812
-5.96998499,4.27891689,0.36489264,3.99015513,0.07464984,0.00000000,0.00067286,0.15163794
-5.96398199,4.14473538,0.35347137,3.86707500,0.07054853,0.00000000,0.00065157,0.14430837
-5.95797899,4.00162681,0.34205566,3.73511424,0.06671060,0.00000000,0.00063933,0.13689740
-5.95197599,3.85248557,0.33100784,3.59689805,0.06319313,0.00000000,0.00063709,0.12954678
-5.94597299,3.70041317,0.32070212,3.45525326,0.06005236,0.00000000,0.00064580,0.12239877
-5.93996998,3.54863553,0.31151605,3.31313193,0.05734243,0.00000000,0.00066645,0.11559287
-5.93396698,3.40041493,0.30382158,3.17352987,0.05511406,0.00000000,0.00070004,0.10926275
-5.92796398,3.25895970,0.29797593,3.03940283,0.05341331,0.00000000,0.00074755,0.10353325
-5.92196098,3.12733487,0.29431229,2.91358352,0.05228026,0.00000000,0.00080997,0.09851763
-5.91595798,3.00837663,0.29313073,2.79870224,0.05174779,0.00000000,0.00088824,0.09431518
-5.90995498,2.90461376,0.29468938,2.69711394,0.05184038,0.00000000,0.00098324,0.09100900
-5.90395198,2.81819819,0.29919616,2.61083400,0.05257301,0.00000000,0.00109578,0.08866422
-5.89794897,2.75084717,0.30680122,2.54148487,0.05395014,0.00000000,0.00122654,0.08732653
-5.89194597,2.70379854,0.31759033,2.49025512,0.05596489,0.00000000,0.00137608,0.08702104
-5.88594297,2.67778035,0.33157941,2.45787188,0.05859840,0.00000000,0.00154476,0.08775161
-5.87993997,2.67299554,0.34871050,2.44458740,0.06181936,0.00000000,0.00173275,0.08950046
-5.87393697,2.68912195,0.36884924,2.45017972,0.06558391,0.00000000,0.00194000,0.09222830
-5.86793397,2.72532721,0.39178426,2.47396716,0.06983583,0.00000000,0.00216618,0.09587481
-5.86193097,2.78029790,0.41722841,2.51483575,0.07450703,0.00000000,0.00241069,0.10035957
-5.85592796,2.85228183,0.44482222,2.57127836,0.07951848,0.00000000,0.00267262,0.10558345
-5.84992496,2.93914175,0.47413947,2.64144413,0.08478147,0.00000000,0.00295072,0.11143046
-5.84392196,3.03841890,0.50469498,2.72319628,0.09019930,0.00000000,0.00324345,0.11777001
-5.83791896,3.14740410,0.53595448,2.81417624,0.09566930,0.00000000,0.00354889,0.12445966
-5.83191596,3.26321421,0.56734660,2.91187209,0.10108514,0.00000000,0.00386480,0.13134820
-5.82591296,3.38287158,0.59827637,3.01368904,0.10633944,0.00000000,0.00418861,0.13827912
-5.81990995,3.50338405,0.62814031,3.11701974,0.11132658,0.00000000,0.00451746,0.14509432
-5.81390695,3.62182315,0.65634236,3.21931234,0.11594551,0.00000000,0.00484820,0.15163806
-5.80790395,3.73539825,0.68231032,3.31813445,0.12010264,0.00000000,0.00517744,0.15776089
-5.80190095,3.84152464,0.70551214,3.41123120,0.12371459,0.00000000,0.00550160,0.16332364
-5.79589795,3.93788374,0.72547161,3.49657602,0.12671069,0.00000000,0.00581698,0.16820117
-5.78989495,4.02247400,0.74178266,3.57241310,0.12903522,0.00000000,0.00611984,0.17228580
-5.78389195,4.09365136,0.75412192,3.63729059,0.13064910,0.00000000,0.00640644,0.17549033
