energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.52576288,7.87137561,0.02343797,0.69923622,0.59189751,0.00000000,2.40723857,5.20703042,2.09251245,0.00000000
-5.51975988,7.80619524,0.02362385,0.67542770,0.60553467,0.00000000,2.38018525,5.16602365,2.10502237,0.00000000
-5.51375688,7.72745295,0.02374113,0.65077076,0.61780156,0.00000000,2.35018906,5.11664838,2.11213144,0.00000000
-5.50775388,7.63593133,0.02378261,0.62563404,0.62857634,0.00000000,2.31719176,5.05939025,2.11387439,0.00000000
-5.50175088,7.53273191,0.02374276,0.60040208,0.63777247,0.00000000,2.28123138,4.99491762,2.11044881,0.00000000
-5.49574787,7.41929041,0.02361797,0.57546574,0.64534650,0.00000000,2.24244942,4.92409671,2.10222048,0.00000000
-5.48974487,7.29738373,0.02340682,0.55121283,0.65130566,0.00000000,2.20109648,4.84800144,2.08972375,0.00000000
-5.48374187,7.16912689,0.02311017,0.52801924,0.65571450,0.00000000,2.15753568,4.76791621,2.07365679,0.00000000
-5.47773887,7.03695814,0.02273136,0.50624067,0.65870024,0.00000000,2.11224312,4.68533051,2.05487118,0.00000000
-5.47173587,6.90361080,0.02227618,0.48620525,0.66045622,0.00000000,2.06580464,4.60192423,2.03435599,0.00000000
-5.46573287,6.77207124,0.02175288,0.46820699,0.66124314,0.00000000,2.01890840,4.51954307,2.01321626,0.00000000
-5.45972986,6.64552266,0.02117201,0.45250031,0.66138758,0.00000000,1.97233302,4.44016396,1.99264630,0.00000000
-5.45372686,6.52727534,0.02054624,0.43929558,0.66127762,0.00000000,1.92693095,4.36585089,1.97389817,0.00000000
-5.44772386,6.42068443,0.01989003,0.42875577,0.66135539,0.00000000,1.88360732,4.29870200,1.95824625,0.00000000
-5.44172086,6.32905744,0.01921927,0.42099417,0.66210650,0.00000000,1.84329466,4.24078938,1.94694851,0.00000000
-5.43571786,6.25555385,0.01855085,0.41607319,0.66404660,0.00000000,1.80692400,4.19409358,1.94120588,0.00000000
-5.42971486,6.20308039,0.01790216,0.41400413,0.66770527,0.00000000,1.77539330,4.16043506,1.94212064,0.00000000
-5.42371186,6.17418546,0.01729056,0.41474802,0.67360777,0.00000000,1.74953435,4.14140525,1.95065553,0.00000000
-5.41770885,6.17095706,0.01673286,0.41821728,0.68225526,0.00000000,1.73007929,4.13830021,1.96759479,0.00000000
-5.41170585,6.19492833,0.01624479,0.42427829,0.69410417,0.00000000,1.71762829,4.15205963,1.99350873,0.00000000
-5.40570285,6.24699514,0.01584047,0.43275467,0.70954562,0.00000000,1.71261975,4.18321420,2.02872342,0.00000000
-5.39969985,6.32734967,0.01553200,0.44343122,0.72888578,0.00000000,1.71530452,4.23184402,2.07329678,0.00000000
-5.39369685,6.43543382,0.01532899,0.45605846,0.75232797,0.00000000,1.72572552,4.29755039,2.12700240,0.00000000
-5.38769385,6.56991538,0.01523831,0.47035760,0.77995765,0.00000000,1.74370395,4.37944287,2.18932225,0.00000000
-5.38169085,6.72868936,0.01526379,0.48602584,0.81173083,0.00000000,1.76883314,4.47614300,2.25944893,0.00000000
-5.37568784,6.90890579,0.01540615,0.50274194,0.84746684,0.00000000,1.80048067,4.58580533,2.33629806,0.00000000
-5.36968484,7.10702445,0.01566290,0.52017190,0.88684596,0.00000000,1.83779917,4.70615586,2.41853084,0.00000000
-5.36368184,7.31889573,0.01602848,0.53797474,0.92941226,0.00000000,1.87974590,4.83454709,2.50458645,0.00000000
-5.35767884,7.53986590,0.01649439,0.55580813,0.97458180,0.00000000,1.92511044,4.96802839,2.59272369,0.00000000
-5.35167584,7.76490385,0.01704951,0.57333403,1.02165617,0.00000000,1.97255009,5.10342952,2.68107052,0.00000000
-5.34567284,7.98874545,0.01768045,0.59022407,1.06984092,0.00000000,2.02063144,5.23745475,2.76768012,0.00000000
-5.33966983,8.20605089,0.01837200,0.60616473,1.11826837,0.00000000,2.06787699,5.36678440,2.85059162,0.00000000
-5.33366683,8.41156962,0.01910764,0.62086230,1.16602397,0.00000000,2.11281474,5.48818031,2.92789327,0.00000000
-5.32766383,8.60030698,0.01987014,0.63404754,1.21217511,0.00000000,2.15402915,5.59859147,2.99778578,0.00000000
-5.32166083,8.76768656,0.02064212,0.64548005,1.25580144,0.00000000,2.19021112,5.69525607,3.05864349,0.00000000
-5.31565783,8.90970225,0.02140663,0.65495231,1.29602509,0.00000000,2.22020519,5.77579618,3.10907095,0.00000000
-5.30965483,9.02305414,0.02214777,0.66229339,1.33203990,0.00000000,2.24305183,5.83830158,3.14795266,0.00000000
-5.30365183,9.10526309,0.02285123,0.66737220,1.36313808,0.00000000,2.25802320,5.88139944,3.17449394,0.00000000
-5.29764882,9.15475952,0.02350478,0.67010032,1.38873336,0.00000000,2.26465066,5.90430743,3.18825133,0.00000000
-5.29164582,9.17094270,0.02409869,0.67043428,1.40837945,0.00000000,2.26274318,5.90686782,3.18915108,0.00000000
-5.28564282,9.15420825,0.02462606,0.66837713,1.42178331,0.00000000,2.25239552,5.88956149,3.17749508,0.00000000
-5.27963982,9.10594240,0.02508309,0.66397927,1.42881240,0.00000000,2.23398618,5.85350077,3.15395369,0.00000000
-5.27363682,9.02848308,0.02546923,0.65733841,1.42949598,0.00000000,2.20816499,5.80040142,3.11954592,0.00000000
-5.26763382,8.92504885,0.02578715,0.64859843,1.42402032,0.00000000,2.17583096,5.73253428,3.07560733,0.00000000
-5.26163082,8.79963834,0.02604274,0.63794721,1.41271829,0.00000000,2.13810138,5.65265818,3.02374708,0.00000000
-5.25562781,8.65690322,0.02624491,0.62561320,1.39605400,0.00000000,2.09627330,5.56393609,2.96579553,0.00000000
-5.24962481,8.50199956,0.02640532,0.61186072,1.37460315,0.00000000,2.05177913,5.46983721,2.90374435,0.00000000
-5.24362181,8.34042227,0.02653806,0.59698409,1.34903034,0.00000000,2.00613791,5.37402823,2.83968128,0.00000000
-5.23761881,8.17782866,0.02665921,0.58130049,1.32006428,0.00000000,1.96090435,5.28025700,2.77572198,0.00000000
-5.23161581,8.01985697,0.02678637,0.56514191,1.28847215,0.00000000,1.91761729,5.19223271,2.71394123,0.00000000
-5.22561281,7.87194599,0.02693820,0.54884605,1.25503426,0.00000000,1.87774963,5.11350616,2.65630600,0.00000000
-5.21960980,7.73916196,0.02713381,0.53274685,1.22051993,0.00000000,1.84266136,5.04735417,2.60461265,0.00000000
-5.21360680,7.62603827,0.02739226,0.51716455,1.18566567,0.00000000,1.81355723,4.99667192,2.56043039,0.00000000
-5.20760380,7.53643331,0.02773201,0.50239594,1.15115623,0.00000000,1.79145039,4.96387656,2.52505278,0.00000000
-5.20160080,7.47341095,0.02817033,0.48870505,1.11760916,0.00000000,1.77713301,4.95082557,2.49945896,0.00000000
-5.19559780,7.43914733,0.02872283,0.47631463,1.08556313,0.00000000,1.77115465,4.95875230,2.48428567,0.00000000
-5.18959480,7.43486683,0.02940293,0.46539892,1.05546998,0.00000000,1.77380876,4.98822111,2.47981091,0.00000000
-5.18359180,7.46080895,0.03022141,0.45607798,1.02769070,0.00000000,1.78512767,5.03910349,2.48594962,0.00000000
-5.17758879,7.51622689,0.03118599,0.44841388,1.00249469,0.00000000,1.80488564,5.11057620,2.50226139,0.00000000
-5.17158579,7.59941750,0.03230094,0.44240895,0.98006215,0.00000000,1.83260997,5.20114142,2.52796971,0.00000000
-5.16558279,7.70778127,0.03356681,0.43800630,0.96048901,0.00000000,1.86759939,5.30866836,2.56199202,0.00000000
-5.15957979,7.83790996,0.03498015,0.43509255,0.94379387,0.00000000,1.90894900,5.43045504,2.60297933,0.00000000
-5.15357679,7.98569878,0.03653339,0.43350280,0.92992634,0.00000000,1.95558096,5.56330805,2.64936399,0.00000000
-5.14757379,8.14647898,0.03821470,0.43302760,0.91877638,0.00000000,2.00627985,5.70363767,2.69941386,0.00000000
-5.14157079,8.31516631,0.04000808,0.43342171,0.91018406,0.00000000,2.05973160,5.84756503,2.75129098,0.00000000
-5.13556778,8.48642013,0.04189346,0.43441433,0.90394942,0.00000000,2.11456494,5.99103766,2.80311265,0.00000000
-5.12956478,8.65480796,0.04384692,0.43572027,0.89984215,0.00000000,2.16939403,6.12994933,2.85301296,0.00000000
-5.12356178,8.81496984,0.04584111,0.43705182,0.89761084,0.00000000,2.22286132,6.26026010,2.89920256,0.00000000
-5.11755878,8.96177717,0.04784568,0.43813060,0.89699171,0.00000000,2.27367927,6.37811250,2.94002488,0.00000000
-5.11155578,9.09048119,0.04982793,0.43869904,0.89771689,0.00000000,2.32066997,6.47993983,2.97400682,0.00000000
-5.10555278,9.19684624,0.05175349,0.43853106,0.89952198,0.00000000,2.36280158,6.56256312,2.99990264,0.00000000
-5.09954977,9.27726422,0.05358713,0.43744135,0.90215324,0.00000000,2.39922053,6.62327377,3.01672946,0.00000000
-5.09354677,9.32884687,0.05529368,0.43529303,0.90537425,0.00000000,2.42927864,6.65989929,3.02379373,0.00000000
-5.08754377,9.34949382,0.05683891,0.43200336,0.90897210,0.00000000,2.45255438,6.67085071,3.02070783,0.00000000
-5.08154077,9.33793481,0.05819055,0.42754726,0.91276309,0.00000000,2.46886755,6.65515056,3.00739664,0.00000000
-5.07553777,9.29374585,0.05931918,0.42195846,0.91659787,0.00000000,2.47828679,6.61244133,2.98409418,0.00000000
-5.06953477,9.21733951,0.06019918,0.41532840,0.92036590,0.00000000,2.48112966,6.54297502,2.95133056,0.00000000
-5.06353177,9.10993065,0.06080951,0.40780283,0.92399901,0.00000000,2.47795494,6.44758501,2.90991016,0.00000000
-5.05752876,8.97347943,0.06113444,0.39957628,0.92747384,0.00000000,2.46954710,6.32764213,2.86088157,0.00000000
-5.05152576,8.81061415,0.06116408,0.39088461,0.93081300,0.00000000,2.45689327,6.18499707,2.80550082,0.00000000
-5.04552276,8.62453683,0.06089481,0.38199601,0.93408451,0.00000000,2.44115296,6.02191189,2.74518885,0.00000000
-5.03951976,8.41891496,0.06032944,0.37320071,0.93739959,0.00000000,2.42362126,5.84098335,2.68148470,0.00000000
-5.03351676,8.19776289,0.05947721,0.36479980,0.94090836,0.00000000,2.40568648,5.64506084,2.61599594,0.00000000
-5.02751376,7.96531680,0.05835363,0.35709366,0.94479362,0.00000000,2.38878331,5.43716192,2.55034773,0.00000000
-5.02151076,7.72590696,0.05698002,0.35037027,0.94926267,0.00000000,2.37434311,5.22038792,2.48613217,0.00000000
-5.01550775,7.48383116,0.05538303,0.34489397,0.95453741,0.00000000,2.36374285,4.99784231,2.42485928,0.00000000
-5.00950475,7.24323313,0.05359385,0.34089502,0.96084302,0.00000000,2.35825461,4.77255393,2.36791128,0.00000000
-5.00350175,7.00798960,0.05164746,0.33856037,0.96839581,0.00000000,2.35899780,4.54740707,2.31650147,0.00000000
-4.99749875,6.78160932,0.04958165,0.33802588,0.97739075,0.00000000,2.36689587,4.32508012,2.27163907,0.00000000
-4.99149575,6.56714740,0.04743617,0.33937051,0.98798940,0.00000000,2.38263989,4.10799410,2.23410131,0.00000000
-4.98549275,6.36713758,0.04525173,0.34261249,1.00030911,0.00000000,2.40666055,3.89827203,2.20441367,0.00000000
-4.97948974,6.18354475,0.04306916,0.34770780,1.01441398,0.00000000,2.43911050,3.69771006,2.18283923,0.00000000
-4.97348674,6.01773944,0.04092856,0.35455094,1.03030866,0.00000000,2.47985808,3.50776056,2.16937760,0.00000000
-4.96748374,5.87049520,0.03886863,0.36297809,1.04793512,0.00000000,2.52849341,3.32952745,2.16377370,0.00000000
-4.96148074,5.74200898,0.03692609,0.37277254,1.06717313,0.00000000,2.58434681,3.16377333,2.16553622,0.00000000
-4.95547774,5.63194381,0.03513518,0.38367211,1.08784449,0.00000000,2.64651934,3.01093790,2.17396525,0.00000000
-4.94947474,5.53949193,0.03352742,0.39537848,1.10972094,0.00000000,2.71392425,2.87116672,2.18818812,0.00000000
-4.94347174,5.46345566,0.03213135,0.40756792,1.13253534,0.00000000,2.78533752,2.74434895,2.20720200,0.00000000
-4.93746873,5.40234256,0.03097247,0.41990301,1.15599574,0.00000000,2.85945518,2.63016242,2.22992156,0.00000000
-4.93146573,5.35447011,0.03007321,0.43204488,1.17980115,0.00000000,2.93495446,2.52812412,2.25522956,0.00000000
-4.92546273,5.31807519,0.02945292,0.44366550,1.20365830,0.00000000,3.01055554,2.43764389,2.28202797,0.00000000
-4.91945973,5.29142255,0.02912797,0.45445925,1.22729800,0.00000000,3.08508035,2.35807898,2.30928723,0.00000000
-4.91345673,5.27290703,0.02911170,0.46415356,1.25048998,0.00000000,3.15750507,2.28878698,2.33609099,0.00000000
-4.90745373,5.26114380,0.02941439,0.47251784,1.27305500,0.00000000,3.22700306,2.22917475,2.36167425,0.00000000
-4.90145073,5.25504189,0.03004313,0.47937045,1.29487334,0.00000000,3.29297547,2.17874112,2.38545255,0.00000000
-4.89544772,5.25385694,0.03100163,0.48458332,1.31588856,0.00000000,3.35506752,2.13711115,2.40704074,0.00000000
-4.88944472,5.25722007,0.03228987,0.48808403,1.33610637,0.00000000,3.41316901,2.10406057,2.42626024,0.00000000
-4.88344172,5.26514115,0.03390372,0.48985529,1.35558818,0.00000000,3.46739900,2.07952887,2.44313425,0.00000000
-4.87743872,5.27798631,0.03583449,0.48993192,1.37443963,0.00000000,3.51807511,2.06362058,2.45787119,0.00000000
-4.87143572,5.29643073,0.03806843,0.48839540,1.39279473,0.00000000,3.56566931,2.05659448,2.47083723,0.00000000
-4.86543272,5.32138937,0.04058621,0.48536656,1.41079656,0.00000000,3.61075273,2.05884121,2.48251955,0.00000000
-4.85942971,5.35392959,0.04336254,0.48099662,1.42857566,0.00000000,3.65393284,2.07085031,2.49348233,0.00000000
-4.85342671,5.39517061,0.04636582,0.47545727,1.44622781,0.00000000,3.69578706,2.09316821,2.50431817,0.00000000
-4.84742371,5.44617552,0.04955801,0.46893032,1.46379254,0.00000000,3.73679692,2.12634903,2.51559773,0.00000000
-4.84142071,5.50784208,0.05289467,0.46159746,1.48123421,0.00000000,3.77728722,2.17090073,2.52782051,0.00000000
-4.83541771,5.58079847,0.05632526,0.45363076,1.49842695,0.00000000,3.81737414,2.22722898,2.54136982,0.00000000
-4.82941471,5.66531010,0.05979378,0.44518445,1.51514489,0.00000000,3.85692580,2.29558154,2.55647437,0.00000000
-4.82341171,5.76120252,0.06323961,0.43638826,1.53105861,0.00000000,3.89553818,2.37599584,2.57317894,0.00000000
-4.81740870,5.86780503,0.06659871,0.42734280,1.54573825,0.00000000,3.93252810,2.46825238,2.59132562,0.00000000
-4.81140570,5.98391810,0.06980504,0.41811707,1.55866363,0.00000000,3.96694397,2.57183629,2.61054676,0.00000000
-4.80540270,6.10780644,0.07279221,0.40874805,1.56924088,0.00000000,3.99759416,2.68590919,2.63026994,0.00000000
-4.79939970,6.23721831,0.07549536,0.39924253,1.57682485,0.00000000,4.02309116,2.80929290,2.64973458,0.00000000
-4.79339670,6.36943027,0.07785296,0.38958065,1.58074620,0.00000000,4.04190948,2.94046642,2.66801923,0.00000000
-4.78739370,6.50131508,0.07980883,0.37972105,1.58034159,0.00000000,4.05245370,3.07757665,2.68407788,0.00000000
-4.78139070,6.62942988,0.08131388,0.36960717,1.57498535,0.00000000,4.05313299,3.21846318,2.69678323,0.00000000
-4.77538769,6.75012028,0.08232781,0.35917417,1.56412083,0.00000000,4.04243790,3.36069668,2.70497467,0.00000000
-4.76938469,6.85963587,0.08282047,0.34835614,1.54728958,0.00000000,4.01901507,3.50162994,2.70750821,0.00000000
-4.76338169,6.95425204,0.08277296,0.33709302,1.52415677,0.00000000,3.98173596,3.63846011,2.70330610,0.00000000
-4.75737869,7.03039295,0.08217825,0.32533692,1.49453141,0.00000000,3.92975596,3.76830015,2.69140346,0.00000000
-4.75137569,7.08475073,0.08104151,0.31305744,1.45838033,0.00000000,3.86256098,3.88825717,2.67098997,0.00000000
-4.74537269,7.11439620,0.07937987,0.30024576,1.41583513,0.00000000,3.77999942,3.99551478,2.64144488,0.00000000
-4.73936968,7.11687707,0.07722182,0.28691734,1.36719195,0.00000000,3.68229839,4.08741664,2.60236380,0.00000000
-4.73336668,7.09030028,0.07460623,0.27311312,1.31290413,0.00000000,3.57006387,4.16154799,2.55357682,0.00000000
-4.72736368,7.03339586,0.07158095,0.25889939,1.25356830,0.00000000,3.44426548,4.21581207,2.49515723,0.00000000
-4.72136068,6.94556043,0.06820122,0.24436624,1.18990482,0.00000000,3.30620730,4.24849836,2.42742132,0.00000000
-4.71535768,6.82687965,0.06452774,0.22962493,1.12273382,0.00000000,3.15748678,4.25834002,2.35091955,0.00000000
-4.70935468,6.67812932,0.06062480,0.21480442,1.05294798,0.00000000,2.99994438,4.24455806,2.26642014,0.00000000
-4.70335168,6.50075578,0.05655820,0.20004720,0.98148376,0.00000000,2.83560674,4.20689043,2.17488619,0.00000000
-4.69734867,6.29683716,0.05239337,0.18550479,0.90929233,0.00000000,2.66662637,4.14560477,2.07744763,0.00000000
-4.69134567,6.06902715,0.04819355,0.17133316,0.83731161,0.00000000,2.49522062,4.06149429,1.97536946,0.00000000
-4.68534267,5.82048384,0.04401818,0.15768830,0.76644070,0.00000000,2.32361265,3.95585681,1.87001760,0.00000000
-4.67933967,5.55478642,0.03992154,0.14472207,0.69751751,0.00000000,2.15397656,3.83045789,1.76282375,0.00000000
-4.67333667,5.27584259,0.03595173,0.13257861,0.63130040,0.00000000,1.98838839,3.68747954,1.65525046,0.00000000
-4.66733367,4.98778996,0.03214989,0.12139121,0.56845423,0.00000000,1.82878421,3.52945652,1.54875732,0.00000000
-4.66133067,4.69489451,0.02854979,0.11127987,0.50954095,0.00000000,1.67692611,3.35920292,1.44476924,0.00000000
-4.65532766,4.40144907,0.02517764,0.10234940,0.45501461,0.00000000,1.53437606,3.17973183,1.34464733,0.00000000
-4.64932466,4.11167472,0.02205229,0.09468809,0.40522048,0.00000000,1.40247763,2.99417133,1.24966282,0.00000000
-4.64332166,3.82962764,0.01918554,0.08836677,0.36039777,0.00000000,1.28234476,2.80567987,1.16097427,0.00000000
