energy_ev,total_up,Al_p_up,Al_d_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-6.00000000,0.97735950,0.06270257,0.00000000,0.37796748,0.40418443,0.26230872,0.00000000
-5.99399700,1.02355068,0.06896230,0.00000000,0.40040912,0.42284845,0.26412755,0.00000000
-5.98799400,1.07329639,0.07545560,0.00000000,0.42422493,0.44277319,0.26743459,0.00000000
-5.98199100,1.12594040,0.08210558,0.00000000,0.44903802,0.46373798,0.27218344,0.00000000
-5.97598799,1.18072642,0.08882619,0.00000000,0.47445045,0.48547555,0.27829986,0.00000000
-5.96998499,1.23682002,0.09552366,0.00000000,0.50005400,0.50768068,0.28568567,0.00000000
-5.96398199,1.29333420,0.10209834,0.00000000,0.52544171,0.53002046,0.29422318,0.00000000
-5.95797899,1.34935746,0.10844686,0.00000000,0.55021991,0.55214597,0.30378022,0.00000000
-5.95197599,1.40398321,0.11446456,0.00000000,0.57401999,0.57370447,0.31421530,0.00000000
-5.94597299,1.45633904,0.12004811,0.00000000,0.59650972,0.59435174,0.32538265,0.00000000
-5.93996998,1.50561474,0.12509831,0.00000000,0.61740331,0.61376394,0.33713700,0.00000000
-5.93396698,1.55108745,0.12952280,0.00000000,0.63646985,0.63164836,0.34933755,0.00000000
-5.92796398,1.59214294,0.13323874,0.00000000,0.65353972,0.64775258,0.36185124,0.00000000
-5.92196098,1.62829202,0.13617529,0.00000000,0.66850846,0.66187166,0.37455495,0.00000000
-5.91595798,1.65918126,0.13827572,0.00000000,0.68133811,0.67385297,0.38733664,0.00000000
-5.90995498,1.68459768,0.13949914,0.00000000,0.69205571,0.68359860,0.40009539,0.00000000
-5.90395198,1.70446734,0.13982180,0.00000000,0.70074910,0.69106522,0.41274042,0.00000000
-5.89794897,1.71884794,0.13923778,0.00000000,0.70756022,0.69626150,0.42518926,0.00000000
-5.89194597,1.72791616,0.13775914,0.00000000,0.71267615,0.69924348,0.43736517,0.00000000
-5.88594297,1.73195051,0.13541551,0.00000000,0.71631842,0.70010803,0.44919422,0.00000000
-5.87993997,1.73131071,0.13225308,0.00000000,0.71873102,0.69898497,0.46060212,0.00000000
-5.87393697,1.72641494,0.12833308,0.00000000,0.72016783,0.69602839,0.47151127,0.00000000
-5.86793397,1.71771618,0.12372989,0.00000000,0.72087993,0.69140756,0.48183824,0.00000000
-5.86193097,1.70567897,0.11852868,0.00000000,0.72110350,0.68529811,0.49149194,0.00000000
-5.85592796,1.69075784,0.11282287,0.00000000,0.72104891,0.67787383,0.50037267,0.00000000
-5.84992496,1.67337851,0.10671137,0.00000000,0.72089139,0.66929957,0.50837235,0.00000000
-5.84392196,1.65392262,0.10029588,0.00000000,0.72076381,0.65972561,0.51537574,0.00000000
-5.83791896,1.63271679,0.09367813,0.00000000,0.72075175,0.64928355,0.52126305,0.00000000
-5.83191596,1.61002615,0.08695744,0.00000000,0.72089115,0.63808403,0.52591340,0.00000000
-5.82591296,1.58605257,0.08022837,0.00000000,0.72116843,0.62621611,0.52920944,0.00000000
-5.81990995,1.56093731,0.07357888,0.00000000,0.72152309,0.61374827,0.53104255,0.00000000
-5.81390695,1.53476755,0.06708869,0.00000000,0.72185257,0.60073082,0.53131853,0.00000000
-5.80790395,1.50758631,0.06082817,0.00000000,0.72201903,0.58719939,0.52996348,0.00000000
-5.80190095,1.47940477,0.05485761,0.00000000,0.72185760,0.57317925,0.52692940,0.00000000
-5.79589795,1.45021613,0.04922687,0.00000000,0.72118576,0.55869004,0.52219932,0.00000000
-5.78989495,1.42001014,0.04397545,0.00000000,0.71981333,0.54375065,0.51579153,0.00000000
-5.78389195,1.38878718,0.03913283,0.00000000,0.71755243,0.52838376,0.50776274,0.00000000
-5.77788894,1.35657118,0.03471915,0.00000000,0.71422714,0.51261994,0.49820976,0.00000000
-5.77188594,1.32342047,0.03074607,0.00000000,0.70968230,0.49650095,0.48726976,0.00000000
-5.76588294,1.28943609,0.02721774,0.00000000,0.70379109,0.48008212,0.47511881,0.00000000
-5.75987994,1.25476701,0.02413194,0.00000000,0.69646102,0.46343360,0.46196882,0.00000000
-5.75387694,1.21961198,0.02148118,0.00000000,0.68763820,0.44664064,0.44806283,0.00000000
-5.74787394,1.18421804,0.01925374,0.00000000,0.67730975,0.42980272,0.43366891,0.00000000
-5.74187094,1.14887571,0.01743469,0.00000000,0.66550423,0.41303173,0.41907274,0.00000000
-5.73586793,1.11391118,0.01600673,0.00000000,0.65229019,0.39644929,0.40456928,0.00000000
-5.72986493,1.07967586,0.01495098,0.00000000,0.63777303,0.38018335,0.39045369,0.00000000
