energy_ev,total_up,Ag_p_up,Ag_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.68784392,6.85047262,0.44904135,1.94256120,1.58525639,4.77605860,0.00343786,0.08978233,0.18636092,0.00000000
-5.68184092,6.76312485,0.44466621,1.96701534,1.55599928,4.66284009,0.00361326,0.08865666,0.18341052,0.00000000
-5.67583792,6.67651924,0.43997735,1.99135959,1.52590764,4.55094309,0.00378971,0.08745689,0.18067090,0.00000000
-5.66983492,6.58995996,0.43501072,2.01478600,1.49492931,4.44045671,0.00396336,0.08619910,0.17810592,0.00000000
-5.66383192,6.50256359,0.42979318,2.03642866,1.46299149,4.33133700,0.00413032,0.08489719,0.17567215,0.00000000
-5.65782891,6.41331394,0.42434141,2.05539392,1.43000819,4.22343362,0.00428682,0.08356242,0.17332040,0.00000000
-5.65182591,6.32112530,0.41866144,2.07079385,1.39588875,4.11652142,0.00442931,0.08220320,0.17099777,0.00000000
-5.64582291,6.22491105,0.41274897,2.08178167,1.36054719,4.01033490,0.00455459,0.08082497,0.16864987,0.00000000
-5.63981991,6.12365385,0.40659054,2.08758739,1.32391161,3.90460373,0.00465993,0.07943042,0.16622330,0.00000000
-5.63381691,6.01647375,0.40016522,2.08755196,1.28593335,3.79908711,0.00474311,0.07801973,0.16366822,0.00000000
-5.62781391,5.90269049,0.39344708,2.08115821,1.24659525,3.69360508,0.00480259,0.07659111,0.16094075,0.00000000
-5.62181091,5.78187640,0.38640797,2.06805686,1.20591865,3.58806486,0.00483744,0.07514137,0.15800519,0.00000000
-5.61580790,5.65389714,0.37902073,2.04808636,1.16396874,3.48248088,0.00484749,0.07366661,0.15483598,0.00000000
-5.60980490,5.51893768,0.37126242,2.02128527,1.12085787,3.37698715,0.00483323,0.07216297,0.15141910,0.00000000
-5.60380190,5.37751226,0.36311759,1.98789653,1.07674680,3.27184148,0.00479583,0.07062733,0.14775307,0.00000000
-5.59779890,5.23045768,0.35458124,1.94836332,1.03184371,3.16742139,0.00473708,0.06905805,0.14384935,0.00000000
-5.59179590,5.07891019,0.34566144,1.90331654,0.98640107,3.06421185,0.00465931,0.06745554,0.13973215,0.00000000
-5.58579290,4.92426736,0.33638139,1.85355456,0.94071058,2.96278595,0.00456531,0.06582278,0.13543770,0.00000000
-5.57978989,4.76813702,0.32678088,1.80001614,0.89509635,2.86377958,0.00445819,0.06416569,0.13101308,0.00000000
-5.57378689,4.61227618,0.31691704,1.74374788,0.84990676,2.76786171,0.00434130,0.06249330,0.12651448,0.00000000
-5.56778389,4.45852312,0.30686434,1.68586782,0.80550539,2.67570225,0.00421812,0.06081786,0.12200522,0.00000000
-5.56178089,4.30872652,0.29671387,1.62752685,0.76226142,2.58793927,0.00409210,0.05915469,0.11755357,0.00000000
-5.55577789,4.16467535,0.28657200,1.56986988,0.72053996,2.50514772,0.00396660,0.05752196,0.11323034,0.00000000
-5.54977489,4.02803300,0.27655836,1.51399851,0.68069269,2.42781131,0.00384478,0.05594030,0.10910660,0.00000000
-5.54377189,3.90027923,0.26680336,1.46093696,0.64304928,2.35629934,0.00372950,0.05443230,0.10525148,0.00000000
-5.53776888,3.78266227,0.25744527,1.41160252,0.60790975,2.29084956,0.00362332,0.05302198,0.10173015,0.00000000
-5.53176588,3.67616349,0.24862706,1.36678192,0.57553813,2.23155802,0.00352841,0.05173419,0.09860212,0.00000000
-5.52576288,3.58147549,0.24049305,1.32711411,0.54615747,2.17837628,0.00344657,0.05059391,0.09591992,0.00000000
-5.51975988,3.49899435,0.23318543,1.29308018,0.51994631,2.13111594,0.00337919,0.04962566,0.09372809,0.00000000
-5.51375688,3.42882521,0.22684090,1.26500004,0.49703656,2.08945998,0.00332732,0.04885286,0.09206256,0.00000000
-5.50775388,3.37080029,0.22158731,1.24303588,0.47751265,2.05297992,0.00329167,0.04829722,0.09095043,0.00000000
-5.50175088,3.32450723,0.21754052,1.22720134,0.46141191,2.02115774,0.00327264,0.04797818,0.09040997,0.00000000
-5.49574787,3.28932549,0.21480139,1.21737573,0.44872581,1.99341091,0.00327042,0.04791239,0.09045094,0.00000000
-5.48974487,3.26446803,0.21345304,1.21332188,0.43940200,1.96911907,0.00328496,0.04811326,0.09107505,0.00000000
-5.48374187,3.24902548,0.21355833,1.21470646,0.43334680,1.94765062,0.00331609,0.04859050,0.09227660,0.00000000
-5.47773887,3.24201007,0.21515764,1.22112144,0.43042804,1.92838788,0.00336351,0.04934979,0.09404305,0.00000000
-5.47173587,3.24239672,0.21826694,1.23210540,0.43047800,1.91074930,0.00342685,0.05039237,0.09635571,0.00000000
-5.46573287,3.24915933,0.22287618,1.24716356,0.43329644,1.89420782,0.00350567,0.05171482,0.09919025,0.00000000
-5.45972986,3.26130069,0.22894816,1.26578571,0.43865347,1.87830454,0.00359949,0.05330880,0.10251722,0.00000000
-5.45372686,3.27787500,0.23641774,1.28746120,0.44629251,1.86265748,0.00370775,0.05516087,0.10630242,0.00000000
-5.44772386,3.29800288,0.24519176,1.31169083,0.45593314,1.84696528,0.00382986,0.05725246,0.11050718,0.00000000
-5.44172086,3.32087905,0.25514937,1.33799528,0.46727410,1.83100633,0.00396512,0.05955979,0.11508865,0.00000000
-5.43571786,3.34577368,0.26614329,1.36592043,0.47999649,1.81463388,0.00411274,0.06205409,0.11999999,0.00000000
-5.42971486,3.37202861,0.27800163,1.39503984,0.49376726,1.79776804,0.00427179,0.06470180,0.12519063,0.00000000
-5.42371186,3.39905016,0.29053069,1.42495507,0.50824326,1.78038578,0.00444122,0.06746504,0.13060660,0.00000000
-5.41770885,3.42630027,0.30351852,1.45529441,0.52307573,1.76250976,0.00461977,0.07030214,0.13619101,0.00000000
-5.41170585,3.45328756,0.31673929,1.48571086,0.53791553,1.74419725,0.00480603,0.07316845,0.14188469,0.00000000
-5.40570285,3.47956002,0.32995842,1.51588003,0.55241888,1.72552996,0.00499840,0.07601721,0.14762701,0.00000000
-5.39969985,3.50470036,0.34293835,1.54549860,0.56625368,1.70660542,0.00519512,0.07880065,0.15335693,0.00000000
-5.39369685,3.52832494,0.35544475,1.57428379,0.57910628,1.68753048,0.00539430,0.08147117,0.15901424,0.00000000
-5.38769385,3.55008644,0.36725293,1.60197424,0.59068828,1.66841713,0.00559392,0.08398261,0.16454094,0.00000000
-5.38169085,3.56968016,0.37815436,1.62833219,0.60074346,1.64938045,0.00579191,0.08629158,0.16988274,0.00000000
-5.37568784,3.58685313,0.38796273,1.65314708,0.60905412,1.63053861,0.00598617,0.08835874,0.17499056,0.00000000
-5.36968484,3.60141506,0.39651962,1.67624002,0.61544683,1.61201417,0.00617465,0.09015001,0.17982199,0.00000000
-5.36368184,3.61324966,0.40369915,1.69746876,0.61979704,1.59393617,0.00635539,0.09163767,0.18434259,0.00000000
-5.35767884,3.62232484,0.40941167,1.71673257,0.62203238,1.57644236,0.00652653,0.09280121,0.18852693,0.00000000
-5.35167584,3.62870023,0.41360610,1.73397625,0.62213433,1.55968059,0.00668644,0.09362798,0.19235934,0.00000000
-5.34567284,3.63253065,0.41627078,1.74919291,0.62013811,1.54380908,0.00683366,0.09411353,0.19583418,0.00000000
-5.33966983,3.63406446,0.41743288,1.76242462,0.61613062,1.52899477,0.00696696,0.09426163,0.19895572,0.00000000
-5.33366683,3.63363608,0.41715629,1.77376086,0.61024663,1.51540968,0.00708536,0.09408395,0.20173752,0.00000000
-5.32766383,3.63165249,0.41553805,1.78333438,0.60266308,1.50322507,0.00718809,0.09359951,0.20420137,0.00000000
-5.32166083,3.62857415,0.41270359,1.79131451,0.59359198,1.49260369,0.00727458,0.09283371,0.20637576,0.00000000
-5.31565783,3.62489105,0.40880092,1.79789822,0.58327196,1.48369040,0.00734444,0.09181724,0.20829407,0.00000000
-5.30965483,3.62109528,0.40399415,1.80329933,0.57195910,1.47660186,0.00739743,0.09058471,0.20999239,0.00000000
-5.30365183,3.61765197,0.39845665,1.80773660,0.55991724,1.47141592,0.00743337,0.08917319,0.21150732,0.00000000
-5.29764882,3.61497022,0.39236409,1.81142140,0.54740845,1.46816173,0.00745218,0.08762074,0.21287370,0.00000000
-5.29164582,3.61337641,0.38588792,1.81454593,0.53468399,1.46681116,0.00745376,0.08596492,0.21412243,0.00000000
-5.28564282,3.61309170,0.37918942,1.81727277,0.52197620,1.46727256,0.00743804,0.08424143,0.21527861,0.00000000
-5.27963982,3.61421550,0.37241471,1.81972674,0.50949174,1.46938741,0.00740490,0.08248291,0.21636005,0.00000000
-5.27363682,3.61671641,0.36569091,1.82198962,0.49740644,1.47293041,0.00735423,0.08071800,0.21737618,0.00000000
-5.26763382,3.62043151,0.35912354,1.82409823,0.48586197,1.47761330,0.00728589,0.07897065,0.21832760,0.00000000
-5.26163082,3.62507448,0.35279537,1.82604634,0.47496441,1.48309242,0.00719975,0.07725973,0.21920612,0.00000000
-5.25562781,3.63025227,0.34676651,1.82779017,0.46478473,1.48897986,0.00709575,0.07559893,0.21999544,0.00000000
-5.24962481,3.63548964,0.34107584,1.82925736,0.45536107,1.49485762,0.00697393,0.07399703,0.22067238,0.00000000
-5.24362181,3.64026026,0.33574351,1.83035896,0.44670248,1.50029429,0.00683449,0.07245833,0.22120851,0.00000000
-5.23761881,3.64402248,0.33077430,1.83100353,0.43879407,1.50486320,0.00667781,0.07098344,0.22157226,0.00000000
-5.23161581,3.64625787,0.32616163,1.83111265,0.43160289,1.50816121,0.00650459,0.06957010,0.22173126,0.00000000
-5.22561281,3.64650998,0.32189193,1.83063660,0.42508448,1.50982707,0.00631578,0.06821425,0.22165475,0.00000000
-5.21960980,3.64442118,0.31794901,1.82956936,0.41918936,1.50955831,0.00611272,0.06691112,0.22131607,0.00000000
-5.21360680,3.63976497,0.31431824,1.82796165,0.41386930,1.50712574,0.00589709,0.06565623,0.22069491,0.00000000
-5.20760380,3.63247208,0.31099027,1.82593122,0.40908291,1.50238473,0.00567095,0.06444645,0.21977934,0.00000000
-5.20160080,3.62264828,0.30796400,1.82366937,0.40480016,1.49528265,0.00543669,0.06328080,0.21856732,0.00000000
-5.19559780,3.61058286,0.30524876,1.82144332,0.40100573,1.48586206,0.00519704,0.06216116,0.21706786,0.00000000
-5.18959480,3.59674704,0.30286544,1.81959371,0.39770089,1.47425936,0.00495498,0.06109274,0.21530148,0.00000000
-5.18359180,3.58178202,0.30084670,1.81852740,0.39490393,1.46069923,0.00471370,0.06008431,0.21330016,0.00000000
-5.17758879,3.56647716,0.29923608,1.81870552,0.39264910,1.44548480,0.00447648,0.05914817,0.21110663,0.00000000
-5.17158579,3.55173933,0.29808621,1.82062723,0.39098413,1.42898445,0.00424665,0.05829989,0.20877316,0.00000000
-5.16558279,3.53855466,0.29745621,1.82480982,0.38996656,1.41161568,0.00402744,0.05755784,0.20635977,0.00000000
-5.15957979,3.52794476,0.29740834,1.83176600,0.38965915,1.39382700,0.00382192,0.05694246,0.20393211,0.00000000
-5.15357679,3.52091935,0.29800427,1.84197947,0.39012455,1.37607880,0.00363291,0.05647537,0.20155895,0.00000000
-5.14757379,3.51842783,0.29930102,1.85587981,0.39141963,1.35882417,0.00346283,0.05617843,0.19930951,0.00000000
-5.14157079,3.52131205,0.30134686,1.87381803,0.39358990,1.34249046,0.00331371,0.05607261,0.19725079,0.00000000
-5.13556778,3.53026256,0.30417739,1.89604379,0.39666414,1.32746268,0.00318707,0.05617691,0.19544483,0.00000000
-5.12956478,3.54578065,0.30781204,1.92268578,0.40064977,1.31406931,0.00308389,0.05650726,0.19394635,0.00000000
-5.12356178,3.56814780,0.31225110,1.95373583,0.40552916,1.30257109,0.00300458,0.05707556,0.19280049,0.00000000
-5.11755878,3.59740414,0.31747349,1.98903810,0.41125703,1.29315328,0.00294902,0.05788874,0.19204113,0.00000000
-5.11155578,3.63333676,0.32343539,2.02828364,0.41775924,1.28592149,0.00291650,0.05894810,0.19168958,0.00000000
-5.10555278,3.67547857,0.33006982,2.07101091,0.42493293,1.28090102,0.00290582,0.06024877,0.19175375,0.00000000
-5.09954977,3.72311737,0.33728714,2.11661233,0.43264806,1.27803960,0.00291533,0.06177944,0.19222797,0.00000000
-5.09354677,3.77531491,0.34497653,2.16434672,0.44075031,1.27721304,0.00294302,0.06352228,0.19309326,0.00000000
-5.08754377,3.83093474,0.35300829,2.21335725,0.44906520,1.27823337,0.00298660,0.06545317,0.19431807,0.00000000
-5.08154077,3.88867758,0.36123701,2.26269414,0.45740312,1.28085874,0.00304360,0.06754210,0.19585956,0.00000000
-5.07553777,3.94712242,0.36950533,2.31134125,0.46556524,1.28480458,0.00311154,0.06975380,0.19766519,0.00000000
-5.06953477,4.00477161,0.37764815,2.35824558,0.47334982,1.28975524,0.00318797,0.07204861,0.19967462,0.00000000
-5.06353177,4.06009774,0.38549722,2.40234825,0.48055871,1.29537558,0.00327070,0.07438344,0.20182182,0.00000000
-5.05752876,4.11159053,0.39288576,2.44261593,0.48700382,1.30132200,0.00335781,0.07671289,0.20403727,0.00000000
-5.05152576,4.15780176,0.39965302,2.47807136,0.49251315,1.30725243,0.00344786,0.07899038,0.20625023,0.00000000
-5.04552276,4.19738667,0.40564857,2.50782175,0.49693628,1.31283512,0.00353993,0.08116940,0.20839094,0.00000000
-5.03951976,4.22914039,0.41073622,2.53108410,0.50014905,1.31775604,0.00363373,0.08320464,0.21039260,0.00000000
-5.03351676,4.25202852,0.41479730,2.54720644,0.50205731,1.32172484,0.00372963,0.08505313,0.21219332,0.00000000
-5.02751376,4.26521120,0.41773340,2.55568451,0.50259971,1.32447962,0.00382872,0.08667522,0.21373773,0.00000000
-5.02151076,4.26806028,0.41946837,2.55617323,0.50174942,1.32579058,0.00393280,0.08803552,0.21497837,0.00000000
-5.01550775,4.26016997,0.41994959,2.54849307,0.49951494,1.32546293,0.00404437,0.08910358,0.21587685,0.00000000
-5.00950475,4.24136105,0.41914861,2.53263118,0.49593994,1.32333925,0.00416652,0.08985450,0.21640469,0.00000000
-5.00350175,4.21167947,0.41706107,2.50873777,0.49110236,1.31930166,0.00430293,0.09026936,0.21654398,0.00000000
-4.99749875,4.17139012,0.41370610,2.47711813,0.48511282,1.31327394,0.00445766,0.09033545,0.21628777,0.00000000
-4.99149575,4.12096658,0.40912523,2.43822106,0.47811250,1.30522376,0.00463512,0.09004638,0.21564028,0.00000000
-4.98549275,4.06107778,0.40338090,2.39262437,0.47027064,1.29516510,0.00483981,0.08940202,0.21461689,0.00000000
-4.97948974,3.99257238,0.39655473,2.34101831,0.46178177,1.28316069,0.00507624,0.08840840,0.21324397,0.00000000
-4.97348674,3.91646159,0.38874558,2.28418774,0.45286268,1.26932447,0.00534874,0.08707736,0.21155862,0.00000000
-4.96748374,3.83390089,0.38006751,2.22299378,0.44374923,1.25382355,0.00566129,0.08542626,0.20960814,0.00000000
-4.96148074,3.74617118,0.37064772,2.15835566,0.43469307,1.23687955,0.00601740,0.08347753,0.20744942,0.00000000
-4.95547774,3.65465938,0.36062451,2.09123317,0.42595809,1.21876887,0.00641998,0.08125815,0.20514819,0.00000000
-4.94947474,3.56083862,0.35014525,2.02261033,0.41781673,1.19982143,0.00687125,0.07879915,0.20277801,0.00000000
-4.94347174,3.46624794,0.33936442,1.95348045,0.41054591,1.18041776,0.00737268,0.07613497,0.20041921,0.00000000
-4.93746873,3.37247136,0.32844164,1.88483272,0.40442270,1.16098388,0.00792498,0.07330287,0.19815750,0.00000000
-4.93146573,3.28111607,0.31753983,1.81764030,0.39971947,1.14198408,0.00852812,0.07034224,0.19608251,0.00000000
-4.92546273,3.19378979,0.30682319,1.75284997,0.39669872,1.12391146,0.00918142,0.06729388,0.19428604,0.00000000
-4.91945973,3.11207701,0.29645530,1.69137295,0.39560736,1.10727636,0.00988358,0.06419927,0.19286022,0.00000000
-4.91345673,3.03751442,0.28659705,1.63407682,0.39667071,1.09259299,0.01063288,0.06109983,0.19189549,0.00000000
-4.90745373,2.97156541,0.27740455,1.58177820,0.40008617,1.08036464,0.01142728,0.05803612,0.19147841,0.00000000
-4.90145073,2.91559434,0.26902696,1.53523582,0.40601682,1.07106812,0.01226458,0.05504705,0.19168951,0.00000000
-4.89544772,2.87084072,0.26160422,1.49514393,0.41458512,1.06513797,0.01314259,0.05216915,0.19260105,0.00000000
-4.88944472,2.83839414,0.25526479,1.46212569,0.42586701,1.06295129,0.01405921,0.04943581,0.19427490,0.00000000
-4.88344172,2.81917053,0.25012331,1.43672637,0.43988666,1.06481378,0.01501259,0.04687660,0.19676050,0.00000000
-4.87743872,2.81389067,0.24627842,1.41940640,0.45661222,1.07094782,0.01600115,0.04451668,0.20009310,0.00000000
-4.87143572,2.82306155,0.24381062,1.41053420,0.47595286,1.08148332,0.01702358,0.04237634,0.20429224,0.00000000
-4.86543272,2.84696159,0.24278033,1.41037891,0.49775736,1.09645167,0.01807882,0.04047054,0.20936059,0.00000000
-4.85942971,2.88563029,0.24322622,1.41910325,0.52181453,1.11578347,0.01916593,0.03880876,0.21528325,0.00000000
-4.85342671,2.93886312,0.24516393,1.43675674,0.54785559,1.13931010,0.02028392,0.03739487,0.22202748,0.00000000
-4.84742371,3.00621198,0.24858505,1.46326970,0.57555858,1.16676940,0.02143156,0.03622721,0.22954292,0.00000000
-4.84142071,3.08699176,0.25345677,1.49844846,0.60455488,1.19781513,0.02260713,0.03529885,0.23776242,0.00000000
-4.83541771,3.18029301,0.25972185,1.54197221,0.63443758,1.23203011,0.02380815,0.03459797,0.24660330,0.00000000
-4.82941471,3.28500089,0.26729932,1.59339199,0.66477170,1.26894246,0.02503110,0.03410842,0.25596917,0.00000000
-4.82341171,3.39981986,0.27608566,1.65213233,0.69510573,1.30804423,0.02627122,0.03381034,0.26575219,0.00000000
-4.81740870,3.52330392,0.28595658,1.71749582,0.72498419,1.34881186,0.02752229,0.03368094,0.27583580,0.00000000
-4.81140570,3.65389146,0.29676941,1.78867114,0.75396084,1.39072731,0.02877651,0.03369534,0.28609766,0.00000000
-4.80540270,3.78994388,0.30836603,1.86474454,0.78161183,1.43329910,0.03002443,0.03382740,0.29641298,0.00000000
-4.79939970,3.92978685,0.32057620,1.94471487,0.80754843,1.47608225,0.03125504,0.03405058,0.30665789,0.00000000
-4.79339670,4.07175282,0.33322143,2.02751209,0.83142877,1.51869609,0.03245591,0.03433881,0.31671287,0.00000000
-4.78739370,4.21422339,0.34611902,2.11201883,0.85296798,1.56083908,0.03361344,0.03466724,0.32646605,0.00000000
-4.78139070,4.35566994,0.35908639,2.19709450,0.87194650,1.60229991,0.03471324,0.03501290,0.33581636,0.00000000
-4.77538769,4.49469094,0.37194543,2.28160121,0.88821602,1.64296408,0.03574059,0.03535533,0.34467625,0.00000000
-4.76938469,4.63004444,0.38452681,2.36443063,0.90170293,1.68281568,0.03668092,0.03567698,0.35297406,0.00000000
-4.76338169,4.76067432,0.39667401,2.44453076,0.91240905,1.72193397,0.03752042,0.03596355,0.36065579,0.00000000
-4.75737869,4.88572900,0.40824705,2.52093154,0.92040969,1.76048488,0.03824658,0.03620416,0.36768625,0.00000000
-4.75137569,5.00457185,0.41912565,2.59276815,0.92584905,1.79870758,0.03884874,0.03639142,0.37404961,0.00000000
-4.74537269,5.11678258,0.42921182,2.65930101,0.92893330,1.83689674,0.03931861,0.03652130,0.37974915,0.00000000
-4.73936968,5.22214964,0.43843164,2.71993148,0.92992158,1.87538122,0.03965069,0.03659297,0.38480639,0.00000000
-4.73336668,5.32065378,0.44673627,2.77421258,0.92911532,1.91450011,0.03984257,0.03660851,0.38925958,0.00000000
-4.72736368,5.41244375,0.45410210,2.82185408,0.92684639,1.95457758,0.03989511,0.03657250,0.39316150,0.00000000
-4.72136068,5.49780532,0.46052992,2.86272185,0.92346464,1.99589760,0.03981251,0.03649169,0.39657685,0.00000000
-4.71535768,5.57712542,0.46604341,2.89683147,0.91932522,2.03868015,0.03960219,0.03637445,0.39957922,0.00000000
-4.70935468,5.65085339,0.47068668,2.92433639,0.91477640,2.08306039,0.03927452,0.03623039,0.40224786,0.00000000
-4.70335168,5.71946171,0.47452125,2.94551147,0.91014828,2.12907206,0.03884252,0.03606989,0.40466428,0.00000000
-4.69734867,5.78340864,0.47762245,2.96073261,0.90574279,2.17663645,0.03832132,0.03590366,0.40690910,0.00000000
-4.69134567,5.84310512,0.48007550,2.97045380,0.90182553,2.22555788,0.03772763,0.03574239,0.40905894,0.00000000
-4.68534267,5.89888817,0.48197140,2.97518269,0.89861952,2.27552638,0.03707912,0.03559643,0.41118391,0.00000000
-4.67933967,5.95100265,0.48340282,2.97545605,0.89630118,2.32612794,0.03639380,0.03547548,0.41334546,0.00000000
-4.67333667,5.99959267,0.48446033,2.97181648,0.89499862,2.37686214,0.03568942,0.03538843,0.41559501,0.00000000
-4.66733367,6.04470356,0.48522890,2.96479139,0.89479208,2.42716678,0.03498289,0.03534316,0.41797317,0.00000000
-4.66133067,6.08629428,0.48578506,2.95487543,0.89571645,2.47644833,0.03428982,0.03534650,0.42050971,0.00000000
-4.65532766,6.12425973,0.48619475,2.94251691,0.89776573,2.52411702,0.03362411,0.03540413,0.42322428,0.00000000
-4.64932466,6.15846165,0.48651192,2.92810883,0.90089885,2.56962481,0.03299771,0.03552061,0.42612769,0.00000000
-4.64332166,6.18876586,0.48677791,2.91198453,0.90504672,2.61250414,0.03242040,0.03569939,0.42922379,0.00000000
