energy_ev,total_up,B_p_up,B_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,1.19522345,0.07059712,0.00000000,0.79961796,0.49689323,0.54761749,0.00000000
-5.99399700,1.23985990,0.07148155,0.00000000,0.82404759,0.51979298,0.56948246,0.00000000
-5.98799400,1.29827858,0.07333263,0.00000000,0.85841863,0.54838986,0.59743882,0.00000000
-5.98199100,1.36932234,0.07610156,0.00000000,0.90194402,0.58224683,0.63092354,0.00000000
-5.97598799,1.45164154,0.07972638,0.00000000,0.95371423,0.62084055,0.66928775,0.00000000
-5.96998499,1.54372232,0.08413333,0.00000000,1.01271533,0.66357210,0.71181058,0.00000000
-5.96398199,1.64391830,0.08923838,0.00000000,1.07784864,0.70977918,0.75771471,0.00000000
-5.95797899,1.75048493,0.09494864,0.00000000,1.14795171,0.75874986,0.80618338,0.00000000
-5.95197599,1.86161614,0.10116389,0.00000000,1.22182024,0.80973750,0.85637853,0.00000000
-5.94597299,1.97548240,0.10777809,0.00000000,1.29823065,0.86197654,0.90745962,0.00000000
-5.93996998,2.09026928,0.11468090,0.00000000,1.37596264,0.91469887,0.95860264,0.00000000
-5.93396698,2.20421548,0.12175926,0.00000000,1.45382126,0.96715024,1.00901872,0.00000000
-5.92796398,2.31564909,0.12889891,0.00000000,1.53065783,1.01860629,1.05797162,0.00000000
-5.92196098,2.42302082,0.13598602,0.00000000,1.60538909,1.06838749,1.10479349,0.00000000
-5.91595798,2.52493319,0.14290869,0.00000000,1.67701391,1.11587267,1.14889825,0.00000000
-5.90995498,2.62016433,0.14955859,0.00000000,1.74462716,1.16051045,1.18979200,0.00000000
-5.90395198,2.70768571,0.15583242,0.00000000,1.80743014,1.20182825,1.22708004,0.00000000
-5.89794897,2.78667302,0.16163342,0.00000000,1.86473752,1.23943846,1.26047008,0.00000000
-5.89194597,2.85650990,0.16687276,0.00000000,1.91598061,1.27304150,1.28977165,0.00000000
-5.88594297,2.91678443,0.17147085,0.00000000,1.96070695,1.30242587,1.31489165,0.00000000
-5.87993997,2.96727883,0.17535849,0.00000000,1.99857680,1.32746506,1.33582631,0.00000000
-5.87393697,3.00795297,0.17847793,0.00000000,2.02935666,1.34811165,1.35265010,0.00000000
-5.86793397,3.03892274,0.18078367,0.00000000,2.05291068,1.36438896,1.36550208,0.00000000
-5.86193097,3.06043452,0.18224314,0.00000000,2.06919046,1.37638079,1.37457052,0.00000000
-5.85592796,3.07283715,0.18283707,0.00000000,2.07822408,1.38421975,1.38007667,0.00000000
-5.84992496,3.07655306,0.18255968,0.00000000,2.08010497,1.38807492,1.38225842,0.00000000
-5.84392196,3.07204997,0.18141864,0.00000000,2.07498145,1.38813959,1.38135497,0.00000000
-5.83791896,3.05981481,0.17943467,0.00000000,2.06304733,1.38461954,1.37759309,0.00000000
-5.83191596,3.04033101,0.17664102,0.00000000,2.04453407,1.37772278,1.37117583,0.00000000
-5.82591296,3.01406032,0.17308262,0.00000000,2.01970482,1.36765102,1.36227416,0.00000000
-5.81990995,2.98143003,0.16881507,0.00000000,1.98885033,1.35459348,1.35102194,0.00000000
-5.81390695,2.94282586,0.16390340,0.00000000,1.95228684,1.33872311,1.33751441,0.00000000
-5.80790395,2.89859081,0.15842073,0.00000000,1.91035552,1.32019561,1.32181007,0.00000000
-5.80190095,2.84902968,0.15244677,0.00000000,1.86342334,1.29915090,1.30393584,0.00000000
-5.79589795,2.79441861,0.14606634,0.00000000,1.81188487,1.27571712,1.28389499,0.00000000
-5.78989495,2.73501896,0.13936774,0.00000000,1.75616450,1.25001664,1.26167731,0.00000000
-5.78389195,2.67109440,0.13244136,0.00000000,1.69671871,1.22217369,1.23727079,0.00000000
-5.77788894,2.60292992,0.12537818,0.00000000,1.63403783,1.19232308,1.21067417,0.00000000
-5.77188594,2.53085150,0.11826855,0.00000000,1.56864691,1.16061934,1.18190933,0.00000000
-5.76588294,2.45524505,0.11120099,0.00000000,1.50110538,1.12724573,1.15103306,0.00000000
-5.75987994,2.37657331,0.10426129,0.00000000,1.43200524,1.09242236,1.11814724,0.00000000
-5.75387694,2.29538947,0.09753171,0.00000000,1.36196759,1.05641293,1.08340682,0.00000000
-5.74787394,2.21234652,0.09109035,0.00000000,1.29163746,1.01952950,1.04702529,0.00000000
-5.74187094,2.12820134,0.08501077,0.00000000,1.22167700,0.98213483,1.00927699,0.00000000
-5.73586793,2.04381309,0.07936162,0.00000000,1.15275707,0.94464203,0.97049627,0.00000000
-5.72986493,1.96013549,0.07420647,0.00000000,1.08554746,0.90751122,0.93107330,0.00000000
-5.72386193,1.87820287,0.06960359,0.00000000,1.02070598,0.87124321,0.89144673,0.00000000
-5.71785893,1.79911042,0.06560581,0.00000000,0.95886669,0.83637024,0.85209340,0.00000000
-5.71185593,1.72398887,0.06226028,0.00000000,0.90062755,0.80344401,0.81351558,0.00000000
-5.70585293,1.65397468,0.05960820,0.00000000,0.84653797,0.77302128,0.77622610,0.00000000
-5.69984992,1.59017651,0.05768433,0.00000000,0.79708643,0.74564759,0.74073218,0.00000000
-5.69384692,1.53363932,0.05651652,0.00000000,0.75268870,0.72183968,0.70751844,0.00000000
-5.68784392,1.48530745,0.05612490,0.00000000,0.71367702,0.70206712,0.67702996,0.00000000
-5.68184092,1.44598806,0.05652113,0.00000000,0.68029052,0.68673407,0.64965600,0.00000000
-5.67583792,1.41631662,0.05770737,0.00000000,0.65266741,0.67616174,0.62571514,0.00000000
-5.66983492,1.39672594,0.05967538,0.00000000,0.63083921,0.67057251,0.60544246,0.00000000
-5.66383192,1.38742014,0.06240545,0.00000000,0.61472732,0.67007625,0.58897944,0.00000000
-5.65782891,1.38835506,0.06586555,0.00000000,0.60414241,0.67465970,0.57636688,0.00000000
-5.65182591,1.39922619,0.07001057,0.00000000,0.59878663,0.68417953,0.56754144,0.00000000
-5.64582291,1.41946520,0.07478185,0.00000000,0.59825899,0.69835943,0.56233587,0.00000000
-5.63981991,1.44824558,0.08010708,0.00000000,0.60206399,0.71679184,0.56048313,0.00000000
-5.63381691,1.48449783,0.08590057,0.00000000,0.60962334,0.73894439,0.56162428,0.00000000
-5.62781391,1.52693413,0.09206403,0.00000000,0.62029085,0.76417114,0.56532000,0.00000000
-5.62181091,1.57408208,0.09848793,0.00000000,0.63337003,0.79172845,0.57106538,0.00000000
-5.61580790,1.62432666,0.10505335,0.00000000,0.64813413,0.82079519,0.57830746,0.00000000
-5.60980490,1.67595930,0.11163441,0.00000000,0.66384812,0.85049672,0.58646498,0.00000000
-5.60380190,1.72723244,0.11810123,0.00000000,0.67979195,0.87993188,0.59494957,0.00000000
-5.59779890,1.77641780,0.12432328,0.00000000,0.69528432,0.90820215,0.60318770,0.00000000
-5.59179590,1.82186633,0.13017309,0.00000000,0.70970628,0.93444210,0.61064248,0.00000000
-5.58579290,1.86206762,0.13553027,0.00000000,0.72252385,0.95784973,0.61683466,0.00000000
-5.57978989,1.89570660,0.14028547,0.00000000,0.73330862,0.97771599,0.62136182,0.00000000
-5.57378689,1.92171526,0.14434435,0.00000000,0.74175585,0.99345195,0.62391527,0.00000000
-5.56778389,1.93931748,0.14763133,0.00000000,0.74769905,1.00461291,0.62429385,0.00000000
-5.56178089,1.94806512,0.15009293,0.00000000,0.75112059,1.01091829,0.62241419,0.00000000
-5.55577789,1.94786391,0.15170053,0.00000000,0.75215776,1.01226659,0.61831711,0.00000000
-5.54977489,1.93898811,0.15245256,0.00000000,0.75110394,1.00874480,0.61216974,0.00000000
-5.54377189,1.92208323,0.15237586,0.00000000,0.74840469,1.00063190,0.60426355,0.00000000
-5.53776888,1.89815663,0.15152625,0.00000000,0.74464871,0.98839616,0.59500802,0.00000000
-5.53176588,1.86855622,0.14998815,0.00000000,0.74055385,0.97268649,0.58492045,0.00000000
-5.52576288,1.83493778,0.14787343,0.00000000,0.73694842,0.95431782,0.57461208,0.00000000
-5.51975988,1.79922208,0.14531933,0.00000000,0.73474823,0.93425128,0.56477082,0.00000000
-5.51375688,1.76354282,0.14248555,0.00000000,0.73493002,0.91356946,0.55614137,0.00000000
-5.50775388,1.73018714,0.13955071,0.00000000,0.73850181,0.89344769,0.54950300,0.00000000
-5.50175088,1.70153020,0.13670809,0.00000000,0.74647101,0.87512213,0.54564570,0.00000000
-5.49574787,1.67996571,0.13416091,0.00000000,0.75981108,0.85985538,0.54534529,0.00000000
-5.48974487,1.66783423,0.13211717,0.00000000,0.77942765,0.84890075,0.54933818,0.00000000
-5.48374187,1.66735108,0.13078426,0.00000000,0.80612493,0.84346588,0.55829618,0.00000000
-5.47773887,1.68053562,0.13036339,0.00000000,0.84057342,0.84467667,0.57280232,0.00000000
-5.47173587,1.70914383,0.13104402,0.00000000,0.88327983,0.85354239,0.59332795,0.00000000
-5.46573287,1.75460573,0.13299840,0.00000000,0.93456016,0.87092279,0.62021203,0.00000000
-5.45972986,1.81796947,0.13637627,0.00000000,0.99451686,0.89749798,0.65364301,0.00000000
-5.45372686,1.89985349,0.14130001,0.00000000,1.06302092,0.93374188,0.69364411,0.00000000
-5.44772386,2.00040853,0.14786010,0.00000000,1.13969979,0.97989998,0.74006230,0.00000000
-5.44172086,2.11929057,0.15611135,0.00000000,1.22393180,1.03597210,0.79256188,0.00000000
-5.43571786,2.25564627,0.16606959,0.00000000,1.31484772,1.10170088,0.85062279,0.00000000
-5.42971486,2.40811173,0.17770942,0.00000000,1.41133985,1.17656647,0.91354431,0.00000000
-5.42371186,2.57482553,0.19096267,0.00000000,1.51207889,1.25978809,0.98045423,0.00000000
-5.41770885,2.75345651,0.20571807,0.00000000,1.61553861,1.35033272,1.05032372,0.00000000
-5.41170585,2.94124630,0.22182190,0.00000000,1.72002798,1.44693122,1.12198772,0.00000000
-5.40570285,3.13506641,0.23908000,0.00000000,1.82373013,1.54810186,1.19417065,0.00000000
-5.39969985,3.33148869,0.25726087,0.00000000,1.92474734,1.65218106,1.26551680,0.00000000
-5.39369685,3.52686804,0.27610020,0.00000000,2.02115079,1.75736080,1.33462469,0.00000000
-5.38769385,3.71743504,0.29530647,0.00000000,2.11103351,1.86173210,1.40008448,0.00000000
-5.38169085,3.89939616,0.31456785,0.00000000,2.19256504,1.96333328,1.46051698,0.00000000
-5.37568784,4.06903837,0.33356003,0.00000000,2.26404563,2.06020192,1.51461322,0.00000000
-5.36968484,4.22283490,0.35195497,0.00000000,2.32395826,2.15042878,1.56117294,0.00000000
-5.36368184,4.35754839,0.36943025,0.00000000,2.37101639,2.23221209,1.59914044,0.00000000
-5.35767884,4.47032771,0.38567873,0.00000000,2.40420552,2.30391029,1.62763661,0.00000000
-5.35167584,4.55879507,0.40041833,0.00000000,2.42281708,2.36409143,1.64598556,0.00000000
-5.34567284,4.62111980,0.41340149,0.00000000,2.42647304,2.41157738,1.65373487,0.00000000
-5.33966983,4.65607617,0.42442401,0.00000000,2.41514037,2.44548115,1.65066858,0.00000000
-5.33366683,4.66308302,0.43333295,0.00000000,2.38913465,2.46523610,1.63681238,0.00000000
-5.32766383,4.64222349,0.44003328,0.00000000,2.34911276,2.47061567,1.61243083,0.00000000
-5.32166083,4.59424446,0.44449296,0.00000000,2.29605486,2.46174316,1.57801679,0.00000000
-5.31565783,4.52053563,0.44674629,0.00000000,2.23123654,2.43909095,1.53427362,0.00000000
-5.30965483,4.42308934,0.44689534,0.00000000,2.15619215,2.40346953,1.48209093,0.00000000
-5.30365183,4.30444287,0.44510929,0.00000000,2.07267087,2.35600647,1.42251516,0.00000000
-5.29764882,4.16760561,0.44162176,0.00000000,1.98258737,2.29811654,1.35671616,0.00000000
-5.29164582,4.01597399,0.43672612,0.00000000,1.88796863,2.23146378,1.28595137,0.00000000
-5.28564282,3.85323750,0.43076881,0.00000000,1.79089927,2.15791720,1.21152899,0.00000000
-5.27963982,3.68327912,0.42414099,0.00000000,1.69346700,2.07950147,1.13477169,0.00000000
-5.27363682,3.51007365,0.41726862,0.00000000,1.59771012,1.99834437,1.05698214,0.00000000
-5.26763382,3.33758728,0.41060133,0.00000000,1.50556860,1.91662264,0.97941156,0.00000000
-5.26163082,3.16968114,0.40460032,0.00000000,1.41884015,1.83650782,0.90323223,0.00000000
-5.25562781,3.01002172,0.39972565,0.00000000,1.33914229,1.76011354,0.82951456,0.00000000
-5.24962481,2.86199994,0.39642333,0.00000000,1.26788105,1.68944570,0.75920926,0.00000000
-5.24362181,2.72866088,0.39511249,0.00000000,1.20622708,1.62635655,0.69313462,0.00000000
-5.23761881,2.61264496,0.39617307,0.00000000,1.15509897,1.57250373,0.63196874,0.00000000
-5.23161581,2.51614152,0.39993429,0.00000000,1.11515404,1.52931499,0.57624663,0.00000000
-5.22561281,2.44085509,0.40666442,0.00000000,1.08678609,1.49795916,0.52636138,0.00000000
-5.21960980,2.38798428,0.41656197,0.00000000,1.07012998,1.47932388,0.48256900,0.00000000
-5.21360680,2.35821311,0.42974879,0.00000000,1.06507225,1.47400028,0.44499614,0.00000000
-5.20760380,2.35171438,0.44626524,0.00000000,1.07126737,1.48227496,0.41365014,0.00000000
-5.20160080,2.36816455,0.46606770,0.00000000,1.08815891,1.50412924,0.38843053,0.00000000
-5.19559780,2.40676943,0.48902858,0.00000000,1.11500494,1.53924575,0.36914165,0.00000000
-5.18959480,2.46630018,0.51493901,0.00000000,1.15090707,1.58702236,0.35550565,0.00000000
-5.18359180,2.54513867,0.54351419,0.00000000,1.19484233,1.64659322,0.34717559,0.00000000
-5.17758879,2.64133153,0.57440136,0.00000000,1.24569720,1.71685667,0.34374839,0.00000000
-5.17158579,2.75265177,0.60719033,0.00000000,1.30230308,1.79650957,0.34477727,0.00000000
-5.16558279,2.87666698,0.64142627,0.00000000,1.36347228,1.88408743,0.34978374,0.00000000
-5.15957979,3.01081258,0.67662447,0.00000000,1.42803386,1.97800967,0.35826897,0.00000000
-5.15357679,3.15246864,0.71228656,0.00000000,1.49486822,2.07662868,0.36972469,0.00000000
-5.14757379,3.29903826,0.74791777,0.00000000,1.56293966,2.17828171,0.38364345,0.00000000
-5.14157079,3.44802548,0.78304446,0.00000000,1.63132576,2.28134383,0.39952842,0.00000000
-5.13556778,3.59711017,0.81723135,0.00000000,1.69924282,2.38428032,0.41690263,0.00000000
-5.12956478,3.74421746,0.85009766,0.00000000,1.76606613,2.48569663,0.43531767,0.00000000
-5.12356178,3.88757891,0.88133138,0.00000000,1.83134445,2.58438376,0.45436160,0.00000000
-5.11755878,4.02578295,0.91070108,0.00000000,1.89480782,2.67935728,0.47366614,0.00000000
-5.11155578,4.15781202,0.93806447,0.00000000,1.95636814,2.76988784,0.49291278,0.00000000
-5.10555278,4.28306436,0.96337326,0.00000000,2.01611223,2.85552165,0.51183759,0.00000000
-5.09954977,4.40135874,0.98667388,0.00000000,2.07428737,2.93608939,0.53023463,0.00000000
-5.09354677,4.51292129,1.00810385,0.00000000,2.13127943,3.01170271,0.54795757,0.00000000
-5.08754377,4.61835391,1.02788376,0.00000000,2.18758436,3.08273785,0.56491941,0.00000000
-5.08154077,4.71858513,1.04630506,0.00000000,2.24377398,3.14980641,0.58109018,0.00000000
-5.07553777,4.81480473,1.06371410,0.00000000,2.30045724,3.21371432,0.59649247,0.00000000
-5.06953477,4.90838454,1.08049295,0.00000000,2.35823868,3.27541023,0.61119493,0.00000000
-5.06353177,5.00078859,1.09703795,0.00000000,2.41767585,3.33592542,0.62530386,0.00000000
-5.05752876,5.09347662,1.11373687,0.00000000,2.47923768,3.39630804,0.63895309,0.00000000
-5.05152576,5.18780532,1.13094580,0.00000000,2.54326594,3.45755438,0.65229259,0.00000000
-5.04552276,5.28493215,1.14896690,0.00000000,2.60994180,3.52054080,0.66547633,0.00000000
-5.03951976,5.38572669,1.16802824,0.00000000,2.67925932,3.58595970,0.67864975,0.00000000
-5.03351676,5.49069415,1.18826669,0.00000000,2.75100768,3.65426281,0.69193769,0.00000000
-5.02751376,5.59991553,1.20971495,0.00000000,2.82476334,3.72561519,0.70543315,0.00000000
-5.02151076,5.71300780,1.23229339,0.00000000,2.89989293,3.79986242,0.71918769,0.00000000
