energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,2.61190507,0.04671453,0.00000000,0.02571858,1.72849294,1.34866431,0.71630348
-5.99399700,2.65980709,0.04772483,0.00000000,0.02644722,1.76084948,1.37054324,0.73256602
-5.98799400,2.69636408,0.04856598,0.00000000,0.02708837,1.78567884,1.38610882,0.74585203
-5.98199100,2.72091561,0.04922090,0.00000000,0.02762965,1.80253845,1.39510430,0.75593380
-5.97598799,2.73297574,0.04967492,0.00000000,0.02805969,1.81110182,1.39737307,0.76262667
-5.96998499,2.73224606,0.04991611,0.00000000,0.02836839,1.81116728,1.39286286,0.76579441
-5.96398199,2.71862531,0.04993563,0.00000000,0.02854731,1.80266458,1.38162768,0.76535384
-5.95797899,2.69221513,0.04972800,0.00000000,0.02858994,1.78565881,1.36382751,0.76127844
-5.95197599,2.65332173,0.04929140,0.00000000,0.02849198,1.76035161,1.33972571,0.75360081
-5.94597299,2.60245311,0.04862778,0.00000000,0.02825156,1.72707944,1.30968414,0.74241383
-5.93996998,2.54031189,0.04774299,0.00000000,0.02786941,1.68630886,1.27415632,0.72787031
-5.93396698,2.46778359,0.04664676,0.00000000,0.02734890,1.63862885,1.23367857,0.71018128
-5.92796398,2.38592076,0.04535259,0.00000000,0.02669608,1.58474026,1.18885950,0.68961266
-5.92196098,2.29592312,0.04387753,0.00000000,0.02591954,1.52544272,1.14036814,0.66648054
-5.91595798,2.19911435,0.04224186,0.00000000,0.02503030,1.46161916,1.08892092,0.64114508
-5.90995498,2.09691593,0.04046869,0.00000000,0.02404150,1.39421847,1.03526801,0.61400324
-5.90395198,1.99081901,0.03858344,0.00000000,0.02296809,1.32423678,0.98017915,0.58548051
-5.89794897,1.88235485,0.03661330,0.00000000,0.02182647,1.25269779,0.92442952,0.55602196
-5.89194597,1.77306489,0.03458657,0.00000000,0.02063406,1.18063283,0.86878590,0.52608276
-5.88594297,1.66447116,0.03253205,0.00000000,0.01940884,1.10906109,0.81399345,0.49611867
-5.87993997,1.55804800,0.03047839,0.00000000,0.01816892,1.03897076,0.76076350,0.46657659
-5.87393697,1.45519573,0.02845344,0.00000000,0.01693210,0.97130139,0.70976239,0.43788564
-5.86793397,1.35721705,0.02648369,0.00000000,0.01571544,0.90692809,0.66160190,0.41044888
-5.86193097,1.26529672,0.02459370,0.00000000,0.01453488,0.84664780,0.61683105,0.38463606
-5.85592796,1.18048480,0.02280572,0.00000000,0.01340496,0.79116803,0.57592966,0.36077738
-5.84992496,1.10368386,0.02113926,0.00000000,0.01233855,0.74109813,0.53930357,0.33915857
-5.84392196,1.03564009,0.01961088,0.00000000,0.01134662,0.69694312,0.50728148,0.32001727
-5.83791896,0.97693834,0.01823400,0.00000000,0.01043817,0.65910021,0.48011337,0.30354072
-5.83191596,0.92800073,0.01701884,0.00000000,0.00962013,0.62785760,0.45797039,0.28986466
-5.82591296,0.88908865,0.01597245,0.00000000,0.00889740,0.60339553,0.44094603,0.27907353
-5.81990995,0.86030760,0.01509883,0.00000000,0.00827285,0.58578927,0.42905843,0.27120159
-5.81390695,0.84161436,0.01439911,0.00000000,0.00774747,0.57501362,0.42225359,0.26623503
-5.80790395,0.83282622,0.01387178,0.00000000,0.00732048,0.57094875,0.42040937,0.26411474
-5.80190095,0.83363146,0.01351301,0.00000000,0.00698948,0.57338699,0.42334013,0.26473969
-5.79589795,0.84360099,0.01331697,0.00000000,0.00675067,0.58204031,0.43080187,0.26797068
-5.78989495,0.86220059,0.01327616,0.00000000,0.00659898,0.59654830,0.44249771,0.27363435
-5.78389195,0.88880358,0.01338175,0.00000000,0.00652829,0.61648644,0.45808389,0.28152736
-5.77788894,0.92270379,0.01362396,0.00000000,0.00653164,0.64137471,0.47717598,0.29142067
-5.77188594,0.96312874,0.01399240,0.00000000,0.00660134,0.67068625,0.49935562,0.30306381
-5.76588294,1.00925301,0.01447634,0.00000000,0.00672919,0.70385641,0.52417763,0.31618925
-5.75987994,1.06021194,0.01506509,0.00000000,0.00690663,0.74029198,0.55117762,0.33051669
-5.75387694,1.11511566,0.01574821,0.00000000,0.00712486,0.77938080,0.57988008,0.34575757
-5.74787394,1.17306358,0.01651579,0.00000000,0.00737501,0.82050172,0.60980707,0.36161952
-5.74187094,1.23315935,0.01735869,0.00000000,0.00764829,0.86303505,0.64048725,0.37781105
-5.73586793,1.29452611,0.01826870,0.00000000,0.00793606,0.90637325,0.67146534,0.39404630
-5.72986493,1.35632209,0.01923872,0.00000000,0.00823000,0.94993189,0.70231174,0.41004996
-5.72386193,1.41775605,0.02026289,0.00000000,0.00852224,0.99316065,0.73263202,0.42556219
-5.71785893,1.47810230,0.02133665,0.00000000,0.00880543,1.03555403,0.76207603,0.44034358
-5.71185593,1.53671470,0.02245684,0.00000000,0.00907290,1.07666139,0.79034621,0.45417992
-5.70585293,1.59303917,0.02362164,0.00000000,0.00931874,1.11609601,0.81720476,0.46688671
-5.69984992,1.64662397,0.02483057,0.00000000,0.00953791,1.15354262,0.84247913,0.47831313
-5.69384692,1.69712725,0.02608436,0.00000000,0.00972629,1.18876291,0.86606557,0.48834540
-5.68784392,1.74432119,0.02738478,0.00000000,0.00988075,1.22159884,0.88793037,0.49690925
-5.68184092,1.78809239,0.02873445,0.00000000,0.00999922,1.25197319,0.90810842,0.50397132
-5.67583792,1.82843818,0.03013652,0.00000000,0.01008062,1.27988722,0.92669920,0.50953943
-5.66983492,1.86545880,0.03159441,0.00000000,0.01012493,1.30541550,0.94385990,0.51366153
-5.66383192,1.89934556,0.03311136,0.00000000,0.01013305,1.32869774,0.95979610,0.51642335
-5.65782891,1.93036533,0.03469010,0.00000000,0.01010678,1.34992817,0.97475011,0.51794482
-5.65182591,1.95884213,0.03633238,0.00000000,0.01004869,1.36934266,0.98898755,0.51837518
-5.64582291,1.98513644,0.03803857,0.00000000,0.00996196,1.38720431,1.00278264,0.51788720
-5.63981991,2.00962336,0.03980725,0.00000000,0.00985026,1.40378806,1.01640300,0.51667048
-5.63381691,2.03267060,0.04163485,0.00000000,0.00971756,1.41936519,1.03009458,0.51492431
-5.62781391,2.05461750,0.04351533,0.00000000,0.00956798,1.43418843,1.04406759,0.51285024
-5.62181091,2.07575614,0.04543999,0.00000000,0.00940557,1.44847849,1.05848406,0.51064476
-5.61580790,2.09631545,0.04739730,0.00000000,0.00923420,1.46241257,1.07344778,0.50849234
-5.60980490,2.11644927,0.04937293,0.00000000,0.00905741,1.47611566,1.08899710,0.50655925
-5.60380190,2.13622878,0.05134979,0.00000000,0.00887823,1.48965477,1.10510102,0.50498818
-5.59779890,2.15563969,0.05330832,0.00000000,0.00869919,1.50303653,1.12165878,0.50389406
-5.59179590,2.17458420,0.05522682,0.00000000,0.00852217,1.51620808,1.13850293,0.50336117
-5.58579290,2.19288749,0.05708191,0.00000000,0.00834843,1.52906111,1.15540576,0.50344150
-5.57978989,2.21030815,0.05884910,0.00000000,0.00817860,1.54143868,1.17208870,0.50415443
-5.57378689,2.22655186,0.06050345,0.00000000,0.00801270,1.55314439,1.18823416,0.50548769
-5.56778389,2.24128734,0.06202024,0.00000000,0.00785027,1.56395314,1.20349910,0.50739944
-5.56178089,2.25416358,0.06337574,0.00000000,0.00769039,1.57362287,1.21752973,0.50982118
-5.55577789,2.26482723,0.06454790,0.00000000,0.00753183,1.58190648,1.22997630,0.51266153
-5.54977489,2.27293917,0.06551702,0.00000000,0.00737313,1.58856332,1.24050749,0.51581041
-5.54377189,2.27818923,0.06626641,0.00000000,0.00721275,1.59336943,1.24882336,0.51914355
-5.53776888,2.28030838,0.06678284,0.00000000,0.00704918,1.59612617,1.25466648,0.52252707
-5.53176588,2.27907782,0.06705699,0.00000000,0.00688101,1.59666680,1.25783058,0.52582185
-5.52576288,2.27433456,0.06708366,0.00000000,0.00670705,1.59486063,1.25816648,0.52888774
-5.51975988,2.26597354,0.06686191,0.00000000,0.00652636,1.59061499,1.25558508,0.53158723
-5.51375688,2.25394641,0.06639499,0.00000000,0.00633836,1.58387480,1.25005748,0.53378869
-5.50775388,2.23825730,0.06569018,0.00000000,0.00614277,1.57462026,1.24161249,0.53536907
-5.50175088,2.21895640,0.06475845,0.00000000,0.00593970,1.56286288,1.23033179,0.53621601
-5.49574787,2.19613179,0.06361404,0.00000000,0.00572957,1.54864049,1.21634326,0.53622947
-5.48974487,2.16990055,0.06227396,0.00000000,0.00551310,1.53201163,1.19981316,0.53532292
-5.48374187,2.14039989,0.06075740,0.00000000,0.00529129,1.51304998,1.18093760,0.53342407
-5.47773887,2.10777909,0.05908516,0.00000000,0.00506532,1.49183926,1.15993401,0.53047540
-5.47173587,2.07219286,0.05727903,0.00000000,0.00483655,1.46846915,1.13703327,0.52643437
-5.46573287,2.03379679,0.05536128,0.00000000,0.00460641,1.44303253,1.11247266,0.52127355
-5.45972986,1.99274503,0.05335411,0.00000000,0.00437639,1.41562417,1.08649039,0.51498074
-5.45372686,1.94919052,0.05127926,0.00000000,0.00414795,1.38634118,1.05932159,0.50755896
-5.44772386,1.90328748,0.04915767,0.00000000,0.00392253,1.35528490,1.03119601,0.49902658
-5.44172086,1.85519606,0.04700920,0.00000000,0.00370146,1.32256416,1.00233729,0.48941741
-5.43571786,1.80508845,0.04485249,0.00000000,0.00348601,1.28829964,0.97296357,0.47878090
-5.42971486,1.75315610,0.04270487,0.00000000,0.00327733,1.25262873,0.94328913,0.46718229
-5.42371186,1.69961715,0.04058234,0.00000000,0.00307644,1.21571067,0.91352668,0.45470275
-5.41770885,1.64472345,0.03849961,0.00000000,0.00288429,1.17773121,0.88388980,0.44143947
-5.41170585,1.58876642,0.03647013,0.00000000,0.00270171,1.13890654,0.85459516,0.42750554
-5.40570285,1.53208122,0.03450618,0.00000000,0.00252946,1.09948594,0.82586409,0.41302974
-5.39969985,1.47504860,0.03261896,0.00000000,0.00236821,1.05975290,0.79792306,0.39815598
-5.39369685,1.41809426,0.03081860,0.00000000,0.00221859,1.02002439,0.77100313,0.38304252
-5.38769385,1.36168543,0.02911421,0.00000000,0.00208117,0.98064829,0.74533792,0.36786082
