energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-3.30465233,1.60738945,0.30255929,0.12775865,0.06672619,0.14747534,0.18323833,1.08573562,0.02571237,0.12089259
-3.29864932,1.56976074,0.30090684,0.12802883,0.06820652,0.14785355,0.17865131,1.04633381,0.02451839,0.11701149
-3.29264632,1.52895699,0.29824460,0.12787793,0.06942827,0.14788267,0.17357516,1.00540618,0.02327842,0.11289346
-3.28664332,1.48514818,0.29458659,0.12729939,0.07036866,0.14755241,0.16801988,0.96312381,0.02201330,0.10856133
-3.28064032,1.43862411,0.28996614,0.12629434,0.07100797,0.14686176,0.16201638,0.91974841,0.02074576,0.10404721
-3.27463732,1.38978532,0.28443557,0.12487186,0.07133025,0.14581984,0.15561432,0.87562172,0.01949984,0.09939105
-3.26863432,1.33913285,0.27806568,0.12304915,0.07132406,0.14444654,0.14887966,0.83115367,0.01830040,0.09463921
-3.26263132,1.28725756,0.27094516,0.12085174,0.07098319,0.14277324,0.14189209,0.78681029,0.01717258,0.08984310
-3.25662831,1.23482900,0.26317980,0.11831364,0.07030722,0.14084320,0.13474228,0.74310140,0.01614142,0.08505780
-3.25062531,1.18258427,0.25489149,0.11547728,0.06930203,0.13871182,0.12752927,0.70056882,0.01523144,0.08034084
-3.24462231,1.13131677,0.24621709,0.11239348,0.06798009,0.13644661,0.12035788,0.65977508,0.01446640,0.07575114
-3.23861931,1.08186488,0.23730694,0.10912108,0.06636060,0.13412679,0.11333627,0.62129300,0.01386903,0.07134802
-3.23261631,1.03510028,0.22832314,0.10572644,0.06446931,0.13184251,0.10657370,0.58569595,0.01346092,0.06719035
-3.22661331,0.99191589,0.21943738,0.10228271,0.06233826,0.12969365,0.10017847,0.55354889,0.01326236,0.06333590
-3.22061031,0.95321301,0.21082854,0.09886882,0.06000518,0.12778817,0.09425605,0.52539996,0.01329230,0.05984062
-3.21460730,0.91988749,0.20267968,0.09556817,0.05751266,0.12623999,0.08890744,0.50177238,0.01356826,0.05675813
-3.20860430,0.89281485,0.19517482,0.09246712,0.05490723,0.12516651,0.08422765,0.48315663,0.01410627,0.05413911
-3.20260130,0.87283400,0.18849527,0.08965323,0.05223817,0.12468566,0.08030432,0.47000249,0.01492077,0.05203075
-3.19659830,0.86072983,0.18281560,0.08721326,0.04955626,0.12491270,0.07721646,0.46271096,0.01602444,0.05047611
-3.19059530,0.85721467,0.17829945,0.08523106,0.04691246,0.12595675,0.07503324,0.46162594,0.01742805,0.04951350
-3.18459230,0.86290887,0.17509521,0.08378532,0.04435650,0.12791717,0.07381281,0.46702567,0.01914013,0.04917566
-3.17858929,0.87832104,0.17333163,0.08294728,0.04193559,0.13087993,0.07360116,0.47911399,0.02116666,0.04948903
-3.17258629,0.90382851,0.17311367,0.08277850,0.03969309,0.13491406,0.07443098,0.49801184,0.02351066,0.05047281
-3.16658329,0.93965853,0.17451860,0.08332872,0.03766744,0.14006828,0.07632052,0.52374912,0.02617169,0.05213808
-3.16058029,0.98587139,0.17759261,0.08463389,0.03589110,0.14636809,0.07927252,0.55625742,0.02914533,0.05448688
-3.15457729,1.04234588,0.18234806,0.08671444,0.03438973,0.15381319,0.08327321,0.59536411,0.03242269,0.05751134
-3.14857429,1.10876844,0.18876147,0.08957395,0.03318161,0.16237562,0.08829143,0.64078827,0.03598981,0.06119287
-3.14257129,1.18462645,0.19677260,0.09319816,0.03227726,0.17199856,0.09427797,0.69213902,0.03982728,0.06550158
-3.13656828,1.26920682,0.20628438,0.09755442,0.03167922,0.18259595,0.10116520,0.74891662,0.04390974,0.07039579
-3.13056528,1.36160023,0.21716415,0.10259171,0.03138220,0.19405297,0.10886704,0.81051679,0.04820570,0.07582194
-3.12456228,1.46071166,0.22924594,0.10824118,0.03137332,0.20622746,0.11727936,0.87623847,0.05267740,0.08171470
-3.11855928,1.56527737,0.24233401,0.11441718,0.03163266,0.21895232,0.12628094,0.94529513,0.05728095,0.08799757
-3.11255628,1.67388817,0.25620739,0.12101899,0.03213396,0.23203879,0.13573488,1.01682944,0.06196663,0.09458371
-3.10655328,1.78501883,0.27062553,0.12793297,0.03284549,0.24528061,0.14549075,1.08993114,0.06667952,0.10137734
-3.10055028,1.89706259,0.28533470,0.13503525,0.03373112,0.25845901,0.15538721,1.16365748,0.07136032,0.10827545
-3.09454727,2.00837015,0.30007506,0.14219493,0.03475145,0.27134833,0.16525526,1.23705559,0.07594647,0.11516988
-3.08854427,2.11729151,0.31458809,0.14927747,0.03586506,0.28372211,0.17492192,1.30918597,0.08037353,0.12194975
-3.08254127,2.22221945,0.32862419,0.15614854,0.03702980,0.29535948,0.18421447,1.37914612,0.08457669,0.12850410
-3.07653827,2.32163274,0.34195002,0.16267778,0.03820412,0.30605171,0.19296475,1.44609329,0.08849249,0.13472478
-3.07053527,2.41413756,0.35435543,0.16874272,0.03934831,0.31560847,0.20101379,1.50926529,0.09206063,0.14050927
-3.06453227,2.49850516,0.36565961,0.17423242,0.04042573,0.32386377,0.20821622,1.56799854,0.09522581,0.14576351
-3.05852926,2.57370447,0.37571617,0.17905091,0.04140389,0.33068125,0.21444459,1.62174245,0.09793946,0.15040461
-3.05252626,2.63892792,0.38441704,0.18312006,0.04225543,0.33595857,0.21959309,1.67006941,0.10016140,0.15436315
-3.04652326,2.69360968,0.39169489,0.18638206,0.04295887,0.33963083,0.22358085,1.71268019,0.10186125,0.15758519
-3.04052026,2.73743532,0.39752411,0.18880103,0.04349920,0.34167270,0.22635432,1.74940438,0.10301956,0.16003374
-3.03451726,2.77034270,0.40192010,0.19036405,0.04386819,0.34209933,0.22788884,1.78019609,0.10362859,0.16168972
-3.02851426,2.79251408,0.40493715,0.19108132,0.04406453,0.34096582,0.22818920,1.80512524,0.10369272,0.16255227
-3.02251126,2.80435997,0.40666485,0.19098548,0.04409365,0.33836541,0.22728921,1.82436503,0.10322837,0.16263850
-3.01650825,2.80649563,0.40722316,0.19013017,0.04396733,0.33442638,0.22525017,1.83817633,0.10226360,0.16198261
-3.01050525,2.79971126,0.40675657,0.18858791,0.04370310,0.32930778,0.22215846,1.84689004,0.10083715,0.16063444
-3.00450225,2.78493757,0.40542734,0.18644723,0.04332339,0.32319410,0.21812221,1.85088820,0.09899729,0.15865758
-2.99849925,2.76320800,0.40340837,0.18380937,0.04285455,0.31628929,0.21326724,1.85058499,0.09680011,0.15612694
-2.99249625,2.73561957,0.40087576,0.18078449,0.04232572,0.30881008,0.20773248,1.84640849,0.09430775,0.15312618
-2.98649325,2.70329375,0.39800162,0.17748772,0.04176755,0.30097904,0.20166497,1.83878403,0.09158634,0.14974478
-2.98049025,2.66733899,0.39494719,0.17403507,0.04121100,0.29301764,0.19521478,1.82811971,0.08870384,0.14607517
-2.97448724,2.62881619,0.39185669,0.17053945,0.04068601,0.28513937,0.18852996,1.81479466,0.08572795,0.14220975
-2.96848424,2.58870828,0.38885200,0.16710685,0.04022029,0.27754341,0.18175177,1.79915020,0.08272397,0.13823816
-2.96248124,2.54789457,0.38602854,0.16383294,0.03983822,0.27040884,0.17501038,1.78148408,0.07975294,0.13424474
-2.95647824,2.50713072,0.38345219,0.16080007,0.03955985,0.26388969,0.16842115,1.76204751,0.07686993,0.13030627
-2.95047524,2.46703424,0.38115762,0.15807488,0.03940010,0.25811086,0.16208176,1.74104493,0.07412264,0.12649015
-2.94447224,2.42807597,0.37914785,0.15570655,0.03936818,0.25316514,0.15607005,1.71863596,0.07155029,0.12285296
-2.93846923,2.39057697,0.37739512,0.15372564,0.03946721,0.24911128,0.15044283,1.69493930,0.06918289,0.11943947
-2.93246623,2.35471081,0.37584289,0.15214372,0.03969413,0.24597319,0.14523554,1.67003784,0.06704087,0.11628205
-2.92646323,2.32051061,0.37440906,0.15095356,0.04003980,0.24374023,0.14046281,1.64398485,0.06513500,0.11340065
-2.92046023,2.28788028,0.37298998,0.15013013,0.04048938,0.24236853,0.13611978,1.61681062,0.06346671,0.11080303
-2.91445723,2.25660941,0.37146529,0.14963199,0.04102295,0.24178342,0.13218412,1.58852925,0.06202870,0.10848550
-2.90845423,2.22639114,0.36970336,0.14940337,0.04161626,0.24188260,0.12861860,1.55914544,0.06080575,0.10643393
-2.90245123,2.19684235,0.36756701,0.14937663,0.04224178,0.24254023,0.12537418,1.52866089,0.05977583,0.10462507
-2.89644822,2.16752549,0.36491945,0.14947502,0.04286973,0.24361161,0.12239326,1.49708036,0.05891133,0.10302806
-2.89044522,2.13797144,0.36163004,0.14961581,0.04346930,0.24493842,0.11961317,1.46441722,0.05818044,0.10160615
-2.88444222,2.10770268,0.35757987,0.14971339,0.04400989,0.24635424,0.11696953,1.43069840,0.05754857,0.10031846
-2.87843922,2.07625625,0.35266680,0.14968255,0.04446234,0.24769034,0.11439955,1.39596886,0.05697979,0.09912187
-2.87243622,2.04320575,0.34680983,0.14944158,0.04480006,0.24878144,0.11184499,1.36029539,0.05643827,0.09797275
-2.86643322,2.00818170,0.33995272,0.14891526,0.04500014,0.24947132,0.10925472,1.32376983,0.05588962,0.09682874
-2.86043022,1.97088992,0.33206665,0.14803749,0.04504425,0.24961809,0.10658679,1.28651163,0.05530214,0.09565031
-2.85442721,1.93112709,0.32315189,0.14675362,0.04491938,0.24909895,0.10381004,1.24866961,0.05464790,0.09440217
-2.84842421,1.88879311,0.31323843,0.14502233,0.04461835,0.24781436,0.10090507,1.21042298,0.05390366,0.09305440
-2.84242121,1.84389986,0.30238559,0.14281699,0.04414015,0.24569133,0.09786467,1.17198143,0.05305163,0.09158344
-2.83641821,1.79657610,0.29068062,0.14012655,0.04348996,0.24268587,0.09469367,1.13358429,0.05207994,0.08997267
-2.83041521,1.74706815,0.27823637,0.13695577,0.04267899,0.23878449,0.09140836,1.09549863,0.05098297,0.08821278
-2.82441221,1.69573650,0.26518822,0.13332506,0.04172408,0.23400459,0.08803536,1.05801644,0.04976138,0.08630183
-2.81840920,1.64304835,0.25169027,0.12926963,0.04064707,0.22839395,0.08461022,1.02145065,0.04842198,0.08424505
-2.81240620,1.58956642,0.23791113,0.12483827,0.03947403,0.22202909,0.08117565,0.98613034,0.04697736,0.08205440
-2.80640320,1.53593433,0.22402933,0.12009166,0.03823427,0.21501280,0.07777964,0.95239501,0.04544529,0.07974788
-2.80040020,1.48285919,0.21022864,0.11510033,0.03695930,0.20747080,0.07447339,0.92058818,0.04384804,0.07734868
-2.79439720,1.43109199,0.19669347,0.10994236,0.03568174,0.19954776,0.07130935,0.89105042,0.04221146,0.07488425
-2.78839420,1.38140650,0.18360445,0.10470089,0.03443410,0.19140273,0.06833919,0.86411209,0.04056398,0.07238524
-2.78239120,1.33457749,0.17113445,0.09946157,0.03324770,0.18320434,0.06561205,0.84008591,0.03893559,0.06988441
-2.77638819,1.29135899,0.15944506,0.09431007,0.03215156,0.17512576,0.06317294,0.81925963,0.03735673,0.06741562
-2.77038519,1.25246345,0.14868376,0.08932961,0.03117146,0.16733979,0.06106135,0.80188907,0.03585716,0.06501282
-2.76438219,1.21854242,0.13898175,0.08459881,0.03032900,0.16001418,0.05931025,0.78819158,0.03446499,0.06270921
-2.75837919,1.19016947,0.13045246,0.08018971,0.02964100,0.15330740,0.05794529,0.77834031,0.03320567,0.06053649
-2.75237619,1.16782592,0.12319096,0.07616620,0.02911891,0.14736496,0.05698442,0.77245934,0.03210116,0.05852429
-2.74637319,1.15188974,0.11727392,0.07258281,0.02876848,0.14231644,0.05643775,0.77061991,0.03116928,0.05669975
-2.74037019,1.14262816,0.11276040,0.06948390,0.02858964,0.13827341,0.05630772,0.77283782,0.03042314,0.05508730
-2.73436718,1.14019398,0.10969318,0.06690323,0.02857658,0.13532803,0.05658959,0.77907226,0.02987083,0.05370862
-2.72836418,1.14462581,0.10810062,0.06486403,0.02871798,0.13355267,0.05727214,0.78922602,0.02951528,0.05258266
-2.72236118,1.15585211,0.10799895,0.06337935,0.02899748,0.13300023,0.05833856,0.80314725,0.02935434,0.05172594
-2.71635818,1.17369884,0.10939482,0.06245281,0.02939430,0.13370527,0.05976757,0.82063286,0.02938097,0.05115281
-2.71035518,1.19790042,0.11228799,0.06207961,0.02988400,0.13568572,0.06153464,0.84143331,0.02958371,0.05087585
-2.70435218,1.22811340,0.11667398,0.06224775,0.03043937,0.13894514,0.06361323,0.86525904,0.02994723,0.05090632
-2.69834917,1.26393234,0.12254661,0.06293943,0.03103140,0.14347521,0.06597612,0.89178812,0.03045301,0.05125451
-2.69234617,1.30490709,0.12990013,0.06413246,0.03163036,0.14925841,0.06859665,0.92067502,0.03108010,0.05193018
-2.68634317,1.35056060,0.13873089,0.06580167,0.03220678,0.15627057,0.07144993,0.95156017,0.03180597,0.05294276
-2.68034017,1.40040648,0.14903842,0.06792027,0.03273255,0.16448320,0.07451378,0.98407989,0.03260734,0.05430160
-2.67433717,1.45396522,0.16082570,0.07046094,0.03318188,0.17386532,0.07776959,1.01787632,0.03346097,0.05601589
-2.66833417,1.51077826,0.17409867,0.07339683,0.03353217,0.18438474,0.08120288,1.05260671,0.03434444,0.05809456
-2.66233117,1.57041908,0.18886473,0.07670212,0.03376484,0.19600856,0.08480351,1.08795169,0.03523676,0.06054593
-2.65632816,1.63250048,0.20513047,0.08035237,0.03386590,0.20870296,0.08856570,1.12362188,0.03611894,0.06337713
-2.65032516,1.69667771,0.22289842,0.08432455,0.03382644,0.22243208,0.09248760,1.15936252,0.03697436,0.06659345
-2.64432216,1.76264703,0.24216317,0.08859668,0.03364290,0.23715627,0.09657062,1.19495565,0.03778902,0.07019738
-2.63831916,1.83013979,0.26290673,0.09314722,0.03331716,0.25282955,0.10081845,1.23021967,0.03855163,0.07418768
-2.63231616,1.89891237,0.28509365,0.09795425,0.03285644,0.26939669,0.10523584,1.26500621,0.03925355,0.07855825
-2.62631316,1.96873251,0.30866596,0.10299443,0.03227308,0.28678993,0.10982714,1.29919446,0.03988860,0.08329706
-2.62031016,2.03936312,0.33353833,0.10824190,0.03158407,0.30492577,0.11459485,1.33268321,0.04045277,0.08838509
-2.61430715,2.11054457,0.35959372,0.11366720,0.03081053,0.32370189,0.11953806,1.36538116,0.04094387,0.09379540
-2.60830415,2.18197706,0.38668000,0.11923626,0.02997709,0.34299478,0.12465105,1.39719625,0.04136106,0.09949245
-2.60230115,2.25330432,0.41460769,0.12490965,0.02911113,0.36265807,0.12992198,1.42802463,0.04170447,0.10543160
-2.59629815,2.32410033,0.44314923,0.13064209,0.02824205,0.38252200,0.13533203,1.45774030,0.04197478,0.11155906
-2.59029515,2.39386025,0.47204002,0.13638234,0.02740053,0.40239413,0.14085469,1.48618631,0.04217285,0.11781216
-2.58429215,2.46199685,0.50098131,0.14207350,0.02661773,0.42206148,0.14645570,1.51316824,0.04229947,0.12412006
-2.57828914,2.52784324,0.52964503,0.14765378,0.02592465,0.44129401,0.15209321,1.53845083,0.04235518,0.13040490
-2.57228614,2.59066231,0.55768049,0.15305768,0.02535144,0.45984959,0.15771862,1.56175819,0.04234018,0.13658342
-2.56628314,2.64966293,0.58472286,0.15821761,0.02492685,0.47748009,0.16327773,1.58277792,0.04225438,0.14256881
-2.56028014,2.70402241,0.61040294,0.16306578,0.02467767,0.49393852,0.16871229,1.60116932,0.04209755,0.14827309
-2.55427714,2.75291437,0.63435812,0.16753640,0.02462833,0.50898678,0.17396191,1.61657527,0.04186951,0.15360947
-2.54827414,2.79554053,0.65624379,0.17156800,0.02480044,0.52240379,0.17896613,1.62863743,0.04157044,0.15849508
-2.54227114,2.83116503,0.67574485,0.17510571,0.02521247,0.53399341,0.18366657,1.63701403,0.04120121,0.16285344
-2.53626813,2.85914920,0.69258678,0.17810346,0.02587936,0.54359188,0.18800909,1.64139929,0.04076366,0.16661704
-2.53026513,2.87898502,0.70654556,0.18052590,0.02681227,0.55107435,0.19194571,1.64154350,0.04026092,0.16972947
-2.52426213,2.89032526,0.71745622,0.18234996,0.02801819,0.55636000,0.19543637,1.63727260,0.03969768,0.17214735
-2.51825913,2.89300877,0.72521937,0.18356593,0.02949963,0.55941576,0.19845023,1.62850628,0.03908033,0.17384173
-2.51225613,2.88707942,0.72980551,0.18417806,0.03125434,0.56025808,0.20096659,1.61527357,0.03841706,0.17479896
-2.50625313,2.87279777,0.73125693,0.18420456,0.03327494,0.55895299,0.20297542,1.59772509,0.03771784,0.17502110
-2.50025013,2.85064490,0.72968711,0.18367705,0.03554868,0.55561425,0.20447731,1.57614140,0.03699431,0.17452568
-2.49424712,2.82131838,0.72527776,0.18263952,0.03805722,0.55039978,0.20548314,1.55093703,0.03625955,0.17334501
-2.48824412,2.78572076,0.71827351,0.18114681,0.04077644,0.54350661,0.20601330,1.52266001,0.03552784,0.17152491
-2.48224112,2.74494141,0.70897489,0.17926277,0.04367643,0.53516463,0.20609670,1.49198713,0.03481428,0.16912322
-2.47623812,2.70023279,0.69772959,0.17705815,0.04672164,0.52562945,0.20576959,1.45971504,0.03413440,0.16620778
-2.47023512,2.65298247,0.68492274,0.17460833,0.04987112,0.51517480,0.20507430,1.42674780,0.03350379,0.16285448
-2.46423212,2.60468236,0.67096650,0.17199114,0.05307910,0.50408477,0.20405807,1.39408132,0.03293774,0.15914499
-2.45822911,2.55689651,0.65628946,0.16928462,0.05629566,0.49264632,0.20277194,1.36278543,0.03245080,0.15516470
-2.45222611,2.51122874,0.64132615,0.16656510,0.05946773,0.48114222,0.20126986,1.33398413,0.03205659,0.15100067
-2.44622311,2.46929111,0.62650713,0.16390549,0.06254023,0.46984483,0.19960807,1.30883455,0.03176746,0.14673979
-2.44022011,2.43267391,0.61224978,0.16137380,0.06545751,0.45901063,0.19784462,1.28850521,0.03159437,0.14246726
-2.43421711,2.40291780,0.59895000,0.15903207,0.06816479,0.44887580,0.19603924,1.27415391,0.03154669,0.13826519
-2.42821411,2.38148796,0.58697492,0.15693552,0.07060989,0.43965268,0.19425327,1.26690549,0.03163222,0.13421164
-2.42221111,2.36975039,0.57665652,0.15513196,0.07274485,0.43152708,0.19254977,1.26782986,0.03185706,0.13037974
-2.41620810,2.36894994,0.56828625,0.15366150,0.07452761,0.42465639,0.19099361,1.27792013,0.03222564,0.12683718
-2.41020510,2.38018971,0.56211047,0.15255630,0.07592352,0.41916822,0.18965150,1.29807130,0.03274068,0.12364575
-2.40420210,2.40441144,0.55832663,0.15184048,0.07690673,0.41515951,0.18859187,1.32905937,0.03340319,0.12086103
-2.39819910,2.44237669,0.55708007,0.15153010,0.07746131,0.41269598,0.18788449,1.37152123,0.03421241,0.11853215
-2.39219610,2.49464858,0.55846151,0.15163307,0.07758203,0.41181173,0.18759977,1.42593557,0.03516574,0.11670151
-2.38619310,2.56157441,0.56250504,0.15214914,0.07727477,0.41250900,0.18780776,1.49260516,0.03625860,0.11540450
-2.38019010,2.64326950,0.56918681,0.15306980,0.07655665,0.41475816,0.18857678,1.57164106,0.03748436,0.11466912
-2.37418709,2.73960291,0.57842445,0.15437823,0.07545563,0.41849773,0.18997176,1.66294942,0.03883415,0.11451561
-2.36818409,2.85018603,0.59007725,0.15604926,0.07400975,0.42363482,0.19205223,1.76622150,0.04029674,0.11495591
-2.36218109,2.97436514,0.60394754,0.15804942,0.07226610,0.43004591,0.19487024,1.88092768,0.04185842,0.11599324
-2.35617809,3.11121902,0.61978310,0.16033718,0.07027934,0.43757818,0.19846811,2.00631620,0.04350295,0.11762156
-2.35017509,3.25956277,0.63728098,0.16286332,0.06811002,0.44605156,0.20287629,2.14141737,0.04521155,0.11982519
-2.34417209,3.41795876,0.65609276,0.16557159,0.06582276,0.45526159,0.20811129,2.28505354,0.04696303,0.12257848
-2.33816908,3.58473540,0.67583131,0.16839968,0.06348420,0.46498312,0.21417402,2.43585541,0.04873402,0.12584576
-2.33216608,3.75801414,0.69607900,0.17128047,0.06116103,0.47497498,0.22104844,2.59228447,0.05049929,0.12958140
-2.32616308,3.93574437,0.71639720,0.17414357,0.05891798,0.48498553,0.22870076,2.75266159,0.05223226,0.13373021
-2.32016008,4.11574594,0.73633696,0.17691717,0.05681597,0.49475894,0.23707920,2.91520105,0.05390558,0.13822816
-2.31415708,4.29575801,0.75545051,0.17953006,0.05491044,0.50404207,0.24611443,3.07804920,0.05549182,0.14300334
-2.30815408,4.47349295,0.77330310,0.18191381,0.05324983,0.51259173,0.25572061,3.23932673,0.05696427,0.14797726
-2.30215108,4.64669329,0.78948494,0.18400499,0.05187444,0.52018198,0.26579715,3.39717309,0.05829777,0.15306648
-2.29614807,4.81318981,0.80362267,0.18574731,0.05081547,0.52661122,0.27623099,3.54979168,0.05946952,0.15818436
-2.29014507,4.97095842,0.81538984,0.18709360,0.05009440,0.53170868,0.28689949,3.69549402,0.06045990,0.16324317
-2.28414207,5.11817355,0.82451618,0.18800748,0.04972272,0.53534013,0.29767379,3.83274156,0.06125320,0.16815613
-2.27813907,5.25325604,0.83079501,0.18846472,0.04970183,0.53741237,0.30842243,3.96018329,0.06183819,0.17283970
-2.27213607,5.37491350,0.83408876,0.18845405,0.05002334,0.53787643,0.31901524,4.07668796,0.06220864,0.17721565
-2.26613307,5.48217149,0.83433220,0.18797759,0.05066953,0.53672931,0.32932729,4.18136961,0.06236351,0.18121316
-2.26013007,5.57439460,0.83153337,0.18705067,0.05161405,0.53401408,0.33924275,4.27360555,0.06230710,0.18477069
-2.25412706,5.65129633,0.82577231,0.18570119,0.05282281,0.52981847,0.34865852,4.35304609,0.06204888,0.18783752
-2.24812406,5.71293780,0.81719744,0.18396854,0.05425507,0.52427192,0.35748751,4.41961585,0.06160315,0.19037510
-2.24212106,5.75971539,0.80602010,0.18190197,0.05586459,0.51754134,0.36566142,4.47350654,0.06098853,0.19235791
-2.23611806,5.79233785,0.79250731,0.17955881,0.05760089,0.50982563,0.37313290,4.51516160,0.06022719,0.19377396
-2.23011506,5.81179408,0.77697315,0.17700226,0.05941064,0.50134933,0.37987698,4.54525343,0.05934410,0.19462489
-2.22411206,5.81931270,0.75976909,0.17429919,0.06123897,0.49235555,0.38589176,4.56465393,0.05836599,0.19492556
-2.21810905,5.81631504,0.74127363,0.17151776,0.06303089,0.48309852,0.39119827,4.57439955,0.05732040,0.19470325
-2.21210605,5.80436328,0.72188169,0.16872517,0.06473260,0.47383589,0.39583941,4.57565203,0.05623466,0.19399649
-2.20610305,5.78510545,0.70199383,0.16598550,0.06629284,0.46482125,0.39987816,4.56965629,0.05513485,0.19285349
-2.20010005,5.76021919,0.68200590,0.16335779,0.06766403,0.45629676,0.40339500,4.55769676,0.05404496,0.19133025
-2.19409705,5.73135591,0.66229908,0.16089427,0.06880341,0.44848637,0.40648455,4.54105370,0.05298600,0.18948852
-2.18809405,5.70008719,0.64323076,0.15863901,0.06967394,0.44158960,0.40925175,4.52096086,0.05197540,0.18739348
-2.18209105,5.66785492,0.62512618,0.15662675,0.07024515,0.43577601,0.41180747,4.49856585,0.05102647,0.18511146
-2.17608804,5.63592664,0.60827114,0.15488218,0.07049366,0.43118057,0.41426393,4.47489453,0.05014810,0.18270759
-2.17008504,5.60535740,0.59290581,0.15341940,0.07040359,0.42789992,0.41672995,4.45082046,0.04934461,0.18024358
-2.16408204,5.57695915,0.57921968,0.15224175,0.06996677,0.42598947,0.41930628,4.42704038,0.04861582,0.17777570
-2.15807904,5.55127868,0.56734783,0.15134195,0.06918263,0.42546172,0.42208118,4.40405660,0.04795729,0.17535302
-2.15207604,5.52858474,0.55736842,0.15070243,0.06805800,0.42628541,0.42512645,4.38216668,0.04736068,0.17301594
-2.14607304,5.50886471,0.54930162,0.15029596,0.06660661,0.42838596,0.42849405,4.36146091,0.04681433,0.17079513
-2.14007004,5.49183118,0.54310987,0.15008649,0.06484849,0.43164686,0.43221342,4.34182747,0.04630390,0.16871097
-2.13406703,5.47693804,0.53869966,0.15003020,0.06280912,0.43591231,0.43628974,4.32296524,0.04581311,0.16677329
-2.12806403,5.46340599,0.53592465,0.15007675,0.06051860,0.44099092,0.44070304,4.30440364,0.04532456,0.16498171
-2.12206103,5.45025647,0.53459032,0.15017068,0.05801060,0.44666055,0.44540832,4.28552889,0.04482051,0.16332634
-2.11605803,5.43635314,0.53445991,0.15025299,0.05532131,0.45267411,0.45033670,4.26561565,0.04428372,0.16178886
-2.11005503,5.42044947,0.53526173,0.15026279,0.05248846,0.45876636,0.45539744,4.24386288,0.04369821,0.16034404
-2.10405203,5.40124092,0.53669756,0.15013915,0.04955025,0.46466145,0.46048088,4.21943256,0.04305000,0.15896146
-2.09804902,5.37741979,0.53845196,0.14982288,0.04654444,0.47008102,0.46546218,4.19148976,0.04232768,0.15760749
-2.09204602,5.34773084,0.54020233,0.14925840,0.04350748,0.47475268,0.47020562,4.15924252,0.04152297,0.15624730
-2.08604302,5.31102559,0.54162928,0.14839555,0.04047380,0.47841859,0.47456941,4.12198008,0.04063104,0.15484704
-2.08004002,5.26631315,0.54242716,0.14719127,0.03747523,0.48084374,0.47841078,4.07910777,0.03965083,0.15337579
-2.07403702,5.21280572,0.54231417,0.14561117,0.03454050,0.48182374,0.48159116,4.03017740,0.03858511,0.15180745
-2.06803402,5.14995687,0.54104178,0.14363086,0.03169498,0.48119184,0.48398125,3.97491190,0.03744050,0.15012238
-2.06203102,5.07749109,0.53840320,0.14123693,0.02896050,0.47882468,0.48546579,3.91322323,0.03622724,0.14830869
-2.05602801,4.99542338,0.53424035,0.13842774,0.02635530,0.47464673,0.48594787,3.84522300,0.03495896,0.14636323
-2.05002501,4.90406808,0.52844915,0.13521371,0.02389410,0.46863316,0.48535258,3.77122534,0.03365228,0.14429210
-2.04402201,4.80403658,0.52098298,0.13161732,0.02158827,0.46081088,0.48362990,3.69174203,0.03232629,0.14211082
-2.03801901,4.69622392,0.51185393,0.12767260,0.01944609,0.45125784,0.48075667,3.60747016,0.03100200,0.13984402
-2.03201601,4.58178482,0.50113200,0.12342433,0.01747298,0.44010050,0.47673766,3.51927283,0.02970174,0.13752477
-2.02601301,4.46210008,0.48894219,0.11892676,0.01567187,0.42750959,0.47160557,3.42815366,0.02844848,0.13519351
-2.02001001,4.33873459,0.47545948,0.11424211,0.01404351,0.41369428,0.46542006,3.33522625,0.02726520,0.13289665
-2.01400700,4.21338863,0.46090208,0.10943866,0.01258679,0.39889507,0.45826580,3.24167963,0.02617424,0.13068495
-2.00800400,4.08784429,0.44552316,0.10458872,0.01129904,0.38337564,0.45024964,3.14874112,0.02519667,0.12861166
-2.00200100,3.96390894,0.42960132,0.09976643,0.01017631,0.36741399,0.44149698,3.05763788,0.02435174,0.12673051
-1.99599800,3.84335799,0.41343035,0.09504551,0.00921359,0.35129319,0.43214751,2.96955860,0.02365636,0.12509377
-1.98999500,3.72787881,0.39730847,0.09049701,0.00840503,0.33529222,0.42235046,2.88561657,0.02312469,0.12375019
-1.98399200,3.61901793,0.38152778,0.08618722,0.00774406,0.31967712,0.41225957,2.80681550,0.02276776,0.12274311
-1.97798899,3.51813325,0.36636402,0.08217569,0.00722350,0.30469284,0.40202795,2.73401904,0.02259323,0.12210877
-1.97198599,3.42635290,0.35206728,0.07851354,0.00683564,0.29055611,0.39180305,2.66792509,0.02260518,0.12187475
-1.96598299,3.34454195,0.33885381,0.07524207,0.00657228,0.27744945,0.38172198,2.60904561,0.02280402,0.12205873
-1.95997999,3.27327807,0.32689934,0.07239171,0.00642475,0.26551669,0.37190721,2.55769249,0.02318650,0.12266754
-1.95397699,3.21283662,0.31633411,0.06998131,0.00638389,0.25485986,0.36246300,2.51396976,0.02374573,0.12369654
-1.94797399,3.16318564,0.30723962,0.06801781,0.00644007,0.24553777,0.35347259,2.47777239,0.02447134,0.12512936
-1.94197099,3.12399054,0.29964735,0.06649635,0.00658314,0.23756603,0.34499620,2.44879141,0.02534966,0.12693792
