energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.84992496,2.14089757,-3.12888596,0.01362118,-0.01540560,0.01838427,-0.05262627,0.55429517,-0.85208953,0.34011996,-0.27682268,0.01944313,-0.02195071,1.31033721,-2.02652814,0.65777355,-1.08280654,0.26134298,-0.43841895
-5.84392196,2.02647214,-3.13120281,0.01263493,-0.01459902,0.01709762,-0.05193900,0.51946461,-0.85266910,0.32531763,-0.27783198,0.01873056,-0.02154346,1.24081683,-2.03041819,0.62242784,-1.08596231,0.24345011,-0.43986741
-5.83791896,1.91193189,-3.12191016,0.01166115,-0.01376966,0.01584690,-0.05110638,0.48507524,-0.85017468,0.31023844,-0.27776191,0.01798445,-0.02108128,1.17116148,-2.02669294,0.58721303,-1.08476608,0.22582286,-0.43963221
-5.83191596,1.79800092,-3.10100092,0.01070772,-0.01292798,0.01463636,-0.05013611,0.45137325,-0.84458486,0.29495393,-0.27660321,0.01720714,-0.02057317,1.10182860,-2.01532453,0.55234242,-1.07922386,0.20860238,-0.43767763
-5.82591296,1.68537704,-3.06860795,0.00978171,-0.01208390,0.01346985,-0.04903599,0.41858780,-0.83591193,0.27953884,-0.27436174,0.01640166,-0.02002797,1.03326071,-1.99638000,0.51802312,-1.06940048,0.19191417,-0.43398792
-5.81990995,1.57473060,-3.02500908,0.00888933,-0.01124663,0.01235084,-0.04781392,0.38692968,-0.82420409,0.26407157,-0.27105912,0.01557172,-0.01945421,0.96588424,-1.97002489,0.48445611,-1.05541934,0.17586754,-0.42856933
-5.81390695,1.46670240,-2.97062957,0.00803589,-0.01042446,0.01128241,-0.04647790,0.35659017,-0.80954709,0.24863441,-0.26673307,0.01472177,-0.01885999,0.90010783,-1.93652503,0.45183578,-1.03746096,0.16055532,-0.42145162
-5.80790395,1.36190040,-2.90604171,0.00722574,-0.00962464,0.01026726,-0.04503618,0.32773991,-0.79206508,0.23331309,-0.26143729,0.01385688,-0.01825289,0.83631993,-1.89624621,0.42034878,-1.01576038,0.14605401,-0.41268901
-5.80190095,1.26089532,-2.83196087,0.00646231,-0.00885328,0.00930766,-0.04349729,0.30052784,-0.77192060,0.21819603,-0.25524099,0.01298269,-0.01763992,0.77488568,-1.84965155,0.39017250,-0.99060341,0.13242408,-0.40236055
-5.79589795,1.16421513,-2.74923804,0.00574809,-0.00811533,0.00840547,-0.04187025,0.27508025,-0.74931355,0.20337310,-0.24822789,0.01210525,-0.01702759,0.71614312,-1.79729633,0.36147293,-0.96232174,0.11971060,-0.39056961
-5.78989495,1.07233878,-2.65884864,0.00508468,-0.00741456,0.00756205,-0.04016463,0.25149987,-0.72447918,0.18893401,-0.24049489,0.01123090,-0.01642188,0.66039900,-1.73982034,0.33440210,-0.93128710,0.10794398,-0.37744276
-5.78389195,0.98568929,-2.56187760,0.00447283,-0.00675361,0.00677828,-0.03839068,0.22986512,-0.69768499,0.17496640,-0.23215021,0.01036604,-0.01582834,0.60792418,-1.67793777,0.30909527,-0.89790446,0.09714084,-0.36312776
-5.77788894,0.90462672,-2.45950101,0.00391250,-0.00613408,0.00605451,-0.03655942,0.21022950,-0.66922668,0.16155379,-0.22331124,0.00951704,-0.01525213,0.55894899,-1.61242469,0.28566798,-0.86260464,0.08730499,-0.34779087
-5.77188594,0.82944138,-2.35296468,0.00340294,-0.00555664,0.00539055,-0.03468264,0.19262115,-0.63942315,0.14877341,-0.21410201,0.00868995,-0.01469808,0.51365874,-1.54410465,0.26421308,-0.82583624,0.07842842,-0.33161353
-5.76588294,0.76034767,-2.24356015,0.00294279,-0.00502114,0.00478569,-0.03277288,0.17704267,-0.60861082,0.13669413,-0.20465049,0.00789047,-0.01417070,0.47218973,-1.47383251,0.24479800,-0.78805731,0.07049241,-0.31478843
-5.75987994,0.69747903,-2.13259886,0.00253014,-0.00452673,0.00423868,-0.03084338,0.16347124,-0.57713729,0.12537450,-0.19508563,0.00712369,-0.01367423,0.43462585,-1.40247707,0.22746237,-0.74972685,0.06346853,-0.29751530
-5.75387694,0.64088429,-2.02138509,0.00216267,-0.00407205,0.00374778,-0.02890790,0.15185902,-0.54535461,0.11486113,-0.18553438,0.00639405,-0.01321256,0.40099622,-1.33090304,0.21221617,-0.71129630,0.05731975,-0.27999633
-5.74787394,0.59052577,-1.91118876,0.00183769,-0.00365532,0.00331081,-0.02698058,0.14213393,-0.51361242,0.10518735,-0.17611874,0.00570521,-0.01278923,0.37127391,-1.25995278,0.19903848,-0.67320143,0.05200148,-0.26243159
-5.74187094,0.54627946,-1.80321863,0.00155229,-0.00327446,0.00292517,-0.02507568,0.13420086,-0.48225110,0.09637231,-0.16695290,0.00506004,-0.01240729,0.34537590,-1.19042854,0.18787708,-0.63585448,0.04746265,-0.24501458
-5.73586793,0.50793718,-1.69859709,0.00130338,-0.00292723,0.00258791,-0.02320732,0.12794323,-0.45159511,0.08842064,-0.15814060,0.00446052,-0.01206925,0.32316454,-1.12307558,0.17864882,-0.59963708,0.04364676,-0.22792796
-5.72986493,0.47521114,-1.59833712,0.00108780,-0.00261133,0.00229586,-0.02138924,0.12322508,-0.42194688,0.08132245,-0.14977284,0.00390784,-0.01177691,0.30445037,-1.05856685,0.17124091,-0.56489382,0.04049291,-0.21133977
-5.72386193,0.44774057,-1.50332220,0.00090237,-0.00232443,0.00204562,-0.01963445,0.11989341,-0.39358123,0.07505396,-0.14192585,0.00340237,-0.01153122,0.28899634,-0.99748963,0.16551306,-0.53192686,0.03793692,-0.19540013
-5.71785893,0.42510039,-1.41428998,0.00074399,-0.00206429,0.00183373,-0.01795501,0.11778115,-0.36674061,0.06957848,-0.13465967,0.00294372,-0.01133219,0.27652349,-0.94033460,0.16130051,-0.50099140,0.03591232,-0.18023863
-5.71185593,0.40681187,-1.33181987,0.00060965,-0.00182876,0.00165670,-0.01636174,0.11671028,-0.34163117,0.06484795,-0.12801704,0.00253086,-0.01117877,0.26671773,-0.88748755,0.15841782,-0.47229236,0.03435151,-0.16596238
-5.70585293,0.39235470,-1.25632530,0.00049649,-0.00161582,0.00151114,-0.01486399,0.11649545,-0.31841981,0.06080468,-0.12202299,0.00216218,-0.01106874,0.25923780,-0.83922411,0.15666338,-0.44598223,0.03318679,-0.15265478
-5.69984992,0.38118044,-1.18805049,0.00040183,-0.00142360,0.00139386,-0.01346949,0.11694773,-0.29723220,0.05738354,-0.11668480,0.00183557,-0.01099874,0.25372392,-0.79570745,0.15582444,-0.42216000,0.03235146,-0.14037509
-5.69384692,0.37272674,-1.12707190,0.00032319,-0.00125039,0.00130194,-0.01218415,0.11787858,-0.27815186,0.05451422,-0.11199261,0.00154858,-0.01096418,0.24980714,-0.75698915,0.15568257,-0.40087139,0.03178089,-0.12915863
-5.68784392,0.36643200,-1.07330429,0.00025832,-0.00109461,0.00123288,-0.01101203,0.11910384,-0.26122010,0.05212377,-0.10792049,0.00129850,-0.01095940,0.24711891,-0.72301299,0.15601937,-0.38211018,0.03141357,-0.11901769
-5.68184092,0.36174999,-1.02651087,0.00020519,-0.00095483,0.00118464,-0.00995529,0.12044775,-0.24643705,0.05013904,-0.10442796,0.00108244,-0.01097773,0.24530070,-0.69362150,0.15662215,-0.36582064,0.03119213,-0.10994299
-5.67583792,0.35816407,-0.98631733,0.00016196,-0.00082973,0.00115583,-0.00901418,0.12174672,-0.23376339,0.04848921,-0.10146190,0.00089744,-0.01101166,0.24401327,-0.66856511,0.15728951,-0.35190100,0.03106429,-0.10190563
-5.66983492,0.35520046,-0.95222896,0.00012705,-0.00071809,0.00114577,-0.00818714,0.12285289,-0.22312296,0.04710810,-0.09895884,0.00074059,-0.01105308,0.24294545,-0.64751335,0.15783661,-0.34020783,0.03098373,-0.09485943
-5.66383192,0.35244030,-0.92365044,0.00009906,-0.00061882,0.00115461,-0.00747090,0.12363722,-0.21440599,0.04593643,-0.09684739,0.00060905,-0.01109352,0.24182195,-0.63006781,0.15809987,-0.33056118,0.03091088,-0.08874354
-5.65782891,0.34953007,-0.89990738,0.00007677,-0.00053087,0.00118350,-0.00686062,0.12399215,-0.20747295,0.04492375,-0.09505095,0.00050014,-0.01112442,0.24041022,-0.61577637,0.15794103,-0.32275039,0.03081355,-0.08348523
-5.65182591,0.34619013,-0.88026901,0.00005916,-0.00045327,0.00123466,-0.00635009,0.12383362,-0.20215877,0.04403015,-0.09349034,0.00041141,-0.01113742,0.23852594,-0.60414818,0.15725039,-0.31654037,0.03066747,-0.07900273
-5.64582291,0.34222117,-0.86397110,0.00004536,-0.00038511,0.00131155,-0.00593189,0.12310243,-0.19827753,0.04322768,-0.09208642,0.00034063,-0.01112470,0.23603710,-0.59466895,0.15594915,-0.31167822,0.03045665,-0.07520809
-5.63981991,0.33750841,-0.85023857,0.00003463,-0.00032553,0.00141901,-0.00559767,0.12176492,-0.19562726,0.04250139,-0.09076266,0.00028587,-0.01107920,0.23286663,-0.58681602,0.15399078,-0.30789993,0.03017360,-0.07200992
-5.63381691,0.33202356,-0.83830700,0.00002638,-0.00027371,0.00156338,-0.00533832,0.11981288,-0.19399502,0.04185008,-0.08944731,0.00024551,-0.01099488,0.22899335,-0.58007276,0.15136140,-0.30493718,0.02981933,-0.06931587
-5.62781391,0.32582437,-0.82744240,0.00002010,-0.00022890,0.00175260,-0.00514423,0.11726278,-0.19316187,0.04128675,-0.08807546,0.00021823,-0.01086698,0.22445151,-0.57394197,0.14807916,-0.30252380,0.02940322,-0.06703506
-5.62181091,0.31905217,-0.81695885,0.00001540,-0.00019036,0.00199640,-0.00500552,0.11415435,-0.19290793,0.04083860,-0.08659061,0.00020303,-0.01069209,0.21932869,-0.56795787,0.14419273,-0.30040202,0.02894271,-0.06508006
-5.61580790,0.31192716,-0.80623353,0.00001195,-0.00015741,0.00230631,-0.00491226,0.11054845,-0.19301712,0.04054679,-0.08494593,0.00019922,-0.01046834,0.21376249,-0.56169641,0.13977885,-0.29832817,0.02846284,-0.06336865
-5.60980490,0.30474195,-0.79471890,0.00000951,-0.00012941,0.00269580,-0.00485466,0.10652453,-0.19328179,0.04046591,-0.08310505,0.00020642,-0.01019539,0.20793587,-0.55478373,0.13493926,-0.29607779,0.02799560,-0.06182530
-5.60380190,0.29785339,-0.78195179,0.00000788,-0.00010576,0.00318026,-0.00482332,0.10217764,-0.19350696,0.04066299,-0.08104247,0.00022453,-0.00987439,0.20207141,-0.54690263,0.12979692,-0.29344999,0.02757916,-0.06038225
-5.59779890,0.29167298,-0.76755948,0.00000692,-0.00008592,0.00377702,-0.00480933,0.09761510,-0.19351412,0.04121643,-0.07874358,0.00025372,-0.00950796,0.19642481,-0.53779699,0.12449186,-0.29027112,0.02725697,-0.05898034
-5.59179590,0.28665612,-0.75126271,0.00000652,-0.00006937,0.00450522,-0.00480448,0.09295307,-0.19314455,0.04221443,-0.07620422,0.00029440,-0.00909999,0.19127760,-0.52727418,0.11917666,-0.28639746,0.02707678,-0.05756951
-5.58579290,0.28329044,-0.73287581,0.00000663,-0.00005567,0.00538571,-0.00480137,0.08831300,-0.19226212,0.04375328,-0.07343004,0.00034721,-0.00865550,0.18692940,-0.51520554,0.11401181,-0.28171715,0.02708951,-0.05610903
-5.57978989,0.28208339,-0.71230429,0.00000722,-0.00004440,0.00644077,-0.00479354,0.08381820,-0.19075536,0.04593530,-0.07043547,0.00041294,-0.00818041,0.18368986,-0.50152502,0.10916106,-0.27615111,0.02734810,-0.05456749
-5.57378689,0.28354952,-0.68954000,0.00000827,-0.00003519,0.00769377,-0.00477551,0.07959055,-0.18853898,0.04886656,-0.06724255,0.00049253,-0.00768132,0.18187059,-0.48622634,0.10478691,-0.26965319,0.02790626,-0.05292256
-5.56778389,0.28819736,-0.66465438,0.00000982,-0.00002771,0.00916878,-0.00474288,0.07574750,-0.18555460,0.05265435,-0.06387960,0.00058703,-0.00716521,0.18177697,-0.46935860,0.10104632,-0.26220937,0.02881726,-0.05116053
-5.56178089,0.29651650,-0.63779021,0.00001191,-0.00002169,0.01089000,-0.00469232,0.07239935,-0.18177082,0.05740437,-0.06037976,0.00069750,-0.00663927,0.18370039,-0.45102093,0.09808677,-0.25383630,0.03013260,-0.04927574
-5.55577789,0.30896481,-0.60915204,0.00001464,-0.00001686,0.01288113,-0.00462161,0.06964703,-0.17718253,0.06321781,-0.05677962,0.00082503,-0.00611059,0.18791070,-0.43135612,0.09604281,-0.24457904,0.03190085,-0.04726986
-5.54977489,0.32595624,-0.57899607,0.00001810,-0.00001303,0.01516466,-0.00452959,0.06758019,-0.17180962,0.07018823,-0.05311778,0.00097065,-0.00558599,0.19464932,-0.41054385,0.09503297,-0.23450828,0.03416638,-0.04515110
-5.54377189,0.34784939,-0.54761949,0.00002244,-0.00001000,0.01776109,-0.00441612,0.06627587,-0.16569501,0.07839841,-0.04943359,0.00113525,-0.00507183,0.20412303,-0.38879337,0.09515738,-0.22371700,0.03696831,-0.04293331
-5.53776888,0.37493723,-0.51534999,0.00002784,-0.00000763,0.02068803,-0.00428202,0.06579760,-0.15890222,0.08791721,-0.04576601,0.00131959,-0.00457386,0.21649859,-0.36633634,0.09649586,-0.21231681,0.04033950,-0.04063513
-5.53176588,0.40743827,-0.48253559,0.00003453,-0.00000578,0.02395940,-0.00412900,0.06619492,-0.15151241,0.09879651,-0.04215259,0.00152420,-0.00409709,0.23189849,-0.34341973,0.09910670,-0.20043411,0.04430574,-0.03827913
-5.52576288,0.44548953,-0.44953517,0.00004276,-0.00000435,0.02758454,-0.00395954,0.06750351,-0.14362114,0.11106845,-0.03862873,0.00174939,-0.00364575,0.25039783,-0.32029909,0.10302605,-0.18820610,0.04888517,-0.03589092
-5.51975988,0.48914179,-0.41670991,0.00005287,-0.00000326,0.03156744,-0.00377685,0.06974565,-0.13533495,0.12474305,-0.03522705,0.00199513,-0.00322325,0.27202267,-0.29723256,0.10826800,-0.17577681,0.05408790,-0.03349844
-5.51375688,0.53835730,-0.38441593,0.00006523,-0.00000243,0.03590605,-0.00358470,0.07293113,-0.12676781,0.13980631,-0.03197706,0.00226114,-0.00283217,0.29674988,-0.27447544,0.11482532,-0.16329343,0.05991596,-0.03113120
-5.50775388,0.59301045,-0.35299822,0.00008029,-0.00000180,0.04059176,-0.00338736,0.07705863,-0.11803771,0.15621906,-0.02890493,0.00254678,-0.00247433,0.32450869,-0.25227580,0.12267082,-0.15090279,0.06636360,-0.02881975
-5.50175088,0.65289155,-0.32278598,0.00009855,-0.00000132,0.04560904,-0.00318951,0.08211735,-0.10926328,0.17391653,-0.02603354,0.00285111,-0.00215085,0.35518394,-0.23087088,0.13175944,-0.13874836,0.07341783,-0.02659519
-5.49574787,0.71771383,-0.29408936,0.00012062,-0.00000097,0.05093541,-0.00299615,0.08808902,-0.10056089,0.19280891,-0.02338258,0.00317291,-0.00186221,0.38862112,-0.21048464,0.14203090,-0.12696759,0.08105945,-0.02448880
-5.48974487,0.78712378,-0.26719764,0.00014717,-0.00000072,0.05654157,-0.00281251,0.09495010,-0.09204198,0.21278295,-0.02096891,0.00351069,-0.00160841,0.42463306,-0.19132611,0.15341281,-0.11568994,0.08926426,-0.02253186
-5.48374187,0.86071445,-0.24237878,0.00017894,-0.00000053,0.06239196,-0.00264406,0.10267414,-0.08381092,0.23370445,-0.01880692,0.00386276,-0.00138904,0.46300817,-0.17358890,0.16582438,-0.10503529,0.09800467,-0.02075554
-5.47773887,0.93804152,-0.21988006,0.00021677,-0.00000040,0.06844550,-0.00249638,0.11123420,-0.07596330,0.25542201,-0.01690903,0.00422730,-0.00120342,0.50351980,-0.15745134,0.17918028,-0.09511304,0.10725144,-0.01919087
-5.47173587,1.01864146,-0.19992982,0.00026157,-0.00000032,0.07465682,-0.00237520,0.12060521,-0.06858482,0.27777156,-0.01528618,0.00460245,-0.00105071,0.54593659,-0.14307753,0.19339480,-0.08602170,0.11697561,-0.01786892
-5.46573287,1.10205099,-0.18273992,0.00031432,-0.00000026,0.08097760,-0.00228638,0.13076620,-0.06175057,0.30058187,-0.01394840,0.00498635,-0.00093004,0.59003302,-0.13061886,0.20838583,-0.07784889,0.12715045,-0.01682094
-5.45972986,1.18782696,-0.16850873,0.00037606,-0.00000024,0.08735829,-0.00223588,0.14170212,-0.05552489,0.32368065,-0.01290525,0.00537729,-0.00084058,0.63559985,-0.12021599,0.22407876,-0.07067186,0.13775322,-0.01607862
-5.45372686,1.27556554,-0.15742431,0.00044788,-0.00000024,0.09375001,-0.00222977,0.15340537,-0.04996155,0.34690107,-0.01216633,0.00577374,-0.00078167,0.68245368,-0.11200097,0.24040980,-0.06455822,0.14876681,-0.01567431
-5.44772386,1.36491955,-0.14966755,0.00053087,-0.00000026,0.10010654,-0.00227426,0.16587666,-0.04510437,0.37008849,-0.01174161,0.00617447,-0.00075287,0.73044506,-0.10609945,0.25732868,-0.05956692,0.16018088,-0.01564127
-5.44172086,1.45561286,-0.14541493,0.00062617,-0.00000030,0.10638641,-0.00237563,0.17912530,-0.04098801,0.39310691,-0.01164169,0.00657858,-0.00075400,0.77946448,-0.10263255,0.27480044,-0.05574931,0.17199259,-0.01601387
-5.43571786,1.54745072,-0.14484063,0.00073487,-0.00000037,0.11255490,-0.00254033,0.19316866,-0.03763903,0.41584498,-0.01187795,0.00698558,-0.00078525,0.82944576,-0.10171845,0.29280620,-0.05315018,0.18420661,-0.01682771
-5.42971486,1.64032518,-0.14811783,0.00085802,-0.00000046,0.11858590,-0.00277482,0.20803091,-0.03507700,0.43822111,-0.01246256,0.00739538,-0.00084710,0.88036643,-0.10347335,0.31134268,-0.05180870,0.19683456,-0.01811961
-5.42371186,1.73421499,-0.15541891,0.00099660,-0.00000059,0.12446356,-0.00308566,0.22374096,-0.03331560,0.46018750,-0.01340832,0.00780834,-0.00094044,0.93224473,-0.10801175,0.33042053,-0.05175910,0.20989361,-0.01992751
-5.41770885,1.82917956,-0.16691460,0.00115148,-0.00000074,0.13018353,-0.00347935,0.24032968,-0.03236373,0.48173267,-0.01472837,0.00822517,-0.00106649,0.98513336,-0.11544601,0.35006138,-0.05303118,0.22340445,-0.02229024
-5.41170585,1.92534706,-0.18277184,0.00132342,-0.00000095,0.13575379,-0.00396229,0.25782641,-0.03222645,0.50288245,-0.01643579,0.00864695,-0.00122677,1.03910997,-0.12588502,0.37029382,-0.05565044,0.23738858,-0.02524713
-5.40570285,2.02289708,-0.20315058,0.00151302,-0.00000120,0.14119503,-0.00454071,0.27625505,-0.03290582,0.52369917,-0.01854303,0.00907500,-0.00142314,1.09426492,-0.13943217,0.39114830,-0.05963785,0.25186508,-0.02883744
-5.39969985,2.12203861,-0.22819958,0.00172073,-0.00000151,0.14654037,-0.00522048,0.29562989,-0.03440151,0.54427911,-0.02106127,0.00951083,-0.00165768,1.15068688,-0.15618262,0.41265143,-0.06500946,0.26684703,-0.03309978
-5.39369685,2.22298450,-0.25805141,0.00194682,-0.00000190,0.15183463,-0.00600704,0.31595128,-0.03671128,0.56474815,-0.02399969,0.00995600,-0.00193264,1.20844703,-0.17622002,0.43481985,-0.07177558,0.28233779,-0.03807131
-5.38769385,2.32592383,-0.29281691,0.00219140,-0.00000238,0.15713289,-0.00690525,0.33720164,-0.03983130,0.58525588,-0.02736478,0.01041202,-0.00225041,1.26758285,-0.19961286,0.45765407,-0.07993988,0.29832734,-0.04378692
-5.38169085,2.43099373,-0.33257953,0.00245441,-0.00000297,0.16249859,-0.00791919,0.35934182,-0.04375628,0.60596827,-0.03115952,0.01088024,-0.00261343,1.32808261,-0.22641076,0.48113277,-0.08949838,0.31478903,-0.05027838
-5.37568784,2.53825243,-0.37738978,0.00273567,-0.00000368,0.16800108,-0.00905214,0.38230829,-0.04847954,0.62705929,-0.03538277,0.01136171,-0.00302409,1.38987143,-0.25664078,0.50520773,-0.10043840,0.33167680,-0.05757348
-5.36968484,2.64765520,-0.42726026,0.00303486,-0.00000455,0.17371275,-0.01030633,0.40601124,-0.05399301,0.64870170,-0.04002861,0.01185710,-0.00348466,1.45280005,-0.29030420,0.52980012,-0.11273765,0.34892333,-0.06569518
-5.36368184,2.75903460,-0.48216154,0.00335161,-0.00000559,0.17970585,-0.01168294,0.43033379,-0.06028716,0.67105756,-0.04508594,0.01236664,-0.00399722,1.51663703,-0.32737384,0.55479804,-0.12636354,0.36643908,-0.07466090
-5.35767884,2.87208641,-0.54201926,0.00368549,-0.00000684,0.18604908,-0.01318196,0.45513247,-0.06735101,0.69426872,-0.05053817,0.01289003,-0.00456354,1.58106511,-0.36779223,0.58005584,-0.14127280,0.38411247,-0.08448181
-5.35167584,2.98636205,-0.60671247,0.00403609,-0.00000833,0.19280412,-0.01480216,0.48023895,-0.07517209,0.71844775,-0.05636315,0.01342639,-0.00518501,1.64568207,-0.41147068,0.60539525,-0.15741142,0.40181125,-0.09516233
-5.34567284,3.10126804,-0.67607356,0.00440304,-0.00001011,0.20002222,-0.01654110,0.50546302,-0.08373648,0.74366971,-0.06253329,0.01397431,-0.00586252,1.71000609,-0.45828937,0.63060820,-0.17471505,0.41938495,-0.10669968
-5.33966983,3.21607247,-0.74988958,0.00478605,-0.00001223,0.20774097,-0.01839508,0.53059667,-0.09302893,0.76996499,-0.06901588,0.01453179,-0.00659640,1.77348556,-0.50809850,0.65546145,-0.19310981,0.43666836,-0.11908363
