energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.72986493,6.93351086,0.05620087,0.85740350,1.03868537,0.00000000,4.38683144,2.59057471,3.32133304,0.00000000
-5.72386193,6.91923185,0.05780592,0.82455536,1.03480308,0.00000000,4.36202194,2.56466558,3.34892251,0.00000000
-5.71785893,6.88488922,0.05919829,0.79209678,1.02634138,0.00000000,4.32424789,2.53583437,3.36264324,0.00000000
-5.71185593,6.82969119,0.06034499,0.76005373,1.01344741,0.00000000,4.27333017,2.50351993,3.36214488,0.00000000
-5.70585293,6.75314751,0.06121795,0.72843689,0.99633440,0.00000000,4.20928191,2.46718630,3.34729863,0.00000000
-5.69984992,6.65511363,0.06179502,0.69724869,0.97527828,0.00000000,4.13232810,2.42635510,3.31821109,0.00000000
-5.69384692,6.53582953,0.06206086,0.66649055,0.95061358,0.00000000,4.04292229,2.38063707,3.27523426,0.00000000
-5.68784392,6.39595074,0.06200763,0.63616986,0.92272868,0.00000000,3.94175876,2.32976119,3.21897106,0.00000000
-5.68184092,6.23656932,0.06163545,0.60630652,0.89206047,0.00000000,3.82977920,2.27359996,3.15027546,0.00000000
-5.67583792,6.05922292,0.06095263,0.57693843,0.85908825,0.00000000,3.70817242,2.21218939,3.07024673,0.00000000
-5.66983492,5.86589008,0.05997558,0.54812584,0.82432704,0.00000000,3.57836648,2.14574270,2.98021709,0.00000000
-5.66383192,5.65897100,0.05872848,0.51995436,0.78832009,0.00000000,3.44201231,2.07465680,2.88173275,0.00000000
-5.65782891,5.44125316,0.05724264,0.49253633,0.75163072,0.00000000,3.30095889,1.99951127,2.77652799,0.00000000
-5.65182591,5.21586211,0.05555563,0.46601072,0.71483348,0.00000000,3.15721987,1.92105961,2.66649279,0.00000000
-5.64582291,4.98619834,0.05371012,0.44054139,0.67850463,0.00000000,3.01293240,1.84021312,2.55363437,0.00000000
-5.63981991,4.75586198,0.05175260,0.41631392,0.64321219,0.00000000,2.87030899,1.75801806,2.44003359,0.00000000
-5.63381691,4.52856746,0.04973189,0.39353106,0.60950548,0.00000000,2.73158397,1.67562701,2.32779735,0.00000000
-5.62781391,4.30805103,0.04769761,0.37240721,0.57790470,0.00000000,2.59895609,1.59426571,2.21900834,0.00000000
-5.62181091,4.09797431,0.04569857,0.35316191,0.54889038,0.00000000,2.47452926,1.51519679,2.11567363,0.00000000
-5.61580790,3.90182735,0.04378125,0.33601282,0.52289334,0.00000000,2.36025360,1.43968189,2.01967402,0.00000000
-5.60980490,3.72283466,0.04198827,0.32116845,0.50028522,0.00000000,2.25786896,1.36894382,1.93271556,0.00000000
-5.60380190,3.56386781,0.04035713,0.30882085,0.48137005,0.00000000,2.16885308,1.30413018,1.85628533,0.00000000
-5.59779890,3.42736769,0.03891904,0.29913865,0.46637703,0.00000000,2.09437646,1.24628000,1.79161273,0.00000000
-5.59179590,3.31527942,0.03769799,0.29226055,0.45545491,0.00000000,2.03526582,1.19629448,1.73963798,0.00000000
-5.58579290,3.22900213,0.03671013,0.28828973,0.44866820,0.00000000,1.99197755,1.15491300,1.70098889,0.00000000
-5.57978989,3.16935551,0.03596341,0.28728913,0.44599535,0.00000000,1.96458246,1.12269497,1.67596683,0.00000000
-5.57378689,3.13656413,0.03545746,0.28927784,0.44732912,0.00000000,1.95276262,1.10000817,1.66454243,0.00000000
-5.56778389,3.13026002,0.03518384,0.29422877,0.45247917,0.00000000,1.95582036,1.08702363,1.66636133,0.00000000
-5.56178089,3.14950317,0.03512654,0.30206753,0.46117689,0.00000000,1.97269955,1.08371691,1.68075959,0.00000000
-5.55577789,3.19281904,0.03526270,0.31267266,0.47308231,0.00000000,2.00201828,1.08987569,1.70678849,0.00000000
-5.54977489,3.25825149,0.03556363,0.32587713,0.48779301,0.00000000,2.04211201,1.10511275,1.74324757,0.00000000
-5.54377189,3.34342908,0.03599596,0.34147102,0.50485471,0.00000000,2.09108550,1.12888388,1.78872493,0.00000000
-5.53776888,3.44564209,0.03652295,0.35920539,0.52377323,0.00000000,2.14687194,1.16050975,1.84164315,0.00000000
-5.53176588,3.56192749,0.03710593,0.37879719,0.54402745,0.00000000,2.20729673,1.19920077,1.90030927,0.00000000
-5.52576288,3.68915876,0.03770572,0.39993503,0.56508282,0.00000000,2.27014405,1.24408393,1.96296692,0.00000000
-5.51975988,3.82413723,0.03828410,0.42228577,0.58640503,0.00000000,2.33322338,1.29423074,2.02784884,0.00000000
-5.51375688,3.96368216,0.03880518,0.44550163,0.60747327,0.00000000,2.39443385,1.34868520,2.09322775,0.00000000
-5.50775388,4.10471622,0.03923664,0.46922780,0.62779277,0.00000000,2.45182403,1.40649097,2.15746397,0.00000000
-5.50175088,4.24434402,0.03955090,0.49311021,0.64690613,0.00000000,2.50364510,1.46671702,2.21904813,0.00000000
-5.49574787,4.37992126,0.03972595,0.51680349,0.66440313,0.00000000,2.54839572,1.52848101,2.27663761,0.00000000
-5.48974487,4.50911280,0.03974609,0.53997862,0.67992873,0.00000000,2.58485729,1.59096998,2.32908565,0.00000000
-5.48374187,4.62993816,0.03960233,0.56233046,0.69318914,0.00000000,2.61211863,1.65345784,2.37546248,0.00000000
-5.47773887,4.74080401,0.03929260,0.58358465,0.70395574,0.00000000,2.62958987,1.71531944,2.41506800,0.00000000
-5.47173587,4.84052310,0.03882167,0.60350387,0.71206701,0.00000000,2.63700538,1.77604116,2.44743619,0.00000000
-5.46573287,4.92832015,0.03820086,0.62189329,0.71742846,0.00000000,2.63441658,1.83522774,2.47233151,0.00000000
-5.45972986,5.00382545,0.03744748,0.63860500,0.72001068,0.00000000,2.62217541,1.89260563,2.48973796,0.00000000
-5.45372686,5.06705716,0.03658415,0.65354127,0.71984597,0.00000000,2.60090976,1.94802278,2.49984186,0.00000000
-5.44772386,5.11839395,0.03563790,0.66665662,0.71702355,0.00000000,2.57149244,2.00144522,2.50300944,0.00000000
-5.44172086,5.15853949,0.03463923,0.67795848,0.71168390,0.00000000,2.53500539,2.05295046,2.49976054,0.00000000
-5.43571786,5.18848068,0.03362104,0.68750657,0.70401239,0.00000000,2.49270063,2.10271809,2.49073984,0.00000000
-5.42971486,5.20944128,0.03261758,0.69541069,0.69423263,0.00000000,2.44595986,2.15101780,2.47668684,0.00000000
-5.42371186,5.22283275,0.03166333,0.70182732,0.68259970,0.00000000,2.39625397,2.19819509,2.45840601,0.00000000
-5.41770885,5.23020392,0.03079206,0.70695471,0.66939362,0.00000000,2.34510380,2.24465512,2.43673811,0.00000000
-5.41170585,5.23319072,0.03003584,0.71102684,0.65491313,0.00000000,2.29404323,2.29084481,2.41253366,0.00000000
-5.40570285,5.23346743,0.02942421,0.71430633,0.63947000,0.00000000,2.24458513,2.33723385,2.38662932,0.00000000
-5.39969985,5.23270024,0.02898345,0.71707635,0.62338375,0.00000000,2.19819085,2.38429472,2.35982756,0.00000000
-5.39369685,5.23250389,0.02873596,0.71963202,0.60697711,0.00000000,2.15624329,2.43248238,2.33288009,0.00000000
-5.38769385,5.23440203,0.02869979,0.72227127,0.59057177,0.00000000,2.12002349,2.48221405,2.30647478,0.00000000
-5.38169085,5.23979159,0.02888829,0.72528568,0.57448465,0.00000000,2.09069080,2.53384944,2.28122629,0.00000000
-5.37568784,5.24991147,0.02930980,0.72895137,0.55902447,0.00000000,2.06926608,2.58767217,2.25766983,0.00000000
-5.36968484,5.26581556,0.02996756,0.73352048,0.54448847,0.00000000,2.05661783,2.64387271,2.23625772,0.00000000
-5.36368184,5.28835040,0.03085964,0.73921320,0.53115919,0.00000000,2.05345098,2.70253359,2.21735833,0.00000000
-5.35767884,5.31813726,0.03197899,0.74621095,0.51930127,0.00000000,2.06029803,2.76361721,2.20125682,0.00000000
-5.35167584,5.35555899,0.03331353,0.75465070,0.50915811,0.00000000,2.07751259,2.82695689,2.18815713,0.00000000
-5.34567284,5.40075146,0.03484637,0.76462066,0.50094841,0.00000000,2.10526527,2.89225158,2.17818495,0.00000000
-5.33966983,5.45359998,0.03655608,0.77615762,0.49486255,0.00000000,2.14354212,2.95906456,2.17139108,0.00000000
-5.33366683,5.51374066,0.03841703,0.78924590,0.49105901,0.00000000,2.19214579,3.02682647,2.16775517,0.00000000
-5.32766383,5.58056702,0.04039983,0.80381794,0.48966070,0.00000000,2.25069982,3.09484279,2.16718942,0.00000000
-5.32166083,5.65324198,0.04247180,0.81975667,0.49075157,0.00000000,2.31865630,3.16230590,2.16954245,0.00000000
-5.31565783,5.73071540,0.04459764,0.83689939,0.49437348,0.00000000,2.39530709,3.22831145,2.17460327,0.00000000
-5.30965483,5.81174723,0.04674003,0.85504318,0.50052371,0.00000000,2.47979898,3.29187893,2.18210557,0.00000000
-5.30365183,5.89493611,0.04886046,0.87395153,0.50915313,0.00000000,2.57115258,3.35197594,2.19173241,0.00000000
-5.29764882,5.97875339,0.05092008,0.89336214,0.52016537,0.00000000,2.66828492,3.40754556,2.20312179,0.00000000
-5.29164582,6.06158180,0.05288058,0.91299535,0.53341704,0.00000000,2.77003528,3.45753607,2.21587309,0.00000000
-5.28564282,6.14175838,0.05470517,0.93256319,0.54871929,0.00000000,2.87519360,3.50093218,2.22955459,0.00000000
-5.27963982,6.21762035,0.05635958,0.95177850,0.56584055,0.00000000,2.98253075,3.53678664,2.24371232,0.00000000
-5.27363682,6.28755297,0.05781305,0.97036382,0.58451068,0.00000000,3.09082930,3.56425128,2.25787999,0.00000000
-5.26763382,6.35003760,0.05903924,0.98805987,0.60442643,0.00000000,3.19891395,3.58260621,2.27159007,0.00000000
-5.26163082,6.40369847,0.06001712,1.00463300,0.62525794,0.00000000,3.30567989,3.59128608,2.28438557,0.00000000
-5.25562781,6.44734622,0.06073168,1.01988164,0.64665628,0.00000000,3.41011814,3.58990231,2.29583225,0.00000000
-5.24962481,6.48001628,0.06117455,1.03364119,0.66826165,0.00000000,3.51133631,3.57826024,2.30553074,0.00000000
-5.24362181,6.50100044,0.06134437,1.04578740,0.68971198,0.00000000,3.60857392,3.55637045,2.31312793,0.00000000
-5.23761881,6.50986979,0.06124696,1.05623794,0.71065161,0.00000000,3.70121132,3.52445346,2.31832711,0.00000000
-5.23161581,6.50648780,0.06089529,1.06495224,0.73073963,0.00000000,3.78877172,3.48293758,2.32089622,0.00000000
-5.22561281,6.49101251,0.06030911,1.07192944,0.74965772,0.00000000,3.87091619,3.43244964,2.32067373,0.00000000
-5.21960980,6.46388750,0.05951443,1.07720486,0.76711693,0.00000000,3.94743195,3.37379890,2.31757162,0.00000000
-5.21360680,6.42582146,0.05854270,1.08084486,0.78286347,0.00000000,4.01821453,3.30795458,2.31157538,0.00000000
-5.20760380,6.37775730,0.05742979,1.08294063,0.79668305,0.00000000,4.08324497,3.23601770,2.30274069,0.00000000
-5.20160080,6.32083172,0.05621479,1.08360105,0.80840380,0.00000000,4.14256335,3.15918836,2.29118705,0.00000000
-5.19559780,6.25632709,0.05493871,1.08294513,0.81789773,0.00000000,4.19624036,3.07872966,2.27708851,0.00000000
-5.18959480,6.18561769,0.05364298,1.08109431,0.82508074,0.00000000,4.24434862,2.99592960,2.26066210,0.00000000
-5.18359180,6.11011283,0.05236810,1.07816516,0.82991136,0.00000000,4.28693567,2.91206251,2.24215436,0.00000000
-5.17758879,6.03119929,0.05115210,1.07426265,0.83238824,0.00000000,4.32400020,2.82835139,2.22182689,0.00000000
-5.17158579,5.95018592,0.05002928,1.06947454,0.83254684,0.00000000,4.35547325,2.74593276,2.19994156,0.00000000
-5.16558279,5.86825276,0.04902897,1.06386698,0.83045529,0.00000000,4.38120539,2.66582520,2.17674629,0.00000000
-5.15957979,5.78640703,0.04817448,1.05748167,0.82620989,0.00000000,4.40096093,2.58890269,2.15246200,0.00000000
-5.15357679,5.70544785,0.04748235,1.05033451,0.81993034,0.00000000,4.41441948,2.51587375,2.12727158,0.00000000
-5.14757379,5.62594118,0.04696181,1.04241593,0.81175490,0.00000000,4.42118488,2.44726693,2.10131132,0.00000000
-5.14157079,5.54820574,0.04661450,1.03369269,0.80183580,0.00000000,4.42080098,2.38342300,2.07466522,0.00000000
-5.13556778,5.47231041,0.04643454,1.02411114,0.79033483,0.00000000,4.41277346,2.32449390,2.04736246,0.00000000
-5.12956478,5.39808286,0.04640885,1.01360157,0.77741940,0.00000000,4.39659649,2.27044821,2.01937804,0.00000000
-5.12356178,5.32512859,0.04651777,1.00208357,0.76325898,0.00000000,4.37178268,2.22108272,1.99063648,0.00000000
-5.11755878,5.25285952,0.04673588,0.98947192,0.74802208,0.00000000,4.33789481,2.17603940,1.96101837,0.00000000
-5.11155578,5.18053025,0.04703312,0.97568288,0.73187367,0.00000000,4.29457763,2.13482691,1.93036931,0.00000000
-5.10555278,5.10728060,0.04737597,0.96064047,0.71497312,0.00000000,4.24158805,2.09684577,1.89851085,0.00000000
-5.09954977,5.03218229,0.04772889,0.94428248,0.69747258,0.00000000,4.17882232,2.06141602,1.86525279,0.00000000
-5.09354677,4.95428783,0.04805568,0.92656603,0.67951585,0.00000000,4.10633890,2.02780653,1.83040635,0.00000000
-5.08754377,4.87267976,0.04832094,0.90747239,0.66123768,0.00000000,4.02437586,1.99526479,1.79379751,0.00000000
-5.08154077,4.78651825,0.04849149,0.88701098,0.64276347,0.00000000,3.93336233,1.96304626,1.75528014,0.00000000
-5.07553777,4.69508557,0.04853762,0.86522240,0.62420945,0.00000000,3.83392337,1.93044237,1.71474821,0.00000000
-5.06953477,4.59782581,0.04843428,0.84218047,0.60568318,0.00000000,3.72687820,1.89680647,1.67214670,0.00000000
-5.06353177,4.49437876,0.04816201,0.81799318,0.58728447,0.00000000,3.61323201,1.86157702,1.62748096,0.00000000
-5.05752876,4.38460699,0.04770771,0.79280268,0.56910656,0.00000000,3.49416171,1.82429743,1.58082395,0.00000000
-5.05152576,4.26861540,0.04706512,0.76678426,0.55123765,0.00000000,3.37099616,1.78463231,1.53232134,0.00000000
-5.04552276,4.14676290,0.04623510,0.74014447,0.53376249,0.00000000,3.24519176,1.74237970,1.48219433,0.00000000
-5.03951976,4.01966611,0.04522560,0.71311831,0.51676414,0.00000000,3.11830418,1.69747918,1.43073994,0.00000000
-5.03351676,3.88819509,0.04405141,0.68596581,0.50032566,0.00000000,2.99195724,1.65001586,1.37832906,0.00000000
-5.02751376,3.75346150,0.04273370,0.65896789,0.48453161,0.00000000,2.86780980,1.60022032,1.32540201,0.00000000
-5.02151076,3.61679967,0.04129935,0.63242173,0.46946929,0.00000000,2.74752183,1.54846452,1.27246218,0.00000000
-5.01550775,3.47974130,0.03978004,0.60663571,0.45522951,0.00000000,2.63272037,1.49525416,1.22006746,0.00000000
-5.00950475,3.34398459,0.03821132,0.58192404,0.44190692,0.00000000,2.52496653,1.44121759,1.16882024,0.00000000
-5.00350175,3.21135876,0.03663150,0.55860122,0.42959962,0.00000000,2.42572416,1.38709173,1.11935578,0.00000000
-4.99749875,3.08378497,0.03508046,0.53697637,0.41840825,0.00000000,2.33633115,1.33370542,1.07232964,0.00000000
-4.99149575,2.96323467,0.03359856,0.51734770,0.40843430,0.00000000,2.25797387,1.28196061,1.02840434,0.00000000
-4.98549275,2.85168644,0.03222537,0.49999702,0.39977790,0.00000000,2.19166547,1.23281178,0.98823556,0.00000000
-4.97948974,2.75108237,0.03099863,0.48518458,0.39253500,0.00000000,2.13822834,1.18724417,0.95245829,0.00000000
-4.97348674,2.66328487,0.02995315,0.47314417,0.38679419,0.00000000,2.09828112,1.14625112,0.92167323,0.00000000
-4.96748374,2.59003472,0.02911985,0.46407874,0.38263312,0.00000000,2.07223043,1.11081101,0.89643363,0.00000000
-4.96148074,2.53291133,0.02852495,0.45815644,0.38011491,0.00000000,2.06026723,1.08186418,0.87723288,0.00000000
-4.95547774,2.49329550,0.02818917,0.45550715,0.37928457,0.00000000,2.06236772,1.06029016,0.86449297,0.00000000
-4.94947474,2.47233557,0.02812721,0.45621957,0.38016557,0.00000000,2.07829848,1.04688568,0.85855413,0.00000000
-4.94347174,2.47091707,0.02834728,0.46033892,0.38275689,0.00000000,2.10762537,1.04234361,0.85966550,0.00000000
-4.93746873,2.48963651,0.02885082,0.46786502,0.38703055,0.00000000,2.14972561,1.04723338,0.86797717,0.00000000
-4.93146573,2.52877932,0.02963234,0.47875100,0.39292974,0.00000000,2.20380248,1.06198308,0.88353357,0.00000000
-4.92546273,2.58830263,0.03067950,0.49290247,0.40036775,0.00000000,2.26890199,1.08686369,0.90626819,0.00000000
-4.91945973,2.66782292,0.03197331,0.51017711,0.40922762,0.00000000,2.34393084,1.12197595,0.93599996,0.00000000
-4.91345673,2.76660912,0.03348841,0.53038486,0.41936267,0.00000000,2.42767514,1.16724007,0.97243113,0.00000000
-4.90745373,2.88358159,0.03519368,0.55328852,0.43059779,0.00000000,2.51881949,1.22238909,1.01514699,0.00000000
-4.90145073,3.01731757,0.03705284,0.57860498,0.44273161,0.00000000,2.61596607,1.28696616,1.06361761,0.00000000
-4.89544772,3.16606372,0.03902531,0.60600711,0.45553935,0.00000000,2.71765365,1.36032642,1.11720166,0.00000000
-4.88944472,3.32775627,0.04106709,0.63512637,0.46877652,0.00000000,2.82237659,1.44164386,1.17515281,0.00000000
-4.88344172,3.50004949,0.04313188,0.66555640,0.48218315,0.00000000,2.92860405,1.52992359,1.23662864,0.00000000
-4.87743872,3.68035284,0.04517215,0.69685752,0.49548873,0.00000000,3.03479963,1.62401982,1.30070257,0.00000000
-4.87143572,3.86587704,0.04714034,0.72856247,0.50841765,0.00000000,3.13944207,1.72265961,1.36637870,0.00000000
-4.86543272,4.05368891,0.04899011,0.76018328,0.52069503,0.00000000,3.24104716,1.82447225,1.43260979,0.00000000
-4.85942971,4.24077452,0.05067752,0.79121949,0.53205293,0.00000000,3.33819129,1.92802384,1.49831819,0.00000000
-4.85342671,4.42410968,0.05216219,0.82116757,0.54223679,0.00000000,3.42953675,2.03185632,1.56241951,0.00000000
-4.84742371,4.60073605,0.05340836,0.84953140,0.55101184,0.00000000,3.51385868,2.13452989,1.62384857,0.00000000
-4.84142071,4.76784104,0.05438586,0.87583379,0.55816956,0.00000000,3.59007322,2.23466739,1.68158702,0.00000000
-4.83541771,4.92283869,0.05507090,0.89962845,0.56353377,0.00000000,3.65726611,2.33099893,1.73469181,0.00000000
-4.82941471,5.06344850,0.05544666,0.92051229,0.56696621,0.00000000,3.71472075,2.42240494,1.78232347,0.00000000
-4.82341171,5.18776892,0.05550370,0.93813738,0.56837157,0.00000000,3.76194421,2.50795534,1.82377304,0.00000000
-4.81740870,5.29434181,0.05524014,0.95222208,0.56770139,0.00000000,3.79868959,2.58694301,1.85848655,0.00000000
-4.81140570,5.38220437,0.05466159,0.96256084,0.56495701,0.00000000,3.82497301,2.65890919,1.88608559,0.00000000
-4.80540270,5.45092540,0.05378088,0.96903191,0.56019112,0.00000000,3.84108339,2.72365928,1.90638289,0.00000000
-4.79939970,5.50062286,0.05261755,0.97160271,0.55350773,0.00000000,3.84758333,2.78126743,1.91939185,0.00000000
-4.79339670,5.53196087,0.05119715,0.97033211,0.54506069,0.00000000,3.84529984,2.83206889,1.92532909,0.00000000
-4.78739370,5.54612486,0.04955036,0.96536951,0.53505042,0.00000000,3.83530392,2.87663993,1.92460937,0.00000000
-4.78139070,5.54477472,0.04771202,0.95695048,0.52371901,0.00000000,3.81887857,2.91576544,1.91783285,0.00000000
-4.77538769,5.52997709,0.04572000,0.94538889,0.51134376,0.00000000,3.79747567,2.95039523,1.90576451,0.00000000
-4.76938469,5.50411879,0.04361401,0.93106584,0.49822930,0.00000000,3.77266267,2.98159080,1.88930658,0.00000000
-4.76338169,5.46980495,0.04143450,0.91441567,0.48469850,0.00000000,3.74606093,3.01046477,1.86946468,0.00000000
-4.75737869,5.42974593,0.03922143,0.89590960,0.47108259,0.00000000,3.71927808,3.03811603,1.84730907,0.00000000
-4.75137569,5.38663822,0.03701325,0.87603790,0.45771069,0.00000000,3.69383754,3.06556371,1.82393262,0.00000000
-4.74537269,5.34304504,0.03484589,0.85529108,0.44489925,0.00000000,3.67110861,3.09368358,1.80040732,0.00000000
-4.73936968,5.30128236,0.03275191,0.83414136,0.43294181,0.00000000,3.65224094,3.12315037,1.77774134,0.00000000
-4.73336668,5.26331626,0.03075978,0.81302509,0.42209953,0.00000000,3.63810705,3.15438949,1.75683871,0.00000000
-4.72736368,5.23067684,0.02889343,0.79232714,0.41259276,0.00000000,3.62925649,3.18754081,1.73846342,0.00000000
-4.72136068,5.20439340,0.02717178,0.77236803,0.40459422,0.00000000,3.62588469,3.22243721,1.72320992,0.00000000
-4.71535768,5.18495433,0.02560868,0.75339443,0.39822392,0.00000000,3.62781903,3.25859927,1.71148130,0.00000000
-4.70935468,5.17229403,0.02421284,0.73557356,0.39354614,0.00000000,3.63452359,3.29524693,1.70347643,0.00000000
-4.70335168,5.16580781,0.02298806,0.71899183,0.39056859,0.00000000,3.64512329,3.33132800,1.69918661,0.00000000
-4.69734867,5.16439416,0.02193348,0.70365760,0.38924381,0.00000000,3.65844694,3.36556227,1.69840196,0.00000000
-4.69134567,5.16652236,0.02104413,0.68950805,0.38947275,0.00000000,3.67308774,3.39649936,1.70072734,0.00000000
-4.68534267,5.17032217,0.02031139,0.67641975,0.39111046,0.00000000,3.68747877,3.42258745,1.70560691,0.00000000
-4.67933967,5.17369101,0.01972372,0.66422223,0.39397348,0.00000000,3.69998003,3.44224949,1.71235627,0.00000000
-4.67333667,5.17441336,0.01926730,0.65271391,0.39784891,0.00000000,3.70897296,3.45396308,1.72020056,0.00000000
-4.66733367,5.17028634,0.01892680,0.64167948,0.40250444,0.00000000,3.71295797,3.45634002,1.72831658,0.00000000
-4.66133067,5.15924519,0.01868610,0.63090784,0.40769926,0.00000000,3.71064999,3.44820139,1.73587708,0.00000000
-4.65532766,5.13948251,0.01852899,0.62020953,0.41319507,0.00000000,3.70106738,3.42864448,1.74209494,0.00000000
-4.64932466,5.10955548,0.01843987,0.60943286,0.41876699,0.00000000,3.68360939,3.39709824,1.74626518,0.00000000
-4.64332166,5.06847567,0.01840432,0.59847789,0.42421361,0.00000000,3.65811842,3.35336441,1.74780275,0.00000000
