energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.45972986,2.37617164,0.92646747,0.36434144,0.00136397,0.21229325,0.77501742,1.15510422,0.71958373,0.00000000
-5.45372686,2.35423942,0.90291376,0.36429641,0.00123645,0.20837122,0.74597244,1.15071945,0.71038999,0.00000000
-5.44772386,2.33529216,0.88107582,0.36417042,0.00113824,0.20550543,0.72021144,1.14645396,0.70336912,0.00000000
-5.44172086,2.31939617,0.86117414,0.36385488,0.00106907,0.20371146,0.69811007,1.14234165,0.69858887,0.00000000
-5.43571786,2.30670565,0.84347255,0.36327520,0.00102882,0.20300724,0.68005309,1.13845177,0.69614848,0.00000000
-5.42971486,2.29745950,0.82827095,0.36239282,0.00101756,0.20341223,0.66642503,1.13488793,0.69617628,0.00000000
-5.42371186,2.29197514,0.81589677,0.36120603,0.00103558,0.20494599,0.65759953,1.13178662,0.69882590,0.00000000
-5.41770885,2.29063941,0.80669527,0.35974934,0.00108333,0.20762622,0.65392767,1.12931557,0.70427124,0.00000000
-5.41170585,2.29389661,0.80101906,0.35809149,0.00116146,0.21146651,0.65572569,1.12767158,0.71270022,0.00000000
-5.40570285,2.30223411,0.79921684,0.35633217,0.00127072,0.21647363,0.66326228,1.12707805,0.72430748,0.00000000
-5.39969985,2.31616567,0.80162170,0.35459759,0.00141195,0.22264472,0.67674605,1.12778202,0.73928621,0.00000000
-5.39369685,2.33621296,0.80853911,0.35303498,0.00158599,0.22996438,0.69631341,1.13005055,0.75781941,0.00000000
-5.38769385,2.36288554,0.82023488,0.35180630,0.00179363,0.23840190,0.72201750,1.13416652,0.78007062,0.00000000
-5.38169085,2.39666017,0.83692340,0.35108143,0.00203546,0.24790866,0.75381844,1.14042364,0.80617463,0.00000000
-5.37568784,2.43795973,0.85875634,0.35103097,0.00231184,0.25841600,0.79157554,1.14912079,0.83622838,0.00000000
-5.36968484,2.48713272,0.88581234,0.35181914,0.00262273,0.26983362,0.83504176,1.16055555,0.87028238,0.00000000
-5.36368184,2.54443388,0.91808789,0.35359686,0.00296765,0.28204867,0.88386088,1.17501717,0.90833298,0.00000000
-5.35767884,2.61000667,0.95548990,0.35649539,0.00334553,0.29492561,0.93756762,1.19277890,0.95031591,0.00000000
-5.35167584,2.68386842,0.99783018,0.36062081,0.00375466,0.30830698,0.99559096,1.21409004,0.99610117,0.00000000
-5.34567284,2.76589836,1.04482228,0.36604935,0.00419257,0.32201504,1.05726074,1.23916762,1.04548968,0.00000000
-5.33966983,2.85582936,1.09608091,0.37282399,0.00465605,0.33585433,1.12181747,1.26818817,1.09821179,0.00000000
-5.33366683,2.95324332,1.15112407,0.38095212,0.00514105,0.34961509,1.18842521,1.30127955,1.15392770,0.00000000
-5.32766383,3.05757043,1.20937806,0.39040458,0.00564272,0.36307745,1.25618711,1.33851321,1.21222985,0.00000000
-5.32166083,3.16809228,1.27018531,0.40111581,0.00615545,0.37601623,1.32416329,1.37989681,1.27264713,0.00000000
-5.31565783,3.28394840,1.33281479,0.41298525,0.00667289,0.38820623,1.39139030,1.42536777,1.33465086,0.00000000
-5.30965483,3.40414602,1.39647491,0.42587965,0.00718814,0.39942777,1.45690165,1.47478745,1.39766221,0.00000000
-5.30365183,3.52757245,1.46032839,0.43963634,0.00769378,0.40947225,1.51974858,1.52793656,1.46106080,0.00000000
-5.29764882,3.65300967,1.52350870,0.45406712,0.00818213,0.41814756,1.57902038,1.58451167,1.52419429,0.00000000
-5.29164582,3.77915065,1.58513753,0.46896266,0.00864538,0.42528312,1.63386357,1.64412319,1.58638849,0.00000000
-5.28564282,3.90461677,1.64434272,0.48409727,0.00907581,0.43073421,1.68349910,1.70629499,1.64695789,0.00000000
-5.27963982,4.02797628,1.70027615,0.49923375,0.00946599,0.43438566,1.72723728,1.77046583,1.70521615,0.00000000
-5.27363682,4.14776328,1.75213091,0.51412830,0.00980905,0.43615453,1.76448980,1.83599289,1.76048653,0.00000000
-5.26763382,4.26249735,1.79915736,0.52853533,0.01009883,0.43599177,1.79477854,1.90215764,1.81211197,0.00000000
-5.26163082,4.37070361,1.84067764,0.54221202,0.01033010,0.43388293,1.81774127,1.96817417,1.85946475,0.00000000
-5.25562781,4.47093354,1.87609826,0.55492278,0.01049872,0.42984769,1.83313401,2.03320023,1.90195575,0.00000000
-5.24962481,4.56178640,1.90492058,0.56644331,0.01060177,0.42393845,1.84083034,2.09635101,1.93904318,0.00000000
-5.24362181,4.64193169,1.92674896,0.57656447,0.01063765,0.41623805,1.84081810,2.15671558,1.97024089,0.00000000
-5.23761881,4.71013237,1.94129662,0.58509593,0.01060614,0.40685661,1.83319360,2.21337594,1.99512619,0.00000000
-5.23161581,4.76526907,1.94838914,0.59186951,0.01050836,0.39592787,1.81815409,2.26542826,2.01334726,0.00000000
-5.22561281,4.80636481,1.94796577,0.59674229,0.01034678,0.38360497,1.79598884,2.31200590,2.02463003,0.00000000
-5.21960980,4.83260984,1.94007850,0.59959949,0.01012509,0.37005609,1.76706934,2.35230355,2.02878446,0.00000000
-5.21360680,4.84338606,1.92488932,0.60035702,0.00984810,0.35545993,1.73183904,2.38560169,2.02571020,0.00000000
-5.20760380,4.83828991,1.90266548,0.59896371,0.00952157,0.34000128,1.69080306,2.41129048,2.01540116,0.00000000
-5.20160080,4.81715289,1.87377313,0.59540309,0.00915201,0.32386683,1.64451806,2.42889209,1.99794904,0.00000000
-5.19559780,4.78005839,1.83866944,0.58969462,0.00874650,0.30724139,1.59358248,2.43808038,1.97354538,0.00000000
-5.18959480,4.72735373,1.79789317,0.58189435,0.00831243,0.29030442,1.53862732,2.43869699,1.94248179,0.00000000
-5.18359180,4.65965615,1.75205405,0.57209473,0.00785735,0.27322720,1.48030727,2.43076284,1.90514816,0.00000000
-5.17758879,4.57785176,1.70182084,0.56042369,0.00738869,0.25617042,1.41929227,2.41448427,1.86202865,0.00000000
-5.17158579,4.48308670,1.64790848,0.54704268,0.00691361,0.23928236,1.35625940,2.39025323,1.81369504,0.00000000
-5.16558279,4.37674989,1.59106421,0.53214384,0.00643882,0.22269755,1.29188479,2.35864111,1.76079767,0.00000000
-5.15957979,4.26044737,1.53205318,0.51594612,0.00597046,0.20653591,1.22683568,2.32038618,1.70405372,0.00000000
-5.15357679,4.13596852,1.47164349,0.49869047,0.00551392,0.19090228,1.16176234,2.27637479,1.64423322,0.00000000
-5.14757379,4.00524475,1.41059129,0.48063423,0.00507383,0.17588632,1.09728990,2.22761690,1.58214279,0.00000000
-5.14157079,3.87030210,1.34962603,0.46204482,0.00465401,0.16156271,1.03401022,2.17521665,1.51860790,0.00000000
-5.13556778,3.73320893,1.28943646,0.44319282,0.00425738,0.14799157,0.97247369,2.12033903,1.45445383,0.00000000
-5.12956478,3.59602084,1.23065763,0.42434497,0.00388607,0.13521905,0.91318135,2.06417388,1.39048618,0.00000000
-5.12356178,3.46072470,1.17385947,0.40575695,0.00354139,0.12327808,0.85657751,2.00789864,1.32747156,0.00000000
-5.11755878,3.32918407,1.11953720,0.38766655,0.00322394,0.11218917,0.80304303,1.95264127,1.26611914,0.00000000
-5.11155578,3.20308809,1.06810400,0.37028735,0.00293363,0.10196134,0.75288976,1.89944474,1.20706384,0.00000000
-5.10555278,3.08390605,1.01988616,0.35380316,0.00266984,0.09259308,0.70635628,1.84923474,1.15085178,0.00000000
-5.09954977,2.97284943,0.97512090,0.33836352,0.00243146,0.08407330,0.66360525,1.80279163,1.09792861,0.00000000
-5.09354677,2.87084288,0.93395691,0.32408037,0.00221702,0.07638238,0.62472262,1.76072794,1.04863114,0.00000000
-5.08754377,2.77850549,0.89645753,0.31102613,0.00202477,0.06949320,0.58971877,1.72347221,1.00318263,0.00000000
-5.08154077,2.69614285,0.86260635,0.29923310,0.00185280,0.06337217,0.55853170,1.69125982,0.96169194,0.00000000
-5.07553777,2.62375031,0.83231503,0.28869439,0.00169909,0.05798033,0.53103216,1.66413108,0.92415641,0.00000000
-5.06953477,2.56102696,0.80543273,0.27936619,0.00156162,0.05327437,0.50703058,1.64193664,0.89046853,0.00000000
-5.06353177,2.50739986,0.78175688,0.27117122,0.00143843,0.04920765,0.48628563,1.62434986,0.86042579,0.00000000
-5.05752876,2.46205710,0.76104455,0.26400338,0.00132765,0.04573127,0.46851397,1.61088558,0.83374347,0.00000000
-5.05152576,2.42398833,0.74302408,0.25773317,0.00122756,0.04279495,0.45340091,1.60092438,0.81006972,0.00000000
-5.04552276,2.39203079,0.72740619,0.25221376,0.00113661,0.04034793,0.44061147,1.59374132,0.78900217,0.00000000
-5.03951976,2.36491896,0.71389426,0.24728740,0.00105345,0.03833978,0.42980148,1.58853782,0.77010548,0.00000000
-5.03351676,2.34133555,0.70219334,0.24279187,0.00097692,0.03672109,0.42062817,1.58447530,0.75292902,0.00000000
-5.02751376,2.31996182,0.69201745,0.23856675,0.00090604,0.03544404,0.41275995,1.58070923,0.73702396,0.00000000
-5.02151076,2.29952512,0.68309524,0.23445917,0.00084004,0.03446282,0.40588500,1.57642208,0.72195915,0.00000000
-5.01550775,2.27884188,0.67517363,0.23032900,0.00077829,0.03373403,0.39971835,1.57085380,0.70733524,0.00000000
-5.00950475,2.25685450,0.66801976,0.22605303,0.00072032,0.03321684,0.39400731,1.56332874,0.69279644,0.00000000
-5.00350175,2.23266084,0.66142131,0.22152835,0.00066580,0.03287310,0.38853513,1.55327784,0.67803977,0.00000000
-4.99749875,2.20553565,0.65518541,0.21667454,0.00061447,0.03266736,0.38312296,1.54025543,0.66282150,0.00000000
-4.99149575,2.17494334,0.64913667,0.21143486,0.00056618,0.03256683,0.37763000,1.52395004,0.64696071,0.00000000
-4.98549275,2.14054221,0.64311453,0.20577642,0.00052081,0.03254124,0.37195228,1.50418902,0.63034012,0.00000000
-4.97948974,2.10218053,0.63697046,0.19968934,0.00047830,0.03256272,0.36602006,1.48093709,0.61290432,0.00000000
-4.97348674,2.05988512,0.63056532,0.19318510,0.00043858,0.03260567,0.35979425,1.45428906,0.59465571,0.00000000
-4.96748374,2.01384353,0.62376729,0.18629420,0.00040162,0.03264663,0.35326210,1.42445746,0.57564857,0.00000000
-4.96148074,1.96438112,0.61645057,0.17906326,0.00036735,0.03266420,0.34643244,1.39175577,0.55598163,0.00000000
-4.95547774,1.91193436,0.60849500,0.17155176,0.00033572,0.03263903,0.33933085,1.35657837,0.53578959,0.00000000
-4.94947474,1.85702186,0.59978677,0.16382864,0.00030662,0.03255378,0.33199483,1.31937822,0.51523415,0.00000000
-4.94347174,1.80021469,0.59022006,0.15596882,0.00027997,0.03239325,0.32446939,1.28064347,0.49449474,0.00000000
-4.93746873,1.74210723,0.57969953,0.14804988,0.00025562,0.03214441,0.31680307,1.24087415,0.47375966,0.00000000
-4.93146573,1.68328982,0.56814343,0.14014902,0.00023345,0.03179658,0.30904457,1.20055999,0.45321761,0.00000000
-4.92546273,1.62432444,0.55548703,0.13234028,0.00021328,0.03134157,0.30123999,1.16016037,0.43305014,0.00000000
-4.91945973,1.56572388,0.54168612,0.12469228,0.00019497,0.03077379,0.29343078,1.12008715,0.41342512,0.00000000
-4.91345673,1.50793535,0.52672015,0.11726634,0.00017833,0.03009039,0.28565222,1.08069108,0.39449124,0.00000000
-4.90745373,1.45132854,0.51059472,0.11011514,0.00016320,0.02929132,0.27793259,1.04225202,0.37637388,0.00000000
-4.90145073,1.39618843,0.49334329,0.10328178,0.00014941,0.02837929,0.27029267,1.00497334,0.35917201,0.00000000
-4.89544772,1.34271255,0.47502770,0.09679938,0.00013681,0.02735978,0.26274578,0.96898037,0.34295644,0.00000000
-4.88944472,1.29101248,0.45573757,0.09069094,0.00012526,0.02624080,0.25529802,0.93432265,0.32776905,0.00000000
-4.88344172,1.24111902,0.43558847,0.08496971,0.00011462,0.02503273,0.24794882,0.90097962,0.31362315,0.00000000
-4.87743872,1.19299050,0.41471890,0.07963971,0.00010479,0.02374799,0.24069165,0.86886929,0.30050470,0.00000000
-4.87143572,1.14652354,0.39328627,0.07469658,0.00009566,0.02240064,0.23351480,0.83785905,0.28837435,0.00000000
-4.86543272,1.10156555,0.37146208,0.07012857,0.00008717,0.02100598,0.22640234,0.80777818,0.27717019,0.00000000
-4.85942971,1.05792828,0.34942660,0.06591766,0.00007924,0.01958009,0.21933506,0.77843111,0.26681102,0.00000000
-4.85342671,1.01540173,0.32736318,0.06204077,0.00007183,0.01813933,0.21229155,0.74961092,0.25720012,0.00000000
-4.84742371,0.97376777,0.30545272,0.05847092,0.00006490,0.01669989,0.20524920,0.72111224,0.24822925,0.00000000
-4.84142071,0.93281296,0.28386846,0.05517855,0.00005841,0.01527734,0.19818541,0.69274313,0.23978293,0.00000000
-4.83541771,0.89234004,0.26277121,0.05213258,0.00005236,0.01388620,0.19107859,0.66433535,0.23174272,0.00000000
-4.82941471,0.85217778,0.24230556,0.04930159,0.00004672,0.01253964,0.18390939,0.63575268,0.22399139,0.00000000
-4.82341171,0.81218881,0.22259680,0.04665479,0.00004149,0.01124916,0.17666169,0.60689709,0.21641697,0.00000000
-4.81740870,0.77227530,0.20374898,0.04416292,0.00003665,0.01002444,0.16932363,0.57771256,0.20891639,0.00000000
-4.81140570,0.73238250,0.18584385,0.04179900,0.00003220,0.00887317,0.16188847,0.54818659,0.20139869,0.00000000
-4.80540270,0.69249997,0.16894084,0.03953893,0.00002814,0.00780106,0.15435535,0.51834954,0.19378767,0.00000000
-4.79939970,0.65266082,0.15307785,0.03736199,0.00002444,0.00681183,0.14672973,0.48827196,0.18602390,0.00000000
-4.79339670,0.61293894,0.13827274,0.03525111,0.00002110,0.00590732,0.13902370,0.45806017,0.17806605,0.00000000
-4.78739370,0.57344464,0.12452541,0.03319304,0.00001810,0.00508766,0.13125596,0.42785058,0.16989143,0.00000000
-4.78139070,0.53431899,0.11182022,0.03117836,0.00001543,0.00435142,0.12345152,0.39780293,0.16149582,0.00000000
-4.77538769,0.49572705,0.10012867,0.02920133,0.00001307,0.00369588,0.11564116,0.36809297,0.15289267,0.00000000
-4.76938469,0.45785060,0.08941212,0.02725970,0.00001100,0.00311721,0.10786057,0.33890499,0.14411153,0.00000000
-4.76338169,0.42088049,0.07962434,0.02535433,0.00000920,0.00261076,0.10014936,0.31042447,0.13519604,0.00000000
-4.75737869,0.38500923,0.07071401,0.02348877,0.00000764,0.00217126,0.09254979,0.28283124,0.12620149,0.00000000
-4.75137569,0.35042387,0.06262681,0.02166884,0.00000630,0.00179306,0.08510545,0.25629338,0.11719205,0.00000000
-4.74537269,0.31729972,0.05530724,0.01990211,0.00000516,0.00147031,0.07785991,0.23096214,0.10823783,0.00000000
-4.73936968,0.28579491,0.04870012,0.01819744,0.00000419,0.00119716,0.07085536,0.20696794,0.09941207,0.00000000
-4.73336668,0.25604617,0.04275164,0.01656456,0.00000339,0.00096790,0.06413131,0.18441755,0.09078826,0.00000000
-4.72736368,0.22816579,0.03741022,0.01501365,0.00000272,0.00077706,0.05772352,0.16339251,0.08243770,0.00000000
-4.72136068,0.20223986,0.03262698,0.01355503,0.00000217,0.00061949,0.05166309,0.14394873,0.07442733,0.00000000
-4.71535768,0.17832784,0.02835603,0.01219897,0.00000171,0.00049048,0.04597570,0.12611705,0.06681798,0.00000000
-4.70935468,0.15646323,0.02455459,0.01095551,0.00000135,0.00038574,0.04068131,0.10990490,0.05966312,0.00000000
-4.70335168,0.13665539,0.02118289,0.00983442,0.00000105,0.00030142,0.03579391,0.09529865,0.05300815,0.00000000
-4.69734867,0.11889225,0.01820411,0.00884531,0.00000082,0.00023417,0.03132164,0.08226656,0.04689014,0.00000000
-4.69134567,0.10314377,0.01558420,0.00799771,0.00000063,0.00018104,0.02726719,0.07076218,0.04133802,0.00000000
-4.68534267,0.08936587,0.01329166,0.00730136,0.00000049,0.00013953,0.02362830,0.06072804,0.03637325,0.00000000
-4.67933967,0.07750482,0.01129743,0.00676640,0.00000038,0.00010753,0.02039851,0.05209934,0.03201070,0.00000000
-4.67333667,0.06750156,0.00957473,0.00640373,0.00000029,0.00008328,0.01756805,0.04480761,0.02825997,0.00000000
-4.66733367,0.05929611,0.00809891,0.00622533,0.00000023,0.00006536,0.01512476,0.03878415,0.02512665,0.00000000
-4.66133067,0.05283161,0.00684746,0.00624455,0.00000020,0.00005262,0.01305508,0.03396313,0.02261387,0.00000000
-4.65532766,0.04805798,0.00579987,0.00647641,0.00000018,0.00004418,0.01134504,0.03028430,0.02072365,0.00000000
-4.64932466,0.04493501,0.00493769,0.00693777,0.00000018,0.00003938,0.00998119,0.02769518,0.01945827,0.00000000
-4.64332166,0.04343476,0.00424445,0.00764749,0.00000019,0.00003777,0.00895145,0.02615274,0.01882141,0.00000000
