energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,2.08674330,1.12392829,0.32530388,0.01283202,0.26961134,1.11386443,0.65626676,0.93320484,0.00000000
-5.99399700,2.11954132,1.13763396,0.33280137,0.01325339,0.27880627,1.11199328,0.66978356,0.94296989,0.00000000
-5.98799400,2.15025468,1.14832024,0.33978438,0.01363942,0.28768672,1.10764844,0.68308107,0.95114809,0.00000000
-5.98199100,2.17788275,1.15555107,0.34609233,0.01398265,0.29614033,1.10075030,0.69573295,0.95730974,0.00000000
-5.97598799,2.20155903,1.15898039,0.35158827,0.01427712,0.30406787,1.09128545,0.70735278,0.96109328,0.00000000
-5.96998499,2.22057444,1.15836260,0.35616310,0.01451845,0.31138502,1.07930319,0.71760551,0.96221625,0.00000000
-5.96398199,2.23439351,1.15355929,0.35973840,0.01470390,0.31802379,1.06490990,0.72621657,0.96048269,0.00000000
-5.95797899,2.24266301,1.14454215,0.36226792,0.01483229,0.32393332,1.04826195,0.73297812,0.95578706,0.00000000
-5.95197599,2.24521326,1.13139204,0.36373756,0.01490396,0.32908022,1.02955740,0.73775261,0.94811451,0.00000000
-5.94597299,2.24205224,1.11429430,0.36416401,0.01492060,0.33344837,1.00902729,0.74047343,0.93753773,0.00000000
-5.93996998,2.23335350,1.09353072,0.36359215,0.01488502,0.33703829,0.98692673,0.74114290,0.92421063,0.00000000
-5.93396698,2.21943857,1.06946865,0.36209139,0.01480097,0.33986611,0.96352649,0.73982780,0.90835941,0.00000000
-5.92796398,2.20075534,1.04254776,0.35975130,0.01467282,0.34196214,0.93910526,0.73665283,0.89027154,0.00000000
-5.92196098,2.17785359,1.01326522,0.35667662,0.01450537,0.34336921,0.91394301,0.73179239,0.87028327,0.00000000
-5.91595798,2.15135919,0.98216012,0.35298222,0.01430355,0.34414080,0.88831560,0.72546125,0.84876651,0.00000000
-5.90995498,2.12194846,0.94979774,0.34878805,0.01407221,0.34433907,0.86249081,0.71790466,0.82611560,0.00000000
-5.90395198,2.09032404,0.91675453,0.34421461,0.01381590,0.34403283,0.83672580,0.70938835,0.80273483,0.00000000
-5.89794897,2.05719345,0.88360455,0.33937903,0.01353880,0.34329563,0.81126602,0.70018915,0.77902724,0.00000000
-5.89194597,2.02325150,0.85090770,0.33439204,0.01324453,0.34220397,0.78634533,0.69058642,0.75538520,0.00000000
-5.88594297,1.98916703,0.81920045,0.32935596,0.01293617,0.34083567,0.76218736,0.68085494,0.73218307,0.00000000
-5.87993997,1.95557466,0.78898907,0.32436377,0.01261627,0.33926862,0.73900778,0.67125940,0.70977237,0.00000000
-5.87393697,1.92307138,0.76074569,0.31949925,0.01228691,0.33757972,0.71701715,0.66205063,0.68847923,0.00000000
-5.86793397,1.89221788,0.73490684,0.31483811,0.01194977,0.33584417,0.69642430,0.65346374,0.66860415,0.00000000
-5.86193097,1.86354389,0.71187435,0.31045000,0.01160632,0.33413510,0.67743974,0.64571795,0.65042387,0.00000000
-5.85592796,1.83755672,0.69201815,0.30640113,0.01125795,0.33252344,0.66027885,0.63901789,0.63419474,0.00000000
-5.84992496,1.81475197,0.67568032,0.30275732,0.01090614,0.33107805,0.64516472,0.63355618,0.62015727,0.00000000
-5.84392196,1.79562498,0.66317985,0.29958709,0.01055260,0.32986599,0.63233007,0.62951676,0.60854117,0.00000000
-5.83791896,1.78068185,0.65481736,0.29696474,0.01019943,0.32895291,0.62201832,0.62707853,0.59957034,0.00000000
-5.83191596,1.77044865,0.65087905,0.29497275,0.00984922,0.32840341,0.61448333,0.62641889,0.59346712,0.00000000
-5.82591296,1.76547764,0.65163937,0.29370371,0.00950513,0.32828129,0.60998786,0.62771663,0.59045532,0.00000000
-5.81990995,1.76634939,0.65736171,0.29326116,0.00917090,0.32864965,0.60880046,0.63115375,0.59076156,0.00000000
-5.81390695,1.77367009,0.66829679,0.29375943,0.00885087,0.32957076,0.61119088,0.63691589,0.59461442,0.00000000
-5.80790395,1.78806344,0.68467855,0.29532223,0.00854987,0.33110549,0.61742391,0.64519100,0.60224142,0.00000000
-5.80190095,1.81015707,0.70671728,0.29808011,0.00827313,0.33331255,0.62775186,0.65616621,0.61386349,0.00000000
-5.79589795,1.84056361,0.73459041,0.30216662,0.00802615,0.33624724,0.64240567,0.67002277,0.62968728,0.00000000
-5.78989495,1.87985695,0.76843107,0.30771352,0.00781448,0.33995992,0.66158518,0.68692925,0.64989530,0.00000000
-5.78389195,1.92854466,0.80831497,0.31484497,0.00764353,0.34449413,0.68544859,0.70703317,0.67463459,0.00000000
-5.77788894,1.98703769,0.85424643,0.32367111,0.00751834,0.34988452,0.71410169,0.73045150,0.70400420,0.00000000
-5.77188594,2.05561880,0.90614417,0.33428127,0.00744336,0.35615462,0.74758731,0.75726039,0.73804222,0.00000000
-5.76588294,2.13441141,0.96382785,0.34673707,0.00742222,0.36331459,0.78587537,0.78748481,0.77671320,0.00000000
-5.75987994,2.22335048,1.02700627,0.36106581,0.00745751,0.37135902,0.82885418,0.82108868,0.81989649,0.00000000
-5.75387694,2.32215724,1.09526818,0.37725444,0.00755061,0.38026502,0.87632337,0.85796601,0.86737644,0.00000000
-5.74787394,2.43031937,1.16807643,0.39524458,0.00770156,0.38999057,0.92798905,0.89793382,0.91883510,0.00000000
-5.74187094,2.54707811,1.24476629,0.41492868,0.00790896,0.40047340,0.98346156,0.94072737,0.97384811,0.00000000
-5.73586793,2.67142360,1.32454852,0.43614788,0.00816986,0.41163031,1.04225620,0.98599810,1.03188417,0.00000000
-5.72986493,2.80209921,1.40651736,0.45869144,0.00847985,0.42335717,1.10379707,1.03331478,1.09230862,0.00000000
-5.72386193,2.93761548,1.48966377,0.48229830,0.00883305,0.43552958,1.16742431,1.08216799,1.15439119,0.00000000
-5.71785893,3.07627367,1.57289358,0.50666047,0.00922222,0.44800418,1.23240452,1.13197814,1.21731796,0.00000000
-5.71185593,3.21619867,1.65505030,0.53142843,0.00963898,0.46062060,1.29794429,1.18210675,1.28020727,0.00000000
-5.70585293,3.35538022,1.73494175,0.55621851,0.01007394,0.47320413,1.36320641,1.23187095,1.34212917,0.00000000
-5.69984992,3.49172141,1.81136981,0.58062178,0.01051700,0.48556885,1.42732836,1.28056049,1.40212786,0.00000000
-5.69384692,3.62309266,1.88316203,0.60421455,0.01095759,0.49752135,1.48944241,1.32745698,1.45924616,0.00000000
-5.68784392,3.74738929,1.94920395,0.62656977,0.01138498,0.50886476,1.54869658,1.37185435,1.51255128,0.00000000
-5.68184092,3.86259051,2.00847082,0.64726927,0.01178860,0.51940307,1.60427573,1.41307993,1.56116080,0.00000000
-5.67583792,3.96681743,2.06005738,0.66591602,0.01215830,0.52894567,1.65542200,1.45051515,1.60426778,0.00000000
-5.66983492,4.05838783,2.10320437,0.68214632,0.01248469,0.53731176,1.70145361,1.48361509,1.64116403,0.00000000
-5.66383192,4.13586550,2.13732068,0.69564108,0.01275935,0.54433479,1.74178151,1.51192587,1.67126050,0.00000000
-5.65782891,4.19810194,2.16200012,0.70613602,0.01297506,0.54986655,1.77592306,1.53509926,1.69410397,0.00000000
-5.65182591,4.24426891,2.17703201,0.71343018,0.01312604,0.55378092,1.80351220,1.55290374,1.70938938,0.00000000
-5.64582291,4.27388029,2.18240522,0.71739247,0.01320798,0.55597715,1.82430583,1.56523144,1.71696719,0.00000000
-5.63981991,4.28680256,2.17830535,0.71796597,0.01321821,0.55638246,1.83818616,1.57210081,1.71684559,0.00000000
-5.63381691,4.28325337,2.16510531,0.71516977,0.01315569,0.55495402,1.84515892,1.57365466,1.70918746,0.00000000
-5.62781391,4.26378850,2.14334959,0.70909839,0.01302094,0.55168014,1.84534776,1.57015376,1.69430234,0.00000000
-5.62181091,4.22927773,2.11373314,0.69991859,0.01281601,0.54658063,1.83898505,1.56196626,1.67263371,0.00000000
-5.61580790,4.18087087,2.07707552,0.68786393,0.01254435,0.53970632,1.82639961,1.54955337,1.64474235,0.00000000
-5.60980490,4.11995546,2.03429186,0.67322721,0.01221062,0.53113781,1.80800206,1.53345196,1.61128643,0.00000000
-5.60380190,4.04810802,1.98636144,0.65635104,0.01182051,0.52098332,1.78426834,1.51425491,1.57299927,0.00000000
-5.59779890,3.96704101,1.93429576,0.63761713,0.01138053,0.50937585,1.75572231,1.49258994,1.53066578,0.00000000
-5.59179590,3.87854768,1.87910689,0.61743447,0.01089780,0.49646974,1.72291814,1.46909808,1.48509848,0.00000000
-5.58579290,3.78444717,1.82177788,0.59622707,0.01037985,0.48243664,1.68642316,1.44441254,1.43711421,0.00000000
-5.57978989,3.68653190,1.76323596,0.57442163,0.00983432,0.46746112,1.64680203,1.41913891,1.38751220,0.00000000
-5.57378689,3.58651934,1.70432977,0.55243558,0.00926889,0.45173610,1.60460259,1.39383759,1.33705442,0.00000000
-5.56778389,3.48600971,1.64581114,0.53066587,0.00869100,0.43545815,1.56034408,1.36900897,1.28644885,0.00000000
-5.56178089,3.38645104,1.58832205,0.50947906,0.00810773,0.41882300,1.51450789,1.34508199,1.23633592,0.00000000
-5.55577789,3.28911236,1.53238695,0.48920260,0.00752572,0.40202123,1.46753119,1.32240632,1.18727865,0.00000000
-5.54977489,3.19506566,1.47841032,0.47011803,0.00695099,0.38523452,1.41980340,1.30124834,1.13975638,0.00000000
-5.54377189,3.10517652,1.42667930,0.45245574,0.00638894,0.36863234,1.37166544,1.28179081,1.09416215,0.00000000
-5.53776888,3.02010327,1.37737083,0.43639175,0.00584429,0.35236936,1.32341161,1.26413592,1.05080336,0.00000000
-5.53176588,2.94030373,1.33056270,0.42204627,0.00532105,0.33658361,1.27529376,1.24831146,1.00990556,0.00000000
-5.52576288,2.86604882,1.28624759,0.40948408,0.00482255,0.32139534,1.22752736,1.23427939,0.97161870,0.00000000
-5.51975988,2.79744169,1.24434938,0.39871652,0.00435143,0.30690668,1.18029901,1.22194634,0.93602556,0.00000000
-5.51375688,2.73444115,1.20474076,0.38970512,0.00390974,0.29320201,1.13377497,1.21117524,0.90315160,0.00000000
-5.50775388,2.67688799,1.16726123,0.38236637,0.00349892,0.28034893,1.08811021,1.20179756,0.87297588,0.00000000
-5.50175088,2.62453284,1.13173482,0.37657777,0.00311992,0.26839989,1.04345733,1.19362542,0.84544239,0.00000000
-5.49574787,2.57706453,1.09798661,0.37218457,0.00277325,0.25739410,0.99997523,1.18646315,0.82047144,0.00000000
-5.48974487,2.53413753,1.06585770,0.36900730,0.00245906,0.24735985,0.95783677,1.18011778,0.79797062,0.00000000
-5.48374187,2.49539789,1.03521799,0.36684960,0.00217719,0.23831697,0.91723531,1.17440821,0.77784495,0.00000000
-5.47773887,2.46050673,1.00597660,0.36550623,0.00192728,0.23027928,0.87838974,1.16917282,0.76000610,0.00000000
-5.47173587,2.42916088,0.97808966,0.36477104,0.00170883,0.22325696,0.84154784,1.16427552,0.74438032,0.00000000
-5.46573287,2.40111022,0.95156554,0.36444461,0.00152126,0.21725865,0.80698773,1.15961028,0.73091499,0.00000000
