energy_ev,total_up,Pt_p_up,Pt_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,2.49973283,0.84872628,1.68761576,0.54725993,0.00077509,0.38735583,0.00000000
-5.99399700,2.56706114,0.85981824,1.73964480,0.55964426,0.00080783,0.39738333,0.00000000
-5.98799400,2.63739073,0.87125396,1.79374030,0.57217154,0.00084135,0.40857804,0.00000000
-5.98199100,2.70991017,0.88286660,1.84937588,0.58471684,0.00087538,0.42072002,0.00000000
-5.97598799,2.78371877,0.89447731,1.90596433,0.59714576,0.00090962,0.43355472,0.00000000
-5.96998499,2.85784764,0.90589915,1.96287113,0.60931779,0.00094378,0.44679897,0.00000000
-5.96398199,2.93128404,0.91694151,2.01943046,0.62109014,0.00097755,0.46014832,0.00000000
-5.95797899,3.00299860,0.92741475,2.07496305,0.63232200,0.00101066,0.47328529,0.00000000
-5.95197599,3.07197412,0.93713520,2.12879533,0.64287899,0.00104282,0.48588856,0.00000000
-5.94597299,3.13723508,0.94593003,2.18027906,0.65263759,0.00107382,0.49764246,0.00000000
-5.93996998,3.19787670,0.95364207,2.22881072,0.66148949,0.00110342,0.50824665,0.00000000
-5.93396698,3.25309218,0.96013416,2.27384981,0.66934539,0.00113147,0.51742543,0.00000000
-5.92796398,3.30219721,0.96529304,2.31493534,0.67613834,0.00115783,0.52493638,0.00000000
-5.92196098,3.34465056,0.96903245,2.35169981,0.68182630,0.00118245,0.53057795,0.00000000
-5.91595798,3.38007014,0.97129544,2.38388014,0.68639376,0.00120529,0.53419557,0.00000000
-5.90995498,3.40824354,0.97205570,2.41132509,0.68985247,0.00122639,0.53568616,0.00000000
-5.90395198,3.42913315,0.97131792,2.43399907,0.69224111,0.00124585,0.53500074,0.00000000
-5.89794897,3.44287535,0.96911715,2.45198206,0.69362401,0.00126380,0.53214504,0.00000000
-5.89194597,3.44977420,0.96551721,2.46546595,0.69408894,0.00128044,0.52717819,0.00000000
-5.88594297,3.45028996,0.96060828,2.47474751,0.69374403,0.00129604,0.52020943,0.00000000
-5.87993997,3.44502299,0.95450372,2.48021825,0.69271408,0.00131087,0.51139317,0.00000000
-5.87393697,3.43469392,0.94733628,2.48235194,0.69113634,0.00132529,0.50092257,0.00000000
-5.86793397,3.42012093,0.93925393,2.48169003,0.68915593,0.00133966,0.48902191,0.00000000
-5.86193097,3.40219498,0.93041539,2.47882584,0.68692121,0.00135439,0.47593826,0.00000000
-5.85592796,3.38185411,0.92098555,2.47438789,0.68457907,0.00136989,0.46193273,0.00000000
-5.84992496,3.36005756,0.91113093,2.46902306,0.68227058,0.00138660,0.44727170,0.00000000
-5.84392196,3.33776047,0.90101528,2.46337997,0.68012683,0.00140495,0.43221839,0.00000000
-5.83791896,3.31589009,0.89079547,2.45809304,0.67826535,0.00142537,0.41702517,0.00000000
-5.83191596,3.29532372,0.88061775,2.45376765,0.67678705,0.00144826,0.40192681,0.00000000
-5.82591296,3.27686919,0.87061433,2.45096654,0.67577365,0.00147400,0.38713492,0.00000000
-5.81990995,3.26124786,0.86090051,2.45019772,0.67528591,0.00150293,0.37283365,0.00000000
-5.81390695,3.24908058,0.85157230,2.45190412,0.67536228,0.00153533,0.35917692,0.00000000
-5.80790395,3.24087668,0.84270443,2.45645491,0.67601835,0.00157144,0.34628688,0.00000000
-5.80190095,3.23702591,0.83434904,2.46413879,0.67724667,0.00161139,0.33425375,0.00000000
-5.79589795,3.23779349,0.82653479,2.47515906,0.67901729,0.00165529,0.32313691,0.00000000
-5.78989495,3.24331804,0.81926659,2.48963066,0.68127866,0.00170312,0.31296690,0.00000000
-5.78389195,3.25361242,0.81252579,2.50757913,0.68395904,0.00175479,0.30374836,0.00000000
-5.77788894,3.26856725,0.80627106,2.52894149,0.68696831,0.00181013,0.29546351,0.00000000
-5.77188594,3.28795695,0.80043968,2.55356896,0.69020011,0.00186887,0.28807605,0.00000000
-5.76588294,3.31144821,0.79494950,2.58123151,0.69353436,0.00193066,0.28153523,0.00000000
-5.75987994,3.33861036,0.78970133,2.61162404,0.69684002,0.00199506,0.27577993,0.00000000
-5.75387694,3.36892772,0.78458186,2.64437408,0.69997803,0.00206159,0.27074251,0.00000000
-5.74787394,3.40181318,0.77946702,2.67905083,0.70280455,0.00212965,0.26635235,0.00000000
-5.74187094,3.43662299,0.77422560,2.71517516,0.70517418,0.00219865,0.26253896,0.00000000
-5.73586793,3.47267203,0.76872317,2.75223034,0.70694331,0.00226792,0.25923454,0.00000000
-5.72986493,3.50924928,0.76282617,2.78967322,0.70797336,0.00233676,0.25637601,0.00000000
-5.72386193,3.54563297,0.75640587,2.82694531,0.70813402,0.00240446,0.25390648,0.00000000
-5.71785893,3.58110498,0.74934227,2.86348365,0.70730616,0.00247033,0.25177613,0.00000000
-5.71185593,3.61496406,0.74152772,2.89873089,0.70538452,0.00253365,0.24994260,0.00000000
-5.70585293,3.64653751,0.73287005,2.93214453,0.70228009,0.00259374,0.24837099,0.00000000
-5.69984992,3.67519113,0.72329520,2.96320487,0.69792195,0.00264994,0.24703335,0.00000000
-5.69384692,3.70033718,0.71274920,2.99142173,0.69225872,0.00270162,0.24590799,0.00000000
-5.68784392,3.72144033,0.70119944,3.01633966,0.68525944,0.00274820,0.24497853,0.00000000
-5.68184092,3.73802176,0.68863516,3.03754191,0.67691397,0.00278913,0.24423283,0.00000000
-5.67583792,3.74966139,0.67506722,3.05465305,0.66723278,0.00282394,0.24366184,0.00000000
-5.66983492,3.75599873,0.66052715,3.06734065,0.65624634,0.00285217,0.24325857,0.00000000
-5.66383192,3.75673257,0.64506551,3.07531608,0.64400393,0.00287344,0.24301704,0.00000000
-5.65782891,3.75161993,0.62874972,3.07833495,0.63057215,0.00288743,0.24293152,0.00000000
-5.65182591,3.74047473,0.61166149,3.07619726,0.61603308,0.00289386,0.24299584,0.00000000
-5.64582291,3.72316657,0.59389391,3.06874781,0.60048215,0.00289251,0.24320305,0.00000000
-5.63981991,3.69961993,0.57554843,3.05587688,0.58402592,0.00288325,0.24354527,0.00000000
-5.63381691,3.66981412,0.55673184,3.03752158,0.56677975,0.00286598,0.24401376,0.00000000
-5.62781391,3.63378405,0.53755337,3.01366776,0.54886550,0.00284069,0.24459933,0.00000000
-5.62181091,3.59162186,0.51812214,2.98435264,0.53040924,0.00280742,0.24529285,0.00000000
-5.61580790,3.54347937,0.49854483,2.94966783,0.51153922,0.00276632,0.24608593,0.00000000
-5.60980490,3.48957092,0.47892389,2.90976270,0.49238386,0.00271760,0.24697175,0.00000000
-5.60380190,3.43017632,0.45935616,2.86484755,0.47307002,0.00266154,0.24794583,0.00000000
-5.59779890,3.36564341,0.43993191,2.81519629,0.45372147,0.00259852,0.24900682,0.00000000
-5.59179590,3.29638965,0.42073439,2.76114813,0.43445754,0.00252901,0.25015704,0.00000000
-5.58579290,3.22290213,0.40183967,2.70310772,0.41539193,0.00245355,0.25140288,0.00000000
-5.57978989,3.14573556,0.38331678,2.64154337,0.39663174,0.00237276,0.25275490,0.00000000
-5.57378689,3.06550762,0.36522807,2.57698292,0.37827657,0.00228735,0.25422751,0.00000000
-5.56778389,2.98289150,0.34762969,2.51000706,0.36041775,0.00219808,0.25583831,0.00000000
-5.56178089,2.89860533,0.33057197,2.44123986,0.34313767,0.00210576,0.25760706,0.00000000
-5.55577789,2.81339855,0.31409989,2.37133666,0.32650910,0.00201125,0.25955419,0.00000000
-5.54977489,2.72803562,0.29825325,2.30096954,0.31059465,0.00191544,0.26169906,0.00000000
-5.54377189,2.64327730,0.28306674,2.23081074,0.29544621,0.00181921,0.26405790,0.00000000
-5.53776888,2.55986037,0.26856983,2.16151477,0.28110446,0.00172344,0.26664169,0.00000000
-5.53176588,2.47847670,0.25478640,2.09369974,0.26759850,0.00162899,0.26945392,0.00000000
-5.52576288,2.39975239,0.24173427,2.02792909,0.25494553,0.00153664,0.27248864,0.00000000
-5.51975988,2.32422844,0.22942460,1.96469429,0.24315073,0.00144712,0.27572861,0.00000000
-5.51375688,2.25234371,0.21786130,1.90439976,0.23220732,0.00136109,0.27914407,0.00000000
-5.50775388,2.18442138,0.20704043,1.84735069,0.22209678,0.00127909,0.28269195,0.00000000
