energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up,Zn_p_up,Zn_d_up
-5.86193097,1.50874638,0.00935339,0.13649070,0.60145854,0.00000000,0.35770540,0.50518186,0.53376289,0.03998162
-5.85592796,1.46957964,0.00850852,0.13289255,0.58097176,0.00000000,0.34575553,0.49965248,0.51159709,0.03842882
-5.84992496,1.42514587,0.00774577,0.12886981,0.55853835,0.00000000,0.33315519,0.49208200,0.48747117,0.03672587
-5.84392196,1.37627009,0.00706962,0.12446759,0.53449719,0.00000000,0.32004200,0.48273046,0.46178556,0.03490269
-5.83791896,1.32385580,0.00648279,0.11973797,0.50920998,0.00000000,0.30656190,0.47189756,0.43495790,0.03299064
-5.83191596,1.26886149,0.00598634,0.11473917,0.48305268,0.00000000,0.29286725,0.45991339,0.40741216,0.03102166
-5.82591296,1.21227539,0.00557989,0.10953454,0.45640656,0.00000000,0.27911450,0.44712805,0.37956798,0.02902746
-5.81990995,1.15508908,0.00526170,0.10419129,0.42964916,0.00000000,0.26546130,0.43390051,0.35183073,0.02703868
-5.81390695,1.09827131,0.00502888,0.09877905,0.40314551,0.00000000,0.25206330,0.42058699,0.32458255,0.02508422
-5.80790395,1.04274267,0.00487746,0.09336826,0.37723990,0.00000000,0.23907072,0.40752957,0.29817476,0.02319055
-5.80190095,0.98935237,0.00480259,0.08802865,0.35224856,0.00000000,0.22662481,0.39504523,0.27292180,0.02138124
-5.79589795,0.93885772,0.00479856,0.08282756,0.32845339,0.00000000,0.21485449,0.38341599,0.24909680,0.01967658
-5.78989495,0.89190726,0.00485896,0.07782848,0.30609703,0.00000000,0.20387318,0.37288037,0.22692895,0.01809332
-5.78389195,0.84902792,0.00497673,0.07308971,0.28537938,0.00000000,0.19377610,0.36362657,0.20660240,0.01664454
-5.77788894,0.81061675,0.00514425,0.06866321,0.26645552,0.00000000,0.18463821,0.35578775,0.18825678,0.01533970
-5.77188594,0.77693730,0.00535343,0.06459372,0.24943523,0.00000000,0.17651271,0.34943931,0.17198904,0.01418471
-5.76588294,0.74812059,0.00559578,0.06091810,0.23438388,0.00000000,0.16943048,0.34459863,0.15785640,0.01318222
-5.75987994,0.72417051,0.00586251,0.05766501,0.22132455,0.00000000,0.16340012,0.34122686,0.14588006,0.01233187
-5.75387694,0.70497324,0.00614469,0.05485482,0.21024136,0.00000000,0.15840894,0.33923293,0.13604959,0.01163067
-5.74787394,0.69031000,0.00643330,0.05249976,0.20108362,0.00000000,0.15442452,0.33847945,0.12832742,0.01107340
-5.74187094,0.67987249,0.00671945,0.05060429,0.19377061,0.00000000,0.15139704,0.33879021,0.12265338,0.01065301
-5.73586793,0.67328029,0.00699448,0.04916566,0.18819678,0.00000000,0.14926198,0.33995886,0.11894906,0.01036103
-5.72986493,0.67009919,0.00725019,0.04817449,0.18423712,0.00000000,0.14794329,0.34175857,0.11712155,0.01018797
-5.72386193,0.66985985,0.00747893,0.04761556,0.18175230,0.00000000,0.14735666,0.34395192,0.11706675,0.01012366
-5.71785893,0.67207571,0.00767385,0.04746850,0.18059361,0.00000000,0.14741288,0.34630083,0.11867192,0.01015752
-5.71185593,0.67625976,0.00782900,0.04770848,0.18060738,0.00000000,0.14802108,0.34857600,0.12181752,0.01027886
-5.70585293,0.68193927,0.00793950,0.04830692,0.18163876,0.00000000,0.14909172,0.35056549,0.12637842,0.01047707
-5.69984992,0.68866821,0.00800163,0.04923203,0.18353480,0.00000000,0.15053919,0.35208207,0.13222449,0.01074171
-5.69384692,0.69603710,0.00801293,0.05044933,0.18614688,0.00000000,0.15228409,0.35296919,0.13922071,0.01106263
-5.68784392,0.70368007,0.00797223,0.05192209,0.18933242,0.00000000,0.15425487,0.35310532,0.14722697,0.01143005
-5.68184092,0.71127926,0.00787966,0.05361171,0.19295591,0.00000000,0.15638918,0.35240660,0.15609780,0.01183450
-5.67583792,0.71856682,0.00773662,0.05547805,0.19688958,0.00000000,0.15863462,0.35082790,0.16568211,0.01226686
-5.66983492,0.72532477,0.00754570,0.05747984,0.20101355,0.00000000,0.16094917,0.34836218,0.17582319,0.01271834
-5.66383192,0.73138325,0.00731054,0.05957501,0.20521588,0.00000000,0.16330124,0.34503863,0.18635921,0.01318044
-5.65782891,0.73661753,0.00703572,0.06172125,0.20939252,0.00000000,0.16566946,0.34091949,0.19712417,0.01364498
-5.65182591,0.74094445,0.00672659,0.06387652,0.21344734,0.00000000,0.16804232,0.33609609,0.20794957,0.01410409
-5.64582291,0.74431858,0.00638903,0.06599981,0.21729235,0.00000000,0.17041760,0.33068412,0.21866680,0.01455025
-5.63981991,0.74672869,0.00602933,0.06805197,0.22084827,0.00000000,0.17280190,0.32481866,0.22911013,0.01497640
-5.63381691,0.74819461,0.00565392,0.06999670,0.22404542,0.00000000,0.17520991,0.31864904,0.23912037,0.01537602
-5.62781391,0.74876493,0.00526921,0.07180160,0.22682488,0.00000000,0.17766390,0.31233380,0.24854897,0.01574327
-5.62181091,0.74851534,0.00488140,0.07343938,0.22914009,0.00000000,0.18019298,0.30603593,0.25726247,0.01607314
-5.61580790,0.74754774,0.00449634,0.07488905,0.23095856,0.00000000,0.18283246,0.29991848,0.26514695,0.01636160
-5.60980490,0.74598984,0.00411938,0.07613705,0.23226376,0.00000000,0.18562293,0.29414063,0.27211244,0.01660579
-5.60380190,0.74399500,0.00375526,0.07717839,0.23305693,0.00000000,0.18860937,0.28885422,0.27809684,0.01680415
-5.59779890,0.74174199,0.00340803,0.07801753,0.23335868,0.00000000,0.19183987,0.28420073,0.28306931,0.01695651
-5.59179590,0.73943437,0.00308102,0.07866910,0.23321035,0.00000000,0.19536424,0.28030864,0.28703272,0.01706422
-5.58579290,0.73729916,0.00277682,0.07915836,0.23267473,0.00000000,0.19923228,0.27729119,0.29002517,0.01713014
-5.57978989,0.73558450,0.00249727,0.07952123,0.23183626,0.00000000,0.20349177,0.27524437,0.29212034,0.01715863
-5.57378689,0.73455619,0.00224352,0.07980408,0.23080049,0.00000000,0.20818636,0.27424524,0.29342667,0.01715546
-5.56778389,0.73449299,0.00201602,0.08006307,0.22969276,0.00000000,0.21335317,0.27435045,0.29408528,0.01712769
-5.56178089,0.73568069,0.00181466,0.08036308,0.22865609,0.00000000,0.21902042,0.27559501,0.29426687,0.01708341
-5.55577789,0.73840524,0.00163878,0.08077635,0.22784832,0.00000000,0.22520519,0.27799140,0.29416742,0.01703154
-5.54977489,0.74294502,0.00148730,0.08138064,0.22743852,0.00000000,0.23191128,0.28152902,0.29400313,0.01698150
-5.54377189,0.74956260,0.00135875,0.08225724,0.22760287,0.00000000,0.23912760,0.28617405,0.29400462,0.01694291
-5.53776888,0.75849652,0.00125141,0.08348859,0.22851991,0.00000000,0.24682695,0.29186993,0.29441062,0.01692523
-5.53176588,0.76995323,0.00116334,0.08515579,0.23036559,0.00000000,0.25496547,0.29853832,0.29546133,0.01693745
-5.52576288,0.78409972,0.00109248,0.08733595,0.23330798,0.00000000,0.26348287,0.30608084,0.29739179,0.01698775
-5.51975988,0.80105712,0.00103673,0.09009956,0.23750199,0.00000000,0.27230330,0.31438147,0.30042517,0.01708318
-5.51375688,0.82089550,0.00099398,0.09350782,0.24308415,0.00000000,0.28133709,0.32330955,0.30476644,0.01722945
-5.50775388,0.84363001,0.00096220,0.09761012,0.25016760,0.00000000,0.29048310,0.33272353,0.31059630,0.01743071
-5.50175088,0.86921845,0.00093944,0.10244166,0.25883737,0.00000000,0.29963168,0.34247506,0.31806559,0.01768936
-5.49574787,0.89756033,0.00092392,0.10802142,0.26914623,0.00000000,0.30866807,0.35241357,0.32729030,0.01800599
-5.48974487,0.92849714,0.00091402,0.11435030,0.28111098,0.00000000,0.31747603,0.36239084,0.33834708,0.01837933
-5.48374187,0.96181393,0.00090834,0.12140981,0.29470950,0.00000000,0.32594154,0.37226567,0.35126950,0.01880623
-5.47773887,0.99724187,0.00090568,0.12916104,0.30987849,0.00000000,0.33395635,0.38190804,0.36604502,0.01928181
-5.47173587,1.03446167,0.00090507,0.13754426,0.32651222,0.00000000,0.34142110,0.39120297,0.38261281,0.01979948
-5.46573287,1.07310776,0.00090574,0.14647898,0.34446213,0.00000000,0.34824804,0.40005347,0.40086239,0.02035115
-5.45972986,1.11277315,0.00090720,0.15586461,0.36353759,0.00000000,0.35436305,0.40838277,0.42063341,0.02092742
-5.45372686,1.15301489,0.00090911,0.16558173,0.38350784,0.00000000,0.35970696,0.41613559,0.44171648,0.02151780
-5.44772386,1.19336014,0.00091136,0.17549396,0.40410518,0.00000000,0.36423619,0.42327832,0.46385533,0.02211093
-5.44172086,1.23331309,0.00091403,0.18545046,0.42502942,0.00000000,0.36792264,0.42979842,0.48675032,0.02269488
-5.43571786,1.27236265,0.00091734,0.19528899,0.44595381,0.00000000,0.37075308,0.43570288,0.51006343,0.02325740
-5.42971486,1.30999109,0.00092165,0.20483951,0.46653206,0.00000000,0.37272806,0.44101605,0.53342483,0.02378622
-5.42371186,1.34568387,0.00092742,0.21392826,0.48640680,0.00000000,0.37386051,0.44577700,0.55644090,0.02426936
-5.41770885,1.37894052,0.00093521,0.22238217,0.50521896,0.00000000,0.37417426,0.45003662,0.57870370,0.02469541
-5.41170585,1.40928664,0.00094561,0.23003356,0.52261804,0.00000000,0.37370260,0.45385479,0.59980172,0.02505383
-5.40570285,1.43628690,0.00095928,0.23672488,0.53827305,0.00000000,0.37248711,0.45729773,0.61933159,0.02533525
-5.39969985,1.45955874,0.00097684,0.24231342,0.55188353,0.00000000,0.37057676,0.46043577,0.63691052,0.02553174
-5.39369685,1.47878641,0.00099894,0.24667582,0.56319051,0.00000000,0.36802744,0.46334177,0.65218886,0.02563704
-5.38769385,1.49373484,0.00102619,0.24971207,0.57198687,0.00000000,0.36490197,0.46609020,0.66486248,0.02564685
-5.38169085,1.50426275,0.00105917,0.25134906,0.57812664,0.00000000,0.36127045,0.46875685,0.67468437,0.02555895
-5.37568784,1.51033436,0.00109842,0.25154329,0.58153281,0.00000000,0.35721099,0.47141937,0.68147486,0.02537339
-5.36968484,1.51202891,0.00114443,0.25028279,0.58220335,0.00000000,0.35281064,0.47415821,0.68513013,0.02509261
-5.36368184,1.50954741,0.00119766,0.24758803,0.58021493,0.00000000,0.34816630,0.47705802,0.68562836,0.02472138
-5.35767884,1.50321602,0.00125852,0.24351180,0.57572419,0.00000000,0.34338562,0.48020931,0.68303328,0.02426689
-5.35167584,1.49348537,0.00132741,0.23813812,0.56896638,0.00000000,0.33858748,0.48370992,0.67749485,0.02373855
-5.34567284,1.48092568,0.00140467,0.23158000,0.56025124,0.00000000,0.33390201,0.48766635,0.66924679,0.02314789
-5.33966983,1.46621741,0.00149066,0.22397635,0.54995627,0.00000000,0.32947006,0.49219447,0.65860122,0.02250828
-5.33366683,1.45013740,0.00158571,0.21548802,0.53851741,0.00000000,0.32544174,0.49741955,0.64594031,0.02183464
-5.32766383,1.43354088,0.00169014,0.20629312,0.52641762,0.00000000,0.32197436,0.50347539,0.63170536,0.02114310
-5.32166083,1.41733958,0.00180428,0.19658182,0.51417348,0.00000000,0.31922933,0.51050248,0.61638363,0.02045053
-5.31565783,1.40247683,0.00192844,0.18655090,0.50232046,0.00000000,0.31736840,0.51864504,0.60049348,0.01977420
-5.30965483,1.38990020,0.00206292,0.17639808,0.49139724,0.00000000,0.31654913,0.52804718,0.58456828,0.01913118
-5.30365183,1.38053265,0.00220797,0.16631649,0.48192962,0.00000000,0.31691975,0.53884802,0.56913985,0.01853798
-5.29764882,1.37524333,0.00236382,0.15648945,0.47441469,0.00000000,0.31861369,0.55117615,0.55472186,0.01801003
-5.29164582,1.37481882,0.00253063,0.14708561,0.46930556,0.00000000,0.32174387,0.56514345,0.54179394,0.01756120
-5.28564282,1.37993598,0.00270846,0.13825485,0.46699736,0.00000000,0.32639709,0.58083872,0.53078695,0.01720348
-5.27963982,1.39113730,0.00289728,0.13012476,0.46781480,0.00000000,0.33262870,0.59832117,0.52207000,0.01694653
-5.27363682,1.40880975,0.00309689,0.12279807,0.47200181,0.00000000,0.34045782,0.61761434,0.51593948,0.01679743
-5.26763382,1.43316761,0.00330695,0.11635081,0.47971339,0.00000000,0.34986342,0.63870047,0.51261060,0.01676046
-5.26163082,1.46424026,0.00352690,0.11083154,0.49101002,0.00000000,0.36078139,0.66151578,0.51221143,0.01683692
-5.25562781,1.50186501,0.00375598,0.10626127,0.50585474,0.00000000,0.37310280,0.68594689,0.51477984,0.01702511
-5.24962481,1.54568547,0.00399319,0.10263429,0.52411292,0.00000000,0.38667367,0.71182849,0.52026302,0.01732031
-5.24362181,1.59515551,0.00423729,0.09991980,0.54555473,0.00000000,0.40129607,0.73894256,0.52851986,0.01771492
-5.23761881,1.64954863,0.00448679,0.09806410,0.56986018,0.00000000,0.41673093,0.76701913,0.53932581,0.01819864
-5.23161581,1.70797266,0.00473995,0.09699343,0.59662664,0.00000000,0.43270222,0.79573878,0.55238007,0.01875874
-5.22561281,1.76938921,0.00499480,0.09661722,0.62537856,0.00000000,0.44890281,0.82473668,0.56731492,0.01938040
-5.21960980,1.83263758,0.00524916,0.09683163,0.65557907,0.00000000,0.46500149,0.85360835,0.58370677,0.02004711
-5.21360680,1.89646222,0.00550069,0.09752335,0.68664325,0.00000000,0.48065130,0.88191681,0.60108868,0.02074112
-5.20760380,1.95954321,0.00574693,0.09857344,0.71795269,0.00000000,0.49549872,0.90920113,0.61896388,0.02144391
-5.20160080,2.02052877,0.00598534,0.09986117,0.74887088,0.00000000,0.50919352,0.93498603,0.63682000,0.02213670
-5.19559780,2.07806909,0.00621339,0.10126763,0.77875913,0.00000000,0.52139890,0.95879246,0.65414358,0.02280100
-5.18959480,2.13085039,0.00642863,0.10267921,0.80699253,0.00000000,0.53180161,0.98014866,0.67043436,0.02341903
-5.18359180,2.17762842,0.00662877,0.10399067,0.83297564,0.00000000,0.54012160,0.99860160,0.68521921,0.02397429
-5.17758879,2.21726039,0.00681176,0.10510783,0.85615735,0.00000000,0.54612096,1.01372834,0.69806499,0.02445195
-5.17158579,2.24873448,0.00697589,0.10594982,0.87604469,0.00000000,0.54961167,1.02514709,0.70859035,0.02483928
-5.16558279,2.27119612,0.00711987,0.10645078,0.89221508,0.00000000,0.55046196,1.03252744,0.71647584,0.02512597
-5.15957979,2.28397020,0.00724292,0.10656107,0.90432680,0.00000000,0.54860092,1.03559976,0.72147228,0.02530439
-5.15357679,2.28657871,0.00734484,0.10624797,0.91212727,0.00000000,0.54402128,1.03416308,0.72340704,0.02536978
-5.14757379,2.27875314,0.00742605,0.10549571,0.91545907,0.00000000,0.53678014,1.02809149,0.72218805,0.02532037
-5.14157079,2.26044124,0.00748766,0.10430517,0.91426329,0.00000000,0.52699763,1.01733867,0.71780555,0.02515737
-5.13556778,2.23180811,0.00753147,0.10269294,0.90858037,0.00000000,0.51485360,1.00194037,0.71033138,0.02488492
-5.12956478,2.19323129,0.00755998,0.10069002,0.89854814,0.00000000,0.50058239,0.98201482,0.69991590,0.02450993
-5.12356178,2.14529016,0.00757636,0.09834012,0.88439729,0.00000000,0.48446589,0.95776093,0.68678266,0.02404182
-5.11755878,2.08874983,0.00758437,0.09569764,0.86644424,0.00000000,0.46682516,0.92945437,0.67122094,0.02349226
-5.11155578,2.02454017,0.00758828,0.09282540,0.84508177,0.00000000,0.44801095,0.89744159,0.65357639,0.02287474
-5.10555278,1.95373039,0.00759278,0.08979220,0.82076755,0.00000000,0.42839345,0.86213206,0.63424006,0.02220418
-5.09954977,1.87750020,0.00760279,0.08667028,0.79401098,0.00000000,0.40835158,0.82398891,0.61363618,0.02149646
-5.09354677,1.79710843,0.00762329,0.08353279,0.76535880,0.00000000,0.38826239,0.78351835,0.59220910,0.02076795
-5.08754377,1.71386007,0.00765916,0.08045126,0.73537981,0.00000000,0.36849069,0.74125824,0.57040980,0.02003496
-5.08154077,1.62907301,0.00771496,0.07749329,0.70464945,0.00000000,0.34937952,0.69776631,0.54868232,0.01931331
-5.07553777,1.54404550,0.00779472,0.07472031,0.67373442,0.00000000,0.33124155,0.65360834,0.52745081,0.01861782
-5.06953477,1.46002553,0.00790172,0.07218578,0.64317824,0.00000000,0.31435188,0.60934685,0.50710737,0.01796190
-5.06353177,1.37818318,0.00803832,0.06993351,0.61348798,0.00000000,0.29894228,0.56553070,0.48800131,0.01735717
-5.05752876,1.29958689,0.00820578,0.06799648,0.58512279,0.00000000,0.28519718,0.52268598,0.47043008,0.01681314
-5.05152576,1.22518446,0.00840412,0.06639599,0.55848452,0.00000000,0.27325132,0.48130847,0.45463231,0.01633699
-5.04552276,1.15578945,0.00863204,0.06514124,0.53391089,0.00000000,0.26318931,0.44185796,0.44078306,0.01593341
-5.03951976,1.09207320,0.00888685,0.06422934,0.51167121,0.00000000,0.25504684,0.40475452,0.42899160,0.01560455
-5.03351676,1.03456281,0.00916450,0.06364569,0.49196498,0.00000000,0.24881354,0.37037683,0.41930167,0.01535006
-5.02751376,0.98364484,0.00945961,0.06336488,0.47492319,0.00000000,0.24443733,0.33906242,0.41169422,0.01516718
-5.02151076,0.93957433,0.00976562,0.06335182,0.46061222,0.00000000,0.24183003,0.31110979,0.40609253,0.01505102
-5.01550775,0.90248858,0.01007498,0.06356329,0.44904005,0.00000000,0.24087390,0.28678198,0.40236940,0.01499479
-5.00950475,0.87242478,0.01037931,0.06394977,0.44016442,0.00000000,0.24142891,0.26631142,0.40035609,0.01499019
-5.00350175,0.84934042,0.01066976,0.06445739,0.43390239,0.00000000,0.24334038,0.24990562,0.39985257,0.01502780
-4.99749875,0.83313544,0.01093721,0.06503010,0.43014088,0.00000000,0.24644662,0.23775318,0.40063866,0.01509753
-4.99149575,0.82367471,0.01117268,0.06561182,0.42874748,0.00000000,0.25058630,0.23002972,0.40248551,0.01518906
-4.98549275,0.82080965,0.01136759,0.06614859,0.42958089,0.00000000,0.25560518,0.22690331,0.40516674,0.01529231
-4.97948974,0.82439780,0.01151409,0.06659057,0.43250063,0.00000000,0.26136197,0.22853887,0.40846900,0.01539785
-4.97348674,0.83431921,0.01160536,0.06689386,0.43737522,0.00000000,0.26773301,0.23510122,0.41220114,0.01549723
-4.96748374,0.85048868,0.01163585,0.06702205,0.44408861,0.00000000,0.27461569,0.24675638,0.41620182,0.01558338
-4.96148074,0.87286331,0.01160147,0.06694743,0.45254442,0.00000000,0.28193039,0.26367103,0.42034513,0.01565078
-4.95547774,0.90144478,0.01149978,0.06665187,0.46266790,0.00000000,0.28962097,0.28600981,0.42454392,0.01569564
-4.94947474,0.93627629,0.01133003,0.06612726,0.47440543,0.00000000,0.29765383,0.31393061,0.42875091,0.01571596
-4.94347174,0.97743437,0.01109318,0.06537563,0.48772188,0.00000000,0.30601560,0.34757777,0.43295748,0.01571154
-4.93746873,1.02501596,0.01079187,0.06440887,0.50259591,0.00000000,0.31470976,0.38707356,0.43719030,0.01568384
-4.93146573,1.07912159,0.01043027,0.06324808,0.51901369,0.00000000,0.32375230,0.43250808,0.44150614,0.01563582
-4.92546273,1.13983554,0.01001397,0.06192264,0.53696151,0.00000000,0.33316681,0.48392815,0.44598511,0.01557170
-4.91945973,1.20720415,0.00954969,0.06046914,0.55641790,0.00000000,0.34297921,0.54132547,0.45072287,0.01549665
-4.91345673,1.28121370,0.00904510,0.05893000,0.57734574,0.00000000,0.35321258,0.60462485,0.45582223,0.01541650
-4.90745373,1.36176888,0.00850850,0.05735210,0.59968517,0.00000000,0.36388229,0.67367277,0.46138463,0.01533740
-4.90145073,1.44867342,0.00794854,0.05578537,0.62334764,0.00000000,0.37499175,0.74822718,0.46750201,0.01526546
-4.89544772,1.54161384,0.00737397,0.05428144,0.64821176,0.00000000,0.38652904,0.82794886,0.47424961,0.01520649
-4.88944472,1.64014752,0.00679338,0.05289236,0.67412117,0.00000000,0.39846461,0.91239503,0.48167981,0.01516571
-4.88344172,1.74369564,0.00621490,0.05166948,0.70088479,0.00000000,0.41075006,1.00101556,0.48981765,0.01514753
-4.87743872,1.85154181,0.00564607,0.05066258,0.72827945,0.00000000,0.42331815,1.09315225,0.49865791,0.01515539
-4.87143572,1.96283633,0.00509364,0.04991902,0.75605473,0.00000000,0.43608394,1.18804140,0.50816403,0.01519168
-4.86543272,2.07660622,0.00456345,0.04948331,0.78393990,0.00000000,0.44894694,1.28481989,0.51826875,0.01525765
-4.85942971,2.19177059,0.00406035,0.04939658,0.81165246,0.00000000,0.46179410,1.38253459,0.52887636,0.01535347
-4.85342671,2.30716066,0.00358818,0.04969643,0.83890779,0.00000000,0.47450342,1.48015534,0.53986634,0.01547829
-4.84742371,2.42154375,0.00314975,0.05041669,0.86542926,0.00000000,0.48694793,1.57659086,0.55109808,0.01563035
-4.84142071,2.53365003,0.00274688,0.05158727,0.89095820,0.00000000,0.49899983,1.67070759,0.56241643,0.01580711
-4.83541771,2.64220094,0.00238051,0.05323404,0.91526309,0.00000000,0.51053438,1.76135067,0.57365756,0.01600544
-4.82941471,2.74593819,0.00205073,0.05537858,0.93814726,0.00000000,0.52143351,1.84736671,0.58465490,0.01622180
-4.82341171,2.84365199,0.00175691,0.05803786,0.95945467,0.00000000,0.53158881,1.92762762,0.59524484,0.01645236
-4.81740870,2.93420751,0.00149785,0.06122376,0.97907338,0.00000000,0.54090374,2.00105472,0.60527170,0.01669320
-4.81140570,3.01656854,0.00127183,0.06494249,0.99693631,0.00000000,0.54929517,2.06664255,0.61459204,0.01694044
-4.80540270,3.08981754,0.00107676,0.06919378,1.01301947,0.00000000,0.55669393,2.12348151,0.62307783,0.01719029
-4.79939970,3.15317153,0.00091033,0.07397007,1.02733742,0.00000000,0.56304460,2.17077867,0.63061870,0.01743920
-4.79339670,3.20599345,0.00077002,0.07925551,1.03993663,0.00000000,0.56830464,2.20787613,0.63712298,0.01768382
-4.78739370,3.24779877,0.00065326,0.08502500,1.05088682,0.00000000,0.57244285,2.23426618,0.64251790,0.01792106
-4.78139070,3.27825770,0.00055748,0.09124334,1.06027117,0.00000000,0.57543739,2.24960303,0.64674877,0.01814804
-4.77538769,3.29719305,0.00048016,0.09786442,1.06817577,0.00000000,0.57727369,2.25371044,0.64977768,0.01836205
-4.76938469,3.30457450,0.00041889,0.10483077,1.07467934,0.00000000,0.57794219,2.24658524,0.65158167,0.01856049
-4.76338169,3.30050981,0.00037141,0.11207338,1.07984374,0.00000000,0.57743635,2.22839648,0.65215076,0.01874085
-4.75737869,3.28523381,0.00033559,0.11951197,1.08370608,0.00000000,0.57575100,2.19948039,0.65148606,0.01890060
-4.75137569,3.25909590,0.00030952,0.12705575,1.08627297,0.00000000,0.57288120,2.16033124,0.64959820,0.01903720
-4.74537269,3.22254693,0.00029143,0.13460466,1.08751742,0.00000000,0.56882167,2.11158847,0.64650621,0.01914805
-4.73936968,3.17612613,0.00027977,0.14205127,1.08737867,0.00000000,0.56356701,2.05402057,0.64223710,0.01923052
-4.73336668,3.12044874,0.00027313,0.14928303,1.08576504,0.00000000,0.55711251,1.98850631,0.63682601,0.01928199
-4.72736368,3.05619483,0.00027031,0.15618517,1.08255972,0.00000000,0.54945578,1.91601389,0.63031718,0.01929989
-4.72136068,2.98409961,0.00027023,0.16264391,1.07762919,0.00000000,0.54059879,1.83757881,0.62276537,0.01928184
-4.71535768,2.90494529,0.00027200,0.16854986,1.07083376,0.00000000,0.53055050,1.75428110,0.61423786,0.01922571
-4.70935468,2.81955453,0.00027485,0.17380170,1.06203963,0.00000000,0.51932972,1.66722273,0.60481657,0.01912984
-4.70335168,2.72878519,0.00027816,0.17830965,1.05113163,0.00000000,0.50696805,1.57750588,0.59460027,0.01899310
-4.69734867,2.63352602,0.00028144,0.18199880,1.03802589,0.00000000,0.49351274,1.48621252,0.58370637,0.01881505
-4.69134567,2.53469286,0.00028432,0.18481207,1.02268157,0.00000000,0.47902921,1.39438608,0.57227225,0.01859609
-4.68534267,2.43322480,0.00028654,0.18671246,1.00511086,0.00000000,0.46360304,1.30301544,0.56045565,0.01833752
-4.67933967,2.33007978,0.00028798,0.18768477,0.98538647,0.00000000,0.44734128,1.21302160,0.54843404,0.01804161
-4.67333667,2.22622932,0.00028862,0.18773640,0.96364629,0.00000000,0.43037293,1.12524723,0.53640275,0.01771163
-4.66733367,2.12265175,0.00028855,0.18689726,0.94009452,0.00000000,0.41284853,1.04044906,0.52457182,0.01735179
-4.66133067,2.02032400,0.00028798,0.18521888,0.91499946,0.00000000,0.39493879,0.95929323,0.51316148,0.01696720
-4.65532766,1.92021173,0.00028722,0.18277250,0.88868767,0.00000000,0.37683223,0.88235315,0.50239653,0.01656371
-4.64932466,1.82325792,0.00028669,0.17964651,0.86153511,0.00000000,0.35873205,0.81011000,0.49249967,0.01614775
-4.64332166,1.73037028,0.00028692,0.17594310,0.83395538,0.00000000,0.34085217,0.74295520,0.48368407,0.01572613
